ID	CHARACTER	PINYIN	DOCULECT	DOCULECT_IN_SOURCE	READING	SEMANTIC_CLASS	PHONETIC_CLASS	KARLGREN_ID	CONCEPT
7222	個	gè	Middle_Chinese	Middle Chinese	kầ	9	0049	0049 |f ́	
7223	兢	jīng	Old_Chinese	Classical Old Chinese	kǝŋ	10	0888	0888 a-b	
7224	兢	jīng	Late_Han_Chinese	Eastern Han Chinese	kǝŋ	10	0888	0888 a-b	
7225	兢	jīng	Middle_Chinese	Middle Chinese	kiŋ	10	0888	0888 a-b	
7226	酤	gū	Old_Chinese	Classical Old Chinese	kā	164	0049	0049 |b ́	
7227	酤	gū	Late_Han_Chinese	Eastern Han Chinese	kā	164	0049	0049 |b ́	
7228	酤	gū	Middle_Chinese	Middle Chinese	ko	164	0049	0049 |b ́	
7229	瘉	yǔ	Old_Chinese	Classical Old Chinese	ló	104	0125	0125 j	
7230	瘉	yǔ	Late_Han_Chinese	Eastern Han Chinese	źwá	104	0125	0125 j	
7231	瘉	yǔ	Middle_Chinese	Middle Chinese	jǘ	104	0125	0125 j	
7232	室	shì	Old_Chinese	Classical Old Chinese	tit	40	0413	0413 j-l	
7233	室	shì	Late_Han_Chinese	Eastern Han Chinese	ćǝt	40	0413	0413 j-l	
7234	室	shì	Middle_Chinese	Middle Chinese	śit	40	0413	0413 j-l	
7235	耐	nài	Old_Chinese	Classical Old Chinese	nǝ̄h	126			
7236	耐	nài	Late_Han_Chinese	Eastern Han Chinese	nǝ̄h	126			
7237	耐	nài	Middle_Chinese	Middle Chinese	nʌ̀j	126			
7238	廈	xià (shà)	Old_Chinese	Classical Old Chinese	grā́	53	0036	0036 c-d	
7239	廈	xià (shà)	Late_Han_Chinese	Eastern Han Chinese	grǟ́	53	0036	0036 c-d	
7240	廈	xià (shà)	Middle_Chinese	Middle Chinese	ɣạ́	53	0036	0036 c-d	
7241	崔	cuí	Old_Chinese	Classical Old Chinese	ʒ(h)wǝ̄j	46	0575	0575 |d ́	
7242	崔	cuí	Late_Han_Chinese	Eastern Han Chinese	ʒ(h)wǝ̄j	46	0575	0575 |d ́	
7243	崔	cuí	Middle_Chinese	Middle Chinese	ʒoj	46	0575	0575 |d ́	
7244	珍	zhēn	Old_Chinese	Classical Old Chinese	tǝn	96	0453	0453 i	
7245	珍	zhēn	Late_Han_Chinese	Eastern Han Chinese	ćǝn	96	0453	0453 i	
7246	珍	zhēn	Middle_Chinese	Middle Chinese	ṭin	96	0453	0453 i	
7247	餐	cān	Old_Chinese	Classical Old Chinese	chān	184	0154	0154 c	
7248	餐	cān	Late_Han_Chinese	Eastern Han Chinese	chān	184	0154	0154 c	
7249	餐	cān	Middle_Chinese	Middle Chinese	chân	184	0154	0154 c	
7250	几	jǐ	Old_Chinese	Classical Old Chinese	krǝ́j	16			
7251	几	jǐ	Late_Han_Chinese	Eastern Han Chinese	krǝ́j	16			
7252	几	jǐ	Middle_Chinese	Middle Chinese	kí	16			
7253	祺	qí	Old_Chinese	Classical Old Chinese	g(h)ǝ	113	0952	0952 y	
7254	祺	qí	Late_Han_Chinese	Eastern Han Chinese	g(h)ǝ	113	0952	0952 y	
7255	祺	qí	Middle_Chinese	Middle Chinese	gɨ	113	0952	0952 y	
7256	請	qǐng	Old_Chinese	Classical Old Chinese	shéŋ	149	0812	0812 |k ́	
7257	請	qǐng	Late_Han_Chinese	Eastern Han Chinese	shjéŋ	149	0812	0812 |k ́	
7258	請	qǐng	Middle_Chinese	Middle Chinese	chjéŋ	149	0812	0812 |k ́	
7259	才	cái	Old_Chinese	Classical Old Chinese	ʒhǝ̄	64	0943	0943 a-f	
7260	才	cái	Late_Han_Chinese	Eastern Han Chinese	ʒhǝ̄	64	0943	0943 a-f	
7261	才	cái	Middle_Chinese	Middle Chinese	ʒʌj	64	0943	0943 a-f	
7262	緎	yù	Old_Chinese	Classical Old Chinese	w(h)ǝk	120	0929	0929 n	
7263	緎	yù	Late_Han_Chinese	Eastern Han Chinese	w(h)ǝk	120	0929	0929 n	
7264	緎	yù	Middle_Chinese	Middle Chinese	wik	120	0929	0929 n	
7265	肅	sù	Old_Chinese	Classical Old Chinese	siuk	129	1028	1028 a-b	
7266	肅	sù	Late_Han_Chinese	Eastern Han Chinese	sjǝuk	129	1028	1028 a-b	
7267	肅	sù	Middle_Chinese	Middle Chinese	sjük	129	1028	1028 a-b	
7268	彘	zhì	Old_Chinese	Classical Old Chinese	d(h)rać	58	0334	0334 a	
7269	彘	zhì	Late_Han_Chinese	Eastern Han Chinese	ḍ(h)aś	58	0334	0334 a	
7270	彘	zhì	Middle_Chinese	Middle Chinese	ḍèj	58	0334	0334 a	
7271	旦	dàn	Old_Chinese	Classical Old Chinese	tānh	72	0149	0149 a-b	
7272	旦	dàn	Late_Han_Chinese	Eastern Han Chinese	tānh	72	0149	0149 a-b	
7273	旦	dàn	Middle_Chinese	Middle Chinese	tần	72	0149	0149 a-b	
7274	疑	yí	Old_Chinese	Classical Old Chinese	ŋǝ	103	0956	0956 a	
7275	疑	yí	Late_Han_Chinese	Eastern Han Chinese	ŋǝ	103	0956	0956 a	
7276	疑	yí	Middle_Chinese	Middle Chinese	ŋɨ	103	0956	0956 a	
7277	暇	xià	Old_Chinese	Classical Old Chinese	g(h)rāh	72	0033	0033 g	
7278	暇	xià	Late_Han_Chinese	Eastern Han Chinese	grāh (~ ɣ-)	72	0033	0033 g	
7279	暇	xià	Middle_Chinese	Middle Chinese	ɣạ̀	72	0033	0033 g	
7280	尨	máng	Old_Chinese	Classical Old Chinese	mrōŋ	43	1201	1201 a-b	
7281	尨	máng	Late_Han_Chinese	Eastern Han Chinese	mrōŋ	43	1201	1201 a-b	
7282	尨	máng	Middle_Chinese	Middle Chinese	mạuŋ	43	1201	1201 a-b	
7283	鹿	lù	Old_Chinese	Classical Old Chinese	rōk	198	1209	1209 a-d	
7284	鹿	lù	Late_Han_Chinese	Eastern Han Chinese	rōk	198	1209	1209 a-d	
7285	鹿	lù	Middle_Chinese	Middle Chinese	luk	198	1209	1209 a-d	
7286	胎	tāi	Old_Chinese	Classical Old Chinese	ƛ(h)ǝ̄	130			
7287	胎	tāi	Late_Han_Chinese	Eastern Han Chinese	l̥ǝ̄	130			
7288	胎	tāi	Middle_Chinese	Middle Chinese	thʌj	130			
7289	偶	ǒu	Old_Chinese	Classical Old Chinese	ŋṓ	9	0124	0124 n	
7290	偶	ǒu	Late_Han_Chinese	Eastern Han Chinese	ŋwā́	9	0124	0124 n	
7291	偶	ǒu	Middle_Chinese	Middle Chinese	ŋʌ́w	9	0124	0124 n	
7292	埽	sǎo	Old_Chinese	Classical Old Chinese	sū́	32	1087	1087 f	
7293	埽	sǎo	Late_Han_Chinese	Eastern Han Chinese	sǝ̄́w	32	1087	1087 f	
7294	埽	sǎo	Middle_Chinese	Middle Chinese	sấw	32	1087	1087 f	
7295	佞	nìng	Old_Chinese	Classical Old Chinese	n(h)ēŋh	9	0838	0838 a	
7296	佞	nìng	Late_Han_Chinese	Eastern Han Chinese	n(h)iēŋh	9	0838	0838 a	
7297	佞	nìng	Middle_Chinese	Middle Chinese	nièŋ	9	0838	0838 a	
7298	輲	chuán	Old_Chinese	Classical Old Chinese	d(h)on	0	0168	0168 l	
7299	輲	chuán	Late_Han_Chinese	Eastern Han Chinese	ʒ́(h)on	0	0168	0168 l	
7300	輲	chuán	Middle_Chinese	Middle Chinese	ʒ́wen	0	0168	0168 l	
7301	脰	dòu	Old_Chinese	Classical Old Chinese	dhōh	130	0118	0118 d	
7302	脰	dòu	Late_Han_Chinese	Eastern Han Chinese	dhwāh	130	0118	0118 d	
7303	脰	dòu	Middle_Chinese	Middle Chinese	dʌ̀w	130	0118	0118 d	
7304	女	nǚ	Old_Chinese	Classical Old Chinese	nrá	38	0094	0094 a-e	
7305	女	nǚ	Late_Han_Chinese	Eastern Han Chinese	ṇá	38	0094	0094 a-e	
7306	女	nǚ	Middle_Chinese	Middle Chinese	ṇö́	38	0094	0094 a-e	
7307	絏	xiè	Old_Chinese	Classical Old Chinese	sl̥at	0	0338	0338 c	
7308	絏	xiè	Late_Han_Chinese	Eastern Han Chinese	s(h)jat	0	0338	0338 c	
7309	絏	xiè	Middle_Chinese	Middle Chinese	sjet	0	0338	0338 c	
7310	聞	wén	Old_Chinese	Classical Old Chinese	mǝn	128	0441	0441 f	
7311	聞	wén	Late_Han_Chinese	Eastern Han Chinese	mwǝn	128	0441	0441 f	
7312	聞	wén	Middle_Chinese	Middle Chinese	mün	128	0441	0441 f	
7313	納	nà	Old_Chinese	Classical Old Chinese	nǝ̄p	120	0695	0695 h	
7314	納	nà	Late_Han_Chinese	Eastern Han Chinese	nǝ̄p	120	0695	0695 h	
7315	納	nà	Middle_Chinese	Middle Chinese	nʌp	120	0695	0695 h	
7316	驗	yàn	Old_Chinese	Classical Old Chinese	ŋ(r)amh	187	0613	0613 h	
7317	驗	yàn	Late_Han_Chinese	Eastern Han Chinese	ŋ(r)amh	187	0613	0613 h	
7318	驗	yàn	Middle_Chinese	Middle Chinese	ŋèm	187	0613	0613 h	
7319	救	jiù	Old_Chinese	Classical Old Chinese	kuh	66	1066	1066 m	
7320	救	jiù	Late_Han_Chinese	Eastern Han Chinese	kǝwh	66	1066	1066 m	
7321	救	jiù	Middle_Chinese	Middle Chinese	kǝ̀w	66	1066	1066 m	
7322	垢	gòu	Old_Chinese	Classical Old Chinese	kṓ	32	0112	0112 d	
7323	垢	gòu	Late_Han_Chinese	Eastern Han Chinese	kwā́	32	0112	0112 d	
7324	垢	gòu	Middle_Chinese	Middle Chinese	kʌ́w	32	0112	0112 d	
7325	肱	gōng	Old_Chinese	Classical Old Chinese	kwǝ̄ŋ	130	0887	0887 f	
7326	肱	gōng	Late_Han_Chinese	Eastern Han Chinese	kwǝ̄ŋ	130	0887	0887 f	
7327	肱	gōng	Middle_Chinese	Middle Chinese	kwʌŋ	130	0887	0887 f	
7328	弄	lòng	Old_Chinese	Classical Old Chinese	rōŋh	55	1180	1180 a-b	
7329	弄	lòng	Late_Han_Chinese	Eastern Han Chinese	rōŋh	55	1180	1180 a-b	
7330	弄	lòng	Middle_Chinese	Middle Chinese	lùŋ	55	1180	1180 a-b	
7331	編	biān	Old_Chinese	Classical Old Chinese	pēn	120	0246	0246 e	
7332	編	biān	Late_Han_Chinese	Eastern Han Chinese	piān	120	0246	0246 e	
7333	編	biān	Middle_Chinese	Middle Chinese	pien	120	0246	0246 e	
7334	掘	jué	Old_Chinese	Classical Old Chinese	gwat	64	0496	0496 n,s	
7335	掘	jué	Late_Han_Chinese	Eastern Han Chinese	gwat	64	0496	0496 n,s	
7336	掘	jué	Middle_Chinese	Middle Chinese	gwǝt	64	0496	0496 n,s	
7337	本	běn	Old_Chinese	Classical Old Chinese	pǝ̄́n	75	0440	0440 a	
7338	本	běn	Late_Han_Chinese	Eastern Han Chinese	pǝ̄́n	75	0440	0440 a	
7339	本	běn	Middle_Chinese	Middle Chinese	pón	75	0440	0440 a	
7340	鉗	qián	Old_Chinese	Classical Old Chinese	ghram	167	0606	0606 i	
7341	鉗	qián	Late_Han_Chinese	Eastern Han Chinese	ghram	167	0606	0606 i	
7342	鉗	qián	Middle_Chinese	Middle Chinese	gem	167	0606	0606 i	
7343	淇	qí	Old_Chinese	Classical Old Chinese	g(h)ǝ	85			
7344	淇	qí	Late_Han_Chinese	Eastern Han Chinese	g(h)ǝ	85			
7345	淇	qí	Middle_Chinese	Middle Chinese	gɨ	85			
7346	膍	pí	Old_Chinese	Classical Old Chinese	b(h)ij	0	0566	0566 |f ́-g ́	
7347	膍	pí	Late_Han_Chinese	Eastern Han Chinese	b(h)jǝj	0	0566	0566 |f ́-g ́	
7348	膍	pí	Middle_Chinese	Middle Chinese	bji	0	0566	0566 |f ́-g ́	
7349	嘽	tān	Old_Chinese	Classical Old Chinese	thān	0	0147	0147 m	
7350	嘽	tān	Late_Han_Chinese	Eastern Han Chinese	thān	0	0147	0147 m	
7351	嘽	tān	Middle_Chinese	Middle Chinese	thân	0	0147	0147 m	
7352	信	xìn	Old_Chinese	Classical Old Chinese	sl̥inh	9	0384	0384 a	
7353	信	xìn	Late_Han_Chinese	Eastern Han Chinese	s(h)jǝnh	9	0384	0384 a	
7354	信	xìn	Middle_Chinese	Middle Chinese	sjìn	9	0384	0384 a	
7355	迓	yà	Old_Chinese	Classical Old Chinese	ŋ(h)rāh	162	0037	0037 f	
7356	迓	yà	Late_Han_Chinese	Eastern Han Chinese	ŋ(h)rǟh	162	0037	0037 f	
7357	迓	yà	Middle_Chinese	Middle Chinese	ŋạ̀	162	0037	0037 f	
7358	騎	qí	Old_Chinese	Classical Old Chinese	ghaj	187	0001	0001 u	
7359	騎	qí	Late_Han_Chinese	Eastern Han Chinese	ghe	187	0001	0001 u	
7360	騎	qí	Middle_Chinese	Middle Chinese	ge	187	0001	0001 u	
7361	馮	píng	Old_Chinese	Classical Old Chinese	bǝŋ	187	0899	0899 d	
7362	馮	píng	Late_Han_Chinese	Eastern Han Chinese	bǝŋ	187	0899	0899 d	
7363	馮	píng	Middle_Chinese	Middle Chinese	biŋ	187	0899	0899 d	
7364	藝	yì	Old_Chinese	Classical Old Chinese	ŋeć	140	0330	0330 f	
7365	藝	yì	Late_Han_Chinese	Eastern Han Chinese	ŋjaś	140	0330	0330 f	
7366	藝	yì	Middle_Chinese	Middle Chinese	ŋjèj	140	0330	0330 f	
7367	筦	guǎn	Old_Chinese	Classical Old Chinese	kwā́n	0	0257	0257 r	
7368	筦	guǎn	Late_Han_Chinese	Eastern Han Chinese	kwā́n	0	0257	0257 r	
7369	筦	guǎn	Middle_Chinese	Middle Chinese	kwấn	0	0257	0257 r	
7370	脅	xié	Old_Chinese	Classical Old Chinese	hap	130	0639	0639 e	
7371	脅	xié	Late_Han_Chinese	Eastern Han Chinese	hap	130	0639	0639 e	
7372	脅	xié	Middle_Chinese	Middle Chinese	xǝp	130	0639	0639 e	
7373	十	shí	Old_Chinese	Classical Old Chinese	gip	24	0686	0686 a-d	
7374	十	shí	Late_Han_Chinese	Eastern Han Chinese	gjǝp	24	0686	0686 a-d	
7375	十	shí	Middle_Chinese	Middle Chinese	ʒ́ip	24	0686	0686 a-d	
7376	汶	wèn	Old_Chinese	Classical Old Chinese	m(h)ǝnh	85	0475	0475 i	
7377	汶	wèn	Late_Han_Chinese	Eastern Han Chinese	m(h)wǝnh	85	0475	0475 i	
7378	汶	wèn	Middle_Chinese	Middle Chinese	mǜn	85	0475	0475 i	
7379	比	bǐ	Old_Chinese	Classical Old Chinese	píj	81	0566	0566 g-h	
7380	比	bǐ	Late_Han_Chinese	Eastern Han Chinese	pjǝ́j	81	0566	0566 g-h	
7381	比	bǐ	Middle_Chinese	Middle Chinese	pjí	81	0566	0566 g-h	
7382	允	yǔn [yūn]	Old_Chinese	Classical Old Chinese	lún	10	0468	0468 a-c	
7383	允	yǔn [yūn]	Late_Han_Chinese	Eastern Han Chinese	źún	10	0468	0468 a-c	
7384	允	yǔn [yūn]	Middle_Chinese	Middle Chinese	jǘn	10	0468	0468 a-c	
7385	冥	míng	Old_Chinese	Classical Old Chinese	mēŋ	14	0841	0841 a	
7386	冥	míng	Late_Han_Chinese	Eastern Han Chinese	miēŋ	14	0841	0841 a	
7387	冥	míng	Middle_Chinese	Middle Chinese	mieŋ	14	0841	0841 a	
7388	極	jí	Old_Chinese	Classical Old Chinese	gǝk	75	0910	0910 e-f	
7389	極	jí	Late_Han_Chinese	Eastern Han Chinese	gǝk	75	0910	0910 e-f	
7390	極	jí	Middle_Chinese	Middle Chinese	gik	75	0910	0910 e-f	
7391	瞠	chēng	Old_Chinese	Classical Old Chinese	thrāŋ	109	0725	0725 |f ́	
7392	瞠	chēng	Late_Han_Chinese	Eastern Han Chinese	ṭhāŋ	109	0725	0725 |f ́	
7393	瞠	chēng	Middle_Chinese	Middle Chinese	ṭhạ̈iŋ	109	0725	0725 |f ́	
7394	伐	fá fā	Old_Chinese	Classical Old Chinese	b(h)at	9	0307	0307 a-e	
7395	伐	fá fā	Late_Han_Chinese	Eastern Han Chinese	b(h)wat	9	0307	0307 a-e	
7396	伐	fá fā	Middle_Chinese	Middle Chinese	bwǝt	9	0307	0307 a-e	
7397	圉	yǔ	Old_Chinese	Classical Old Chinese	ŋ(h)(r)á	31	0081	0081 a-c	
7398	圉	yǔ	Late_Han_Chinese	Eastern Han Chinese	ŋ(h)(r)á	31	0081	0081 a-c	
7399	圉	yǔ	Middle_Chinese	Middle Chinese	ŋö́	31	0081	0081 a-c	
7400	醒	xǐng	Old_Chinese	Classical Old Chinese	shḗŋ	164	0812	0812 |b ́	
7401	醒	xǐng	Late_Han_Chinese	Eastern Han Chinese	shiḗŋ	164	0812	0812 |b ́	
7402	醒	xǐng	Middle_Chinese	Middle Chinese	síeŋ	164	0812	0812 |b ́	
7403	浩	hào	Old_Chinese	Classical Old Chinese	g(h)ū́	85	1039	1039 j	
7404	浩	hào	Late_Han_Chinese	Eastern Han Chinese	gǝ̄́w (~ ɣ-)	85	1039	1039 j	
7405	浩	hào	Middle_Chinese	Middle Chinese	ɣấw	85	1039	1039 j	
7406	吏	lì	Old_Chinese	Classical Old Chinese	rǝh	30	0975	0975 g-j	
7407	吏	lì	Late_Han_Chinese	Eastern Han Chinese	rǝh	30	0975	0975 g-j	
7408	吏	lì	Middle_Chinese	Middle Chinese	lɨ̀	30	0975	0975 g-j	
7409	蚌	bàng	Old_Chinese	Classical Old Chinese	bhrṓŋ	142	1197	1197 d	
7410	蚌	bàng	Late_Han_Chinese	Eastern Han Chinese	bhrṓŋ	142	1197	1197 d	
7411	蚌	bàng	Middle_Chinese	Middle Chinese	bạ́uŋ	142	1197	1197 d	
7412	駰	yīn	Old_Chinese	Classical Old Chinese	ʔin	0	0370	0370 g	
7413	駰	yīn	Late_Han_Chinese	Eastern Han Chinese	ʔjǝn	0	0370	0370 g	
7414	駰	yīn	Middle_Chinese	Middle Chinese	ʔjin	0	0370	0370 g	
7415	清	qīng	Old_Chinese	Classical Old Chinese	sheŋ	85	0812	0812 |i ́-j ́	
7416	清	qīng	Late_Han_Chinese	Eastern Han Chinese	shjeŋ	85	0812	0812 |i ́-j ́	
7417	清	qīng	Middle_Chinese	Middle Chinese	chjeŋ	85	0812	0812 |i ́-j ́	
7418	翫	wàn	Old_Chinese	Classical Old Chinese	ŋ(h)wānh	124	0257	0257 l	
7419	翫	wàn	Late_Han_Chinese	Eastern Han Chinese	ŋ(h)wānh	124	0257	0257 l	
7420	翫	wàn	Middle_Chinese	Middle Chinese	ŋwần	124	0257	0257 l	
7421	雹	báo	Old_Chinese	Classical Old Chinese	bhrūk	173	1113	1113 n	
7422	雹	báo	Late_Han_Chinese	Eastern Han Chinese	bhrǝ̄uk	173	1113	1113 n	
7423	雹	báo	Middle_Chinese	Middle Chinese	bạuk	173	1113	1113 n	
7424	溝	gōu	Old_Chinese	Classical Old Chinese	kō	85	0109	0109 h	
7425	溝	gōu	Late_Han_Chinese	Eastern Han Chinese	kwā	85	0109	0109 h	
7426	溝	gōu	Middle_Chinese	Middle Chinese	kʌw	85	0109	0109 h	
7427	沓	tà	Old_Chinese	Classical Old Chinese	l(h)ǝ̄p	85	0677	0677 a	
7428	沓	tà	Late_Han_Chinese	Eastern Han Chinese	l(h)ǝ̄p	85	0677	0677 a	
7429	沓	tà	Middle_Chinese	Middle Chinese	dлp	85	0677	0677 a	
7430	揀	jiǎn	Old_Chinese	Classical Old Chinese	krḗn	64	0185	0185 e	
7431	揀	jiǎn	Late_Han_Chinese	Eastern Han Chinese	kriā́n	64	0185	0185 e	
7432	揀	jiǎn	Middle_Chinese	Middle Chinese	kạ̈́n	64	0185	0185 e	
7433	捍	hàn	Old_Chinese	Classical Old Chinese	gānh	64	0139	0139 |i ́	
7434	捍	hàn	Late_Han_Chinese	Eastern Han Chinese	gānh	64	0139	0139 |i ́	
7435	捍	hàn	Middle_Chinese	Middle Chinese	ɣần	64	0139	0139 |i ́	
7436	星	xīng	Old_Chinese	Classical Old Chinese	shēŋ	72	0812	0812 x-y	
7437	星	xīng	Late_Han_Chinese	Eastern Han Chinese	shiēŋ	72	0812	0812 x-y	
7438	星	xīng	Middle_Chinese	Middle Chinese	sieŋ	72	0812	0812 x-y	
7439	饜	yàn	Old_Chinese	Classical Old Chinese	ʔemh	184	0616	0616 d	
7440	饜	yàn	Late_Han_Chinese	Eastern Han Chinese	ʔjamh	184	0616	0616 d	
7441	饜	yàn	Middle_Chinese	Middle Chinese	ʔjèm	184	0616	0616 d	
7442	責	zé zhài	Old_Chinese	Classical Old Chinese	crēk	154	0868	0868 m-n	
7443	責	zé zhài	Late_Han_Chinese	Eastern Han Chinese	c̣iēk	154	0868	0868 m-n	
7444	責	zé zhài	Middle_Chinese	Middle Chinese	c̣ạik c̣ạ̈̀	154	0868	0868 m-n	
7445	蹂	róu	Old_Chinese	Classical Old Chinese	n(h)u	157	1105	1105 d	
7446	蹂	róu	Late_Han_Chinese	Eastern Han Chinese	ń(h)ǝw	157	1105	1105 d	
7447	蹂	róu	Middle_Chinese	Middle Chinese	ńǝw	157	1105	1105 d	
7448	懷	huái	Old_Chinese	Classical Old Chinese	grwǝ̄j	61	0600	0600 c	
7449	懷	huái	Late_Han_Chinese	Eastern Han Chinese	gwrǝ̄j	61	0600	0600 c	
7450	懷	huái	Middle_Chinese	Middle Chinese	ɣwạ̈j	61	0600	0600 c	
7451	拾	shí	Old_Chinese	Classical Old Chinese	g(h)ip	64	0687	0687 a	
7452	拾	shí	Late_Han_Chinese	Eastern Han Chinese	g(h)jǝp	64	0687	0687 a	
7453	拾	shí	Middle_Chinese	Middle Chinese	ʒ́ip	64	0687	0687 a	
7454	怠	dài	Old_Chinese	Classical Old Chinese	Ł(h)ǝ̄́	61			
7455	怠	dài	Late_Han_Chinese	Eastern Han Chinese	l(h)ǝ̄́	61			
7456	怠	dài	Middle_Chinese	Middle Chinese	dл́j	61			
7457	烏	wū	Old_Chinese	Classical Old Chinese	ʔā	86	0061	0061 a-c	
7458	烏	wū	Late_Han_Chinese	Eastern Han Chinese	ʔā	86	0061	0061 a-c	
7459	烏	wū	Middle_Chinese	Middle Chinese	ʔo	86	0061	0061 a-c	
7460	我	wǒ ě	Old_Chinese	Classical Old Chinese	ŋhā́j	62	0002	0002 a-g	
7461	我	wǒ ě	Late_Han_Chinese	Eastern Han Chinese	ŋhǟ́	62	0002	0002 a-g	
7462	我	wǒ ě	Middle_Chinese	Middle Chinese	ŋấ	62	0002	0002 a-g	
7463	伉	kàng	Old_Chinese	Classical Old Chinese	khāŋh	9	0698	0698 c	
7464	伉	kàng	Late_Han_Chinese	Eastern Han Chinese	khāŋh	9	0698	0698 c	
7465	伉	kàng	Middle_Chinese	Middle Chinese	khầŋ	9	0698	0698 c	
7466	巧	qiǎo	Old_Chinese	Classical Old Chinese	khrū́	48	1041	1041 l	
7467	巧	qiǎo	Late_Han_Chinese	Eastern Han Chinese	khrǝ̄́w	48	1041	1041 l	
7468	巧	qiǎo	Middle_Chinese	Middle Chinese	khạ́w	48	1041	1041 l	
7469	湘	xiāng	Old_Chinese	Classical Old Chinese	saŋ	85	0731	0731 e	
7470	湘	xiāng	Late_Han_Chinese	Eastern Han Chinese	sjaŋ	85	0731	0731 e	
7471	湘	xiāng	Middle_Chinese	Middle Chinese	sjaŋ	85	0731	0731 e	
7472	哆	chě	Old_Chinese	Classical Old Chinese	thiáj	30	0003	0003 k	
7473	哆	chě	Late_Han_Chinese	Eastern Han Chinese	ćhä́	30	0003	0003 k	
7474	哆	chě	Middle_Chinese	Middle Chinese	ćhá	30	0003	0003 k	
7475	萊	lái	Old_Chinese	Classical Old Chinese	r(h)ǝ̄	140	0944	0944 j	
7476	萊	lái	Late_Han_Chinese	Eastern Han Chinese	r(h)ǝ̄	140	0944	0944 j	
7477	萊	lái	Middle_Chinese	Middle Chinese	lʌj	140	0944	0944 j	
7478	觥	gōng	Old_Chinese	Classical Old Chinese	kwrāŋ	148	0706	0706 i	
7479	觥	gōng	Late_Han_Chinese	Eastern Han Chinese	kwrēŋ	148	0706	0706 i	
7480	觥	gōng	Middle_Chinese	Middle Chinese	kwạ̈iŋ	148	0706	0706 i	
7481	楔	xiè	Old_Chinese	Classical Old Chinese	sŋ̥ēt	75	0279	0279 i	
7482	楔	xiè	Late_Han_Chinese	Eastern Han Chinese	ŋ̥iāt	75	0279	0279 i	
7483	楔	xiè	Middle_Chinese	Middle Chinese	siet	75	0279	0279 i	
7484	闌	lán	Old_Chinese	Classical Old Chinese	rān	169	0185	0185 f-g	
7485	闌	lán	Late_Han_Chinese	Eastern Han Chinese	rān	169	0185	0185 f-g	
7486	闌	lán	Middle_Chinese	Middle Chinese	lân	169	0185	0185 f-g	
7487	渡	dù	Old_Chinese	Classical Old Chinese	dāh	85	0801	0801 b	
7488	渡	dù	Late_Han_Chinese	Eastern Han Chinese	dāh	85	0801	0801 b	
7489	渡	dù	Middle_Chinese	Middle Chinese	dò	85	0801	0801 b	
7490	誣	wū	Old_Chinese	Classical Old Chinese	m(h)a	149	0105	0105 b	
7491	誣	wū	Late_Han_Chinese	Eastern Han Chinese	m(h)wa	149	0105	0105 b	
7492	誣	wū	Middle_Chinese	Middle Chinese	mü	149	0105	0105 b	
7493	歷	lì	Old_Chinese	Classical Old Chinese	rhēk	77	0858	0858 e-g	
7494	歷	lì	Late_Han_Chinese	Eastern Han Chinese	rhiēk	77	0858	0858 e-g	
7495	歷	lì	Middle_Chinese	Middle Chinese	liek	77	0858	0858 e-g	
7496	鎛	bó	Old_Chinese	Classical Old Chinese	pāk	167	0771	0771 g-i, r	
7497	鎛	bó	Late_Han_Chinese	Eastern Han Chinese	pāk	167	0771	0771 g-i, r	
7498	鎛	bó	Middle_Chinese	Middle Chinese	pâk	167	0771	0771 g-i, r	
7499	逝	shì	Old_Chinese	Classical Old Chinese	d(h)ać	162	0287	0287 m	
7500	逝	shì	Late_Han_Chinese	Eastern Han Chinese	ʒ́(h)aś	162	0287	0287 m	
7501	逝	shì	Middle_Chinese	Middle Chinese	ʒ́èj	162	0287	0287 m	
7502	輸	shū	Old_Chinese	Classical Old Chinese	l̥o	159	0125	0125 s	
7503	輸	shū	Late_Han_Chinese	Eastern Han Chinese	śwa	159	0125	0125 s	
7504	輸	shū	Middle_Chinese	Middle Chinese	śü	159	0125	0125 s	
7505	調	diào	Old_Chinese	Classical Old Chinese	dhīw	149	1083	1083 x	
7506	調	diào	Late_Han_Chinese	Eastern Han Chinese	dhiǝ̄w	149	1083	1083 x	
7507	調	diào	Middle_Chinese	Middle Chinese	diew	149	1083	1083 x	
7508	面	miàn	Old_Chinese	Classical Old Chinese	mhenh	176	0223	0223 a	
7509	面	miàn	Late_Han_Chinese	Eastern Han Chinese	mhjanh	176	0223	0223 a	
7510	面	miàn	Middle_Chinese	Middle Chinese	mjèn	176	0223	0223 a	
7511	候	hòu	Old_Chinese	Classical Old Chinese	ghōh	9	0113	0113 e	
7512	候	hòu	Late_Han_Chinese	Eastern Han Chinese	ɣōh	9	0113	0113 e	
7513	候	hòu	Middle_Chinese	Middle Chinese	ɣʌ̀w	9	0113	0113 e	
7514	轉	zhuǎn	Old_Chinese	Classical Old Chinese	trwán	159	0231	0231 e	
7515	轉	zhuǎn	Late_Han_Chinese	Eastern Han Chinese	ṭwán	159	0231	0231 e	
7516	轉	zhuǎn	Middle_Chinese	Middle Chinese	ṭwén	159	0231	0231 e	
7517	自	zì	Old_Chinese	Classical Old Chinese	ʒ(h)ić	132			
7518	自	zì	Late_Han_Chinese	Eastern Han Chinese	ʒ(h)jǝś	132			
7519	自	zì	Middle_Chinese	Middle Chinese	ʒjì	132			
