ID	CHARACTER_ID	GROUP	CHARACTER	PINYIN	DOCULECT	RADICAL	PHONETIC	FANQIE	RHYME	CHAPTER	IMAGE
1	w0010010	2	一	yī	Old_Chinese				二	v01	001a-01
2	w0010011	2	弌	yī	Old_Chinese					v01	001a-02
3	w0010020	3	元	yuán	Old_Chinese	一	兀		四	v01	001a-03
4	w0010030	4	天	tiān	Old_Chinese				二	v01	001a-04
5	w0010040	5	丕	pī	Old_Chinese	一	不	敷悲	一	v01	001b-01
6	w0010050	6	吏	lì	Old_Chinese				一	v01	001b-02
7	w0020010	7	𠄞	𠄞	Old_Chinese				十	v01	001b-03
8	w0020011	7	丄	shàng	Old_Chinese					v01	002a-01
9	w0020020	8	帝	dì	Old_Chinese			都計	六	v01	002a-02
10	w0020021	8	𢂇	𢂇	Old_Chinese					v01	002a-03
11	w0020030	9	旁	páng	Old_Chinese				十	v01	002a-04
12	w0020031	9	𣃟	𣃟	Old_Chinese					v01	002a-05
13	w0020032	9	𣃙	𣃙	Old_Chinese					v01	002a-06
14	w0020033	9	雱	pāng	Old_Chinese					v01	002a-07
15	w0020040	10	𠄟	𠄟	Old_Chinese				五	v01	002a-08
16	w0020041	10	丅	xià	Old_Chinese					v01	002a-09
17	w0030010	11	示	shì	Old_Chinese			神至	五	v01	002b-01
18	w0030011	11	𥘅	𥘅	Old_Chinese					v01	002b-02
19	w0030020	12	祜	hù	Old_Chinese				五	v01	002b-03
20	w0030030	13	禮	lǐ	Old_Chinese			靈啓	五	v01	002b-04
21	w0030031	13	𠃞	𠃞	Old_Chinese					v01	002b-05
22	w0030040	14	禧	xǐ	Old_Chinese	示	喜	許其	一	v01	002b-06
23	w0030050	15	禛	zhēn	Old_Chinese	示	眞		二	v01	002b-07
24	w0030060	16	祿	lù	Old_Chinese	示	彔	盧谷	三	v01	003a-01
25	w0030070	17	禠	sī	Old_Chinese	示	虒	息移	六	v01	003a-02
26	w0030080	18	禎	zhēn	Old_Chinese	示	貞	陟盈	一	v01	003a-03
27	w0030090	19	祥	xiáng	Old_Chinese	示	羊	似羊	十	v01	003a-04
28	w0030100	20	祉	zhǐ	Old_Chinese	示	止	敕里	一	v01	003a-05
29	w0030110	21	福	fú	Old_Chinese	示	畐	方六	一	v01	003a-06
30	w0030120	22	祐	yòu	Old_Chinese	示	右	于救	一	v01	003a-07
31	w0030130	23	祺	qí	Old_Chinese	示	其	渠之	一	v01	003a-08
32	w0030131	23	禥	qí	Old_Chinese					v01	003a-09
33	w0030140	24	祗	zhī	Old_Chinese	示	氐	旨夷	五	v01	003a-10
34	w0030150	25	禔	zhī	Old_Chinese	示	是		六	v01	003a-11
35	w0030160	26	神	shén	Old_Chinese	示	申	食鄰	二	v01	003a-12
36	w0030170	27	祇	qí	Old_Chinese	示	氏	巨支	六	v01	003a-13
37	w0030180	28	祕	mì	Old_Chinese	示	必	兵媚	二	v01	003b-01
38	w0030190	29	齋	zhāi	Old_Chinese				五	v01	003b-02
39	w0030191	29	𪗓	𪗓	Old_Chinese					v01	003b-03
40	w0030200	30	禋	yīn	Old_Chinese	示	垔	於眞	三	v01	003b-04
41	w0030201	30	𡫻	𡫻	Old_Chinese					v01	003b-05
42	w0030210	31	祭	jì	Old_Chinese				五	v01	003b-06
43	w0030220	32	祀	sì	Old_Chinese	示	巳	詳里	一	v01	003b-07
44	w0030221	32	禩	sì	Old_Chinese				一	v01	004a-01
45	w0030230	33	祡	chái	Old_Chinese	示	此	仕皆	禾	v01	004a-02
46	w0030231	33	𥚨	𥚨	Old_Chinese				七	v01	004a-03
47	w0030240	34	禷	lèi	Old_Chinese	示	類		五	v01	004a-04
48	w0030250	35	祪	guǐ	Old_Chinese	示	危	過委	六	v01	004a-05
49	w0030260	36	祔	fù	Old_Chinese	示	付	符遇	四	v01	004b-01
50	w0030270	37	祖	zǔ	Old_Chinese	示	且	則古	五	v01	004b-02
51	w0030280	38	𥛱	𥛱	Old_Chinese	示	彭		十	v01	004b-03
52	w0030281	38	祊	bēng	Old_Chinese				同	v01	004b-04
53	w0030290	39	祰	gào	Old_Chinese	示	告	苦浩	三	v01	004b-05
54	w0030300	40	祏	shí	Old_Chinese			常隻	五	v01	004b-06
55	w0030310	41	䃾	䃾	Old_Chinese	示	比		五	v01	005a-01
56	w0030320	42	祠	cí	Old_Chinese	示	司	似茲	一	v01	005b-01
57	w0030330	43	礿	yuè	Old_Chinese	示	勺	以灼	二	v01	005b-02
58	w0030340	44	禘	dì	Old_Chinese	示	帝	特計	六	v01	005b-03
59	w0030350	45	祫	xiá	Old_Chinese				七	v01	006a-01
60	w0030360	46	祼	guàn	Old_Chinese	示	果	古玩	七	v01	006a-02
61	w0030370	47	䄟	䄟	Old_Chinese	示	毳		五	v01	006b-01
62	w0030380	48	祝	zhù	Old_Chinese				三	v01	006b-02
63	w0030390	49	𥛽	𥛽	Old_Chinese	示	畱	力救	三	v01	006b-03
64	w0030400	50	祓	fú	Old_Chinese	示	犮		五	v01	006b-04
65	w0030410	51	祈	qí	Old_Chinese	示	斤	渠稀	三	v01	006b-05
66	w0030420	52	禱	dǎo	Old_Chinese	示	壽	都浩	三	v01	006b-06
67	w0030421	52	𥛇	𥛇	Old_Chinese					v01	006b-07
68	w0030422	52	𥜹	𥜹	Old_Chinese					v01	006b-08
69	w0030430	53	禜	yǒng	Old_Chinese				一	v01	006b-09
70	w0030440	54	禳	ráng	Old_Chinese	示	襄	汝羊	十	v01	007a-01
71	w0030450	55	禬	guì	Old_Chinese	示	㑹		五	v01	007a-02
72	w0030460	56	禪	chán	Old_Chinese	示	單		四	v01	007a-03
73	w0030470	57	禦	yù	Old_Chinese	示	御		五	v01	007a-04
74	w0030480	58	䄆	䄆	Old_Chinese	示	𠯑	古末	五	v01	007a-05
75	w0030490	59	禖	méi	Old_Chinese	示	某	莫桮	一	v01	007a-06
76	w0030500	60	𥚩	𥚩	Old_Chinese	示	胥	私吕	五	v01	007b-01
77	w0030510	61	祳	shèn	Old_Chinese	示	辰	時忍	三	v01	007b-02
78	w0030520	62	祴	gāi	Old_Chinese	示	戒	古哀	一	v01	007b-03
79	w0030530	63	禡	mà	Old_Chinese	示	馬	莫駕	五	v01	007b-04
80	w0030540	64	禂	dǎo	Old_Chinese	示	周	都皓	三	v01	007b-05
81	w0030541	64	𩤫	𩤫	Old_Chinese					v01	008a-01
82	w0030550	65	社	shè	Old_Chinese				五	v01	008a-02
83	w0030551	65	𣒮	𣒮	Old_Chinese					v01	008b-01
84	w0030560	66	禓	yáng	Old_Chinese	示	昜	與章	十	v01	008b-02
85	w0030570	67	祲	jìn	Old_Chinese			子林	七	v01	008b-03
86	w0030580	68	禍	huò	Old_Chinese	示	咼	胡果	七	v01	008b-04
87	w0030590	69	祟	suì	Old_Chinese				五	v01	008b-05
88	w0030591	69	𥜱	𥜱	Old_Chinese					v01	008b-06
89	w0030600	70	䄏	䄏	Old_Chinese	示	芺	於喬	二	v01	008b-07
90	w0030610	71	祘	suàn	Old_Chinese			蘇貫	四	v01	008b-08
91	w0030620	72	禁	jìn	Old_Chinese	示	林	居蔭	七	v01	009a-01
92	w0030630	73	禫	dàn	Old_Chinese	示	覃	徒感	七	v01	009a-02
93	w0040010	74	三	sān	Old_Chinese			穌甘	七	v01	009a-03
94	w0040011	74	弎	sān	Old_Chinese					v01	009a-04
95	w0050010	75	王	wáng	Old_Chinese			雨方	十	v01	009b-01
96	w0050011	75	𠙻	𠙻	Old_Chinese					v01	009b-02
97	w0050020	76	閏	rùn	Old_Chinese				三	v01	009b-03
98	w0050030	77	皇	huáng	Old_Chinese				十	v01	009b-04
99	w0060010	78	玉	yù	Old_Chinese			魚欲	三	v01	010a-01
100	w0060011	78	𤣪	𤣪	Old_Chinese					v01	010a-02
101	w0060020	79	璙	liáo	Old_Chinese	王	尞	洛蕭	二	v01	010a-03
102	w0060030	80	瓘	guàn	Old_Chinese	王	雚	工玩	四	v01	010a-04
103	w0060040	81	璥	jǐng	Old_Chinese	王	敬	居領	一	v01	010a-05
104	w0060050	82	琠	tiǎn	Old_Chinese	王	典	多殄	三	v01	010a-06
105	w0060060	83	𤫕	𤫕	Old_Chinese	王	夒	耳尤	三	v01	010a-07
106	w0060070	84	𤩚	𤩚	Old_Chinese	王	𣪠	郞擊	六	v01	010b-01
107	w0060080	85	璠	fán	Old_Chinese	王	畨	附袁	四	v01	010b-02
108	w0060090	86	瑾	jǐn	Old_Chinese	王	堇	居隱	三	v01	010b-03
109	w0060100	87	瑜	yú	Old_Chinese	王	兪	羊朱	四	v01	010b-04
110	w0060110	88	玒	hóng	Old_Chinese	王	工	戸工	九	v01	010b-05
111	w0060120	89	𤦃	𤦃	Old_Chinese	王	來	落哀	一	v01	010b-06
112	w0060130	90	瓊	qióng	Old_Chinese	王	夐	渠營	四	v01	010b-07
113	w0060131	90	璚	qióng	Old_Chinese					v01	010b-08
114	w0060132	90	瓗	qióng	Old_Chinese					v01	011a-01
115	w0060140	91	珦	xiàng	Old_Chinese	王	向	許亮	十	v01	011a-02
116	w0060150	92	㻝	㻝	Old_Chinese	王	剌	盧達	五	v01	011a-03
117	w0060160	93	珣	xún	Old_Chinese	王	旬	相倫	四	v01	011a-04
118	w0060170	94	璐	lù	Old_Chinese	王	路	洛故	五	v01	011a-05
119	w0060180	95	瓚	zàn	Old_Chinese	王	贊	徂贊	四	v01	011a-06
120	w0060190	96	瑛	yīng	Old_Chinese	王	英	於京	十	v01	011a-07
121	w0060200	97	璑	wú	Old_Chinese	王	無	武無	五	v01	011a-08
122	w0060210	98	玊	sù	Old_Chinese				三	v01	011b-01
123	w0060220	99	璿	xuán	Old_Chinese	王	睿	似沿	四	v01	011b-02
124	w0060221	99	琁	xuán	Old_Chinese					v01	011b-03
125	w0060222	99	𤫀	𤫀	Old_Chinese					v01	011b-04
126	w0060223	99	𤩅	𤩅	Old_Chinese					v01	012a-01
127	w0060230	100	球	qiú	Old_Chinese	王	求	巨鳩	三	v01	012a-02
128	w0060231	100	璆	qiú	Old_Chinese				三	v01	012a-03
129	w0060240	101	琳	lín	Old_Chinese	王	林	力尋	七	v01	012a-04
130	w0060250	102	璧	bì	Old_Chinese	王	辟	比激	六	v01	012a-05
131	w0060260	103	瑗	yuàn	Old_Chinese	王	爰	王眷	四	v01	012a-06
132	w0060270	104	環	huán	Old_Chinese	王	睘	戸關	四	v01	012a-07
133	w0060280	105	璜	huáng	Old_Chinese	王	黃	戸光	十	v01	012a-08
134	w0060290	106	琮	cóng	Old_Chinese	王	宗	藏宗	九	v01	012a-09
135	w0060300	107	琥	hǔ	Old_Chinese	王	虎	呼古	五	v01	012a-10
136	w0060310	108	瓏	lóng	Old_Chinese	王	龍	力鍾	九	v01	012b-01
137	w0060320	109	琬	wǎn	Old_Chinese	王	宛	於阮	四	v01	012b-02
138	w0060330	110	璋	zhāng	Old_Chinese	王	章	諸良	十	v01	012b-03
139	w0060340	111	琰	yǎn	Old_Chinese	王	炎	以冄	八	v01	012b-04
140	w0060350	112	玠	jiè	Old_Chinese	王	介	古拜	五	v01	012b-05
141	w0060360	113	瑒	chàng	Old_Chinese	王	昜	丑亮	十	v01	012b-06
142	w0060370	114	瓛	huán	Old_Chinese	王	獻	胡官	四	v01	013a-01
143	w0060380	115	珽	tǐng	Old_Chinese	王	廷	他鼎	一	v01	013a-02
144	w0060390	116	瑁	mào	Old_Chinese			莫報	三	v01	013a-03
145	w0060391	116	𤣽	𤣽	Old_Chinese					v01	013a-04
146	w0060400	117	瑞	ruì	Old_Chinese	王	耑		四	v01	013a-05
147	w0060410	118	璬	jiǎo	Old_Chinese	王	敫	古了	二	v01	013a-06
148	w0060420	119	珩	háng	Old_Chinese				十	v01	013b-01
149	w0060430	120	玦	jué	Old_Chinese	王	夬	古穴	五	v01	013b-02
150	w0060440	121	珥	ěr	Old_Chinese			仍吏	一	v01	013b-03
151	w0060450	122	瑱	zhèn	Old_Chinese	王	眞	佗甸	二	v01	013b-04
152	w0060451	122	𦗁	𦗁	Old_Chinese					v01	013b-05
153	w0060460	123	琫	běng	Old_Chinese	王	奉	邊孔	九	v01	013b-06
154	w0060470	124	珌	bì	Old_Chinese	王	必	卑吉	二	v01	014a-01
155	w0060471	124	㻫	㻫	Old_Chinese				二	v01	014a-02
156	w0060480	125	璏	wèi	Old_Chinese	王	彘	直例	五	v01	014a-03
157	w0060490	126	瑵	zhǎo	Old_Chinese	王	蚤	側絞	三	v01	014a-04
158	w0060500	127	瑑	zhuàn	Old_Chinese	王	彖		四	v01	014b-01
159	w0060510	128	珇	zǔ	Old_Chinese	王	且	則古	五	v01	014b-02
160	w0060520	129	𤪌	𤪌	Old_Chinese	王	綦	渠之	一	v01	014b-03
161	w0060521	129	璂	qí	Old_Chinese					v01	014b-04
162	w0060530	130	璪	zǎo	Old_Chinese	王	喿	子晧	二	v01	014b-05
163	w0060540	131	瑬	liú	Old_Chinese	王	流	力求	三	v01	014b-06
164	w0060550	132	璹	shú	Old_Chinese	王	𠷎	殊六	三	v01	015a-01
165	w0060560	133	瓃	léi	Old_Chinese	王	畾		五	v01	015a-02
166	w0060570	134	玼	cǐ	Old_Chinese	王	此		五	v01	015a-03
167	w0060580	135	璱	sè	Old_Chinese	王	瑟	所櫛	二	v01	015a-04
168	w0060590	136	瑮	lì	Old_Chinese	王	㮚	力質	二	v01	015a-05
169	w0060600	137	瑩	yíng	Old_Chinese				一	v01	015b-01
170	w0060610	138	璊	mén	Old_Chinese	王	㒼	莫奔	三	v01	015b-02
171	w0060611	138	玧	mén	Old_Chinese				三	v01	015b-03
172	w0060620	139	瑕	xiá	Old_Chinese	王	叚	乎加	五	v01	015b-04
173	w0060630	140	琢	zuó	Old_Chinese	王	豖	竹角	三	v01	015b-05
174	w0060640	141	琱	diāo	Old_Chinese	王	周	都僚	三	v01	015b-06
175	w0060650	142	理	lǐ	Old_Chinese	王	里	良止	一	v01	015b-07
176	w0060660	143	珍	zhēn	Old_Chinese	王	㐱	陟鄰	三	v01	016a-01
177	w0060670	144	玩	wán	Old_Chinese	王	元	五換	四	v01	016a-02
178	w0060671	144	貦	wàn	Old_Chinese					v01	016a-03
179	w0060680	145	玲	líng	Old_Chinese	王	令	郞丁	二	v01	016a-04
180	w0060690	146	瑲	qiāng	Old_Chinese	王	倉	七羊	十	v01	016a-05
181	w0060700	147	玎	dīng	Old_Chinese	王	丁		二	v01	016a-06
182	w0060710	148	琤	chēng	Old_Chinese	王	爭	楚耕	一	v01	016a-07
183	w0060720	149	瑣	suǒ	Old_Chinese	王	𧴪	蘇果	七	v01	016a-08
184	w0060730	150	瑝	huáng	Old_Chinese	王	皇			v01	016a-09
185	w0060740	151	瑀	yǔ	Old_Chinese	王	禹	王矩	五	v01	016a-10
186	w0060750	152	玤	bàng	Old_Chinese	王	丰		九	v01	016b-01
187	w0060760	153	玪	jiān	Old_Chinese	王	今		七	v01	016b-02
188	w0060770	154	𤨙	𤨙	Old_Chinese	王	勒	盧則	一	v01	016b-03
189	w0060780	155	琚	jū	Old_Chinese	王	居	九魚	五	v01	016b-04
190	w0060790	156	璓	xiù	Old_Chinese	王	莠		三	v01	016b-05
191	w0060800	157	玖	jiǔ	Old_Chinese	王	久		四	v01	016b-06
192	w0060810	158	㺿	㺿	Old_Chinese	王	𦣞	與之	一	v01	017a-01
193	w0060820	159	珢	yín	Old_Chinese	王	艮	語巾	三	v01	017a-02
194	w0060830	160	𤤺	𤤺	Old_Chinese	王	曳	余制	六	v01	017a-03
195	w0060840	161	璅	suǒ	Old_Chinese	王	巢	子晧	二	v01	017a-04
196	w0060850	162	璡	jìn	Old_Chinese	王	進	將鄰	二	v01	017a-05
197	w0060860	163	㻸	㻸	Old_Chinese	王	朁	側岑	七	v01	017a-06
198	w0060870	164	璁	cōng	Old_Chinese	王	悤	倉紅	九	v01	017a-07
199	w0060880	165	𤩭	𤩭	Old_Chinese	王	號	乎到	二	v01	017a-08
200	w0060890	166	𤪍	𤪍	Old_Chinese	王	舝	乎捌	五	v01	017a-09
201	w0060900	167	𤦼	𤦼	Old_Chinese	王	𥄗	烏貫	四	v01	017a-10
202	w0060910	168	𤫉	𤫉	Old_Chinese	王	燮	穌叶	七	v01	017a-11
203	w0060920	169	玽	gǒu	Old_Chinese	王	句	古厚	四	v01	017a-12
204	w0060930	170	琂	yán	Old_Chinese	王	言	語軒	四	v01	017a-13
205	w0060940	171	璶	jìn	Old_Chinese	王	盡	徐刃	二	v01	017a-14
206	w0060950	172	琟	wéi	Old_Chinese	王	隹	以追	五	v01	017a-15
207	w0060960	173	瑦	wǔ	Old_Chinese	王	烏	安古	五	v01	017a-16
208	w0060970	174	瑂	méi	Old_Chinese	王	眉	武悲	五	v01	017a-17
209	w0060980	175	璒	dēng	Old_Chinese	王	登	都騰	六	v01	017a-18
210	w0060990	176	㺨	㺨	Old_Chinese	王	厶		五	v01	017a-19
211	w0061000	177	玗	yú	Old_Chinese	王	亏	羽俱	五	v01	017b-01
212	w0061010	178	𤣻	𤣻	Old_Chinese			莫悖	五	v01	017b-02
213	w0061020	179	瑎	xié	Old_Chinese	王	皆	尸皆	五	v01	017b-03
214	w0061030	180	碧	bì	Old_Chinese				五	v01	017b-04
215	w0061040	181	琨	kūn	Old_Chinese	王	昆	古渾	三	v01	017b-05
216	w0061041	181	瑻	kūn	Old_Chinese				四	v01	017b-06
217	w0061050	182	珉	mín	Old_Chinese	王	民	武巾	二	v01	017b-07
218	w0061060	183	瑤	yáo	Old_Chinese	王	䍃	余招	二	v01	017b-08
219	w0061070	184	珠	zhū	Old_Chinese	王	朱	章俱	三	v01	017b-09
220	w0061080	185	玓	dì	Old_Chinese	王	勺	都歴	二	v01	018a-01
221	w0061090	186	瓅	lì	Old_Chinese	王	樂	郞擊	二	v01	018a-02
222	w0061100	187	玭	pín	Old_Chinese	王	比		五	v01	018a-03
223	w0061101	187	蠙	pín	Old_Chinese				二	v01	018a-04
224	w0061110	188	珕	lì	Old_Chinese	王	劦	郎計	土	v01	018a-05
225	w0061120	189	珧	yáo	Old_Chinese	王	兆	余昭	二	v01	018a-06
226	w0061130	190	玟	wén	Old_Chinese	王	文		三	v01	018b-01
227	w0061140	191	瑰	guī	Old_Chinese	王	鬼	公回	五	v01	018b-02
228	w0061150	192	璣	jī	Old_Chinese	王	幾	居衣	五	v01	018b-03
229	w0061160	193	琅	láng	Old_Chinese	王	良	魯當	十	v01	018b-04
230	w0061170	194	玕	gān	Old_Chinese	王	干	古寒	四	v01	018b-05
231	w0061171	194	𤥚	𤥚	Old_Chinese					v01	018b-06
232	w0061180	195	珊	shān	Old_Chinese			穌干	四	v01	018b-07
233	w0061190	196	瑚	hú	Old_Chinese	王	胡	戸吳	五	v01	019a-01
234	w0061200	197	𤥗	𤥗	Old_Chinese	王	丣		三	v01	019a-02
235	w0061210	198	琀	hán	Old_Chinese			胡紺	七	v01	019a-03
236	w0061220	199	𤪎	𤪎	Old_Chinese	王	𣣸	以周	三	v01	019a-04
237	w0061230	200	璗	dàng	Old_Chinese			徒朗	十	v01	019a-05
238	w0061240	201	𤫊	𤫊	Old_Chinese			郎丁	一	v01	019b-01
239	w0061241	201	靈	líng	Old_Chinese					v01	019b-02
240	w0070010	202	玨	jué	Old_Chinese				一	v01	019b-03
241	w0070011	202	瑴	jué	Old_Chinese					v01	019b-04
242	w0070020	203	班	bān	Old_Chinese				三	v01	019b-05
243	w0070030	204	𨌥	𨌥	Old_Chinese			房六	一	v01	020a-01
244	w0080010	205	气	qì	Old_Chinese				五	v01	020a-02
245	w0080020	206	氛	fēn	Old_Chinese	气	分	符分	三	v01	020a-03
246	w0080021	206	雰	fēn	Old_Chinese					v01	020a-04
247	w0090010	207	士	shì	Old_Chinese				一	v01	020a-05
248	w0090020	208	壻	xù	Old_Chinese			穌計	六	v01	020b-01
249	w0090021	208	婿	xù	Old_Chinese					v01	020b-02
250	w0090030	209	壯	zhuàng	Old_Chinese	士	爿	側亮	十	v01	020b-03
251	w0090040	210	壿	zūn	Old_Chinese	士	𢍜		三	v01	020b-04
252	w0100010	211	丨	gǔn	Old_Chinese				三	v01	020b-05
253	w0100020	212	中	zhōng	Old_Chinese				九	v01	020b-06
254	w0100021	212	𠁧	𠁧	Old_Chinese					v01	020b-07
255	w0100030	213	𣃘	𣃘	Old_Chinese			丑善	四	v01	021a-01
256	w0110010	214	屮	chè	Old_Chinese				五	v02	021b-01
257	w0110020	215	屯	tún	Old_Chinese				三	v02	021b-02
258	w0110030	216	每	měi	Old_Chinese	屮	母	武罪	一	v02	021b-03
259	w0110040	217	毒	dú	Old_Chinese				一	v02	022a-01
260	w0110041	217	𥲮	𥲮	Old_Chinese					v02	022a-02
261	w0110050	218	㞣	㞣	Old_Chinese	屮	分	撫文	三	v02	022a-03
262	w0110051	218	芬	fēn	Old_Chinese					v02	022a-04
263	w0110060	219	𡴆	𡴆	Old_Chinese	屮	六	力竹	三	v02	022a-05
264	w0110061	219	𡴫	𡴫	Old_Chinese					v02	022a-06
265	w0110070	220	熏	xūn	Old_Chinese				三	v02	022a-07
266	w0120010	221	艸	cǎo	Old_Chinese			倉老	三	v02	022a-08
267	w0120020	222	莊	zhuāng	Old_Chinese				示	v02	022a-09
268	w0120021	222	𤖄	𤖄	Old_Chinese					v02	022b-01
269	w0120030	223	蓏	luǒ	Old_Chinese				七	v02	022b-02
270	w0120040	224	芝	zhī	Old_Chinese	艸	之	止而	一	v02	022b-03
271	w0120050	225	萐	shà	Old_Chinese	艸	疌	山洽	八	v02	022b-04
272	w0120060	226	莆	pú	Old_Chinese	艸	甫	方矩	五	v02	022b-05
273	w0120070	227	虋	mén	Old_Chinese	艸	釁	莫奔	三	v02	022b-06
274	w0120080	228	荅	dā	Old_Chinese	艸	合	都合	七	v02	022b-07
275	w0120090	229	萁	qí	Old_Chinese	艸	其		一	v02	023a-01
276	w0120100	230	𧆑	𧆑	Old_Chinese	艸	靃	虛郭	五	v02	023a-02
277	w0120110	231	莥	niǔ	Old_Chinese	艸	狃	敕久	三	v02	023a-03
278	w0120120	232	蓈	láng	Old_Chinese	艸	郞	魯當	十	v02	023a-04
279	w0120121	232	稂	láng	Old_Chinese					v02	023a-05
280	w0120130	233	莠	yǒu	Old_Chinese	艸	秀	與久	三	v02	023a-06
281	w0120140	234	萉	fèi	Old_Chinese	艸	肥	房未	五	v02	023a-07
282	w0120141	234	𪎰	𪎰	Old_Chinese				五	v02	023a-08
283	w0120150	235	芓	zì	Old_Chinese	艸	子	疾吏	一	v02	023a-09
284	w0120160	236	䔬	䔬	Old_Chinese	艸	異	羊吏	一	v02	023b-01
285	w0120170	237	蘇	sū	Old_Chinese	艸	穌	素孤	五	v02	023b-02
286	w0120180	238	荏	rěn	Old_Chinese	艸	任	如甚	七	v02	023b-03
287	w0120190	239	䒨	䒨	Old_Chinese	艸	矢	失匕	五	v02	023b-04
288	w0120200	240	䔇	䔇	Old_Chinese	艸	豈		五	v02	023b-05
289	w0120210	241	葵	kuí	Old_Chinese			彊惟	五	v02	023b-06
290	w0120220	242	䕬	䕬	Old_Chinese	艸	彊	居良	十	v02	023b-07
291	w0120230	243	蓼	liǎo	Old_Chinese	艸	翏	盧鳥	三	v02	023b-08
292	w0120240	244	䔃	䔃	Old_Chinese	艸	祖	則古	五	v02	023b-09
293	w0120250	245	𦼫	𦼫	Old_Chinese	艸	豦	其吕	五	v02	024a-01
294	w0120260	246	薇	wēi	Old_Chinese	艸	微	無非	五	v02	024a-02
295	w0120261	246	𦵨	𦵨	Old_Chinese					v02	024a-03
296	w0120270	247	蓶	wéi	Old_Chinese	艸	唯	以水	五	v02	024a-04
297	w0120280	248	菦	qín	Old_Chinese	艸	近		三	v02	024a-05
298	w0120290	249	䖆	䖆	Old_Chinese	艸	釀		十	v02	024a-06
299	w0120300	250	莧	xiàn	Old_Chinese	艸	見		四	v02	024a-07
300	w0120310	251	芋	yù	Old_Chinese	艸	亏	王遇	五	v02	024b-01
301	w0120320	252	莒	jǔ	Old_Chinese	艸	呂	居許	五	v02	024b-02
302	w0120330	253	蘧	qú	Old_Chinese	艸	遽	彊魚	五	v02	024b-03
303	w0120340	254	菊	jú	Old_Chinese	艸	匊	居六	三	v02	024b-04
304	w0120350	255	葷	hūn	Old_Chinese	艸	軍	許云	三	v02	024b-05
305	w0120360	256	蘘	ráng	Old_Chinese	艸	襄	汝羊	十	v02	024b-06
306	w0120370	257	菁	jīng	Old_Chinese	艸	靑	子盈	一	v02	024b-07
307	w0120380	258	蘆	lú	Old_Chinese	艸	盧	落乎	五	v02	025a-01
308	w0120390	259	菔	fú	Old_Chinese	艸	服	蒲北	一	v02	025a-02
309	w0120400	260	苹	píng	Old_Chinese	艸	平	符兵	一	v02	025a-03
310	w0120410	261	茞	chén	Old_Chinese	艸	臣	稹鄰	二	v02	025a-04
311	w0120420	262	薲	pín	Old_Chinese	艸	賓	符眞	二	v02	025a-05
312	w0120430	263	藍	lán	Old_Chinese	艸	監	魯甘	八	v02	025a-06
313	w0120440	264	藼	xuān	Old_Chinese	艸	憲	況袁	四	v02	025a-07
314	w0120441	264	蕿	xuān	Old_Chinese					v02	025a-08
315	w0120442	264	萱	xuān	Old_Chinese					v02	025a-09
316	w0120450	265	𦵡	𦵡	Old_Chinese	艸	宮	去弓	九	v02	025a-10
317	w0120451	265	芎	qiōng	Old_Chinese				六	v02	025a-11
318	w0120460	266	藭	qióng	Old_Chinese	艸	竆	渠弓	九	v02	025a-12
319	w0120470	267	蘭	lán	Old_Chinese	艸	闌	落干	四	v02	025a-13
320	w0120480	268	葌	jiān	Old_Chinese	艸	姦	古顏	四	v02	025a-14
321	w0120490	269	葰	suī	Old_Chinese	艸	俊	息遺	五	v02	025b-01
322	w0120500	270	芄	wán	Old_Chinese	艸	丸	胡官	四	v02	025b-02
323	w0120510	271	虈	xiāo	Old_Chinese	艸	囂	許驕	二	v02	025b-03
324	w0120520	272	蘺	lí	Old_Chinese	艸	離	呂支	六	v02	025b-04
325	w0120530	273	茝	chǎi	Old_Chinese	艸	𦣞	昌改	一	v02	025b-05
326	w0120540	274	蘪	méi	Old_Chinese	艸	麋	靡爲	五	v02	025b-06
327	w0120550	275	薰	xūn	Old_Chinese	艸	薰	許云	三	v02	025b-07
328	w0120560	276	𦺇	𦺇	Old_Chinese			徒沃	三	v02	025b-08
329	w0120570	277	萹	biǎn	Old_Chinese	艸	扁	方沔	二	v02	026a-01
330	w0120580	278	茿	zhú	Old_Chinese			陟玉	三	v02	026a-02
331	w0120590	279	藒	qiè	Old_Chinese	艸	䅥	去謁	五	v02	026a-03
332	w0120600	280	䒗	䒗	Old_Chinese	艸	气	去謁	五	v02	026a-04
333	w0120610	281	苺	méi	Old_Chinese	艸	母	母辠	一	v02	026a-05
334	w0120620	282	茖	gé	Old_Chinese	艸	各	古額	五	v02	026a-06
335	w0120630	283	苷	gān	Old_Chinese	艸	甘		八	v02	026a-07
336	w0120640	284	芧	xù	Old_Chinese	艸	予	直呂	五	v02	026a-08
337	w0120650	285	藎	jìn	Old_Chinese	艸	盡	徐刃	二	v02	026a-09
338	w0120660	286	蒁	shù	Old_Chinese	艸	述	食聿	五	v02	026a-10
339	w0120670	287	荵	rěn	Old_Chinese	艸	忍	而軫	二	v02	026a-11
340	w0120680	288	萇	cháng	Old_Chinese	艸	長	直良	十	v02	026b-01
341	w0120690	289	薊	jì	Old_Chinese	艸	魝	古詣	五	v02	026b-02
342	w0120700	290	荲	lí	Old_Chinese	艸	里	里之	一	v02	026b-03
343	w0120710	291	藋	diào	Old_Chinese	艸	翟	徒弔	二	v02	026b-04
344	w0120720	292	芨	jī	Old_Chinese	艸	及	居立	七	v02	026b-05
345	w0120730	293	葥	jiàn	Old_Chinese	艸	歬	子賤	二	v02	026b-06
