ID	CHARACTER_ID	GROUP	CHARACTER	PINYIN	DOCULECT	RADICAL	PHONETIC	FANQIE	RHYME	CHAPTER	IMAGE
5538	w2870740	4806	僟	jī	Old_Chinese	人	幾	巨衣	五	v15a	371a-01
5539	w2870750	4807	佗	tuó	Old_Chinese	人	它	徒何	七	v15a	371a-02
5540	w2870760	4808	何	hé	Old_Chinese	人	可		七	v15a	371a-03
5541	w2870770	4809	儋	dān	Old_Chinese	人	詹	都甘	八	v15a	371a-04
5542	w2870780	4810	供	gōng	Old_Chinese	人	𠔏	俱容	九	v15a	371a-05
5543	w2870790	4811	偫	zhì	Old_Chinese				一	v15a	371a-06
5544	w2870800	4812	儲	chǔ	Old_Chinese	人	諸	直魚	五	v15a	371b-01
5545	w2870810	4813	僃	bèi	Old_Chinese	人	𤰈	平祕	一	v15a	371b-02
5546	w2870811	4813	𠈍	𠈍	Old_Chinese					v15a	371b-03
5547	w2870820	4814	位	wèi	Old_Chinese				五	v15a	371b-04
5548	w2870830	4815	儐	bīn	Old_Chinese	人	賓	必刄	二	v15a	371b-05
5549	w2870831	4815	擯	bìn	Old_Chinese					v15a	372a-01
5550	w2870840	4816	偓	wò	Old_Chinese	人	屋	於角	三	v15a	372a-02
5551	w2870850	4817	佺	quán	Old_Chinese	人	全	此緣	四	v15a	372a-03
5552	w2870860	4818	㒤	㒤	Old_Chinese	人	聶	齒涉	八	v15a	372a-04
5553	w2870870	4819	仢	bó	Old_Chinese	人	勺	徒厯	二	v15a	372a-05
5554	w2870880	4820	儕	chái	Old_Chinese	人	齊	仕皆	五	v15a	372a-06
5555	w2870890	4821	倫	lún	Old_Chinese	人	侖	力屯	三	v15a	372a-07
5556	w2870900	4822	侔	móu	Old_Chinese	人	牟	莫浮	三	v15a	372a-08
5557	w2870910	4823	偕	xié	Old_Chinese	人	皆	古諧	五	v15a	372a-09
5558	w2870920	4824	俱	jù	Old_Chinese	人	具	舉朱	四	v15a	372a-10
5559	w2870930	4825	儹	zǎn	Old_Chinese	人	贊	作管	四	v15a	372b-01
5560	w2870940	4826	倂	bìng	Old_Chinese	人	幷		一	v15a	372b-02
5561	w2870950	4827	傅	fù	Old_Chinese	人	尃	方遇	五	v15a	372b-03
5562	w2870960	4828	侙	chī	Old_Chinese	人	式	恥力	一	v15a	372b-04
5563	w2870970	4829	俌	fǔ	Old_Chinese	人	甫	芳武	五	v15a	372b-05
5564	w2870980	4830	倚	yǐ	Old_Chinese	人	奇	於綺	七	v15a	372b-06
5565	w2870990	4831	依	yī	Old_Chinese	人	衣	於稀	五	v15a	372b-07
5566	w2871000	4832	仍	réng	Old_Chinese	人	乃	如乗	六	v15a	372b-08
5567	w2871010	4833	佽	cì	Old_Chinese	人	次	七四	五	v15a	372b-09
5568	w2871020	4834	佴	èr	Old_Chinese	人	耳	仍吏	一	v15a	372b-10
5569	w2871030	4835	倢	jié	Old_Chinese	人	疌	子葉	八	v15a	372b-11
5570	w2871040	4836	侍	shì	Old_Chinese	人	寺		一	v15a	373a-01
5571	w2871050	4837	傾	qīng	Old_Chinese			去營	一	v15a	373a-02
5572	w2871060	4838	側	cè	Old_Chinese	人	則	阻力	一	v15a	373a-03
5573	w2871070	4839	侒	ān	Old_Chinese	人	安	烏寒	四	v15a	373a-04
5574	w2871080	4840	侐	xù	Old_Chinese	人	血	况逼	二	v15a	373a-05
5575	w2871090	4841	付	fù	Old_Chinese				四	v15a	373a-06
5576	w2871100	4842	俜	pīng	Old_Chinese	人	甹	普丁	一	v15a	373a-07
5577	w2871110	4843	俠	xiá	Old_Chinese	人	夾		八	v15a	373a-08
5578	w2871120	4844	儃	chán	Old_Chinese	人	亶	徒干	四	v15a	373a-09
5579	w2871130	4845	侁	shēn	Old_Chinese	人	先	所臻	三	v15a	373a-10
5580	w2871140	4846	仰	yǎng	Old_Chinese				十	v15a	373b-01
5581	w2871150	4847	侸	shù	Old_Chinese	人	豆	常句	四	v15a	373b-02
5582	w2871160	4848	㒍	㒍	Old_Chinese	人	絫		六	v15a	373b-03
5583	w2871170	4849	侳	zuò	Old_Chinese	人	坐	則臥	七	v15a	373b-04
5584	w2871180	4850	偁	chēng	Old_Chinese	人	爯	處陵	六	v15a	373b-05
5585	w2871190	4851	伍	wǔ	Old_Chinese				五	v15a	373b-06
5586	w2871200	4852	什	shén	Old_Chinese				七	v15a	373b-07
5587	w2871210	4853	佰	bǎi	Old_Chinese			博陌	五	v15a	374a-01
5588	w2871220	4854	佸	huó	Old_Chinese	人	昏		五	v15a	374a-02
5589	w2871230	4855	佮	gé	Old_Chinese	人	合	古沓	七	v15a	374a-03
5590	w2871240	4856	𢼸	𢼸	Old_Chinese				五	v15a	374a-04
5591	w2871250	4857	傆	yuàn	Old_Chinese	人	原	魚怨	四	v15a	374a-05
5592	w2871260	4858	作	zuò	Old_Chinese	人	乍	則洛	五	v15a	374a-06
5593	w2871270	4859	假	jiǎ	Old_Chinese	人	叚	古雅	禾	v15a	374a-07
5594	w2871280	4860	借	jiè	Old_Chinese	人	昔	資昔	五	v15a	374b-01
5595	w2871290	4861	侵	qīn	Old_Chinese			七林	七	v15a	374b-02
5596	w2871300	4862	儥	yù	Old_Chinese	人	𧶠	余六	三	v15a	374b-03
5597	w2871310	4863	𠊱	𠊱	Old_Chinese	人	侯	胡遘	四	v15a	374b-04
5598	w2871320	4864	償	cháng	Old_Chinese	人	賞	食章	十	v15a	374b-05
5599	w2871330	4865	僅	jǐn	Old_Chinese	人	堇	渠吝	三	v15a	374b-06
5600	w2871340	4866	代	dài	Old_Chinese	人	弋	徒耐	一	v15a	375a-01
5601	w2871350	4867	儀	yí	Old_Chinese	人	義	魚羈	七	v15a	375a-02
5602	w2871360	4868	傍	bàng	Old_Chinese	人	旁		十	v15a	375a-03
5603	w2871370	4869	佀	sì	Old_Chinese	人	㠯	詳里	一	v15a	375a-04
5604	w2871380	4870	像	xiàng	Old_Chinese	人	象		十	v15a	375a-05
5605	w2871390	4871	便	biàn	Old_Chinese				一	v15a	375b-01
5606	w2871400	4872	任	rèn	Old_Chinese	人	壬	如林	七	v15a	375b-02
5607	w2871410	4873	俔	qiàn	Old_Chinese				四	v15a	375b-03
5608	w2871420	4874	優	yōu	Old_Chinese	人	憂	於求	三	v15a	375b-04
5609	w2871430	4875	僖	xī	Old_Chinese	人	喜	許其	一	v15a	376a-01
5610	w2871440	4876	偆	chǔn	Old_Chinese	人	萅	尺允	三	v15a	376a-02
5611	w2871450	4877	俒	hùn	Old_Chinese			胡困	四	v15a	376a-03
5612	w2871460	4878	儉	jiǎn	Old_Chinese	人	僉	巨險	七	v15a	376a-04
5613	w2871470	4879	偭	miǎn	Old_Chinese	人	面		四	v15a	376a-05
5614	w2871480	4880	俗	sú	Old_Chinese	人	谷	似足	三	v15a	376a-06
5615	w2871490	4881	俾	bǐ	Old_Chinese	人	卑	幷弭	六	v15a	376b-01
5616	w2871500	4882	倪	ní	Old_Chinese	人	兒	五雞	六	v15a	376b-02
5617	w2871510	4883	億	yì	Old_Chinese			於力	一	v15a	376b-03
5618	w2871520	4884	使	shǐ	Old_Chinese	人	吏	疏士	一	v15a	376b-04
5619	w2871530	4885	𠊾	𠊾	Old_Chinese	人	癸	其季	五	v15a	376b-05
5620	w2871540	4886	伶	líng	Old_Chinese	人	令	郞丁	一	v15a	376b-06
5621	w2871550	4887	儷	lì	Old_Chinese	人	麗	呂支	六	v15a	376b-07
5622	w2871560	4888	傳	chuán	Old_Chinese	人	專	直戀	四	v15a	377a-01
5623	w2871570	4889	倌	guān	Old_Chinese	人	官	古患	四	v15a	377a-02
5624	w2871580	4890	价	jià	Old_Chinese	人	介	古拜	六	v15a	377a-03
5625	w2871590	4891	仔	zǐ	Old_Chinese	人	子	子之	一	v15a	377a-04
5626	w2871600	4892	𠈪	𠈪	Old_Chinese				六	v15a	377a-05
5627	w2871610	4893	俆	xú	Old_Chinese	人	余	似魚	五	v15a	377b-01
5628	w2871620	4894	偋	bìng	Old_Chinese	人	屛	毗正	一	v15a	377b-02
5629	w2871630	4895	伸	shēn	Old_Chinese	人	申		二	v15a	377b-03
5630	w2871640	4896	伹	qū	Old_Chinese	人	且	似魚	五	v15a	377b-04
5631	w2871650	4897	㒄	㒄	Old_Chinese	人	然	人善	四	v15a	377b-05
5632	w2871660	4898	偄	ruǎn	Old_Chinese				四	v15a	377b-06
5633	w2871670	4899	倍	bèi	Old_Chinese	人	咅	薄亥	一	v15a	378a-01
5634	w2871680	4900	傿	yàn	Old_Chinese	人	焉	於建	四	v15a	378a-02
5635	w2871690	4901	僭	jiàn	Old_Chinese	人	朁	子念	七	v15a	378a-03
5636	w2871700	4902	儗	nǐ	Old_Chinese	人	疑		一	v15a	378a-04
5637	w2871710	4903	偏	piān	Old_Chinese	人	扁	芳連	二	v15a	378a-05
5638	w2871720	4904	倀	chāng	Old_Chinese	人	長	楮羊	十	v15a	378a-06
5639	w2871730	4905	𠐿	𠐿	Old_Chinese	人	薨	呼肱	六	v15a	378a-07
5640	w2871740	4906	儔	chóu	Old_Chinese	人	壽	直由	三	v15a	378a-08
5641	w2871750	4907	侜	zhōu	Old_Chinese	人	舟	張流	三	v15a	378b-01
5642	w2871760	4908	俴	jiàn	Old_Chinese	人	戔		四	v15a	378b-02
5643	w2871770	4909	佃	diàn	Old_Chinese	人	田	堂練	二	v15a	378b-03
5644	w2871780	4910	𠈈	𠈈	Old_Chinese	人	龱	斯氏	六	v15a	378b-04
5645	w2871790	4911	侊	guāng	Old_Chinese	人	光	古橫	十	v15a	378b-05
5646	w2871800	4912	佻	tiāo	Old_Chinese	人	兆	土彫	二	v15a	379a-01
5647	w2871810	4913	僻	pì	Old_Chinese	人	辟	普擊	六	v15a	379a-02
5648	w2871820	4914	伭	xián	Old_Chinese			胡田	二	v15a	379a-03
5649	w2871830	4915	伎	jì	Old_Chinese	人	支	渠綺	六	v15a	379a-04
5650	w2871840	4916	侈	chǐ	Old_Chinese	人	多	尺氏	七	v15a	379b-01
5651	w2871850	4917	佁	yǐ	Old_Chinese	人	台	夷在	一	v15a	379b-02
5652	w2871860	4918	𠋺	𠋺	Old_Chinese	人	蚤	穌遭	三	v15a	379b-03
5653	w2871870	4919	僞	wěi	Old_Chinese	人	爲	危睡	七	v15a	379b-04
5654	w2871880	4920	伿	yì	Old_Chinese	人	只	以豉	六	v15a	379b-05
5655	w2871890	4921	佝	gōu	Old_Chinese	人	句		四	v15a	379b-06
5656	w2871900	4922	僄	piào	Old_Chinese	人	票	匹妙	二	v15a	379b-07
5657	w2871910	4923	倡	chàng	Old_Chinese	人	昌	尺亮	十	v15a	379b-08
5658	w2871920	4924	俳	pái	Old_Chinese	人	非	步皆	五	v15a	380a-01
5659	w2871930	4925	僐	shàn	Old_Chinese	人	譱	常演	四	v15a	380a-02
5660	w2871940	4926	儳	chán	Old_Chinese	人	毚	士咸	八	v15a	380a-03
5661	w2871950	4927	佚	yì	Old_Chinese	人	失	夷質	二	v15a	380a-04
5662	w2871960	4928	俄	é	Old_Chinese	人	我	五何	七	v15a	380a-05
5663	w2871970	4929	㑾	㑾	Old_Chinese	人	䚻	余招	二	v15a	380a-06
5664	w2871980	4930	𠊬	𠊬	Old_Chinese	人	卻	其虐	五	v15a	380b-01
5665	w2871990	4931	傞	suō	Old_Chinese	人	𢀩	素何	七	v15a	380b-02
5666	w2872000	4932	僛	qī	Old_Chinese	人	欺	去其	一	v15a	380b-03
5667	w2872010	4933	侮	wǔ	Old_Chinese	人	每		五	v15a	380b-04
5668	w2872011	4933	㑄	㑄	Old_Chinese					v15a	380b-05
5669	w2872020	4934	㑥	㑥	Old_Chinese	人	易	以豉	六	v15a	380b-06
5670	w2872030	4935	㑵	㑵	Old_Chinese	人	疾	秦悉	二	v15a	380b-07
5671	w2872031	4935	嫉	jí	Old_Chinese					v15a	380b-08
5672	w2872040	4936	俙	xī	Old_Chinese	人	𢁫	喜皆	五	v15a	380b-09
5673	w2872050	4937	僨	fèn	Old_Chinese	人	賁	匹問	三	v15a	380b-10
5674	w2872060	4938	僵	jiāng	Old_Chinese	人	畺	居良	十	v15a	380b-11
5675	w2872070	4939	偃	yǎn	Old_Chinese	人	匽	於幰	四	v15a	381a-01
5676	w2872080	4940	仆	pū	Old_Chinese	人	⺊	芳遇	三	v15a	381a-02
5677	w2872090	4941	傷	shāng	Old_Chinese				十	v15a	381a-03
5678	w2872100	4942	倄	yáo	Old_Chinese	人	肴	胡茅	二	v15a	381a-04
5679	w2872110	4943	侉	kuǎ	Old_Chinese	人	夸	苦瓜	五	v15a	381a-05
5680	w2872120	4944	催	cuī	Old_Chinese	人	崔	倉回	五	v15a	381a-06
5681	w2872130	4945	俑	yǒng	Old_Chinese	人	甬	他紅	九	v15a	381a-07
5682	w2872140	4946	伏	fú	Old_Chinese				一	v15a	381b-01
5683	w2872150	4947	促	cù	Old_Chinese	人	足	七玉	三	v15a	381b-02
5684	w2872160	4948	例	lì	Old_Chinese	人	𠛱	力制	五	v15a	381b-03
5685	w2872170	4949	係	xì	Old_Chinese	人	系	胡計	五	v15a	381b-04
5686	w2872180	4950	伐	fá	Old_Chinese				戈	v15a	381b-05
5687	w2872190	4951	俘	fú	Old_Chinese	人	孚	芳無	三	v15a	382a-01
5688	w2872200	4952	但	dàn	Old_Chinese	人	旦	徒旱	四	v15a	382a-02
5689	w2872210	4953	傴	yǔ	Old_Chinese	人	區	於武	四	v15a	382a-03
5690	w2872220	4954	僂	lóu	Old_Chinese	人	婁	力主	四	v15a	382a-04
5691	w2872230	4955	僇	lù	Old_Chinese	人	翏	力救	三	v15a	382b-01
5692	w2872240	4956	仇	chóu	Old_Chinese	人	九	巨鳩	三	v15a	382b-02
5693	w2872250	4957	儡	lěi	Old_Chinese	人	畾	魯回	五	v15a	382b-03
5694	w2872260	4958	咎	jiù	Old_Chinese				三	v15a	382b-04
5695	w2872270	4959	仳	pǐ	Old_Chinese	人	比	芳比	五	v15a	382b-05
5696	w2872280	4960	倃	jiù	Old_Chinese	人	咎	其久	三	v15a	382b-06
5697	w2872290	4961	倠	suī	Old_Chinese	人	隹	許惟	五	v15a	382b-07
5698	w2872300	4962	値	zhí	Old_Chinese	人	直	直吏	一	v15a	382b-08
5699	w2872310	4963	侂	tuō	Old_Chinese	人	㡯	他各	宀	v15a	382b-09
5700	w2872320	4964	僔	zǔn	Old_Chinese	人	尊		三	v15a	383a-01
5701	w2872330	4965	倦	juàn	Old_Chinese	人	卷	渠眷	四	v15a	383a-02
5702	w2872340	4966	傮	zāo	Old_Chinese	人	曹	作曹	三	v15a	383a-03
5703	w2872350	4967	偶	ǒu	Old_Chinese	人	禺	五口	四	v15a	383a-04
5704	w2872360	4968	弔	diào	Old_Chinese				二	v15a	383a-05
5705	w2872370	4969	佋	zhāo	Old_Chinese	人	召	市招		v15a	383b-01
5706	w2872380	4970	㑗	㑗	Old_Chinese	人	身		二	v15a	383b-02
5707	w2872390	4971	僊	xiān	Old_Chinese			相然	四	v15a	383b-03
5708	w2872400	4972	仚	xiān	Old_Chinese				四	v15a	383b-04
5709	w2872410	4973	僰	bó	Old_Chinese	人	棘	蒲北	一	v15a	383b-05
5710	w2872420	4974	僥	jiǎo	Old_Chinese	人	堯		二	v15a	384a-01
5711	w2872430	4975	𠏮	𠏮	Old_Chinese	人	對	都隊	五	v15a	384a-02
5712	w2872440	4976	俇	guàng	Old_Chinese	人	𤝵	居況	十	v15a	384a-03
5713	w2880010	4977	𠤎	𠤎	Old_Chinese				七	v15a	384a-04
5714	w2880020	4978	𠤗	𠤗	Old_Chinese				五	v15a	384a-05
5715	w2880030	4979	眞	zhēn	Old_Chinese				二	v15a	384b-01
5716	w2880031	4979	𠤛	𠤛	Old_Chinese					v15a	384b-02
5717	w2880040	4980	化	huà	Old_Chinese			呼跨	七	v15a	384b-03
5718	w2890010	4981	匕	bǐ	Old_Chinese				五	v15a	384b-04
5719	w2890020	4982	匙	shi	Old_Chinese	匕	是	是支	六	v15a	385a-01
5720	w2890030	4983	𠤏	𠤏	Old_Chinese				三	v15a	385a-02
5721	w2890040	4984	𢺵	𢺵	Old_Chinese	匕	支	去智	六	v15a	385a-03
5722	w2890050	4985	頃	qǐng	Old_Chinese				匕	v15a	385a-04
5723	w2890060	4986	匘	nǎo	Old_Chinese				三	v15a	385a-05
5724	w2890070	4987	卬	áng	Old_Chinese				十	v15a	385b-01
5725	w2890080	4988	㔬	㔬	Old_Chinese				二	v15a	385b-02
5726	w2890081	4988	卓	zhuō	Old_Chinese					v15a	385b-03
5727	w2890090	4989	艮	gěn	Old_Chinese				三	v15a	385b-04
5728	w2900010	4990	从	cóng	Old_Chinese			疾容	九	v15a	386a-01
5729	w2900020	4991	從	cóng	Old_Chinese				九	v15a	386a-02
5730	w2900030	4992	幷	bìng	Old_Chinese	从	幵	府盈	一	v15a	386a-03
5731	w2910010	4993	比	bǐ	Old_Chinese				五	v15a	386a-04
5732	w2910011	4993	夶	bǐ	Old_Chinese					v15a	386a-05
5733	w2910020	4994	毖	bì	Old_Chinese	比	必	兵媚	二	v15a	386a-06
5734	w2920010	4995	北	běi	Old_Chinese			博墨	一	v15a	386b-01
5735	w2920020	4996	冀	jì	Old_Chinese	北	異	几利	一	v15a	386b-02
5736	w2930010	4997	丘	qiū	Old_Chinese				一	v15a	386b-03
5737	w2930011	4997	㘳	㘳	Old_Chinese					v15a	386b-04
5738	w2930020	4998	虚	xū	Old_Chinese	丠	虍	邱如	五	v15a	386b-05
5739	w2930030	4999	屔	ní	Old_Chinese			奴低	五	v15a	387a-01
5740	w2940010	5000	㐺	㐺	Old_Chinese				七	v15a	387a-02
5741	w2940020	5001	眾	zhòng	Old_Chinese			之仲	九	v15a	387a-03
5742	w2940030	5002	聚	jù	Old_Chinese	㐺	取	才句	四	v15a	387a-04
5743	w2940040	5003	臮	jì	Old_Chinese	㐺	自	其冀	禾	v15a	387a-05
5744	w2940041	5003	𡮧	𡮧	Old_Chinese					v15a	387b-01
5745	w2950010	5004	𡈼	𡈼	Old_Chinese				一	v15a	387b-02
5746	w2950020	5005	徵	zhēng	Old_Chinese				六	v15a	387b-03
5747	w2950021	5005	𢾷	𢾷	Old_Chinese					v15a	387b-04
5748	w2950030	5006	朢	wàng	Old_Chinese				十	v15a	387b-05
5749	w2950031	5006	𦣠	𦣠	Old_Chinese					v15a	387b-06
5750	w2950040	5007	㸒	㸒	Old_Chinese				七	v15a	387b-07
5751	w2960010	5008	重	zhòng	Old_Chinese	壬	東	柱用	九	v15a	388a-01
5752	w2960020	5009	量	liàng	Old_Chinese			吕張	十	v15a	388a-02
5753	w2960021	5009	𨤥	𨤥	Old_Chinese					v15a	388a-03
5754	w2970010	5010	臥	wò	Old_Chinese				七	v15a	388a-04
5755	w2970020	5011	監	jiān	Old_Chinese			古銜	八	v15a	388a-05
5756	w2970021	5011	𧨭	𧨭	Old_Chinese					v15a	388a-06
5757	w2970030	5012	臨	lín	Old_Chinese	臥	品	力尋	七	v15a	388a-07
5758	w2970040	5013	䭆	䭆	Old_Chinese				六	v15a	388a-08
5759	w2980010	5014	身	shēn	Old_Chinese				六	v15a	388a-09
5760	w2980020	5015	軀	qū	Old_Chinese	身	區	豈俱	四	v15a	388b-01
5761	w2990010	5016	㐆	㐆	Old_Chinese				五	v15a	388b-02
5762	w2990020	5017	殷	yīn	Old_Chinese				三	v15a	388b-03
5763	w3000010	5018	衣	yī	Old_Chinese				五	v15a	388b-04
5764	w3000020	5019	裁	cái	Old_Chinese	衣	𢦒	昨哉	一	v15a	388b-05
5765	w3000030	5020	袞	gǔn	Old_Chinese	衣	㕣		水	v15a	388b-06
5766	w3000040	5021	𧝑	𧝑	Old_Chinese	衣	㠭	知扇	四	v15a	389a-01
5767	w3000050	5022	褕	yú	Old_Chinese	衣	兪	羊朱	四	v15a	389a-02
5768	w3000060	5023	袀	jūn	Old_Chinese	衣	匀		二	v15a	389b-01
5769	w3000070	5024	袗	zhěn	Old_Chinese	衣	㐱	之忍	三	v15a	389b-02
5770	w3000071	5024	裖	zhěn	Old_Chinese					v15a	389b-03
5771	w3000080	5025	𧘝	𧘝	Old_Chinese				二	v15a	389b-04
5772	w3000081	5025	𧞧	𧞧	Old_Chinese					v15a	390a-01
5773	w3000090	5026	裏	lǐ	Old_Chinese	衣	里	良止	一	v15a	390a-02
5774	w3000100	5027	襁	qiǎng	Old_Chinese	衣	強		糸	v15a	390a-03
5775	w3000110	5028	襋	jí	Old_Chinese	衣	棘		一	v15a	390a-04
5776	w3000120	5029	襮	bó	Old_Chinese	衣	㬥	蒲沃	三	v15a	390a-05
5777	w3000130	5030	褗	yǎn	Old_Chinese	衣	匽	於幰	四	v15a	390a-06
5778	w3000140	5031	裺	yǎn	Old_Chinese	衣	𡘹	依檢	八	v15a	390a-07
5779	w3000150	5032	衽	rèn	Old_Chinese	衣	壬	如甚	七	v15a	390a-08
5780	w3000160	5033	褸	lǚ	Old_Chinese	衣	婁	力主	四	v15a	390b-01
5781	w3000170	5034	𧚨	𧚨	Old_Chinese	衣	疌	七入	八	v15a	390b-02
5782	w3000180	5035	䘳	䘳	Old_Chinese	衣	金	居音	七	v15a	390b-03
5783	w3000190	5036	褘	huī	Old_Chinese	衣	韋	許歸	五	v15a	390b-04
5784	w3000200	5037	衭	fū	Old_Chinese	衣	夫	甫無	五	v15a	391a-01
5785	w3000210	5038	襲	xí	Old_Chinese			似入	七	v15a	391a-02
5786	w3000211	5038	𧟟	𧟟	Old_Chinese					v15a	391a-03
5787	w3000220	5039	袍	páo	Old_Chinese	衣	包		三	v15a	391a-04
5788	w3000230	5040	襺	jiǎn	Old_Chinese	衣	繭	古典	二	v15a	391a-05
5789	w3000240	5041	褋	dié	Old_Chinese	衣	枼		八	v15a	391b-01
5790	w3000250	5042	袤	mào	Old_Chinese	衣	矛		四	v15a	391b-02
5791	w3000251	5042	𧝺	𧝺	Old_Chinese					v15a	391b-03
5792	w3000260	5043	襘	guì	Old_Chinese	衣	會	古外	五	v15a	391b-04
5793	w3000270	5044	褧	jiǒng	Old_Chinese	衣	耿	去潁	一	v15a	391b-05
5794	w3000280	5045	袛	dī	Old_Chinese	衣	氐	都衣	五	v15a	391b-06
5795	w3000290	5046	裯	chóu	Old_Chinese	衣	周	都牢	三	v15a	391b-07
5796	w3000300	5047	襤	lán	Old_Chinese	衣	監	魯甘	八	v15a	392a-01
5797	w3000310	5048	䙃	䙃	Old_Chinese			徒臥	七	v15a	392a-02
5798	w3000320	5049	𧛔	𧛔	Old_Chinese	衣	毒	冬毒	三	v15a	392a-03
5799	w3000330	5050	袪	qū	Old_Chinese	衣	去	去魚	五	v15a	392a-04
5800	w3000340	5051	褎	xiù	Old_Chinese	衣	𥝩		三	v15a	392a-05
5801	w3000341	5051	䄂	䄂	Old_Chinese					v15a	392b-01
5802	w3000350	5052	袂	mèi	Old_Chinese	衣	夬	彌弊	五	v15a	392b-02
5803	w3000360	5053	褢	huái	Old_Chinese	衣	鬼	戸乖	五	v15a	392b-03
5804	w3000370	5054	袌	bào	Old_Chinese	衣	包		三	v15a	392b-04
5805	w3000380	5055	褱	huái	Old_Chinese				五	v15a	392b-05
5806	w3000390	5056	襜	chān	Old_Chinese	衣	詹	處占	八	v15a	392b-06
5807	w3000400	5057	袥	tuō	Old_Chinese	衣	石	他各	五	v15a	392b-07
5808	w3000410	5058	衸	jiè	Old_Chinese	衣	介	胡介	五	v15a	392b-08
5809	w3000420	5059	袉	tuó	Old_Chinese	衣	它	唐左	七	v15a	392b-09
5810	w3000430	5060	裾	jū	Old_Chinese	衣	居		五	v15a	392b-10
5811	w3000440	5061	衧	yú	Old_Chinese	衣	亏	羽俱	五	v15a	393a-01
5812	w3000450	5062	襗	zé	Old_Chinese	衣	𥇡	徒各	五	v15a	393a-02
5813	w3000460	5063	褰	qiān	Old_Chinese				四	v15a	393a-03
5814	w3000470	5064	襱	lóng	Old_Chinese	衣	龍	丈冢	九	v15a	393a-04
5815	w3000471	5064	䄣	䄣	Old_Chinese					v15a	393a-05
5816	w3000480	5065	袑	shào	Old_Chinese	衣	召	市沼	二	v15a	393a-06
5817	w3000490	5066	襑	xín	Old_Chinese	衣	𢒫	他感	七	v15a	393a-07
5818	w3000500	5067	襃	bāo	Old_Chinese			博毛	三	v15a	393a-08
5819	w3000510	5068	𧝐	𧝐	Old_Chinese	衣	啻	他計	六	v15a	393b-01
5820	w3000520	5069	褍	duān	Old_Chinese	衣	耑	多官	四	v15a	393b-02
5821	w3000530	5070	䙟	䙟	Old_Chinese	衣	圍	羽非	五	v15a	393b-03
5822	w3000540	5071	複	fù	Old_Chinese	衣	𡕨	方六	三	v15a	393b-04
5823	w3000550	5072	褆	tí	Old_Chinese	衣	是	杜兮	六	v15a	393b-05
5824	w3000560	5073	襛	nóng	Old_Chinese	衣	農	汝容	九	v15a	393b-06
5825	w3000570	5074	裻	dú	Old_Chinese	衣	叔		三	v15a	393b-07
5826	w3000580	5075	袳	chǐ	Old_Chinese	衣	多	尺氏	七	v15a	394a-01
5827	w3000590	5076	裔	yì	Old_Chinese			余制	五	v15a	394a-02
5828	w3000591	5076	𧘊	𧘊	Old_Chinese					v15a	394a-03
5829	w3000600	5077	衯	fēn	Old_Chinese	衣	分	撫文	三	v15a	394a-04
5830	w3000610	5078	裴	péi	Old_Chinese	衣	非	薄回	五	v15a	394a-05
5831	w3000620	5079	袁	yuán	Old_Chinese				四	v15a	394a-06
5832	w3000630	5080	𧜣	𧜣	Old_Chinese	衣	鳥	都僚	二	v15a	394a-07
5833	w3000640	5081	褺	diē	Old_Chinese	衣	執	徒叶	八	v15a	394a-08
5834	w3000650	5082	襡	shǔ	Old_Chinese	衣	蜀	市玉	三	v15a	394b-01
5835	w3000660	5083	𧞐	𧞐	Old_Chinese	衣	斲	竹角	三	v15a	394b-02
5836	w3000670	5084	襦	rú	Old_Chinese	衣	需	人朱	四	v15a	394b-03
5837	w3000680	5085	褊	biǎn	Old_Chinese	衣	扁	方沔	四	v15a	394b-04
5838	w3000690	5086	袷	jiá	Old_Chinese	衣	合	古洽	七	v15a	394b-05
5839	w3000700	5087	襌	dān	Old_Chinese	衣	單	都寒	四	v15a	394b-06
5840	w3000710	5088	襄	xiāng	Old_Chinese	衣	𤕦	息良	十	v15a	394b-07
5841	w3000711	5088	𡣿	𡣿	Old_Chinese					v15a	394b-08
5842	w3000720	5089	被	bèi	Old_Chinese	衣	皮	皮義	七	v15a	394b-09
5843	w3000730	5090	衾	qīn	Old_Chinese	衣	今	去音	七	v15a	395a-01
5844	w3000740	5091	襐	xiàng	Old_Chinese	衣	象	徐兩	十	v15a	395a-02
5845	w3000750	5092	衵	yì	Old_Chinese			人質	二	v15a	395a-03
5846	w3000760	5093	褻	xiè	Old_Chinese	衣	埶	私列	五	v15a	395a-04
5847	w3000770	5094	衷	zhōng	Old_Chinese	衣	中	陟弓	九	v15a	395a-05
5848	w3000780	5095	袾	zhū	Old_Chinese	衣	朱	昌朱	四	v15a	395a-06
5849	w3000790	5096	袓	jù	Old_Chinese	衣	且	才與	五	v15a	395a-07
5850	w3000800	5097	裨	bì	Old_Chinese	衣	卑	府移	六	v15a	395a-08
5851	w3000810	5098	袢	pàn	Old_Chinese	衣	半	博幔	四	v15a	395a-09
5852	w3000820	5099	雜	zá	Old_Chinese	衣	集		七	v15a	395b-01
5853	w3000830	5100	褽	wèi	Old_Chinese	衣	熨		五	v15a	395b-02
5854	w3000840	5101	裕	yù	Old_Chinese	衣	谷	羊孺	三	v15a	395b-03
5855	w3000850	5102	襞	bì	Old_Chinese	衣	辟	必益	六	v15a	395b-04
5856	w3000860	5103	衦	gǎn	Old_Chinese	衣	干	古案	四	v15a	395b-05
