ID	SOUND	CLPA	POSITION	DOCULECT	SOUND_IN_SOURCE
1060	⁴⁵	t033	t	Chengdu	⁴⁵
1061	⁴⁵	t033	t	Jinan	⁴⁵
1062	⁴⁵	t033	t	Nanchang	⁴⁵
1063	⁴⁵	t033	t	Taiyuan	⁴⁵
1064	³⁵	t017	t	Beijing	³⁵
1065	³⁵	t017	t	Guangzhou	³⁵
1066	³⁵	t017	t	Jixi	³⁵
1067	³⁵	t017	t	Loudi	³⁵
1068	³⁵	t017	t	Rongcheng	³⁵
1069	⁴²	t027	t	Guilin	⁴²
1070	⁴²	t027	t	Loudi	⁴²
1071	⁴²	t027	t	Nanchang	⁴²
1072	⁴⁴	t030	t	Ha_erbin	⁴⁴
1073	⁴⁴	t030	t	Jixi	⁴⁴
1074	⁴⁴	t030	t	Loudi	⁴⁴
1075	⁴⁴	t030	t	Suzhou	⁴⁴
1076	⁴⁴	t030	t	Wenzhou	⁴⁴
1077	⁴⁴	t030	t	Xi_an	⁴⁴
1078	³¹	t014	t	Jinan	³¹
1079	³¹	t014	t	Jixi	³¹
1080	³¹	t014	t	Meixian	³¹
1081	³¹	t014	t	Nanjing	³¹
1082	¹	t018	t	Meixian	¹
1083	¹¹	t021	t	Changsha	¹¹
1084	¹¹	t021	t	Loudi	¹¹
1085	¹¹	t021	t	Meixian	¹¹
1086	¹¹	t021	t	Nanjing	¹¹
1087	¹³	t020	t	Changsha	¹³
1088	¹³	t020	t	Loudi	¹³
1089	¹³	t020	t	Nanjing	¹³
1090	¹³	t020	t	Suzhou	¹³
1091	⁵	t035	t	Fuzhou	⁵
1092	⁵	t035	t	Guangzhou	⁵
1093	⁵	t035	t	Meixian	⁵
1094	⁵	t035	t	Nanchang	⁵
1095	⁵	t035	t	Nanjing	⁵
1096	⁵	t035	t	Xiamen	⁵
1097	⁵⁵	t041	t	Beijing	⁵⁵
1098	⁵⁵	t041	t	Changsha	⁵⁵
1099	⁵⁵	t041	t	Fuzhou	⁵⁵
1100	⁵⁵	t041	t	Guilin	⁵⁵
1101	⁵⁵	t041	t	Jixi	⁵⁵
1102	⁵⁵	t041	t	Nanjing	⁵⁵
1103	⁵⁵	t041	t	Xiamen	⁵⁵
1104	²¹⁴	t007	t	Jinan	²¹⁴
1105	²¹⁴	t007	t	Rongcheng	²¹⁴
1106	³³⁴	?	t	Rongcheng	³³⁴
1107	⁵²	t036	t	Rongcheng	⁵²
1108	²	t001	t	Guangzhou	²
1109	²	t001	t	Suzhou	²
1110	²	t001	t	Taiyuan	²
1111	²	t001	t	Wenzhou	²
1112	²³	t003	t	Guangzhou	²³
1113	²³	t003	t	Guilin	²³
1114	²³	t003	t	Suzhou	²³
1115	²³	t003	t	Suzhou	²³
1116	⁴	t026	t	Suzhou	⁴
1117	⁴¹²	?	t	Suzhou	⁴¹²
1118	⁵⁴	t040	t	Taiyuan	⁵⁴
1119	²⁴	t008	t	Changsha	²⁴
1120	²⁴	t008	t	Fuzhou	²⁴
1121	²⁴	t008	t	Ha_erbin	²⁴
1122	²⁴	t008	t	Nanchang	²⁴
1123	²⁴	t008	t	Wenzhou	²⁴
1124	²⁴	t008	t	Xi_an	²⁴
1125	²⁴	t008	t	Xiamen	²⁴
1126	²⁴²	t009	t	Fuzhou	²⁴²
1127	²⁴²	t009	t	Wenzhou	²⁴²
1128	³⁴¹	?	t	Wenzhou	³⁴¹
1129	²¹	t004	t	Chengdu	²¹
1130	²¹	t004	t	Guangzhou	²¹
1131	²¹	t004	t	Guilin	²¹
1132	²¹	t004	t	Nanchang	²¹
1133	²¹	t004	t	Nanchang	²¹
1134	²¹	t004	t	Taiyuan	²¹
1135	²¹	t004	t	Wenzhou	²¹
1136	²¹	t004	t	Xi_an	²¹
1137	²¹	t004	t	Xiamen	²¹
1138	³²	t011	t	Fuzhou	³²
1139	³²	t011	t	Jixi	³²
1140	³²	t011	t	Xiamen	³²
