32	白	pE35
32	白	pai24
32	白	pei53
32	白	pE334
32	白, 白_	(1) pai21, (2) pi@54_ 
32	白	pei24
32	白	pe21
32	白	p@?5
32	白	pha?32_
32	白	bA?23_
32	白	ba21
32	白	p@24
32	白	p_hO35
32	白	p_ha?5
32	白	p_hak5
32	白	piAA22
32	白	pak2
32	白	pa?5
32	白	pe?5
32	背 	pei51
32	背	pei53
32	背	pei31
32	背	pei52
32	背	pei45
32	脊背, 背	(1) tc\i21 pei24, (2) pei24
32	背	pei213
32	背	pei44
32	背	pa35
32	背	pEE412
32	背骶身	pai42-3 dz\i24-44 saN44-21
32	背	pei55
32	背	pe35
32	背	pei45 tc\ia?0
32	背	poi53
32	背	pei25
32	背	pui33
32	背	p_hiaN55
32	胛脊	ka55-22 tsia?32_
33	鼻子	pi34 tsi_z0
33	鼻子	pi24 tsi_z0
33	鼻子	pi53-45 tsi_z0
33	鼻子	pi35 tsi_z0
33	鼻,鼻子	(1) pi@?54_, (2) pi@?54_ts@?0
33	鼻子	pi24 tsi_z0
33	鼻子	pi21-55 tsi_z53
33	鼻子	pi?5 tsi_z0
33	鼻孔	p_hi_z35-53 k_hA~213
33	鼻頭	b@?23_ dY13-31
33	鼻頭	bei21-31d7u341-21
33	鼻,鼻子	(1) pi24, (2) pi24 tsi_z0
33	鼻子	p_hi11 di713-33
33	鼻子	p_hit21_ tsi_z0
33	鼻公	p_hi53 kuN33
33	鼻孔	pi22 k_h7N23-33
33	鼻歌	pei22 kO55
33	鼻	p_hEi212
33	鼻仔,鼻子	(1) p_hi!22-21 ia~53, (2) p_hi~22
33	冰 	piN55
33	冰	piN44
33	冰	piN214
33	冰	piN52
33	冰	piN21
33	冰	piN21
33	冰	pin45
33	冰	pin31
33	冰	piA~55
33	冰	pin44
33	冰	p@N44
33	冰,凌冰	(1) pin33, (2) lin13 pin33
33	構棱子	k735 niO~13-33 tsi_z0
33	冰	pin42
33	冰	pen33
33	冰	piN42
33	冰	peN55
33	冰	piN55
33	冰,霜	(1) piN55, (2) sN=55
34	脖子	po35 tsi_z0
34	脖子	p724 tsi_z0
34	脖子	p753-45 tsi_0
34	脖子	pO35-3 k@N214 tsi_z0
34	脖子	pa?54_ ts@?0
34	脖子	po24 tsi_z0
34	頸項,頸子	(1) tc\in53-55 xaN53 (2) tc\in 53-45 tsi_z53
34	脖子	po?5 tsi_z
34	扣頸	k_hi35-53 tc\iA~213
34	頭頸	d713-22 tc\in52-31
34	頭頸	d7u341-42 tc\iaN242-23
34	脖子,頸根	(1) po13 tsi_z0, (2) tc\in41-44 k@n33
34	頸骨	tc\iO~42 ku0
34	脖子,頸	(1) pO?5 tsi_z0, (2) tc\iaN213
34	頸骨 	kiaN31 kin33
34	頸 	kei23
34	頸 	kEN35
34	脰骨 	tau242-53 Ou?24_
34	頷頸	am22-21 kun53
34	薄 	pAu35
34	薄	p724
34	薄	p753
34	薄	pO35
34	薄	p@?54_
34	薄	po24
34	薄	po21
34	薄	po?5
34	薄	p_ho?32_
34	薄	bo?23_
34	薄	bo23
34	薄	po24
34	薄	p_ho11
34	薄	p_hO?5
34	薄	p_hok5
34	薄	pAu22
34	薄	pOk2
34	薄	po?5
34	薄	po?5
35	不 	pu51
35	不	pu53
35	不	pu214
35	不	pu214
35	不	p@?2
35	不	pu21
35	不	pu21
35	不	pu?5
35	不	p7?32_
35	勿	f@?4
35	否	fu24
35	不	pu24
35	不	p_hu13
35	不	p_hɨt5
35	唔	m=11
35	不	pu22
35	不	p6t5
35	伓, 伓, 無	(1) iN55, (2) N=, (3) mo53
35	無	bo24
35	擦 	ts_hA55
35	擦	ts_ha44
35	擦	ts_ha214
35	擦	ts_ha214
35	擦, 汧	(1) ts_ha?2, (2) tc\_hie21
35	擦	ts_hA21
35	擦, 揩	(1) ts_ha21, (2) k_hai45
35	擦 揩	(1) ts_hA?5, (2) k_hE31
35	擦	ts_ha?32_
35	揩	k_hA44
35	擦	ts_ha41
35	擦	ts_ha24
35	揩	k_ha13
35	擦 挨 抹 揩	(1) ts_ha?5, (2) Nai42, (3) mot5, (4) k_hai42
35	抹	mat1
35	抹	mA55
35	擦	ts_hat3
35	手+敢	kaN32
35	拭	ts_hit32_
36	草	ts_hau214
36	草	ts_hau213
36	草	ts_hO45
36	草	ts_hau214
36	草	ts_hau53
36	草	ts_hAu53
36	草	ts_hau53
36	草	ts_hO11
36	草	ts_h7213
36	草	ts_h{52
36	草	ts_h@242
36	草	ts_hau41
36	草	ts_h742
36	草	ts_hau213
36	草	ts_hau31
36	草	ts_hAu23
36	草	ts_hou35
36	草	ts_hau32
36	草	ts_hau53
36	長 	ts`_AN35
36	長	ts`_haN24
36	長	ts_hAN53
36	長	ts`_haN35
36	長	ts_h6~21
36	長	ts`_hAN24
36	長	ts_haN21
36	長	ts_hA~13
36	長	tc\_hio~44
36	長	za~13
36	長	dz\i341
36	長	tsan13
36	長	dz\ON13
36	長	ts_hON24
36	長	ts_oN11
36	長	tsAN22
36	長	ts_h9N21
36	長	tuoN53
36	長	tN=24
