ID	DOCULECT	DOCULECT_ID	CONCEPT	CONCEPT_CHINESE	CONCEPTICON_ID	CHARACTERS	VALUE	TOKENS	SAMPA	PAGE
2756	Changsha	12	mouth	嘴	674	嘴	ʦei⁴¹	ʦ e i ⁴¹	tsei41	131
2757	Loudi	13	mouth	嘴	674	嘴	ʨy⁴²	ʨ y ⁴²	tc\y42	131
2758	Nanchang	14	mouth	嘴	674	嘴	ʦui²¹³	ʦ u i ²¹³	tsui213	131
2759	Meixian	15	mouth	嘴	674	嘴	ʦoi⁵³	ʦ o i ⁵³	tsoi53	131
2760	Guilin	16	mouth	嘴	674	嘴	ʦuei²³	ʦ u e i ²³	tsuei23	131
2761	Guangzhou	17	mouth	嘴	674	嘴	ʦøy³⁵	ʦ ø y ³⁵	ts2y35	131
2762	Fuzhou	18	mouth	嘴	674	喙	ʦʰuoi²¹²	ʦʰ u o i ²¹²	ts_huoi212	131
2763	Xiamen	19	mouth	嘴	674	喙	ʦʰui²¹	ʦʰ u i ²¹	ts_hui21	131
4057	Beijing	1	name	名字	1405	名字	miŋ³⁵+ʦɿ⁰	m i ŋ ³⁵ + ʦ ɿ ⁰	miN35 tsi_z0	71
4058	Ha_erbin	2	name	名字	1405	名字	miŋ²⁴+ʦɿ⁰	m i ŋ ²⁴ + ʦ ɿ ⁰	miN24 tsi_z0	71
4059	Jinan	3	name	名字	1405	名字	miŋ⁵³¯⁴⁵+ʦɿ⁰	m i ŋ ⁵³¯⁴⁵ + ʦ ɿ ⁰	miN53-45 tsi_z0	71
4060	Rongcheng	4	name	名字	1405	名字	miŋ⁵²+ʦɿ⁰	m i ŋ ⁵² + ʦ ɿ ⁰	miN52 tsi_z0	71
4061	Taiyuan	5	name	名字	1405	名字	miŋ²¹+ʦɿ⁴⁵	m i ŋ ²¹ + ʦ ɿ ⁴⁵	miN21 tsi_z45	71
4062	Xi_an	6	name	名字	1405	名字	miŋ²⁴+ʦɿ⁰	m i ŋ ²⁴ + ʦ ɿ ⁰	miN24 tsi_z0	71
4063	Chengdu	7	name	名字	1405	名字	min²¹¯⁵⁵+ʦɿ²¹³¯²¹	m i n ²¹¯⁵⁵ + ʦ ɿ ²¹³¯²¹	min21-55 tsi_z213-21	71
4064	Nanjing	8	name	名字	1405	名字	min¹³¯²¹+sɿ⁰	m i n ¹³¯²¹ +s ɿ ⁰	min13-21 si_z0	71
4065	Jixi	9	name	名字	1405	名字	miɑ̃⁴⁴¯³⁵+ʦʰɿ³¹	m i ɑ̃ ∼ ⁴⁴¯³⁵ + ʦʰ ɿ ³¹	miA~44-35 ts_hi_z31	71
4066	Suzhou	10	name	名字	1405	名字	min¹³¯²²+zɿ²³¹	m i n ¹³¯²² +z ɿ ²³¹	min13-22 zi_z231	71
4067	Wenzhou	11	name	名字	1405	名字	meŋ³⁴¹¯²²+zɿ²²¯⁴¹	m e ŋ ³⁴¹¯²² +z ɿ ²²¯⁴¹	meN341-22 zi_z22-41	71
4068	Changsha	12	name	名字	1405	名字	min¹³+ʦɿ⁰	m i n ¹³ + ʦ ɿ ⁰	min13 tsi_z0	71
4069	Loudi	13	name	名字	1405	名字	miɔ̃¹³+ʣɿ¹¹¯¹	m i ɔ̃ ∼ ¹³ + ʣ ɿ ¹¹¯¹	miO~13 dzi_z11-1	71
4070	Nanchang	14	name	名字	1405	名字	miaŋ⁴⁵+ʦɿ⁰	m i a ŋ ⁴⁵ + ʦ ɿ ⁰	miaN45 tsi_z0	71
4071	Meixian	15	name	名字	1405	名字	miaŋ¹¹+sɿ⁵³	m i a ŋ ¹¹ +s ɿ ⁵³	miaN11 si_z53	71
4072	Guilin	16	name	名字	1405	名字	mei²²+ʦɿ²¹	m e i ²² + ʦ ɿ ²¹	mei22 tsi_z21	71
4073	Guangzhou	17	name	名字	1405	名字	mɛŋ²¹+ʦi²²	m ɛ ŋ ²¹ + ʦ i ²²	mEN21 tsi22	71
4074	Fuzhou	18	name	名字	1405	名字	miaŋ⁵³¯²¹+ʒɛi²⁴²	m i a ŋ ⁵³¯²¹ + ʒ ɛ i ²⁴²	miaN53-21 ZEi242	71
4075	Xiamen	19	name	名字	1405	名字	miã²⁴¯²²+li²²	m i ã ∼ ²⁴¯²² + l i ²²	mia~24-22 li22	71
2201	Beijing	1	narrow	窄	1267	窄	t͡ʂai²¹³	t͡ʂ a i ²¹³	ts`ai213	123
2202	Ha_erbin	2	narrow	窄	1267	窄	ʦai²¹³	ʦ a i ²¹³	tsai213	123
2203	Jinan	3	narrow	窄	1267	窄	t͡ʂei²¹⁴	t͡ʂ e i ²¹⁴	ts`ei214	123
2204	Rongcheng	4	narrow	窄	1267	窄	t͡ʂɛ²¹⁴	t͡ʂ ɛ ²¹⁴	ts`E214	123
2205	Taiyuan	5	narrow	窄	1267	窄	ʦai⁵³	ʦ a i ⁵³	tsai53	123
2206	Xi_an	6	narrow	窄	1267	窄	ʦei²¹	ʦ e i ²¹	tsei21	123
2207	Chengdu	7	narrow	窄	1267	窄	ʦe²¹	ʦ e ²¹	tse21	123
2208	Nanjing	8	narrow	窄	1267	窄	ʦeʔ⁵	ʦ e ʔ ⁵	tse?5	123
2209	Jixi	9	narrow	窄	1267	窄狭	xaʔ³²⁴⁴+ʦaʔ³²	x a ʔ ³²⁴⁴ + ʦ a ʔ ³²	xa?32_44 tsa?32_	123
2210	Suzhou	10	narrow	窄	1267	狭	ɦaʔ³²	ɦ a ʔ ³²	h\a?32_	123
2211	Wenzhou	11	narrow	窄	1267	狭	ɦa²¹	ɦ a ²¹	h\a21	123
2212	Changsha	12	narrow	窄	1267	窄	ʦə²⁴	ʦ ə ²⁴	ts@24	123
2213	Loudi	13	narrow	窄	1267	狭	xa³⁵	x a ³⁵	xa35	123
2214	Nanchang	14	narrow	窄	1267	狭	ha⁴	h a ⁴	ha4	123
2215	Meixian	15	narrow	窄	1267	狭	hap⁵	h a p ⁵	hap5	123
2216	Guilin	16	narrow	窄	1267	窄	ʦᴀ⁵⁵	ʦ ᴀ ⁵⁵	tsA`55	123
2217	Guangzhou	17	narrow	窄	1267	窄	ʦak³	ʦ a k ³	tsak3	123
2218	Fuzhou	18	narrow	窄	1267	窄	ʦaʔ²⁴	ʦ a ʔ ²⁴	tsa?24_	123
2219	Xiamen	19	narrow	窄	1267	狭	ueʔ⁵	u e ʔ ⁵	ue?5	123
3782	Beijing	1	near	近	1942	進	ʨin⁵¹	ʨ i n ⁵¹	tc\in51	65
3783	Ha_erbin	2	near	近	1942	進	ʨin⁵³	ʨ i n ⁵³	tc\in53	65
3784	Jinan	3	near	近	1942	進	ʨiẽ³¹	ʨ i ẽ ∼ ³¹	tc\ie~31	65
3785	Rongcheng	4	near	近	1942	進	cin³³⁴	c i n ³³⁴	cin334	65
3786	Taiyuan	5	near	近	1942	進	ʨiŋ⁴⁵	ʨ i ŋ ⁴⁵	tc\iN45	65
3787	Xi_an	6	near	近	1942	進	ʨin⁴⁴	ʨ i n ⁴⁴	tc\in44	65
3788	Chengdu	7	near	近	1942	進	ʨin²¹³	ʨ i n ²¹³	tc\in213	65
3789	Nanjing	8	near	近	1942	進	ʨin⁴⁴	ʨ i n ⁴⁴	tc\in44	65
3790	Jixi	9	near	近	1942	進	ʨʰiɑ̃²¹³	ʨʰ i ɑ̃ ∼ ²¹³	tc\_hiA~213	65
3791	Suzhou	10	near	近	1942	進	ʥin²³¹	ʥ i n ²³¹	dz\in231	65
3792	Wenzhou	11	near	近	1942	進	ʣiaŋ²⁴	ʣ i a ŋ ²⁴	dziaN24	65
3793	Changsha	12	near	近	1942	進	tcin⁴¹	t c i n ⁴¹	tcin41	65
3794	Loudi	13	near	近	1942	進	din¹¹	d i n ¹¹	din11	65
3795	Nanchang	14	near	近	1942	進	ʨʰin²¹	ʨʰ i n ²¹	tc\_hin21	65
3796	Meixian	15	near	近	1942	進	kʰiun⁵³	kʰ i u n ⁵³	k_hiun53	65
3797	Guilin	16	near	近	1942	進	tciŋ²⁵	t c i ŋ ²⁵	tciN25	65
3798	Guangzhou	17	near	近	1942	進	kɐn²²	k ɐ n ²²	k6n22	65
3799	Fuzhou	18	near	近	1942	進	+køyuŋ²⁴²	+ k ø y u ŋ ²⁴²	(1) k2yuN242	65
3800	Fuzhou	18	near	近	1942	進兜	+køyŋ²⁴²¯⁵⁵+nau⁵⁵	+ k ø y ŋ ²⁴²¯⁵⁵ + n a u ⁵⁵	(2) k2yN242-55 nau55	65
3801	Xiamen	19	near	近	1942	進	kun²²	k u n ²²	kun22	65
84	Beijing	1	neck	脖子	1333	脖子	po³⁵+ʦɿ⁰	p o ³⁵ + ʦ ɿ ⁰	po35 tsi_z0	34
85	Ha_erbin	2	neck	脖子	1333	脖子	pɤ²⁴+ʦɿ⁰	p ɤ ²⁴ + ʦ ɿ ⁰	p724 tsi_z0	34
86	Jinan	3	neck	脖子	1333	脖子	pɤ⁵³¯⁴⁵+ʦi⁰	p ɤ ⁵³¯⁴⁵ + ʦ i ⁰	p753-45 tsi_0	34
87	Rongcheng	4	neck	脖子	1333	脖子	pɔ³⁵¯³+kəŋ²¹⁴+ʦɿ⁰	p ɔ ³⁵¯³ + k ə ŋ ²¹⁴ + ʦ ɿ ⁰	pO35-3 k@N214 tsi_z0	34
88	Taiyuan	5	neck	脖子	1333	脖子	paʔ⁵⁴+ʦəʔ⁰	p a ʔ ⁵⁴ + ʦ ə ʔ ⁰	pa?54_ ts@?0	34
89	Xi_an	6	neck	脖子	1333	脖子	po²⁴+ʦɿ⁰	p o ²⁴ + ʦ ɿ ⁰	po24 tsi_z0	34
90	Chengdu	7	neck	脖子	1333	頸項	+ʨin⁵³¯⁵⁵+xaŋ⁵³	+ ʨ i n ⁵³¯⁵⁵ + x a ŋ ⁵³	(1) tc\in53-55 xaN53	34
91	Chengdu	7	neck	脖子	1333	頸子	+ʨin+⁵³¯⁴⁵+ʦɿ⁵³	+ ʨ i n + ⁵³¯⁴⁵ + ʦ ɿ ⁵³	(2) tc\in 53-45 tsi_z53	34
92	Nanjing	8	neck	脖子	1333	脖子	poʔ⁵+ʦɿ	p o ʔ ⁵ + ʦ ɿ	po?5 tsi_z	34
93	Jixi	9	neck	脖子	1333	扣頸	kʰi³⁵¯⁵³+ʨiɑ̃²¹³	kʰ i ³⁵¯⁵³ + ʨ i ɑ̃ ∼ ²¹³	k_hi35-53 tc\iA~213	34
94	Suzhou	10	neck	脖子	1333	頭頸	dɤ¹³¯²²+ʨin⁵²¯³¹	d ɤ ¹³¯²² + ʨ i n ⁵²¯³¹	d713-22 tc\in52-31	34
95	Wenzhou	11	neck	脖子	1333	頭頸	dɤu³⁴¹¯⁴²+ʨiaŋ²⁴²¯²³	d ɤ u ³⁴¹¯⁴² + ʨ i a ŋ ²⁴²¯²³	d7u341-42 tc\iaN242-23	34
96	Changsha	12	neck	脖子	1333	脖子	+po¹³+ʦɿ⁰	+ p o ¹³ + ʦ ɿ ⁰	(1) po13 tsi_z0	34
97	Changsha	12	neck	脖子	1333	頸根	+ʨin⁴¹¯⁴⁴+kən³³	+ ʨ i n ⁴¹¯⁴⁴ + k ə n ³³	(2) tc\in41-44 k@n33	34
98	Loudi	13	neck	脖子	1333	頸骨	ʨiɔ̃⁴²+ku⁰	ʨ i ɔ̃ ∼ ⁴² + k u ⁰	tc\iO~42 ku0	34
99	Nanchang	14	neck	脖子	1333	脖子	+pɔʔ⁵+ʦɿ⁰	+ p ɔ ʔ ⁵ + ʦ ɿ ⁰	(1) pO?5 tsi_z0	34
100	Nanchang	14	neck	脖子	1333	頸	+ʨiaŋ²¹³	+ ʨ i a ŋ ²¹³	(2) tc\iaN213	34
101	Meixian	15	neck	脖子	1333	頸骨	kiaŋ³¹+kin³³	k i a ŋ ³¹ + k i n ³³	kiaN31 kin33	34
102	Guilin	16	neck	脖子	1333	頸	kei²³	k e i ²³	kei23	34
103	Guangzhou	17	neck	脖子	1333	頸	kɛŋ³⁵	k ɛ ŋ ³⁵	kEN35	34
104	Fuzhou	18	neck	脖子	1333	脰骨	tau²⁴²¯⁵³+ɔuʔ²⁴	t a u ²⁴²¯⁵³ + ɔ u ʔ ²⁴	tau242-53 Ou?24_	34
105	Xiamen	19	neck	脖子	1333	頷頸	am²²¯²¹+kun⁵³	a m ²²¯²¹ + k u n ⁵³	am22-21 kun53	34
1684	Beijing	1	new	新	1231	新	ɕin⁵⁵	ɕ i n ⁵⁵	c\in55	111
1685	Ha_erbin	2	new	新	1231	新	ɕin⁴⁴	ɕ i n ⁴⁴	c\in44	111
1686	Jinan	3	new	新	1231	新	ɕiẽ²¹⁴	ɕ i ẽ ∼ ²¹⁴	c\ie~214	111
1687	Rongcheng	4	new	新	1231	新	sin⁵²	s i n ⁵²	sin52	111
1688	Taiyuan	5	new	新	1231	新	ɕiŋ²¹	ɕ i ŋ ²¹	c\iN21	111
1689	Xi_an	6	new	新	1231	新	ɕiẽ²¹	ɕ i ẽ ∼ ²¹	c\ie~21	111
1690	Chengdu	7	new	新	1231	新	ɕin⁴⁵	ɕ i n ⁴⁵	c\in45	111
1691	Nanjing	8	new	新	1231	新	ɕin³¹	ɕ i n ³¹	c\in31	111
1692	Jixi	9	new	新	1231	新	ɕiɑ̃⁵⁵	ɕ i ɑ̃ ∼ ⁵⁵	c\iA~55	111
1693	Suzhou	10	new	新	1231	新	sin⁴⁴	s i n ⁴⁴	sin44	111
1694	Wenzhou	11	new	新	1231	新	saŋ⁴⁴	s a ŋ ⁴⁴	saN44	111
1695	Changsha	12	new	新	1231	新	ɕin³³	ɕ i n ³³	c\in33	111
1696	Loudi	13	new	新	1231	新	ɕin⁴⁴	ɕ i n ⁴⁴	c\in44	111
1697	Nanchang	14	new	新	1231	新	ɕin⁴²	ɕ i n ⁴²	c\in42	111
1698	Meixian	15	new	新	1231	新	sin³³	s i n ³³	sin33	111
1699	Guilin	16	new	新	1231	新	ɕiŋ⁴²	ɕ i ŋ ⁴²	c\iN42	111
1700	Guangzhou	17	new	新	1231	新	sɐn⁵³	s ɐ n ⁵³	s6n53	111
1701	Fuzhou	18	new	新	1231	新	siŋ⁵⁵	s i ŋ ⁵⁵	siN55	111
1702	Xiamen	19	new	新	1231	新	sin⁵⁵	s i n ⁵⁵	sin55	111
1397	Beijing	1	night	晚上	1233	晚上	uan¹²³¯²¹+ʂɑŋ⁵¹	u a n ¹²³¯²¹ +ʂ ɑ ŋ ⁵¹	uan123-21 s`AN51	104
1398	Ha_erbin	2	night	晚上	1233	晚上	+uan²¹³¯²¹+ʂaŋ⁰	+ u a n ²¹³¯²¹ +ʂ a ŋ ⁰	(1) uan213-21 s`aN0	104
1399	Ha_erbin	2	night	晚上	1233	??	+ɕia⁵³+xər⁴⁴	+ɕ i a ⁵³ + x ə r ⁴⁴	(2) c\ia53 x@r44	104
1400	Ha_erbin	2	night	晚上	1233	????	+ɕia⁵³+uar²¹³¯²¹+xei⁴⁴	+ɕ i a ⁵³ + u a r ²¹³¯²¹ + x e i ⁴⁴	(3) c\ia53 uar213-21 xei44	104
1401	Jinan	3	night	晚上	1233	晚上	væ↓⁴⁵¯²¹³+ʂɑŋ⁰	v æ ↓ ⁴⁵¯²¹³ +ʂ ɑ ŋ ⁰	v{!45-213 s`AN0	104
1402	Rongcheng	4	night	晚上	1233	???	xou³³⁴+ʂʅ⁰	x o u ³³⁴ +ʂ ʅ ⁰	xou334 s`i`0	104
1403	Taiyuan	5	night	晚上	1233	晚上	væ̃⁵³+sɒ⁴⁵	v æ̃ ∼ ⁵³ +s ɒ ⁴⁵	v{~53 sQ45	104
1404	Xi_an	6	night	晚上	1233	黑咧	xei²¹+liɛ⁰	x e i ²¹ + l i ɛ ⁰	xei21 liE0	104
1405	Chengdu	7	night	晚上	1233	晚上	+uan⁵³¯⁴⁵+saŋ²¹³¯²¹	+ u a n ⁵³¯⁴⁵ +s a ŋ ²¹³¯²¹	(1) uan53-45 saN213-21	104
1406	Chengdu	7	night	晚上	1233	黑了	+xe²¹¯⁵⁵+ləu²¹	+ x e ²¹¯⁵⁵ + l ə u ²¹	(2) xe21-55 l@u21	104
1407	Nanjing	8	night	晚上	1233	晚上	uɑ̃¹¹¯²²+sɑ̃⁴⁴¯²²	u ɑ̃ ∼ ¹¹¯²² +s ɑ̃ ∼ ⁴⁴¯²²	uA~11-22 sA~44-22	104
1408	Jixi	9	night	晚上	1233	夜下	io³¹¯⁵³+xo⁰	i o ³¹¯⁵³ + x o ⁰	io31-53 xo0	104
1409	Suzhou	10	night	晚上	1233	夜裡向	iɑ⁴¹²¯⁴⁴+li⁰+ɕiã⁴¹²¯²¹	i ɑ ⁴¹²¯⁴⁴ + l i ⁰ +ɕ i ã ∼ ⁴¹²¯²¹	iA412-44 li0 c\ia~412-21	104
1410	Wenzhou	11	night	晚上	1233	黃昏	ɦ³⁴¹¯³³+ɕy⁴⁴¯²²	ɦ ³⁴¹¯³³ +ɕ y ⁴⁴¯²²	h\341-33 c\y44-22	104
1411	Changsha	12	night	晚上	1233	晚上	+uan⁴¹+san¹¹	+ u a n ⁴¹ +s a n ¹¹	(1) uan41 san11	104
1412	Changsha	12	night	晚上	1233	夜間子	+ia¹¹+ka⁰+ʦɿ⁰	+ i a ¹¹ + k a ⁰ + ʦ ɿ ⁰	(2) ia11 ka0 tsi_z0	104
1413	Loudi	13	night	晚上	1233	夜裡	iɔ¹¹+li⁰	i ɔ ¹¹ + l i ⁰	iO11 li0	104
1414	Nanchang	14	night	晚上	1233	夜晚	ia²¹+uan²¹³	i a ²¹ + u a n ²¹³	ia21 uan213	104
1415	Meixian	15	night	晚上	1233	暗晡	am⁵³+pu³³	a m ⁵³ + p u ³³	am53 pu33	104
1416	Guilin	16	night	晚上	1233	夜下	iᴀ²¹+xᴀ²²	i ᴀ ²¹ + x ᴀ ²²	iA`21 xA`22	104
1417	Guangzhou	17	night	晚上	1233	晚上	man²³+sœŋ²²	m a n ²³ +s œ ŋ ²²	man23 s9N22	104
1418	Fuzhou	18	night	晚上	1233	?晡	maŋ⁵³¯⁵⁵+muo⁵⁵	m a ŋ ⁵³¯⁵⁵ + m u o ⁵⁵	maN53-55 muo55	104
1419	Xiamen	19	night	晚上	1233	下昏	e²²¯²¹+hŋ̍⁵⁵	e ²²¯²¹ + h ŋ̍ ⁵⁵	e22-21 hN=55	104
41	Beijing	1	nose	鼻子	1221	鼻子	pi³⁴+ʦɿ⁰	p i ³⁴ + ʦ ɿ ⁰	pi34 tsi_z0	33
42	Ha_erbin	2	nose	鼻子	1221	鼻子	pi²⁴+ʦɿ⁰	p i ²⁴ + ʦ ɿ ⁰	pi24 tsi_z0	33
43	Jinan	3	nose	鼻子	1221	鼻子	pi⁵³¯⁴⁵+ʦɿ⁰	p i ⁵³¯⁴⁵ + ʦ ɿ ⁰	pi53-45 tsi_z0	33
44	Rongcheng	4	nose	鼻子	1221	鼻子	pi³⁵+ʦɿ⁰	p i ³⁵ + ʦ ɿ ⁰	pi35 tsi_z0	33
45	Taiyuan	5	nose	鼻子	1221	鼻	+piəʔ⁵⁴	+ p i ə ʔ ⁵⁴	(1) pi@?54_	33
46	Taiyuan	5	nose	鼻子	1221	鼻子	+piəʔɫɾ̤səʔ⁰	+ p i ə ʔ ɫ ɾ̤s ə ʔ ⁰	(2) pi@?54_ts@?0	33
47	Xi_an	6	nose	鼻子	1221	鼻子	pi²⁴+ʦɿ⁰	p i ²⁴ + ʦ ɿ ⁰	pi24 tsi_z0	33
48	Chengdu	7	nose	鼻子	1221	鼻子	pi²¹¯⁵⁵+ʦɿ⁵³	p i ²¹¯⁵⁵ + ʦ ɿ ⁵³	pi21-55 tsi_z53	33
49	Nanjing	8	nose	鼻子	1221	鼻子	piʔ⁵+ʦɿ⁰	p i ʔ ⁵ + ʦ ɿ ⁰	pi?5 tsi_z0	33
50	Jixi	9	nose	鼻子	1221	鼻孔	pʰɿ³⁵¯⁵³+kʰɑ̃²¹³	pʰ ɿ ³⁵¯⁵³ + kʰ ɑ̃ ∼ ²¹³	p_hi_z35-53 k_hA~213	33
51	Suzhou	10	nose	鼻子	1221	鼻頭	bəʔ²³+dʏ¹³¯³¹	b ə ʔ ²³ + d ʏ ¹³¯³¹	b@?23_ dY13-31	33
52	Wenzhou	11	nose	鼻子	1221	鼻頭	beiøɨ-ɜɨdɤu³⁴¹¯²¹	b e i ø ɨ ɜ ɨ d ɤ u ³⁴¹¯²¹	bei21-31d7u341-21	33
53	Changsha	12	nose	鼻子	1221	鼻	+pi²⁴	+ p i ²⁴	(1) pi24	33
54	Changsha	12	nose	鼻子	1221	鼻子	+pi²⁴+ʦɿ⁰	+ p i ²⁴ + ʦ ɿ ⁰	(2) pi24 tsi_z0	33
55	Loudi	13	nose	鼻子	1221	鼻子	pʰi¹¹+diɤ¹³¯³³	pʰ i ¹¹ + d i ɤ ¹³¯³³	p_hi11 di713-33	33
56	Nanchang	14	nose	鼻子	1221	鼻子	pʰit²¹+ʦɿ⁰	pʰ i t ²¹ + ʦ ɿ ⁰	p_hit21_ tsi_z0	33
57	Meixian	15	nose	鼻子	1221	鼻公	pʰi⁵³+kuŋ³³	pʰ i ⁵³ + k u ŋ ³³	p_hi53 kuN33	33
58	Guilin	16	nose	鼻子	1221	鼻孔	pi²²+kʰɤŋ²³¯³³	p i ²² + kʰ ɤ ŋ ²³¯³³	pi22 k_h7N23-33	33
59	Guangzhou	17	nose	鼻子	1221	鼻歌	pei²²+kɔ⁵⁵	p e i ²² + k ɔ ⁵⁵	pei22 kO55	33
60	Fuzhou	18	nose	鼻子	1221	鼻	pʰɛi²¹²	pʰ ɛ i ²¹²	p_hEi212	33
61	Xiamen	19	nose	鼻子	1221	鼻仔	+pʰi↓²²¯²¹+iã⁵³	+ pʰ i ↓ ²²¯²¹ + i ã ∼ ⁵³	(1) p_hi!22-21 ia~53	33
62	Xiamen	19	nose	鼻子	1221	鼻子	+pʰĩ²²	+ pʰ ĩ ∼ ²²	(2) p_hi~22	33
125	Beijing	1	not	不	1240	不	pu⁵¹	p u ⁵¹	pu51	35
126	Ha_erbin	2	not	不	1240	不	pu⁵³	p u ⁵³	pu53	35
127	Jinan	3	not	不	1240	不	pu²¹⁴	p u ²¹⁴	pu214	35
128	Rongcheng	4	not	不	1240	不	pu²¹⁴	p u ²¹⁴	pu214	35
129	Taiyuan	5	not	不	1240	不	pəʔ²	p ə ʔ ²	p@?2	35
130	Xi_an	6	not	不	1240	不	pu²¹	p u ²¹	pu21	35
131	Chengdu	7	not	不	1240	不	pu²¹	p u ²¹	pu21	35
132	Nanjing	8	not	不	1240	不	puʔ⁵	p u ʔ ⁵	pu?5	35
133	Jixi	9	not	不	1240	不	pɤʔ³²	p ɤ ʔ ³²	p7?32_	35
134	Suzhou	10	not	不	1240	勿	fəʔ⁴	f ə ʔ ⁴	f@?4	35
135	Wenzhou	11	not	不	1240	否	fu²⁴	f u ²⁴	fu24	35
136	Changsha	12	not	不	1240	不	pu²⁴	p u ²⁴	pu24	35
137	Loudi	13	not	不	1240	不	pʰu¹³	pʰ u ¹³	p_hu13	35
138	Nanchang	14	not	不	1240	不	pʰɨt⁵	pʰ ɨ t ⁵	p_hɨt5	35
139	Meixian	15	not	不	1240	唔	m̩¹¹	m̩ ¹¹	m=11	35
140	Guilin	16	not	不	1240	不	pu²²	p u ²²	pu22	35
141	Guangzhou	17	not	不	1240	不	pɐt⁵	p ɐ t ⁵	p6t5	35
142	Fuzhou	18	not	不	1240	伓	+iŋ⁵⁵	+ i ŋ ⁵⁵	(1) iN55	35
143	Fuzhou	18	not	不	1240	伓	+ŋ̍	+ ŋ̍	(2) N=	35
144	Fuzhou	18	not	不	1240	無	+mo⁵³	+ m o ⁵³	(3) mo53	35
145	Xiamen	19	not	不	1240	無	bo²⁴	b o ²⁴	bo24	35
3934	Beijing	1	old	老	2112	老	lɑu²¹⁴	l ɑ u ²¹⁴	lAu214	68
3935	Ha_erbin	2	old	老	2112	老	lau²¹³	l a u ²¹³	lau213	68
3936	Jinan	3	old	老	2112	老	lɔ⁴⁵	l ɔ ⁴⁵	lO45	68
3937	Rongcheng	4	old	老	2112	老	lau²¹⁴	l a u ²¹⁴	lau214	68
3938	Taiyuan	5	old	老	2112	老	lau⁵³	l a u ⁵³	lau53	68
3939	Xi_an	6	old	老	2112	老	lɑu⁵³	l ɑ u ⁵³	lAu53	68
3940	Chengdu	7	old	老	2112	老	lau⁵³	l a u ⁵³	lau53	68
3941	Nanjing	8	old	老	2112	老	lɔ¹¹	l ɔ ¹¹	lO11	68
3942	Jixi	9	old	老	2112	老	nɤ²¹³	n ɤ ²¹³	n7213	68
3943	Suzhou	10	old	老	2112	老	læ²³¹	l æ ²³¹	l{231	68
3944	Wenzhou	11	old	老	2112	老	lə²⁴	l ə ²⁴	l@24	68
3945	Changsha	12	old	老	2112	老	lau⁴¹	l a u ⁴¹	lau41	68
3946	Loudi	13	old	老	2112	老	lɤ⁴²	l ɤ ⁴²	l742	68
3947	Nanchang	14	old	老	2112	老	lau²¹³	l a u ²¹³	lau213	68
3948	Meixian	15	old	老	2112	老	lau³¹	l a u ³¹	lau31	68
3949	Guilin	16	old	老	2112	老	lɑu²³	l ɑ u ²³	lAu23	68
3950	Guangzhou	17	old	老	2112	老	lou²³	l o u ²³	lou23	68
3951	Fuzhou	18	old	老	2112	老	+lau²⁴²	+ l a u ²⁴²	(1) lau242	68
3952	Fuzhou	18	old	老	2112	老	+lo³²	+ l o ³²	(2) lo32	68
3953	Xiamen	19	old	老	2112	老	lau²²	l a u ²²	lau22	68
1905	Beijing	1	one	一	1493	一	i⁵⁵	i ⁵⁵	i55	116
1906	Ha_erbin	2	one	一	1493	一	i⁴⁴	i ⁴⁴	i44	116
1907	Jinan	3	one	一	1493	一	i²¹⁴	i ²¹⁴	i214	116
1908	Rongcheng	4	one	一	1493	一	i²¹⁴	i ²¹⁴	i214	116
1909	Taiyuan	5	one	一	1493	一	iəʔ²	i ə ʔ ²	i@?2	116
1910	Xi_an	6	one	一	1493	一	i²¹	i ²¹	i21	116
1911	Chengdu	7	one	一	1493	一	i²¹	i ²¹	i21	116
1912	Nanjing	8	one	一	1493	一	iʔ⁵	i ʔ ⁵	i?5	116
1913	Jixi	9	one	一	1493	一	iøʔ³²	i ø ʔ ³²	i2?32_	116
1914	Suzhou	10	one	一	1493	一	iəʔ⁴	i ə ʔ ⁴	i@?4	116
1915	Wenzhou	11	one	一	1493	一	iai⁴¹	i a i ⁴¹	iai41	116
1916	Changsha	12	one	一	1493	一	i²⁴	i ²⁴	i24	116
1917	Loudi	13	one	一	1493	一	i¹³	i ¹³	i13	116
1918	Nanchang	14	one	一	1493	一	it⁵	i t ⁵	it5	116
1919	Meixian	15	one	一	1493	一	it¹	i t ¹	it1	116
1920	Guilin	16	one	一	1493	一	i⁵⁵	i ⁵⁵	i55	116
1921	Guangzhou	17	one	一	1493	一	iɐt⁵	i ɐ t ⁵	i6t5	116
1922	Fuzhou	18	one	一	1493	?	ɨ.+soʔ⁵	ɨ +s o ʔ ⁵	1. so?5	116
1923	Fuzhou	18	one	一	1493	一	ø.+ɛiʔ²⁴	ø + ɛ i ʔ ²⁴	2. Ei?24_	116
1924	Xiamen	19	one	一	1493	一	ʦit⁵	ʦ i t ⁵	tsit5	116
3997	Beijing	1	path	路	2252	路	lu⁵¹	l u ⁵¹	lu51	70
3998	Ha_erbin	2	path	路	2252	路	+lu⁵³	+ l u ⁵³	(1) lu53	70
3999	Ha_erbin	2	path	路	2252	道兒	+taur⁵³	+ t a u r ⁵³	(2) taur53	70
4000	Jinan	3	path	路	2252	路	lu³¹	l u ³¹	lu31	70
4001	Rongcheng	4	path	路	2252	道兒	tɔr³³⁴	t ɔ r ³³⁴	tOr334	70
