ID	CHARACTER	PINYIN	DOCULECT	PHONETIC_CLASS	KARLGREN_ID	READING	SOURCE
808	壻	xù	Old_Chinese	01-62	0090i		Schuessler2009
809	壻	xù	Middle_Chinese		0090i	sejH	Wikibooks2016b
810	楚	chǔ	Old_Chinese	01-62	0088a		Schuessler2009
811	楚	chǔ	Middle_Chinese		0088a	tsrhjoX	Wikibooks2016b
812	所	suǒ	Old_Chinese	01-63	0091a		Schuessler2009
813	所	suǒ	Middle_Chinese		0091a	srjoX	Wikibooks2016b
814	普	pǔ	Old_Chinese	01-64	0072a		Schuessler2009
815	普	pǔ	Middle_Chinese		0072a	phuX	Wikibooks2016b
816	步	bù	Old_Chinese	01-65	0073a		Schuessler2009
817	步	bù	Middle_Chinese		0073a	buH	Wikibooks2016b
818	夫	fū	Old_Chinese	01-66	0101a		Schuessler2009
819	夫	fū	Middle_Chinese		0101a	pju	Wikibooks2016b
820	夫	fū	Middle_Chinese		0101a	bju	Wikibooks2016b
821	鈇	fū	Old_Chinese	01-66	0101e		Schuessler2009
822	鈇	fū	Middle_Chinese		0101e	pju	Wikibooks2016b
823	鈇	fū	Middle_Chinese		0101e	pjuX	Wikibooks2016b
824	扶	fú	Old_Chinese	01-66	0101f		Schuessler2009
825	扶	fú	Middle_Chinese		0101f	bju	Wikibooks2016b
826	扶	fú	Middle_Chinese		0101f	phu	Wikibooks2016b
827	扶	fú	Middle_Chinese		0101f	pju	Wikibooks2016b
828	枎	fú	Old_Chinese	01-66	0101g		Schuessler2009
829	枎	fú	Middle_Chinese		0101g	bju	Wikibooks2016b
830	芙	fú	Old_Chinese	01-66	0101h		Schuessler2009
831	芙	fú	Middle_Chinese		0101h	bju	Wikibooks2016b
832	父	fù	Old_Chinese	01-67	0102a		Schuessler2009
833	父	fù	Middle_Chinese		0102a	bjuX	Wikibooks2016b
834	父	fù	Middle_Chinese		0102a	pjuX	Wikibooks2016b
835	釜	fǔ	Old_Chinese	01-67	0102f		Schuessler2009
836	釜	fǔ	Middle_Chinese		0102f	bjuX	Wikibooks2016b
837	斧	fǔ	Old_Chinese	01-67	0102h		Schuessler2009
838	斧	fǔ	Middle_Chinese		0102h	pjuX	Wikibooks2016b
839	布	bù	Old_Chinese	01-67	0102j		Schuessler2009
840	布	bù	Middle_Chinese		0102j	puH	Wikibooks2016b
841	怖	bù	Old_Chinese	01-67	0102m		Schuessler2009
842	怖	bù	Middle_Chinese		0102m	phuH	Wikibooks2016b
843	甫	fǔ	Old_Chinese	01-67	0102n		Schuessler2009
844	甫	fǔ	Middle_Chinese		0102n	pjuX	Wikibooks2016b
845	脯	pú	Old_Chinese	01-67	0102r		Schuessler2009
846	脯	pú	Middle_Chinese		0102r	pjuX	Wikibooks2016b
847	莆	pú	Old_Chinese	01-67	0102s		Schuessler2009
848	莆	pú	Middle_Chinese		0102s	pjuX	Wikibooks2016b
849	黼	fǔ	Old_Chinese	01-67	0102t		Schuessler2009
850	黼	fǔ	Middle_Chinese		0102t	pjuX	Wikibooks2016b
851	簠	fǔ	Old_Chinese	01-67	0102u		Schuessler2009
852	簠	fǔ	Middle_Chinese		0102u	pju	Wikibooks2016b
853	簠	fǔ	Middle_Chinese		0102u	pjuH	Wikibooks2016b
854	簠	fǔ	Middle_Chinese		0102u	pjuX	Wikibooks2016b
855	輔	fǔ	Old_Chinese	01-67	0102v		Schuessler2009
856	輔	fǔ	Middle_Chinese		0102v	bjuX	Wikibooks2016b
857	鬴	fǔ	Old_Chinese	01-67	0102y		Schuessler2009
858	鬴	fǔ	Middle_Chinese		0102y	bjuX	Wikibooks2016b
859	圃	pǔ	Old_Chinese	01-67	0102z		Schuessler2009
860	圃	pǔ	Middle_Chinese		0102z	puH	Wikibooks2016b
861	圃	pǔ	Middle_Chinese		0102z	puX	Wikibooks2016b
862	補	bǔ	Old_Chinese	01-67	0102c'		Schuessler2009
863	補	bǔ	Middle_Chinese		0102c'	puX	Wikibooks2016b
864	逋	bū	Old_Chinese	01-67	0102d'		Schuessler2009
865	逋	bū	Middle_Chinese		0102d'	pu	Wikibooks2016b
866	餔	bù	Old_Chinese	01-67	0102e'		Schuessler2009
867	餔	bù	Middle_Chinese		0102e'	pu	Wikibooks2016b
868	浦	pǔ	Old_Chinese	01-67	0102f'		Schuessler2009
869	浦	pǔ	Middle_Chinese		0102f'	phuX	Wikibooks2016b
870	痡	fū	Old_Chinese	01-67	0102g'		Schuessler2009
871	痡	fū	Middle_Chinese		0102g'	phju	Wikibooks2016b
872	痡	fū	Middle_Chinese		0102g'	phu	Wikibooks2016b
873	鋪	pù	Old_Chinese	01-67	0102h'		Schuessler2009
874	鋪	pù	Middle_Chinese		0102h'	phju	Wikibooks2016b
875	鋪	pù	Middle_Chinese		0102h'	phu	Wikibooks2016b
876	哺	bǔ	Old_Chinese	01-67	0102i'		Schuessler2009
877	哺	bǔ	Middle_Chinese		0102i'	buH	Wikibooks2016b
878	捕	bǔ	Old_Chinese	01-67	0102j'		Schuessler2009
879	捕	bǔ	Middle_Chinese		0102j'	buH	Wikibooks2016b
880	酺	pú	Old_Chinese	01-67	0102k'		Schuessler2009
881	酺	pú	Middle_Chinese		0102k'	bu	Wikibooks2016b
882	酺	pú	Middle_Chinese		0102k'	buH	Wikibooks2016b
883	匍	pú	Old_Chinese	01-67	0102l'		Schuessler2009
884	匍	pú	Middle_Chinese		0102l'	bu	Wikibooks2016b
885	蒲	pú	Old_Chinese	01-67	0102n'		Schuessler2009
886	蒲	pú	Middle_Chinese		0102n'	bu	Wikibooks2016b
887	蒱	pú	Old_Chinese	01-67	0102o'		Schuessler2009
888	蒱	pú	Middle_Chinese		0102o'	bu	Wikibooks2016b
889	尃	fū	Old_Chinese	01-67	0102p'		Schuessler2009
890	尃	fū	Middle_Chinese		0102p'	phju	Wikibooks2016b
891	敷	fū	Old_Chinese	01-67	0102t'		Schuessler2009
892	敷	fū	Middle_Chinese		0102t'	phju	Wikibooks2016b
893	傅	fù	Old_Chinese	01-67	0102u'		Schuessler2009
894	傅	fù	Middle_Chinese		0102u'	bjuH	Wikibooks2016b
895	傅	fù	Middle_Chinese		0102u'	pjuH	Wikibooks2016b
896	旉	fū	Old_Chinese	01-67	0102q'		Schuessler2009
897	旉	fū	Middle_Chinese		0102q'	phju	Wikibooks2016b
898	榑	fú	Old_Chinese	01-67	0102v'		Schuessler2009
899	榑	fú	Middle_Chinese		0102v'	bju	Wikibooks2016b
900	賻	fù	Old_Chinese	01-67	0102x'		Schuessler2009
901	賻	fù	Middle_Chinese		0102x'	bjuH	Wikibooks2016b
902	䋠	bǔ	Old_Chinese	01-67	0102-		Schuessler2009
903	䋠	bǔ	Middle_Chinese		0102-	puX	Wikibooks2016b
904	䋠	bǔ	Middle_Chinese		0102-	(?)	Wikibooks2016b
905	博	bó	Old_Chinese	01-67	0771a		Schuessler2009
906	博	bó	Middle_Chinese		0771a	pak	Wikibooks2016b
907	搏	bó	Old_Chinese	01-67	0771d		Schuessler2009
908	搏	bó	Middle_Chinese		0771d	pak	Wikibooks2016b
909	搏	bó	Middle_Chinese		0771d	pjuH	Wikibooks2016b
910	溥	pǔ	Old_Chinese	01-67	0771f		Schuessler2009
911	溥	pǔ	Middle_Chinese		0771f	pak	Wikibooks2016b
912	溥	pǔ	Middle_Chinese		0771f	phuX	Wikibooks2016b
913	鎛	bó	Old_Chinese	01-67	0771g		Schuessler2009
914	鎛	bó	Middle_Chinese		0771g	pak	Wikibooks2016b
915	𩌏		Old_Chinese	01-67	0771j		Schuessler2009
916	𩌏		Middle_Chinese		0771j	pak	Wikibooks2016b
917	膊	bó	Old_Chinese	01-67	0771l		Schuessler2009
918	膊	bó	Middle_Chinese		0771l	phak	Wikibooks2016b
919	縛	fù	Old_Chinese	01-67	0771m		Schuessler2009
920	縛	fù	Middle_Chinese		0771m	bjak	Wikibooks2016b
921	簙	bó	Old_Chinese	01-67	0771n		Schuessler2009
922	簙	bó	Middle_Chinese		0771n	pak	Wikibooks2016b
923	簿	bù	Old_Chinese	01-67	0771o		Schuessler2009
924	簿	bù	Middle_Chinese		0771o	buX	Wikibooks2016b
925	薄	báo	Old_Chinese	01-67	0771p		Schuessler2009
926	薄	báo	Middle_Chinese		0771p	bak	Wikibooks2016b
927	薄	báo	Middle_Chinese		0771p	phak	Wikibooks2016b
928	礴	bó	Old_Chinese	01-67	0771q		Schuessler2009
929	礴	bó	Middle_Chinese		0771q	bak	Wikibooks2016b
930	巴	bā	Old_Chinese	01-68	0039a		Schuessler2009
931	巴	bā	Middle_Chinese		0039a	pae	Wikibooks2016b
932	把	bǎ	Old_Chinese	01-68	0039b		Schuessler2009
933	把	bǎ	Middle_Chinese		0039b	paeX	Wikibooks2016b
934	芭	bā	Old_Chinese	01-68	0039c		Schuessler2009
935	芭	bā	Middle_Chinese		0039c	pae	Wikibooks2016b
936	豝	bā	Old_Chinese	01-68	0039d		Schuessler2009
937	豝	bā	Middle_Chinese		0039d	pae	Wikibooks2016b
938	杷	pá	Old_Chinese	01-68	0039e		Schuessler2009
939	杷	pá	Middle_Chinese		0039e	bae	Wikibooks2016b
940	笆	bā	Old_Chinese	01-68	0039-		Schuessler2009
941	笆	bā	Middle_Chinese		0039-	bae	Wikibooks2016b
942	葩	pā	Old_Chinese	01-68	0039-		Schuessler2009
943	無	wú	Old_Chinese	01-69	0103a		Schuessler2009
944	無	wú	Middle_Chinese		0103a	mju	Wikibooks2016b
945	舞	wǔ	Old_Chinese	01-69	0103g		Schuessler2009
946	舞	wǔ	Middle_Chinese		0103g	mjuX	Wikibooks2016b
947	儛	wǔ	Old_Chinese	01-69	0103h		Schuessler2009
948	儛	wǔ	Middle_Chinese		0103h	mjuX	Wikibooks2016b
949	廡	wǔ	Old_Chinese	01-69	0103i		Schuessler2009
950	廡	wǔ	Middle_Chinese		0103i	mjuX	Wikibooks2016b
951	憮	wǔ	Old_Chinese	01-69	0103j		Schuessler2009
952	憮	wǔ	Middle_Chinese		0103j	mjuX	Wikibooks2016b
953	憮	wǔ	Middle_Chinese		0103j	xu	Wikibooks2016b
954	甒	wǔ	Old_Chinese	01-69	0103k		Schuessler2009
955	甒	wǔ	Middle_Chinese		0103k	mjuX	Wikibooks2016b
956	蕪	wú	Old_Chinese	01-69	0103l		Schuessler2009
957	蕪	wú	Middle_Chinese		0103l	mju	Wikibooks2016b
958	譕	wú	Old_Chinese	01-69	0103m		Schuessler2009
959	譕	wú	Middle_Chinese		0103m	mju	Wikibooks2016b
960	幠	hū	Old_Chinese	01-69	0103n		Schuessler2009
961	幠	hū	Middle_Chinese		0103n	xu	Wikibooks2016b
962	膴	hū	Old_Chinese	01-69	0103o		Schuessler2009
963	膴	hū	Middle_Chinese		0103o	mju	Wikibooks2016b
964	膴	hū	Middle_Chinese		0103o	xjuX	Wikibooks2016b
965	膴	hū	Middle_Chinese		0103o	xu	Wikibooks2016b
966	撫	fǔ	Old_Chinese	01-69	0103p		Schuessler2009
967	撫	fǔ	Middle_Chinese		0103p	phjuX	Wikibooks2016b
968	鄦	xǔ	Old_Chinese	01-69	0103q		Schuessler2009
969	鄦	xǔ	Middle_Chinese		0103q	xjoX	Wikibooks2016b
970	无	wú	Old_Chinese	01-70	0106a		Schuessler2009
971	无	wú	Middle_Chinese		0106a	mju	Wikibooks2016b
972	巫	wū	Old_Chinese	01-72	0105a		Schuessler2009
973	巫	wū	Middle_Chinese		0105a	mju	Wikibooks2016b
974	誣	wū	Old_Chinese	01-72	0105b		Schuessler2009
975	誣	wū	Middle_Chinese		0105b	mju	Wikibooks2016b
976	各	gè	Old_Chinese	02-01	0766a		Schuessler2009
977	各	gè	Middle_Chinese		0766a	kak	Wikibooks2016b
978	胳	gē	Old_Chinese	02-01	0766d		Schuessler2009
979	胳	gē	Middle_Chinese		0766d	kaek	Wikibooks2016b
980	胳	gē	Middle_Chinese		0766d	kak	Wikibooks2016b
981	袼	gē	Old_Chinese	02-01	0766e		Schuessler2009
982	袼	gē	Middle_Chinese		0766e	kaek	Wikibooks2016b
983	袼	gē	Middle_Chinese		0766e	kak	Wikibooks2016b
984	閣	gé	Old_Chinese	02-01	0766f		Schuessler2009
985	閣	gé	Middle_Chinese		0766f	kak	Wikibooks2016b
986	恪	kè	Old_Chinese	02-01	0766g		Schuessler2009
987	恪	kè	Middle_Chinese		0766g	khak	Wikibooks2016b
988	貉	háo	Old_Chinese	02-01	0766h		Schuessler2009
989	貉	háo	Middle_Chinese		0766h	hak	Wikibooks2016b
990	貉	háo	Middle_Chinese		0766h	maeH	Wikibooks2016b
991	貉	háo	Middle_Chinese		0766h	maek	Wikibooks2016b
992	狢	hé	Old_Chinese	02-01	0766j		Schuessler2009
993	狢	hé	Middle_Chinese		0766j	maek	Wikibooks2016b
994	洛	luò	Old_Chinese	02-01	0766k		Schuessler2009
995	洛	luò	Middle_Chinese		0766k	lak	Wikibooks2016b
996	烙	lào	Old_Chinese	02-01	0766n		Schuessler2009
997	烙	lào	Middle_Chinese		0766n	lak	Wikibooks2016b
998	絡	luò	Old_Chinese	02-01	0766o		Schuessler2009
999	絡	luò	Middle_Chinese		0766o	lak	Wikibooks2016b
1000	酪	lào	Old_Chinese	02-01	0766p		Schuessler2009
1001	酪	lào	Middle_Chinese		0766p	lak	Wikibooks2016b
1002	雒	luò	Old_Chinese	02-01	0766q		Schuessler2009
1003	雒	luò	Middle_Chinese		0766q	lak	Wikibooks2016b
1004	𩊚		Old_Chinese	02-01	0766r		Schuessler2009
1005	𩊚		Middle_Chinese		0766r	lak	Wikibooks2016b
1006	駱	luò	Old_Chinese	02-01	0766s		Schuessler2009
1007	駱	luò	Middle_Chinese		0766s	lak	Wikibooks2016b
1008	鴼	luò	Old_Chinese	02-01	0766t		Schuessler2009
1009	鴼	luò	Middle_Chinese		0766t	lak	Wikibooks2016b
1010	珞	luò	Old_Chinese	02-01	0766u		Schuessler2009
1011	珞	luò	Middle_Chinese		0766u	lak	Wikibooks2016b
1012	珞	luò	Middle_Chinese		0766u	lek	Wikibooks2016b
1013	略	lüè	Old_Chinese	02-01	0766v		Schuessler2009
1014	略	lüè	Middle_Chinese		0766v	ljak	Wikibooks2016b
1015	𢓜		Old_Chinese	02-01	0766x		Schuessler2009
1016	𢓜		Middle_Chinese		0766x	kaek	Wikibooks2016b
1017	格	gé	Old_Chinese	02-01	0766z		Schuessler2009
1018	格	gé	Middle_Chinese		0766z	haek	Wikibooks2016b
1019	格	gé	Middle_Chinese		0766z	kaek	Wikibooks2016b
1020	觡	gé	Old_Chinese	02-01	0766b'		Schuessler2009
1021	觡	gé	Middle_Chinese		0766b'	kaek	Wikibooks2016b
1022	骼	gé	Old_Chinese	02-01	0766c'		Schuessler2009
1023	骼	gé	Middle_Chinese		0766c'	kaek	Wikibooks2016b
1024	骼	gé	Middle_Chinese		0766c'	kak	Wikibooks2016b
1025	骼	gé	Middle_Chinese		0766c'	khaeH	Wikibooks2016b
1026	客	kè	Old_Chinese	02-01	0766d'		Schuessler2009
1027	客	kè	Middle_Chinese		0766d'	khaek	Wikibooks2016b
1028	垎	hè	Old_Chinese	02-01	0766g'		Schuessler2009
1029	垎	hè	Middle_Chinese		0766g'	haek	Wikibooks2016b
1030	賂	lù	Old_Chinese	02-01	0766k'		Schuessler2009
1031	賂	lù	Middle_Chinese		0766k'	luH	Wikibooks2016b
1032	路	lù	Old_Chinese	02-01	0766l'		Schuessler2009
1033	路	lù	Middle_Chinese		0766l'	luH	Wikibooks2016b
1034	詻	è	Old_Chinese	02-01	0766h'		Schuessler2009
1035	詻	è	Middle_Chinese		0766h'	ngaek	Wikibooks2016b
1036	頟	é	Old_Chinese	02-01	0766j'		Schuessler2009
1037	頟	é	Middle_Chinese		0766j'	ngaek	Wikibooks2016b
1038	賂	lù	Old_Chinese	02-01	0766k'		Schuessler2009
1039	賂	lù	Middle_Chinese		0766k'	luH	Wikibooks2016b
1040	路	lù	Old_Chinese	02-01	0766l'		Schuessler2009
1041	路	lù	Middle_Chinese		0766l'	luH	Wikibooks2016b
1042	輅	hé	Old_Chinese	02-01	0766n'		Schuessler2009
1043	輅	hé	Middle_Chinese		0766n'	haek	Wikibooks2016b
1044	輅	hé	Middle_Chinese		0766n'	luH	Wikibooks2016b
1045	輅	hé	Middle_Chinese		0766n'	ngaeH	Wikibooks2016b
1046	喀	kā	Old_Chinese	02-01	0766o'		Schuessler2009
1047	喀	kā	Middle_Chinese		0766o'	khaek	Wikibooks2016b
1048	愙	kè	Old_Chinese	02-01	0766p'		Schuessler2009
1049	愙	kè	Middle_Chinese		0766p'	khak	Wikibooks2016b
1050	落	luò	Old_Chinese	02-01	0766q'		Schuessler2009
1051	落	luò	Middle_Chinese		0766q'	lak	Wikibooks2016b
1052	璐	lù	Old_Chinese	02-01	0766r'		Schuessler2009
1053	璐	lù	Middle_Chinese		0766r'	luH	Wikibooks2016b
1054	簬	lù	Old_Chinese	02-01	0766s'		Schuessler2009
1055	簬	lù	Middle_Chinese		0766s'	luH	Wikibooks2016b
1056	露	lù	Old_Chinese	02-01	0766t'		Schuessler2009
1057	露	lù	Middle_Chinese		0766t'	luH	Wikibooks2016b
1058	潞	lù	Old_Chinese	02-01	0766u'		Schuessler2009
1059	潞	lù	Middle_Chinese		0766u'	luH	Wikibooks2016b
1060	鷺	lù	Old_Chinese	02-01	0766v'		Schuessler2009
1061	鷺	lù	Middle_Chinese		0766v'	luH	Wikibooks2016b
1062	簵	dù	Old_Chinese	02-01	0766x'		Schuessler2009
1063	簵	dù	Middle_Chinese		0766x'	luH	Wikibooks2016b
1064	𧮫		Old_Chinese	02-02	0776a		Schuessler2009
1065	𧮫		Middle_Chinese		0776a	gjak	Wikibooks2016b
1066	卻	què	Old_Chinese	02-02	0776b		Schuessler2009
1067	卻	què	Middle_Chinese		0776b	khjak	Wikibooks2016b
1068	却	què	Old_Chinese	02-02	0776c		Schuessler2009
1069	却	què	Middle_Chinese		0776c	khjak	Wikibooks2016b
1070	綌	xì	Old_Chinese	02-02	0776d		Schuessler2009
1071	綌	xì	Middle_Chinese		0776d	khjaek	Wikibooks2016b
1072	郤	xì	Old_Chinese	02-02	0776e		Schuessler2009
1073	郤	xì	Middle_Chinese		0776e	khjaek	Wikibooks2016b
1074	郄	xì	Old_Chinese	02-02	0776f		Schuessler2009
1075	郄	xì	Middle_Chinese		0776f	khjaek	Wikibooks2016b
1076	腳	jiǎo	Old_Chinese	02-02	0776g		Schuessler2009
1077	腳	jiǎo	Middle_Chinese		0776g	kjak	Wikibooks2016b
1078	脚	jiǎo	Old_Chinese	02-02	0776h		Schuessler2009
1079	脚	jiǎo	Middle_Chinese		0776h	kjak	Wikibooks2016b
1080	𢧢		Old_Chinese	02-03	0785a		Schuessler2009
1081	𢧢		Middle_Chinese		0785a	kjaek	Wikibooks2016b
1082	戟	jǐ	Old_Chinese	02-03	0785b		Schuessler2009
1083	戟	jǐ	Middle_Chinese		0785b	kjaek	Wikibooks2016b
1084	丮	jǐ	Old_Chinese	02-04	0786a		Schuessler2009
1085	丮	jǐ	Middle_Chinese		0786a	kjaek	Wikibooks2016b
1086	𡭴		Old_Chinese	02-05	0787a		Schuessler2009
1087	𡭴		Middle_Chinese		0787a	khjaek	Wikibooks2016b
1088	𡭽		Old_Chinese	02-05	0787b		Schuessler2009
1089	𡭽		Middle_Chinese		0787b	khjaek	Wikibooks2016b
1090	隙	xì	Old_Chinese	02-05	0787c		Schuessler2009
1091	隙	xì	Middle_Chinese		0787c	khjaek	Wikibooks2016b
1092	虩	xì	Old_Chinese	02-05	0787d		Schuessler2009
1093	虩	xì	Middle_Chinese		0787d	xjaek	Wikibooks2016b
1094	郭	guō	Old_Chinese	02-06	0774a		Schuessler2009
1095	郭	guō	Middle_Chinese		0774a	kwak	Wikibooks2016b
1096	椁	guǒ	Old_Chinese	02-06	0774e		Schuessler2009
1097	椁	guǒ	Middle_Chinese		0774e	kwak	Wikibooks2016b
1098	槨	guǒ	Old_Chinese	02-06	0774f		Schuessler2009
1099	槨	guǒ	Middle_Chinese		0774f	kwak	Wikibooks2016b
1100	廓	kuò	Old_Chinese	02-06	0774g		Schuessler2009
1101	廓	kuò	Middle_Chinese		0774g	khwak	Wikibooks2016b
1102	鞟	kuò	Old_Chinese	02-06	0774h		Schuessler2009
1103	鞟	kuò	Middle_Chinese		0774h	khwak	Wikibooks2016b
1104	鞹	kuò	Old_Chinese	02-06	0774i		Schuessler2009
1105	鞹	kuò	Middle_Chinese		0774i	khwak	Wikibooks2016b
1106	𠅷		Old_Chinese	02-06	0774-		Schuessler2009
1107	𨟍		Old_Chinese	02-06	0774-		Schuessler2009
1108	䀠	jù	Old_Chinese	02-07	0096a		Schuessler2009
1109	䀠	jù	Middle_Chinese		0096a	kjuH	Wikibooks2016b
1110	瞿	qú	Old_Chinese	02-07	0096c		Schuessler2009
1111	瞿	qú	Middle_Chinese		0096c	kjuH	Wikibooks2016b
1112	瞿	qú	Old_Chinese	01-20	0096c		Schuessler2009
1113	瞿	qú	Middle_Chinese		0096c	gju	Wikibooks2016b
1114	衢	qú	Old_Chinese	01-20	0096d		Schuessler2009
1115	衢	qú	Middle_Chinese		0096d	gju	Wikibooks2016b
1116	躣	qú	Old_Chinese	01-20	0096e		Schuessler2009
1117	躣	qú	Middle_Chinese		0096e	gju	Wikibooks2016b
1118	鸜	qú	Old_Chinese	01-20	0096g		Schuessler2009
1119	鸜	qú	Middle_Chinese		0096g	gju	Wikibooks2016b
1120	臞	qú	Old_Chinese	02-07	0096h		Schuessler2009
1121	臞	qú	Middle_Chinese		0096h	gju	Wikibooks2016b
1122	臞	qú	Middle_Chinese		0096h	gjuH	Wikibooks2016b
1123	懼	jù	Old_Chinese	02-07	0096i		Schuessler2009
1124	懼	jù	Middle_Chinese		0096i	gjuH	Wikibooks2016b
1125	蒦	huò	Old_Chinese	02-08	0784a		Schuessler2009
1126	蒦	huò	Middle_Chinese		0784a	hweak	Wikibooks2016b
1127	獲	huò	Old_Chinese	02-08	0784d		Schuessler2009
1128	獲	huò	Middle_Chinese		0784d	hweak	Wikibooks2016b
1129	韄	hù	Old_Chinese	02-08	0784e		Schuessler2009
1130	韄	hù	Middle_Chinese		0784e	hweak	Wikibooks2016b
1131	彠	yuē	Old_Chinese	02-08	0784f		Schuessler2009
1132	彠	yuē	Middle_Chinese		0784f	'jwak	Wikibooks2016b
1133	穫	huò	Old_Chinese	02-08	0784h		Schuessler2009
1134	穫	huò	Middle_Chinese		0784h	hwak	Wikibooks2016b
1135	鑊	huò	Old_Chinese	02-08	0784i		Schuessler2009
1136	鑊	huò	Middle_Chinese		0784i	hwak	Wikibooks2016b
1137	濩	huò	Old_Chinese	02-08	0784j		Schuessler2009
1138	濩	huò	Middle_Chinese		0784j	huH	Wikibooks2016b
1139	濩	huò	Middle_Chinese		0784j	hwak	Wikibooks2016b
1140	護	hù	Old_Chinese	02-08	0784k		Schuessler2009
1141	護	hù	Middle_Chinese		0784k	huH	Wikibooks2016b
1142	擭	wò	Old_Chinese	02-08	0784l		Schuessler2009
1143	擭	wò	Middle_Chinese		0784l	'waek	Wikibooks2016b
1144	雘	wò	Old_Chinese	02-08	0784m		Schuessler2009
1145	雘	wò	Middle_Chinese		0784m	'wak	Wikibooks2016b
1146	蠖	huò	Old_Chinese	02-08	0784n		Schuessler2009
1147	蠖	huò	Middle_Chinese		0784n	'wak	Wikibooks2016b
1148	壑	hè	Old_Chinese	02-09	0767a		Schuessler2009
1149	壑	hè	Middle_Chinese		0767a	xak	Wikibooks2016b
1150	赫	hè	Old_Chinese	02-10	0779a		Schuessler2009
1151	赫	hè	Middle_Chinese		0779a	xaek	Wikibooks2016b
1152	嚇	xià	Old_Chinese	02-10	0779b		Schuessler2009
1153	嚇	xià	Middle_Chinese		0779b	xaeH	Wikibooks2016b
1154	嚇	xià	Middle_Chinese		0779b	xaek	Wikibooks2016b
1155	謋	huò	Old_Chinese	02-10A	1259a		Schuessler2009
1156	謋	huò	Middle_Chinese		1259a	xaek	Wikibooks2016b
1157	覤	xì	Old_Chinese	02-11	0789a		Schuessler2009
1158	覤	xì	Middle_Chinese		0789a	xjaek	Wikibooks2016b
1159	霍	huò	Old_Chinese	02-12	0775a		Schuessler2009
1160	霍	huò	Middle_Chinese		0775a	xwak	Wikibooks2016b
1161	靃	huò	Old_Chinese	02-12	0775b		Schuessler2009
1162	靃	huò	Middle_Chinese		0775b	xwak	Wikibooks2016b
1163	藿	huò	Old_Chinese	02-12	0775e		Schuessler2009
1164	藿	huò	Middle_Chinese		0775e	xwak	Wikibooks2016b
1165	臛	huò	Old_Chinese	02-12	0775f		Schuessler2009
1166	臛	huò	Middle_Chinese		0775f	xowk	Wikibooks2016b
1167	亞	yà	Old_Chinese	02-13	0805a		Schuessler2009
1168	亞	yà	Middle_Chinese		0805a	'aeH	Wikibooks2016b
1169	啞	yǎ	Old_Chinese	02-13	0805f		Schuessler2009
1170	啞	yǎ	Middle_Chinese		0805f	'aek	Wikibooks2016b
1171	啞	yǎ	Middle_Chinese		0805f	'aeX	Wikibooks2016b
1172	堊	è	Old_Chinese	02-13	0805g		Schuessler2009
1173	堊	è	Middle_Chinese		0805g	'ak	Wikibooks2016b
1174	惡	è	Old_Chinese	02-13	0805h		Schuessler2009
1175	惡	è	Middle_Chinese		0805h	'ak	Wikibooks2016b
1176	惡	è	Middle_Chinese		0805h	'u	Wikibooks2016b
1177	惡	è	Middle_Chinese		0805h	'uH	Wikibooks2016b
1178	屰	nì	Old_Chinese	02-14	0788a		Schuessler2009
1179	屰	nì	Middle_Chinese		0788a	ngjaek	Wikibooks2016b
1180	逆	nì	Old_Chinese	02-14	0788c		Schuessler2009
1181	逆	nì	Middle_Chinese		0788c	ngjaek	Wikibooks2016b
1182	咢	è	Old_Chinese	02-14	0788g		Schuessler2009
1183	咢	è	Middle_Chinese		0788g	ngak	Wikibooks2016b
1184	愕	è	Old_Chinese	02-14	0788h		Schuessler2009
1185	愕	è	Middle_Chinese		0788h	ngak	Wikibooks2016b
1186	遌	è	Old_Chinese	02-14	0788i		Schuessler2009
1187	遌	è	Middle_Chinese		0788i	ngak	Wikibooks2016b
1188	遻	wù	Old_Chinese	02-14	0788j		Schuessler2009
1189	遻	wù	Middle_Chinese		0788j	nguH	Wikibooks2016b
1190	諤	è	Old_Chinese	02-14	0788k		Schuessler2009
1191	諤	è	Middle_Chinese		0788k	ngak	Wikibooks2016b
1192	噩	è	Old_Chinese	02-15	0768a		Schuessler2009
1193	噩	è	Middle_Chinese		0768a	ngak	Wikibooks2016b
1194	蘁	wù	Old_Chinese	02-15	0768d		Schuessler2009
1195	蘁	wù	Middle_Chinese		0768d	ngak	Wikibooks2016b
1196	蘁	wù	Middle_Chinese		0768d	nguH	Wikibooks2016b
1197	度	dù	Old_Chinese	02-16	0801a		Schuessler2009
1198	度	dù	Middle_Chinese		0801a	dak	Wikibooks2016b
1199	度	dù	Middle_Chinese		0801a	duH	Wikibooks2016b
1200	渡	dù	Old_Chinese	02-16	0801b		Schuessler2009
1201	渡	dù	Middle_Chinese		0801b	duH	Wikibooks2016b
1202	剫	duó	Old_Chinese	02-16	0801c		Schuessler2009
1203	剫	duó	Middle_Chinese		0801c	dak	Wikibooks2016b
1204	石	shí	Old_Chinese	02-17	0795a		Schuessler2009
1205	石	shí	Middle_Chinese		0795a	dzyek	Wikibooks2016b
1206	祏	shí	Old_Chinese	02-17	0795d		Schuessler2009
1207	祏	shí	Middle_Chinese		0795d	dzyek	Wikibooks2016b
1208	碩	shuò	Old_Chinese	02-17	0795e		Schuessler2009
1209	碩	shuò	Middle_Chinese		0795e	dzyek	Wikibooks2016b
1210	鼫	shí	Old_Chinese	02-17	0795h		Schuessler2009
