ID	CHARACTER	PINYIN	DOCULECT	PHONETIC_CLASS	KARLGREN_ID	READING	SOURCE
2180	喙	huì	Middle_Chinese		0171i	tsyhwejH	Wikibooks2016a
2181	喙	huì	Middle_Chinese		0171i	xjwojH	Wikibooks2016a
2182	段	duàn	Old_Chinese	0172	0172a		Karlgren1954
2183	段	duàn	Middle_Chinese		0172a	dwanH	Wikibooks2016a
2184	段	duàn	Middle_Chinese		0172a	thwanH	Wikibooks2016a
2185	段	duàn	Middle_Chinese		0172a	twanH	Wikibooks2016a
2186	鍛	duàn	Old_Chinese	0172	0172c		Karlgren1954
2187	鍛	duàn	Middle_Chinese		0172c	twanH	Wikibooks2016a
2188	腶	duàn	Old_Chinese	0172	0172d		Karlgren1954
2189	腶	duàn	Middle_Chinese		0172d	twanH	Wikibooks2016a
2190	緞	duàn	Old_Chinese	0172	0172-		Karlgren1954
2191	算	suàn	Old_Chinese	0174	0174a		Karlgren1954
2192	算	suàn	Middle_Chinese		0174a	swanH	Wikibooks2016a
2193	算	suàn	Middle_Chinese		0174a	swanX	Wikibooks2016a
2194	匴	suǎn	Old_Chinese	0174	0174b		Karlgren1954
2195	匴	suǎn	Middle_Chinese		0174b	swanX	Wikibooks2016a
2196	篹	zhuàn	Old_Chinese	0174	0174c		Karlgren1954
2197	篹	zhuàn	Middle_Chinese		0174c	swanX	Wikibooks2016a
2198	纂	zuǎn	Old_Chinese	0174	0174d		Karlgren1954
2199	纂	zuǎn	Middle_Chinese		0174d	tswanX	Wikibooks2016a
2200	篡	cuàn	Old_Chinese	0174	0174e		Karlgren1954
2201	篡	cuàn	Middle_Chinese		0174e	tsrhwaenH	Wikibooks2016a
2202	竄	cuàn	Old_Chinese	0176	0176a		Karlgren1954
2203	竄	cuàn	Middle_Chinese		0176a	tshwanH	Wikibooks2016a
2204	䜌	luán	Old_Chinese	0178	0178a		Karlgren1954
2205	䜌	luán	Middle_Chinese		0178a	lwan	Wikibooks2016a
2206	欒	luán	Old_Chinese	0178	0178d		Karlgren1954
2207	欒	luán	Middle_Chinese		0178d	lwan	Wikibooks2016a
2208	鑾	luán	Old_Chinese	0178	0178f		Karlgren1954
2209	鑾	luán	Middle_Chinese		0178f	lwan	Wikibooks2016a
2210	孌	luán	Old_Chinese	0178	0178k		Karlgren1954
2211	孌	luán	Middle_Chinese		0178k	ljwenX	Wikibooks2016a
2212	戀	liàn	Old_Chinese	0178	0178m		Karlgren1954
2213	戀	liàn	Middle_Chinese		0178m	ljwenH	Wikibooks2016a
2214	變	biàn	Old_Chinese	0178	0178o		Karlgren1954
2215	變	biàn	Middle_Chinese		0178o	pjenH	Wikibooks2016a
2216	蠻	mán	Old_Chinese	0178	0178p		Karlgren1954
2217	蠻	mán	Middle_Chinese		0178p	maen	Wikibooks2016a
2218	孿	luán	Old_Chinese	0178	0178q		Karlgren1954
2219	孿	luán	Middle_Chinese		0178q	srwaenH	Wikibooks2016a
2220	孿	luán	Middle_Chinese		0178q	srjwenH.	Wikibooks2016a
2221	卵	luǎn	Old_Chinese	0179	0179a		Karlgren1954
2222	卵	luǎn	Middle_Chinese		0179a	lwaX	Wikibooks2016a
2223	卵	luǎn	Middle_Chinese		0179a	lwanX	Wikibooks2016a
2224	亂	luàn	Old_Chinese	0180	0180c		Karlgren1954
2225	亂	luàn	Middle_Chinese		0180c	lwanH	Wikibooks2016a
2226	半	bàn	Old_Chinese	0181	0181a		Karlgren1954
2227	半	bàn	Middle_Chinese		0181a	panH	Wikibooks2016a
2228	伴	bàn	Old_Chinese	0181	0181c		Karlgren1954
2229	伴	bàn	Middle_Chinese		0181c	banX	Wikibooks2016a
2230	判	pàn	Old_Chinese	0181	0181d		Karlgren1954
2231	判	pàn	Middle_Chinese		0181d	phanH	Wikibooks2016a
2232	畔	pàn	Old_Chinese	0181	0181k		Karlgren1954
2233	畔	pàn	Middle_Chinese		0181k	banH	Wikibooks2016a
2234	般	bān	Old_Chinese	0182	0182a		Karlgren1954
2235	般	bān	Middle_Chinese		0182a	ban	Wikibooks2016a
2236	般	bān	Middle_Chinese		0182a	pan	Wikibooks2016a
2237	槃	pán	Old_Chinese	0182	0182d		Karlgren1954
2238	槃	pán	Middle_Chinese		0182d	ban	Wikibooks2016a
2239	盤	pán	Old_Chinese	0182	0182e		Karlgren1954
2240	盤	pán	Middle_Chinese		0182e	ban	Wikibooks2016a
2241	磐	pán	Old_Chinese	0182	0182g		Karlgren1954
2242	磐	pán	Middle_Chinese		0182g	ban	Wikibooks2016a
2243	縏	pán	Old_Chinese	0182	0182h		Karlgren1954
2244	縏	pán	Middle_Chinese		0182h	ban	Wikibooks2016a
2245	鞶	pán	Old_Chinese	0182	0182i		Karlgren1954
2246	鞶	pán	Middle_Chinese		0182i	ban	Wikibooks2016a
2247	㒼	mán	Old_Chinese	0183	0183a		Karlgren1954
2248	㒼	mán	Middle_Chinese		0183a	man	Wikibooks2016a
2249	滿	mǎn	Old_Chinese	0183	0183c		Karlgren1954
2250	滿	mǎn	Middle_Chinese		0183c	manX	Wikibooks2016a
2251	瞞	mán	Old_Chinese	0183	0183d		Karlgren1954
2252	瞞	mán	Middle_Chinese		0183d	man	Wikibooks2016a
2253	樠	mán	Old_Chinese	0183	0183e		Karlgren1954
2254	樠	mán	Middle_Chinese		0183e	man	Wikibooks2016a
2255	樠	mán	Middle_Chinese		0183e	manH	Wikibooks2016a
2256	樠	mán	Middle_Chinese		0183e	mjon	Wikibooks2016a
2257	樠	mán	Middle_Chinese		0183e	mwon	Wikibooks2016a
2258	璊	mén	Old_Chinese	0183	0183f		Karlgren1954
2259	璊	mén	Middle_Chinese		0183f	mwon	Wikibooks2016a
2260	懣	mèn	Old_Chinese	0183	0183g		Karlgren1954
2261	懣	mèn	Middle_Chinese		0183g	manX	Wikibooks2016a
2262	懣	mèn	Middle_Chinese		0183g	mwonH	Wikibooks2016a
2263	懣	mèn	Middle_Chinese		0183g	mwonX	Wikibooks2016a
2264	姦	jiān	Old_Chinese	0184	0184a		Karlgren1954
2265	姦	jiān	Middle_Chinese		0184a	kaen	Wikibooks2016a
2266	柬	jiǎn	Old_Chinese	0185	0185a		Karlgren1954
2267	柬	jiǎn	Middle_Chinese		0185a	keanX	Wikibooks2016a
2268	諫	jiàn	Old_Chinese	0185	0185b		Karlgren1954
2269	諫	jiàn	Middle_Chinese		0185b	kaenH	Wikibooks2016a
2270	揀	jiǎn	Old_Chinese	0185	0185e		Karlgren1954
2271	揀	jiǎn	Middle_Chinese		0185e	keanX	Wikibooks2016a
2272	闌	lán	Old_Chinese	0185	0185f		Karlgren1954
2273	闌	lán	Middle_Chinese		0185f	lan	Wikibooks2016a
2274	練	liàn	Old_Chinese	0185	0185i		Karlgren1954
2275	練	liàn	Middle_Chinese		0185i	lenH	Wikibooks2016a
2276	爛	làn	Old_Chinese	0185	0185l		Karlgren1954
2277	爛	làn	Middle_Chinese		0185l	lanH	Wikibooks2016a
2278	爤	làn	Old_Chinese	0185	0185m		Karlgren1954
2279	爤	làn	Middle_Chinese		0185m	lanH	Wikibooks2016a
2280	蘭	lán	Old_Chinese	0185	0185n		Karlgren1954
2281	蘭	lán	Middle_Chinese		0185n	lan	Wikibooks2016a
2282	鴈	yàn	Old_Chinese	0186	0186a		Karlgren1954
2283	鴈	yàn	Middle_Chinese		0186a	ngaenH	Wikibooks2016a
2284	雁	yàn	Old_Chinese	0186	0186b		Karlgren1954
2285	雁	yàn	Middle_Chinese		0186b	ngaenH	Wikibooks2016a
2286	關	guān	Old_Chinese	0187	0187b		Karlgren1954
2287	關	guān	Middle_Chinese		0187b	kwaen	Wikibooks2016a
2288	宦	huàn	Old_Chinese	0188	0188a		Karlgren1954
2289	宦	huàn	Middle_Chinese		0188a	hwaenH	Wikibooks2016a
2290	間	jiān	Old_Chinese	0191	0191b		Karlgren1954
2291	間	jiān	Middle_Chinese		0191b	kean	Wikibooks2016a
2292	間	jiān	Middle_Chinese		0191b	hean	Wikibooks2016a
2293	簡	jiǎn	Old_Chinese	0191	0191d		Karlgren1954
2294	簡	jiǎn	Middle_Chinese		0191d	keanX	Wikibooks2016a
2295	蕑	jiān	Old_Chinese	0191	0191f		Karlgren1954
2296	蕑	jiān	Middle_Chinese		0191f	kean	Wikibooks2016a
2297	閑	xián	Old_Chinese	0192	0192a		Karlgren1954
2298	閑	xián	Middle_Chinese		0192a	hean	Wikibooks2016a
2299	山	shān	Old_Chinese	0193	0193a		Karlgren1954
2300	山	shān	Middle_Chinese		0193a	srean	Wikibooks2016a
2301	汕	shàn	Old_Chinese	0193	0193d		Karlgren1954
2302	汕	shàn	Middle_Chinese		0193d	sraenH	Wikibooks2016a
2303	訕	shàn	Old_Chinese	0193	0193e		Karlgren1954
2304	訕	shàn	Middle_Chinese		0193e	sraen	Wikibooks2016a
2305	訕	shàn	Middle_Chinese		0193e	sraenH	Wikibooks2016a
2306	仙	xiān	Old_Chinese	0193	0193f		Karlgren1954
2307	仙	xiān	Middle_Chinese		0193f	sjen	Wikibooks2016a
2308	產	chǎn	Old_Chinese	0194	0194a		Karlgren1954
2309	產	chǎn	Middle_Chinese		0194a	sreanX	Wikibooks2016a
2310	釆	biàn	Old_Chinese	0195	0195a		Karlgren1954
2311	釆	biàn	Middle_Chinese		0195a	beanH	Wikibooks2016a
2312	釆	biàn	Middle_Chinese		0195a	ben	Wikibooks2016a
2313	番	fān	Old_Chinese	0195	0195b		Karlgren1954
2314	番	fān	Middle_Chinese		0195b	pa	Wikibooks2016a
2315	番	fān	Middle_Chinese		0195b	phjon	Wikibooks2016a
2316	幡	fān	Old_Chinese	0195	0195d		Karlgren1954
2317	幡	fān	Middle_Chinese		0195d	phjon	Wikibooks2016a
2318	旛	fān	Old_Chinese	0195	0195e		Karlgren1954
2319	旛	fān	Middle_Chinese		0195e	phjon	Wikibooks2016a
2320	繙	fān	Old_Chinese	0195	0195h		Karlgren1954
2321	繙	fān	Middle_Chinese		0195h	phjon	Wikibooks2016a
2322	燔	fán	Old_Chinese	0195	0195i		Karlgren1954
2323	燔	fán	Middle_Chinese		0195i	bjon	Wikibooks2016a
2324	璠	fán	Old_Chinese	0195	0195j		Karlgren1954
2325	璠	fán	Middle_Chinese		0195j	bjon	Wikibooks2016a
2326	膰	fán	Old_Chinese	0195	0195k		Karlgren1954
2327	膰	fán	Middle_Chinese		0195k	bjon	Wikibooks2016a
2328	蹯	fán	Old_Chinese	0195	0195l		Karlgren1954
2329	蹯	fán	Middle_Chinese		0195l	bjon	Wikibooks2016a
2330	蕃	fān	Old_Chinese	0195	0195m		Karlgren1954
2331	蕃	fān	Middle_Chinese		0195m	bjon	Wikibooks2016a
2332	潘	pān	Old_Chinese	0195	0195n		Karlgren1954
2333	潘	pān	Middle_Chinese		0195n	phan	Wikibooks2016a
2334	蟠	pán	Old_Chinese	0195	0195o		Karlgren1954
2335	蟠	pán	Middle_Chinese		0195o	ban	Wikibooks2016a
2336	播	bō	Old_Chinese	0195	0195p		Karlgren1954
2337	播	bō	Middle_Chinese		0195p	paH	Wikibooks2016a
2338	譒	bò	Old_Chinese	0195	0195q		Karlgren1954
2339	譒	bò	Middle_Chinese		0195q	paH	Wikibooks2016a
2340	皤	pó	Old_Chinese	0195	0195r		Karlgren1954
2341	皤	pó	Middle_Chinese		0195r	ba	Wikibooks2016a
2342	藩	fān	Old_Chinese	0195	0195s		Karlgren1954
2343	藩	fān	Middle_Chinese		0195s	pjon	Wikibooks2016a
2344	遣	qiǎn	Old_Chinese	0196	0196b		Karlgren1954
2345	遣	qiǎn	Middle_Chinese		0196b	khjienX	Wikibooks2016a
2346	衍	yǎn	Old_Chinese	0197	0197a		Karlgren1954
2347	衍	yǎn	Middle_Chinese		0197a	yenH	Wikibooks2016a
2348	衍	yǎn	Middle_Chinese		0197a	yenX	Wikibooks2016a
2349	愆	qiān	Old_Chinese	0197	0197b		Karlgren1954
2350	愆	qiān	Middle_Chinese		0197b	khjen	Wikibooks2016a
2351	餰	jiān	Old_Chinese	0197	0197c		Karlgren1954
2352	餰	jiān	Middle_Chinese		0197c	khjen	Wikibooks2016a
2353	彥	yàn	Old_Chinese	0199	0199a		Karlgren1954
2354	彥	yàn	Middle_Chinese		0199a	ngjenH	Wikibooks2016a
2355	諺	yàn	Old_Chinese	0199	0199b		Karlgren1954
2356	諺	yàn	Middle_Chinese		0199b	ngjenH	Wikibooks2016a
2357	顏	yán	Old_Chinese	0199	0199c		Karlgren1954
2358	顏	yán	Middle_Chinese		0199c	ngaen	Wikibooks2016a
2359	喭	yàn	Old_Chinese	0199	0199d		Karlgren1954
2360	喭	yàn	Middle_Chinese		0199d	nganH	Wikibooks2016a
2361	焉	yān	Old_Chinese	0200	0200a		Karlgren1954
2362	焉	yān	Middle_Chinese		0200a	hjen	Wikibooks2016a
2363	焉	yān	Middle_Chinese		0200a	'jen	Wikibooks2016a
2364	嘕	xiān	Old_Chinese	0200	0200b		Karlgren1954
2365	嘕	xiān	Middle_Chinese		0200b	xjen	Wikibooks2016a
2366	展	zhǎn	Old_Chinese	0201	0201a		Karlgren1954
2367	展	zhǎn	Middle_Chinese		0201a	trjenX	Wikibooks2016a
2368	輾	zhǎn	Old_Chinese	0201	0201b		Karlgren1954
2369	輾	zhǎn	Middle_Chinese		0201b	trjenX	Wikibooks2016a
2370	輾	zhǎn	Middle_Chinese		0201b	trjenX	Wikibooks2016a
2371	輾	zhǎn	Middle_Chinese		0201b	trjwenX	Wikibooks2016a
2372	蹍	niǎn	Old_Chinese	0201	0201c		Karlgren1954
2373	蹍	niǎn	Middle_Chinese		0201c	nrjenX	Wikibooks2016a
2374	延	yán	Old_Chinese	0203	0203a		Karlgren1954
2375	延	yán	Middle_Chinese		0203a	yen	Wikibooks2016a
2376	筵	yán	Old_Chinese	0203	0203b		Karlgren1954
2377	筵	yán	Middle_Chinese		0203b	yen	Wikibooks2016a
2378	綖	yán	Old_Chinese	0203	0203c		Karlgren1954
2379	綖	yán	Middle_Chinese		0203c	yan	Wikibooks2016a
2380	梴	chān	Old_Chinese	0203	0203d		Karlgren1954
2381	梴	chān	Middle_Chinese		0203d	trhjen	Wikibooks2016a
2382	埏	shān	Old_Chinese	0203	0203e		Karlgren1954
2383	埏	shān	Middle_Chinese		0203e	syen	Wikibooks2016a
2384	挻	shān	Old_Chinese	0203	0203f		Karlgren1954
2385	挻	shān	Middle_Chinese		0203f	syen	Wikibooks2016a
2386	誕	dàn	Old_Chinese	0203	0203g		Karlgren1954
2387	誕	dàn	Middle_Chinese		0203g	danX	Wikibooks2016a
2388	廛	chán	Old_Chinese	0204	0204a		Karlgren1954
2389	廛	chán	Middle_Chinese		0204a	drjen	Wikibooks2016a
2390	躔	chán	Old_Chinese	0204	0204b		Karlgren1954
2391	躔	chán	Middle_Chinese		0204b	drjen	Wikibooks2016a
2392	纏	chán	Old_Chinese	0204	0204c		Karlgren1954
2393	纏	chán	Middle_Chinese		0204c	drjen	Wikibooks2016a
2394	善	shàn	Old_Chinese	0205	0205a		Karlgren1954
2395	善	shàn	Middle_Chinese		0205a	dzyenX	Wikibooks2016a
2396	繕	shàn	Old_Chinese	0205	0205f		Karlgren1954
2397	繕	shàn	Middle_Chinese		0205f	dzyenH	Wikibooks2016a
2398	𠨧		Old_Chinese	0206	0206a		Karlgren1954
2399	𠨧		Middle_Chinese		0206a	tshjen	Wikibooks2016a
2400	僊	xiān	Old_Chinese	0206	0206b		Karlgren1954
2401	僊	xiān	Middle_Chinese		0206b	sjen	Wikibooks2016a
2402	遷	qiān	Old_Chinese	0206	0206c		Karlgren1954
2403	遷	qiān	Middle_Chinese		0206c	tshjen	Wikibooks2016a
2404	躚	xiān	Old_Chinese	0206	0206-		Karlgren1954
2405	躚	xiān	Middle_Chinese		0206-	sjen	Wikibooks2016a
2406	羨	xiàn	Old_Chinese	0207	0207a		Karlgren1954
2407	羨	xiàn	Middle_Chinese		0207a	zjenH	Wikibooks2016a
2408	轏	zhàn	Old_Chinese	0208	0208e		Karlgren1954
2409	轏	zhàn	Middle_Chinese		0208e	dzreanX	Wikibooks2016a
2410	鮮	xiān	Old_Chinese	0209	0209a		Karlgren1954
2411	鮮	xiān	Middle_Chinese		0209a	sjen	Wikibooks2016a
2412	鮮	xiān	Middle_Chinese		0209a	sjenX	Wikibooks2016a
2413	癬	xuǎn	Old_Chinese	0209	0209d		Karlgren1954
2414	癬	xuǎn	Middle_Chinese		0209d	sjenX	Wikibooks2016a
2415	扇	shàn	Old_Chinese	0212	0212a		Karlgren1954
2416	扇	shàn	Middle_Chinese		0212a	syenH	Wikibooks2016a
2417	傓	shàn	Old_Chinese	0212	0212b		Karlgren1954
2418	傓	shàn	Middle_Chinese		0212b	syenH	Wikibooks2016a
2419	煽	shān	Old_Chinese	0212	0212c		Karlgren1954
2420	煽	shān	Middle_Chinese		0212c	syenH	Wikibooks2016a
2421	連	lián	Old_Chinese	0213	0213a		Karlgren1954
2422	連	lián	Middle_Chinese		0213a	ljen	Wikibooks2016a
2423	蓮	lián	Old_Chinese	0213	0213d		Karlgren1954
2424	蓮	lián	Middle_Chinese		0213d	len	Wikibooks2016a
2425	輦	niǎn	Old_Chinese	0215	0215a		Karlgren1954
2426	輦	niǎn	Middle_Chinese		0215a	ljenX	Wikibooks2016a
2427	然	rán	Old_Chinese	0217	0217a		Karlgren1954
2428	然	rán	Middle_Chinese		0217a	nyen	Wikibooks2016a
2429	燃	rán	Old_Chinese	0217	0217b		Karlgren1954
2430	燃	rán	Middle_Chinese		0217b	nyen	Wikibooks2016a
2431	片	piàn	Old_Chinese	0218	0218a		Karlgren1954
2432	片	piàn	Middle_Chinese		0218a	phenH	Wikibooks2016a
2433	辨	biàn	Old_Chinese	0219	0219b		Karlgren1954
2434	辨	biàn	Middle_Chinese		0219b	bjenX	Wikibooks2016a
2435	辯	biàn	Old_Chinese	0219	0219e		Karlgren1954
2436	辯	biàn	Middle_Chinese		0219e	bjenX	Wikibooks2016a
2437	辦	bàn	Old_Chinese	0219	0219f		Karlgren1954
2438	辦	bàn	Middle_Chinese		0219f	beanH	Wikibooks2016a
2439	弁	biàn	Old_Chinese	0220	0220a		Karlgren1954
2440	弁	biàn	Middle_Chinese		0220a	bjenH	Wikibooks2016a
2441	卞	biàn	Old_Chinese	0220	0220b		Karlgren1954
2442	卞	biàn	Middle_Chinese		0220b	bjenH	Wikibooks2016a
2443	便	biàn	Old_Chinese	0221	0221a		Karlgren1954
2444	便	biàn	Middle_Chinese		0221a	bjienH	Wikibooks2016a
2445	便	biàn	Middle_Chinese		0221a	bjien	Wikibooks2016a
2446	便	biàn	Middle_Chinese		0221a	bjienX	Wikibooks2016a
2447	楩	pián	Old_Chinese	0221	0221b		Karlgren1954
2448	楩	pián	Middle_Chinese		0221b	bjenH	Wikibooks2016a
2449	楩	pián	Middle_Chinese		0221b	bjien	Wikibooks2016a
2450	鞭	biān	Old_Chinese	0221	0221c		Karlgren1954
2451	鞭	biān	Middle_Chinese		0221c	pjien	Wikibooks2016a
2452	免	miǎn	Old_Chinese	0222	0222a		Karlgren1954
2453	免	miǎn	Middle_Chinese		0222a	mjenX	Wikibooks2016a
2454	俛	fǔ	Old_Chinese	0222	0222b		Karlgren1954
2455	俛	fǔ	Middle_Chinese		0222b	mjenX	Wikibooks2016a
2456	冕	miǎn	Old_Chinese	0222	0222d		Karlgren1954
2457	冕	miǎn	Middle_Chinese		0222d	mjenX	Wikibooks2016a
2458	晚	wǎn	Old_Chinese	0222	0222h		Karlgren1954
2459	晚	wǎn	Middle_Chinese		0222h	mjonX	Wikibooks2016a
2460	面	miàn	Old_Chinese	0223	0223a		Karlgren1954
2461	面	miàn	Middle_Chinese		0223a	mjienH	Wikibooks2016a
2462	湎	miǎn	Old_Chinese	0223	0223c		Karlgren1954
2463	湎	miǎn	Middle_Chinese		0223c	mjienX	Wikibooks2016a
2464	臱	mián	Old_Chinese	0224	0224a		Karlgren1954
2465	臱	mián	Middle_Chinese		0224a	mjien	Wikibooks2016a
2466	櫋	mián	Old_Chinese	0224	0224b		Karlgren1954
2467	櫋	mián	Middle_Chinese		0224b	mjien	Wikibooks2016a
2468	邊	biān	Old_Chinese	0224	0224c		Karlgren1954
2469	邊	biān	Middle_Chinese		0224c	pen	Wikibooks2016a
2470	籩	biān	Old_Chinese	0224	0224f		Karlgren1954
2471	籩	biān	Middle_Chinese		0224f	pjien	Wikibooks2016a
2472	卷	juǎn	Old_Chinese	0226	0226a		Karlgren1954
2473	卷	juǎn	Middle_Chinese		0226a	kjwenX	Wikibooks2016a
2474	卷	juǎn	Middle_Chinese		0226a	gjwen	Wikibooks2016a
2475	睠	juàn	Old_Chinese	0226	0226b		Karlgren1954
2476	睠	juàn	Middle_Chinese		0226b	kjwenH	Wikibooks2016a
2477	鬈	quán	Old_Chinese	0226	0226e		Karlgren1954
2478	鬈	quán	Middle_Chinese		0226e	gjwen	Wikibooks2016a
2479	拳	quán	Old_Chinese	0226	0226g		Karlgren1954
2480	拳	quán	Middle_Chinese		0226g	gjwen	Wikibooks2016a
2481	蜷	quán	Old_Chinese	0226	0226h		Karlgren1954
2482	蜷	quán	Middle_Chinese		0226h	gjwen	Wikibooks2016a
2483	倦	juàn	Old_Chinese	0226	0226i		Karlgren1954
2484	倦	juàn	Middle_Chinese		0226i	gjwenH	Wikibooks2016a
2485	員	yuán	Old_Chinese	0227	0227a		Karlgren1954
2486	員	yuán	Middle_Chinese		0227a	hjun	Wikibooks2016a
2487	員	yuán	Middle_Chinese		0227a	hjwen	Wikibooks2016a
2488	圓	yuán	Old_Chinese	0227	0227c		Karlgren1954
2489	圓	yuán	Middle_Chinese		0227c	hjwen	Wikibooks2016a
2490	塤	xūn	Old_Chinese	0227	0227d		Karlgren1954
2491	塤	xūn	Middle_Chinese		0227d	xjwon	Wikibooks2016a
2492	隕	yǔn	Old_Chinese	0227	0227g		Karlgren1954
2493	隕	yǔn	Middle_Chinese		0227g	hwinX	Wikibooks2016a
2494	肙	yuàn	Old_Chinese	0228	0228a		Karlgren1954
2495	肙	yuàn	Middle_Chinese		0228a	'wen	Wikibooks2016a
2496	蜎	yuān	Old_Chinese	0228	0228b		Karlgren1954
2497	蜎	yuān	Middle_Chinese		0228b	'jwienX	Wikibooks2016a
2498	蜎	yuān	Middle_Chinese		0228b	'wen	Wikibooks2016a
2499	蜎	yuān	Middle_Chinese		0228b	gjwienX	Wikibooks2016a
2500	悁	yuān	Old_Chinese	0228	0228c		Karlgren1954
2501	悁	yuān	Middle_Chinese		0228c	'jwien	Wikibooks2016a
2502	絹	juàn	Old_Chinese	0228	0228f		Karlgren1954
2503	絹	juàn	Middle_Chinese		0228f	kjwienH	Wikibooks2016a
2504	捐	juān	Old_Chinese	0228	0228g		Karlgren1954
2505	捐	juān	Middle_Chinese		0228g	ywen	Wikibooks2016a
2506	鞙	xuàn	Old_Chinese	0228	0228j		Karlgren1954
2507	鞙	xuàn	Middle_Chinese		0228j	hwenX	Wikibooks2016a
2508	駽	xuān	Old_Chinese	0228	0228k		Karlgren1954
2509	駽	xuān	Middle_Chinese		0228k	xwen	Wikibooks2016a
2510	駽	xuān	Middle_Chinese		0228k	xwenH	Wikibooks2016a
2511	沿	yán	Old_Chinese	0229	0229b		Karlgren1954
2512	沿	yán	Middle_Chinese		0229b	ywen	Wikibooks2016a
2513	船	chuán	Old_Chinese	0229	0229e		Karlgren1954
2514	船	chuán	Middle_Chinese		0229e	zywen	Wikibooks2016a
2515	專	zhuān	Old_Chinese	0231	0231a		Karlgren1954
2516	專	zhuān	Middle_Chinese		0231a	tsywen	Wikibooks2016a
2517	剸	tuán	Old_Chinese	0231	0231c		Karlgren1954
2518	剸	tuán	Middle_Chinese		0231c	dwan	Wikibooks2016a
2519	篿	tuán	Old_Chinese	0231	0231d		Karlgren1954
2520	篿	tuán	Middle_Chinese		0231d	tsywen	Wikibooks2016a
2521	轉	zhuǎn	Old_Chinese	0231	0231e		Karlgren1954
2522	轉	zhuǎn	Middle_Chinese		0231e	trjwenX	Wikibooks2016a
2523	傳	chuán	Old_Chinese	0231	0231f		Karlgren1954
2524	傳	chuán	Middle_Chinese		0231f	drjwen	Wikibooks2016a
2525	傳	chuán	Middle_Chinese		0231f	drjwenH	Wikibooks2016a
2526	傳	chuán	Middle_Chinese		0231f	trjwenH	Wikibooks2016a
2527	縳	juàn	Old_Chinese	0231	0231j		Karlgren1954
2528	縳	juàn	Middle_Chinese		0231j	drjwenX	Wikibooks2016a
2529	膞	zhuān	Old_Chinese	0231	0231k		Karlgren1954
2530	膞	zhuān	Middle_Chinese		0231k	dzywen	Wikibooks2016a
2531	膞	zhuān	Middle_Chinese		0231k	dzywenX	Wikibooks2016a
2532	膞	zhuān	Middle_Chinese		0231k	dzywin	Wikibooks2016a
2533	膞	zhuān	Middle_Chinese		0231k	tsywinX	Wikibooks2016a
2534	鱄	zhuān	Old_Chinese	0231	0231l		Karlgren1954
2535	鱄	zhuān	Middle_Chinese		0231l	dzywenX	Wikibooks2016a
2536	鱄	zhuān	Middle_Chinese		0231l	tsywen	Wikibooks2016a
2537	鱄	zhuān	Middle_Chinese		0231l	tsywenX	Wikibooks2016a
2538	竱	zhuǎn	Old_Chinese	0231	0231m		Karlgren1954
2539	竱	zhuǎn	Middle_Chinese		0231m	tsywenX	Wikibooks2016a
2540	竱	zhuǎn	Middle_Chinese		0231m	twan	Wikibooks2016a
2541	團	tuán	Old_Chinese	0231	0231n		Karlgren1954
2542	團	tuán	Middle_Chinese		0231n	dwan	Wikibooks2016a
2543	慱	tuán	Old_Chinese	0231	0231o		Karlgren1954
2544	慱	tuán	Middle_Chinese		0231o	dwan	Wikibooks2016a
2545	摶	tuán	Old_Chinese	0231	0231p		Karlgren1954
2546	摶	tuán	Middle_Chinese		0231p	dwan	Wikibooks2016a
2547	漙	tuán	Old_Chinese	0231	0231q		Karlgren1954
2548	漙	tuán	Middle_Chinese		0231q	dwan	Wikibooks2016a
2549	穿	chuān	Old_Chinese	0232	0232a		Karlgren1954
2550	穿	chuān	Middle_Chinese		0232a	tsyhwen	Wikibooks2016a
2551	舛	chuǎn	Old_Chinese	0233	0233a		Karlgren1954
2552	舛	chuǎn	Middle_Chinese		0233a	tsyhwenX	Wikibooks2016a
2553	全	quán	Old_Chinese	0234	0234a		Karlgren1954
2554	全	quán	Middle_Chinese		0234a	dzjwen	Wikibooks2016a
2555	雋	juàn	Old_Chinese	0235	0235a		Karlgren1954
2556	雋	juàn	Middle_Chinese		0235a	dzjwenX	Wikibooks2016a
2557	臇	juǎn	Old_Chinese	0235	0235b		Karlgren1954
2558	臇	juǎn	Middle_Chinese		0235b	tsjwenX	Wikibooks2016a
2559	鐫	juān	Old_Chinese	0235	0235c		Karlgren1954
2560	鐫	juān	Middle_Chinese		0235c	tsjwen	Wikibooks2016a
2561	儁	jùn	Old_Chinese	0235	0235d		Karlgren1954
2562	儁	jùn	Middle_Chinese		0235d	tswinH	Wikibooks2016a
2563	旋	xuán	Old_Chinese	0236	0236a		Karlgren1954
2564	旋	xuán	Middle_Chinese		0236a	zjwen	Wikibooks2016a
2565	旋	xuán	Middle_Chinese		0236a	zjwenH	Wikibooks2016a
2566	泉	quán	Old_Chinese	0237	0237a		Karlgren1954
2567	泉	quán	Middle_Chinese		0237a	dzjwen	Wikibooks2016a
2568	線	xiàn	Old_Chinese	0237	0237e		Karlgren1954
2569	線	xiàn	Middle_Chinese		0237e	sjenH	Wikibooks2016a
2570	耎	ruǎn	Old_Chinese	0238	0238a		Karlgren1954
2571	耎	ruǎn	Middle_Chinese		0238a	nywenX	Wikibooks2016a
2572	輭	ruǎn	Old_Chinese	0238	0238b		Karlgren1954
2573	輭	ruǎn	Middle_Chinese		0238b	nywenX	Wikibooks2016a
