ID	CHARACTER	PINYIN	DOCULECT	PHONETIC_CLASS	KARLGREN_ID	READING	SOURCE
5091	祁	qí	Middle_Chinese		0553i	gij	Wikibooks2016a
5092	姊	zǐ	Old_Chinese	0554	0554b		Karlgren1954
5093	姊	zǐ	Middle_Chinese		0554b	tsijX	Wikibooks2016a
5094	次	cì	Old_Chinese	0555	0555a		Karlgren1954
5095	次	cì	Middle_Chinese		0555a	tshijH	Wikibooks2016a
5096	佽	cì	Old_Chinese	0555	0555c		Karlgren1954
5097	佽	cì	Middle_Chinese		0555c	tshijH	Wikibooks2016a
5098	絘	cì	Old_Chinese	0555	0555d		Karlgren1954
5099	絘	cì	Middle_Chinese		0555d	tshijH	Wikibooks2016a
5100	咨	zī	Old_Chinese	0555	0555e		Karlgren1954
5101	咨	zī	Middle_Chinese		0555e	tsij	Wikibooks2016a
5102	恣	zì	Old_Chinese	0555	0555f		Karlgren1954
5103	恣	zì	Middle_Chinese		0555f	tsijH	Wikibooks2016a
5104	粢	zī	Old_Chinese	0555	0555g		Karlgren1954
5105	粢	zī	Middle_Chinese		0555g	dzejH	Wikibooks2016a
5106	粢	zī	Middle_Chinese		0555g	tsij	Wikibooks2016a
5107	資	zī	Old_Chinese	0555	0555h		Karlgren1954
5108	資	zī	Middle_Chinese		0555h	tsij	Wikibooks2016a
5109	茨	cí	Old_Chinese	0555	0555i		Karlgren1954
5110	茨	cí	Middle_Chinese		0555i	dzij	Wikibooks2016a
5111	餈	cí	Old_Chinese	0555	0555j		Karlgren1954
5112	餈	cí	Middle_Chinese		0555j	dzij	Wikibooks2016a
5113	諮	zī	Old_Chinese	0555	0555l		Karlgren1954
5114	諮	zī	Middle_Chinese		0555l	tsij	Wikibooks2016a
5115	䆅	zī	Old_Chinese	0555	0555m		Karlgren1954
5116	䆅	zī	Middle_Chinese		0555m	dzij	Wikibooks2016a
5117	薋	cí	Old_Chinese	0555	0555n		Karlgren1954
5118	薋	cí	Middle_Chinese		0555n	dzij	Wikibooks2016a
5119	兕	sì	Old_Chinese	0556	0556a		Karlgren1954
5120	兕	sì	Middle_Chinese		0556a	zijX	Wikibooks2016a
5121	死	sǐ	Old_Chinese	0558	0558a		Karlgren1954
5122	死	sǐ	Middle_Chinese		0558a	sijX	Wikibooks2016a
5123	師	shī	Old_Chinese	0559	0559a		Karlgren1954
5124	師	shī	Middle_Chinese		0559a	srij	Wikibooks2016a
5125	矢	shǐ	Old_Chinese	0560	0560a		Karlgren1954
5126	矢	shǐ	Middle_Chinese		0560a	syijX	Wikibooks2016a
5127	矧	shěn	Old_Chinese	0560	0560i		Karlgren1954
5128	矧	shěn	Middle_Chinese		0560i	syinX	Wikibooks2016a
5129	屎	shǐ	Old_Chinese	0561	0561d		Karlgren1954
5130	屎	shǐ	Middle_Chinese		0561d	syijX	Wikibooks2016a
5131	尼	ní	Old_Chinese	0563	0563a		Karlgren1954
5132	尼	ní	Middle_Chinese		0563a	nejH	Wikibooks2016a
5133	尼	ní	Middle_Chinese		0563a	nrij	Wikibooks2016a
5134	怩	ní	Old_Chinese	0563	0563b		Karlgren1954
5135	怩	ní	Middle_Chinese		0563b	nrij	Wikibooks2016a
5136	泥	ní	Old_Chinese	0563	0563d		Karlgren1954
5137	泥	ní	Middle_Chinese		0563d	nej	Wikibooks2016a
5138	二	èr	Old_Chinese	0564	0564a		Karlgren1954
5139	二	èr	Middle_Chinese		0564a	nyijH	Wikibooks2016a
5140	匕	bǐ	Old_Chinese	0566	0566a		Karlgren1954
5141	匕	bǐ	Middle_Chinese		0566a	pjijH	Wikibooks2016a
5142	比	bǐ	Old_Chinese	0566	0566g		Karlgren1954
5143	比	bǐ	Middle_Chinese		0566g	bjij	Wikibooks2016a
5144	比	bǐ	Middle_Chinese		0566g	bjijH	Wikibooks2016a
5145	比	bǐ	Middle_Chinese		0566g	pjijH	Wikibooks2016a
5146	比	bǐ	Middle_Chinese		0566g	pjijX	Wikibooks2016a
5147	牝	pìn	Old_Chinese	0566	0566i		Karlgren1954
5148	牝	pìn	Middle_Chinese		0566i	bjijX	Wikibooks2016a
5149	牝	pìn	Middle_Chinese		0566i	bjinX	Wikibooks2016a
5150	庀	pǐ	Old_Chinese	0566	0566k		Karlgren1954
5151	庀	pǐ	Middle_Chinese		0566k	phjieX	Wikibooks2016a
5152	庀	pǐ	Middle_Chinese		0566k	phjijX	Wikibooks2016a
5153	疕	bǐ	Old_Chinese	0566	0566l		Karlgren1954
5154	疕	bǐ	Middle_Chinese		0566l	phjieX	Wikibooks2016a
5155	疕	bǐ	Middle_Chinese		0566l	phjijX	Wikibooks2016a
5156	疕	bǐ	Middle_Chinese		0566l	pjijX	Wikibooks2016a
5157	枇	pí	Old_Chinese	0566	0566m		Karlgren1954
5158	枇	pí	Middle_Chinese		0566m	pjijX	Wikibooks2016a
5159	妣	bǐ	Old_Chinese	0566	0566n		Karlgren1954
5160	妣	bǐ	Middle_Chinese		0566n	pjijH	Wikibooks2016a
5161	妣	bǐ	Middle_Chinese		0566n	pjijX	Wikibooks2016a
5162	庇	bì	Old_Chinese	0566	0566p		Karlgren1954
5163	庇	bì	Middle_Chinese		0566p	pjij	Wikibooks2016a
5164	庇	bì	Middle_Chinese		0566p	pjijH	Wikibooks2016a
5165	秕	bǐ	Old_Chinese	0566	0566q		Karlgren1954
5166	秕	bǐ	Middle_Chinese		0566q	pjijX	Wikibooks2016a
5167	粃	bǐ	Old_Chinese	0566	0566r		Karlgren1954
5168	粃	bǐ	Middle_Chinese		0566r	pjijX	Wikibooks2016a
5169	仳	pǐ	Old_Chinese	0566	0566s		Karlgren1954
5170	仳	pǐ	Middle_Chinese		0566s	bijX	Wikibooks2016a
5171	仳	pǐ	Middle_Chinese		0566s	bjij	Wikibooks2016a
5172	仳	pǐ	Middle_Chinese		0566s	phjijX	Wikibooks2016a
5173	紕	pī	Old_Chinese	0566	0566t		Karlgren1954
5174	紕	pī	Middle_Chinese		0566t	bjie	Wikibooks2016a
5175	紕	pī	Middle_Chinese		0566t	bjijH	Wikibooks2016a
5176	紕	pī	Middle_Chinese		0566t	pej	Wikibooks2016a
5177	紕	pī	Middle_Chinese		0566t	phjie	Wikibooks2016a
5178	紕	pī	Middle_Chinese		0566t	phjij	Wikibooks2016a
5179	紕	pī	Middle_Chinese		0566t	phjij	Wikibooks2016a
5180	毗	pí	Old_Chinese	0566	0566u		Karlgren1954
5181	毗	pí	Middle_Chinese		0566u	bjij	Wikibooks2016a
5182	鈚	pī	Old_Chinese	0566	0566v		Karlgren1954
5183	鈚	pī	Middle_Chinese		0566v	bjij	Wikibooks2016a
5184	坒	bì	Old_Chinese	0566	0566y		Karlgren1954
5185	坒	bì	Middle_Chinese		0566y	bjijH	Wikibooks2016a
5186	芘	pí	Old_Chinese	0566	0566z		Karlgren1954
5187	芘	pí	Middle_Chinese		0566z	bjij	Wikibooks2016a
5188	批	pī	Old_Chinese	0566	0566a'		Karlgren1954
5189	批	pī	Middle_Chinese		0566a'	bet	Wikibooks2016a
5190	批	pī	Middle_Chinese		0566a'	phej	Wikibooks2016a
5191	梐	bì	Old_Chinese	0566	0566b'		Karlgren1954
5192	梐	bì	Middle_Chinese		0566b'	bejX	Wikibooks2016a
5193	陛	bì	Old_Chinese	0566	0566c'		Karlgren1954
5194	陛	bì	Middle_Chinese		0566c'	bejX	Wikibooks2016a
5195	吡	bǐ	Old_Chinese	0566	0566d'		Karlgren1954
5196	吡	bǐ	Middle_Chinese		0566d'	phjieX	Wikibooks2016a
5197	𣬉		Old_Chinese	0566	0566e'		Karlgren1954
5198	𣬉		Middle_Chinese		0566e'	bjij	Wikibooks2016a
5199	膍	pí	Old_Chinese	0566	0566f'		Karlgren1954
5200	膍	pí	Middle_Chinese		0566f'	bej	Wikibooks2016a
5201	膍	pí	Middle_Chinese		0566f'	bjij	Wikibooks2016a
5202	貔	pí	Old_Chinese	0566	0566h'		Karlgren1954
5203	貔	pí	Middle_Chinese		0566h'	bjij	Wikibooks2016a
5204	眉	méi	Old_Chinese	0567	0567a		Karlgren1954
5205	眉	méi	Middle_Chinese		0567a	mij	Wikibooks2016a
5206	眉	méi	Middle_Chinese		0567a	mjɨjX	Wikibooks2016a
5207	媚	mèi	Old_Chinese	0567	0567d		Karlgren1954
5208	媚	mèi	Middle_Chinese		0567d	mijH	Wikibooks2016a
5209	楣	méi	Old_Chinese	0567	0567f		Karlgren1954
5210	楣	méi	Middle_Chinese		0567f	mij	Wikibooks2016a
5211	湄	méi	Old_Chinese	0567	0567g		Karlgren1954
5212	湄	méi	Middle_Chinese		0567g	mij	Wikibooks2016a
5213	美	měi	Old_Chinese	0568	0568a		Karlgren1954
5214	美	měi	Middle_Chinese		0568a	mijX	Wikibooks2016a
5215	鬼	guǐ	Old_Chinese	0569	0569a		Karlgren1954
5216	鬼	guǐ	Middle_Chinese		0569a	kjwɨjX	Wikibooks2016a
5217	瑰	guī	Old_Chinese	0569	0569e		Karlgren1954
5218	瑰	guī	Middle_Chinese		0569e	kwoj	Wikibooks2016a
5219	魁	kuí	Old_Chinese	0569	0569f		Karlgren1954
5220	魁	kuí	Middle_Chinese		0569f	khwoj	Wikibooks2016a
5221	塊	kuài	Old_Chinese	0569	0569g		Karlgren1954
5222	塊	kuài	Middle_Chinese		0569g	khweajH	Wikibooks2016a
5223	塊	kuài	Middle_Chinese		0569g	khwojH	Wikibooks2016a
5224	槐	huái	Old_Chinese	0569	0569i		Karlgren1954
5225	槐	huái	Middle_Chinese		0569i	hweaj	Wikibooks2016a
5226	槐	huái	Middle_Chinese		0569i	hwoj	Wikibooks2016a
5227	嵬	wéi	Old_Chinese	0569	0569j		Karlgren1954
5228	嵬	wéi	Middle_Chinese		0569j	ngwoj	Wikibooks2016a
5229	嵬	wéi	Middle_Chinese		0569j	ngwojX	Wikibooks2016a
5230	魏	wèi	Old_Chinese	0569	0569k		Karlgren1954
5231	魏	wèi	Middle_Chinese		0569k	ngjwɨj	Wikibooks2016a
5232	魏	wèi	Middle_Chinese		0569k	ngjwɨjH	Wikibooks2016a
5233	愧	kuì	Old_Chinese	0569	0569l		Karlgren1954
5234	愧	kuì	Middle_Chinese		0569l	kwijH	Wikibooks2016a
5235	餽	kuì	Old_Chinese	0569	0569r		Karlgren1954
5236	餽	kuì	Middle_Chinese		0569r	gwijH	Wikibooks2016a
5237	巍	wēi	Old_Chinese	0569	0569s		Karlgren1954
5238	巍	wēi	Middle_Chinese		0569s	ngjwɨj	Wikibooks2016a
5239	隗	kuí	Old_Chinese	0569	0569-		Karlgren1954
5240	隗	kuí	Middle_Chinese		0569-	ngjwɨj	Wikibooks2016a
5241	歸	guī	Old_Chinese	0570	0570a		Karlgren1954
5242	歸	guī	Middle_Chinese		0570a	kjwɨj	Wikibooks2016a
5243	巋	kuī	Old_Chinese	0570	0570g		Karlgren1954
5244	巋	kuī	Middle_Chinese		0570g	khwij	Wikibooks2016a
5245	巋	kuī	Middle_Chinese		0570g	khwijX	Wikibooks2016a
5246	韋	wéi	Old_Chinese	0571	0571a		Karlgren1954
5247	韋	wéi	Middle_Chinese		0571a	hjwɨj	Wikibooks2016a
5248	違	wéi	Old_Chinese	0571	0571d		Karlgren1954
5249	違	wéi	Middle_Chinese		0571d	hjwɨj	Wikibooks2016a
5250	偉	wěi	Old_Chinese	0571	0571f		Karlgren1954
5251	偉	wěi	Middle_Chinese		0571f	hjwɨjX	Wikibooks2016a
5252	圍	wéi	Old_Chinese	0571	0571g		Karlgren1954
5253	圍	wéi	Middle_Chinese		0571g	hjwɨj	Wikibooks2016a
5254	幃	wéi	Old_Chinese	0571	0571h		Karlgren1954
5255	幃	wéi	Middle_Chinese		0571h	hjwɨj	Wikibooks2016a
5256	煒	wěi	Old_Chinese	0571	0571j		Karlgren1954
5257	煒	wěi	Middle_Chinese		0571j	hjwɨjX	Wikibooks2016a
5258	瑋	wěi	Old_Chinese	0571	0571k		Karlgren1954
5259	瑋	wěi	Middle_Chinese		0571k	hwjɨjX	Wikibooks2016a
5260	禕	yī	Old_Chinese	0571	0571l		Karlgren1954
5261	禕	yī	Middle_Chinese		0571l	'je	Wikibooks2016a
5262	緯	wěi	Old_Chinese	0571	0571m		Karlgren1954
5263	緯	wěi	Middle_Chinese		0571m	hjwɨjH	Wikibooks2016a
5264	緯	wěi	Middle_Chinese		0571m	hjwɨjX	Wikibooks2016a
5265	葦	wěi	Old_Chinese	0571	0571n		Karlgren1954
5266	葦	wěi	Middle_Chinese		0571n	hjwɨjX	Wikibooks2016a
5267	闈	wéi	Old_Chinese	0571	0571o		Karlgren1954
5268	闈	wéi	Middle_Chinese		0571o	hjwɨj	Wikibooks2016a
5269	韙	wěi	Old_Chinese	0571	0571p		Karlgren1954
5270	韙	wěi	Middle_Chinese		0571p	hjwɨjX	Wikibooks2016a
5271	韡	wěi	Old_Chinese	0571	0571q		Karlgren1954
5272	韡	wěi	Middle_Chinese		0571q	hjwɨjX	Wikibooks2016a
5273	褘	huī	Old_Chinese	0571	0571r		Karlgren1954
5274	褘	huī	Middle_Chinese		0571r	xjwɨj	Wikibooks2016a
5275	諱	huì	Old_Chinese	0571	0571s		Karlgren1954
5276	諱	huì	Middle_Chinese		0571s	xjwɨjH	Wikibooks2016a
5277	虺	huī	Old_Chinese	0572	0572a		Karlgren1954
5278	虺	huī	Middle_Chinese		0572a	xjwɨjX	Wikibooks2016a
5279	畏	wèi	Old_Chinese	0573	0573a		Karlgren1954
5280	畏	wèi	Middle_Chinese		0573a	'jwɨjH	Wikibooks2016a
5281	㟪	wēi	Old_Chinese	0573	0573d		Karlgren1954
5282	㟪	wēi	Middle_Chinese		0573d	'jwɨjX	Wikibooks2016a
5283	㟪	wēi	Middle_Chinese		0573d	'wojX	Wikibooks2016a
5284	偎	wēi	Old_Chinese	0573	0573e		Karlgren1954
5285	偎	wēi	Middle_Chinese		0573e	'woj	Wikibooks2016a
5286	煨	wēi	Old_Chinese	0573	0573f		Karlgren1954
5287	煨	wēi	Middle_Chinese		0573f	'woj	Wikibooks2016a
5288	猥	wěi	Old_Chinese	0573	0573g		Karlgren1954
5289	猥	wěi	Middle_Chinese		0573g	'wojX	Wikibooks2016a
5290	隈	wēi	Old_Chinese	0573	0573h		Karlgren1954
5291	隈	wēi	Middle_Chinese		0573h	'woj	Wikibooks2016a
5292	威	wēi	Old_Chinese	0574	0574a		Karlgren1954
5293	威	wēi	Middle_Chinese		0574a	'jwɨj	Wikibooks2016a
5294	崴	wǎi	Old_Chinese	0574	0574d		Karlgren1954
5295	崴	wǎi	Middle_Chinese		0574d	'weaj	Wikibooks2016a
5296	隹	zhuī	Old_Chinese	0575	0575a		Karlgren1954
5297	隹	zhuī	Middle_Chinese		0575a	tsywij	Wikibooks2016a
5298	䳡	yàn	Old_Chinese	0575	0575e		Karlgren1954
5299	䳡	yàn	Middle_Chinese		0575e	tsywij	Wikibooks2016a
5300	鵻	zhuī	Old_Chinese	0575	0575f		Karlgren1954
5301	鵻	zhuī	Middle_Chinese		0575f	tsywij	Wikibooks2016a
5302	錐	zhuī	Old_Chinese	0575	0575g		Karlgren1954
5303	錐	zhuī	Middle_Chinese		0575g	tsywij	Wikibooks2016a
5304	騅	zhuī	Old_Chinese	0575	0575h		Karlgren1954
5305	騅	zhuī	Middle_Chinese		0575h	tsywij	Wikibooks2016a
5306	唯	wéi	Old_Chinese	0575	0575i		Karlgren1954
5307	唯	wéi	Middle_Chinese		0575i	tshwijX	Wikibooks2016a
5308	唯	wéi	Middle_Chinese		0575i	ywij	Wikibooks2016a
5309	唯	wéi	Middle_Chinese		0575i	ywijX	Wikibooks2016a
5310	帷	wéi	Old_Chinese	0575	0575m		Karlgren1954
5311	帷	wéi	Middle_Chinese		0575m	hwij	Wikibooks2016a
5312	惟	wéi	Old_Chinese	0575	0575n		Karlgren1954
5313	惟	wéi	Middle_Chinese		0575n	ywij	Wikibooks2016a
5314	維	wéi	Old_Chinese	0575	0575o		Karlgren1954
5315	維	wéi	Middle_Chinese		0575o	ywij	Wikibooks2016a
5316	蜼	wèi	Old_Chinese	0575	0575q		Karlgren1954
5317	蜼	wèi	Middle_Chinese		0575q	lwijX	Wikibooks2016a
5318	蜼	wèi	Middle_Chinese		0575q	ywijH	Wikibooks2016a
5319	椎	chuí	Old_Chinese	0575	0575r		Karlgren1954
5320	椎	chuí	Middle_Chinese		0575r	drwij	Wikibooks2016a
5321	顀	chuí	Old_Chinese	0575	0575s		Karlgren1954
5322	顀	chuí	Middle_Chinese		0575s	drwij	Wikibooks2016a
5323	誰	shuí	Old_Chinese	0575	0575u		Karlgren1954
5324	誰	shuí	Middle_Chinese		0575u	dzywij	Wikibooks2016a
5325	雖	suī	Old_Chinese	0575	0575v		Karlgren1954
5326	雖	suī	Middle_Chinese		0575v	swij	Wikibooks2016a
5327	稚	zhì	Old_Chinese	0575	0575y		Karlgren1954
5328	稚	zhì	Middle_Chinese		0575y	drijH	Wikibooks2016a
5329	堆	duī	Old_Chinese	0575	0575z		Karlgren1954
5330	堆	duī	Middle_Chinese		0575z	twoj	Wikibooks2016a
5331	推	tuī	Old_Chinese	0575	0575a'		Karlgren1954
5332	推	tuī	Middle_Chinese		0575a'	thwoj	Wikibooks2016a
5333	推	tuī	Middle_Chinese		0575a'	tsyhwij	Wikibooks2016a
5334	陮	duì	Old_Chinese	0575	0575b'		Karlgren1954
5335	陮	duì	Middle_Chinese		0575b'	dwojX	Wikibooks2016a
5336	崔	cuī	Old_Chinese	0575	0575d'		Karlgren1954
5337	崔	cuī	Middle_Chinese		0575d'	dzwoj	Wikibooks2016a
5338	趡	cuǐ	Old_Chinese	0575	0575e'		Karlgren1954
5339	趡	cuǐ	Middle_Chinese		0575e'	tshwijX	Wikibooks2016a
5340	鷕	yǎo	Old_Chinese	0575	0575g'		Karlgren1954
5341	鷕	yǎo	Middle_Chinese		0575g'	ywijX	Wikibooks2016a
5342	䗽	wèi	Old_Chinese	0575	0575h'		Karlgren1954
5343	䗽	wèi	Middle_Chinese		0575h'	ywijH	Wikibooks2016a
5344	蓷	tuī	Old_Chinese	0575	0575i'		Karlgren1954
5345	蓷	tuī	Middle_Chinese		0575i'	thwoj	Wikibooks2016a
5346	蓷	tuī	Middle_Chinese		0575i'	tsyhwij	Wikibooks2016a
5347	催	cuī	Old_Chinese	0575	0575j'		Karlgren1954
5348	催	cuī	Middle_Chinese		0575j'	tshwoj	Wikibooks2016a
5349	漼	cuǐ	Old_Chinese	0575	0575k'		Karlgren1954
5350	漼	cuǐ	Middle_Chinese		0575k'	tshwojX	Wikibooks2016a
5351	摧	cuī	Old_Chinese	0575	0575l'		Karlgren1954
5352	摧	cuī	Middle_Chinese		0575l'	dzwoj	Wikibooks2016a
5353	水	shuǐ	Old_Chinese	0576	0576a		Karlgren1954
5354	水	shuǐ	Middle_Chinese		0576a	sywijX	Wikibooks2016a
5355	畾	léi	Old_Chinese	0577	0577a		Karlgren1954
5356	畾	léi	Middle_Chinese		0577a	lwijX	Wikibooks2016a
5357	畾	léi	Middle_Chinese		0577a	lwoj	Wikibooks2016a
5358	壘	lěi	Old_Chinese	0577	0577d		Karlgren1954
5359	壘	lěi	Middle_Chinese		0577d	lwijX	Wikibooks2016a
5360	櫐	lěi	Old_Chinese	0577	0577e		Karlgren1954
5361	櫐	lěi	Middle_Chinese		0577e	lwijX	Wikibooks2016a
5362	纍	léi	Old_Chinese	0577	0577f		Karlgren1954
5363	纍	léi	Middle_Chinese		0577f	lwij	Wikibooks2016a
5364	藟	lěi	Old_Chinese	0577	0577g		Karlgren1954
5365	藟	lěi	Middle_Chinese		0577g	lwijX	Wikibooks2016a
5366	讄	lěi	Old_Chinese	0577	0577h		Karlgren1954
5367	讄	lěi	Middle_Chinese		0577h	lwijX	Wikibooks2016a
5368	𧮢		Old_Chinese	0577	0577i		Karlgren1954
5369	𧮢		Middle_Chinese		0577i	lwijX	Wikibooks2016a
5370	儡	lěi	Old_Chinese	0577	0577j		Karlgren1954
5371	儡	lěi	Middle_Chinese		0577j	lwoj	Wikibooks2016a
5372	儡	lěi	Middle_Chinese		0577j	lwojX	Wikibooks2016a
5373	礨	lěi	Old_Chinese	0577	0577k		Karlgren1954
5374	礨	lěi	Middle_Chinese		0577k	lwojX	Wikibooks2016a
5375	罍	léi	Old_Chinese	0577	0577l		Karlgren1954
5376	罍	léi	Middle_Chinese		0577l	lwoj	Wikibooks2016a
5377	靁	léi	Old_Chinese	0577	0577n		Karlgren1954
5378	靁	léi	Middle_Chinese		0577n	lwoj	Wikibooks2016a
5379	雷	léi	Old_Chinese	0577	0577o		Karlgren1954
5380	雷	léi	Middle_Chinese		0577o	lwoj	Wikibooks2016a
5381	儽	léi	Old_Chinese	0577	0577p		Karlgren1954
5382	儽	léi	Middle_Chinese		0577p	lwojH	Wikibooks2016a
5383	虆	léi	Old_Chinese	0577	0577q		Karlgren1954
5384	虆	léi	Middle_Chinese		0577q	lwa	Wikibooks2016a
5385	累	lèi	Old_Chinese	0577	0577r		Karlgren1954
5386	累	lèi	Middle_Chinese		0577r	ljweH	Wikibooks2016a
5387	累	lèi	Middle_Chinese		0577r	ljweX	Wikibooks2016a
5388	累	lèi	Middle_Chinese		0577r	lwaX	Wikibooks2016a
5389	縲	léi	Old_Chinese	0577	0577s		Karlgren1954
5390	縲	léi	Middle_Chinese		0577s	lwij	Wikibooks2016a
5391	騾	luó	Old_Chinese	0577	0577t		Karlgren1954
5392	騾	luó	Middle_Chinese		0577t	lwa	Wikibooks2016a
5393	螺	luó	Old_Chinese	0577	0577-		Karlgren1954
5394	螺	luó	Middle_Chinese		0577-	lwa	Wikibooks2016a
5395	痱	fèi	Old_Chinese	0579	0579-		Karlgren1954
5396	飛	fēi	Old_Chinese	0580	0580a		Karlgren1954
5397	飛	fēi	Middle_Chinese		0580a	pjɨj	Wikibooks2016a
5398	尾	wěi	Old_Chinese	0583	0583a		Karlgren1954
5399	尾	wěi	Middle_Chinese		0583a	mjɨjX	Wikibooks2016a
5400	𤈦		Old_Chinese	0583	0583e		Karlgren1954
5401	𤈦		Middle_Chinese		0583e	xjwɨjX	Wikibooks2016a
5402	𢼸		Old_Chinese	0584	0584a		Karlgren1954
5403	𢼸		Middle_Chinese		0584a	mjɨj	Wikibooks2016a
5404	微	wēi	Old_Chinese	0584	0584d		Karlgren1954
5405	微	wēi	Middle_Chinese		0584d	mjɨj	Wikibooks2016a
5406	薇	wēi	Old_Chinese	0584	0584f		Karlgren1954
5407	薇	wēi	Middle_Chinese		0584f	mjɨj	Wikibooks2016a
5408	媺	měi	Old_Chinese	0584	0584g		Karlgren1954
5409	媺	měi	Middle_Chinese		0584g	mijX	Wikibooks2016a
5410	徽	huī	Old_Chinese	0584	0584h		Karlgren1954
5411	徽	huī	Middle_Chinese		0584h	xjwɨj	Wikibooks2016a
5412	氐	dī	Old_Chinese	0590	0590a		Karlgren1954
5413	氐	dī	Middle_Chinese		0590a	tej	Wikibooks2016a
5414	氐	dī	Middle_Chinese		0590a	tejX	Wikibooks2016a
5415	底	dǐ	Old_Chinese	0590	0590c		Karlgren1954
5416	底	dǐ	Middle_Chinese		0590c	tejX	Wikibooks2016a
5417	柢	dǐ	Old_Chinese	0590	0590d		Karlgren1954
5418	柢	dǐ	Middle_Chinese		0590d	tej	Wikibooks2016a
5419	柢	dǐ	Middle_Chinese		0590d	tejH	Wikibooks2016a
5420	柢	dǐ	Middle_Chinese		0590d	tejX	Wikibooks2016a
5421	低	dī	Old_Chinese	0590	0590e		Karlgren1954
5422	低	dī	Middle_Chinese		0590e	tej	Wikibooks2016a
5423	弤	dǐ	Old_Chinese	0590	0590f		Karlgren1954
5424	弤	dǐ	Middle_Chinese		0590f	tejX	Wikibooks2016a
5425	抵	dǐ	Old_Chinese	0590	0590g		Karlgren1954
5426	抵	dǐ	Middle_Chinese		0590g	tejX	Wikibooks2016a
5427	羝	dī	Old_Chinese	0590	0590h		Karlgren1954
5428	羝	dī	Middle_Chinese		0590h	tej	Wikibooks2016a
5429	邸	dǐ	Old_Chinese	0590	0590i		Karlgren1954
5430	邸	dǐ	Middle_Chinese		0590i	tejX	Wikibooks2016a
5431	詆	dǐ	Old_Chinese	0590	0590j		Karlgren1954
5432	詆	dǐ	Middle_Chinese		0590j	dej	Wikibooks2016a
5433	詆	dǐ	Middle_Chinese		0590j	tejX	Wikibooks2016a
5434	胝	zhī	Old_Chinese	0590	0590k		Karlgren1954
5435	胝	zhī	Middle_Chinese		0590k	trij	Wikibooks2016a
5436	坻	chí	Old_Chinese	0590	0590l		Karlgren1954
5437	坻	chí	Middle_Chinese		0590l	drij	Wikibooks2016a
5438	蚳	chí	Old_Chinese	0590	0590m		Karlgren1954
5439	蚳	chí	Middle_Chinese		0590m	drij	Wikibooks2016a
5440	厎	dǐ	Old_Chinese	0590	0590n		Karlgren1954
5441	厎	dǐ	Middle_Chinese		0590n	tsyijX	Wikibooks2016a
5442	砥	dǐ	Old_Chinese	0590	0590o		Karlgren1954
5443	砥	dǐ	Middle_Chinese		0590o	tsyijX	Wikibooks2016a
5444	祗	zhī	Old_Chinese	0590	0590p		Karlgren1954
5445	祗	zhī	Middle_Chinese		0590p	tsyij	Wikibooks2016a
5446	眡	shì	Old_Chinese	0590	0590q		Karlgren1954
5447	眡	shì	Middle_Chinese		0590q	dzyijH	Wikibooks2016a
5448	眡	shì	Middle_Chinese		0590q	dzyijX	Wikibooks2016a
5449	眂	shì	Old_Chinese	0590	0590r		Karlgren1954
5450	眂	shì	Middle_Chinese		0590r	dzyijH	Wikibooks2016a
5451	眂	shì	Middle_Chinese		0590r	dzyijX	Wikibooks2016a
5452	鴟	chī	Old_Chinese	0590	0590s		Karlgren1954
5453	鴟	chī	Middle_Chinese		0590s	tsyhij	Wikibooks2016a
5454	妻	qī	Old_Chinese	0592	0592a		Karlgren1954
5455	妻	qī	Middle_Chinese		0592a	tshej	Wikibooks2016a
5456	妻	qī	Middle_Chinese		0592a	tshejH	Wikibooks2016a
5457	悽	qī	Old_Chinese	0592	0592e		Karlgren1954
5458	悽	qī	Middle_Chinese		0592e	tshej	Wikibooks2016a
5459	淒	qī	Old_Chinese	0592	0592f		Karlgren1954
5460	淒	qī	Middle_Chinese		0592f	tshej	Wikibooks2016a
5461	萋	qī	Old_Chinese	0592	0592g		Karlgren1954
5462	萋	qī	Middle_Chinese		0592g	tshej	Wikibooks2016a
5463	緀	qī	Old_Chinese	0592	0592i		Karlgren1954
5464	緀	qī	Middle_Chinese		0592i	tshej	Wikibooks2016a
5465	𨹷		Old_Chinese	0592	0592j		Karlgren1954
5466	𨹷		Middle_Chinese		0592j	tsej	Wikibooks2016a
5467	𨹷		Middle_Chinese		0592j	tsejH	Wikibooks2016a
5468	棲	qī	Old_Chinese	0592	0592l		Karlgren1954
5469	棲	qī	Middle_Chinese		0592l	sej	Wikibooks2016a
5470	齊	qí	Old_Chinese	0593	0593a		Karlgren1954
5471	齊	qí	Middle_Chinese		0593a	tsij	Wikibooks2016a
5472	癠	jì	Old_Chinese	0593	0593k		Karlgren1954
5473	癠	jì	Middle_Chinese		0593k	dzej	Wikibooks2016a
5474	擠	jǐ	Old_Chinese	0593	0593n		Karlgren1954
5475	擠	jǐ	Middle_Chinese		0593n	tsej	Wikibooks2016a
5476	擠	jǐ	Middle_Chinese		0593n	tsejH	Wikibooks2016a
5477	擠	jǐ	Middle_Chinese		0593n	tsejX	Wikibooks2016a
5478	濟	jì	Old_Chinese	0593	0593o		Karlgren1954
5479	濟	jì	Middle_Chinese		0593o	tsejX	Wikibooks2016a
5480	躋	jī	Old_Chinese	0593	0593p		Karlgren1954
5481	躋	jī	Middle_Chinese		0593p	tsej	Wikibooks2016a
5482	隮	jī	Old_Chinese	0593	0593r		Karlgren1954
