编号1	字目	京声	京韵	京调	上字	下字	韵摄	开合	等列	古调	古韵	古声
C2344	嘱	tƧ	u	3	之	欲	通	合	三	入	烛	章
C2345	瞩	tƧ	u	3	之	欲	通	合	三	入	烛	章
C2346	属	tƧ	u	3	之	欲	通	合	三	入	烛	章
C2347	贮	tƧ	u	4	展	吕	遇	合	三	上	语	知
C2348	著	tƧ	u	4	陟	虑	遇	合	三	去	御	知
C2349	杼	tƧ	u	4	直	吕	遇	合	三	上	语	澄
C2350	宁	tƧ	u	4	直	吕	遇	合	三	上	语	澄
C2351	伫	tƧ	u	4	直	吕	遇	合	三	上	语	澄
C2352	苎	tƧ	u	4	直	吕	遇	合	三	上	语	澄
C2353	纻	tƧ	u	4	直	吕	遇	合	三	上	语	澄
C2354	箸	tƧ	u	4	遟	倨	遇	合	三	去	御	澄
C2355	筯	tƧ	u	4	遟	倨	遇	合	三	去	御	澄
C2356	助	tƧ	u	4	床	据	遇	合	三	去	御	崇
C2357	翥	tƧ	u	4	章	恕	遇	合	三	去	御	章
C2358	驻	tƧ	u	4	中	句	遇	合	三	去	遇	知
C2359	註	tƧ	u	4	中	句	遇	合	三	去	遇	知
C2360	柱	tƧ	u	4	直	主	遇	合	三	上	麌	澄
C2361	住	tƧ	u	4	持	遇	遇	合	三	去	遇	澄
C2362	注	tƧ	u	4	之	戍	遇	合	三	去	遇	章
C2363	炷	tƧ	u	4	之	戍	遇	合	三	去	遇	章
C2364	蛀	tƧ	u	4	之	戍	遇	合	三	去	遇	章
C2365	铸	tƧ	u	4	之	戍	遇	合	三	去	遇	章
C2366	築	tƧ	u	4	张	六	通	合	三	入	屋	知
C2367	祝	tƧ	u	4	之	六	通	合	三	入	屋	章
C2368	初	tƧh	u	1	楚	居	遇	合	三	平	鱼	初
C2369	出	tƧh	u	1	赤	律	臻	合	三	入	术	昌
C2370	除	tƧh	u	2	直	鱼	遇	合	三	平	鱼	澄
C2371	躇	tƧh	u	2	直	鱼	遇	合	三	平	鱼	澄
C2372	储	tƧh	u	2	直	鱼	遇	合	三	平	鱼	澄
C2373	锄	tƧh	u	2	士	鱼	遇	合	三	平	鱼	崇
C2374	厨	tƧh	u	2	直	诛	遇	合	三	平	虞	澄
C2375	橱	tƧh	u	2	直	诛	遇	合	三	平	虞	澄
C2376	蹰	tƧh	u	2	直	诛	遇	合	三	平	虞	澄
C2377	刍	tƧh	u	2	测	隅	遇	合	三	平	虞	初
C2378	雏	tƧh	u	2	仕	于	遇	合	三	平	虞	崇
C2379	褚	tƧh	u	3	丑	吕	遇	合	三	上	语	彻
C2380	楮	tƧh	u	3	丑	吕	遇	合	三	上	语	彻
C2381	楚	tƧh	u	3	创	举	遇	合	三	上	语	初
C2382	础	tƧh	u	3	创	举	遇	合	三	上	语	初
C2383	处	tƧh	u	3	昌	与	遇	合	三	上	语	昌
C2384	杵	tƧh	u	3	昌	与	遇	合	三	上	语	昌
C2385	处	tƧh	u	4	昌	据	遇	合	三	去	御	昌
C2386	黜	tƧh	u	4	丑	律	臻	合	三	入	术	彻
C2387	怵	tƧh	u	4	丑	律	臻	合	三	入	术	彻
C2388	畜	tƧh	u	4	丑	六	通	合	三	入	屋	彻
C2389	矗	tƧh	u	4	丑	六	通	合	三	入	屋	彻
C2390	触	tƧh	u	4	尺	玉	通	合	三	入	烛	昌
C2391	摅	Ƨ	u	1	丑	居	遇	合	三	平	鱼	彻
C2392	摴	Ƨ	u	1	丑	居	遇	合	三	平	鱼	彻
C2393	樗	Ƨ	u	1	丑	居	遇	合	三	平	鱼	彻
C2394	梳	Ƨ	u	1	所	葅	遇	合	三	平	鱼	生
C2395	疏	Ƨ	u	1	所	葅	遇	合	三	平	鱼	生
C2396	疎	Ƨ	u	1	所	葅	遇	合	三	平	鱼	生
C2397	蔬	Ƨ	u	1	所	葅	遇	合	三	平	鱼	生
C2398	书	Ƨ	u	1	伤	鱼	遇	合	三	平	鱼	书
C2399	舒	Ƨ	u	1	伤	鱼	遇	合	三	平	鱼	书
C2400	抒	Ƨ	u	1	伤	鱼	遇	合	三	平	鱼	书
C2401	纾	Ƨ	u	1	伤	鱼	遇	合	三	平	鱼	书
C2402	毹	Ƨ	u	1	山	刍	遇	合	三	平	虞	生
C2403	枢	Ƨ	u	1	昌	朱	遇	合	三	平	虞	昌
C2404	姝	Ƨ	u	1	昌	朱	遇	合	三	平	虞	昌
C2405	输	Ƨ	u	1	式	朱	遇	合	三	平	虞	书
C2406	殊	Ƨ	u	1	市	朱	遇	合	三	平	虞	禅
C2407	殳	Ƨ	u	1	市	朱	遇	合	三	平	虞	禅
C2408	叔	Ƨ	u	1	式	竹	通	合	三	入	屋	书
C2409	秫	Ƨ	u	2	食	聿	臻	合	三	入	术	船
C2410	叔	Ƨ	u	2	式	竹	通	合	三	入	屋	书
C2411	菽	Ƨ	u	2	式	竹	通	合	三	入	屋	书
C2412	孰	Ƨ	u	2	殊	六	通	合	三	入	屋	禅
C2413	熟	Ƨ	u	2	殊	六	通	合	三	入	屋	禅
C2414	塾	Ƨ	u	2	殊	六	通	合	三	入	屋	禅
C2415	淑	Ƨ	u	2	殊	六	通	合	三	入	屋	禅
C2416	赎	Ƨ	u	2	神	蜀	通	合	三	入	烛	船
C2417	暑	Ƨ	u	3	舒	吕	遇	合	三	上	语	书
C2418	鼠	Ƨ	u	3	舒	吕	遇	合	三	上	语	书
C2419	黍	Ƨ	u	3	舒	吕	遇	合	三	上	语	书
C2420	署	Ƨ	u	3	常	恕	遇	合	三	去	御	禅
C2421	薯	Ƨ	u	3	常	恕	遇	合	三	去	御	禅
C2422	数	Ƨ	u	3	所	矩	遇	合	三	上	麌	生
C2423	蜀	Ƨ	u	3	市	玉	通	合	三	入	烛	禅
C2424	属	Ƨ	u	3	市	玉	通	合	三	入	烛	禅
C2425	庶	Ƨ	u	4	商	署	遇	合	三	去	御	书
C2426	恕	Ƨ	u	4	商	署	遇	合	三	去	御	书
C2427	墅	Ƨ	u	4	承	与	遇	合	三	上	语	禅
C2428	曙	Ƨ	u	4	常	恕	遇	合	三	去	御	禅
C2429	数	Ƨ	u	4	色	句	遇	合	三	去	遇	生
C2430	戍	Ƨ	u	4	伤	遇	遇	合	三	去	遇	书
C2431	竖	Ƨ	u	4	臣	庾	遇	合	三	上	麌	禅
C2432	树	Ƨ	u	4	常	句	遇	合	三	去	遇	禅
C2433	澍	Ƨ	u	4	常	句	遇	合	三	去	遇	禅
C2434	漱	Ƨ	u	4	所	佑	流	开	三	去	宥	生
C2435	术	Ƨ	u	4	食	聿	臻	合	三	入	术	船
C2436	述	Ƨ	u	4	食	聿	臻	合	三	入	术	船
C2437	倐	Ƨ	u	4	式	竹	通	合	三	入	屋	书
C2438	束	Ƨ	u	4	书	玉	通	合	三	入	烛	书
C2439	如	½	u	2	人	诸	遇	合	三	平	鱼	日
C2440	茹	½	u	2	人	诸	遇	合	三	平	鱼	日
C2441	儒	½	u	2	人	朱	遇	合	三	平	虞	日
C2442	濡	½	u	2	人	朱	遇	合	三	平	虞	日
C2443	蠕	½	u	2	汝	朱	遇	合	三	平	虞	日
C2444	汝	½	u	3	人	渚	遇	合	三	上	语	日
C2445	乳	½	u	3	而	主	遇	合	三	上	麌	日
C2446	擩	½	u	3	而	主	遇	合	三	上	麌	日
C2447	辱	½	u	3	而	蜀	通	合	三	入	烛	日
C2448	孺	½	u	4	而	遇	遇	合	三	去	遇	日
C2449	入	½	u	4	人	执	深	开	三	入	缉	日
C2450	辱	½	u	4	而	蜀	通	合	三	入	烛	日
C2451	褥	½	u	4	而	蜀	通	合	三	入	烛	日
C2452	缛	½	u	4	而	蜀	通	合	三	入	烛	日
C2453	蓐	½	u	4	而	蜀	通	合	三	入	烛	日
C2454	姑	k	u	1	古	胡	遇	合	一	平	模	见
C2455	沽	k	u	1	古	胡	遇	合	一	平	模	见
C2456	辜	k	u	1	古	胡	遇	合	一	平	模	见
C2457	蛄	k	u	1	古	胡	遇	合	一	平	模	见
C2458	箍	k	u	1	古	胡	遇	合	一	平	模	见
C2459	孤	k	u	1	古	胡	遇	合	一	平	模	见
C2460	觚	k	u	1	古	胡	遇	合	一	平	模	见
C2461	鸪	k	u	1	古	胡	遇	合	一	平	模	见
C2462	估	k	u	1	公	户	遇	合	一	上	姥	见
C2463	毂	k	u	1	古	禄	通	合	一	入	屋	见
C2464	古	k	u	3	公	户	遇	合	一	上	姥	见
C2465	估	k	u	3	公	户	遇	合	一	上	姥	见
C2466	牯	k	u	3	公	户	遇	合	一	上	姥	见
C2467		k	u	3	公	户	遇	合	一	上	姥	见
C2468	羖	k	u	3	公	户	遇	合	一	上	姥	见
C2469	股	k	u	3	公	户	遇	合	一	上	姥	见
C2470	鼓	k	u	3	公	户	遇	合	一	上	姥	见
C2471	瞽	k	u	3	公	户	遇	合	一	上	姥	见
C2472	贾	k	u	3	公	户	遇	合	一	上	姥	见
C2473	蛊	k	u	3	公	户	遇	合	一	上	姥	见
C2474	骨	k	u	3	古	忽	臻	合	一	入	没	见
C2475	汩	k	u	3	古	忽	臻	合	一	入	没	见
C2476	穀	k	u	3	古	禄	通	合	一	入	屋	见
C2477	毂	k	u	3	古	禄	通	合	一	入	屋	见
C2478	谷	k	u	3	古	禄	通	合	一	入	屋	见
C2479	鹄	k	u	3	古	沃	通	合	一	入	沃	见
C2480		k	u	3	古	沃	通	合	一	入	沃	见
C2481	故	k	u	4	古	暮	遇	合	一	去	暮	见
C2482	固	k	u	4	古	暮	遇	合	一	去	暮	见
C2483	锢	k	u	4	古	暮	遇	合	一	去	暮	见
C2484	雇	k	u	4	古	暮	遇	合	一	去	暮	见
C2485	僱	k	u	4	古	暮	遇	合	一	去	暮	见
C2486	顾	k	u	4	古	暮	遇	合	一	去	暮	见
C2487	梏	k	u	4	古	沃	通	合	一	入	沃	见
C2488	枯	kh	u	1	苦	胡	遇	合	一	平	模	溪
C2489	刳	kh	u	1	苦	胡	遇	合	一	平	模	溪
C2490	骷	kh	u	1	空	胡	遇	合	一	平	模	溪
C2491	窟	kh	u	1	苦	骨	臻	合	一	入	没	溪
C2492	哭	kh	u	1	空	谷	通	合	一	入	屋	溪
C2493	苦	kh	u	3	康	杜	遇	合	一	上	姥	溪
C2494	库	kh	u	4	苦	故	遇	合	一	去	暮	溪
C2495	裤	kh	u	4	苦	故	遇	合	一	去	暮	溪
C2496	袴	kh	u	4	苦	故	遇	合	一	去	暮	溪
C2497	矻	kh	u	4	苦	骨	臻	合	一	入	没	溪
C2498	酷	kh	u	4	苦	沃	通	合	一	入	沃	溪
C2499	喾	kh	u	4	苦	沃	通	合	一	入	沃	溪
C2500	呼	x	u	1	荒	乌	遇	合	一	平	模	晓
C2501	轷	x	u	1	荒	乌	遇	合	一	平	模	晓
C2502	虖	x	u	1	荒	乌	遇	合	一	平	模	晓
C2503	謼	x	u	1	荒	乌	遇	合	一	平	模	晓
C2504	滹	x	u	1	荒	乌	遇	合	一	平	模	晓
C2505	忽	x	u	1	呼	骨	臻	合	一	入	没	晓
C2506	惚	x	u	1	呼	骨	臻	合	一	入	没	晓
C2507	胡	x	u	2	户	吴	遇	合	一	平	模	匣
C2508	湖	x	u	2	户	吴	遇	合	一	平	模	匣
C2509	糊	x	u	2	户	吴	遇	合	一	平	模	匣
C2510	葫	x	u	2	户	吴	遇	合	一	平	模	匣
C2511	餬	x	u	2	户	吴	遇	合	一	平	模	匣
C2512	鬍	x	u	2	户	吴	遇	合	一	平	模	匣
C2513	弧	x	u	2	户	吴	遇	合	一	平	模	匣
C2514	狐	x	u	2	户	吴	遇	合	一	平	模	匣
C2515	瓠	x	u	2	户	吴	遇	合	一	平	模	匣
C2516	壶	x	u	2	户	吴	遇	合	一	平	模	匣
C2517	乎	x	u	2	户	吴	遇	合	一	平	模	匣
C2518	蝴	x	u	2	户	吴	遇	合	一	平	模	匣
C2519	醐	x	u	2	户	吴	遇	合	一	平	模	匣
C2520	瑚	x	u	2	户	吴	遇	合	一	平	模	匣
C2521	核	x	u	2	户	骨	臻	合	一	入	没	匣
C2522	鹘	x	u	2	户	骨	臻	合	一	入	没	匣
C2523	斛	x	u	2	胡	谷	通	合	一	入	屋	匣
C2524	槲	x	u	2	胡	谷	通	合	一	入	屋	匣
C2525	縠	x	u	2	胡	谷	通	合	一	入	屋	匣
C2526	觳	x	u	2	胡	谷	通	合	一	入	屋	匣
C2527	鹄	x	u	2	胡	沃	通	合	一	入	沃	匣
C2528	虎	x	u	3	呼	古	遇	合	一	上	姥	晓
C2529	浒	x	u	3	呼	古	遇	合	一	上	姥	晓
C2530	琥	x	u	3	呼	古	遇	合	一	上	姥	晓
C2531	戽	x	u	4	荒	故	遇	合	一	去	暮	晓
C2532	户	x	u	4	侯	古	遇	合	一	上	姥	匣
C2533	沪	x	u	4	侯	古	遇	合	一	上	姥	匣
C2534	扈	x	u	4	侯	古	遇	合	一	上	姥	匣
C2535	怙	x	u	4	侯	古	遇	合	一	上	姥	匣
C2536	祜	x	u	4	侯	古	遇	合	一	上	姥	匣
C2537	鄠	x	u	4	侯	古	遇	合	一	上	姥	匣
C2538	互	x	u	4	胡	误	遇	合	一	去	暮	匣
C2539	冱	x	u	4	胡	误	遇	合	一	去	暮	匣
C2540	护	x	u	4	胡	误	遇	合	一	去	暮	匣
C2541	瓠	x	u	4	胡	误	遇	合	一	去	暮	匣
C2542	笏	x	u	4	呼	骨	臻	合	一	入	没	晓
C2543	乌	Ʒ	u	1	哀	都	遇	合	一	平	模	影
C2544	呜	Ʒ	u	1	哀	都	遇	合	一	平	模	影
C2545	污	Ʒ	u	1	哀	都	遇	合	一	平	模	影
C2546	污	Ʒ	u	1	哀	都	遇	合	一	平	模	影
C2547	杇	Ʒ	u	1	哀	都	遇	合	一	平	模	影
C2548	圬	Ʒ	u	1	哀	都	遇	合	一	平	模	影
C2549	巫	Ʒ	u	1	武	夫	遇	合	三	平	虞	微
C2550	诬	Ʒ	u	1	武	夫	遇	合	三	平	虞	微
C2551	屋	Ʒ	u	1	乌	谷	通	合	一	入	屋	影
C2552	吴	Ʒ	u	2	五	乎	遇	合	一	平	模	疑
C2553	吾	Ʒ	u	2	五	乎	遇	合	一	平	模	疑
C2554	梧	Ʒ	u	2	五	乎	遇	合	一	平	模	疑
C2555	峿	Ʒ	u	2	五	乎	遇	合	一	平	模	疑
C2556	浯	Ʒ	u	2	五	乎	遇	合	一	平	模	疑
C2557	鼯	Ʒ	u	2	五	乎	遇	合	一	平	模	疑
C2558	蜈	Ʒ	u	2	五	乎	遇	合	一	平	模	疑
C2559	无	Ʒ	u	2	武	夫	遇	合	三	平	虞	微
C2560	毋	Ʒ	u	2	武	夫	遇	合	三	平	虞	微
C2561	芜	Ʒ	u	2	武	夫	遇	合	三	平	虞	微
C2562	五	Ʒ	u	3	疑	古	遇	合	一	上	姥	疑
C2563	伍	Ʒ	u	3	疑	古	遇	合	一	上	姥	疑
C2564	午	Ʒ	u	3	疑	古	遇	合	一	上	姥	疑
C2565	仵	Ʒ	u	3	疑	古	遇	合	一	上	姥	疑
C2566	忤	Ʒ	u	3	五	故	遇	合	一	去	暮	疑
C2567	武	Ʒ	u	3	文	甫	遇	合	三	上	麌	微
C2568	舞	Ʒ	u	3	文	甫	遇	合	三	上	麌	微
C2569	怃	Ʒ	u	3	文	甫	遇	合	三	上	麌	微
C2570	庑	Ʒ	u	3	文	甫	遇	合	三	上	麌	微
C2571	侮	Ʒ	u	3	文	甫	遇	合	三	上	麌	微
C2572	鹉	Ʒ	u	3	文	甫	遇	合	三	上	麌	微
C2573	误	Ʒ	u	4	五	故	遇	合	一	去	暮	疑
C2574	悟	Ʒ	u	4	五	故	遇	合	一	去	暮	疑
C2575	寤	Ʒ	u	4	五	故	遇	合	一	去	暮	疑
C2576	晤	Ʒ	u	4	五	故	遇	合	一	去	暮	疑
C2577	坞	Ʒ	u	4	安	古	遇	合	一	上	姥	影
C2578	坞	Ʒ	u	4	乌	故	遇	合	一	去	暮	影
C2579	恶	Ʒ	u	4	乌	路	遇	合	一	去	暮	影
C2580	污	Ʒ	u	4	乌	路	遇	合	一	去	暮	影
C2581	务	Ʒ	u	4	亡	遇	遇	合	三	去	遇	微
C2582	雾	Ʒ	u	4	亡	遇	遇	合	三	去	遇	微
C2583	骛	Ʒ	u	4	亡	遇	遇	合	三	去	遇	微
C2584	婺	Ʒ	u	4	亡	遇	遇	合	三	去	遇	微
C2585	鹜	Ʒ	u	4	亡	遇	遇	合	三	去	遇	微
C2586	戊	Ʒ	u	4	莫	候	流	开	一	去	候	明
C2587	兀	Ʒ	u	4	五	忽	臻	合	一	入	没	疑
C2588	杌	Ʒ	u	4	五	忽	臻	合	一	入	没	疑
C2589	扤	Ʒ	u	4	五	忽	臻	合	一	入	没	疑
C2590	物	Ʒ	u	4	文	弗	臻	合	三	入	物	微
C2591	勿	Ʒ	u	4	文	弗	臻	合	三	入	物	微
C2592	女	n	y	3	尼	吕	遇	合	三	上	语	泥
C2593	恧	n	y	4	女	六	通	合	三	入	屋	泥
C2594	肭	n	y	4	女	六	通	合	三	入	屋	泥
C2595	衄	n	y	4	女	六	通	合	三	入	屋	泥
C2596	驴	l	y	2	力	居	遇	合	三	平	鱼	来
C2597	闾	l	y	2	力	居	遇	合	三	平	鱼	来
C2598	吕	l	y	3	力	举	遇	合	三	上	语	来
C2599	侣	l	y	3	力	举	遇	合	三	上	语	来
C2600	郘	l	y	3	力	举	遇	合	三	上	语	来
C2601	旅	l	y	3	力	举	遇	合	三	上	语	来
C2602	膂	l	y	3	力	举	遇	合	三	上	语	来
C2603	穞	l	y	3	力	举	遇	合	三	上	语	来
C2604	稆	l	y	3	力	举	遇	合	三	上	语	来
C2605	缕	l	y	3	力	主	遇	合	三	上	麌	来
C2606	褛	l	y	3	力	主	遇	合	三	上	麌	来
C2607	屡	l	y	3	良	遇	遇	合	三	去	遇	来
C2608	履	l	y	3	力	几	止	开	三	上	旨	来
C2609	虑	l	y	4	良	倨	遇	合	三	去	御	来
C2610	鑢	l	y	4	良	倨	遇	合	三	去	御	来
C2611	滤	l	y	4	良	据	遇	合	三	去	御	来
C2612	律	l	y	4	吕	恤	臻	合	三	入	术	来
C2613	率	l	y	4	劣	戌	臻	合	三	入	术	来
C2614	绿	l	y	4	力	玉	通	合	三	入	烛	来
C2615	疽	tþ	y	1	七	余	遇	合	三	平	鱼	清
C2616	雎	tþ	y	1	七	余	遇	合	三	平	鱼	清
C2617	居	tþ	y	1	九	鱼	遇	合	三	平	鱼	见
C2618	车	tþ	y	1	九	鱼	遇	合	三	平	鱼	见
C2619	裾	tþ	y	1	九	鱼	遇	合	三	平	鱼	见
C2620	琚	tþ	y	1	九	鱼	遇	合	三	平	鱼	见
C2621		tþ	y	1	九	鱼	遇	合	三	平	鱼	见
C2622	据	tþ	y	1	九	鱼	遇	合	三	平	鱼	见
C2623	拘	tþ	y	1	举	朱	遇	合	三	平	虞	见
C2624	驹	tþ	y	1	举	朱	遇	合	三	平	虞	见
C2625	俱	tþ	y	1	举	朱	遇	合	三	平	虞	见
C2626	痀	tþ	y	1	举	朱	遇	合	三	平	虞	见
C2627	锔	tþ	y	1	居	玉	通	合	三	入	烛	见
C2628	橘	tþ	y	2	居	聿	臻	合	三	入	术	见
C2629	菊	tþ	y	2	居	六	通	合	三	入	屋	见
C2630	蘜	tþ	y	2	居	六	通	合	三	入	屋	见
C2631	鞠	tþ	y	2	居	六	通	合	三	入	屋	见
C2632	掬	tþ	y	2	居	六	通	合	三	入	屋	见
C2633	匊	tþ	y	2	居	六	通	合	三	入	屋	见
C2634	鞫	tþ	y	2	居	六	通	合	三	入	屋	见
C2635	局	tþ	y	2	渠	玉	通	合	三	入	烛	群
C2636	局	tþ	y	2	渠	玉	通	合	三	入	烛	群
C2637	局	tþ	y	2	渠	玉	通	合	三	入	烛	群
C2638	举	tþ	y	3	居	许	遇	合	三	上	语	见
C2639	榉	tþ	y	3	居	许	遇	合	三	上	语	见
C2640	莒	tþ	y	3	居	许	遇	合	三	上	语	见
C2641	筥	tþ	y	3	居	许	遇	合	三	上	语	见
C2642	柜	tþ	y	3	居	许	遇	合	三	上	语	见
C2643	弆	tþ	y	3	居	许	遇	合	三	上	语	见
C2644	矩	tþ	y	3	俱	雨	遇	合	三	上	麌	见
C2645	榘	tþ	y	3	俱	雨	遇	合	三	上	麌	见
C2646	踽	tþ	y	3	俱	雨	遇	合	三	上	麌	见
C2647	蒟	tþ	y	3	俱	雨	遇	合	三	上	麌	见
C2648	據	tþ	y	4	居	御	遇	合	三	去	御	见
C2649	据	tþ	y	4	居	御	遇	合	三	去	御	见
C2650	锯	tþ	y	4	居	御	遇	合	三	去	御	见
C2651	倨	tþ	y	4	居	御	遇	合	三	去	御	见
C2652	踞	tþ	y	4	居	御	遇	合	三	去	御	见
C2653	巨	tþ	y	4	其	吕	遇	合	三	上	语	群
C2654	拒	tþ	y	4	其	吕	遇	合	三	上	语	群
C2655	距	tþ	y	4	其	吕	遇	合	三	上	语	群
C2656	苣	tþ	y	4	其	吕	遇	合	三	上	语	群
C2657	炬	tþ	y	4	其	吕	遇	合	三	上	语	群
C2658	秬	tþ	y	4	其	吕	遇	合	三	上	语	群
C2659	讵	tþ	y	4	其	吕	遇	合	三	上	语	群
C2660	钜	tþ	y	4	其	吕	遇	合	三	上	语	群
C2661	歫	tþ	y	4	其	吕	遇	合	三	上	语	群
C2662	虡	tþ	y	4	其	吕	遇	合	三	上	语	群
C2663		tþ	y	4	其	吕	遇	合	三	上	语	群
C2664	讵	tþ	y	4	其	据	遇	合	三	去	御	群
C2665	遽	tþ	y	4	其	据	遇	合	三	去	御	群
C2666	醵	tþ	y	4	其	据	遇	合	三	去	御	群
C2667	勮	tþ	y	4	其	据	遇	合	三	去	御	群
C2668	聚	tþ	y	4	慈	庾	遇	合	三	上	麌	从
C2669	句	tþ	y	4	九	遇	遇	合	三	去	遇	见
C2670	絇	tþ	y	4	九	遇	遇	合	三	去	遇	见
C2671	屦	tþ	y	4	九	遇	遇	合	三	去	遇	见
C2672	具	tþ	y	4	其	遇	遇	合	三	去	遇	群
C2673	俱	tþ	y	4	其	遇	遇	合	三	去	遇	群
C2674	惧	tþ	y	4	其	遇	遇	合	三	去	遇	群
C2675	飓	tþ	y	4	衢	遇	遇	合	三	去	遇	群
C2676	剧	tþ	y	4	奇	逆	梗	开	三	入	陌	群
C2677	蛆	tþh	y	1	七	余	遇	合	三	平	鱼	清
C2678	袪	tþh	y	1	去	鱼	遇	合	三	平	鱼	溪
C2679	胠	tþh	y	1	去	鱼	遇	合	三	平	鱼	溪
C2680		tþh	y	1	去	鱼	遇	合	三	平	鱼	溪
C2681		tþh	y	1	去	鱼	遇	合	三	平	鱼	溪
C2682	阹	tþh	y	1	去	鱼	遇	合	三	平	鱼	溪
C2683	趋	tþh	y	1	七	逾	遇	合	三	平	虞	清
C2684	区	tþh	y	1	岂	俱	遇	合	三	平	虞	溪
C2685	躯	tþh	y	1	岂	俱	遇	合	三	平	虞	溪
C2686	驱	tþh	y	1	岂	俱	遇	合	三	平	虞	溪
C2687	岖	tþh	y	1	岂	俱	遇	合	三	平	虞	溪
