ID,Language_name,Language_ID,Language_iso,Parameter_ID,Parameter_name,Source,Comment,Parameter_Chinese,Parameter_Pinyin,Value,Form,Segments,Cognate_Set,Cognate_Sets,Alignments,Order,Beida_ID,Page,Benzi,Benzi_in_source
7567,Beijing,beij1234,cmn,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,ɕi⁵⁶tsɿ⁰,ɕi⁵⁶tsɿ⁰,ɕ i ⁵⁵ ts ɿ ⁰,3116,2783 67,ɕ i - - ⁵⁵ + ts ɿ - - ⁰,1,276,138,蓆 子,蓆子
7568,Jinan,jina1245,cmn,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,ɕi⁴²,ɕi⁴²,ɕ i ⁴²,3117,2783,ɕ i - - ⁴²,1,276,138,蓆,蓆
7569,Shenyang,shen1252,cmn,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,ɕi³⁵tsɿ⁰,ɕi³⁵tsɿ⁰,ɕ i ³⁵ ts ɿ ⁰,3116,2783 67,ɕ i - - ³⁵ + ts ɿ - - ⁰,1,276,138,蓆 子,蓆子
7570,Xi_an,xian1253,cmn,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,ɕi²⁴,ɕi²⁴,ɕ i ²⁴,3117,2783,ɕ i - - ²⁴,1,276,138,蓆,蓆
7571,Chengdu,chen1267,cmn,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,ɕi³¹tsɿ⁵³,ɕi³¹tsɿ⁵³,ɕ i ³¹ ts ɿ ⁵³,3116,2783 67,ɕ i - - ³¹ + ts ɿ - - ⁵³,1,276,138,蓆 子,蓆子
7572,Kunming,kunm1234,cmn,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,ɕi³¹tsɿ⁵³,ɕi³¹tsɿ⁵³,ɕ i ³¹ ts ɿ ⁵³,3116,2783 67,ɕ i - - ³¹ + ts ɿ - - ⁵³,1,276,138,蓆 子,蓆子
7573,Hefei,hefe1234,cmn,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,ɕiəʔ⁴tsə⁰,ɕiəʔ⁴tsə⁰,ɕ i ə ʔ ⁴ ts ə ⁰,3116,2783 67,ɕ i ə ʔ ⁴ + ts ə - - ⁰,1,276,138,蓆 子,蓆子
7574,Yangzhou,yang1306,cmn,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,ɕiəʔ⁴tsɛ⁰,ɕiəʔ⁴tsɛ⁰,ɕ i ə ʔ ⁴ ts ɛ ⁰,3116,2783 67,ɕ i ə ʔ ⁴ + ts ɛ - - ⁰,1,276,138,蓆 子,蓆子
7575,Suzhou,suzh1234,wuu,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,ziɪʔ²³tsɿ⁴¹₂₁,ziɪʔ²³tsɿ⁴¹₂₁,z i ɪ ʔ ²³ ts ɿ ²¹/⁴¹,3116,2783 67,z i ɪ ʔ ²³ + ts ɿ - - ²¹/⁴¹,1,276,138,蓆 子,蓆子
7576,Wenzhou,ouji1238,(wuu),195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,zei¹²,zei¹²,z e i ¹²,3117,2783,z e i - ¹²,1,276,138,蓆,蓆
7577,Changsha,chan1326,hsn,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,ɕi²⁴tsɿ⁰,ɕi²⁴tsɿ⁰,ɕ i ²⁴ ts ɿ ⁰,3116,2783 67,ɕ i - - ²⁴ + ts ɿ - - ⁰,1,276,138,蓆 子,蓆子
7578,Nanchang,nanc1254,gan,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,tɕʰiak⁵tsɿ⁰,tɕʰiak⁵tsɿ⁰,tɕʰ i a k ⁵ ts ɿ ⁰,3116,2783 67,tɕʰ i a k ⁵ + ts ɿ - - ⁰,1,276,138,蓆 子,蓆子
7579,Meixian,yuet1238,hak,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,tsʰiak⁴,tsʰiak⁴,tsʰ i a k ⁴,3117,2783,tsʰ i a k ⁴,1,276,138,蓆,蓆
7580,Guangzhou,guan1279,yue,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,tʃɛk²²,tʃɛk²²,tʃ ɛ k ²²,3117,2783,tʃ ɛ - k ²²,1,276,138,蓆,蓆
7581,Yangjiang,yang1307,yue,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,tʃɪk⁴⁵⁴,tʃɪk⁴⁵⁴,tʃ ɪ k ⁴⁵⁴,3117,2783,tʃ ɪ - k ⁴⁵⁴,1,276,138,蓆,蓆
7582,Xiamen,xiam1236,nan,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,taʰioʔ⁵,taʰioʔ⁵,tsʰ i o ʔ ⁵,3117,2783,tsʰ i o ʔ ⁵,1,276,138,蓆,蓆
7583,Chaozhou,chao1238,nan,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,tsʰieʔ⁴,tsʰieʔ⁴,tsʰ i e ʔ ⁴,3117,2783,tsʰ i e ʔ ⁴,1,276,138,蓆,蓆
7584,Fuzhou,fuzh1239,cdo,195,mat (xí zi 席子),BeijingDaxue1964,,席子,xí zi,tsʰyɔʔ⁴,tsʰyɔʔ⁴,tsʰ y ɔ ʔ ⁴,3117,2783,tsʰ y ɔ ʔ ⁴,1,276,138,蓆,蓆
8829,Beijing,beij1234,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,iaŋ³⁵xuo²¹⁴,iaŋ³⁵xuo²¹⁴,i a ŋ ³⁵ x u o ²¹⁴,3118,232 210,- i a ŋ - ³⁵ + x - u o ²¹⁴,1,304,152,洋 火,洋火
8830,Beijing,beij1234,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,[2],火柴,huǒ chái,tɕʰy²¹⁴₂₁təŋr⁵⁵,tɕʰy²¹⁴₂₁təŋr⁵⁵,tɕʰ y ²¹/²¹⁴ t */ə ŋ ⁵⁵,3119,1203 1204,tɕʰ y ²¹/²¹⁴ + t */ə ŋ ⁵⁵,2,304,152,取 燈,取燈兒
8831,Jinan,jina1245,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,iaŋ⁴²xuə⁵⁵,iaŋ⁴²xuə⁵⁵,i a ŋ ⁴² x u ə ⁵⁵,3118,232 210,- i a ŋ - ⁴² + x - u ə ⁵⁵,1,304,152,洋 火,洋火
8832,Shenyang,shen1252,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,iaŋ³⁵xuə²¹³,iaŋ³⁵xuə²¹³,i a ŋ ³⁵ x u ə ²¹³,3118,232 210,- i a ŋ - ³⁵ + x - u ə ²¹³,1,304,152,洋 火,洋火
8833,Shenyang,shen1252,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,[2],火柴,huǒ chái,tɕʰy²¹³₂₁teŋr³³,tɕʰy²¹³₂₁teŋr³³,tɕʰ y ²¹/²¹³ t */e ŋ ³³,3119,1203 1204,tɕʰ y ²¹/²¹³ + t */e ŋ ³³,2,304,152,取 燈,取燈兒
8834,Xi_an,xian1253,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,iɑŋ²⁴xuo⁵³,iɑŋ²⁴xuo⁵³,i ɑ ŋ ²⁴ x u o ⁵³,3118,232 210,- i ɑ ŋ - ²⁴ + x - u o ⁵³,1,304,152,洋 火,洋火
8835,Chengdu,chen1267,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,iaŋ³¹xo⁵³,iaŋ³¹xo⁵³,i a ŋ ³¹ x o ⁵³,3118,232 210,- i a ŋ - ³¹ + x - - o ⁵³,1,304,152,洋 火,洋火
8836,Chengdu,chen1267,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,[2],火柴,huǒ chái,xo⁵³tsʰau⁵³,xo⁵³tsʰau⁵³,x o ⁵³ tsʰ a u ⁵³,3120,210 472,x - - o ⁵³ + tsʰ a u ⁵³,2,304,152,火 草,火草
8837,Kunming,kunm1234,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,iã³¹xuo⁵³,iã³¹xuo⁵³,i ã ∼ ³¹ x u o ⁵³,3118,232 210,- i ã ∼ - ³¹ + x - u o ⁵³,1,304,152,洋 火,洋火
8838,Hefei,hefe1234,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,iɑ̃⁵⁵xʊ²⁴,iɑ̃⁵⁵xʊ²⁴,i ɑ̃ ∼ ⁵⁵ x ʊ ²⁴,3118,232 210,- i ɑ̃ ∼ - ⁵⁵ + x - - ʊ ²⁴,1,304,152,洋 火,洋火
8839,Yangzhou,yang1306,cmn,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,iɑŋ³⁴xo⁴²,iɑŋ³⁴xo⁴²,i ɑ ŋ ³⁴ x o ⁴²,3118,232 210,- i ɑ ŋ - ³⁴ + x - - o ⁴²,1,304,152,洋 火,洋火
8840,Suzhou,suzh1234,wuu,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,iaŋ²⁴₂₂həu⁴¹₄₄,iaŋ²⁴₂₂həu⁴¹₄₄,i a ŋ ²²/²⁴ h ə u ⁴⁴/⁴¹,3118,232 210,- i a ŋ - ²²/²⁴ + - h ə u ⁴⁴/⁴¹,1,304,152,洋 火,洋火
8841,Suzhou,suzh1234,wuu,1133,match (huǒ chái 火柴),BeijingDaxue1964,[2],火柴,huǒ chái,zɿ³¹₂₂lɛ²⁴₃₃həu⁴¹₂₁,zɿ³¹₂₂lɛ²⁴₃₃həu⁴¹₂₁,z ɿ ²²/³¹ l ᴇ ³³/²⁴ h ə u ²¹/⁴¹,3121,324 35 210,z ɿ - ²²/³¹ + l ᴇ - ³³/²⁴ + - h ə u ²¹/⁴¹,2,304,152,自 來 火,自來火
8842,Wenzhou,ouji1238,(wuu),1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,zɿ¹¹lɛ³¹fu⁴⁵,zɿ¹¹lɛ³¹fu⁴⁵,z ɿ ¹¹ l ɛ ³¹ f u ⁴⁵,3121,324 35 210,z ɿ - ¹¹ + l ɛ - ³¹ + - f - u ⁴⁵,1,304,152,自 來 火,自來火
8843,Changsha,chan1326,hsn,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,ian¹³xo⁴¹,ian¹³xo⁴¹,i a n ¹³ x o ⁴¹,3118,232 210,- i a n - ¹³ + x - - o ⁴¹,1,304,152,洋 火,洋火
8844,Nanchang,nanc1254,gan,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,iɔŋ⁵⁵fɔ²¹³,iɔŋ⁵⁵fɔ²¹³,i ɔ ŋ ⁵⁵ f ɔ ²¹³,3118,232 210,- i ɔ ŋ - ⁵⁵ + - f - ɔ ²¹³,1,304,152,洋 火,洋火
8845,Meixian,yuet1238,hak,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,fɔ³¹tsʰai¹²,fɔ³¹tsʰai¹²,f ɔ ³¹ tsʰ a i ¹²,3122,210 997,- f - ɔ ³¹ + tsʰ a i ¹²,1,304,152,火 柴,火柴
8846,Meixian,yuet1238,hak,1133,match (huǒ chái 火柴),BeijingDaxue1964,[2],火柴,huǒ chái,tsʰɿ⁴²lɔi¹²fɔ³¹,tsʰɿ⁴²lɔi¹²fɔ³¹,tsʰ ɿ ⁴² l ɔ i ¹² f ɔ ³¹,3121,324 35 210,tsʰ ɿ - ⁴² + l ɔ i ¹² + - f - ɔ ³¹,2,304,152,自 來 火,自來火
8847,Guangzhou,guan1279,yue,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,fɔ³⁵tʃʰai²¹₃₅,fɔ³⁵tʃʰai²¹₃₅,f ɔ ³⁵ tʃʰ a i ³⁵/²¹,3122,210 997,- f - ɔ ³⁵ + tʃʰ a i ³⁵/²¹,1,304,152,火 柴,火柴
8848,Yangjiang,yang1307,yue,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,fɔ²¹ʃɐi⁴⁴³,fɔ²¹ʃɐi⁴⁴³,f ɔ ²¹ ʃ ɐ i ⁴⁴³,3122,210 997,- f - ɔ ²¹ + ʃ ɐ i ⁴⁴³,1,304,152,火 柴,火柴
8849,Xiamen,xiam1236,nan,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,he⁵¹₅₅tsʰat³²,he⁵¹₅₅tsʰat³²,h e ⁵⁵/⁵¹ tsʰ a t ³²,3123,210 443,- h - e ⁵⁵/⁵¹ + tsʰ a t ³²,1,304,152,火 擦,火擦
8850,Xiamen,xiam1236,nan,1133,match (huǒ chái 火柴),BeijingDaxue1964,[2],火柴,huǒ chái,huan⁵⁵₃₃he⁵¹,huan⁵⁵₃₃he⁵¹,h u a n ³³/⁵⁵ h e ⁵¹,3124,233 210,h u a n ³³/⁵⁵ + - h - e ⁵¹,2,304,152,番 火,番仔火
8851,Chaozhou,chao1238,nan,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,tsɿ³⁵₂₁hue⁵³,tsɿ³⁵₂₁hue⁵³,ts ɿ ²¹/³⁵ h u e ⁵³,3125,324 210,ts ɿ - ²¹/³⁵ + - h u e ⁵³,1,304,152,自 火,自來火
8852,Fuzhou,fuzh1239,cdo,1133,match (huǒ chái 火柴),BeijingDaxue1964,,火柴,huǒ chái,tsy²⁴²₅₂lau⁵²₃₁ui³¹,tsy²⁴²₅₂lau⁵²₃₁ui³¹,ts y ⁵²/²⁴² l a u ³¹/⁵² u i ³¹,3121,324 35 210,ts y - ⁵²/²⁴² + l a u ³¹/⁵² + - - u i ³¹,1,304,152,自 來 火,自來火
14765,Beijing,beij1234,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,i³⁵ma⁵⁵,i³⁵ma⁵⁵,i ³⁵ m a ⁵⁵,3126,2876 180,- i ³⁵ + m a - ⁵⁵,1,439,220,姨 媽,姨媽
14766,Beijing,beij1234,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[2],姨母,yí mǔ,ir³⁵,ir³⁵,*/i ³⁵,3127,2876,- */i ³⁵,2,439,220,姨,姨兒
14767,Jinan,jina1245,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,i⁴²,i⁴²,i ⁴²,3127,2876,- i ⁴²,1,439,220,姨,姨
14768,Shenyang,shen1252,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,i³⁵ȵiŋ⁰,i³⁵ȵiŋ⁰,i ³⁵ ȵ i ŋ ⁰,3128,2876 181,- i ³⁵ + ȵ i - ŋ ⁰,1,439,220,姨 娘,姨娘
14769,Shenyang,shen1252,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[2],姨母,yí mǔ,i³⁵,i³⁵,i ³⁵,3127,2876,- i ³⁵,2,439,220,姨,姨
14770,Xi_an,xian1253,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,i⁴⁵mɑ²¹₂₄,i⁴⁵mɑ²¹₂₄,i ⁴⁵ m ɑ ²⁴/²¹,3126,2876 180,- i ⁴⁵ + m ɑ - ²⁴/²¹,1,439,220,姨 媽,姨媽
14771,Xi_an,xian1253,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[2],姨母,yí mǔ,i⁴⁵,i⁴⁵,i ⁴⁵,3127,2876,- i ⁴⁵,2,439,220,姨,姨
14772,Chengdu,chen1267,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,i³¹ma⁴⁴,i³¹ma⁴⁴,i ³¹ m a ⁴⁴,3126,2876 180,- i ³¹ + m a - ⁴⁴,1,439,220,姨 媽,姨媽
14773,Chengdu,chen1267,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[2],姨母,yí mǔ,ȵiaŋ⁴⁴ȵiaŋ⁴⁴,ȵiaŋ⁴⁴ȵiaŋ⁴⁴,ȵ i a ŋ ⁴⁴ ȵ i a ŋ ⁴⁴,215,181 181,ȵ i a ŋ ⁴⁴ + ȵ i a ŋ ⁴⁴,2,439,220,娘 娘,娘娘
14774,Kunming,kunm1234,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,i³¹ma⁴⁴,i³¹ma⁴⁴,i ³¹ m a ⁴⁴,3126,2876 180,- i ³¹ + m a - ⁴⁴,1,439,220,姨 媽,姨媽
14775,Hefei,hefe1234,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,zๅ⁵⁵niɑ̃⁵⁵,zๅ⁵⁵niɑ̃⁵⁵,z ɿ ⁵⁵ n i ɑ̃ ∼ ⁵⁵,3128,2876 181,z ɿ ⁵⁵ + n i ɑ̃ ∼ ⁵⁵,1,439,220,姨 娘,姨娘
14776,Hefei,hefe1234,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[2],姨母,yí mǔ,zๅ⁵⁵ma⁰,zๅ⁵⁵ma⁰,z ɿ ⁵⁵ m a ⁰,3126,2876 180,z ɿ ⁵⁵ + m a - ⁰,2,439,220,姨 媽,姨媽
14777,Yangzhou,yang1306,cmn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,i³⁴liɑŋ⁰,i³⁴liɑŋ⁰,i ³⁴ l i ɑ ŋ ⁰,3128,2876 181,- i ³⁴ + l i ɑ ŋ ⁰,1,439,220,姨 娘,姨娘
14778,Suzhou,suzh1234,wuu,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,ȵiaŋ²⁴₂₂i²⁴₃₃mɛ³¹₂₁mɛ³¹₂₁,ȵiaŋ²⁴₂₂i²⁴₃₃mɛ³¹₂₁mɛ³¹₂₁,ȵ i a ŋ ²²/²⁴ i ³³/²⁴ m ᴇ ²¹/³¹ m ᴇ ²¹/³¹,3129,181 2876 2877 2878,ȵ i a ŋ ²²/²⁴ + - i ³³/²⁴ + m ᴇ ²¹/³¹ + m ᴇ ²¹/³¹,1,439,220,娘 姨 囗 囗,! 娘姨□□
14779,Suzhou,suzh1234,wuu,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[2],姨母,yí mǔ,ɒ⁴⁴i²⁴₂₁,ɒ⁴⁴i²⁴₂₁,ɒ ⁴⁴ i ²¹/²⁴,3130,46 2876,- ɒ - ⁴⁴ + - i ²¹/²⁴,2,439,220,阿 姨,阿姨
14780,Wenzhou,ouji1238,(wuu),2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,a²³ȵi⁴⁴,a²³ȵi⁴⁴,a ²³ ȵ i ⁴⁴,219,46 181,- a - ²³ + ȵ i - - ⁴⁴,1,439,220,阿 娘,阿娘
14781,Changsha,chan1326,hsn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,i¹³ma³³,i¹³ma³³,i ¹³ m a ³³,3126,2876 180,- i ¹³ + m a - ³³,1,439,220,姨 媽,姨媽
14782,Changsha,chan1326,hsn,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[2],姨母,yí mǔ,i¹³tsๅ⁰,i¹³tsๅ⁰,i ¹³ ts ɿ ⁰,3131,2876 67,- i ¹³ + ts ɿ - - ⁰,2,439,220,姨 子,姨子
14783,Nanchang,nanc1254,gan,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,i⁵⁵tsๅ⁰,i⁵⁵tsๅ⁰,i ⁵⁵ ts ɿ ⁰,3131,2876 67,- i ⁵⁵ + ts ɿ - - ⁰,1,439,220,姨 子,姨子
14784,Nanchang,nanc1254,gan,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[2],姨母,yí mǔ,i⁵⁵ȵiɔŋ⁰➍,i⁵⁵ȵiɔŋ⁰➍,i ⁵⁵ ȵ i ɔ ŋ ⁰,3128,2876 181,- i ⁵⁵ + ȵ i ɔ ŋ ⁰,2,439,220,姨 娘,姨娘
14785,Meixian,yuet1238,hak,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,a⁴⁴ji¹²,a⁴⁴ji¹²,a ⁴⁴ j i ¹²,3130,46 2876,- a - ⁴⁴ + j i ¹²,1,439,220,阿 姨,阿姨
14786,Guangzhou,guan1279,yue,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,ji²¹ma⁵⁵,ji²¹ma⁵⁵,j i ²¹ m a ⁵⁵,3126,2876 180,j i ²¹ + m a - ⁵⁵,1,439,220,姨 媽,姨媽
14787,Guangzhou,guan1279,yue,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[2],姨母,yí mǔ,a³³ji²¹₃₅,a³³ji²¹₃₅,a ³³ j i ³⁵/²¹,3130,46 2876,- a - ³³ + j i ³⁵/²¹,2,439,220,阿 姨,阿姨
14788,Yangjiang,yang1307,yue,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,tai⁴⁵⁴ji⁴⁴³,tai⁴⁵⁴ji⁴⁴³,t a i ⁴⁵⁴ j i ⁴⁴³,3132,47 2876,t a i - ⁴⁵⁴ + j i ⁴⁴³,1,439,220,大 姨,大姨
14789,Yangjiang,yang1307,yue,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[2],姨母,yí mǔ,a³³ji⁴⁴³,a³³ji⁴⁴³,a ³³ j i ⁴⁴³,3130,46 2876,- a - ³³ + j i ⁴⁴³,2,439,220,阿 姨,阿姨
14790,Xiamen,xiam1236,nan,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,a⁵⁵₃₃i²⁴,a⁵⁵₃₃i²⁴,a ³³/⁵⁵ i ²⁴,3130,46 2876,- a - ³³/⁵⁵ + - i ²⁴,1,439,220,阿 姨,阿姨
14791,Chaozhou,chao1238,nan,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,,姨母,yí mǔ,a³³₂₃i⁵⁵,a³³₂₃i⁵⁵,a ²³/³³ i ⁵⁵,3130,46 2876,- a - ²³/³³ + - i ⁵⁵,1,439,220,阿 姨,阿姨
14792,Fuzhou,fuzh1239,cdo,2176,maternal aunt (yí mǔ 姨母),BeijingDaxue1964,[*],姨母,yí mǔ,i⁴⁴i⁵²,i⁴⁴i⁵²,i ⁴⁴ i ⁵²,3133,51 2876,i ⁴⁴ + - i ⁵²,1,439,220,依 姨,依 姨
14564,Jinan,jina1245,cmn,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,lɔ⁵⁵ie⁴²,lɔ⁵⁵ie⁴²,l ɔ ⁵⁵ i e ⁴²,3134,48 45,l ɔ - - ⁵⁵ + - i e ⁴²,1,434,217,老 爺,老爺
14565,Shenyang,shen1252,cmn,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,lau²¹³₂₁ie⁰,lau²¹³₂₁ie⁰,l a u ²¹/²¹³ i e ⁰,3134,48 45,l a u - ²¹/²¹³ + - i e ⁰,1,434,217,老 爺,老爺
14566,Xi_an,xian1253,cmn,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,uæ⁴⁵ie⁰,uæ⁴⁵ie⁰,u æ ⁴⁵ i e ⁰,3135,642 45,- u - æ - ⁴⁵ + - i e ⁰,1,434,217,外 爺,外爺
14567,Chengdu,chen1267,cmn,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,uei¹³ie³¹,uei¹³ie³¹,u e i ¹³ i e ³¹,3135,642 45,- u e i - ¹³ + - i e ³¹,1,434,217,外 爺,外爺
14568,Kunming,kunm1234,cmn,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,koŋ⁴⁴koŋ⁴⁴,koŋ⁴⁴koŋ⁴⁴,k o ŋ ⁴⁴ k o ŋ ⁴⁴,1718,154 154,k o - ŋ ⁴⁴ + k o - ŋ ⁴⁴,1,434,217,公 公,公公
14569,Hefei,hefe1234,cmn,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,ui⁵³tei²¹²tei⁰,ui⁵³tei²¹²tei⁰,u i ⁵³ t e i ²¹² t e i ⁰,3136,642 42 42,- u - i - ⁵³ + t e i ²¹² + t e i ²¹²,1,434,217,外 爹 爹,外爹爹
14570,Yangzhou,yang1306,cmn,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,koŋ³¹koŋ³¹,koŋ³¹koŋ³¹,k o ŋ ³¹ k o ŋ ³¹,1718,154 154,k o - ŋ ³¹ + k o - ŋ ³¹,1,434,217,公 公,公公
14571,Suzhou,suzh1234,wuu,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,ŋɒ³¹₂₂koŋ⁴⁴,ŋɒ³¹₂₂koŋ⁴⁴,ŋ ɒ ²²/³¹ k o ŋ ⁴⁴,3137,642 154,ŋ ɒ - - - ²²/³¹ + k o - ŋ ⁴⁴,1,434,217,外 公,外公
14572,Suzhou,suzh1234,wuu,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,[2],外公,wài gōng,aʔ⁴tiɒ⁴⁴₃₅,aʔ⁴tiɒ⁴⁴₃₅,a ʔ ⁴ t i ɒ ³⁵/⁴⁴,1712,46 42,- a ʔ ⁴ + t i ɒ ³⁵/⁴⁴,2,434,217,阿 爹,阿爹
14573,Wenzhou,ouji1238,(wuu),2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,a²³ɦi³¹,a²³ɦi³¹,a ²³ ɦ i ³¹,1711,46 45,- a - ²³ + ɦ i - ³¹,1,434,217,阿 爺,阿爺
14574,Wenzhou,ouji1238,(wuu),2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,[2],外公,wài gōng,va¹¹koŋ⁴⁴❺,va¹¹koŋ⁴⁴❺,v a ¹¹ k o ŋ ⁴⁴,3137,642 154,v a - - - ¹¹ + k o - ŋ ⁴⁴,2,434,217,外 公,外公〔爺〕 ❺
14575,Changsha,chan1326,hsn,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,uai²¹kən³³,uai²¹kən³³,u a i ²¹ k ə n ³³,3137,642 154,- u a i - ²¹ + k ə - n ³³,1,434,217,外 公,外公
14576,Nanchang,nanc1254,gan,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,ŋa³¹kuŋ⁰,ŋa³¹kuŋ⁰,ŋ a ³¹ k u ŋ ⁰,3137,642 154,ŋ a - - - ³¹ + k u - ŋ ⁰,1,434,217,外 公,外公
14577,Meixian,yuet1238,hak,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,tsia³¹kuŋ⁴⁴,tsia³¹kuŋ⁴⁴,ts i a ³¹ k u ŋ ⁴⁴,3138,2586 154,ts i a ³¹ + k u - ŋ ⁴⁴,1,434,217,囗 公,!  公
14578,Guangzhou,guan1279,yue,2178,maternal grandfather (wài gōng 外公),BeijingDaxue1964,,外公,wài gōng,a³³kʊŋ⁵³,a³³kʊŋ⁵³,a ³³ k ʊ ŋ ⁵³,1719,46 154,- a - ³³ + k ʊ - ŋ ⁵³,1,434,217,阿 公,阿公
