ID	DOCULECT	DOCULECT_IN_SOURCE	CONCEPT	CONCEPTICON_ID	STEDT_ID	VALUE	SEGMENTS	SOURCE
222510	Dali	Bai (Dali)	dark		222510	mieʴ⁴²	m i eʴ ⁴² 	Sun1991
222536	Jianchuan	Bai (Jianchuan)	dark		222536	miɛ⁴²	m i ɛ ⁴² 	Sun1991
222511	Bijiang	Bai (Bijiang)	dark		222511	xɯ⁵⁵	x ɯ ⁵⁵ 	Sun1991
197317	Bijiang	Bai (Bijiang)	daughter		197317	sẽ⁴²ȵu³³	s ẽ ∼ ⁴² ȵ u ³³ 	Sun1991
197316	Dali	Bai (Dali)	daughter		197316	ȵv³³ȵi²¹	ȵ v ³³ ȵ i ²¹ 	Sun1991
197342	Jianchuan	Bai (Jianchuan)	daughter		197342	jṽ³³	j ṽ ³³ 	Sun1991
197367	Dali	Bai (Dali)	daughter-in-law		197367	tsi⁴⁴v³³	ts i ⁴⁴ v ³³ 	Sun1991
197368	Bijiang	Bai (Bijiang)	daughter-in-law		197368	ve³³ȵu³³	v e ³³ ȵ u ³³ 	Sun1991
197393	Jianchuan	Bai (Jianchuan)	daughter-in-law		197393	tsi³³vu³³	ts i ³³ v u ³³ 	Sun1991
184464	Dali	Bai (Dali)	day (24 hours)		184464	ȵi⁴⁴	ȵ i ⁴⁴ 	Sun1991
184465	Bijiang	Bai (Bijiang)	day (24 hours)		184465	ȵi⁴⁴	ȵ i ⁴⁴ 	Sun1991
184490	Jianchuan	Bai (Jianchuan)	day (24 hours)		184490	jĩ⁴⁴; ɕɛ⁴⁴	j ĩ ∼ ⁴⁴ ; ɕɛ ⁴⁴ 	Sun1991
184745	Jianchuan	Bai (Jianchuan)	day after tomorrow		184745	ŋuɑ⁴⁴ɕɛ⁴⁴	ŋ u ɑ ⁴⁴ ɕ ɛ ⁴⁴ 	Sun1991
184719	Dali	Bai (Dali)	day after tomorrow		184719	ɑ³¹tsi³³ȵi⁴⁴	ɑ ³¹ ts i ³³ ȵ i ⁴⁴ 	Sun1991
184720	Bijiang	Bai (Bijiang)	day after tomorrow		184720	ɑ⁴²dʐeʴ³³ȵi³³	ɑ ⁴² dʐ eʴ ³³ ȵ i ³³ 	Sun1991
184617	Dali	Bai (Dali)	day before yesterday		184617	pɯ⁵⁵tɯ²¹ȵì⁴⁴	p ɯ ⁵⁵ t ɯ ²¹ ȵ ì ⁴⁴ 	Sun1991
184618	Bijiang	Bai (Bijiang)	day before yesterday		184618	dzu³³ȵi³³	dz u ³³ ȵ i ³³ 	Sun1991
184643	Jianchuan	Bai (Jianchuan)	day before yesterday		184643	tsi³³ɕɛ⁴⁴	ts i ³³ ɕ ɛ ⁴⁴ 	Sun1991
185179	Bijiang	Bai (Bijiang)	day(time)		185179	ȵi³³xɯ̃⁴²	ȵ i ³³ x ɯ̃ ∼ ⁴² 	Sun1991
185178	Dali	Bai (Dali)	day(time)		185178	ȵi⁴⁴xɯ³¹	ȵ i ⁴⁴ x ɯ ³¹ 	Sun1991
185204	Jianchuan	Bai (Jianchuan)	day(time)		185204	pɑ⁴²tso⁴²jĩ⁴⁴	p ɑ ⁴² ts o ⁴² j ĩ ∼ ⁴⁴ 	Sun1991
184923	Dali	Bai (Dali)	day, eleventh of month		184923	tsi⁴²ji⁴⁴	ts i ⁴² j i ⁴⁴ 	Sun1991
184924	Bijiang	Bai (Bijiang)	day, eleventh of month		184924	tʂeʴ⁴²ȵi³³	tʂ eʴ ⁴² ȵ i ³³ 	Sun1991
184949	Jianchuan	Bai (Jianchuan)	day, eleventh of month		184949	tsɛ⁴²ji⁴⁴	ts ɛ ⁴² j i ⁴⁴ 	Sun1991
185000	Jianchuan	Bai (Jianchuan)	day, fifteenth of month		185000	tsɛ⁴²ŋv³³	ts ɛ ⁴² ŋ v ³³ 	Sun1991
184974	Dali	Bai (Dali)	day, fifteenth of month		184974	tsi⁴²mu³³	ts i ⁴² m u ³³ 	Sun1991
184975	Bijiang	Bai (Bijiang)	day, fifteenth of month		184975	tʂeʴ⁴²ŋv³³ȵi³³	tʂ eʴ ⁴² ŋ v ³³ ȵ i ³³ 	Sun1991
184872	Dali	Bai (Dali)	day, fifth of month		184872	uɑ³⁵mu⁴⁴	u ɑ ³⁵ m u ⁴⁴ 	Sun1991
184873	Bijiang	Bai (Bijiang)	day, fifth of month		184873	ŋu³³ȵi³³	ŋ u ³³ ȵ i ³³ 	Sun1991
184898	Jianchuan	Bai (Jianchuan)	day, fifth of month		184898	ŋuɑ⁴⁴hɛ̃⁵⁵ŋv³³	ŋ u ɑ ⁴⁴ h ɛ̃ ∼ ⁵⁵ ŋ v ³³ 	Sun1991
184770	Dali	Bai (Dali)	day, first of month		184770	uɑ³⁵ji⁴⁴	u ɑ ³⁵ j i ⁴⁴ 	Sun1991
184771	Bijiang	Bai (Bijiang)	day, first of month		184771	ɑ⁴²ȵi³³	ɑ ⁴² ȵ i ³³ 	Sun1991
184796	Jianchuan	Bai (Jianchuan)	day, first of month		184796	ŋuɑ⁴⁴hɛ̃⁵⁵ji⁴⁴	ŋ u ɑ ⁴⁴ h ɛ̃ ∼ ⁵⁵ j i ⁴⁴ 	Sun1991
185051	Jianchuan	Bai (Jianchuan)	day, sixteenth of month		185051	tsɛ⁴²fv⁴⁴	ts ɛ ⁴² f v ⁴⁴ 	Sun1991
185025	Dali	Bai (Dali)	day, sixteenth of month		185025	tsi⁴²fv⁴⁴	ts i ⁴² f v ⁴⁴ 	Sun1991
185026	Bijiang	Bai (Bijiang)	day, sixteenth of month		185026	tʂeʴ⁴²fu⁴⁴ȵi³³	tʂ eʴ ⁴² f u ⁴⁴ ȵ i ³³ 	Sun1991
184821	Dali	Bai (Dali)	day, third of month		184821	uɑ³⁵sɑ⁵⁵	u ɑ ³⁵ s ɑ ⁵⁵ 	Sun1991
184822	Bijiang	Bai (Bijiang)	day, third of month		184822	sɑ̃⁵⁵ȵi³³	s ɑ̃ ∼ ⁵⁵ ȵ i ³³ 	Sun1991
184847	Jianchuan	Bai (Jianchuan)	day, third of month		184847	ŋuɑ⁴⁴hɛ̃⁵⁵sɑ̃⁵⁵	ŋ u ɑ ⁴⁴ h ɛ̃ ∼ ⁵⁵ s ɑ̃ ∼ ⁵⁵ 	Sun1991
185127	Dali	Bai (Dali)	day, thirtieth of month		185127	sɑ⁵⁵tsi⁴²	s ɑ ⁵⁵ ts i ⁴² 	Sun1991
185128	Bijiang	Bai (Bijiang)	day, thirtieth of month		185128	sɑ̃⁵⁵tʂeʴ⁴²ȵi³³	s ɑ̃ ∼ ⁵⁵ tʂ eʴ ⁴² ȵ i ³³ 	Sun1991
185153	Jianchuan	Bai (Jianchuan)	day, thirtieth of month		185153	sɑ̃⁵⁵tsɛ⁴²	s ɑ̃ ∼ ⁵⁵ ts ɛ ⁴² 	Sun1991
185076	Dali	Bai (Dali)	day, twentieth of month		185076	ne³¹ji⁴²ȵi⁴⁴	n e ³¹ j i ⁴² ȵ i ⁴⁴ 	Sun1991
185077	Bijiang	Bai (Bijiang)	day, twentieth of month		185077	tʂeʴ⁴²ku³³ȵi³³	tʂ eʴ ⁴² k u ³³ ȵ i ³³ 	Sun1991
185102	Jianchuan	Bai (Jianchuan)	day, twentieth of month		185102	ni³¹	n i ³¹ 	Sun1991
195327	Dali	Bai (Dali)	deaf person		195327	kv³⁵tɯ²¹po²¹	k v ³⁵ t ɯ ²¹ p o ²¹ 	Sun1991
195353	Jianchuan	Bai (Jianchuan)	deaf person		195353	kv⁵⁵tɯ²¹po²¹	k v ⁵⁵ t ɯ ²¹ p o ²¹ 	Sun1991
195328	Bijiang	Bai (Bijiang)	deaf person		195328	kũ⁵⁵ẽ⁴⁴tɕui²¹	k ũ ∼ ⁵⁵ ẽ ∼ ⁴⁴ tɕ u i ²¹ 	Sun1991
221006	Jianchuan	Bai (Jianchuan)	deep		221006	sɛ̃⁵⁵	s ɛ̃ ∼ ⁵⁵ 	Sun1991
220980	Dali	Bai (Dali)	deep		220980	si⁵⁵	s i ⁵⁵ 	Sun1991
220981	Bijiang	Bai (Bijiang)	deep		220981	ʂeʴ⁵⁵	ʂ eʴ ⁵⁵ 	Sun1991
212004	Dali	Bai (Dali)	deep-fry		212004	tse³⁵	ts e ³⁵ 	Sun1991
212005	Bijiang	Bai (Bijiang)	deep-fry		212005	kɯ⁴⁴tʂeʴ³⁵jɯ²¹	k ɯ ⁴⁴ tʂ eʴ ³⁵ j ɯ ²¹ 	Sun1991
212030	Jianchuan	Bai (Jianchuan)	deep-fry		212030	tsɑ⁴²	ts ɑ ⁴² 	Sun1991
186555	Dali	Bai (Dali)	deer		186555	mɑ³¹lu³⁵	m ɑ ³¹ l u ³⁵ 	Sun1991
186581	Jianchuan	Bai (Jianchuan)	deer		186581	mɑ³¹lu⁵⁵	m ɑ ³¹ l u ⁵⁵ 	Sun1991
186556	Bijiang	Bai (Bijiang)	deer		186556	do³³o³³	d o ³³ o ³³ 	Sun1991
225545	Jianchuan	Bai (Jianchuan)	delicious		225545	jɯ⁴⁴ɕo³¹	j ɯ ⁴⁴ ɕ o ³¹ 	Sun1991
225519	Dali	Bai (Dali)	delicious		225519	jɯ⁴⁴fe³⁵	j ɯ ⁴⁴ f e ³⁵ 	Sun1991
225520	Bijiang	Bai (Bijiang)	delicious		225520	ji⁴⁴meʴ³³	j i ⁴⁴ m eʴ ³³ 	Sun1991
217920	Dali	Bai (Dali)	descend		217920	thɯ⁵⁵	th ɯ ⁵⁵ 	Sun1991
217921	Bijiang	Bai (Bijiang)	descend		217921	ʈhɯ⁵⁵	ʈh ɯ ⁵⁵ 	Sun1991
217946	Jianchuan	Bai (Jianchuan)	descend		217946	thɯ⁵⁵	th ɯ ⁵⁵ 	Sun1991
180691	Bijiang	Bai (Bijiang)	dew		180691	kõ⁴²ɕui³³	k õ ∼ ⁴² ɕ u i ³³ 	Sun1991
180716	Jianchuan	Bai (Jianchuan)	dew		180716	kõ⁴²ɕui³³	k õ ∼ ⁴² ɕ u i ³³ 	Sun1991
219756	Dali	Bai (Dali)	die		219756	ɕi³³	ɕ i ³³ 	Sun1991
219757	Bijiang	Bai (Bijiang)	die		219757	ɕi³³	ɕ i ³³ 	Sun1991
219782	Jianchuan	Bai (Jianchuan)	die		219782	ɕi³³	ɕ i ³³ 	Sun1991
224805	Dali	Bai (Dali)	difficult		224805	nɑ²¹	n ɑ ²¹ 	Sun1991
224806	Bijiang	Bai (Bijiang)	difficult		224806	ne²¹	n e ²¹ 	Sun1991
224831	Jianchuan	Bai (Jianchuan)	difficult		224831	nɑ²¹	n ɑ ²¹ 	Sun1991
210423	Dali	Bai (Dali)	dig		210423	uɑ⁴²	u ɑ ⁴² 	Sun1991
210424	Bijiang	Bai (Bijiang)	dig		210424	uɑ⁴²	u ɑ ⁴² 	Sun1991
210449	Jianchuan	Bai (Jianchuan)	dig		210449	uɑ⁴²	u ɑ ⁴² 	Sun1991
226182	Dali	Bai (Dali)	diligent		226182	tɕhɯ⁵⁵tɕɯ³¹	tɕh ɯ ⁵⁵ tɕ ɯ ³¹ 	Sun1991
226208	Jianchuan	Bai (Jianchuan)	diligent		226208	tɕhɯ̃⁵⁵tɕɯ³¹	tɕh ɯ̃ ∼ ⁵⁵ tɕ ɯ ³¹ 	Sun1991
226183	Bijiang	Bai (Bijiang)	diligent		226183	ȵi²¹ʈɑ̃²¹	ȵ i ²¹ ʈ ɑ̃ ∼ ²¹ 	Sun1991
200122	Bijiang	Bai (Bijiang)	dinner		200122	beʴ³³	b eʴ ³³ 	Sun1991
200121	Dali	Bai (Dali)	dinner		200121	pe³³	p e ³³ 	Sun1991
200147	Jianchuan	Bai (Jianchuan)	dinner		200147	pẽ³³	p ẽ ∼ ³³ 	Sun1991
223530	Dali	Bai (Dali)	dirty		223530	lɑ⁴⁴thɑ⁴⁴	l ɑ ⁴⁴ th ɑ ⁴⁴ 	Sun1991
223556	Jianchuan	Bai (Jianchuan)	dirty		223556	tshɑ⁵⁵ne⁴²	tsh ɑ ⁵⁵ n e ⁴² 	Sun1991
223531	Bijiang	Bai (Bijiang)	dirty		223531	xo³³xo⁵⁵	x o ³³ x o ⁵⁵ 	Sun1991
200376	Dali	Bai (Dali)	dish		200376	xeʴ⁵⁵phɑ⁴⁴	x eʴ ⁵⁵ ph ɑ ⁴⁴ 	Sun1991
200377	Bijiang	Bai (Bijiang)	dish		200377	pɯ²¹dzi⁴²mɑ⁴⁴	p ɯ ²¹ dz i ⁴² m ɑ ⁴⁴ 	Sun1991
200402	Jianchuan	Bai (Jianchuan)	dish		200402	tshɯ³³	tsh ɯ ³³ 	Sun1991
181201	Bijiang	Bai (Bijiang)	ditch		181201	khu⁵⁵	kh u ⁵⁵ 	Sun1991
181226	Jianchuan	Bai (Jianchuan)	ditch		181226	kho⁵⁵	kh o ⁵⁵ 	Sun1991
181200	Dali	Bai (Dali)	ditch		181200	kv³⁵	k v ³⁵ 	Sun1991
215855	Jianchuan	Bai (Jianchuan)	divide		215855	fṽ⁵⁵	f ṽ ⁵⁵ 	Sun1991
215829	Dali	Bai (Dali)	divide		215829	fv³⁵	f v ³⁵ 	Sun1991
215830	Bijiang	Bai (Bijiang)	divide		215830	sõ⁵⁵feʴ⁵⁵	s õ ∼ ⁵⁵ f eʴ ⁵⁵ 	Sun1991
209760	Dali	Bai (Dali)	do		209760	tsi⁵⁵	ts i ⁵⁵ 	Sun1991
209761	Bijiang	Bai (Bijiang)	do		209761	tsu⁵⁵	ts u ⁵⁵ 	Sun1991
209786	Jianchuan	Bai (Jianchuan)	do		209786	tsu⁵⁵	ts u ⁵⁵ 	Sun1991
195837	Dali	Bai (Dali)	doctor		195837	jo⁴⁴seʴ³⁵	j o ⁴⁴ s eʴ ³⁵ 	Sun1991
195838	Bijiang	Bai (Bijiang)	doctor		195838	o⁵⁵jo⁴⁴pu⁵⁵	o ⁵⁵ j o ⁴⁴ p u ⁵⁵ 	Sun1991
195863	Jianchuan	Bai (Jianchuan)	doctor		195863	jo⁴⁴sɛ̃⁵⁵	j o ⁴⁴ s ɛ̃ ∼ ⁵⁵ 	Sun1991
186045	Dali	Bai (Dali)	dog		186045	khuɑ³³	kh u ɑ ³³ 	Sun1991
186046	Bijiang	Bai (Bijiang)	dog		186046	qhõ³³	qh õ ∼ ³³ 	Sun1991
186071	Jianchuan	Bai (Jianchuan)	dog		186071	khuɑ̃³³	kh u ɑ̃ ∼ ³³ 	Sun1991
231180	Dali	Bai (Dali)	don't		231180	ȵo⁴⁴pɯ³¹	ȵ o ⁴⁴ p ɯ ³¹ 	Sun1991
231181	Bijiang	Bai (Bijiang)	don't		231181	ɑ⁴²ȵu⁴⁴	ɑ ⁴² ȵ u ⁴⁴ 	Sun1991
231206	Jianchuan	Bai (Jianchuan)	don't		231206	miɑ⁴⁴	m i ɑ ⁴⁴ 	Sun1991
185816	Jianchuan	Bai (Jianchuan)	donkey		185816	tho⁵⁵|lo⁵⁵miɛ²¹	th o ⁵⁵ |l o ⁵⁵ m i ɛ ²¹ 	Sun1991
185790	Dali	Bai (Dali)	donkey		185790	tho⁵⁵|lo⁵⁵meʴ²¹	th o ⁵⁵ |l o ⁵⁵ m eʴ ²¹ 	Sun1991
185791	Bijiang	Bai (Bijiang)	donkey		185791	tho⁵⁵|lo³³me⁵⁵	th o ⁵⁵ |l o ³³ m e ⁵⁵ 	Sun1991
198005	Jianchuan	Bai (Jianchuan)	door		198005	me²¹	m e ²¹ 	Sun1991
197979	Dali	Bai (Dali)	door		197979	me²¹	m e ²¹ 	Sun1991
197980	Bijiang	Bai (Bijiang)	door		197980	meʴ²¹	m eʴ ²¹ 	Sun1991
186224	Jianchuan	Bai (Jianchuan)	dragon		186224	nv²¹	n v ²¹ 	Sun1991
186198	Dali	Bai (Dali)	dragon		186198	nv²¹	n v ²¹ 	Sun1991
186199	Bijiang	Bai (Bijiang)	dragon		186199	lu²¹	l u ²¹ 	Sun1991
187881	Dali	Bai (Dali)	dragonfly		187881	pi²¹zɯ²¹	p i ²¹ z ɯ ²¹ 	Sun1991
187907	Jianchuan	Bai (Jianchuan)	dragonfly		187907	tɕi⁵⁵ko⁵⁵lo⁵⁵ɣo²¹pi²¹ɕo²¹	tɕ i ⁵⁵ k o ⁵⁵ l o ⁵⁵ ɣ o ²¹ p i ²¹ ɕ o ²¹ 	Sun1991
187882	Bijiang	Bai (Bijiang)	dragonfly		187882	tʂhi⁵⁵ji⁴²tʂeʴ³³	tʂh i ⁵⁵ j i ⁴² tʂ eʴ ³³ 	Sun1991
206445	Dali	Bai (Dali)	dream		206445	mɯ⁵³	m ɯ ⁵³ 	Sun1991
206446	Bijiang	Bai (Bijiang)	dream		206446	mɯ⁴²	m ɯ ⁴² 	Sun1991
206471	Jianchuan	Bai (Jianchuan)	dream		206471	mɯ³¹	m ɯ ³¹ 	Sun1991
207210	Dali	Bai (Dali)	drink		207210	ɣɯ³³	ɣ ɯ ³³ 	Sun1991
207211	Bijiang	Bai (Bijiang)	drink		207211	ɯ̃³³	ɯ̃ ∼ ³³ 	Sun1991
207236	Jianchuan	Bai (Jianchuan)	drink		207236	ɯ̃³³	ɯ̃ ∼ ³³ 	Sun1991
219272	Jianchuan	Bai (Jianchuan)	drip		219272	to⁴⁴	t o ⁴⁴ 	Sun1991
219247	Bijiang	Bai (Bijiang)	drip		219247	tɕɑ⁴⁴	tɕ ɑ ⁴⁴ 	Sun1991
219246	Dali	Bai (Dali)	drip		219246	tieʴ⁴²	t i eʴ ⁴² 	Sun1991
216340	Bijiang	Bai (Bijiang)	drive away		216340	tẽ³³	t ẽ ∼ ³³ 	Sun1991
216365	Jianchuan	Bai (Jianchuan)	drive away		216365	xɛ⁴⁴	x ɛ ⁴⁴ 	Sun1991
216339	Dali	Bai (Dali)	drive away		216339	tɕe⁴²	tɕ e ⁴² 	Sun1991
228733	Bijiang	Bai (Bijiang)	drop		228733	to⁵⁵	t o ⁵⁵ 	Sun1991
228758	Jianchuan	Bai (Jianchuan)	drop		228758	to⁴⁴	t o ⁴⁴ 	Sun1991
228732	Dali	Bai (Dali)	drop		228732	(ɑ³¹)to⁴⁴	( ɑ ³¹ ) t o ⁴⁴ 	Sun1991
218966	Jianchuan	Bai (Jianchuan)	drop / fall		218966	tuɑ⁴²thɯ⁵⁵	t u ɑ ⁴² th ɯ ⁵⁵ 	Sun1991
218940	Dali	Bai (Dali)	drop / fall		218940	tuɑ⁴²	t u ɑ ⁴² 	Sun1991
218941	Bijiang	Bai (Bijiang)	drop / fall		218941	tuɑ⁴²	t u ɑ ⁴² 	Sun1991
205731	Dali	Bai (Dali)	drum		205731	ku³³	k u ³³ 	Sun1991
205732	Bijiang	Bai (Bijiang)	drum		205732	qu²¹	q u ²¹ 	Sun1991
205757	Jianchuan	Bai (Jianchuan)	drum		205757	ku³³tɕɛ̃³³	k u ³³ tɕ ɛ̃ ∼ ³³ 	Sun1991
219705	Dali	Bai (Dali)	drunk		219705	tɕui⁴²	tɕ u i ⁴² 	Sun1991
219731	Jianchuan	Bai (Jianchuan)	drunk		219731	jui⁴⁴	j u i ⁴⁴ 	Sun1991
219706	Bijiang	Bai (Bijiang)	drunk		219706	tʂɑ̃²¹	tʂ ɑ̃ ∼ ²¹ 	Sun1991
224066	Jianchuan	Bai (Jianchuan)	dry		224066	kɑ̃⁵⁵	k ɑ̃ ∼ ⁵⁵ 	Sun1991
224040	Dali	Bai (Dali)	dry		224040	kɑ³⁵	k ɑ ³⁵ 	Sun1991
224041	Bijiang	Bai (Bijiang)	dry		224041	qõ⁵⁵	q õ ∼ ⁵⁵ 	Sun1991
212157	Dali	Bai (Dali)	dry (clothes) near fire		212157	khou³¹	kh o u ³¹ 	Sun1991
212158	Bijiang	Bai (Bijiang)	dry (clothes) near fire		212158	qõ⁴²	q õ ∼ ⁴² 	Sun1991
212183	Jianchuan	Bai (Jianchuan)	dry (clothes) near fire		212183	kõ³¹	k õ ∼ ³¹ 	Sun1991
218175	Dali	Bai (Dali)	dry in the sun		218175	xo³¹	x o ³¹ 	Sun1991
218176	Bijiang	Bai (Bijiang)	dry in the sun		218176	xo⁴²	x o ⁴² 	Sun1991
218201	Jianchuan	Bai (Jianchuan)	dry in the sun		218201	xo³¹	x o ³¹ 	Sun1991
229192	Bijiang	Bai (Bijiang)	dry measure / peck / =10 shēng		229192	xõ⁴⁴	x õ ∼ ⁴⁴ 	Sun1991
229191	Dali	Bai (Dali)	dry measure / peck / =10 shēng		229191	tɯ³³	t ɯ ³³ 	Sun1991
229217	Jianchuan	Bai (Jianchuan)	dry measure / peck / =10 shēng		229217	tɯ³³	t ɯ ³³ 	Sun1991
229141	Bijiang	Bai (Bijiang)	dry measure / pint		229141	pe⁵⁵	p e ⁵⁵ 	Sun1991
229140	Dali	Bai (Dali)	dry measure / pint		229140	sɯ³⁵	s ɯ ³⁵ 	Sun1991
229166	Jianchuan	Bai (Jianchuan)	dry measure / pint		229166	pɑ̃⁵⁵	p ɑ̃ ∼ ⁵⁵ 	Sun1991
187040	Jianchuan	Bai (Jianchuan)	duck		187040	ɑ⁴⁴	ɑ ⁴⁴ 	Sun1991
187014	Dali	Bai (Dali)	duck		187014	ɑ⁴⁴	ɑ ⁴⁴ 	Sun1991
187015	Bijiang	Bai (Bijiang)	duck		187015	ɑ⁴⁴	ɑ ⁴⁴ 	Sun1991
204023	Jianchuan	Bai (Jianchuan)	dung / manure		204023	tɕhi⁵⁵	tɕh i ⁵⁵ 	Sun1991
203997	Dali	Bai (Dali)	dung / manure		203997	tɕhi⁵⁵	tɕh i ⁵⁵ 	Sun1991
203998	Bijiang	Bai (Bijiang)	dung / manure		203998	tɕhi⁵⁵	tɕh i ⁵⁵ 	Sun1991
202008	Dali	Bai (Dali)	dustpan / winnowing sieve		202008	po³³me³³tɕi³⁵	p o ³³ m e ³³ tɕ i ³⁵ 	Sun1991
202009	Bijiang	Bai (Bijiang)	dustpan / winnowing sieve		202009	põ³³mo³³tɕi⁵⁵	p õ ∼ ³³ m o ³³ tɕ i ⁵⁵ 	Sun1991
202034	Jianchuan	Bai (Jianchuan)	dustpan / winnowing sieve		202034	po³³me³³tɕi⁵⁵	p o ³³ m e ³³ tɕ i ⁵⁵ 	Sun1991
209556	Dali	Bai (Dali)	dwell / live		209556	kv⁴²	k v ⁴² 	Sun1991
209557	Bijiang	Bai (Bijiang)	dwell / live		209557	ku⁴²	k u ⁴² 	Sun1991
209582	Jianchuan	Bai (Jianchuan)	dwell / live		209582	kv⁴²	k v ⁴² 	Sun1991
213228	Dali	Bai (Dali)	dye		213228	ze³³	z e ³³ 	Sun1991
213229	Bijiang	Bai (Bijiang)	dye		213229	lu³⁵	l u ³⁵ 	Sun1991
213254	Jianchuan	Bai (Jianchuan)	dye		213254	sẽ³³	s ẽ ∼ ³³ 	Sun1991
187295	Jianchuan	Bai (Jianchuan)	eagle		187295	ti⁵⁵lu³³lu³³uɑ⁴²	t i ⁵⁵ l u ³³ l u ³³ u ɑ ⁴² 	Sun1991
187269	Dali	Bai (Dali)	eagle		187269	se⁵⁵ke³⁵tsi³³uɑ⁴²	s e ⁵⁵ k e ³⁵ ts i ³³ u ɑ ⁴² 	Sun1991
187270	Bijiang	Bai (Bijiang)	eagle		187270	uɑ⁴²	u ɑ ⁴² 	Sun1991
192268	Bijiang	Bai (Bijiang)	ear		192268	ẽ³³tɕui²¹	ẽ ∼ ³³ tɕ u i ²¹ 	Sun1991
192267	Dali	Bai (Dali)	ear		192267	ȵv³³to⁴²	ȵ v ³³ t o ⁴² 	Sun1991
192293	Jianchuan	Bai (Jianchuan)	ear		192293	jɯ̃³³tɯ²¹kuɑ̃⁵⁵	j ɯ̃ ∼ ³³ t ɯ ²¹ k u ɑ̃ ∼ ⁵⁵ 	Sun1991
191655	Dali	Bai (Dali)	ear (of grain-producing plant)		191655	tsueʴ³³	ts u eʴ ³³ 	Sun1991
191656	Bijiang	Bai (Bijiang)	ear (of grain-producing plant)		191656	ʈõ³³	ʈ õ ∼ ³³ 	Sun1991
191681	Jianchuan	Bai (Jianchuan)	ear (of grain-producing plant)		191681	tsuɛ̃³³	ts u ɛ̃ ∼ ³³ 	Sun1991
224448	Dali	Bai (Dali)	early		224448	tsu³³	ts u ³³ 	Sun1991
224474	Jianchuan	Bai (Jianchuan)	early		224474	tsu³³	ts u ³³ 	Sun1991
224449	Bijiang	Bai (Bijiang)	early		224449	tsui³³	ts u i ³³ 	Sun1991
198948	Dali	Bai (Dali)	earring		198948	ȵo³³ku²¹kuɑ⁴⁴	ȵ o ³³ k u ²¹ k u ɑ ⁴⁴ 	Sun1991
198949	Bijiang	Bai (Bijiang)	earring		198949	ẽ⁴²kõ²¹	ẽ ∼ ⁴² k õ ∼ ²¹ 	Sun1991
198974	Jianchuan	Bai (Jianchuan)	earring		198974	jɪ̃³³kõ²¹	j ɪ̃ ∼ ³³ k õ ∼ ²¹ 	Sun1991
180869	Jianchuan	Bai (Jianchuan)	earth		180869	tɕi³¹	tɕ i ³¹ 	Sun1991
180844	Bijiang	Bai (Bijiang)	earth		180844	dʑi⁴²	dʑ i ⁴² 	Sun1991
181558	Bijiang	Bai (Bijiang)	earth		181558	ne²¹phu⁵⁵	n e ²¹ ph u ⁵⁵ 	Sun1991
181583	Jianchuan	Bai (Jianchuan)	earth		181583	thu³³si³³	th u ³³ s i ³³ 	Sun1991
180843	Dali	Bai (Dali)	earth		180843	tɕi³¹	tɕ i ³¹ 	Sun1991
181557	Dali	Bai (Dali)	earth		181557	ne³¹	n e ³¹ 	Sun1991
188442	Dali	Bai (Dali)	earthworm		188442	tɕi²¹tɕɑ³⁵tsv²¹	tɕ i ²¹ tɕ ɑ ³⁵ ts v ²¹ 	Sun1991
188443	Bijiang	Bai (Bijiang)	earthworm		188443	ʈhɑ⁵⁵qo⁵⁵tɕu²¹	ʈh ɑ ⁵⁵ q o ⁵⁵ tɕ u ²¹ 	Sun1991
188468	Jianchuan	Bai (Jianchuan)	earthworm		188468	tɕi³¹kɛ⁵⁵tsṽ²¹	tɕ i ³¹ k ɛ ⁵⁵ ts ṽ ²¹ 	Sun1991
182374	Bijiang	Bai (Bijiang)	east		182374	ȵi⁴⁴tʂheʴ⁴⁴pho⁵⁵	ȵ i ⁴⁴ tʂh eʴ ⁴⁴ ph o ⁵⁵ 	Sun1991
182399	Jianchuan	Bai (Jianchuan)	east		182399	tṽ⁵⁵	t ṽ ⁵⁵ 	Sun1991
182373	Dali	Bai (Dali)	east		182373	tv³⁵	t v ³⁵ 	Sun1991
224754	Dali	Bai (Dali)	easy		224754	ou⁴²	o u ⁴² 	Sun1991
224780	Jianchuan	Bai (Jianchuan)	easy		224780	ɣo⁴²sɛ³¹	ɣ o ⁴² s ɛ ³¹ 	Sun1991
224755	Bijiang	Bai (Bijiang)	easy		224755	u⁴²	u ⁴² 	Sun1991
207159	Dali	Bai (Dali)	eat		207159	jɯ⁴⁴	j ɯ ⁴⁴ 	Sun1991
207160	Bijiang	Bai (Bijiang)	eat		207160	ji⁵⁵	j i ⁵⁵ 	Sun1991
207185	Jianchuan	Bai (Jianchuan)	eat		207185	jɯ⁴⁴	j ɯ ⁴⁴ 	Sun1991
183087	Dali	Bai (Dali)	edge		183087	pɯ⁵⁵po²¹pieʴ³⁵	p ɯ ⁵⁵ p o ²¹ p i eʴ ³⁵ 	Sun1991
183088	Bijiang	Bai (Bijiang)	edge		183088	po⁵⁵ȵeʴ⁴⁴no³³	p o ⁵⁵ ȵ eʴ ⁴⁴ n o ³³ 	Sun1991
183113	Jianchuan	Bai (Jianchuan)	edge		183113	pĩ⁵⁵no³³	p ĩ ∼ ⁵⁵ n o ³³ 	Sun1991
