ID	DOCULECT	DOCULECT_IN_SOURCE	CONCEPT	CONCEPTICON_ID	STEDT_ID	VALUE	SEGMENTS	SOURCE
184006	Bijiang	Bai (Bijiang)	April		184006	si⁴⁴ŋuɑ⁴⁴	s i ⁴⁴ ŋ u ɑ ⁴⁴ 	Sun1991
184031	Jianchuan	Bai (Jianchuan)	April		184031	ɕi⁴⁴ŋuɑ⁴⁴	ɕ i ⁴⁴ ŋ u ɑ ⁴⁴ 	Sun1991
184005	Dali	Bai (Dali)	April		184005	ɕi⁴⁴uɑ⁴⁴	ɕ i ⁴⁴ u ɑ ⁴⁴ 	Sun1991
184209	Dali	Bai (Dali)	August		184209	piɑ⁴⁴uɑ⁴⁴	p i ɑ ⁴⁴ u ɑ ⁴⁴ 	Sun1991
184210	Bijiang	Bai (Bijiang)	August		184210	tɕuɑ⁴⁴ŋuɑ⁴⁴	tɕ u ɑ ⁴⁴ ŋ u ɑ ⁴⁴ 	Sun1991
184235	Jianchuan	Bai (Jianchuan)	August		184235	piɑ⁴⁴ŋuɑ⁴⁴	p i ɑ ⁴⁴ ŋ u ɑ ⁴⁴ 	Sun1991
196041	Dali	Bai (Dali)	Chinese		196041	xɑ⁴²xuo⁴⁴	x ɑ ⁴² x u o ⁴⁴ 	Sun1991
196042	Bijiang	Bai (Bijiang)	Chinese		196042	xɑ̃⁴²pu⁵⁵	x ɑ̃ ∼ ⁴² p u ⁵⁵ 	Sun1991
196067	Jianchuan	Bai (Jianchuan)	Chinese		196067	xɑ̃⁴²xo⁴⁴	x ɑ̃ ∼ ⁴² x o ⁴⁴ 	Sun1991
184413	Dali	Bai (Dali)	December		184413	jɑ⁴²uɑ⁴⁴	j ɑ ⁴² u ɑ ⁴⁴ 	Sun1991
184414	Bijiang	Bai (Bijiang)	December		184414	tʂeʴ⁴²ku³³ŋuɑ⁴⁴	tʂ eʴ ⁴² k u ³³ ŋ u ɑ ⁴⁴ 	Sun1991
184439	Jianchuan	Bai (Jianchuan)	December		184439	jɑ̃⁴²ŋuɑ⁴⁴	j ɑ̃ ∼ ⁴² ŋ u ɑ ⁴⁴ 	Sun1991
183929	Jianchuan	Bai (Jianchuan)	February		183929	si³¹ŋuɑ⁴⁴	s i ³¹ ŋ u ɑ ⁴⁴ 	Sun1991
183903	Dali	Bai (Dali)	February		183903	zi³¹uɑ⁴⁴	z i ³¹ u ɑ ⁴⁴ 	Sun1991
183904	Bijiang	Bai (Bijiang)	February		183904	ʐeʴ⁴²ŋuɑ⁴⁴	ʐ eʴ ⁴² ŋ u ɑ ⁴⁴ 	Sun1991
229395	Dali	Bai (Dali)	I		229395	ŋo³¹	ŋ o ³¹ 	Sun1991
229396	Bijiang	Bai (Bijiang)	I		229396	ŋo⁴²	ŋ o ⁴² 	Sun1991
229421	Jianchuan	Bai (Jianchuan)	I		229421	ŋo³¹	ŋ o ³¹ 	Sun1991
183878	Jianchuan	Bai (Jianchuan)	January		183878	tsi⁵⁵ŋuɑ⁴⁴	ts i ⁵⁵ ŋ u ɑ ⁴⁴ 	Sun1991
183853	Bijiang	Bai (Bijiang)	January		183853	ɖo³³ŋo³³ŋuɑ⁴⁴	ɖ o ³³ ŋ o ³³ ŋ u ɑ ⁴⁴ 	Sun1991
183852	Dali	Bai (Dali)	January		183852	tseʴ³⁵uɑ⁴⁴	ts eʴ ³⁵ u ɑ ⁴⁴ 	Sun1991
184159	Bijiang	Bai (Bijiang)	July		184159	tshi⁴⁴ŋuɑ⁴⁴	tsh i ⁴⁴ ŋ u ɑ ⁴⁴ 	Sun1991
184184	Jianchuan	Bai (Jianchuan)	July		184184	tɕhi⁴⁴ŋuɑ⁵⁵	tɕh i ⁴⁴ ŋ u ɑ ⁵⁵ 	Sun1991
184158	Dali	Bai (Dali)	July		184158	tɕhi⁴⁴uɑ⁴⁴	tɕh i ⁴⁴ u ɑ ⁴⁴ 	Sun1991
184133	Jianchuan	Bai (Jianchuan)	June		184133	fv⁴⁴ŋuɑ⁴⁴	f v ⁴⁴ ŋ u ɑ ⁴⁴ 	Sun1991
184108	Bijiang	Bai (Bijiang)	June		184108	fu⁴⁴ŋuɑ⁴⁴	f u ⁴⁴ ŋ u ɑ ⁴⁴ 	Sun1991
184107	Dali	Bai (Dali)	June		184107	fv⁴⁴uɑ⁴⁴	f v ⁴⁴ u ɑ ⁴⁴ 	Sun1991
183954	Dali	Bai (Dali)	March		183954	sɑ⁵⁵uɑ⁴⁴	s ɑ ⁵⁵ u ɑ ⁴⁴ 	Sun1991
183980	Jianchuan	Bai (Jianchuan)	March		183980	sɑ̃⁵⁵ŋuɑ⁴⁴	s ɑ̃ ∼ ⁵⁵ ŋ u ɑ ⁴⁴ 	Sun1991
183955	Bijiang	Bai (Bijiang)	March		183955	sɑ̃⁵⁵ŋuɑ⁴⁴	s ɑ̃ ∼ ⁵⁵ ŋ u ɑ ⁴⁴ 	Sun1991
184056	Dali	Bai (Dali)	May		184056	mu³³ᴜɑ⁴⁴	m u ³³ ᴜ ɑ ⁴⁴ 	Sun1991
184057	Bijiang	Bai (Bijiang)	May		184057	ŋu³³ŋuɑ⁴⁴	ŋ u ³³ ŋ u ɑ ⁴⁴ 	Sun1991
184082	Jianchuan	Bai (Jianchuan)	May		184082	ŋv³³ŋuɑ⁴⁴	ŋ v ³³ ŋ u ɑ ⁴⁴ 	Sun1991
231129	Dali	Bai (Dali)	NEG		231129	mu³³	m u ³³ 	Sun1991
231130	Bijiang	Bai (Bijiang)	NEG		231130	ɑ⁴²	ɑ ⁴² 	Sun1991
231155	Jianchuan	Bai (Jianchuan)	NEG		231155	jɑ³⁵; ɑ²¹	j ɑ ³⁵ ; ɑ ²¹ 	Sun1991
217436	Jianchuan	Bai (Jianchuan)	NEG+copula		217436	ɑ³¹pio³³	ɑ ³¹ p i o ³³ 	Sun1991
217410	Dali	Bai (Dali)	NEG+copula		217410	pio³³	p i o ³³ 	Sun1991
217411	Bijiang	Bai (Bijiang)	NEG+copula		217411	ɑ⁴²jo³³	ɑ ⁴² j o ³³ 	Sun1991
217538	Jianchuan	Bai (Jianchuan)	NEG+have		217538	ɑ³⁵mo³³	ɑ ³⁵ m o ³³ 	Sun1991
217512	Dali	Bai (Dali)	NEG+have		217512	mu³³	m u ³³ 	Sun1991
217513	Bijiang	Bai (Bijiang)	NEG+have		217513	ɑ⁴²mu³³	ɑ ⁴² m u ³³ 	Sun1991
184362	Dali	Bai (Dali)	November		184362	tsi⁴²ji⁴⁴uɑ⁴⁴	ts i ⁴² j i ⁴⁴ u ɑ ⁴⁴ 	Sun1991
184363	Bijiang	Bai (Bijiang)	November		184363	tʂeʴ⁴²e⁴⁴ŋuɑ⁴⁴	tʂ eʴ ⁴² e ⁴⁴ ŋ u ɑ ⁴⁴ 	Sun1991
184388	Jianchuan	Bai (Jianchuan)	November		184388	tṽ⁵⁵ŋuɑ⁴⁴	t ṽ ⁵⁵ ŋ u ɑ ⁴⁴ 	Sun1991
184311	Dali	Bai (Dali)	October		184311	tsi⁴²uɑ⁴⁴	ts i ⁴² u ɑ ⁴⁴ 	Sun1991
184312	Bijiang	Bai (Bijiang)	October		184312	tʂeʴ⁴²ŋuɑ⁴⁴	tʂ eʴ ⁴² ŋ u ɑ ⁴⁴ 	Sun1991
184337	Jianchuan	Bai (Jianchuan)	October		184337	tsɛ⁴²ŋuɑ⁴⁴	ts ɛ ⁴² ŋ u ɑ ⁴⁴ 	Sun1991
184260	Dali	Bai (Dali)	September		184260	tɕɯ³³uɑ⁴⁴	tɕ ɯ ³³ u ɑ ⁴⁴ 	Sun1991
184261	Bijiang	Bai (Bijiang)	September		184261	tɕi³³ŋuɑ⁴⁴	tɕ i ³³ ŋ u ɑ ⁴⁴ 	Sun1991
184286	Jianchuan	Bai (Jianchuan)	September		184286	tɕɯ³³ŋuɑ⁴⁴	tɕ ɯ ³³ ŋ u ɑ ⁴⁴ 	Sun1991
229090	Bijiang	Bai (Bijiang)	acre		229090	kv³³; ʐeɹ⁴²	k v ³³ ; ʐeɹ ⁴² 	Sun1991
229089	Dali	Bai (Dali)	acre		229089	kou⁴⁴	k o u ⁴⁴ 	Sun1991
229115	Jianchuan	Bai (Jianchuan)	acre		229115	ko⁴⁴	k o ⁴⁴ 	Sun1991
231028	Bijiang	Bai (Bijiang)	again		231028	ti⁴²	t i ⁴² 	Sun1991
231053	Jianchuan	Bai (Jianchuan)	again		231053	tse⁴⁴	ts e ⁴⁴ 	Sun1991
231027	Dali	Bai (Dali)	again		231027	tse⁴⁴	ts e ⁴⁴ 	Sun1991
204558	Dali	Bai (Dali)	airplane		204558	fe⁴⁴tɕi⁴⁴	f e ⁴⁴ tɕ i ⁴⁴ 	Sun1991
204559	Bijiang	Bai (Bijiang)	airplane		204559	feʴ⁵⁵xo⁴²	f eʴ ⁵⁵ x o ⁴² 	Sun1991
204584	Jianchuan	Bai (Jianchuan)	airplane		204584	fe³³tɕi³³	f e ³³ tɕ i ³³ 	Sun1991
219833	Jianchuan	Bai (Jianchuan)	alive		219833	xɛ̃⁵⁵	x ɛ̃ ∼ ⁵⁵ 	Sun1991
219807	Dali	Bai (Dali)	alive		219807	xeɹ⁵⁵	x e ɹ ⁵⁵ 	Sun1991
219808	Bijiang	Bai (Bijiang)	alive		219808	xɑ⁵⁵	x ɑ ⁵⁵ 	Sun1991
230925	Dali	Bai (Dali)	all / even		230925	ji³⁵sou³¹	j i ³⁵ s o u ³¹ 	Sun1991
230926	Bijiang	Bai (Bijiang)	all / even		230926	ɣo²¹	ɣ o ²¹ 	Sun1991
230951	Jianchuan	Bai (Jianchuan)	all / even		230951	tsɑ³⁵kɛ̃²¹tsi³³	ts ɑ ³⁵ k ɛ̃ ∼ ²¹ ts i ³³ 	Sun1991
231002	Jianchuan	Bai (Jianchuan)	also		231002	li⁵⁵	l i ⁵⁵ 	Sun1991
230976	Dali	Bai (Dali)	also		230976	le⁵⁵	l e ⁵⁵ 	Sun1991
230977	Bijiang	Bai (Bijiang)	also		230977	le⁵⁵	l e ⁵⁵ 	Sun1991
217130	Jianchuan	Bai (Jianchuan)	angry		217130	tv⁴²	t v ⁴² 	Sun1991
217104	Dali	Bai (Dali)	angry		217104	tshuo⁵⁵tɕhi⁵⁵	tsh u o ⁵⁵ tɕh i ⁵⁵ 	Sun1991
217105	Bijiang	Bai (Bijiang)	angry		217105	xẽ⁵⁵tsẽ⁵⁵	x ẽ ∼ ⁵⁵ ts ẽ ∼ ⁵⁵ 	Sun1991
215217	Dali	Bai (Dali)	answer		215217	tɑ³⁵	t ɑ ³⁵ 	Sun1991
215218	Bijiang	Bai (Bijiang)	answer		215218	tɑ²¹ji⁵⁵	t ɑ ²¹ j i ⁵⁵ 	Sun1991
215243	Jianchuan	Bai (Jianchuan)	answer		215243	tɑ⁵⁵jɯ̃⁴⁴	t ɑ ⁵⁵ j ɯ̃ ∼ ⁴⁴ 	Sun1991
187983	Dali	Bai (Dali)	ant		187983	pi²¹pɯ²¹	p i ²¹ p ɯ ²¹ 	Sun1991
187984	Bijiang	Bai (Bijiang)	ant		187984	tɕi²¹pɯ²¹	tɕ i ²¹ p ɯ ²¹ 	Sun1991
188009	Jianchuan	Bai (Jianchuan)	ant		188009	pi²¹po²¹tsi³³	p i ²¹ p o ²¹ ts i ³³ 	Sun1991
192905	Jianchuan	Bai (Jianchuan)	arm		192905	sɯ³³pɑ³¹tsi³³	s ɯ ³³ p ɑ ³¹ ts i ³³ 	Sun1991
192879	Dali	Bai (Dali)	arm		192879	sɯ³³pɑ⁴²tsi⁴⁴	s ɯ ³³ p ɑ ⁴² ts i ⁴⁴ 	Sun1991
192880	Bijiang	Bai (Bijiang)	arm		192880	ʂi³³pɑ̃⁴²	ʂ i ³³ p ɑ̃ ∼ ⁴² 	Sun1991
193517	Jianchuan	Bai (Jianchuan)	armpit		193517	jõ²¹mo³³tɕi³³kɑ̃⁴²	j õ ∼ ²¹ m o ³³ tɕ i ³³ k ɑ̃ ∼ ⁴² 	Sun1991
193491	Dali	Bai (Dali)	armpit		193491	jo⁵⁵tɕi⁴²mi⁴²kɑ⁴²	j o ⁵⁵ tɕ i ⁴² m i ⁴² k ɑ ⁴² 	Sun1991
193492	Bijiang	Bai (Bijiang)	armpit		193492	jo⁴²meʴ²¹tẽ³³	j o ⁴² m eʴ ²¹ t ẽ ∼ ³³ 	Sun1991
195710	Jianchuan	Bai (Jianchuan)	army		195710	kv⁵⁵xo³¹	k v ⁵⁵ x o ³¹ 	Sun1991
195684	Dali	Bai (Dali)	army		195684	kv³⁵xuo⁴⁴	k v ³⁵ x u o ⁴⁴ 	Sun1991
195685	Bijiang	Bai (Bijiang)	army		195685	dʑeʴ⁵⁵tʂi³³	dʑ eʴ ⁵⁵ tʂ i ³³ 	Sun1991
217717	Bijiang	Bai (Bijiang)	arrive		217717	tɕhuɑ⁴⁴	tɕh u ɑ ⁴⁴ 	Sun1991
217742	Jianchuan	Bai (Jianchuan)	arrive		217742	phiɑ⁴⁴	ph i ɑ ⁴⁴ 	Sun1991
217716	Dali	Bai (Dali)	arrive		217716	phiɑ⁴⁴	ph i ɑ ⁴⁴ 	Sun1991
201804	Dali	Bai (Dali)	arrow		201804	tɕi⁴²mo⁴²	tɕ i ⁴² m o ⁴² 	Sun1991
201805	Bijiang	Bai (Bijiang)	arrow		201805	tsẽ⁴²	ts ẽ ∼ ⁴² 	Sun1991
201830	Jianchuan	Bai (Jianchuan)	arrow		201830	tɕĩ⁴²	tɕ ĩ ∼ ⁴² 	Sun1991
217895	Jianchuan	Bai (Jianchuan)	ascend		217895	tsõ³³	ts õ ∼ ³³ 	Sun1991
217869	Dali	Bai (Dali)	ascend		217869	ke²¹	k e ²¹ 	Sun1991
217870	Bijiang	Bai (Bijiang)	ascend		217870	dõ³³	d õ ∼ ³³ 	Sun1991
204049	Bijiang	Bai (Bijiang)	ashes		204049	ɕu⁵⁵	ɕ u ⁵⁵ 	Sun1991
204048	Dali	Bai (Dali)	ashes		204048	su⁵⁵	s u ⁵⁵ 	Sun1991
204074	Jianchuan	Bai (Jianchuan)	ashes		204074	su⁵⁵	s u ⁵⁵ 	Sun1991
215166	Dali	Bai (Dali)	ask / inquire		215166	pieʴ⁴⁴	p i eʴ ⁴⁴ 	Sun1991
215192	Jianchuan	Bai (Jianchuan)	ask / inquire		215192	piɛ⁴⁴	p i ɛ ⁴⁴ 	Sun1991
215167	Bijiang	Bai (Bijiang)	ask / inquire		215167	tɕuɑ⁴⁴	tɕ u ɑ ⁴⁴ 	Sun1991
196806	Dali	Bai (Dali)	aunt (maternal)		196806	ji⁴²mɑ⁴⁴	j i ⁴² m ɑ ⁴⁴ 	Sun1991
196807	Bijiang	Bai (Bijiang)	aunt (maternal)		196807	ɑ⁵⁵ȵeʴ²¹	ɑ ⁵⁵ ȵ eʴ ²¹ 	Sun1991
196832	Jianchuan	Bai (Jianchuan)	aunt (maternal)		196832	ɑ³¹ŋv³³si⁵⁵	ɑ ³¹ ŋ v ³³ s i ⁵⁵ 	Sun1991
196628	Jianchuan	Bai (Jianchuan)	aunt (paternal)		196628	ɑ³¹ku⁵⁵	ɑ ³¹ k u ⁵⁵ 	Sun1991
196602	Dali	Bai (Dali)	aunt (paternal)		196602	to³¹ku³⁵	t o ³¹ k u ³⁵ 	Sun1991
196603	Bijiang	Bai (Bijiang)	aunt (paternal)		196603	ɑ⁵⁵qu⁵⁵	ɑ ⁵⁵ q u ⁵⁵ 	Sun1991
196398	Dali	Bai (Dali)	aunt (paternal, elder)		196398	tɑ⁵⁵mo³³	t ɑ ⁵⁵ m o ³³ 	Sun1991
196399	Bijiang	Bai (Bijiang)	aunt (paternal, elder)		196399	ɑ⁵⁵do⁴²mo³³	ɑ ⁵⁵ d o ⁴² m o ³³ 	Sun1991
196424	Jianchuan	Bai (Jianchuan)	aunt (paternal, elder)		196424	tɑ⁵⁵mo³³	t ɑ ⁵⁵ m o ³³ 	Sun1991
196705	Bijiang	Bai (Bijiang)	aunt (wife of maternal uncle)		196705	ɑ⁵⁵gɯ³³mo³³	ɑ ⁵⁵ g ɯ ³³ m o ³³ 	Sun1991
196704	Dali	Bai (Dali)	aunt (wife of maternal uncle)		196704	tɕou⁵⁵mu³¹	tɕ o u ⁵⁵ m u ³¹ 	Sun1991
196730	Jianchuan	Bai (Jianchuan)	aunt (wife of maternal uncle)		196730	ɑ³¹ɕo⁵⁵mo³³	ɑ ³¹ ɕ o ⁵⁵ m o ³³ 	Sun1991
196526	Jianchuan	Bai (Jianchuan)	aunt (wife of younger paternal		196526	ɕĩ⁵⁵sɯ³¹	ɕ ĩ ∼ ⁵⁵ s ɯ ³¹ 	Sun1991
196500	Dali	Bai (Dali)	aunt (wife of younger paternal		196500	ɑ³¹sɯ³¹	ɑ ³¹ s ɯ ³¹ 	Sun1991
196501	Bijiang	Bai (Bijiang)	aunt (wife of younger paternal		196501	ɑ⁵⁵so⁵⁵mo³³	ɑ ⁵⁵ s o ⁵⁵ m o ³³ 	Sun1991
196092	Dali	Bai (Dali)	autonym		196092	peʴ⁴²xuo⁴⁴	p eʴ ⁴² x u o ⁴⁴ 	Sun1991
196093	Bijiang	Bai (Bijiang)	autonym		196093	pɑ⁴²	p ɑ ⁴² 	Sun1991
196118	Jianchuan	Bai (Jianchuan)	autonym		196118	pɛ⁴²xo⁴⁴	p ɛ ⁴² x o ⁴⁴ 	Sun1991
183649	Bijiang	Bai (Bijiang)	autumn		183649	tshi⁴⁴tɕuɑ⁴⁴ŋuɑ⁴⁴	tsh i ⁴⁴ tɕ u ɑ ⁴⁴ ŋ u ɑ ⁴⁴ 	Sun1991
183674	Jianchuan	Bai (Jianchuan)	autumn		183674	tɕhɯ⁵⁵	tɕh ɯ ⁵⁵ 	Sun1991
183648	Dali	Bai (Dali)	autumn		183648	tɕhou⁴⁴tɕi⁵⁵	tɕh o u ⁴⁴ tɕ i ⁵⁵ 	Sun1991
200784	Dali	Bai (Dali)	ax		200784	pɯ³³tshv³¹	p ɯ ³³ tsh v ³¹ 	Sun1991
200785	Bijiang	Bai (Bijiang)	ax		200785	pɯ³³	p ɯ ³³ 	Sun1991
200810	Jianchuan	Bai (Jianchuan)	ax		200810	pɯ³³	p ɯ ³³ 	Sun1991
182629	Bijiang	Bai (Bijiang)	back (direction)		182629	ɣɯ³³	ɣ ɯ ³³ 	Sun1991
182654	Jianchuan	Bai (Jianchuan)	back (direction)		182654	ɣɯ³³no³³	ɣ ɯ ³³ n o ³³ 	Sun1991
182628	Dali	Bai (Dali)	back (direction)		182628	ɣɯ³³	ɣ ɯ ³³ 	Sun1991
193134	Dali	Bai (Dali)	back (of body)		193134	to³¹ko³¹ɕi³⁵	t o ³¹ k o ³¹ ɕ i ³⁵ 	Sun1991
193135	Bijiang	Bai (Bijiang)	back (of body)		193135	do⁴²pẽʴ⁴²	d o ⁴² p ẽʴ ∼ ⁴² 	Sun1991
193160	Jianchuan	Bai (Jianchuan)	back (of body)		193160	to⁴²ko⁴²tɕi⁵⁵phiɛ⁵⁵	t o ⁴² k o ⁴² tɕ i ⁵⁵ ph i ɛ ⁵⁵ 	Sun1991
223887	Dali	Bai (Dali)	bad		223887	xe⁴⁴	x e ⁴⁴ 	Sun1991
223913	Jianchuan	Bai (Jianchuan)	bad		223913	kuɛ⁴²	k u ɛ ⁴² 	Sun1991
223888	Bijiang	Bai (Bijiang)	bad		223888	qo⁴²	q o ⁴² 	Sun1991
205527	Dali	Bai (Dali)	ball		205527	tɕhou⁴²	tɕh o u ⁴² 	Sun1991
205528	Bijiang	Bai (Bijiang)	ball		205528	tɕho⁴²	tɕh o ⁴² 	Sun1991
205553	Jianchuan	Bai (Jianchuan)	ball		205553	tɕho⁴²	tɕh o ⁴² 	Sun1991
189310	Bijiang	Bai (Bijiang)	bamboo		189310	tɕo⁴⁴ɖɯ⁴²	tɕ o ⁴⁴ ɖ ɯ ⁴² 	Sun1991
189335	Jianchuan	Bai (Jianchuan)	bamboo		189335	tsv⁴⁴	ts v ⁴⁴ 	Sun1991
189309	Dali	Bai (Dali)	bamboo		189309	tsv⁴⁴	ts v ⁴⁴ 	Sun1991
189361	Bijiang	Bai (Bijiang)	bamboo shoot		189361	tɕo⁴⁴ʂue³³	tɕ o ⁴⁴ ʂ u e ³³ 	Sun1991
189386	Jianchuan	Bai (Jianchuan)	bamboo shoot		189386	lo⁵⁵	l o ⁵⁵ 	Sun1991
189360	Dali	Bai (Dali)	bamboo shoot		189360	tsv⁴⁴ɕui³³	ts v ⁴⁴ ɕ u i ³³ 	Sun1991
204813	Dali	Bai (Dali)	bank		204813	jɯ⁴²xɑ⁴²	j ɯ ⁴² x ɑ ⁴² 	Sun1991
204814	Bijiang	Bai (Bijiang)	bank		204814	ji³³xɑ⁴²	j i ³³ x ɑ ⁴² 	Sun1991
204839	Jianchuan	Bai (Jianchuan)	bank		204839	jɯ̃⁴²xɑ̃⁴²	j ɯ̃ ∼ ⁴² x ɑ̃ ∼ ⁴² 	Sun1991
219935	Jianchuan	Bai (Jianchuan)	bark		219935	piɑ⁴²	p i ɑ ⁴² 	Sun1991
219910	Bijiang	Bai (Bijiang)	bark		219910	mɑ²¹	m ɑ ²¹ 	Sun1991
219909	Dali	Bai (Dali)	bark		219909	piɑ⁴²	p i ɑ ⁴² 	Sun1991
189514	Bijiang	Bai (Bijiang)	barley		189514	mɯ⁵⁵zo³¹	m ɯ ⁵⁵ z o ³¹ 	Sun1991
189539	Jianchuan	Bai (Jianchuan)	barley		189539	me⁵⁵so²¹	m e ⁵⁵ s o ²¹ 	Sun1991
189513	Dali	Bai (Dali)	barley		189513	mi³⁵zo²¹	m i ³⁵ z o ²¹ 	Sun1991
189616	Bijiang	Bai (Bijiang)	barley (Tibetan)		189616	ȵo³³	ȵ o ³³ 	Sun1991
189641	Jianchuan	Bai (Jianchuan)	barley (Tibetan)		189641	ȵũ³³ɕṽ³³	ȵ ũ ∼ ³³ ɕ ṽ ³³ 	Sun1991
189615	Dali	Bai (Dali)	barley (Tibetan)		189615	ȵu³³	ȵ u ³³ 	Sun1991
202569	Dali	Bai (Dali)	barrel / pail / bucket		202569	thv³¹	th v ³¹ 	Sun1991
202570	Bijiang	Bai (Bijiang)	barrel / pail / bucket		202570	thu⁴²	th u ⁴² 	Sun1991
202595	Jianchuan	Bai (Jianchuan)	barrel / pail / bucket		202595	thṽ³¹	th ṽ ³¹ 	Sun1991
202263	Dali	Bai (Dali)	basket (bamboo, large)		202263	tɯ³⁵khv⁵⁵	t ɯ ³⁵ kh v ⁵⁵ 	Sun1991
202264	Bijiang	Bai (Bijiang)	basket (bamboo, large)		202264	ʈɯ⁵⁵	ʈ ɯ ⁵⁵ 	Sun1991
202289	Jianchuan	Bai (Jianchuan)	basket (bamboo, large)		202289	ɣo⁴²	ɣ o ⁴² 	Sun1991
187601	Jianchuan	Bai (Jianchuan)	bat		187601	po⁵⁵po⁴⁴tsi³³	p o ⁵⁵ p o ⁴⁴ ts i ³³ 	Sun1991
187575	Dali	Bai (Dali)	bat		187575	se⁵⁵mu⁴⁴tsi⁴⁴lo²¹	s e ⁵⁵ m u ⁴⁴ ts i ⁴⁴ l o ²¹ 	Sun1991
187576	Bijiang	Bai (Bijiang)	bat		187576	uɑ⁴²lɑ⁴²	u ɑ ⁴² l ɑ ⁴² 	Sun1991
213126	Dali	Bai (Dali)	bathe		213126	se³³tshi⁵⁵khou⁵⁵	s e ³³ tsh i ⁵⁵ kh o u ⁵⁵ 	Sun1991
213127	Bijiang	Bai (Bijiang)	bathe		213127	ɕui³³tɕui⁵⁵tɕhi⁵⁵gɯ⁴²	ɕ u i ³³ tɕ u i ⁵⁵ tɕh i ⁵⁵ g ɯ ⁴² 	Sun1991
213152	Jianchuan	Bai (Jianchuan)	bathe		213152	se³³pe²¹	s e ³³ p e ²¹ 	Sun1991
217360	Bijiang	Bai (Bijiang)	be / copula		217360	ɖõ³³	ɖ õ ∼ ³³ 	Sun1991
217385	Jianchuan	Bai (Jianchuan)	be / copula		217385	tsɯ³³	ts ɯ ³³ 	Sun1991
217359	Dali	Bai (Dali)	be / copula		217359	tso³³	ts o ³³ 	Sun1991
197928	Dali	Bai (Dali)	beam		197928	uɑ²¹tɯ²¹	u ɑ ²¹ t ɯ ²¹ 	Sun1991
197929	Bijiang	Bai (Bijiang)	beam		197929	do⁴²tõ⁴²uɑ̃²¹	d o ⁴² t õ ∼ ⁴² u ɑ̃ ∼ ²¹ 	Sun1991
197954	Jianchuan	Bai (Jianchuan)	beam		197954	ŋuɛ²¹	ŋ u ɛ ²¹ 	Sun1991
190227	Dali	Bai (Dali)	beans		190227	tɯ³¹	t ɯ ³¹ 	Sun1991
190228	Bijiang	Bai (Bijiang)	beans		190228	dɯ⁴²	d ɯ ⁴² 	Sun1991
190253	Jianchuan	Bai (Jianchuan)	beans		190253	tɯ³¹	t ɯ ³¹ 	Sun1991
186351	Dali	Bai (Dali)	bear		186351	tɕe³⁵	tɕ e ³⁵ 	Sun1991
186352	Bijiang	Bai (Bijiang)	bear		186352	tsẽ⁵⁵	ts ẽ ∼ ⁵⁵ 	Sun1991
186377	Jianchuan	Bai (Jianchuan)	bear		186377	khuɑ̃³³tɕĩ⁵⁵	kh u ɑ̃ ∼ ³³ tɕ ĩ ∼ ⁵⁵ 	Sun1991
220267	Bijiang	Bai (Bijiang)	bear fruit		220267	to²¹ne²¹	t o ²¹ n e ²¹ 	Sun1991
220292	Jianchuan	Bai (Jianchuan)	bear fruit		220292	tso⁴²kho³³	ts o ⁴² kh o ³³ 	Sun1991
220266	Dali	Bai (Dali)	bear fruit		220266	tso⁴²khuo³³	ts o ⁴² kh u o ³³ 	Sun1991
192522	Dali	Bai (Dali)	beard		192522	ɣu²¹	ɣ u ²¹ 	Sun1991
192523	Bijiang	Bai (Bijiang)	beard		192523	vu²¹	v u ²¹ 	Sun1991
192548	Jianchuan	Bai (Jianchuan)	beard		192548	ɣu²¹	ɣ u ²¹ 	Sun1991
223174	Bijiang	Bai (Bijiang)	beautiful		223174	ʈɑ²¹	ʈ ɑ ²¹ 	Sun1991
223173	Dali	Bai (Dali)	beautiful		223173	xɑ⁵⁵tɕeʴ⁴²	x ɑ ⁵⁵ tɕ eʴ ⁴² 	Sun1991
223199	Jianchuan	Bai (Jianchuan)	beautiful		223199	xɑ̃⁵⁵tɕɛ⁴²	x ɑ̃ ∼ ⁵⁵ tɕ ɛ ⁴² 	Sun1991
203181	Dali	Bai (Dali)	bed		203181	phu⁵⁵	ph u ⁵⁵ 	Sun1991
203182	Bijiang	Bai (Bijiang)	bed		203182	ʈõ²¹ʈũ⁵⁵	ʈ õ ∼ ²¹ ʈ ũ ∼ ⁵⁵ 	Sun1991
203207	Jianchuan	Bai (Jianchuan)	bed		203207	tsõ²¹	ts õ ∼ ²¹ 	Sun1991
188162	Jianchuan	Bai (Jianchuan)	bedbug		188162	pi⁵⁵si⁵⁵tsi³³	p i ⁵⁵ s i ⁵⁵ ts i ³³ 	Sun1991
188136	Dali	Bai (Dali)	bedbug		188136	tsv⁴⁴ɕe⁴⁴	ts v ⁴⁴ ɕ e ⁴⁴ 	Sun1991
188137	Bijiang	Bai (Bijiang)	bedbug		188137	tɕo⁵⁵ʂi⁴⁴	tɕ o ⁵⁵ ʂ i ⁴⁴ 	Sun1991
220419	Dali	Bai (Dali)	begin		220419	khe³³si³¹	kh e ³³ s i ³¹ 	Sun1991
220420	Bijiang	Bai (Bijiang)	begin		220420	tsu⁵⁵khɯ³³	ts u ⁵⁵ kh ɯ ³³ 	Sun1991
220445	Jianchuan	Bai (Jianchuan)	begin		220445	tsu⁵⁵khɯ³³	ts u ⁵⁵ kh ɯ ³³ 	Sun1991
