ID	CHARACTER	PINYIN	DOCULECT	READING	CONTEXT
11289	允	yǔn	Middle_Chinese	j w i n /²	i m n c t
11290	允	yǔn	Beijing	y n ²¹⁴	n c t
11291	蕴	yùn	Middle_Chinese	ʔ j u n /³	i m n c t
11292	蕴	yùn	Beijing	y n ⁵¹	n c t
11293	愠	yùn	Middle_Chinese	ʔ j u n /³	i m n c t
11294	愠	yùn	Beijing	y n ⁵¹	n c t
11295	酝	yùn	Middle_Chinese	ʔ j u n /³	i m n c t
11296	酝	yùn	Beijing	y n ⁵¹	n c t
11297	熨	yùn	Middle_Chinese	ʔ j u n /³	i m n c t
11298	熨	yùn	Beijing	y n ⁵¹	n c t
11299	韵	yùn	Middle_Chinese	ɣ j u n /³	i m n c t
11300	韵	yùn	Beijing	y n ⁵¹	n c t
11301	韻	yùn	Middle_Chinese	ɣ j u n /³	i m n c t
11302	韻	yùn	Beijing	y n ⁵¹	n c t
11303	运	yùn	Middle_Chinese	ɣ j u n /³	i m n c t
11304	运	yùn	Beijing	y n ⁵¹	n c t
11305	晕	yūn	Middle_Chinese	ɣ j u n /³	i m n c t
11306	晕	yūn	Beijing	y n ⁵¹	n c t
11307	郓	yùn	Middle_Chinese	ɣ j u n /³	i m n c t
11308	郓	yùn	Beijing	y n ⁵¹	n c t
11309	恽	yùn	Middle_Chinese	ɣ j u n /³	i m n c t
11310	恽	yùn	Beijing	y n ⁵¹	n c t
11311	孕	yùn	Middle_Chinese	j i ŋ /³	i n c t
11312	孕	yùn	Beijing	y n ⁵¹	n c t
11313	帮	bāng	Middle_Chinese	p a ŋ /¹	i n c t t
11314	帮	bāng	Beijing	p a ŋ ⁵⁵	i n c t
11315	邦	bāng	Middle_Chinese	p æ ŋʷ /¹	i n c t t
11316	邦	bāng	Beijing	p a ŋ ⁵⁵	i n c t
11317	浜	bāng	Middle_Chinese	p ɛ ŋ /¹	i n c t t
11318	浜	bāng	Beijing	p a ŋ ⁵⁵	i n c t
11319	榜	bǎng	Middle_Chinese	p a ŋ /²	i n c t
11320	榜	bǎng	Beijing	p a ŋ ²¹⁴	i n c t
11321	牓	bǎng	Middle_Chinese	p a ŋ /²	i n c t
11322	牓	bǎng	Beijing	p a ŋ ²¹⁴	i n c t
11323	蒡	bàng	Middle_Chinese	p a ŋ /²	i n c t
11324	蒡	bàng	Beijing	p a ŋ ²¹⁴	i n c t
11325	谤	bàng	Middle_Chinese	p a ŋ /³	i n c t
11326	谤	bàng	Beijing	p a ŋ ⁵¹	i n c t
11327	傍	bàng	Middle_Chinese	b a ŋ /³	i n c t
11328	傍	bàng	Beijing	p a ŋ ⁵¹	i n c t
11329	棒	bàng	Middle_Chinese	b æ ŋʷ /²	i n c t
11330	棒	bàng	Beijing	p a ŋ ⁵¹	i n c t
11331	蚌	bàng	Middle_Chinese	b æ ŋʷ /²	i n c t
11332	蚌	bàng	Beijing	p a ŋ ⁵¹	i n c t
11333	滂	pāng	Middle_Chinese	pʰ a ŋ /¹	i n c t t
11334	滂	pāng	Beijing	pʰ a ŋ ⁵⁵	i n c t
11335	胮	pāng	Middle_Chinese	pʰ æ ŋʷ /¹	i n c t t
11336	胮	pāng	Beijing	pʰ a ŋ ⁵⁵	i n c t
11337	霶	pāng	Middle_Chinese	pʰ a ŋ /¹	i n c t t
11338	霶	pāng	Beijing	pʰ a ŋ ³⁵	i n c t
11339	雱	pāng	Middle_Chinese	pʰ a ŋ /¹	i n c t t
11340	雱	pāng	Beijing	pʰ a ŋ ³⁵	i n c t
11341	滂	pāng	Middle_Chinese	pʰ a ŋ /¹	i n c t t
11342	滂	pāng	Beijing	pʰ a ŋ ³⁵	i n c t
11343	旁	páng	Middle_Chinese	b a ŋ /¹	i n c t t
11344	旁	páng	Beijing	pʰ a ŋ ³⁵	i n c t
11345	傍	bàng	Middle_Chinese	b a ŋ /¹	i n c t t
11346	傍	bàng	Beijing	pʰ a ŋ ³⁵	i n c t
11347	膀	bǎng	Middle_Chinese	b a ŋ /¹	i n c t t
11348	膀	bǎng	Beijing	pʰ a ŋ ³⁵	i n c t
11349	彷	fǎng	Middle_Chinese	b a ŋ /¹	i n c t t
11350	彷	fǎng	Beijing	pʰ a ŋ ³⁵	i n c t
11351	螃	páng	Middle_Chinese	b a ŋ /¹	i n c t t
11352	螃	páng	Beijing	pʰ a ŋ ³⁵	i n c t
11353	庞	páng	Middle_Chinese	b æ ŋʷ /¹	i n c t t
11354	庞	páng	Beijing	pʰ a ŋ ³⁵	i n c t
11355	胖	pàng	Middle_Chinese	pʰ æ ŋʷ /³	i n c t
11356	胖	pàng	Beijing	pʰ a ŋ ⁵¹	i n c t
11357	肨	pàng	Middle_Chinese	pʰ æ ŋʷ /³	i n c t
11358	肨	pàng	Beijing	pʰ a ŋ ⁵¹	i n c t
11359	忙	máng	Middle_Chinese	m a ŋ /¹	i n c t t
11360	忙	máng	Beijing	m a ŋ ³⁵	i n c t
11361	芒	máng	Middle_Chinese	m a ŋ /¹	i n c t t
11362	芒	máng	Beijing	m a ŋ ³⁵	i n c t
11363	茫	máng	Middle_Chinese	m a ŋ /¹	i n c t t
11364	茫	máng	Beijing	m a ŋ ³⁵	i n c t
11365	邙	máng	Middle_Chinese	m a ŋ /¹	i n c t t
11366	邙	máng	Beijing	m a ŋ ³⁵	i n c t
11367	铓	máng	Middle_Chinese	m j a ŋ /¹	i m n c t t
11368	铓	máng	Beijing	m a ŋ ³⁵	i n c t
11369	硭	máng	Middle_Chinese	m j a ŋ /¹	i m n c t t
11370	硭	máng	Beijing	m a ŋ ³⁵	i n c t
11371	尨	máng	Middle_Chinese	m æ ŋʷ /¹	i n c t t
11372	尨	máng	Beijing	m a ŋ ³⁵	i n c t
11373	厖	páng	Middle_Chinese	m æ ŋʷ /¹	i n c t t
11374	厖	páng	Beijing	m a ŋ ³⁵	i n c t
11375	盲	máng	Middle_Chinese	m æ ŋ /¹	i n c t t
11376	盲	máng	Beijing	m a ŋ ³⁵	i n c t
11377	虻	méng	Middle_Chinese	m æ ŋ /¹	i n c t t
11378	虻	méng	Beijing	m a ŋ ³⁵	i n c t
11379	蝱	méng	Middle_Chinese	m æ ŋ /¹	i n c t t
11380	蝱	méng	Beijing	m a ŋ ³⁵	i n c t
11381	氓	máng	Middle_Chinese	m ɛ ŋ /¹	i n c t t
11382	氓	máng	Beijing	m a ŋ ³⁵	i n c t
11383	莽	mǎng	Middle_Chinese	m a ŋ /²	i n c t
11384	莽	mǎng	Beijing	m a ŋ ²¹⁴	i n c t
11385	蟒	mǎng	Middle_Chinese	m a ŋ /²	i n c t
11386	蟒	mǎng	Beijing	m a ŋ ²¹⁴	i n c t
11387	漭	mǎng	Middle_Chinese	m a ŋ /²	i n c t
11388	漭	mǎng	Beijing	m a ŋ ²¹⁴	i n c t
11389	方	fāng	Middle_Chinese	p j a ŋ /¹	i m n c t t
11390	方	fāng	Beijing	f a ŋ ⁵⁵	i n c t
11391	坊	fāng	Middle_Chinese	p j a ŋ /¹	i m n c t t
11392	坊	fāng	Beijing	f a ŋ ⁵⁵	i n c t
11393	枋	fāng	Middle_Chinese	p j a ŋ /¹	i m n c t t
11394	枋	fāng	Beijing	f a ŋ ⁵⁵	i n c t
11395	邡	fāng	Middle_Chinese	p j a ŋ /¹	i m n c t t
11396	邡	fāng	Beijing	f a ŋ ⁵⁵	i n c t
11397	钫	fāng	Middle_Chinese	p j a ŋ /¹	i m n c t t
11398	钫	fāng	Beijing	f a ŋ ⁵⁵	i n c t
11399	肪	fáng	Middle_Chinese	p j a ŋ /¹	i m n c t t
11400	肪	fáng	Beijing	f a ŋ ⁵⁵	i n c t
11401	妨	fáng	Middle_Chinese	pʰ j a ŋ /¹	i m n c t t
11402	妨	fáng	Beijing	f a ŋ ⁵⁵	i n c t
11403	芳	fāng	Middle_Chinese	pʰ j a ŋ /¹	i m n c t t
11404	芳	fāng	Beijing	f a ŋ ⁵⁵	i n c t
11405	妨	fáng	Middle_Chinese	pʰ j a ŋ /¹	i m n c t t
11406	妨	fáng	Beijing	f a ŋ ³⁵	i n c t
11407	防	fáng	Middle_Chinese	b j a ŋ /¹	i m n c t t
11408	防	fáng	Beijing	f a ŋ ³⁵	i n c t
11409	房	fáng	Middle_Chinese	b j a ŋ /¹	i m n c t t
11410	房	fáng	Beijing	f a ŋ ³⁵	i n c t
11411	鲂	fáng	Middle_Chinese	b j a ŋ /¹	i m n c t t
11412	鲂	fáng	Beijing	f a ŋ ³⁵	i n c t
11413	肪	fáng	Middle_Chinese	b j a ŋ /¹	i m n c t t
11414	肪	fáng	Beijing	f a ŋ ³⁵	i n c t
11415	仿	fǎng	Middle_Chinese	p j a ŋ /²	i m n c t
11416	仿	fǎng	Beijing	f a ŋ ²¹⁴	i n c t
11417	昉	fǎng	Middle_Chinese	p j a ŋ /²	i m n c t
11418	昉	fǎng	Beijing	f a ŋ ²¹⁴	i n c t
11419	纺	fǎng	Middle_Chinese	pʰ j a ŋ /²	i m n c t
11420	纺	fǎng	Beijing	f a ŋ ²¹⁴	i n c t
11421	仿	fǎng	Middle_Chinese	pʰ j a ŋ /²	i m n c t
11422	仿	fǎng	Beijing	f a ŋ ²¹⁴	i n c t
11423	彷	fǎng	Middle_Chinese	pʰ j a ŋ /²	i m n c t
11424	彷	fǎng	Beijing	f a ŋ ²¹⁴	i n c t
11425	舫	fǎng	Middle_Chinese	p j a ŋ /³	i m n c t
11426	舫	fǎng	Beijing	f a ŋ ²¹⁴	i n c t
11427	访	fǎng	Middle_Chinese	pʰ j a ŋ /³	i m n c t
11428	访	fǎng	Beijing	f a ŋ ²¹⁴	i n c t
11429	放	fàng	Middle_Chinese	p j a ŋ /³	i m n c t
11430	放	fàng	Beijing	f a ŋ ⁵¹	i n c t
11431	当	dāng	Middle_Chinese	t a ŋ /¹	i n c t t
11432	当	dāng	Beijing	t a ŋ ⁵⁵	i n c t
11433	珰	dāng	Middle_Chinese	t a ŋ /¹	i n c t t
11434	珰	dāng	Beijing	t a ŋ ⁵⁵	i n c t
11435	铛	dāng	Middle_Chinese	t a ŋ /¹	i n c t t
11436	铛	dāng	Beijing	t a ŋ ⁵⁵	i n c t
11437	裆	dāng	Middle_Chinese	t a ŋ /¹	i n c t t
11438	裆	dāng	Beijing	t a ŋ ⁵⁵	i n c t
11439	党	dǎng	Middle_Chinese	t a ŋ /²	i n c t
11440	党	dǎng	Beijing	t a ŋ ²¹⁴	i n c t
11441	谠	dǎng	Middle_Chinese	t a ŋ /²	i n c t
11442	谠	dǎng	Beijing	t a ŋ ²¹⁴	i n c t
11443	当	dāng	Middle_Chinese	t a ŋ /³	i n c t
11444	当	dāng	Beijing	t a ŋ ⁵¹	i n c t
11445	挡	dǎng	Middle_Chinese	t a ŋ /³	i n c t
11446	挡	dǎng	Beijing	t a ŋ ⁵¹	i n c t
11447	檔	dàng	Middle_Chinese	t a ŋ /³	i n c t
11448	檔	dàng	Beijing	t a ŋ ⁵¹	i n c t
11449	荡	dàng	Middle_Chinese	d a ŋ /²	i n c t
11450	荡	dàng	Beijing	t a ŋ ⁵¹	i n c t
11451	荡	dàng	Middle_Chinese	d a ŋ /²	i n c t
11452	荡	dàng	Beijing	t a ŋ ⁵¹	i n c t
11453	宕	dàng	Middle_Chinese	d a ŋ /³	i n c t
11454	宕	dàng	Beijing	t a ŋ ⁵¹	i n c t
11455	砀	dàng	Middle_Chinese	d a ŋ /³	i n c t
11456	砀	dàng	Beijing	t a ŋ ⁵¹	i n c t
11457	菪	dàng	Middle_Chinese	d a ŋ /³	i n c t
11458	菪	dàng	Beijing	t a ŋ ⁵¹	i n c t
11459	汤	tāng	Middle_Chinese	tʰ a ŋ /¹	i n c t t
11460	汤	tāng	Beijing	tʰ a ŋ ⁵⁵	i n c t
11461	镗	tāng	Middle_Chinese	tʰ a ŋ /¹	i n c t t
11462	镗	tāng	Beijing	tʰ a ŋ ⁵⁵	i n c t
11463	蹚	tāng	Middle_Chinese	tʰ a ŋ /¹	i n c t t
11464	蹚	tāng	Beijing	tʰ a ŋ ⁵⁵	i n c t
11465	唐	táng	Middle_Chinese	d a ŋ /¹	i n c t t
11466	唐	táng	Beijing	tʰ a ŋ ³⁵	i n c t
11467	糖	táng	Middle_Chinese	d a ŋ /¹	i n c t t
11468	糖	táng	Beijing	tʰ a ŋ ³⁵	i n c t
11469	塘	táng	Middle_Chinese	d a ŋ /¹	i n c t t
11470	塘	táng	Beijing	tʰ a ŋ ³⁵	i n c t
11471	螗	táng	Middle_Chinese	d a ŋ /¹	i n c t t
11472	螗	táng	Beijing	tʰ a ŋ ³⁵	i n c t
11473	溏	táng	Middle_Chinese	d a ŋ /¹	i n c t t
11474	溏	táng	Beijing	tʰ a ŋ ³⁵	i n c t
11475	棠	táng	Middle_Chinese	d a ŋ /¹	i n c t t
11476	棠	táng	Beijing	tʰ a ŋ ³⁵	i n c t
11477	堂	táng	Middle_Chinese	d a ŋ /¹	i n c t t
11478	堂	táng	Beijing	tʰ a ŋ ³⁵	i n c t
11479	摚	chēng	Middle_Chinese	d a ŋ /¹	i n c t t
11480	摚	chēng	Beijing	tʰ a ŋ ³⁵	i n c t
11481	搪	táng	Middle_Chinese	d a ŋ /¹	i n c t t
11482	搪	táng	Beijing	tʰ a ŋ ³⁵	i n c t
11483	螳	táng	Middle_Chinese	d a ŋ /¹	i n c t t
11484	螳	táng	Beijing	tʰ a ŋ ³⁵	i n c t
11485	帑	tǎng	Middle_Chinese	tʰ a ŋ /²	i n c t
11486	帑	tǎng	Beijing	tʰ a ŋ ²¹⁴	i n c t
11487	傥	tǎng	Middle_Chinese	tʰ a ŋ /²	i n c t
11488	傥	tǎng	Beijing	tʰ a ŋ ²¹⁴	i n c t
11489	倘	tǎng	Middle_Chinese	tʰ a ŋ /²	i n c t
11490	倘	tǎng	Beijing	tʰ a ŋ ²¹⁴	i n c t
11491	躺	tǎng	Middle_Chinese	tʰ a ŋ /²	i n c t
11492	躺	tǎng	Beijing	tʰ a ŋ ²¹⁴	i n c t
11493	踼	táng	Middle_Chinese	tʰ a ŋ /²	i n c t
11494	踼	táng	Beijing	tʰ a ŋ ²¹⁴	i n c t
11495	烫	tàng	Middle_Chinese	tʰ a ŋ /³	i n c t
11496	烫	tàng	Beijing	tʰ a ŋ ⁵¹	i n c t
11497	趟	tàng	Middle_Chinese	tʰ a ŋ /³	i n c t
11498	趟	tàng	Beijing	tʰ a ŋ ⁵¹	i n c t
11499	荡	dàng	Middle_Chinese	tʰ a ŋ /³	i n c t
11500	荡	dàng	Beijing	tʰ a ŋ ⁵¹	i n c t
11501	囊	náng	Middle_Chinese	n a ŋ /¹	i n c t t
11502	囊	náng	Beijing	n a ŋ ³⁵	i n c t
11503	曩	nǎng	Middle_Chinese	n a ŋ /²	i n c t
11504	曩	nǎng	Beijing	n a ŋ ²¹⁴	i n c t
11505	攮	nǎng	Middle_Chinese	n æ ŋʷ /²	i n c t
11506	攮	nǎng	Beijing	n a ŋ ²¹⁴	i n c t
11507	擃	nǎng	Middle_Chinese	n æ ŋʷ /²	i n c t
11508	擃	nǎng	Beijing	n a ŋ ²¹⁴	i n c t
11509	郎	láng	Middle_Chinese	l a ŋ /¹	i n c t t
11510	郎	láng	Beijing	l a ŋ ³⁵	i n c t
11511	廊	láng	Middle_Chinese	l a ŋ /¹	i n c t t
11512	廊	láng	Beijing	l a ŋ ³⁵	i n c t
11513	狼	láng	Middle_Chinese	l a ŋ /¹	i n c t t
11514	狼	láng	Beijing	l a ŋ ³⁵	i n c t
11515	稂	láng	Middle_Chinese	l a ŋ /¹	i n c t t
11516	稂	láng	Beijing	l a ŋ ³⁵	i n c t
11517	琅	láng	Middle_Chinese	l a ŋ /¹	i n c t t
11518	琅	láng	Beijing	l a ŋ ³⁵	i n c t
11519	榔	láng	Middle_Chinese	l a ŋ /¹	i n c t t
11520	榔	láng	Beijing	l a ŋ ³⁵	i n c t
11521	琅	láng	Middle_Chinese	l a ŋ /¹	i n c t t
11522	琅	láng	Beijing	l a ŋ ³⁵	i n c t
11523	踉	liáng	Middle_Chinese	l a ŋ /¹	i n c t t
11524	踉	liáng	Beijing	l a ŋ ³⁵	i n c t
11525	莨	làng	Middle_Chinese	l a ŋ /¹	i n c t t
11526	莨	làng	Beijing	l a ŋ ³⁵	i n c t
11527	锒	láng	Middle_Chinese	l a ŋ /¹	i n c t t
11528	锒	láng	Beijing	l a ŋ ³⁵	i n c t
11529	螂	láng	Middle_Chinese	l a ŋ /¹	i n c t t
11530	螂	láng	Beijing	l a ŋ ³⁵	i n c t
11531	蜋	láng	Middle_Chinese	l a ŋ /¹	i n c t t
11532	蜋	láng	Beijing	l a ŋ ³⁵	i n c t
11533	蜋	láng	Middle_Chinese	l j a ŋ /¹	i m n c t t
11534	蜋	láng	Beijing	l a ŋ ³⁵	i n c t
11535	朗	lǎng	Middle_Chinese	l a ŋ /²	i n c t
11536	朗	lǎng	Beijing	l a ŋ ²¹⁴	i n c t
11537	烺	lǎng	Middle_Chinese	l a ŋ /²	i n c t
11538	烺	lǎng	Beijing	l a ŋ ²¹⁴	i n c t
11539	浪	làng	Middle_Chinese	l a ŋ /³	i n c t
11540	浪	làng	Beijing	l a ŋ ⁵¹	i n c t
11541	阆	làng	Middle_Chinese	l a ŋ /³	i n c t
11542	阆	làng	Beijing	l a ŋ ⁵¹	i n c t
11543	莨	làng	Middle_Chinese	l a ŋ /³	i n c t
11544	莨	làng	Beijing	l a ŋ ⁵¹	i n c t
11545	臧	zāng	Middle_Chinese	ts a ŋ /¹	i n c t t
11546	臧	zāng	Beijing	ts a ŋ ⁵⁵	i n c t
11547	赃	zāng	Middle_Chinese	ts a ŋ /¹	i n c t t
11548	赃	zāng	Beijing	ts a ŋ ⁵⁵	i n c t
11549	驵	zǎng	Middle_Chinese	ts a ŋ /²	i n c t
11550	驵	zǎng	Beijing	ts a ŋ ²¹⁴	i n c t
11551	葬	zàng	Middle_Chinese	ts a ŋ /³	i n c t
11552	葬	zàng	Beijing	ts a ŋ ⁵¹	i n c t
11553	奘	zàng	Middle_Chinese	dz a ŋ /²	i n c t
11554	奘	zàng	Beijing	ts a ŋ ⁵¹	i n c t
11555	藏	cáng	Middle_Chinese	dz a ŋ /³	i n c t
11556	藏	cáng	Beijing	ts a ŋ ⁵¹	i n c t
11557	脏	zàng	Middle_Chinese	dz a ŋ /³	i n c t
11558	脏	zàng	Beijing	ts a ŋ ⁵¹	i n c t
11559	仓	cāng	Middle_Chinese	tsʰ a ŋ /¹	i n c t t
11560	仓	cāng	Beijing	tsʰ a ŋ ⁵⁵	i n c t
11561	苍	cāng	Middle_Chinese	tsʰ a ŋ /¹	i n c t t
11562	苍	cāng	Beijing	tsʰ a ŋ ⁵⁵	i n c t
11563	舱	cāng	Middle_Chinese	tsʰ a ŋ /¹	i n c t t
11564	舱	cāng	Beijing	tsʰ a ŋ ⁵⁵	i n c t
11565	沧	cāng	Middle_Chinese	tsʰ a ŋ /¹	i n c t t
11566	沧	cāng	Beijing	tsʰ a ŋ ⁵⁵	i n c t
11567	鸧	cāng	Middle_Chinese	tsʰ a ŋ /¹	i n c t t
11568	鸧	cāng	Beijing	tsʰ a ŋ ⁵⁵	i n c t
11569	伧	cāng	Middle_Chinese	tsʰ a ŋ /¹	i n c t t
11570	伧	cāng	Beijing	tsʰ a ŋ ⁵⁵	i n c t
11571	藏	cáng	Middle_Chinese	dz a ŋ /¹	i n c t t
11572	藏	cáng	Beijing	tsʰ a ŋ ³⁵	i n c t
11573	桑	sāng	Middle_Chinese	s a ŋ /¹	i n c t t
11574	桑	sāng	Beijing	s a ŋ ⁵⁵	i n c t
11575	丧	sàng	Middle_Chinese	s a ŋ /¹	i n c t t
11576	丧	sàng	Beijing	s a ŋ ⁵⁵	i n c t
11577	磉	sǎng	Middle_Chinese	s a ŋ /²	i n c t
11578	磉	sǎng	Beijing	s a ŋ ²¹⁴	i n c t
11579	颡	sǎng	Middle_Chinese	s a ŋ /²	i n c t
11580	颡	sǎng	Beijing	s a ŋ ²¹⁴	i n c t
11581	搡	sǎng	Middle_Chinese	s a ŋ /²	i n c t
11582	搡	sǎng	Beijing	s a ŋ ²¹⁴	i n c t
11583	嗓	sǎng	Middle_Chinese	s a ŋ /²	i n c t
11584	嗓	sǎng	Beijing	s a ŋ ²¹⁴	i n c t
11585	丧	sàng	Middle_Chinese	s a ŋ /³	i n c t
11586	丧	sàng	Beijing	s a ŋ ⁵¹	i n c t
11587	张	zhāng	Middle_Chinese	ʈ j a ŋ /¹	i m n c t t
11588	张	zhāng	Beijing	ʈʂ a ŋ ⁵⁵	i n c t
11589	粻	zhāng	Middle_Chinese	ʈ j a ŋ /¹	i m n c t t
11590	粻	zhāng	Beijing	ʈʂ a ŋ ⁵⁵	i n c t
11591	章	zhāng	Middle_Chinese	tɕ a ŋ /¹	i n c t t
11592	章	zhāng	Beijing	ʈʂ a ŋ ⁵⁵	i n c t
11593	樟	zhāng	Middle_Chinese	tɕ a ŋ /¹	i n c t t
11594	樟	zhāng	Beijing	ʈʂ a ŋ ⁵⁵	i n c t
11595	漳	zhāng	Middle_Chinese	tɕ a ŋ /¹	i n c t t
11596	漳	zhāng	Beijing	ʈʂ a ŋ ⁵⁵	i n c t
11597	彰	zhāng	Middle_Chinese	tɕ a ŋ /¹	i n c t t
11598	彰	zhāng	Beijing	ʈʂ a ŋ ⁵⁵	i n c t
11599	璋	zhāng	Middle_Chinese	tɕ a ŋ /¹	i n c t t
11600	璋	zhāng	Beijing	ʈʂ a ŋ ⁵⁵	i n c t
11601	麞	zhāng	Middle_Chinese	tɕ a ŋ /¹	i n c t t
11602	麞	zhāng	Beijing	ʈʂ a ŋ ⁵⁵	i n c t
11603	鄣	zhāng	Middle_Chinese	tɕ a ŋ /¹	i n c t t
11604	鄣	zhāng	Beijing	ʈʂ a ŋ ⁵⁵	i n c t
11605	嫜	zhāng	Middle_Chinese	tɕ a ŋ /¹	i n c t t
11606	嫜	zhāng	Beijing	ʈʂ a ŋ ⁵⁵	i n c t
11607	长	zhǎng	Middle_Chinese	ʈ j a ŋ /²	i m n c t
11608	长	zhǎng	Beijing	ʈʂ a ŋ ²¹⁴	i n c t
11609	涨	zhǎng	Middle_Chinese	ʈ j a ŋ /²	i m n c t
11610	涨	zhǎng	Beijing	ʈʂ a ŋ ²¹⁴	i n c t
11611	掌	zhǎng	Middle_Chinese	tɕ a ŋ /²	i n c t
11612	掌	zhǎng	Beijing	ʈʂ a ŋ ²¹⁴	i n c t
11613	帐	zhàng	Middle_Chinese	ʈ j a ŋ /³	i m n c t
11614	帐	zhàng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11615	账	zhàng	Middle_Chinese	ʈ j a ŋ /³	i m n c t
11616	账	zhàng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11617	胀	zhàng	Middle_Chinese	ʈ j a ŋ /³	i m n c t
11618	胀	zhàng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11619	涨	zhǎng	Middle_Chinese	ʈ j a ŋ /³	i m n c t
11620	涨	zhǎng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11621	丈	zhàng	Middle_Chinese	ɖ j a ŋ /²	i m n c t
11622	丈	zhàng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11623	杖	zhàng	Middle_Chinese	ɖ j a ŋ /²	i m n c t
11624	杖	zhàng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11625	仗	zhàng	Middle_Chinese	ɖ j a ŋ /²	i m n c t
11626	仗	zhàng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11627	仗	zhàng	Middle_Chinese	ɖ j a ŋ /³	i m n c t
11628	仗	zhàng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11629	长	zhǎng	Middle_Chinese	ɖ j a ŋ /³	i m n c t
11630	长	zhǎng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11631	障	zhàng	Middle_Chinese	tɕ a ŋ /²	i n c t
11632	障	zhàng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11633	瘴	zhàng	Middle_Chinese	tɕ a ŋ /²	i n c t
11634	瘴	zhàng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11635	嶂	zhàng	Middle_Chinese	tɕ a ŋ /²	i n c t
11636	嶂	zhàng	Beijing	ʈʂ a ŋ ⁵¹	i n c t
11637	伥	chāng	Middle_Chinese	ʈʰ j a ŋ /¹	i m n c t t
11638	伥	chāng	Beijing	ʈʂʰ a ŋ ⁵⁵	i n c t
11639	昌	chāng	Middle_Chinese	tɕʰ a ŋ /¹	i n c t t
11640	昌	chāng	Beijing	ʈʂʰ a ŋ ⁵⁵	i n c t
11641	倡	chàng	Middle_Chinese	tɕʰ a ŋ /¹	i n c t t
11642	倡	chàng	Beijing	ʈʂʰ a ŋ ⁵⁵	i n c t
11643	猖	chāng	Middle_Chinese	tɕʰ a ŋ /¹	i n c t t
11644	猖	chāng	Beijing	ʈʂʰ a ŋ ⁵⁵	i n c t
11645	阊	chāng	Middle_Chinese	tɕʰ a ŋ /¹	i n c t t
11646	阊	chāng	Beijing	ʈʂʰ a ŋ ⁵⁵	i n c t
11647	鲳	chāng	Middle_Chinese	tɕʰ a ŋ /¹	i n c t t
11648	鲳	chāng	Beijing	ʈʂʰ a ŋ ⁵⁵	i n c t
11649	菖	chāng	Middle_Chinese	tɕʰ a ŋ /¹	i n c t t
11650	菖	chāng	Beijing	ʈʂʰ a ŋ ⁵⁵	i n c t
11651	长	zhǎng	Middle_Chinese	ɖ j a ŋ /¹	i m n c t t
11652	长	zhǎng	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11653	苌	cháng	Middle_Chinese	ɖ j a ŋ /¹	i m n c t t
11654	苌	cháng	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11655	肠	cháng	Middle_Chinese	ɖ j a ŋ /¹	i m n c t t
11656	肠	cháng	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11657	场	chǎng	Middle_Chinese	ɖ j a ŋ /¹	i m n c t t
11658	场	chǎng	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11659	常	cháng	Middle_Chinese	dʑ a ŋ /¹	i n c t t
11660	常	cháng	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11661	尝	cháng	Middle_Chinese	dʑ a ŋ /¹	i n c t t
11662	尝	cháng	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11663	偿	cháng	Middle_Chinese	dʑ a ŋ /¹	i n c t t
11664	偿	cháng	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11665	嫦	cháng	Middle_Chinese	dʑ a ŋ /¹	i n c t t
11666	嫦	cháng	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11667	裳	shang	Middle_Chinese	dʑ a ŋ /¹	i n c t t
11668	裳	shang	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11669	鲿	cháng	Middle_Chinese	dʑ a ŋ /¹	i n c t t
11670	鲿	cháng	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11671	徜	cháng	Middle_Chinese	dʑ a ŋ /¹	i n c t t
11672	徜	cháng	Beijing	ʈʂʰ a ŋ ³⁵	i n c t
11673	昶	chǎng	Middle_Chinese	ʈʰ j a ŋ /²	i m n c t
11674	昶	chǎng	Beijing	ʈʂʰ a ŋ ²¹⁴	i n c t
11675	鋹	chǎng	Middle_Chinese	ʈʰ j a ŋ /²	i m n c t
11676	鋹	chǎng	Beijing	ʈʂʰ a ŋ ²¹⁴	i n c t
11677	场	chǎng	Middle_Chinese	ɖ j a ŋ /¹	i m n c t t
11678	场	chǎng	Beijing	ʈʂʰ a ŋ ²¹⁴	i n c t
11679	敞	chǎng	Middle_Chinese	tɕʰ a ŋ /²	i n c t
