ID	DOCULECT	CONTEXT	VALUE	OCCURRENCES	CROSSREF
1	Zhenqian	nucleus	io	1	174:0
1	Zhenqian	nucleus	o	7	86:0 229:0 196:0 438:0 152:0 427:0 273:0
1	Zhenqian	nucleus	u	4	306:0 317:0 141:0 97:0
1	Zhenqian	nucleus	y	1	361:0
1	Zhenqian	nucleus	œ	1	75:0
1	Zhenqian	tone	²	4	86:0 64:0 75:0 97:0
1	Zhenqian	tone	³	10	383:0 130:0 152:0 350:0 372:0 163:0 141:0 339:0 119:0 361:0
1	Zhenqian	tone	¹	5	20:0 42:0 31:0 9:0 53:0
1	Zhenqian	tone	⁵	10	174:0 262:0 229:0 251:0 185:0 394:0 218:0 273:0 207:0 240:0
1	Zhenqian	tone	⁶	9	196:0 306:0 438:0 416:0 427:0 405:0 317:0 284:0 328:0
1	Zhenqian	tone	⁹	2	295:0 108:0
