ID	DOCULECT	GLOTTOLOG	ISO	CONCEPT	CONCEPTICON_ID	CHINESE	PINYIN	BENZI	BENZI_IN_SOURCE	VALUE	FORM	SEGMENTS	COGID	COGIDS	NOTE	SOURCE	BEIDA_ID	PAGE	ORDER	ALIGNMENTS
16629	Beijing	beij1234	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	大 年 三 十	大年三十兒	ta⁵¹nian³⁵san⁵⁵ʂʅr³⁵	ta⁵¹nian³⁵san⁵⁵ʂʅr³⁵	t a ⁵¹ n i a n ³⁵ s a n ⁵⁵ ʂ */ʅ ³⁵	1	47 391 392 393		BeijingDaxue1964	48	24	1	t a - - ⁵¹ + n i - a n - ³⁵ + s a n ⁵⁵ + ʂ */ʅ - - ³⁵
16630	Beijing	beij1234	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十 晚 上	三十兒晚上	san⁵⁵ʂʅr³⁵uan²¹⁴₂₁ʂaŋ⁰	san⁵⁵ʂʅr³⁵uan²¹⁴₂₁ʂaŋ⁰	s a n ⁵⁵ ʂ */ʅ ³⁵ u a n ²¹/²¹⁴ ʂ a ŋ ⁰	2	392 393 394 96	[2]	BeijingDaxue1964	48	24	2	s a n ⁵⁵ + ʂ */ʅ - - ³⁵ + - u a n - ²¹/²¹⁴ + ʂ a - ŋ ⁰
16631	Jinan	jina1245	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十	三十兒	sæ̃²¹³ʂʅr⁴²	sæ̃²¹³ʂʅr⁴²	s æ̃ ∼ ²¹³ ʂ */ʅ ⁴²	3	392 393		BeijingDaxue1964	48	24	1	s æ̃ ∼ ²¹³ + ʂ */ʅ - - ⁴²
16632	Shenyang	shen1252	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十	三十兒	san³³sɿr³⁵	san³³sɿr³⁵	s a n ³³ s */ɿ ³⁵	3	392 393		BeijingDaxue1964	48	24	1	s a n ³³ + s */ɿ - - ³⁵
16633	Xi_an	xian1253	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十	三十兒〔晚上〕	sæ̃²¹ʂʅr²⁴	sæ̃²¹ʂʅr²⁴	s æ̃ ∼ ²¹ ʂ */ʅ ²⁴	3	392 393		BeijingDaxue1964	48	24	1	s æ̃ ∼ ²¹ + ʂ */ʅ - - ²⁴
16634	Xi_an	xian1253	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	大 年 三 十	大年三十	tɑ⁴⁵ȵiæ̃⁰sæ̃²¹ʂʅ⁰	tɑ⁴⁵ȵiæ̃⁰sæ̃²¹ʂʅ⁰	t ɑ ⁴⁵ ȵ i æ̃ ∼ ⁰ s æ̃ ∼ ²¹ ʂ ʅ ⁰	1	47 391 392 393	[2]	BeijingDaxue1964	48	24	2	t ɑ - - ⁴⁵ + ȵ i - æ̃ ∼ - ⁰ + s æ̃ ∼ ²¹ + ʂ ʅ - - ⁰
16635	Chengdu	chen1267	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 晚 黑	三十晚黑	san⁴⁴uan⁵³xe³¹	san⁴⁴uan⁵³xe³¹	s a n ⁴⁴ u a n ⁵³ x e ³¹	4	392 394 395		BeijingDaxue1964	48	24	1	s a n ⁴⁴ + - u a n - ⁵³ + x - e - ³¹
16636	Kunming	kunm1234	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十 晚 上	三十晚上	sã⁴⁴ʂʅ³¹uã⁵³ʂã¹³	sã⁴⁴ʂʅ³¹uã⁵³ʂã¹³	s ã ∼ ⁴⁴ ʂ ʅ ³¹ u ã ∼ ⁵³ ʂ ã ∼ ¹³	2	392 393 394 96		BeijingDaxue1964	48	24	1	s ã ∼ ⁴⁴ + ʂ ʅ - - ³¹ + - u ã ∼ - ⁵³ + ʂ ã - ∼ ¹³
16637	Hefei	hefe1234	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	年 三 十	年三十	niĩ⁵⁵sæ̃²¹²ʂəʔ⁴	niĩ⁵⁵sæ̃²¹²ʂəʔ⁴	n i ĩ ∼ ⁵⁵ s æ̃ ∼ ²¹² ʂ ə ʔ ⁴	5	391 392 393		BeijingDaxue1964	48	24	1	n i - ĩ ∼ - ⁵⁵ + s æ̃ ∼ ²¹² + ʂ ə - ʔ ⁴
16638	Yangzhou	yang1306	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十 子	三十子	sɛ̃³¹səʔ⁴tsɛ⁰	sɛ̃³¹səʔ⁴tsɛ⁰	s ɛ̃ ∼ ³¹ s ə ʔ ⁴ ts ɛ ⁰	6	392 393 67		BeijingDaxue1964	48	24	1	s ɛ̃ ∼ ³¹ + s ə - ʔ ⁴ + ts ɛ - - ⁰
16639	Yangzhou	yang1306	cmn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	大 年 夜	大年夜	tɑ⁵⁵liĩ³⁴iɪ⁵⁵	tɑ⁵⁵liĩ³⁴iɪ⁵⁵	t ɑ ⁵⁵ l i ĩ ∼ ³⁴ i ɪ ⁵⁵	7	47 391 396	[2]	BeijingDaxue1964	48	24	2	t ɑ - - ⁵⁵ + l i - ĩ ∼ - ³⁴ + - i ɪ ⁵⁵
16640	Suzhou	suzh1234	wuu	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	年 三 十	年三十 ？	ȵiɪ²⁴₂₂sɛ⁴⁴sɤʔ²¹	ȵiɪ²⁴₂₂sɛ⁴⁴sɤʔ²¹	ȵ i ɪ ²²/²⁴ s ᴇ ⁴⁴ s ɤ ʔ ²¹	5	391 392 393		BeijingDaxue1964	48	24	1	ȵ i - ɪ - - ²²/²⁴ + s ᴇ - ⁴⁴ + s ɤ - ʔ ²¹
16641	Suzhou	suzh1234	wuu	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	大 年 夜	大年夜	dəu³¹₂₂ȵiɪ²⁴₃₃iɒ⁵¹³₂₁	dəu³¹₂₂ȵiɪ²⁴₃₃iɒ⁵¹³₂₁	d ə u ²²/³¹ ȵ i ɪ ³³/²⁴ i ɒ ²¹/⁵¹³	7	47 391 396	[2]	BeijingDaxue1964	48	24	2	d ə u - ²²/³¹ + ȵ i - ɪ - - ³³/²⁴ + - i ɒ ²¹/⁵¹³
16642	Wenzhou	ouji1238	(wuu)	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十 日 黃 昏	三十日黃昏	sa⁴⁴zai¹²ȵiai¹²ɦa³¹ɕy⁴⁴	sa⁴⁴zai¹²ȵiai¹²ɦa³¹ɕy⁴⁴	s a ⁴⁴ z a i ¹² ȵ i a i ¹² ɦ a ³¹ ɕ y ⁴⁴	8	392 393 91 397 398		BeijingDaxue1964	48	24	1	s a - ⁴⁴ + z a i - ¹² + ȵ i a i - ¹² + ɦ a - - - ³¹ + ɕ y - - ⁴⁴
16643	Changsha	chan1326	hsn	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十 晚 上	三十晚上	san³³sɿ²⁴uan⁴¹sau²¹	san³³sɿ²⁴uan⁴¹sau²¹	s a n ³³ s ɿ ²⁴ u a n ⁴¹ s a u ²¹	2	392 393 394 96		BeijingDaxue1964	48	24	1	s a n ³³ + s ɿ - - ²⁴ + - u a n - ⁴¹ + s a u - ²¹
16644	Nanchang	nanc1254	gan	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十	三十	san⁴²sət⁵	san⁴²sət⁵	s a n ⁴² s ə t ⁵	3	392 393		BeijingDaxue1964	48	24	1	s a n ⁴² + s ə - t ⁵
16645	Meixian	yuet1238	hak	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	年 三 十	年三十	ȵiɛn¹²sam⁴⁴səp⁴	ȵiɛn¹²sam⁴⁴səp⁴	ȵ i ɛ n ¹² s a m ⁴⁴ s ə p ⁴	5	391 392 393		BeijingDaxue1964	48	24	1	ȵ i - ɛ n - ¹² + s a m ⁴⁴ + s ə - p ⁴
16647	Guangzhou	guan1279	yue	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	年 三 十 晚	年三十晚	kɐu³⁵jyt²²kɐu³⁵nin¹²ʃa⁵³a²²man²³	kɐu³⁵jyt²²kɐu³⁵nin¹²ʃa⁵³a²²man²³	n i n ²² ʃ a ⁵³ a ²² m a n ²³	9	391 392 393 394		BeijingDaxue1964	48	24	1	n i - - n - ²² + ʃ a - ⁵³ + - a - - ²² + m a - n - ²³
16648	Yangjiang	yang1307	yue	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	年 晚	年晚	nin⁴⁴³man²¹	nin⁴⁴³man²¹	n i n ⁴⁴³ m a n ²¹	10	391 394		BeijingDaxue1964	48	24	1	n i - - n - ⁴⁴³ + m a - n - ²¹
16649	Xiamen	xiam1236	nan	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	二 九 暝	二九暝	li³³liau⁵¹₅₅mĩ²⁴	li³³liau⁵¹₅₅mĩ²⁴	l i ³³ l i a u ⁵⁵/⁵¹ m ĩ ∼ ²⁴	11	38 399 400		BeijingDaxue1964	48	24	1	l i ³³ + l i a u ⁵⁵/⁵¹ + m ĩ ∼ ²⁴
16650	Chaozhou	chao1238	nan	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十 夜	三十夜	sã³³₂₃tsap⁴₂₁me⁵⁵	sã³³₂₃tsap⁴₂₁me⁵⁵	s ã ∼ ²³/³³ ts a p ²¹/⁴ m e ⁵⁵	12	392 393 396		BeijingDaxue1964	48	24	1	s ã ∼ ²³/³³ + ts a - p ²¹/⁴ + m e - ⁵⁵
16651	Fuzhou	fuzh1239	cdo	Chinese New Year's Eve (chú xī 除夕)	2188	除夕	chú xī	三 十 曫 晡	三十曫晡	saŋ⁴⁴neiʔ⁴maŋ⁵²₄₄muɔ⁴⁴	saŋ⁴⁴neiʔ⁴maŋ⁵²₄₄muɔ⁴⁴	s a ŋ ⁴⁴ n e i ʔ ⁴ m a ŋ ⁴⁴/⁵² m u ɔ ⁴⁴	13	392 393 401 402		BeijingDaxue1964	48	24	1	s a ŋ ⁴⁴ + n e i ʔ ⁴ + m a ŋ ⁴⁴/⁵² + m u ɔ ⁴⁴
31235	Beijing	beij1234	cmn	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	uo²¹⁴	uo²¹⁴	u o ²¹⁴	14	2656		BeijingDaxue1964	806	403	1	- u - o ²¹⁴
31236	Jinan	jina1245	cmn	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	uə⁵⁵	uə⁵⁵	u ə ⁵⁵	14	2656		BeijingDaxue1964	806	403	1	- u - ə ⁵⁵
31237	Jinan	jina1245	cmn	I (first person singular) (wǒ 我)	1209	我	wǒ	俺	俺	ŋæ̃⁵⁵	ŋæ̃⁵⁵	ŋ æ̃ ∼ ⁵⁵	15	2657	[2]	BeijingDaxue1964	806	403	2	ŋ æ̃ ∼ ⁵⁵
31238	Shenyang	shen1252	cmn	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我 ，	uə²¹³，ə²¹³	uə²¹³，ə²¹³	u ə ²¹³	14	2656		BeijingDaxue1964	806	403	1	- u - ə ²¹³
31239	Xi_an	xian1253	cmn	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	ŋə⁵³	ŋə⁵³	ŋ ə ⁵³	14	2656		BeijingDaxue1964	806	403	1	ŋ ə - - ⁵³
31240	Chengdu	chen1267	cmn	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	ŋo⁵³	ŋo⁵³	ŋ o ⁵³	14	2656		BeijingDaxue1964	806	403	1	ŋ o - - ⁵³
31241	Kunming	kunm1234	cmn	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	uo⁵³	uo⁵³	u o ⁵³	14	2656		BeijingDaxue1964	806	403	1	- u - o ⁵³
31242	Hefei	hefe1234	cmn	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我 ，	ʊ²⁴，ʊ²¹²	ʊ²⁴，ʊ²¹²	ʊ ²⁴	14	2656		BeijingDaxue1964	806	403	1	- ʊ - - ²⁴
31243	Yangzhou	yang1306	cmn	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	o⁴²	o⁴²	o ⁴²	14	2656		BeijingDaxue1964	806	403	1	- o - - ⁴²
31244	Suzhou	suzh1234	wuu	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	ŋəu³¹	ŋəu³¹	ŋ ə u ³¹	14	2656		BeijingDaxue1964	806	403	1	ŋ ə - u ³¹
31245	Suzhou	suzh1234	wuu	I (first person singular) (wǒ 我)	1209	我	wǒ	奴	奴	nəu³¹	nəu³¹	n ə u ³¹	16	2658	[2]	BeijingDaxue1964	806	403	2	n ə u ³¹
31246	Wenzhou	ouji1238	(wuu)	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	ῃ²⁴	ῃ²⁴	ŋ̍ ²⁴	14	2656		BeijingDaxue1964	806	403	1	ŋ̍ - - - ²⁴
31247	Changsha	chan1326	hsn	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	ŋo⁴¹	ŋo⁴¹	ŋ o ⁴¹	14	2656		BeijingDaxue1964	806	403	1	ŋ o - - ⁴¹
31248	Nanchang	nanc1254	gan	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	ŋɔ²¹³	ŋɔ²¹³	ŋ ɔ ²¹³	14	2656		BeijingDaxue1964	806	403	1	ŋ ɔ - - ²¹³
31249	Meixian	yuet1238	hak	I (first person singular) (wǒ 我)	1209	我	wǒ	囗		@ŋai¹²	@ŋai¹²	ŋ a i ¹²	17	2659		BeijingDaxue1964	806	403	1	ŋ a i ¹²
31250	Guangzhou	guan1279	yue	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	ŋɔ²³	ŋɔ²³	ŋ ɔ ²³	14	2656		BeijingDaxue1964	806	403	1	ŋ ɔ - - ²³
31251	Yangjiang	yang1307	yue	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	ŋɔ²¹	ŋɔ²¹	ŋ ɔ ²¹	14	2656		BeijingDaxue1964	806	403	1	ŋ ɔ - - ²¹
31252	Xiamen	xiam1236	nan	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	gua⁵¹	gua⁵¹	g u a ⁵¹	14	2656		BeijingDaxue1964	806	403	1	g u - a ⁵¹
31253	Chaozhou	chao1238	nan	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	ua⁵³	ua⁵³	u a ⁵³	14	2656		BeijingDaxue1964	806	403	1	- u - a ⁵³
31254	Fuzhou	fuzh1239	cdo	I (first person singular) (wǒ 我)	1209	我	wǒ	我	我	ŋuai³¹	ŋuai³¹	ŋ u a i ³¹	14	2656		BeijingDaxue1964	806	403	1	ŋ u a i ³¹
5347	Beijing	beij1234	cmn	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 襖	裌襖	ɕia³⁵au²¹⁴	ɕia³⁵au²¹⁴	ɕ i a ³⁵ a u ²¹⁴	18	1416 1417		BeijingDaxue1964	223	112	1	ɕ i a - ³⁵ + - a u ²¹⁴
5348	Jinan	jina1245	cmn	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 祆	裌祆	tɕia⁵⁵ŋɔ⁵⁵	tɕia⁵⁵ŋɔ⁵⁵	tɕ i a ⁵⁵ ŋ ɔ ⁵⁵	19	1416 1418		BeijingDaxue1964	223	112	1	tɕ i a - ⁵⁵ + ŋ ɔ - ⁵⁵
5349	Shenyang	shen1252	cmn	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 襖	裌襖	tɕia³⁵au²¹³	tɕia³⁵au²¹³	tɕ i a ³⁵ a u ²¹³	18	1416 1417		BeijingDaxue1964	223	112	1	tɕ i a - ³⁵ + - a u ²¹³
5350	Xi_an	xian1253	cmn	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 祆	裌祆	tɕia²¹ŋɑu⁵³	tɕia²¹ŋɑu⁵³	tɕ i a ²¹ ŋ ɑ u ⁵³	19	1416 1418		BeijingDaxue1964	223	112	1	tɕ i a - ²¹ + ŋ ɑ u ⁵³
5351	Chengdu	chen1267	cmn	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 祆	裌祆	tɕia³¹ŋau⁵³	tɕia³¹ŋau⁵³	tɕ i a ³¹ ŋ a u ⁵³	19	1416 1418		BeijingDaxue1964	223	112	1	tɕ i a - ³¹ + ŋ a u ⁵³
5352	Kunming	kunm1234	cmn	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 祆	裌祆	tɕia³¹au⁵³	tɕia³¹au⁵³	tɕ i a ³¹ a u ⁵³	19	1416 1418		BeijingDaxue1964	223	112	1	tɕ i a - ³¹ + - a u ⁵³
5353	Hefei	hefe1234	cmn	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 祆	裌祆	tɕiɐʔ⁴ʐɔ²⁴	tɕiɐʔ⁴ʐɔ²⁴	tɕ i ɐ ʔ ⁴ ʐ ɔ ²⁴	19	1416 1418		BeijingDaxue1964	223	112	1	tɕ i ɐ ʔ ⁴ + ʐ ɔ - ²⁴
5354	Yangzhou	yang1306	cmn	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	囗 裌 子	裌 子	@tɕiaeʔ⁴təŋ⁵⁵tsɛ⁰	@tɕiaeʔ⁴təŋ⁵⁵tsɛ⁰	tɕ i æ ʔ ⁴ t ə ŋ ⁵⁵ ts ɛ ⁰	20	1419 1416 67		BeijingDaxue1964	223	112	1	tɕ i æ ʔ ⁴ + t ə - ŋ ⁵⁵ + ts ɛ - - ⁰
5355	Suzhou	suzh1234	wuu	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 祆	裌祆	kaʔ⁴se⁴¹	kaʔ⁴se⁴¹	k a ʔ ⁴ s ə ⁴¹	19	1416 1418		BeijingDaxue1964	223	112	1	k a - ʔ ⁴ + s ə - ⁴¹
5356	Wenzhou	ouji1238	(wuu)	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 襖	裌襖	ka²³ɜ⁴⁵	ka²³ɜ⁴⁵	k a ²³ ɜ ⁴⁵	18	1416 1417		BeijingDaxue1964	223	112	1	k a - - ²³ + - - ɜ ⁴⁵
5357	Changsha	chan1326	hsn	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 襖	裌襖	ka²⁴ŋau⁴¹	ka²⁴ŋau⁴¹	k a ²⁴ ŋ a u ⁴¹	18	1416 1417		BeijingDaxue1964	223	112	1	k a - - ²⁴ + ŋ a u ⁴¹
5358	Nanchang	nanc1254	gan	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 襖	裌襖	kak⁵ŋau²¹³	kak⁵ŋau²¹³	k a k ⁵ ŋ a u ²¹³	18	1416 1417		BeijingDaxue1964	223	112	1	k a - k ⁵ + ŋ a u ²¹³
5359	Meixian	yuet1238	hak	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 襖	裌襖	kiap²¹au³¹	kiap²¹au³¹	k i a p ²¹ a u ³¹	18	1416 1417		BeijingDaxue1964	223	112	1	k i a p ²¹ + - a u ³¹
5360	Guangzhou	guan1279	yue	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	夾 衲	夾衲	kap³³nap²²	kap³³nap²²	k a p ³³ n a p ²²	21	1292 1420		BeijingDaxue1964	223	112	1	k a p ³³ + n a p ²²
5361	Guangzhou	guan1279	yue	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	夾 衫	夾衫	kap³³ʃam⁵³	kap³³ʃam⁵³	k a p ³³ ʃ a m ⁵³	22	1292 344	[2]	BeijingDaxue1964	223	112	2	k a p ³³ + ʃ a - m ⁵³
5362	Yangjiang	yang1307	yue	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	衲 仔.Yangjiang	衲仔	nap⁴⁵⁴tʃɐi²¹	nap⁴⁵⁴tʃɐi²¹	n a p ⁴⁵⁴ tʃ ɐ i ²¹	23	1420 78		BeijingDaxue1964	223	112	1	n a p ⁴⁵⁴ + tʃ ɐ i ²¹
5363	Xiamen	xiam1236	nan	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 囗	! 裌□	kiap³²₅hiu²⁴	kiap³²₅hiu²⁴	k i a p ⁵/³² h i u ²⁴	24	1416 1421		BeijingDaxue1964	223	112	1	k i a p ⁵/³² + h i u ²⁴
5364	Chaozhou	chao1238	nan	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 裘	裌裘	koiʔ²¹₄hĩũ⁵⁵	koiʔ²¹₄hĩũ⁵⁵	k o i ʔ ⁴/²¹ h ĩ ũ ∼ ⁵⁵	25	1416 1422		BeijingDaxue1964	223	112	1	k o i ʔ ⁴/²¹ + h ĩ ũ ∼ ⁵⁵
5365	Fuzhou	fuzh1239	cdo	Jia'ao (costume) (jiā yāo 夾祅)		夾祅	jiā yāo	裌 襖	裌襖	kaʔ²³ɔ³¹	kaʔ²³ɔ³¹	k a ʔ ²³ ɔ ³¹	18	1416 1417		BeijingDaxue1964	223	112	1	k a - ʔ ²³ + - - ɔ ³¹
34645	Beijing	beij1234	cmn	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	ʂau⁵⁵uei⁵⁵	ʂau⁵⁵uei⁵⁵	ʂ a u ⁵⁵ u e i ⁵⁵	26	313 1202		BeijingDaxue1964	882	442	1	ʂ a u ⁵⁵ + - u e i ⁵⁵
34649	Chengdu	chen1267	cmn	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	sau⁴⁴uei³¹	sau⁴⁴uei³¹	s a u ⁴⁴ u e i ³¹	26	313 1202		BeijingDaxue1964	882	442	1	s a u ⁴⁴ + - u e i ³¹
34651	Hefei	hefe1234	cmn	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	ʂɔ²¹²ui⁵⁵	ʂɔ²¹²ui⁵⁵	ʂ ɔ ²¹² u i ⁵⁵	26	313 1202		BeijingDaxue1964	882	442	1	ʂ ɔ - ²¹² + - u - i ⁵⁵
34653	Suzhou	suzh1234	wuu	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 為	稍為	sæ⁴⁴ɦuɛ³¹₂₁	sæ⁴⁴ɦuɛ³¹₂₁	s æ ⁴⁴ ɦ u ᴇ ²¹/³¹	27	313 1216	[*]	BeijingDaxue1964	882	442	1	s æ - ⁴⁴ + ɦ u ᴇ - ²¹/³¹
34655	Changsha	chan1326	hsn	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	sau³³uei¹³	sau³³uei¹³	s a u ³³ u e i ¹³	26	313 1202		BeijingDaxue1964	882	442	1	s a u ³³ + - u e i ¹³
34657	Meixian	yuet1238	hak	a little (shāo wēi 稍微)		稍微	shāo wēi	略 為	略為	liɔk⁴vi¹²	liɔk⁴vi¹²	l i ɔ k ⁴ v i ¹²	28	667 1216	[*]	BeijingDaxue1964	882	442	1	l i ɔ k ⁴ + v i - - ¹²
34658	Guangzhou	guan1279	yue	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 為	稍為	ʃau³⁵wɐi²¹	ʃau³⁵wɐi²¹	ʃ a u ³⁵ w ɐ i ²¹	27	313 1216	[*]	BeijingDaxue1964	882	442	1	ʃ a u ³⁵ + w ɐ i - ²¹
34660	Xiamen	xiam1236	nan	a little (shāo wēi 稍微)		稍微	shāo wēi	小 可	小可	sio⁵¹₅₅kʰua⁵¹	sio⁵¹₅₅kʰua⁵¹	s i o ⁵⁵/⁵¹ kʰ u a ⁵¹	29	446 1304		BeijingDaxue1964	882	442	1	s i o - ⁵⁵/⁵¹ + kʰ u a ⁵¹
34663	Fuzhou	fuzh1239	cdo	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 為	稍為	sau⁴⁴ui⁵²	sau⁴⁴ui⁵²	s a u ⁴⁴ u i ⁵²	27	313 1216	[*]	BeijingDaxue1964	882	442	1	s a u ⁴⁴ + - u i - ⁵²
34646	Jinan	jina1245	cmn	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	ʂɔ²¹³uei⁵⁵	ʂɔ²¹³uei⁵⁵	ʂ ɔ ²¹³ u e i ⁵⁵	26	313 1202		BeijingDaxue1964	882	442	1	ʂ ɔ - ²¹³ + - u e i ⁵⁵
34647	Shenyang	shen1252	cmn	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	sau³³uei³³	sau³³uei³³	s a u ³³ u e i ³³	26	313 1202		BeijingDaxue1964	882	442	1	s a u ³³ + - u e i ³³
34650	Kunming	kunm1234	cmn	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	ʂau⁴⁴ue³¹	ʂau⁴⁴ue³¹	ʂ a u ⁴⁴ u e ³¹	26	313 1202		BeijingDaxue1964	882	442	1	ʂ a u ⁴⁴ + - u - e ³¹
34652	Yangzhou	yang1306	cmn	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	sɔ³¹uəi³⁴	sɔ³¹uəi³⁴	s ɔ ³¹ u ə i ³⁴	26	313 1202		BeijingDaxue1964	882	442	1	s ɔ - ³¹ + - u ə i ³⁴
34656	Nanchang	nanc1254	gan	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	sau⁴²ui⁵⁵	sau⁴²ui⁵⁵	s a u ⁴² u i ⁵⁵	26	313 1202		BeijingDaxue1964	882	442	1	s a u ⁴² + - u - i ⁵⁵
34661	Xiamen	xiam1236	nan	a little (shāo wēi 稍微)		稍微	shāo wēi	略 略	略略	lioʔ⁵₃₂lioʔ⁵	lioʔ⁵₃₂lioʔ⁵	l i o ʔ ³²/⁵ l i o ʔ ⁵	30	667 667	[2]	BeijingDaxue1964	882	442	2	l i o ʔ ³²/⁵ + l i o ʔ ³²/⁵
34662	Chaozhou	chao1238	nan	a little (shāo wēi 稍微)		稍微	shāo wēi	囗 囗	!	su³³₂₃su³³	su³³₂₃su³³	s u ²³/³³ s u ³³	31	2352 2353		BeijingDaxue1964	882	442	1	s u ²³/³³ + s u ³³
34654	Wenzhou	ouji1238	(wuu)	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	suɔ⁴⁴vei³¹	suɔ⁴⁴vei³¹	s u ɔ ⁴⁴ v e i ³¹	26	313 1202		BeijingDaxue1964	882	442	1	s u ɔ ⁴⁴ + v e - i ³¹
34659	Yangjiang	yang1307	yue	a little (shāo wēi 稍微)		稍微	shāo wēi	系 囗 樣	系 樣	@hɐi⁴⁵⁴nɐŋ²¹jiɛŋ⁴⁵⁴	@hɐi⁴⁵⁴nɐŋ²¹jiɛŋ⁴⁵⁴	h ɐ i ⁴⁵⁴ n ɐ ŋ ²¹ j i ɛ ŋ ⁴⁵⁴	32	943 2354 34		BeijingDaxue1964	882	442	1	h ɐ i ⁴⁵⁴ + n ɐ ŋ ²¹ + j i ɛ ŋ ⁴⁵⁴
34648	Xi_an	xian1253	cmn	a little (shāo wēi 稍微)		稍微	shāo wēi	稍 微	稍微	sɑu⁵³vei²⁴	sɑu⁵³vei²⁴	s ɑ u ⁵³ v e i ²⁴	26	313 1202		BeijingDaxue1964	882	442	1	s ɑ u ⁵³ + v e - i ²⁴
