ID	DOCULECT	GLOTTOLOG	ISO	CONCEPT	CONCEPTICON_ID	CHINESE	PINYIN	BENZI	BENZI_IN_SOURCE	VALUE	FORM	SEGMENTS	COGID	COGIDS	NOTE	SOURCE	BEIDA_ID	PAGE	ORDER	ALIGNMENTS
25145	Xiamen	xiam1236	nan	fear (pà 怕)	1419	怕	pà	驚	驚	kĩã⁵⁵	kĩã⁵⁵	k ĩ ã ∼ ⁵⁵	1742	177		BeijingDaxue1964	671	336	1	k ĩ ã ∼ ⁵⁵
25146	Xiamen	xiam1236	nan	fear (pà 怕)	1419	怕	pà	懾	懾	liap³²	liap³²	l i a p ³²	1743	178	[2]	BeijingDaxue1964	671	336	2	l i a p ³²
25147	Xiamen	xiam1236	nan	fear (pà 怕)	1419	怕	pà	囗	! □	tsuaʔ³²	tsuaʔ³²	ts u a ʔ ³²	1744	179	[3]	BeijingDaxue1964	671	336	3	ts u a ʔ ³²
25148	Chaozhou	chao1238	nan	fear (pà 怕)	1419	怕	pà	驚	驚	kĩã³³	kĩã³³	k ĩ ã ∼ ³³	1742	177		BeijingDaxue1964	671	336	1	k ĩ ã ∼ ³³
25149	Fuzhou	fuzh1239	cdo	fear (pà 怕)	1419	怕	pà	驚	驚	kiaŋ⁴⁴	kiaŋ⁴⁴	k i a ŋ ⁴⁴	1742	177		BeijingDaxue1964	671	336	1	k i a ŋ ⁴⁴
25131	Shenyang	shen1252	cmn	fear (pà 怕)	1419	怕	pà	怕	〔害〕怕	pʰa⁴¹	pʰa⁴¹	pʰ a ⁴¹	1738	173		BeijingDaxue1964	671	336	1	pʰ a ⁴¹
34513	Beijing	beij1234	cmn	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	母 狗	母狗	mu²¹⁴₃₅kou²¹⁴	mu²¹⁴₃₅kou²¹⁴	m u ³⁵/²¹⁴ k o u ²¹⁴	1745	653 1137		BeijingDaxue1964	88	44	1	m u - ³⁵/²¹⁴ + k o - u - ²¹⁴
34516	Xi_an	xian1253	cmn	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	母 狗	母狗	mu⁵³kou⁵³	mu⁵³kou⁵³	m u ⁵³ k o u ⁵³	1745	653 1137		BeijingDaxue1964	88	44	1	m u - ⁵³ + k o - u - ⁵³
34517	Chengdu	chen1267	cmn	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	母 狗	母狗	mu⁵³kəu⁵³	mu⁵³kəu⁵³	m u ⁵³ k ə u ⁵³	1745	653 1137		BeijingDaxue1964	88	44	1	m u - ⁵³ + k ə - u - ⁵³
34518	Kunming	kunm1234	cmn	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	母 狗	母狗	mu⁵³kəu⁵³	mu⁵³kəu⁵³	m u ⁵³ k ə u ⁵³	1745	653 1137		BeijingDaxue1964	88	44	1	m u - ⁵³ + k ə - u - ⁵³
34519	Hefei	hefe1234	cmn	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	母 狗	母狗	mən²⁴kɯ²⁴	mən²⁴kɯ²⁴	m ə n ²⁴ k ɯ ²⁴	1745	653 1137		BeijingDaxue1964	88	44	1	m ə n ²⁴ + k ɯ - - - ²⁴
34520	Yangzhou	yang1306	cmn	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	母 狗	母狗	mo⁴²kɤɯ⁴²	mo⁴²kɤɯ⁴²	m o ⁴² k ɤ ɯ ⁴²	1745	653 1137		BeijingDaxue1964	88	44	1	m o - ⁴² + k ɤ - ɯ - ⁴²
34522	Suzhou	suzh1234	wuu	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	雌 狗	雌狗	tsʰɿ⁴⁴kʏ⁴¹₂₁	tsʰɿ⁴⁴kʏ⁴¹₂₁	tsʰ ɿ ⁴⁴ k ʏ ²¹/⁴¹	1746	1832 1137		BeijingDaxue1964	88	44	1	tsʰ ɿ ⁴⁴ + k ʏ - - - ²¹/⁴¹
34523	Wenzhou	ouji1238	(wuu)	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	草 狗	草狗	tsʰɜ⁴⁵kau⁴⁵	tsʰɜ⁴⁵kau⁴⁵	tsʰ ɜ ⁴⁵ k a u ⁴⁵	1747	472 1137		BeijingDaxue1964	88	44	1	tsʰ ɜ - ⁴⁵ + k a - u - ⁴⁵
34524	Wenzhou	ouji1238	(wuu)	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	狗 娘	狗娘	kau⁴⁵ȵi³¹	kau⁴⁵ȵi³¹	k a u ⁴⁵ ȵ i ³¹	1748	1137 181	[2]	BeijingDaxue1964	88	44	2	k a - u - ⁴⁵ + ȵ i - - ³¹
34525	Changsha	chan1326	hsn	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	狗 婆 子	狗婆子	kəu⁴¹po¹³tsɿ⁰	kəu⁴¹po¹³tsɿ⁰	k ə u ⁴¹ p o ¹³ ts ɿ ⁰	1749	1137 1015 67		BeijingDaxue1964	88	44	1	k ə - u - ⁴¹ + p o - ¹³ + ts ɿ - - ⁰
34526	Nanchang	nanc1254	gan	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	狗 婆	狗婆	kiɛu²¹³pʰɔ²⁴	kiɛu²¹³pʰɔ²⁴	k i ɛ u ²¹³ pʰ ɔ ²⁴	1750	1137 1015		BeijingDaxue1964	88	44	1	k i ɛ u - ²¹³ + pʰ ɔ - ²⁴
34527	Meixian	yuet1238	hak	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	狗 嫲	狗嫲	kɛu³¹ma¹²	kɛu³¹ma¹²	k ɛ u ³¹ m a ¹²	1751	1137 1833		BeijingDaxue1964	88	44	1	k ɛ - u - ³¹ + m a ¹²
34528	Guangzhou	guan1279	yue	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	狗 乸	狗乸	kɐu³⁵na³⁵	kɐu³⁵na³⁵	k ɐ u ³⁵ n a ³⁵	1752	1137 1834		BeijingDaxue1964	88	44	1	k ɐ - u - ³⁵ + n a ³⁵
34529	Yangjiang	yang1307	yue	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	狗 乸	狗乸	kɐu²¹na²¹	kɐu²¹na²¹	k ɐ u ²¹ n a ²¹	1752	1137 1834		BeijingDaxue1964	88	44	1	k ɐ - u - ²¹ + n a ²¹
34530	Xiamen	xiam1236	nan	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	狗 母	狗母	kan⁵¹₅₅bu⁵¹	kan⁵¹₅₅bu⁵¹	k a n ⁵⁵/⁵¹ b u ⁵¹	1753	1137 653		BeijingDaxue1964	88	44	1	k a - - n ⁵⁵/⁵¹ + b u - ⁵¹
34531	Chaozhou	chao1238	nan	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	狗 母	狗母	kau⁵³₂₄bo⁵³₂₁	kau⁵³₂₄bo⁵³₂₁	k a u ²⁴/⁵³ b o ²¹/⁵³	1753	1137 653		BeijingDaxue1964	88	44	1	k a - u - ²⁴/⁵³ + b o - ²¹/⁵³
34532	Fuzhou	fuzh1239	cdo	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	犬 母	犬母	kʰeiŋ³¹₄₅muɔ³¹	kʰeiŋ³¹₄₅muɔ³¹	kʰ e i ŋ ⁴⁵/³¹ m u ɔ ³¹	1754	1141 653		BeijingDaxue1964	88	44	1	kʰ e i ŋ ⁴⁵/³¹ + m u ɔ ³¹
34514	Jinan	jina1245	cmn	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	母 狗	母狗	mu⁵⁵kou⁰	mu⁵⁵kou⁰	m u ⁵⁵ k o u ⁰	1745	653 1137		BeijingDaxue1964	88	44	1	m u - ⁵⁵ + k o - u - ⁰
34515	Shenyang	shen1252	cmn	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	母 狗	母狗	mu²¹³₃₅kou²¹³	mu²¹³₃₅kou²¹³	m u ³⁵/²¹³ k o u ²¹³	1745	653 1137		BeijingDaxue1964	88	44	1	m u - ³⁵/²¹³ + k o - u - ²¹³
34521	Yangzhou	yang1306	cmn	female dog (mǔ gǒu 母狗)	2481	母狗	mǔ gǒu	草 狗	草狗	tsʰɔ⁴²kɤɯ⁴²	tsʰɔ⁴²kɤɯ⁴²	tsʰ ɔ ⁴² k ɤ ɯ ⁴²	1747	472 1137	[2]	BeijingDaxue1964	88	44	2	tsʰ ɔ - ⁴² + k ɤ - ɯ - ⁴²
4549	Beijing	beij1234	cmn	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	醬 豆 腐	醬豆腐	tɕiaŋ⁵¹tou⁰fu⁰	tɕiaŋ⁵¹tou⁰fu⁰	tɕ i a ŋ ⁵¹ t o u ⁰ f u ⁰	1755	954 350 955		BeijingDaxue1964	205	103	1	tɕ i a ŋ ⁵¹ + t o u ⁰ + f u - ⁰
4550	Jinan	jina1245	cmn	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	豆 腐 乳	豆腐乳	fuʰlu»	fuʰlu»	t o u ²¹ f u ⁰ l u ⁵⁵	1756	350 955 956		BeijingDaxue1964	205	103	1	t o u ²¹ + f u - ⁰ + l u - ⁵⁵
4551	Shenyang	shen1252	cmn	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	腐 乳	腐乳	fu²¹³₃₅lu²¹³	fu²¹³₃₅lu²¹³	f u ³⁵/²¹³ l u ²¹³	1757	955 956		BeijingDaxue1964	205	103	1	f u - ³⁵/²¹³ + l u - ²¹³
4552	Xi_an	xian1253	cmn	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	豆 腐 乳	豆腐乳	tou⁴⁵fu⁰lu⁵³	tou⁴⁵fu⁰lu⁵³	t o u ⁴⁵ f u ⁰ l u ⁵³	1756	350 955 956		BeijingDaxue1964	205	103	1	t o u ⁴⁵ + f u - ⁰ + l u - ⁵³
4553	Chengdu	chen1267	cmn	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	豆 腐 乳	豆腐乳	təu¹³fu⁵³zu⁵³₃₁	təu¹³fu⁵³zu⁵³₃₁	t ə u ¹³ f u ⁵³ z u ³¹/⁵³	1756	350 955 956		BeijingDaxue1964	205	103	1	t ə u ¹³ + f u - ⁵³ + z u - ³¹/⁵³
4554	Kunming	kunm1234	cmn	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	乳 腐	乳腐	lu⁵³fu⁵³	lu⁵³fu⁵³	l u ⁵³ f u ⁵³	1758	956 955		BeijingDaxue1964	205	103	1	l u - ⁵³ + f u - ⁵³
4555	Hefei	hefe1234	cmn	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	腐 耳	腐耳	fu⁵⁵a²⁴	fu⁵⁵a²⁴	f u ⁵⁵ a ²⁴	1759	955 802	[*]	BeijingDaxue1964	205	103	1	f u - ⁵⁵ + - a - ²⁴
4556	Yangzhou	yang1306	cmn	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	豆 腐 乳	豆腐乳	tɤɯ⁵⁵fu⁴²lu⁴²	tɤɯ⁵⁵fu⁴²lu⁴²	t ɤ ɯ ⁵⁵ f u ⁴² l u ⁴²	1756	350 955 956		BeijingDaxue1964	205	103	1	t ɤ ɯ ⁵⁵ + f u - ⁴² + l u - ⁴²
4557	Suzhou	suzh1234	wuu	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	乳 腐	乳腐	zɿ³¹₂₂vu³¹₃₃	zɿ³¹₂₂vu³¹₃₃	z ɿ ²²/³¹ v u ³³/³¹	1758	956 955		BeijingDaxue1964	205	103	1	z ɿ - ²²/³¹ + v u - ³³/³¹
4558	Wenzhou	ouji1238	(wuu)	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	豆 腐 乳	豆腐乳	diu¹¹vøy¹¹zɿ²⁴	diu¹¹vøy¹¹zɿ²⁴	d i u ¹¹ v ø y ¹¹ z ɿ ²⁴	1756	350 955 956		BeijingDaxue1964	205	103	1	d i u ¹¹ + v ø y ¹¹ + z ɿ - ²⁴
4559	Changsha	chan1326	hsn	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	貓 乳	貓 乳	mau³³y⁰	mau³³y⁰	m a u ³³ y ⁰	1760	625 956	[*]	BeijingDaxue1964	205	103	1	m a - u - ³³ + - y - ⁰
4560	Nanchang	nanc1254	gan	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	豆 乳	豆乳	tʰɛu³¹ə²¹³	tʰɛu³¹ə²¹³	tʰ ɛ u ³¹ ə ²¹³	1761	350 956		BeijingDaxue1964	205	103	1	tʰ ɛ u ³¹ + - ə - ²¹³
4561	Meixian	yuet1238	hak	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	豆 腐 乳	豆腐乳	tʰɛu⁴²fu⁴²ji³¹	tʰɛu⁴²fu⁴²ji³¹	tʰ ɛ u ⁴² f u ⁴² j i ³¹	1756	350 955 956		BeijingDaxue1964	205	103	1	tʰ ɛ u ⁴² + f u - ⁴² + j i - ³¹
4562	Guangzhou	guan1279	yue	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	腐 乳	腐乳	fu²²jy²³	fu²²jy²³	f u ²² j y ²³	1757	955 956		BeijingDaxue1964	205	103	1	f u - ²² + j y - ²³
4563	Yangjiang	yang1307	yue	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	南 乳	南乳	nam⁴⁴³jui²¹	nam⁴⁴³jui²¹	n a m ⁴⁴³ j u i ²¹	1762	957 956		BeijingDaxue1964	205	103	1	n a m ⁴⁴³ + j u i ²¹
4564	Xiamen	xiam1236	nan	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	豆 乳	豆乳	tau³³₁₁lu⁵¹	tau³³₁₁lu⁵¹	t a u ¹¹/³³ l u ⁵¹	1761	350 956		BeijingDaxue1964	205	103	1	t a u ¹¹/³³ + l u - ⁵¹
4565	Chaozhou	chao1238	nan	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	腐 乳	腐乳	hu¹¹₁₂zu⁵³	hu¹¹₁₂zu⁵³	h u ¹²/¹¹ z u ⁵³	1757	955 956		BeijingDaxue1964	205	103	1	h u - ¹²/¹¹ + z u - ⁵³
4566	Fuzhou	fuzh1239	cdo	fermented bean curd (fǔ rǔ 腐乳)		腐乳	fǔ rǔ	豆 主	豆主	tau²⁴²₅₂zuɔ³¹	tau²⁴²₅₂zuɔ³¹	t a u ⁵²/²⁴² z u ɔ ³¹	1763	350 958	[*]	BeijingDaxue1964	205	103	1	t a u ⁵²/²⁴² + z u ɔ ³¹
22981	Beijing	beij1234	cmn	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 架	打架	ta²¹⁴₂₁tɕia⁵¹	ta²¹⁴₂₁tɕia⁵¹	t a ²¹/²¹⁴ tɕ i a ⁵¹	1764	419 418		BeijingDaxue1964	622	311	1	t a - - ²¹/²¹⁴ + tɕ i a ⁵¹
22982	Jinan	jina1245	cmn	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 架	打架	ta⁵⁵tɕia²¹	ta⁵⁵tɕia²¹	t a ⁵⁵ tɕ i a ²¹	1764	419 418		BeijingDaxue1964	622	311	1	t a - - ⁵⁵ + tɕ i a ²¹
22983	Shenyang	shen1252	cmn	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 架	打架	ta²¹³₂₁tɕia⁴¹	ta²¹³₂₁tɕia⁴¹	t a ²¹/²¹³ tɕ i a ⁴¹	1764	419 418		BeijingDaxue1964	622	311	1	t a - - ²¹/²¹³ + tɕ i a ⁴¹
22984	Xi_an	xian1253	cmn	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 錘	打錘	tɑ⁵³pfʰei²⁴	tɑ⁵³pfʰei²⁴	t ɑ ⁵³ pfʰ e i ²⁴	1765	419 806		BeijingDaxue1964	622	311	1	t ɑ - - ⁵³ + pfʰ e - i ²⁴
22985	Chengdu	chen1267	cmn	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 架	打架	ta⁵³tɕia¹³	ta⁵³tɕia¹³	t a ⁵³ tɕ i a ¹³	1764	419 418		BeijingDaxue1964	622	311	1	t a - - ⁵³ + tɕ i a ¹³
22986	Chengdu	chen1267	cmn	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 錘	打錘	ta⁵³tsʰuei³¹	ta⁵³tsʰuei³¹	t a ⁵³ tsʰ u e i ³¹	1765	419 806	[2]	BeijingDaxue1964	622	311	2	t a - - ⁵³ + tsʰ u e i ³¹
22987	Kunming	kunm1234	cmn	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 架	打架	ta⁵³tɕia¹³	ta⁵³tɕia¹³	t a ⁵³ tɕ i a ¹³	1764	419 418		BeijingDaxue1964	622	311	1	t a - - ⁵³ + tɕ i a ¹³
22988	Hefei	hefe1234	cmn	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 架	打架	ta²⁴tɕia⁵³	ta²⁴tɕia⁵³	t a ²⁴ tɕ i a ⁵³	1764	419 418		BeijingDaxue1964	622	311	1	t a - - ²⁴ + tɕ i a ⁵³
22989	Yangzhou	yang1306	cmn	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 架	打架	tɑ⁴²tɕiɑ⁵⁵	tɑ⁴²tɕiɑ⁵⁵	t ɑ ⁴² tɕ i ɑ ⁵⁵	1764	419 418		BeijingDaxue1964	622	311	1	t ɑ - - ⁴² + tɕ i ɑ ⁵⁵
22990	Suzhou	suzh1234	wuu	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 相 打	打相打	taŋ⁴¹siaŋ⁴⁴₃₅taŋ⁴¹₂₁	taŋ⁴¹siaŋ⁴⁴₃₅taŋ⁴¹₂₁	t a ŋ ⁴¹ s i a ŋ ³⁵/⁴⁴ t a ŋ ²¹/⁴¹	1766	419 9 419		BeijingDaxue1964	622	311	1	t a - ŋ ⁴¹ + s - i a ŋ ³⁵/⁴⁴ + t a - ŋ ⁴¹
22991	Wenzhou	ouji1238	(wuu)	fight (dǎ jià 打架)	1423	打架	dǎ jià	相 打	相打	ɕi⁴²tiɛ⁴⁵	ɕi⁴²tiɛ⁴⁵	ɕ i ⁴² t i ɛ ⁴⁵	1767	9 419		BeijingDaxue1964	622	311	1	ɕ - i - - ⁴² + t i ɛ - ⁴⁵
22992	Changsha	chan1326	hsn	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 架	打架	ta⁴¹tɕia⁵⁵	ta⁴¹tɕia⁵⁵	t a ⁴¹ tɕ i a ⁵⁵	1764	419 418		BeijingDaxue1964	622	311	1	t a - - ⁴¹ + tɕ i a ⁵⁵
22993	Nanchang	nanc1254	gan	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 架	打架	ta²¹³ka⁵⁵	ta²¹³ka⁵⁵	t a ²¹³ k a ⁵⁵	1764	419 418		BeijingDaxue1964	622	311	1	t a - - ²¹³ + k - a ⁵⁵
22994	Meixian	yuet1238	hak	fight (dǎ jià 打架)	1423	打架	dǎ jià	相 打	相打	siɔŋ⁴⁴ta³¹	siɔŋ⁴⁴ta³¹	s i ɔ ŋ ⁴⁴ t a ³¹	1767	9 419		BeijingDaxue1964	622	311	1	s - i ɔ ŋ ⁴⁴ + t a - - ³¹
22995	Guangzhou	guan1279	yue	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 交	打交	ta³⁵kau⁵³	ta³⁵kau⁵³	t a ³⁵ k a u ⁵³	1768	419 428	[*]	BeijingDaxue1964	622	311	1	t a - - ³⁵ + k a u ⁵³
22996	Yangjiang	yang1307	yue	fight (dǎ jià 打架)	1423	打架	dǎ jià	打 交	打交	ta²¹kau³³	ta²¹kau³³	t a ²¹ k a u ³³	1768	419 428	[*]	BeijingDaxue1964	622	311	1	t a - - ²¹ + k a u ³³
22997	Xiamen	xiam1236	nan	fight (dǎ jià 打架)	1423	打架	dǎ jià	相 拍	相拍	sio⁵⁵₃₃pʰaʔ³²	sio⁵⁵₃₃pʰaʔ³²	s i o ³³/⁵⁵ pʰ a ʔ ³²	1769	9 781		BeijingDaxue1964	622	311	1	s - i o - ³³/⁵⁵ + pʰ a ʔ ³²
22998	Chaozhou	chao1238	nan	fight (dǎ jià 打架)	1423	打架	dǎ jià	相 拍	相拍	sĩẽ³³₂₃pʰaʔ²¹	sĩẽ³³₂₃pʰaʔ²¹	s ĩ ẽ ∼ ²³/³³ pʰ a ʔ ²¹	1769	9 781		BeijingDaxue1964	622	311	1	s - ĩ ẽ ∼ ²³/³³ + pʰ a ʔ ²¹
22999	Fuzhou	fuzh1239	cdo	fight (dǎ jià 打架)	1423	打架	dǎ jià	相 拍	相拍	souŋ⁴⁴₅₂pʰaʔ²³	souŋ⁴⁴₅₂pʰaʔ²³	s o u ŋ ⁵²/⁴⁴ pʰ a ʔ ²³	1769	9 781		BeijingDaxue1964	622	311	1	s - o u ŋ ⁵²/⁴⁴ + pʰ a ʔ ²³
9627	Beijing	beij1234	cmn	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼	銼	tsʰuo⁵¹	tsʰuo⁵¹	tsʰ u o ⁵¹	1770	3086		BeijingDaxue1964	323	162	1	tsʰ u o ⁵¹
9628	Jinan	jina1245	cmn	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼	銼	tsʰuə²¹	tsʰuə²¹	tsʰ u ə ²¹	1770	3086		BeijingDaxue1964	323	162	1	tsʰ u ə ²¹
9629	Shenyang	shen1252	cmn	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼	銼	tsʰuə⁴¹	tsʰuə⁴¹	tsʰ u ə ⁴¹	1770	3086		BeijingDaxue1964	323	162	1	tsʰ u ə ⁴¹
9630	Xi_an	xian1253	cmn	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼	銼	tsʰuo⁴⁵	tsʰuo⁴⁵	tsʰ u o ⁴⁵	1770	3086		BeijingDaxue1964	323	162	1	tsʰ u o ⁴⁵
9631	Chengdu	chen1267	cmn	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼 子	銼子	tsʰo¹³tsɿ⁵³	tsʰo¹³tsɿ⁵³	tsʰ o ¹³ ts ɿ ⁵³	1771	3086 67		BeijingDaxue1964	323	162	1	tsʰ o - ¹³ + ts ɿ - - ⁵³
9632	Kunming	kunm1234	cmn	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼 子	銼子	tsʰuo¹³tsɿ⁵³	tsʰuo¹³tsɿ⁵³	tsʰ u o ¹³ ts ɿ ⁵³	1771	3086 67		BeijingDaxue1964	323	162	1	tsʰ u o ¹³ + ts ɿ - - ⁵³
9633	Hefei	hefe1234	cmn	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼 子	銼子	tsʰu⁵3tsə⁰	tsʰu⁵3tsə⁰	tsʰ u ⁵³ ts ə ⁰	1771	3086 67		BeijingDaxue1964	323	162	1	tsʰ u - ⁵³ + ts ə - - ⁰
9634	Yangzhou	yang1306	cmn	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼	銼	tsʰo⁵⁵	tsʰo⁵⁵	tsʰ o ⁵⁵	1770	3086		BeijingDaxue1964	323	162	1	tsʰ o - ⁵⁵
9635	Suzhou	suzh1234	wuu	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼 刀	銼刀	tsʰəu⁵¹³₄₄tæ⁴⁴₂₁	tsʰəu⁵¹³₄₄tæ⁴⁴₂₁	tsʰ ə u ⁴⁴/⁵¹³ t æ ²¹/⁴⁴	1772	3086 80		BeijingDaxue1964	323	162	1	tsʰ ə u ⁴⁴/⁵¹³ + t æ - ²¹/⁴⁴
9636	Wenzhou	ouji1238	(wuu)	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼 刀	銼刀	tsʰu⁴²tɜ¹⁴	tsʰu⁴²tɜ¹⁴	tsʰ u ⁴² t ɜ ⁴⁴	1772	3086 80		BeijingDaxue1964	323	162	1	tsʰ u - ⁴² + t ɜ - ⁴⁴
9637	Changsha	chan1326	hsn	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼	銼	tsʰo⁵⁵	tsʰo⁵⁵	tsʰ o ⁵⁵	1770	3086		BeijingDaxue1964	323	162	1	tsʰ o - ⁵⁵
9638	Nanchang	nanc1254	gan	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼	銼	tsʰɔ²¹³	tsʰɔ²¹³	tsʰ ɔ ²¹³	1770	3086		BeijingDaxue1964	323	162	1	tsʰ ɔ - ²¹³
9639	Meixian	yuet1238	hak	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼 囗	! 銼□	tsʰɔ⁴²ɛ⁰	tsʰɔ⁴²ɛ⁰	tsʰ ɔ ⁴² ɛ ⁰	1773	3086 3087		BeijingDaxue1964	323	162	1	tsʰ ɔ - ⁴² + ɛ ⁰
9640	Guangzhou	guan1279	yue	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼	銼	tʃʰɔ³³	tʃʰɔ³³	tʃʰ ɔ ³³	1770	3086		BeijingDaxue1964	323	162	1	tʃʰ ɔ - ³³
9641	Yangjiang	yang1307	yue	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼	銼	tʃʰɔ²⁴	tʃʰɔ²⁴	tʃʰ ɔ ²⁴	1770	3086		BeijingDaxue1964	323	162	1	tʃʰ ɔ - ²⁴
9642	Xiamen	xiam1236	nan	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	鑢 仔.Xiamen	鑢仔	lue¹¹₅₁a⁵¹	lue¹¹₅₁a⁵¹	l u e ⁵¹/¹¹ a ⁵¹	1774	1006 156		BeijingDaxue1964	323	162	1	l u e ⁵¹/¹¹ + - - a - ⁵¹
9643	Chaozhou	chao1238	nan	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	銼	銼	tsʰo²¹³	tsʰo²¹³	tsʰ o ²¹³	1770	3086		BeijingDaxue1964	323	162	1	tsʰ o - ²¹³
9644	Fuzhou	fuzh1239	cdo	file (tool) (cuò dāo 銼刀)		銼刀	cuò dāo	鑢	鑢	lɔ²¹³	lɔ²¹³	l ɔ ²¹³	1775	1006		BeijingDaxue1964	323	162	1	l ɔ - ²¹³
20049	Beijing	beij1234	cmn	fill (zhuāng 裝)	2006	裝	zhuāng	裝	裝	tʂuaŋ⁵⁵	tʂuaŋ⁵⁵	ʈʂ u a ŋ ⁵⁵	1776	2313		BeijingDaxue1964	558	279	1	- ʈʂ u a ŋ ⁵⁵
20050	Jinan	jina1245	cmn	fill (zhuāng 裝)	2006	裝	zhuāng	裝	裝	tʂuaŋ²¹³	tʂuaŋ²¹³	ʈʂ u a ŋ ²¹³	1776	2313		BeijingDaxue1964	558	279	1	- ʈʂ u a ŋ ²¹³
20051	Shenyang	shen1252	cmn	fill (zhuāng 裝)	2006	裝	zhuāng	裝	裝	tsuaŋ³³	tsuaŋ³³	ts u a ŋ ³³	1776	2313		BeijingDaxue1964	558	279	1	- ts u a ŋ ³³
20052	Xi_an	xian1253	cmn	fill (zhuāng 裝)	2006	裝	zhuāng	裝	裝	pfɑŋ²¹	pfɑŋ²¹	p f ɑ ŋ ²¹	1776	2313		BeijingDaxue1964	558	279	1	p f ɑ - ŋ ²¹
