ID	DOCULECT	CONCEPT	HANZI	ENTRY_IN_SOURCE	BEIDA_ID	IPA	TOKENS_OLD	SEGMENTS	NOTE	BENZI	COGIDS
10041	Beijing	biàn-dān 333	扁擔	pian²¹⁴₂₁tan⁰	333	pian²¹⁴₂₁tan⁰	p i a n ²¹⁴₂₁ t a n ⁰	p i a n ²¹/²¹⁴ t a n ⁰		扁擔	1 2
10042	Jinan	biàn-dān 333	扁擔	piæ̃⁵⁵tæ̃⁰	333	piæ̃⁵⁵tæ̃⁰	p i æ̃ ∼ ⁵⁵ t æ̃ ∼ ⁰	p i æ̃ ∼ ⁵⁵ t æ̃ ∼ ⁰		扁擔	1 2
10043	Shenyang	biàn-dān 333	扁擔	pian²¹³₂₁tan⁰	333	pian²¹³₂₁tan⁰	p i a n ²¹³₂₁ t a n ⁰	p i a n ²¹/²¹³ t a n ⁰		扁擔	1 2
10044	Xi_an	biàn-dān 333	扁擔	piæ̃⁵³tæ̃⁰	333	piæ̃⁵³tæ̃⁰	p i æ̃ ∼ ⁵³ t æ̃ ∼ ⁰	p i æ̃ ∼ ⁵³ t æ̃ ∼ ⁰		扁擔	1 2
10045	Chengdu	biàn-dān 333	扁擔	pian⁵³tan¹³	333	pian⁵³tan¹³	p i a n ⁵³ t a n ¹³	p i a n ⁵³ t a n ¹³		扁擔	1 2
10046	Kunming	biàn-dān 333	扁擔	piɛ⁵³tã¹³	333	piɛ⁵³tã¹³	p i ɛ ⁵³ t ã ∼ ¹³	p i ɛ ⁵³ t ã ∼ ¹³		扁擔	1 2
10047	Hefei	biàn-dān 333	扁擔	piĩ²⁴tæ̃⁰	333	piĩ²⁴tæ̃⁰	p i ĩ ∼ ²⁴ t æ̃ ∼ ⁰	p i ĩ ∼ ²⁴ t æ̃ ∼ ⁰		扁擔	1 2
10048	Yangzhou	biàn-dān 333	扁擔	piĩ⁴²tɛ̃⁵⁵	333	piĩ⁴²tɛ̃⁵⁵	p i ĩ ∼ ⁴² t ɛ̃ ∼ ⁵⁵	p i ĩ ∼ ⁴² t ɛ̃ ∼ ⁵⁵		扁擔	1 2
10049	Suzhou	biàn-dān 333	扁擔	piɪ⁴¹tɛ⁵¹³₃₅	333	piɪ⁴¹tɛ⁵¹³₃₅	p i ɪ ⁴¹ t ɛ ⁵¹³₃₅	p i ɪ ⁴¹ t ᴇ ³⁵/⁵¹³		扁擔	1 2
10050	Wenzhou	biàn-dān 333	扁擔	pi⁴⁵ta⁴²	333	pi⁴⁵ta⁴²	p i ⁴⁵ t a ⁴²	p i ⁴⁵ t a ⁴²		扁擔	1 2
10051	Changsha	biàn-dān 333	扁擔	piẽ⁴¹tan⁵⁵	333	piẽ⁴¹tan⁵⁵	p i ẽ ∼ ⁴¹ t a n ⁵⁵	p i ẽ ∼ ⁴¹ t a n ⁵⁵		扁擔	1 2
10052	Nanchang	biàn-dān 333	扁擔	piɛn²¹³tan⁴²	333	piɛn²¹³tan⁴²	p i ɛ n ²¹³ t a n ⁴²	p i ɛ n ²¹³ t a n ⁴²		扁擔	1 2
10053	Meixian	biàn-dān 333	擔幹	tam⁴²kɔn⁴⁴	333	tam⁴²kɔn⁴⁴	t a m ⁴² k ɔ n ⁴⁴	t a m ⁴² k ɔ n ⁴⁴		擔幹	2 3
10054	Guangzhou	biàn-dān 333	擔挑	tam³³tʰiu⁵³	333	tam³³tʰiu⁵³	t a m ³³ tʰ i u ⁵³	t a m ³³ tʰ i u ⁵³		擔挑	2 4
10055	Yangjiang	biàn-dān 333	扁挑	piɛn²¹tʰiu³³	333	piɛn²¹tʰiu³³	p i ɛ n ²¹ tʰ i u ³³	p i ɛ n ²¹ tʰ i u ³³		扁挑	1 4
10056	Xiamen	biàn-dān 333	扁擔	pin⁵¹₅₅tã⁵⁵	333	pin⁵¹₅₅tã⁵⁵	p i n ⁵¹₅₅ t ã ∼ ⁵⁵	p i n ⁵⁵/⁵¹ t ã ∼ ⁵⁵		扁擔	1 2
10057	Chaozhou	biàn-dān 333	!  擔	pʰõĩ³³₂₃tã³³	333	pʰõĩ³³₂₃tã³³	pʰ õ ĩ ∼ ³³₂₃ t ã ∼ ³³	pʰ õ ĩ ∼ ²³/³³ t ã ∼ ³³		0擔	5 6
10058	Fuzhou	biàn-dān 333	扁擔	pieŋ³¹naŋ⁴⁴(t-)	333	pieŋ³¹naŋ⁴⁴	p i e ŋ ³¹ n a ŋ ⁴⁴	p i e ŋ ³¹ n a ŋ ⁴⁴		扁擔	1 2
28801	Beijing	biàn-yí 756	便宜	pʰian³⁵i⁰	756	pʰian³⁵i⁰	pʰ i a n ³⁵ i ⁰	pʰ i a n ³⁵ i ⁰		便宜	7 8
28802	Beijing	biàn-yí 756	賤	[2] tɕian⁵¹	756	tɕian⁵¹	tɕ i a n ⁵¹	tɕ i a n ⁵¹	[2]	賤	9
28803	Jinan	biàn-yí 756	便宜	pʰiæ̃⁴²i⁰	756	pʰiæ̃⁴²i⁰	pʰ i æ̃ ∼ ⁴² i ⁰	pʰ i æ̃ ∼ ⁴² i ⁰		便宜	7 8
28804	Jinan	biàn-yí 756	賤	[2] tɕiæ̃²¹	756	tɕiæ̃²¹	tɕ i æ̃ ∼ ²¹	tɕ i æ̃ ∼ ²¹	[2]	賤	9
28805	Shenyang	biàn-yí 756	便宜	pʰiau³⁵i⁰	756	pʰiau³⁵i⁰	pʰ i a u ³⁵ i ⁰	pʰ i a u ³⁵ i ⁰		便宜	7 8
28806	Xi_an	biàn-yí 756	便宜	pʰiæ̃²⁴i⁰	756	pʰiæ̃²⁴i⁰	pʰ i æ̃ ∼ ²⁴ i ⁰	pʰ i æ̃ ∼ ²⁴ i ⁰		便宜	7 8
28807	Xi_an	biàn-yí 756	賤	[2] tɕiæ̃⁴⁵	756	tɕiæ̃⁴⁵	tɕ i æ̃ ∼ ⁴⁵	tɕ i æ̃ ∼ ⁴⁵	[2]	賤	9
28808	Chengdu	biàn-yí 756	相因	ɕiaŋ⁴⁴in⁴⁴	756	ɕiaŋ⁴⁴in⁴⁴	ɕ i a ŋ ⁴⁴ i n ⁴⁴	ɕ i a ŋ ⁴⁴ i n ⁴⁴		相因	10 11
28809	Chengdu	biàn-yí 756	便宜	[2] pʰian³¹i³¹₁₃	756	pʰian³¹i³¹₁₃	pʰ i a n ³¹ i ³¹₁₃	pʰ i a n ³¹ i ¹³/³¹	[2]	便宜	7 8
28810	Kunming	biàn-yí 756	相因	ɕiã⁴⁴ĩ⁴⁴	756	ɕiã⁴⁴ĩ⁴⁴	ɕ i ã ∼ ⁴⁴ ĩ ∼ ⁴⁴	ɕ i ã ∼ ⁴⁴ ĩ ∼ ⁴⁴		相因	10 11
28811	Hefei	biàn-yí 756	巧	tɕʰiɔ²⁴	756	tɕʰiɔ²⁴	tɕʰ i ɔ ²⁴	tɕʰ i ɔ ²⁴		巧	12
28812	Yangzhou	biàn-yí 756	便宜	pʰiĩ³⁴i⁰	756	pʰiĩ³⁴i⁰	pʰ i ĩ ∼ ³⁴ i ⁰	pʰ i ĩ ∼ ³⁴ i ⁰		便宜	7 8
28813	Yangzhou	biàn-yí 756	劃廉	[2] xuɑ³⁴liĩ³⁴	756	xuɑ³⁴liĩ³⁴	x u ɑ ³⁴ l i ĩ ∼ ³⁴	x u ɑ ³⁴ l i ĩ ∼ ³⁴	[2]	劃廉	13 14
28814	Suzhou	biàn-yí 756	便宜	biɪ²⁴₂₂ȵi²⁴₃₃,biɪ²⁴₂₂ȵiɪʔ²³	756	biɪ²⁴₂₂ȵi²⁴₃₃	b i ɪ ²⁴₂₂ ȵ i ²⁴₃₃	b i ɪ ²²/²⁴ ȵ i ³³/²⁴		便宜	7 8
28815	Suzhou	biàn-yí 756	強	[2] *dʑiaŋ²⁴	756	dʑiaŋ²⁴	dʑ i a ŋ ²⁴	dʑ i a ŋ ²⁴	[2][*]	強	15
28816	Wenzhou	biàn-yí 756	便宜 ，	bi³¹ɦi³¹，bei³¹ɦi³¹	756	bi³¹ɦi³¹，bei³¹ɦi³¹	b i ³¹ ɦ i ³¹ ， b e i ³¹ ɦ i ³¹	b i ³¹ ɦ i ³¹		便宜	7 8
28817	Changsha	biàn-yí 756	賤	tɕiẽ²¹	756	tɕiẽ²¹	tɕ i ẽ ∼ ²¹	tɕ i ẽ ∼ ²¹		賤	9
28818	Nanchang	biàn-yí 756	賤	tɕʰiɛn³¹	756	tɕʰiɛn³¹	tɕʰ i ɛ n ³¹	tɕʰ i ɛ n ³¹		賤	9
28819	Meixian	biàn-yí 756	便宜	pʰiɛn¹²ȵi¹²	756	pʰiɛn¹²ȵi¹²	pʰ i ɛ n ¹² ȵ i ¹²	pʰ i ɛ n ¹² ȵ i ¹²		便宜	7 8
28820	Guangzhou	biàn-yí 756	便	pʰin²¹	756	pʰin²¹	pʰ i n ²¹	pʰ i n ²¹		便	7
28821	Yangjiang	biàn-yí 756	賤	tʃin⁴⁵⁴	756	tʃin⁴⁵⁴	tʃ i n ⁴⁵⁴	tʃ i n ⁴⁵⁴		賤	9
28822	Xiamen	biàn-yí 756	便宜	pan²⁴₃₃gi²⁴	756	pan²⁴₃₃gi²⁴	p a n ²⁴₃₃ g i ²⁴	p a n ³³/²⁴ g i ²⁴		便宜	7 8
28823	Xiamen	biàn-yí 756	! □	[2] siɔk⁵	756	siɔk⁵	s i ɔ k ⁵	s i ɔ k ⁵	[2]	囗	16
28824	Chaozhou	biàn-yí 756	!	pʰĩ³³	756	pʰĩ³³	pʰ ĩ ∼ ³³	pʰ ĩ ∼ ³³		囗	17
28825	Fuzhou	biàn-yí 756	便宜	peiŋ⁵²₄₄ŋie⁵²	756	peiŋ⁵²₄₄ŋie⁵²	p e i ŋ ⁵²₄₄ ŋ i e ⁵²	p e i ŋ ⁴⁴/⁵² ŋ i e ⁵²		便宜	7 8
28826	Fuzhou	biàn-yí 756	賤	[2] siaŋ²⁴²	756	siaŋ²⁴²	s i a ŋ ²⁴²	s i a ŋ ²⁴²	[2]	賤	9
28827	Fuzhou	biàn-yí 756	合式	[3] xaʔ⁴₃₁seiʔ²³	756	xaʔ⁴₃₁seiʔ²³	x a ʔ ⁴₃₁ s e i ʔ ²³	x a ʔ ³¹/⁴ s e i ʔ ²³	[3]	合式	18 19
35209	Beijing	bié 895	別	pie³⁵	895	pie³⁵	p i e ³⁵	p i e ³⁵		別	20
35213	Chengdu	bié 895	莫	mo³¹	895	mo³¹	m o ³¹	m o ³¹		莫	21
35214	Chengdu	bié 895	不要	[2] pu³¹iau¹³	895	pu³¹iau¹³	p u ³¹ i a u ¹³	p u ³¹ i a u ¹³	[2]	不要	22 23
35215	Kunming	bié 895	莫	mau³¹	895	mau³¹	m a u ³¹	m a u ³¹		莫	21
35216	Hefei	bié 895	不要	pəʔ⁴iɔ⁵³	895	pəʔ⁴iɔ⁵³	p ə ʔ ⁴ i ɔ ⁵³	p ə ʔ ⁴ i ɔ ⁵³		不要	22 23
35219	Wenzhou	bié 895	勿	fai⁴⁴	895	fai⁴⁴	f a i ⁴⁴	f a i ⁴⁴		勿	24
35220	Changsha	bié 895	莫	mo²⁴	895	mo²⁴	m o ²⁴	m o ²⁴		莫	21
35221	Nanchang	bié 895	莫	mɔt⁵	895	mɔt⁵	m ɔ t ⁵	m ɔ t ⁵		莫	21
35222	Meixian	bié 895	莫	mɔk⁴	895	mɔk⁴	m ɔ k ⁴	m ɔ k ⁴		莫	21
35223	Guangzhou	bié 895	味	*nɐi²³	895	nɐi²³	n ɐ i ²³	n ɐ i ²³	[*]	味	25
35224	Guangzhou	bié 895	唔好	[2] ṃ²¹hou³⁵	895	ṃ²¹hou³⁵	ṃ ²¹ h o u ³⁵	m̩ ²¹ h o u ³⁵	[2]	唔好	26 27
35225	Yangjiang	bié 895	無好	mou⁴⁴³hou²¹	895	mou⁴⁴³hou²¹	m o u ⁴⁴³ h o u ²¹	m o u ⁴⁴³ h o u ²¹		無好	28 27
35226	Xiamen	bié 895	伓嗵	ṃ³³₁₁tʰaŋ⁵⁵,baŋ⁵⁵	895	ṃ³³₁₁tʰaŋ⁵⁵	ṃ ³³₁₁ tʰ a ŋ ⁵⁵	m̩ ¹¹/³³ tʰ a ŋ ⁵⁵		伓嗵	29 30
35227	Chaozhou	bié 895	勿	mai²¹³	895	mai²¹³	m a i ²¹³	m a i ²¹³		勿	24
35228	Fuzhou	bié 895	別	paiʔ²³	895	paiʔ²³	p a i ʔ ²³	p a i ʔ ²³		別	20
35211	Shenyang	bié 895	別	pei⁴¹	895	pei⁴¹	p e i ⁴¹	p e i ⁴¹		別	20
35210	Jinan	bié 895	別	pie⁴²	895	pie⁴²	p i e ⁴²	p i e ⁴²		別	20
35218	Suzhou	bié 895		@fiæ⁵¹³	895	@fiæ⁵¹³	@ f i æ ⁵¹³	f i æ ⁵¹³		囗	31
35217	Yangzhou	bié 895		@pɛ⁵⁵	895	@pɛ⁵⁵	@ p ɛ ⁵⁵	p ɛ ⁵⁵		囗	32
35212	Xi_an	bié 895		@pɑu²¹	895	@pɑu²¹	@ p ɑ u ²¹	p ɑ u ²¹		囗	33
31781	Beijing	bié-dì 819	別的	pie³⁵tə⁰	819	pie³⁵tə⁰	p i e ³⁵ t ə ⁰	p i e ³⁵ t ə ⁰		別的	20 34
31782	Jinan	bié-dì 819	別的	pie⁴²ti⁰	819	pie⁴²ti⁰	p i e ⁴² t i ⁰	p i e ⁴² t i ⁰		別的	20 34
31783	Shenyang	bié-dì 819	別的	pie³⁵ti⁰	819	pie³⁵ti⁰	p i e ³⁵ t i ⁰	p i e ³⁵ t i ⁰		別的	20 34
31784	Xi_an	bié-dì 819	別的	pie²⁴ti⁰	819	pie²⁴ti⁰	p i e ²⁴ t i ⁰	p i e ²⁴ t i ⁰		別的	20 34
31785	Chengdu	bié-dì 819	別的	pie³¹ni³¹₄₄	819	pie³¹ni³¹₄₄	p i e ³¹ n i ³¹₄₄	p i e ³¹ n i ⁴⁴/³¹		別的	20 34
31786	Kunming	bié-dì 819	別的	pie³¹nə³¹₄₄	819	pie³¹nə³¹₄₄	p i e ³¹ n ə ³¹₄₄	p i e ³¹ n ə ⁴⁴/³¹		別的	20 34
31787	Hefei	bié-dì 819	別的	piɐʔ⁴tə⁰	819	piɐʔ⁴tə⁰	p i ɐ ʔ ⁴ t ə ⁰	p i ɐ ʔ ⁴ t ə ⁰		別的	20 34
31788	Yangzhou	bié-dì 819	別的	piəʔ⁴tiɪ⁰	819	piəʔ⁴tiɪ⁰	p i ə ʔ ⁴ t i ɪ ⁰	p i ə ʔ ⁴ t i ɪ ⁰		別的	20 34
31789	Suzhou	bié-dì 819	別樣	biɪʔ²³iaŋ³¹₂₁	819	biɪʔ²³iaŋ³¹₂₁	b i ɪ ʔ ²³ i a ŋ ³¹₂₁	b i ɪ ʔ ²³ i a ŋ ²¹/³¹		別樣	20 35
31790	Wenzhou	bié-dì 819	別來	*bi¹²lɛ³¹	819	bi¹²lɛ³¹	b i ¹² l ɛ ³¹	b i ¹² l ɛ ³¹	[*]	別來	20 36
31791	Changsha	bié-dì 819	別的	pʰie²⁴ti⁰	819	pʰie²⁴ti⁰	pʰ i e ²⁴ t i ⁰	pʰ i e ²⁴ t i ⁰		別的	20 34
31792	Nanchang	bié-dì 819	別個	pʰiɛt⁵kɔ⁰	819	pʰiɛt⁵kɔ⁰	pʰ i ɛ t ⁵ k ɔ ⁰	pʰ i ɛ t ⁵ k ɔ ⁰		別個	20 37
31793	Meixian	bié-dì 819	別個	pʰiɛt⁴kɛ⁴²	819	pʰiɛt⁴kɛ⁴²	pʰ i ɛ t ⁴ k ɛ ⁴²	pʰ i ɛ t ⁴ k ɛ ⁴²		別個	20 37
31794	Guangzhou	bié-dì 819	第二樣	tɐi²²ji²²jœŋ²²₃₅	819	tɐi²²ji²²jœŋ²²₃₅	t ɐ i ²² j i ²² j œ ŋ ²²₃₅	t ɐ i ²² j i ²² j œ ŋ ³⁵/²²		第二樣	38 39 35
31795	Yangjiang	bié-dì 819	第二樣	tɐi⁴⁵⁴ji⁴⁵⁴jiɛŋ⁴⁵⁴	819	tɐi⁴⁵⁴ji⁴⁵⁴jiɛŋ⁴⁵⁴	t ɐ i ⁴⁵⁴ j i ⁴⁵⁴ j i ɛ ŋ ⁴⁵⁴	t ɐ i ⁴⁵⁴ j i ⁴⁵⁴ j i ɛ ŋ ⁴⁵⁴		第二樣	38 39 35
31796	Xiamen	bié-dì 819	別項	pat⁵₃₂haŋ³³	819	pat⁵₃₂haŋ³³	p a t ⁵₃₂ h a ŋ ³³	p a t ³²/⁵ h a ŋ ³³		別項	20 40
31797	Xiamen	bié-dì 819	別款	[2] pat⁵₃₂kʰuan⁵¹	819	pat⁵₃₂kʰuan⁵¹	p a t ⁵₃₂ kʰ u a n ⁵¹	p a t ³²/⁵ kʰ u a n ⁵¹	[2]	別款	20 41
31798	Chaozhou	bié-dì 819	別樣	pak⁴₂₁ĩẽ¹¹	819	pak⁴₂₁ĩẽ¹¹	p a k ⁴₂₁ ĩ ẽ ∼ ¹¹	p a k ²¹/⁴ ĩ ẽ ∼ ¹¹		別樣	20 35
31799	Chaozhou	bié-dì 819	別個	[2] pak⁴₂₁kai⁵⁵	819	pak⁴₂₁kai⁵⁵	p a k ⁴₂₁ k a i ⁵⁵	p a k ²¹/⁴ k a i ⁵⁵	[2]	別個	20 37
31800	Fuzhou	bié-dì 819	別樣	peiʔ⁴yɔŋ²⁴²	819	peiʔ⁴yɔŋ²⁴²	p e i ʔ ⁴ y ɔ ŋ ²⁴²	p e i ʔ ⁴ y ɔ ŋ ²⁴²		別樣	20 35
14087	Beijing	bà-bà 425	爸爸	pa⁵¹pa⁰	425	pa⁵¹pa⁰	p a ⁵¹ p a ⁰	p a ⁵¹ p a ⁰		爸爸	42 42
14088	Beijing	bà-bà 425	爹	[2] tie⁵⁵	425	tie⁵⁵	t i e ⁵⁵	t i e ⁵⁵	[2]	爹	43
14089	Jinan	bà-bà 425	爸爸	pa²¹pa⁰	425	pa²¹pa⁰	p a ²¹ p a ⁰	p a ²¹ p a ⁰		爸爸	42 42
14090	Shenyang	bà-bà 425	爸爸	pa⁴¹pa⁰	425	pa⁴¹pa⁰	p a ⁴¹ p a ⁰	p a ⁴¹ p a ⁰		爸爸	42 42
14091	Shenyang	bà-bà 425	爹	[2] tie³³	425	tie³³	t i e ³³	t i e ³³	[2]	爹	43
14092	Xi_an	bà-bà 425	爸	pɑ⁴⁵	425	pɑ⁴⁵	p ɑ ⁴⁵	p ɑ ⁴⁵		爸	42
14093	Xi_an	bà-bà 425	達	[2] tɑ²⁴	425	tɑ²⁴	t ɑ ²⁴	t ɑ ²⁴	[2]	達	44
14094	Chengdu	bà-bà 425	爸爸	pa³¹pa³¹₄₄	425	pa³¹pa³¹₄₄	p a ³¹ p a ³¹₄₄	p a ³¹ p a ⁴⁴/³¹		爸爸	42 42
14095	Kunming	bà-bà 425	爸爸	pa³¹pa³¹₄₄	425	pa³¹pa³¹₄₄	p a ³¹ p a ³¹₄₄	p a ³¹ p a ⁴⁴/³¹		爸爸	42 42
14096	Hefei	bà-bà 425	伯伯	pɐʔ⁴pɐʔ⁴	425	pɐʔ⁴pɐʔ⁴	p ɐ ʔ ⁴ p ɐ ʔ ⁴	p ɐ ʔ ⁴ p ɐ ʔ ⁴		伯伯	45 45
14097	Yangzhou	bà-bà 425	爸爸	pɑ⁵⁵₃₄pɑ⁵⁵	425	pɑ⁵⁵₃₄pɑ⁵⁵	p ɑ ⁵⁵₃₄ p ɑ ⁵⁵	p ɑ ³⁴/⁵⁵ p ɑ ⁵⁵		爸爸	42 42
14098	Yangzhou	bà-bà 425	爹爹	[2] tiɑ³¹tiɑ³¹	425	tiɑ³¹tiɑ³¹	t i ɑ ³¹ t i ɑ ³¹	t i ɑ ³¹ t i ɑ ³¹	[2]	爹爹	43 43
14099	Suzhou	bà-bà 425	爹爹	tiɒ⁴⁴tiɒ⁴⁴₂₁	425	tiɒ⁴⁴tiɒ⁴⁴₂₁	t i ɒ ⁴⁴ t i ɒ ⁴⁴₂₁	t i ɒ ⁴⁴ t i ɒ ²¹/⁴⁴		爹爹	43 43
14100	Suzhou	bà-bà 425	爺	[2] iɒ²⁴	425	iɒ²⁴	i ɒ ²⁴	i ɒ ²⁴	[2]	爺	46
14101	Wenzhou	bà-bà 425	阿大	a²³da¹¹	425	a²³da¹¹	a ²³ d a ¹¹	a ²³ d a ¹¹		阿大	47 48
14102	Wenzhou	bà-bà 425	阿伯	[2] a²³pa²³,a²³pa⁴⁴	425	a²³pa²³	a ²³ p a ²³	a ²³ p a ²³	[2]	阿伯	47 45
14103	Changsha	bà-bà 425	爹爹	tie³³tie³³	425	tie³³tie³³	t i e ³³ t i e ³³	t i e ³³ t i e ³³		爹爹	43 43
14104	Changsha	bà-bà 425	爺	[2] ie¹³	425	ie¹³	i e ¹³	i e ¹³	[2]	爺	46
14105	Nanchang	bà-bà 425	爹爹	tiɛ⁴²tiɛ⁰	425	tiɛ⁴²tiɛ⁰	t i ɛ ⁴² t i ɛ ⁰	t i ɛ ⁴² t i ɛ ⁰		爹爹	43 43
14106	Nanchang	bà-bà 425	伯伯	[2] pak⁵pak⁰	425	pak⁵pak⁰	p a k ⁵ p a k ⁰	p a k ⁵ p a k ⁰	[2]	伯伯	45 45
14107	Nanchang	bà-bà 425	爺	[3] ia⁵⁵	425	ia⁵⁵	i a ⁵⁵	i a ⁵⁵	[3]	爺	46
14108	Meixian	bà-bà 425	阿爸	a⁴⁴pa⁴⁴	425	a⁴⁴pa⁴⁴	a ⁴⁴ p a ⁴⁴	a ⁴⁴ p a ⁴⁴		阿爸	47 42
14109	Meixian	bà-bà 425	爺	[2] ja¹²	425	ja¹²	j a ¹²	j a ¹²	[2]	爺	46
14110	Guangzhou	bà-bà 425	爸爸	pa⁵⁵₂₁pa⁵⁵	425	pa⁵⁵₂₁pa⁵⁵	p a ⁵⁵₂₁ p a ⁵⁵	p a ²¹/⁵⁵ p a ⁵⁵		爸爸	42 42
14111	Guangzhou	bà-bà 425	老逗	[2] *lou²³tɐu²²	425	lou²³tɐu²²	l o u ²³ t ɐ u ²²	l o u ²³ t ɐ u ²²	[2][*]	老逗	49 50
14112	Yangjiang	bà-bà 425	阿爸	a³³pa²⁴	425	a³³pa²⁴	a ³³ p a ²⁴	a ³³ p a ²⁴		阿爸	47 42
14113	Yangjiang	bà-bà 425	阿爺	[2] a³³jɛ⁴⁴³	425	a³³jɛ⁴⁴³	a ³³ j ɛ ⁴⁴³	a ³³ j ɛ ⁴⁴³	[2]	阿爺	47 46
14114	Yangjiang	bà-bà 425	阿爹	[3] a³³tɛ³³	425	a³³tɛ³³	a ³³ t ɛ ³³	a ³³ t ɛ ³³	[3]	阿爹	47 43
14115	Xiamen	bà-bà 425	阿爸	a³³pa⁵⁵	425	a³³pa⁵⁵	a ³³ p a ⁵⁵	a ³³ p a ⁵⁵		阿爸	47 42
14116	Xiamen	bà-bà 425	老父	[2] lau³³₁₁pe³³	425	lau³³₁₁pe³³	l a u ³³₁₁ p e ³³	l a u ¹¹/³³ p e ³³	[2]	老父	49 51
14117	Chaozhou	bà-bà 425	阿爸	a³³₂₃pa³³	425	a³³₂₃pa³³	a ³³₂₃ p a ³³	a ²³/³³ p a ³³		阿爸	47 42
14118	Chaozhou	bà-bà 425	阿爹	[2] a³³₂₃tie³³	425	a³³₂₃tie³³	a ³³₂₃ t i e ³³	a ²³/³³ t i e ³³	[2]	阿爹	47 43
14119	Chaozhou	bà-bà 425	阿父	[3] a³³₂₃pe³⁵	425	a³³₂₃pe³⁵	a ³³₂₃ p e ³⁵	a ²³/³³ p e ³⁵	[3]	阿父	47 51
14120	Fuzhou	bà-bà 425	依 爹	*i⁴⁴tie⁴⁴	425	i⁴⁴tie⁴⁴	i ⁴⁴ t i e ⁴⁴	i ⁴⁴ t i e ⁴⁴	[*]	依爹	52 43
14121	Fuzhou	bà-bà 425	依 爺	[2] *i⁴⁴ie⁵²	425	i⁴⁴ie⁵²	i ⁴⁴ i e ⁵²	i ⁴⁴ i e ⁵²	[2][*]	依爺	52 46
14122	Fuzhou	bà-bà 425	郞 罷	[3] **louŋ⁵²₃₁ma²⁴²(p-)	425	louŋ⁵²₃₁ma²⁴²	l o u ŋ ⁵²₃₁ m a ²⁴²	l o u ŋ ³¹/⁵² m a ²⁴²	[3][*]	郞罷	53 54
22237	Beijing	bàn 607	拌	pan⁵¹	607	pan⁵¹	p a n ⁵¹	p a n ⁵¹		拌	55
22238	Jinan	bàn 607	拌	pæ̃²¹	607	pæ̃²¹	p æ̃ ∼ ²¹	p æ̃ ∼ ²¹		拌	55
22239	Shenyang	bàn 607	拌	pan⁴¹	607	pan⁴¹	p a n ⁴¹	p a n ⁴¹		拌	55
22240	Xi_an	bàn 607	拌	pæ̃⁴⁵	607	pæ̃⁴⁵	p æ̃ ∼ ⁴⁵	p æ̃ ∼ ⁴⁵		拌	55
22241	Chengdu	bàn 607	拌	pan¹³	607	pan¹³	p a n ¹³	p a n ¹³		拌	55
22242	Chengdu	bàn 607	和	[2] xo¹³,xo⁵³	607	xo¹³	x o ¹³	x o ¹³	[2]	和	56
22243	Kunming	bàn 607	拌	pã¹³	607	pã¹³	p ã ∼ ¹³	p ã ∼ ¹³		拌	55
22244	Hefei	bàn 607	拌	pʊ̃⁵³	607	pʊ̃⁵³	p ʊ̃ ∼ ⁵³	p ʊ̃ ∼ ⁵³		拌	55
22245	Yangzhou	bàn 607	拌	põ⁵⁵	607	põ⁵⁵	p õ ∼ ⁵⁵	p õ ∼ ⁵⁵		拌	55
22246	Yangzhou	bàn 607	和	[2] xo⁵⁵	607	xo⁵⁵	x o ⁵⁵	x o ⁵⁵	[2]	和	56
22247	Suzhou	bàn 607	拌	bø³¹	607	bø³¹	b ø ³¹	b ø ³¹		拌	55
22248	Wenzhou	bàn 607	拌	bø²⁴	607	bø²⁴	b ø ²⁴	b ø ²⁴		拌	55
22249	Changsha	bàn 607	拌	põ²¹	607	põ²¹	p õ ∼ ²¹	p õ ∼ ²¹		拌	55
22250	Nanchang	bàn 607	拌	pʰɔn³¹	607	pʰɔn³¹	pʰ ɔ n ³¹	pʰ ɔ n ³¹		拌	55
22251	Meixian	bàn 607	!	vɔ⁴⁴	607	vɔ⁴⁴	v ɔ ⁴⁴	v ɔ ⁴⁴		囗	57
22252	Guangzhou	bàn 607	!	kʰau⁵⁵	607	kʰau⁵⁵	kʰ a u ⁵⁵	kʰ a u ⁵⁵		囗	58
22253	Yangjiang	bàn 607	!	kʰau⁴⁴³	607	kʰau⁴⁴³	kʰ a u ⁴⁴³	kʰ a u ⁴⁴³		囗	59
22254	Xiamen	bàn 607	盤	*pũã²⁴	607	pũã²⁴	p ũ ã ∼ ²⁴	p ũ ã ∼ ²⁴	[*]	盤	60
22255	Chaozhou	bàn 607		@tsʰiəu³³	607	@tsʰiəu³³	@ tsʰ i ə u ³³	tsʰ i ə u ³³		囗	61
22256	Fuzhou	bàn 607	調	teu⁵²	607	teu⁵²	t e u ⁵²	t e u ⁵²		調	62
233	Beijing	bàng 104	蚌	paŋ⁵¹	104	paŋ⁵¹	p a ŋ ⁵¹	p a ŋ ⁵¹		蚌	63
234	Jinan	bàng 104	蚌	paŋ⁵¹	104	paŋ⁵¹	p a ŋ ⁵¹	p a ŋ ²¹		蚌	63
235	Shenyang	bàng 104	!	ka²¹³₂₁la⁰	104	ka²¹³₂₁la⁰	k a ²¹³₂₁ l a ⁰	k a ²¹/²¹³ l a ⁰		囗囗	64 65
236	Xi_an	bàng 104	蚌	pɑŋ⁴⁵	104	pɑŋ⁴⁵	p ɑ ŋ ⁴⁵	p ɑ ŋ ⁴⁵		蚌	63
