ID	DOCULECT	CONCEPT	HANZI	ENTRY_IN_SOURCE	BEIDA_ID	IPA	TOKENS_OLD	SEGMENTS	NOTE	BENZI	COGIDS
23594	Jinan	jié-hūn (-zhǐ-nán-fāng-) 637	要媳婦兒	tɕʰy⁵⁵ɕi²¹fur⁰	637	tɕʰy⁵⁵ɕi²¹fur⁰	tɕʰ y ⁵⁵ ɕ i ²¹ f u r ⁰	tɕʰ y ⁵⁵ ɕ i ²¹ f */u ⁰		要媳婦兒	23 1491 1083
23595	Jinan	jié-hūn (-zhǐ-nán-fāng-) 637	娶親	[2] tɕʰy⁵⁵tɕʰiẽ²¹³	637	tɕʰy⁵⁵tɕʰiẽ²¹³	tɕʰ y ⁵⁵ tɕʰ i ẽ ∼ ²¹³	tɕʰ y ⁵⁵ tɕʰ i ẽ ∼ ²¹³	[2]	娶親	1490 1492
23596	Shenyang	jié-hūn (-zhǐ-nán-fāng-) 637	娶媳婦兒	tɕʰy²¹³₂₁ɕi³⁵fur⁰	637	tɕʰy²¹³₂₁ɕi³⁵fur⁰	tɕʰ y ²¹³₂₁ ɕ i ³⁵ f u r ⁰	tɕʰ y ²¹/²¹³ ɕ i ³⁵ f */u ⁰		娶媳婦兒	1490 1491 1083
23597	Xi_an	jié-hūn (-zhǐ-nán-fāng-) 637	娶媳婦兒	tɕʰy⁵³ɕi²¹fur⁰	637	tɕʰy⁵³ɕi²¹fur⁰	tɕʰ y ⁵³ ɕ i ²¹ f u r ⁰	tɕʰ y ⁵³ ɕ i ²¹ f */u ⁰		娶媳婦兒	1490 1491 1083
23598	Chengdu	jié-hūn (-zhǐ-nán-fāng-) 637	接婆娘	tɕie³¹pʰo³¹ȵiaŋ³¹₄₄	637	tɕie³¹pʰo³¹ȵiaŋ³¹₄₄	tɕ i e ³¹ pʰ o ³¹ ȵ i a ŋ ³¹₄₄	tɕ i e ³¹ pʰ o ³¹ ȵ i a ŋ ⁴⁴/³¹		接婆娘	1493 1090 186
23599	Kunming	jié-hūn (-zhǐ-nán-fāng-) 637	討媳婦	tʰau⁵³ɕi¹³fu¹³	637	tʰau⁵³ɕi¹³fu¹³	tʰ a u ⁵³ ɕ i ¹³ f u ¹³	tʰ a u ⁵³ ɕ i ¹³ f u ¹³		討媳婦	1494 1491 1083
23600	Hefei	jié-hūn (-zhǐ-nán-fāng-) 637	娶親	tɕʰy²⁴tɕʰin²¹²	637	tɕʰy²⁴tɕʰin²¹²	tɕʰ y ²⁴ tɕʰ i n ²¹²	tɕʰ y ²⁴ tɕʰ i n ²¹²		娶親	1490 1492
23601	Hefei	jié-hūn (-zhǐ-nán-fāng-) 637	收親	[2] ʂɯ²¹²tɕʰin²¹²	637	ʂɯ²¹²tɕʰin²¹²	ʂ ɯ ²¹² tɕʰ i n ²¹²	ʂ ɯ ²¹² tɕʰ i n ²¹²	[2]	收親	1417 1492
23602	Yangzhou	jié-hūn (-zhǐ-nán-fāng-) 637	娶親	tɕʰy⁴²tɕʰiŋ³¹	637	tɕʰy⁴²tɕʰiŋ³¹	tɕʰ y ⁴² tɕʰ i ŋ ³¹	tɕʰ y ⁴² tɕʰ i ŋ ³¹		娶親	1490 1492
23603	Suzhou	jié-hūn (-zhǐ-nán-fāng-) 637	娶親	tsʰi⁴¹tsʰin⁴⁴₃₅	637	tsʰi⁴¹tsʰin⁴⁴₃₅	tsʰ i ⁴¹ tsʰ i n ⁴⁴₃₅	tsʰ i ⁴¹ tsʰ i n ³⁵/⁴⁴		娶親	1490 1492
23604	Suzhou	jié-hūn (-zhǐ-nán-fāng-) 637	討家小	[2] tʰæ⁴¹kɒ⁴⁴siæ⁴¹₂₁	637	tʰæ⁴¹kɒ⁴⁴siæ⁴¹₂₁	tʰ æ ⁴¹ k ɒ ⁴⁴ s i æ ⁴¹₂₁	tʰ æ ⁴¹ k ɒ ⁴⁴ s i æ ²¹/⁴¹	[2]	討家小	1494 94 475
23605	Wenzhou	jié-hūn (-zhǐ-nán-fāng-) 637	!  親	tsʰau⁴⁵tsʰaŋ⁴⁴	637	tsʰau⁴⁵tsʰaŋ⁴⁴	tsʰ a u ⁴⁵ tsʰ a ŋ ⁴⁴	tsʰ a u ⁴⁵ tsʰ a ŋ ⁴⁴		0親	1495 1496
23606	Changsha	jié-hūn (-zhǐ-nán-fāng-) 637	討親	tʰau⁴¹tɕʰin³³	637	tʰau⁴¹tɕʰin³³	tʰ a u ⁴¹ tɕʰ i n ³³	tʰ a u ⁴¹ tɕʰ i n ³³		討親	1494 1492
23607	Changsha	jié-hūn (-zhǐ-nán-fāng-) 637	收親	[2] səu³³tɕʰin³³	637	səu³³tɕʰin³³	s ə u ³³ tɕʰ i n ³³	s ə u ³³ tɕʰ i n ³³	[2]	收親	1417 1492
23608	Nanchang	jié-hūn (-zhǐ-nán-fāng-) 637	娶親	tɕʰy²¹³tɕʰin⁴²	637	tɕʰy²¹³tɕʰin⁴²	tɕʰ y ²¹³ tɕʰ i n ⁴²	tɕʰ y ²¹³ tɕʰ i n ⁴²		娶親	1490 1492
23609	Nanchang	jié-hūn (-zhǐ-nán-fāng-) 637	討老婆	[2] tʰau²¹³lau²¹³pʰɔ²⁴	637	tʰau²¹³lau²¹³pʰɔ²⁴	tʰ a u ²¹³ l a u ²¹³ pʰ ɔ ²⁴	tʰ a u ²¹³ l a u ²¹³ pʰ ɔ ²⁴	[2]	討老婆	1494 49 1090
23610	Meixian	jié-hūn (-zhǐ-nán-fāng-) 637	討老婆	tʰau³¹lau³¹pʰɔ¹²	637	tʰau³¹lau³¹pʰɔ¹²	tʰ a u ³¹ l a u ³¹ pʰ ɔ ¹²	tʰ a u ³¹ l a u ³¹ pʰ ɔ ¹²		討老婆	1494 49 1090
23611	Guangzhou	jié-hūn (-zhǐ-nán-fāng-) 637	娶老婆	tʃʰøy³⁵lou²³pʰɔ²¹	637	tʃʰøy³⁵lou²³pʰɔ²¹	tʃʰ ø y ³⁵ l o u ²³ pʰ ɔ ²¹	tʃʰ ø y ³⁵ l o u ²³ pʰ ɔ ²¹		娶老婆	1490 49 1090
23612	Yangjiang	jié-hūn (-zhǐ-nán-fāng-) 637	捰老婆	lɔ²¹lɔu²¹pʰɔ⁴⁴³	637	lɔ²¹lɔu²¹pʰɔ⁴⁴³	l ɔ ²¹ l ɔ u ²¹ pʰ ɔ ⁴⁴³	l ɔ ²¹ l ɔ u ²¹ pʰ ɔ ⁴⁴³		捰老婆	1497 49 1090
23613	Xiamen	jié-hūn (-zhǐ-nán-fāng-) 637	娶	@tsʰua³³₁₁bɔ⁵¹	637	@tsʰua³³₁₁bɔ⁵¹	@ tsʰ u a ³³₁₁ b ɔ ⁵¹	tsʰ u a ¹¹/³³ b ɔ ⁵¹		娶0	1498 1499
23614	Xiamen	jié-hūn (-zhǐ-nán-fāng-) 637	娶人	[2] tsʰua³³₁₁laŋ²⁴	637	tsʰua³³₁₁laŋ²⁴	tsʰ u a ³³₁₁ l a ŋ ²⁴	tsʰ u a ¹¹/³³ l a ŋ ²⁴	[2]	娶人	1490 343
23615	Chaozhou	jié-hūn (-zhǐ-nán-fāng-) 637	娶嬤	tsʰua¹¹₁₂bou⁵³	637	tsʰua¹¹₁₂bou⁵³	tsʰ u a ¹¹₁₂ b o u ⁵³	tsʰ u a ¹²/¹¹ b o u ⁵³		娶嬤	1490 187
23616	Fuzhou	jié-hūn (-zhǐ-nán-fāng-) 637	討親	tʰɔ³¹ziŋ⁴⁴(tsʰ-)	637	tʰɔ³¹ziŋ⁴⁴	tʰ ɔ ³¹ z i ŋ ⁴⁴	tʰ ɔ ³¹ z i ŋ ⁴⁴		討親	1494 1492
23665	Chaozhou	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁人	ke²¹³₅₃naŋ⁵⁵	638	ke²¹³₅₃naŋ⁵⁵	k e ²¹³₅₃ n a ŋ ⁵⁵	k e ⁵³/²¹³ n a ŋ ⁵⁵		嫁人	1500 343
23641	Beijing	jié-hūn (-zhǐ-nǜ-fāng-) 638	出門子	tʂʰu⁵⁵mən³⁵tsๅ⁰	638	tʂʰu⁵⁵mən³⁵tsๅ⁰	tʂʰ u ⁵⁵ m ə n ³⁵ ts ๅ ⁰	ʈʂʰ u ⁵⁵ m ə n ³⁵ ts ɿ ⁰		出門子	1501 296 70
23642	Jinan	jié-hūn (-zhǐ-nǜ-fāng-) 638	出門子	tʂʰu²¹³mẽ¹²tsๅ⁰	638	tʂʰu²¹³mẽ¹²tsๅ⁰	tʂʰ u ²¹³ m ẽ ∼ ¹² ts ๅ ⁰	ʈʂʰ u ²¹³ m ẽ ∼ ⁴² ts ɿ ⁰		出門子	1501 296 70
23643	Shenyang	jié-hūn (-zhǐ-nǜ-fāng-) 638	出門	tsʰu³⁵mən³⁵	638	tsʰu³⁵mən³⁵	tsʰ u ³⁵ m ə n ³⁵	tsʰ u ³⁵ m ə n ³⁵		出門	1501 296
23644	Xi_an	jié-hūn (-zhǐ-nǜ-fāng-) 638	出門	pfʰu²¹mẽ²⁴	638	pfʰu²¹mẽ²⁴	p fʰ u ²¹ m ẽ ∼ ²⁴	pfʰ u ²¹ m ẽ ∼ ²⁴		出門	1501 296
23645	Chengdu	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁人	tɕia¹³zən³¹	638	tɕia¹³zən³¹	tɕ i a ¹³ z ə n ³¹	tɕ i a ¹³ z ə n ³¹		嫁人	1500 343
23646	Kunming	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁人	tɕia¹³ʐə̃³¹	638	tɕia¹³ʐə̃³¹	tɕ i a ¹³ ʐ ə̃ ∼ ³¹	tɕ i a ¹³ ʐ ə̃ ∼ ³¹		嫁人	1500 343
23647	Hefei	jié-hūn (-zhǐ-nǜ-fāng-) 638	出閣	tʂʰuəʔ⁴kəʔ⁴	638	tʂʰuəʔ⁴kəʔ⁴	tʂʰ u ə ʔ ⁴ k ə ʔ ⁴	ʈʂʰ u ə ʔ ⁴ k ə ʔ ⁴		出閣	1501 1502
23648	Hefei	jié-hūn (-zhǐ-nǜ-fāng-) 638	把人家	[2] pa²⁴ʐən⁵⁵tɕia²¹²	638	pa²⁴ʐən⁵⁵tɕia²¹²	p a ²⁴ ʐ ə n ⁵⁵ tɕ i a ²¹²	p a ²⁴ ʐ ə n ⁵⁵ tɕ i a ²¹²	[2]	把人家	197 343 94
23649	Yangzhou	jié-hūn (-zhǐ-nǜ-fāng-) 638	出門	tsʰuəʔ⁴məŋ³⁴	638	tsʰuəʔ⁴məŋ³⁴	tsʰ u ə ʔ ⁴ m ə ŋ ³⁴	tsʰ u ə ʔ ⁴ m ə ŋ ³⁴		出門	1501 296
23650	Yangzhou	jié-hūn (-zhǐ-nǜ-fāng-) 638	出嫁	[2] tsʰuəʔ⁴tɕiɑ⁵⁵	638	tsʰuəʔ⁴tɕiɑ⁵⁵	tsʰ u ə ʔ ⁴ tɕ i ɑ ⁵⁵	tsʰ u ə ʔ ⁴ tɕ i ɑ ⁵⁵	[2]	出嫁	1501 1500
23651	Suzhou	jié-hūn (-zhǐ-nǜ-fāng-) 638	出嫁	tsʰɤʔ⁴kɒ⁵¹³	638	tsʰɤʔ⁴kɒ⁵¹³	tsʰ ɤ ʔ ⁴ k ɒ ⁵¹³	tsʰ ɤ ʔ ⁴ k ɒ ⁵¹³		出嫁	1501 1500
23652	Suzhou	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁人	[2] kɒ⁵¹³ȵin²⁴	638	kɒ⁵¹³ȵin²⁴	k ɒ ⁵¹³ ȵ i n ²⁴	k ɒ ⁵¹³ ȵ i n ²⁴	[2]	嫁人	1500 343
23653	Wenzhou	jié-hūn (-zhǐ-nǜ-fāng-) 638	!  人	kʰa⁴⁴naŋ³¹	638	kʰa⁴⁴naŋ³¹	kʰ a ⁴⁴ n a ŋ ³¹	kʰ a ⁴⁴ n a ŋ ³¹		0人	1503 1504
23654	Wenzhou	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁人	[2] ko⁴²naŋ³¹	638	ko⁴²naŋ³¹	k o ⁴² n a ŋ ³¹	k o ⁴² n a ŋ ³¹	[2]	嫁人	1500 343
23655	Wenzhou	jié-hūn (-zhǐ-nǜ-fāng-) 638	出嫁	[3] tɕʰy²³ko⁴²❷	638	tɕʰy²³ko⁴²❷	tɕʰ y ²³ k o ⁴² ❷	tɕʰ y ²³ k o ⁴²	[3]	出嫁	1501 1500
23656	Changsha	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁人	ka⁵⁵zən¹³	638	ka⁵⁵zən¹³	k a ⁵⁵ z ə n ¹³	k a ⁵⁵ z ə n ¹³		嫁人	1500 343
23657	Changsha	jié-hūn (-zhǐ-nǜ-fāng-) 638	出嫁	[2] tɕʰy²⁴ka⁵⁵	638	tɕʰy²⁴ka⁵⁵	tɕʰ y ²⁴ k a ⁵⁵	tɕʰ y ²⁴ k a ⁵⁵	[2]	出嫁	1501 1500
23658	Nanchang	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁〔老公〕	ka⁵⁵(lau²¹³kuŋ⁴²)	638	ka⁵⁵	k a ⁵⁵	k a ⁵⁵		嫁	1500
23659	Meixian	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁〔老公〕	ka⁴²(lau³¹kuŋ⁴⁴)	638	ka⁴²	k a ⁴²	k a ⁴²		嫁	1500
23660	Guangzhou	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁人	ka³³jɐn²¹	638	ka³³jɐn²¹	k a ³³ j ɐ n ²¹	k a ³³ j ɐ n ²¹		嫁人	1500 343
23661	Yangjiang	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁	ka²⁴	638	ka²⁴	k a ²⁴	k a ²⁴		嫁	1500
23662	Yangjiang	jié-hūn (-zhǐ-nǜ-fāng-) 638	做人客	[2] tʃou²⁴jɐn⁴⁴³hak²¹	638	tʃou²⁴jɐn⁴⁴³hak²¹	tʃ o u ²⁴ j ɐ n ⁴⁴³ h a k ²¹	tʃ o u ²⁴ j ɐ n ⁴⁴³ h a k ²¹	[2]	做人客	1109 343 1380
23663	Xiamen	jié-hūn (-zhǐ-nǜ-fāng-) 638	嫁翁	ke¹¹₅₁aŋ⁵⁵	638	ke¹¹₅₁aŋ⁵⁵	k e ¹¹₅₁ a ŋ ⁵⁵	k e ⁵¹/¹¹ a ŋ ⁵⁵		嫁翁	1500 1231
23664	Xiamen	jié-hūn (-zhǐ-nǜ-fāng-) 638	做客	[2] tsue¹¹₅₁kʰeʔ³²	638	tsue¹¹₅₁kʰeʔ³²	ts u e ¹¹₅₁ kʰ e ʔ ³²	ts u e ⁵¹/¹¹ kʰ e ʔ ³²	[2]	做客	1109 1380
23666	Fuzhou	jié-hūn (-zhǐ-nǜ-fāng-) 638	做新婦	tsɔ²¹³₃₁liŋ⁴⁴₅₂(s-)mou²⁴²(p-)	638	tsɔ²¹³₃₁liŋ⁴⁴₅₂mou²⁴²	ts ɔ ²¹³₃₁ l i ŋ ⁴⁴₅₂ m o u ²⁴²	ts ɔ ³¹/²¹³ l i ŋ ⁵²/⁴⁴ m o u ²⁴²		做新婦	1109 1181 1083
17303	Beijing	jié-níng 495	凍冰	tuŋ⁵¹piŋ⁵⁵	495	tuŋ⁵¹piŋ⁵⁵	t u ŋ ⁵¹ p i ŋ ⁵⁵	t u ŋ ⁵¹ p i ŋ ⁵⁵		凍冰	652 1505
17304	Jinan	jié-níng 495	凍冰	tuŋ²¹piŋ²¹³	495	tuŋ²¹piŋ²¹³	t u ŋ ²¹ p i ŋ ²¹³	t u ŋ ²¹ p i ŋ ²¹³		凍冰	652 1505
17305	Shenyang	jié-níng 495	結冰	tɕie²¹³₂₁piŋ³³	495	tɕie²¹³₂₁piŋ³³	tɕ i e ²¹³₂₁ p i ŋ ³³	tɕ i e ²¹/²¹³ p i ŋ ³³		結冰	1484 1505
17306	Xi_an	jié-níng 495	凍冰	tuoŋ⁴⁵piŋ²¹	495	tuoŋ⁴⁵piŋ²¹	t u o ŋ ⁴⁵ p i ŋ ²¹	t u o ŋ ⁴⁵ p i ŋ ²¹		凍冰	652 1505
17307	Chengdu	jié-níng 495	結冰	tɕie³¹pin⁴⁴	495	tɕie³¹pin⁴⁴	tɕ i e ³¹ p i n ⁴⁴	tɕ i e ³¹ p i n ⁴⁴		結冰	1484 1505
17308	Kunming	jié-níng 495	結冰	tɕie³¹ɕĩ⁴⁴	495	tɕie³¹ɕĩ⁴⁴	tɕ i e ³¹ ɕ ĩ ∼ ⁴⁴	tɕ i e ³¹ ɕ ĩ ∼ ⁴⁴		結冰	1484 1505
17309	Hefei	jié-níng 495	結冰	tɕiəʔ⁴pin²¹²	495	tɕiəʔ⁴pin²¹²	tɕ i ə ʔ ⁴ p i n ²¹²	tɕ i ə ʔ ⁴ p i n ²¹²		結冰	1484 1505
17310	Yangzhou	jié-níng 495	上凍	sɑŋ⁵⁵toŋBB	495	sɑŋ⁵⁵toŋBB	s ɑ ŋ ⁵⁵ t o ŋ BB	s ɑ ŋ ⁵⁵ t o ŋ ⁵⁵		上凍	100 652
17311	Suzhou	jié-níng 495	結冰	tɕiɪʔ⁴pin⁴⁴₃₅	495	tɕiɪʔ⁴pin⁴⁴₃₅	tɕ i ɪ ʔ ⁴ p i n ⁴⁴₃₅	tɕ i ɪ ʔ ⁴ p i n ³⁵/⁴⁴		結冰	1484 1505
17312	Wenzhou	jié-níng 495	結冰	tɕi²³pəŋ⁴⁴	495	tɕi²³pəŋ⁴⁴	tɕ i ²³ p ə ŋ ⁴⁴	tɕ i ²³ p ə ŋ ⁴⁴		結冰	1484 1505
17313	Wenzhou	jié-níng 495	凍冰	[2] toŋ⁴²pəŋ⁴⁴	495	toŋ⁴²pəŋ⁴⁴	t o ŋ ⁴² p ə ŋ ⁴⁴	t o ŋ ⁴² p ə ŋ ⁴⁴	[2]	凍冰	652 1505
17314	Changsha	jié-níng 495	結冰	tɕie²⁴pin³³	495	tɕie²⁴pin³³	tɕ i e ²⁴ p i n ³³	tɕ i e ²⁴ p i n ³³		結冰	1484 1505
17315	Nanchang	jié-níng 495	凍冰	tuŋ⁵⁵pin⁴²	495	tuŋ⁵⁵pin⁴²	t u ŋ ⁵⁵ p i n ⁴²	t u ŋ ⁵⁵ p i n ⁴²		凍冰	652 1505
17316	Meixian	jié-níng 495	結冰	kiɛt²¹pɛn⁴⁴	495	kiɛt²¹pɛn⁴⁴	k i ɛ t ²¹ p ɛ n ⁴⁴	k i ɛ t ²¹ p ɛ n ⁴⁴		結冰	1484 1505
17317	Guangzhou	jié-níng 495	結冰	kit³³piŋ⁵³	495	kit³³piŋ⁵³	k i t ³³ p i ŋ ⁵³	k i t ³³ p i ŋ ⁵³		結冰	1484 1505
17318	Yangjiang	jié-níng 495	結冰	kit²¹pɪŋ³³	495	kit²¹pɪŋ³³	k i t ²¹ p ɪ ŋ ³³	k i t ²¹ p ɪ ŋ ³³		結冰	1484 1505
17319	Xiamen	jié-níng 495	結霜	kiat³²₅sῃ⁵⁵	495	kiat³²₅sῃ⁵⁵	k i a t ³²₅ s ῃ ⁵⁵	k i a t ⁵/³² s ŋ̍ ⁵⁵		結霜	1484 1506
17320	Xiamen	jié-níng 495	凍霜	[2] taŋ¹¹₅₁sῃ⁵⁵	495	taŋ¹¹₅₁sῃ⁵⁵	t a ŋ ¹¹₅₁ s ῃ ⁵⁵	t a ŋ ⁵¹/¹¹ s ŋ̍ ⁵⁵	[2]	凍霜	652 1506
17321	Chaozhou	jié-níng 495	結冰	kak²¹₃pĩã³³	495	kak²¹₃pĩã³³	k a k ²¹₃ p ĩ ã ∼ ³³	k a k ³/²¹ p ĩ ã ∼ ³³		結冰	1484 1505
17322	Fuzhou	jié-níng 495	結冰	kieʔ²³₃₁piŋ⁴⁴	495	kieʔ²³₃₁piŋ⁴⁴	k i e ʔ ²³₃₁ p i ŋ ⁴⁴	k i e ʔ ³¹/²³ p i ŋ ⁴⁴		結冰	1484 1505
27871	Beijing	jié-shí 735	結實	tɕie⁵⁵ʂʅ⁰	735	tɕie⁵⁵ʂʅ⁰	tɕ i e ⁵⁵ ʂ ʅ ⁰	tɕ i e ⁵⁵ ʂ ʅ ⁰		結實	1484 1507
27872	Jinan	jié-shí 735	牢靠	lɔ⁴²kʰɔ⁰	735	lɔ⁴²kʰɔ⁰	l ɔ ⁴² kʰ ɔ ⁰	l ɔ ⁴² kʰ ɔ ⁰		牢靠	1508 1509
27873	Shenyang	jié-shí 735	結實	tɕie³³sๅ⁰	735	tɕie³³sๅ⁰	tɕ i e ³³ s ๅ ⁰	tɕ i e ³³ s ɿ ⁰		結實	1484 1507
27874	Shenyang	jié-shí 735	牢棒	[2] lau³⁵pəŋ⁰(-aŋ)	735	lau³⁵pəŋ⁰	l a u ³⁵ p ə ŋ ⁰	l a u ³⁵ p ə ŋ ⁰	[2]	牢棒	1508 565
27875	Xi_an	jié-shí 735	結實	tɕie²¹ʂʅ⁰	735	tɕie²¹ʂʅ⁰	tɕ i e ²¹ ʂ ʅ ⁰	tɕ i e ²¹ ʂ ʅ ⁰		結實	1484 1507
27876	Chengdu	jié-shí 735	! 硬□	ŋən¹³tsəu⁵³	735	ŋən¹³tsəu⁵³	ŋ ə n ¹³ ts ə u ⁵³	ŋ ə n ¹³ ts ə u ⁵³		硬囗	1510 1511
27877	Chengdu	jié-shí 735	經事	[2] tɕin⁴⁴sๅ¹³	735	tɕin⁴⁴sๅ¹³	tɕ i n ⁴⁴ s ๅ ¹³	tɕ i n ⁴⁴ s ɿ ¹³	[2]	經事	1512 792
27878	Chengdu	jié-shí 735	結實	[3] tɕie³¹sๅ³¹	735	tɕie³¹sๅ³¹	tɕ i e ³¹ s ๅ ³¹	tɕ i e ³¹ s ɿ ³¹	[3]	結實	1484 1507
27879	Kunming	jié-shí 735	牢實	lau³¹ʂʅ¹¹	735	lau³¹ʂʅ¹¹	l a u ³¹ ʂ ʅ ¹¹	l a u ³¹ ʂ ʅ ↓↓↓¹¹		牢實	1508 1507
27880	Hefei	jié-shí 735	緊	*tɕin²⁴	735	tɕin²⁴	tɕ i n ²⁴	tɕ i n ²⁴	[*]	緊	1249
27881	Yangzhou	jié-shí 735	牢	lɔ³⁴	735	lɔ³⁴	l ɔ ³⁴	l ɔ ³⁴		牢	1508
27882	Yangzhou	jié-shí 735	結實	[2] tɕiəʔ⁴səʔ⁴	735	tɕiəʔ⁴səʔ⁴	tɕ i ə ʔ ⁴ s ə ʔ ⁴	tɕ i ə ʔ ⁴ s ə ʔ ⁴	[2]	結實	1484 1507
27883	Suzhou	jié-shí 735	牢	læ²⁴	735	læ²⁴	l æ ²⁴	l æ ²⁴		牢	1508
27884	Suzhou	jié-shí 735	紮制	[2] tsaʔ⁴tsʮ⁵¹³₃₅	735	tsaʔ⁴tsʮ⁵¹³₃₅	ts a ʔ ⁴ ts ʮ ⁵¹³₃₅	ts a ʔ ⁴ ts ʮ ³⁵/⁵¹³	[2]	紮制	1143 1513
27885	Wenzhou	jié-shí 735	牢	lɜ³¹	735	lɜ³¹	l ɜ ³¹	l ɜ ³¹		牢	1508
27886	Wenzhou	jié-shí 735	紮實	[2] tsa²³zai¹²	735	tsa²³zai¹²	ts a ²³ z a i ¹²	ts a ²³ z a i ¹²	[2]	紮實	1143 1507
27887	Changsha	jié-shí 735	牢固	lau¹³ku⁵⁵	735	lau¹³ku⁵⁵	l a u ¹³ k u ⁵⁵	l a u ¹³ k u ⁵⁵		牢固	1508 1514
27888	Changsha	jié-shí 735	紮實	[2] tsa²⁴sๅ²⁴	735	tsa²⁴sๅ²⁴	ts a ²⁴ s ๅ ²⁴	ts a ²⁴ s ɿ ²⁴	[2]	紮實	1143 1507
27889	Nanchang	jié-shí 735	牢固	lau⁵⁵ku⁵⁵	735	lau⁵⁵ku⁵⁵	l a u ⁵⁵ k u ⁵⁵	l a u ⁵⁵ k u ⁵⁵		牢固	1508 1514
27890	Nanchang	jié-shí 735	紮實	[2] tsat⁵sət⁵	735	tsat⁵sət⁵	ts a t ⁵ s ə t ⁵	ts a t ⁵ s ə t ⁵	[2]	紮實	1143 1507
27891	Meixian	jié-shí 735	耐	nai⁴²	735	nai⁴²	n a i ⁴²	n a i ⁴²		耐	623
27892	Guangzhou	jié-shí 735	禁	kʰɐm⁵³	735	kʰɐm⁵³	kʰ ɐ m ⁵³	kʰ ɐ m ⁵³		禁	1515
27893	Guangzhou	jié-shí 735	結實	[2] kit³³ʃɐt²	735	kit³³ʃɐt²	k i t ³³ ʃ ɐ t ²	k i t ³³ ʃ ɐ t ²	[2]	結實	1484 1507
27894	Yangjiang	jié-shí 735	穩	wɐn²¹	735	wɐn²¹	w ɐ n ²¹	w ɐ n ²¹		穩	1516
27895	Xiamen	jié-shí 735	!	ta⁵⁵₃₃tiŋ³³	735	ta⁵⁵₃₃tiŋ³³	t a ⁵⁵₃₃ t i ŋ ³³	t a ³³/⁵⁵ t i ŋ ³³		囗囗	1517 1518
27896	Chaozhou	jié-shí 735		@tõĩ¹¹	735	@tõĩ¹¹	@ t õ ĩ ∼ ¹¹	t õ ĩ ∼ ¹¹		囗	1519
27897	Fuzhou	jié-shí 735		@taiŋ²⁴²	735	@taiŋ²⁴²	@ t a i ŋ ²⁴²	t a i ŋ ²⁴²		囗	1520
2971	Beijing	jié-zǐ 168	桔子	tɕy³⁵tsɿ⁰	168	tɕy³⁵tsɿ⁰	tɕ y ³⁵ ts ɿ ⁰	tɕ y ³⁵ ts ɿ ⁰		桔子	1521 70
2972	Jinan	jié-zǐ 168	桔子	tɕy²¹³tsɿ⁰	168	tɕy²¹³tsɿ⁰	tɕ y ²¹³ ts ɿ ⁰	tɕ y ²¹³ ts ɿ ⁰		桔子	1521 70
2975	Chengdu	jié-zǐ 168	柑子	kan⁴⁴tsɿ⁵³	168	kan⁴⁴tsɿ⁵³	k a n ⁴⁴ ts ɿ ⁵³	k a n ⁴⁴ ts ɿ ⁵³		柑子	1522 70
2976	Chengdu	jié-zǐ 168	桔子	[2] tɕy³¹tsɿ⁵³	168	tɕy³¹tsɿ⁵³	tɕ y ³¹ ts ɿ ⁵³	tɕ y ³¹ ts ɿ ⁵³	[2]	桔子	1521 70
2977	Kunming	jié-zǐ 168	桔子	tɕi³¹tsɿ⁵³	168	tɕi³¹tsɿ⁵³	tɕ i ³¹ ts ɿ ⁵³	tɕ i ³¹ ts ɿ ⁵³		桔子	1521 70
2979	Yangzhou	jié-zǐ 168	桔子	tɕiɔʔ⁴tsɛ⁰	168	tɕiɔʔ⁴tsɛ⁰	tɕ i ɔ ʔ ⁴ ts ɛ ⁰	tɕ i ɔ ʔ ⁴ ts ɛ ⁰		桔子	1521 70
2982	Changsha	jié-zǐ 168	桔子	tɕy²⁴tsɿ⁰	168	tɕy²⁴tsɿ⁰	tɕ y ²⁴ ts ɿ ⁰	tɕ y ²⁴ ts ɿ ⁰		桔子	1521 70
2983	Nanchang	jié-zǐ 168	桔子	tɕyt⁵tsɿ⁰	168	tɕyt⁵tsɿ⁰	tɕ y t ⁵ ts ɿ ⁰	tɕ y t ⁵ ts ɿ ⁰		桔子	1521 70
2984	Meixian	jié-zǐ 168	! 柑□	kam⁴⁴ɛ⁰	168	kam⁴⁴ɛ⁰	k a m ⁴⁴ ɛ ⁰	k a m ⁴⁴ ɛ ⁰		柑囗	1522 1523
2985	Guangzhou	jié-zǐ 168	桔	kɐt⁵	168	kɐt⁵	k ɐ t ⁵	k ɐ t ⁵		桔	1521
2986	Guangzhou	jié-zǐ 168	柑	[2] kam⁵³	168	kam⁵³	k a m ⁵³	k a m ⁵³	[2]	柑	1522
