Kunming	n c	ĩ	ĩ ∼
Kunming	m n c	i o ŋ	i o ŋ
Kunming	n	u	u
Kunming	m n	u a	u a
Kunming	m n	u ɛ	u ɛ
Kunming	m n	u e	u e
Kunming	m n	u o	u o
Kunming	m n c	u ã	u ã ∼
Kunming	m n c	u ə̃	u ə̃ ∼
Kunming	t/ip	⁴⁴	⁴⁴
Kunming	t/ap	³¹	³¹
Kunming	t/s	⁵³	⁵³
Kunming	t/q	¹³	¹³
Hefei	i	p	p
Hefei	i	p’	pʰ
Hefei	i	m	m
Hefei	i	f	f
Hefei	i	t	t
Hefei	i	t’	tʰ
Hefei	i	n	n	l
Hefei	i	ts	ts
Hefei	i	ts’	tsʰ
Hefei	i	s	s
Hefei	i	z	z
Hefei	i	tʂ	ʈʂ
Hefei	i	tʂ’	ʈʂʰ
Hefei	i	ʂ	ʂ
Hefei	i	ʐ	ʐ
Hefei	i	tɕ	tɕ
Hefei	i	tɕ’	tɕʰ
Hefei	i	ɕ	ɕ
Hefei	i	k	k
Hefei	i	k’	kʰ
Hefei	i	x	x
Hefei	i	Ø	NULL
Hefei	n	ɿ	ɿ
Hefei	n	ʅ	ʅ
Hefei	n	a	a
Hefei	n	o	o
Hefei	n	ᴇ	ᴇ/
Hefei	n	ə	ə
Hefei	n	ɯ	ɯ
Hefei	n	ʊ	ʊ
Hefei	n N	e i	e i
Hefei	n c	ɑ̃	ɑ̃ ∼
Hefei	n c	æ̃	æ̃ ∼
Hefei	n c	ʊ̃	ʊ̃ ∼
Hefei	n c	ə n	ə n
Hefei	n c	ə ŋ	ə ŋ
Hefei	n c	ɐ ʔ	ɐ ʔ
Hefei	n c	ə ʔ	ə ʔ
Hefei	n	i	i
Hefei	m n	i a	i a
Hefei	m n	i o	i o
Hefei	m n	i ᴇ	i ᴇ/
Hefei	m n	i ɯ	i ɯ
Hefei	m n c	i ɑ̃	i ɑ̃ ∼
Hefei	m n c	i ɪ̃	i ɪ̃ ∼
Hefei	n c	i n	i n
Hefei	n c	i ŋ	i ŋ
Hefei	m n c	i ɐ ʔ	i ɐ ʔ
Hefei	m n c	i ə ʔ	i ə ʔ
Hefei	n	u	u
Hefei	m n	u a	u a
Hefei	m n	u ᴇ	u ᴇ/
Hefei	m n	u ə	u ə
Hefei	m n	u i	u i
Hefei	m n c	u ɑ̃	u ɑ̃ ∼
Hefei	m n c	u æ̃	u æ̃ ∼
Hefei	n c	u n	u n
Hefei	m n c	u ɐ ʔ	u ɐ ʔ
Hefei	m n c	u ə ʔ	u ə ʔ
Hefei	n	y	y
Hefei	m n	y ᴇ	y ᴇ/
Hefei	m n c	y ĩ	y ĩ ∼
Hefei	m n	y n	y n
Hefei	m n c	y ɐ ʔ	y ɐ ʔ
Hefei	m n c	y ə ʔ	y ə ʔ
Hefei	t/ip	²¹²	²¹²
Hefei	t/ap	⁵⁵	⁵⁵
Hefei	t/s	²⁴	²⁴
Hefei	t/q	⁵³	³³
Hefei	t/r	⁴	⁴
Yangzhou	i	p	p
Yangzhou	i	p’	pʰ
Yangzhou	i	m	m
Yangzhou	i	f	f
Yangzhou	i	t	t
Yangzhou	i	t’	tʰ
Yangzhou	i	l	l	n
Yangzhou	i	ts	ts
Yangzhou	i	ts’	tsʰ
Yangzhou	i	s	s
Yangzhou	i	tɕ	tɕ
Yangzhou	i	tɕ’	tɕʰ
Yangzhou	i	ɕ	ɕ
Yangzhou	i	k	k
Yangzhou	i	k’	kʰ
Yangzhou	i	x	x
Yangzhou	i	Ø	NULL
Yangzhou	n	ɿ	ɿ
Yangzhou	n	ɑ	ɑ
Yangzhou	n	ɛ	ɛ
Yangzhou	n	o	o
Yangzhou	n	ɔ	ɔ
Yangzhou	n N	ə i	ə i
Yangzhou	n N	ɤ ɯ	ɤ ɯ
Yangzhou	n c	ɛ̃	ɛ̃ ∼
Yangzhou	n c	õ	õ ∼
Yangzhou	n c	ɑ ŋ	ɑ ŋ
Yangzhou	n c	ə ŋ	ə ŋ
Yangzhou	n c	o ŋ	o ŋ
Yangzhou	n c	ɑ ʔ	ɑ ʔ
Yangzhou	n c	æ ʔ	æ ʔ
Yangzhou	n c	ə ʔ	ə ʔ
Yangzhou	n c	o ʔ	o ʔ
Yangzhou	n c	o ʔ	o ʔ
Yangzhou	n	i	i
Yangzhou	m n	i ɑ	i ɑ
Yangzhou	m n	i ɛ	i ɛ
Yangzhou	m n	i ɔ	i ɔ
Yangzhou	m n	i ɪ	i ɪ
Yangzhou	m n N	i ɤ ɯ	i ɤ ɯ
Yangzhou	m n c	i ɛ̃ 	i ɛ̃ ∼ 
Yangzhou	m n c	i ĩ 	i ĩ ∼
Yangzhou	m n c	i ɑ ŋ	i ɑ ŋ
Yangzhou	n c	i ŋ 	i ŋ 
Yangzhou	m n c	i o ŋ	i o ŋ
Yangzhou	m n c	i ɑ ʔ	i ɑ ʔ
Yangzhou	m n c	i æ ʔ	i æ ʔ
Yangzhou	m n c	i ə ʔ	i ə ʔ
Yangzhou	m n c	i o ʔ	i o ʔ
Yangzhou	n	u	u 
Yangzhou	m n	u ɑ 	u ɑ 
Yangzhou	m n	u ɛ 	u ɛ 
Yangzhou	m n N	u ə i	u ə i
Yangzhou	m n c	u ə̃ 	u ə̃ ∼
Yangzhou	m n c	u ɑ ŋ	u ɑ ŋ
Yangzhou	m n c	u ə ŋ	u ə ŋ
Yangzhou	m n c	u ɑ ʔ	u ɑ ʔ
Yangzhou	m n c	u æ ʔ	u æ ʔ
Yangzhou	m n c	u ə ʔ	u ə ʔ
Yangzhou	n	ʏ	ʏ 
Yangzhou	m n c	y ĩ 	y ĩ ∼
Yangzhou	m n c	y ə ŋ	y ə ŋ
Yangzhou	m n c	y ə ʔ	y ə ʔ
Yangzhou	t/ip	³¹	³¹
Yangzhou	t/ap	³⁴	³⁴
Yangzhou	t/s	⁴²	⁴²
Yangzhou	t/q	⁵⁵	⁵⁵
Yangzhou	t/r	⁴	⁴
Suzhou	i	p	p
Suzhou	i	p’	pʰ
Suzhou	i	b	b
Suzhou	i	m	m
Suzhou	i	f	f
Suzhou	i	v	v
Suzhou	i	t	t
Suzhou	i	t’	tʰ
Suzhou	i	d	d
Suzhou	i	n	n
Suzhou	i	l	l
Suzhou	i	ts	ts
Suzhou	i	ts’	tsʰ
Suzhou	i	s	s
Suzhou	i	z	z
Suzhou	i	tɕ	tɕ
Suzhou	i	tɕ’	tɕʰ
Suzhou	i	dʑ	dʑ
Suzhou	i	ȵ	ɲ
Suzhou	i	ɕ	ɕ
Suzhou	i	k	k
Suzhou	i	k’	kʰ
Suzhou	i	g	g
Suzhou	i	ŋ	ŋ
Suzhou	i	h	h
Suzhou	i	ɦ	ɦ
Suzhou	i	Ø	NULL
Suzhou	n	ɿ	ɿ
Suzhou	n	ʮ	ʮ
Suzhou	n	ɒ	ɒ
Suzhou	n	ᴇ	ᴇ
Suzhou	n	æ	æ
Suzhou	n	o	o
Suzhou	n	ø	ø
Suzhou	n	ʏ	ʏ
Suzhou	n N	ə u	ə u
Suzhou	n c	ə n	ə n
Suzhou	n c	a ŋ	a ŋ
Suzhou	n c	ɒ ŋ	ɒ ŋ
Suzhou	n c	o ŋ	o ŋ
Suzhou	n c	ɒ ʔ	ɒ ʔ
Suzhou	n c	a ʔ	a ʔ
Suzhou	n c	ɤ ʔ	ɤ ʔ
Suzhou	n c	o ʔ	o ʔ
Suzhou	n	i 	i 
Suzhou	m n	i ɒ	i ɒ
Suzhou	m n	i æ	i æ
Suzhou	m n	i o	i o
Suzhou	m n	i ø	i ø
Suzhou	m n	i ɪ	i ɪ
Suzhou	m n	i ʏ	i ʏ
Suzhou	n c	i n	i n
Suzhou	m n c	i a ŋ	i a ŋ
Suzhou	m n c	i ɒ ŋ	i ɒ ŋ
Suzhou	m n c	i o ŋ	i o ŋ
Suzhou	m n c	i ɒ ʔ	i ɒ ʔ
Suzhou	m n c	i a ʔ	i a ʔ
Suzhou	m n c	i o ʔ	i o ʔ
Suzhou	m n c	i ɪ ʔ	i ɪ ʔ
Suzhou	m	u	u
Suzhou	m n	u ɒ 	u ɒ
Suzhou	m n	u ᴇ 	u ᴇ
Suzhou	m n	u ø 	u ø
Suzhou	m n c	u ə n	u ə n
Suzhou	m n c	u a ŋ	u a ŋ
Suzhou	m n c	u ɒ ŋ	u ɒ ŋ
Suzhou	m n c	u a ʔ	u a ʔ
Suzhou	m n c	u ɤ ʔ	u ɤ ʔ
Suzhou	n	y	y
Suzhou	m n c	y ə n	y ə n
Suzhou	m n c	y a ʔ	y a ʔ
Suzhou	m n c	y ɤ ʔ	y ɤ ʔ
Suzhou	n c	l̩	l̩ l
Suzhou	n c	m̩	m̩ ∼
Suzhou	n c	n̩	n̩ ∼
Suzhou	n c	ŋ̍	ŋ̍ ∼
Suzhou	t/ip	⁴⁴	⁴⁴
Suzhou	t/ap	²⁴	²⁴
Suzhou	t/s	⁴¹	⁴¹
Suzhou	t/iq	⁵¹³	⁵¹³
Suzhou	t/aq	³¹	³¹
Suzhou	t/ir	⁴	⁴
Suzhou	t/ar	²³	²³
Wenzhou	i	p	p
Wenzhou	i	p’	pʰ
Wenzhou	i	b	b
Wenzhou	i	m	m
Wenzhou	i	f	f
Wenzhou	i	v	v
Wenzhou	i	t	t
Wenzhou	i	t’	tʰ
Wenzhou	i	d	d
Wenzhou	i	n	n
Wenzhou	i	l	l
Wenzhou	i	ts	ts
Wenzhou	i	ts’	tsʰ
Wenzhou	i	dz	dz
Wenzhou	i	s	s
Wenzhou	i	z	z
Wenzhou	i	tɕ	tɕ
Wenzhou	i	tɕ’	tɕʰ
Wenzhou	i	dʑ	dʑ
Wenzhou	i	ȵ	ɲ
Wenzhou	i	ɕ	ɕ
Wenzhou	i	k	k
Wenzhou	i	k’	kʰ
Wenzhou	i	g	g
Wenzhou	i	ŋ	ŋ
Wenzhou	i	h	h
Wenzhou	i	ɦ	ɦ
Wenzhou	i	Ø	NULL
Wenzhou	n	ɿ	ɿ
Wenzhou	n	a	a
Wenzhou	n	o	o
Wenzhou	n	ɜ	ɜ
Wenzhou	n	ø	ø
Wenzhou	n	ᴇ	ᴇ
Wenzhou	n	ɛ	ɛ
Wenzhou	n N	a i	a i
Wenzhou	n N	e i	e i
Wenzhou	n N	a u	a u
Wenzhou	n N	ə u	ə u
Wenzhou	n N 	ø y	ø y
Wenzhou	n c	a ŋ	a ŋ
Wenzhou	n c	o ŋ	o ŋ
Wenzhou	n c	ə ŋ	ə ŋ
Wenzhou	n	i	i
Wenzhou	m n	i a	i a
Wenzhou	m n	i ɛ	i ɛ
Wenzhou	m n N	i a i	i a i
Wenzhou	m n N	i a u	i a u
Wenzhou	m n	i u	i u
Wenzhou	m n c	i a ŋ	i a ŋ
Wenzhou	n	u	u
Wenzhou	m n	u a	u a
Wenzhou	m n	u ɔ	u ɔ
Wenzhou	m n N	u a i	u a i
Wenzhou	n	y	y
Wenzhou	m n	y ɔ	y ɔ
Wenzhou	m n	y o	y o
Wenzhou	m n c	y o ŋ	y o ŋ
Wenzhou	n c	m̩	m̩ ∼
Wenzhou	n c	n̩	n̩ ∼
Wenzhou	n c	ŋ̍	ŋ̍ ∼
Wenzhou	t/ip	⁴⁴	⁴⁴
Wenzhou	t/ap	³¹	³¹
Wenzhou	t/is	⁴⁵	⁴⁵
Wenzhou	t/as	²⁴	²⁴
Wenzhou	t/iq	⁴²	⁴²
Wenzhou	t/aq	¹¹	¹¹
Wenzhou	t/ir	²³	²³
Wenzhou	t/ar	¹²	¹²
Changsha	i	p	p
Changsha	i	p’	pʰ
Changsha	i	m	m
Changsha	i	f	f
Changsha	i	t	t
Changsha	i	t’	tʰ
Changsha	i	l	l	n
Changsha	i	ts	ts
Changsha	i	ts’	tsʰ
Changsha	i	s	s
Changsha	i	z	z
Changsha	i	tɕ	tɕ
Changsha	i	tɕ’	tɕʰ
Changsha	i	ȵ	ɲ
Changsha	i	ɕ	ɕ
Changsha	i	k	k
Changsha	i	k’	kʰ
Changsha	i	ŋ	ŋ
Changsha	i	x	x
Changsha	i	Ø	NULL
Changsha	n	ɿ	ɿ
Changsha	n	a	a
Changsha	n	o	o
Changsha	n	ə	ə
Changsha	n N 	a i	a i
Changsha	n N 	e i	e i
Changsha	n N 	a u	a u
Changsha	n N 	ə u	ə u
Changsha	n c	ɔ̃	ɔ̃ ∼
Changsha	n c	a n	a n
Changsha	n c	ɤ n	ɤ n
Changsha	n c	ə n	ə n
Changsha	n	i	i
Changsha	m n	i a	i a
Changsha	m n	i o	i o
Changsha	m n	i e	i e
Changsha	m n N	i a u	i a u
Changsha	m n N	i ə u	i ə u
Changsha	n c	ĩ	ĩ ∼
Changsha	m n c	i a n	i a n
Changsha	n c	i n	i n
Changsha	n	u	u
Changsha	m n	u a	u a
Changsha	m n	u ə	u ə
Changsha	m n N	u a i	u a i
Changsha	m n N	u e i	u e i
Changsha	m n c	u a n	u a n
Changsha	m n c	u ə n	u ə n
Changsha	n 	y	y
Changsha	m n 	y a	y a
Changsha	m n 	y e	y e
Changsha	m n N 	y a i	y a i
Changsha	m n N	y e i	y e i
Changsha	m n c	y ẽ	y ẽ ∼
Changsha	m n c	y a n	y a n
Changsha	n c	y n	y n
Changsha	n c	n̩	n̩ ∼
Changsha	t/ip	³³	³³
Changsha	t/ap	¹³	¹³
Changsha	t/s	⁴¹	⁴¹
Changsha	t/iq	⁵⁵	⁵⁵
Changsha	t/aq	²¹	²¹
Changsha	t/r	²⁴	²⁴
Nanchang	i	p	p
Nanchang	i	p’	pʰ
Nanchang	i	m	m
Nanchang	i	f	f
Nanchang	i	t	t
Nanchang	i	t’	tʰ
Nanchang	i	l	l
Nanchang	i	ts	ts
Nanchang	i	ts’	tsʰ
Nanchang	i	s	s
Nanchang	i	tɕ	tɕ
Nanchang	i	tɕ’	tɕʰ
Nanchang	i	ȵ	ɲ
Nanchang	i	ɕ	ɕ
Nanchang	i	k	k
Nanchang	i	k’	kʰ
Nanchang	i	ŋ	ŋ
Nanchang	i	h	h
Nanchang	i	Ø	NULL
Nanchang	n	ɿ	ɿ
Nanchang	n	a	a
Nanchang	n	ɛ	ɛ
Nanchang	n	ɔ	ɔ
Nanchang	n	ə	ə
Nanchang	n N	a i	a i
Nanchang	n N	e i	e i
Nanchang	n N	a u	a u
Nanchang	n N	ɛ u	ɛ u
Nanchang	n N	ə u	ə u
Nanchang	n	i	i
Nanchang	m n	i a	i a
Nanchang	m n	i ɛ	i ɛ
Nanchang	m n N	i ɛ u	i ɛ u
Nanchang	m n	i u	i u
Nanchang	n	u	u
Nanchang	m n	u a	u a
Nanchang	m n	u ɔ	u ɔ
Nanchang	m n N	u a i	u a i
Nanchang	m n	u i	u i
Nanchang	n	y 	y 
Nanchang	m n	y o	y o
Nanchang	n c 	a n	a n
Nanchang	n c	ɛ n	ɛ n
Nanchang	n c	ɔ n	ɔ n
Nanchang	n c	ɛ n	ɛ n
Nanchang	n c	a ŋ	a ŋ
Nanchang	n c	o ŋ	o ŋ
Nanchang	n c	a t	a t
Nanchang	n c	ɛ t	ɛ t
Nanchang	n c	ɔ t 	ɔ t 
Nanchang	n c	ə t	ə t
Nanchang	n c	a k	a k
Nanchang	n c	ɔ k	ɔ k
Nanchang	m n c	i ɛ n	i ɛ n
Nanchang	n c	i n	i n
Nanchang	m n c	i a ŋ	i a ŋ
Nanchang	n c	i ŋ	i ŋ
Nanchang	m n c	i u ŋ	i u ŋ
Nanchang	m n c	i ɛ t	i ɛ t
Nanchang	n c	i t	i t
