ID	CHARACTER_ID	CHARACTER	DOCULECT	PINYIN	READING	FANQIE	RHYME_ID	RHYME_NUMBER	VOLUME	NOTE	SOURCE
1	w107b0601	東	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	春方也〾說文曰動也从日在木中亦東風菜廣州記云陸地生莖赤和肉作羹味如酪香似蘭吳都賦云莫則東風扶留又姓舜七友有東不訾又漢複姓十三氏左傳魯郷東門襄仲後因氏焉齊有大夫東郭偃又有東宫得臣晉有東關嬖五神仙傳有廣陵人東陵聖母適杜氏齊景公時有隱居東陵者乃以爲氏丗本宋大夫東郷爲<added_text>人</added_text>賈執英賢傳云今高密有東郷姓宋有貟外郎東陽無疑撰齊諧記七卷昔有東閭子甞富貴後乞於道云吾爲相六年未薦一士夏禹之後東樓公封于杞後以爲氏莊子東野稷漢有平原東方朔曹瞞傳有南陽太守東里昆何氏姓苑有東萊氏<fanqie>德紅切</fanqie>十七	Zhou1938
2	w107b1001	菄	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	東風菜義見上注俗加艹	Zhou1938
3	w107b1002	鶇	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	鶇鵍鳥名美形出廣雅亦作<original_text>？<rewrite_text>？</rewrite_text> </original_text>	Zhou1938
4	w107b1003	䍶	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	獸名山海經曰秦戲山有獸狀如羊一角一目目在耳後其名曰䍶又音陳音棟	Zhou1938
5	w108a0101	𠍀	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	儱？儜劣皃出字諟	Zhou1938
6	w108a0102	倲	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	上同	Zhou1938
7	w108a0103	𩜍	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	地理志云東郡館名	Zhou1938
8	w108a0201	𢘐	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	古文見道經	Zhou1938
9	w108a0202	涷	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	瀧涷沾漬〾說文曰水出發鳩山入於河又都貢切	Zhou1938
10	w108a0203	蝀	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	螮蝀虹也又音董	Zhou1938
11	w108a0204	凍	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	凍凌又都貢切	Zhou1938
12	w108a0301	鯟	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	魚名似鯉	Zhou1938
13	w108a0302	𢔅	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	行皃	Zhou1938
14	w108a0303	崠	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	崠如山名	Zhou1938
15	w108a0304	埬	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	上埬地名	Zhou1938
16	w108a0305	𧓕	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	蛞？科斗蟲也案爾雅曰科斗活東郭璞云蝦蟆子也字俗從䖵	Zhou1938
17	w108a0401	䰤	Middle_Chinese	dōng	tuŋ˥˩	德紅切	sp01	一	v1	醜皃	Zhou1938
18	w108a0402	同	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	齊也共也輩也合也律歷有六同亦州春秋時晉夷吾獻其西河地於秦七國時屬魏秦并天下爲內史之地漢武更名馮翊又有九龍泉泉有九源同爲一流因以名之又羌複姓有同蹄氏望在勃海<fanqie>徒紅切</fanqie>四十五	Zhou1938
19	w108a0501	仝	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	古文出道書	Zhou1938
20	w108a0502	童	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	童獨也言童子未有室家也又姓出東莞漢有琅邪內史童仲玉	Zhou1938
21	w108a0601	僮	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	僮僕又頑也癡也又姓漢有交阯刺史僮尹出風俗通	Zhou1938
22	w108a0602	銅	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	金之一品	Zhou1938
23	w108a0701	桐	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	木名月令曰淸明之日桐始華又桐廬縣在睦州亦姓有桐君藥録兩卷	Zhou1938
24	w108a0702	峒	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	崆峒山名	Zhou1938
25	w108a0703	硐	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	磨也	Zhou1938
26	w108a0704	𦨴	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	𦨴舩	Zhou1938
27	w108a0705	𧱁	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	獸似豕出泰山	Zhou1938
28	w108a0801	筒	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	竹筒又竹名射筒吳都賦曰其竹則桂箭射筒	Zhou1938
29	w108a0802	瞳	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	目瞳	Zhou1938
30	w108a0803	㼧	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	㼧瓦	Zhou1938
31	w108a0804	𤭁	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	上同	Zhou1938
32	w108a0805	罿	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	車上網又音衝	Zhou1938
33	w108a0806	犝	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	犝牛無角	Zhou1938
34	w108a0901	筩	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	竹筩	Zhou1938
35	w108a0902	潼	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	水名出廣漢郡亦關名又通衝二音	Zhou1938
36	w108a0903	曈	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	曈曨日欲明也又他孔切	Zhou1938
37	w108a0904	洞	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	洪洞縣名在晉州北又徒弄切	Zhou1938
38	w108a1001	侗	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	楊子法言云倥侗顓蒙	Zhou1938
39	w108a1002	橦	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	木名花可爲布出字書又鍾幢二音	Zhou1938
40	w108a1003	烔	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	熱氣烔烔出字林	Zhou1938
41	w108a1004	䴀	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	鸏䴀水鳥黃喙喙長尺餘南人以爲酒器出劉欽期交州記	Zhou1938
42	w108b0101	挏	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	引也漢官名有挏馬又音動	Zhou1938
43	w108b0102	酮	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	馬酪又音動	Zhou1938
44	w108b0103	鮦	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	爾雅云鰹大鮦又直冢直栁二切	Zhou1938
45	w108b0201	㼿	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	井甓一云甃也	Zhou1938
46	w108b0202	𦏆	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	無角羊	Zhou1938
47	w108b0203	𦍻	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	上同	Zhou1938
48	w108b0204	眮	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	目眶又徒揔切	Zhou1938
49	w108b0205	蕫	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	草名又多動切	Zhou1938
50	w108b0206	穜	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	穜稑先種後熟謂之穜後種先熟謂之稑又音重	Zhou1938
51	w108b0301	衕	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	通街也	Zhou1938
52	w108b0302	𩍅	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	靫具飾也	Zhou1938
53	w108b0303	𢈉	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	地下應聲	Zhou1938
54	w108b0304	䆚	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	通䆚也	Zhou1938
55	w108b0305	哃	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	哃？大言	Zhou1938
56	w108b0306	𢏕	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	弓飾	Zhou1938
57	w108b0401	絧	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	布名	Zhou1938
58	w108b0402	𨚯	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	郷名	Zhou1938
59	w108b0403	𨝯	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	地名又姓	Zhou1938
60	w108b0405	𩦶	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	黑虎	Zhou1938
61	w108b0406	𪒿	Middle_Chinese	tóng	dʰuŋ˩	徒紅切	sp01	一	v1	黑皃	Zhou1938
62	w108b0407	中	Middle_Chinese	zhōng	ţĭuŋ˥˩	陟弓切	sp01	一	v1	平也成也宜也堪也任也和也半也又姓漢少府郷中京出風俗通又漢複姓有七氏漢有諫議大夫中行彪晉中行偃之後虞有五英之樂掌中英者因以爲氏古有隱者中梁子漢書藝文志有室中周著書十篇賈執英賢傳云路中大夫之後以路中爲氏張晏云姓路爲中大夫何氏姓苑有中壘氏中野氏<fanqie>陟弓切</fanqie>又陟仲切四	Zhou1938
63	w108b0701	衷	Middle_Chinese	zhōng	ţĭuŋ˥˩	陟弓切	sp01	一	v1	善也正也適也中也又衷衣褻衣也	Zhou1938
64	w108b0702	忠	Middle_Chinese	zhōng	ţĭuŋ˥˩	陟弓切	sp01	一	v1	無私也敬也直也厚也亦州名本漢臨江縣屬巴郡後魏置臨州貞觀爲忠州	Zhou1938
65	w108b0703	𦬕	Middle_Chinese	zhōng	ţĭuŋ˥˩	陟弓切	sp01	一	v1	草名又音沖	Zhou1938
66	w108b0801	蟲	Middle_Chinese	chóng	ɖʰĭuŋ˩	直弓切	sp01	一	v1	爾雅曰有足曰蟲無足曰豸又姓漢功臣表有曲成侯蟲<original_text>進<rewrite_text>達</rewrite_text> </original_text><fanqie>直弓切</fanqie>七	Zhou1938
67	w108b0802	沖	Middle_Chinese	chóng	ɖʰĭuŋ˩	直弓切	sp01	一	v1	和也深也	Zhou1938
68	w108b0803	种	Middle_Chinese	chóng	ɖʰĭuŋ˩	直弓切	sp01	一	v1	稚也或作沖亦姓後漢司徒河南种暠	Zhou1938
69	w108b0901	盅	Middle_Chinese	chóng	ɖʰĭuŋ˩	直弓切	sp01	一	v1	器虛也又敕中切	Zhou1938
70	w108b0902	爞	Middle_Chinese	chóng	ɖʰĭuŋ˩	直弓切	sp01	一	v1	爾雅云爞爞炎炎熏也	Zhou1938
71	w108b0903	𦬕	Middle_Chinese	chóng	ɖʰĭuŋ˩	直弓切	sp01	一	v1	草名又音中	Zhou1938
72	w108b0904	翀	Middle_Chinese	chóng	ɖʰĭuŋ˩	直弓切	sp01	一	v1	直上飛也	Zhou1938
73	w108b0905	終	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	極也窮也竟也又姓漢有濟南終軍又漢複姓二氏東觀漢記有終利恭何氏姓苑云今下邳人也左傳殷人七族有終葵氏<fanqie>職戎切</fanqie>十五	Zhou1938
74	w109a0101	衆	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	又之仲切	Zhou1938
75	w109a0102	潨	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	小水入大水又徂紅在冬二切	Zhou1938
76	w109a0103	𣧩	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	殁也	Zhou1938
77	w109a0104	螽	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	螽斯蟲也	Zhou1938
78	w109a0105	𧑄	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	上同	Zhou1938
79	w109a0106	鼨	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	豹文䑕也	Zhou1938
80	w109a0107	蔠	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	蔠葵蘩露也	Zhou1938
81	w109a0201	柊	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	木名又齊人謂椎爲柊楑也	Zhou1938
82	w109a0202	𩅧	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	小雨	Zhou1938
83	w109a0203	䶱	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	字書云龜名也	Zhou1938
84	w109a0204	鴤	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	鳥名	Zhou1938
85	w109a0205	䈺	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	篋䈺戎人呼之	Zhou1938
86	w109a0206	泈	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	水名在襄陽	Zhou1938
87	w109a0301	䝦	Middle_Chinese	zhōng	tɕĭuŋ˥˩	職戎切	sp01	一	v1	獸如豹	Zhou1938
88	w109a0302	忡	Middle_Chinese	chōng	ţʰĭuŋ˥˩	敕中切	sp01	一	v1	憂也<fanqie>敕中切</fanqie>三	Zhou1938
89	w109a0303	浺	Middle_Chinese	chōng	ţʰĭuŋ˥˩	敕中切	sp01	一	v1	浺瀜水平逺之皃又音蟲	Zhou1938
90	w109a0304	盅	Middle_Chinese	chōng	ţʰĭuŋ˥˩	敕中切	sp01	一	v1	器虚也又音蟲	Zhou1938
91	w109a0305	崇	Middle_Chinese	chóng	dʒʰĭuŋ˩	鋤弓切	sp01	一	v1	高也敬也就也聚也又姓<fanqie>鋤弓切</fanqie>四	Zhou1938
92	w109a0401	崈	Middle_Chinese	chóng	dʒʰĭuŋ˩	鋤弓切	sp01	一	v1	上同	Zhou1938
93	w109a0402	㓽	Middle_Chinese	chóng	dʒʰĭuŋ˩	鋤弓切	sp01	一	v1	鍤屬	Zhou1938
94	w109a0403	𩞉	Middle_Chinese	chóng	dʒʰĭuŋ˩	鋤弓切	sp01	一	v1	饞？貪食也出古今字音	Zhou1938
95	w109a0404	嵩	Middle_Chinese	sōng	sĭuŋ˥˩	息弓切	sp01	一	v1	山髙也又山名又姓史記有嵩極玄子或作崧<fanqie>息弓切</fanqie>九	Zhou1938
96	w109a0405	崧	Middle_Chinese	sōng	sĭuŋ˥˩	息弓切	sp01	一	v1	上同	Zhou1938
97	w109a0501	𪀚	Middle_Chinese	sōng	sĭuŋ˥˩	息弓切	sp01	一	v1	似鷹而小能捕雀也	Zhou1938
98	w109a0502	娀	Middle_Chinese	sōng	sĭuŋ˥˩	息弓切	sp01	一	v1	有娀氏女𥳑狄帝嚳次妃吞乙卵生契	Zhou1938
99	w109a0503	菘	Middle_Chinese	sōng	sĭuŋ˥˩	息弓切	sp01	一	v1	菜名	Zhou1938
100	w109a0504	硹	Middle_Chinese	sōng	sĭuŋ˥˩	息弓切	sp01	一	v1	地名在遼	Zhou1938
101	w109a0505	㣝	Middle_Chinese	sōng	sĭuŋ˥˩	息弓切	sp01	一	v1	姓也	Zhou1938
102	w109a0506	𧊕	Middle_Chinese	sōng	sĭuŋ˥˩	息弓切	sp01	一	v1	蟲名	Zhou1938
103	w109a0601	䯷	Middle_Chinese	sōng	sĭuŋ˥˩	息弓切	sp01	一	v1	細毛	Zhou1938
104	w109a0602	戎	Middle_Chinese	róng	nʑĭuŋ˩	如融切	sp01	一	v1	戎狄亦助也〾說文作𢦦兵也又姓漢宣帝戎婕妤生中山哀王竟<fanqie>如融切</fanqie>九	Zhou1938
105	w109a0603	𢦦	Middle_Chinese	róng	nʑĭuŋ˩	如融切	sp01	一	v1	上同	Zhou1938
106	w109a0604	茙	Middle_Chinese	róng	nʑĭuŋ˩	如融切	sp01	一	v1	茙葵蜀葵也又虜姓後魏書官氏志云南方有茙眷氏改爲茙氏也	Zhou1938
107	w109a0701	㭜	Middle_Chinese	róng	nʑĭuŋ˩	如融切	sp01	一	v1	木名	Zhou1938
108	w109a0702	駥	Middle_Chinese	róng	nʑĭuŋ˩	如融切	sp01	一	v1	馬八尺也	Zhou1938
109	w109a0703	𥬪	Middle_Chinese	róng	nʑĭuŋ˩	如融切	sp01	一	v1	小竹可爲矢	Zhou1938
110	w109a0704	𠈋	Middle_Chinese	róng	nʑĭuŋ˩	如融切	sp01	一	v1	？人身有三角也	Zhou1938
111	w109a0705	狨	Middle_Chinese	róng	nʑĭuŋ˩	如融切	sp01	一	v1	細布	Zhou1938
112	w109a0801	絨	Middle_Chinese	róng	nʑĭuŋ˩	如融切	sp01	一	v1	上同	Zhou1938
113	w109a0802	弓	Middle_Chinese	gōng	kĭuŋ˥˩	居戎切	sp01	一	v1	弓矢釋名曰弓穹也張之穹穹然也其末曰簫又謂之弭以骨爲之滑弭弭也中央田弣弣撫也人所撫持也簫弣之聞曰淵淵宛也言曲宛然也丗本曰黃帝臣揮作弓墨子曰羿作弓孫子曰<original_text>傜<rewrite_text>倕</rewrite_text> </original_text>作弓又姓魯大夫叔弓之後<fanqie>居戎切</fanqie>六	Zhou1938
114	w109a0901	躳	Middle_Chinese	gōng	kĭuŋ˥˩	居戎切	sp01	一	v1	身也親也又姓出姓苑	Zhou1938
115	w109a1001	躬	Middle_Chinese	gōng	kĭuŋ˥˩	居戎切	sp01	一	v1	上同	Zhou1938
116	w109a1002	㴦	Middle_Chinese	gōng	kĭuŋ˥˩	居戎切	sp01	一	v1	縣名在酒泉	Zhou1938
117	w109a1003	宫	Middle_Chinese	gōng	kĭuŋ˥˩	居戎切	sp01	一	v1	白虎通曰黃帝作宫室以避寒暑宫之言中也丗本曰禹作宫亦官名漢書曰少府官有守宫令主御筆墨紙封書泥也又姓左傳虞有宫之奇	Zhou1938
118	w109b0101	匑	Middle_Chinese	gōng	kĭuŋ˥˩	居戎切	sp01	一	v1	謹敬之皃又音穹	Zhou1938
119	w109b0102	融	Middle_Chinese	róng	jĭuŋ˩	以戎切	sp01	一	v1	和也朗也〾說文曰炊气上出也又姓丗本云古天子祝融之後<fanqie>以戎切</fanqie>四	Zhou1938
120	w109b0201	融	Middle_Chinese	róng	jĭuŋ˩	以戎切	sp01	一	v1	上同	Zhou1938
121	w109b0202	肜	Middle_Chinese	róng	jĭuŋ˩	以戎切	sp01	一	v1	祭名又敕林切	Zhou1938
122	w109b0203	瀜	Middle_Chinese	róng	jĭuŋ˩	以戎切	sp01	一	v1	沖瀜大水皃	Zhou1938
123	w109b0204	雄	Middle_Chinese	xióng	ĭuŋ˩	羽弓切	sp01	一	v1	雄雌也亦姓舜友有雄陶<fanqie>羽弓切</fanqie>二	Zhou1938
124	w109b0301	熊	Middle_Chinese	xióng	ĭuŋ˩	羽弓切	sp01	一	v1	獸名似豕魏略曰大秦之國出玄熊亦姓左傳賢者熊冝僚又漢複姓左傳楚大夫熊率且比	Zhou1938
125	w109b0302	瞢	Middle_Chinese	méng	mĭuŋ˩	莫中切	sp01	一	v1	目不明<fanqie>莫中切</fanqie>六	Zhou1938
126	w109b0303	夢	Middle_Chinese	méng	mĭuŋ˩	莫中切	sp01	一	v1	〾說文曰不明也又武仲切	Zhou1938
127	w109b0401	𨞯	Middle_Chinese	méng	mĭuŋ˩	莫中切	sp01	一	v1	邑名在<original_text>魯<rewrite_text>曹</rewrite_text> </original_text>郡	Zhou1938
128	w109b0402	懜	Middle_Chinese	méng	mĭuŋ˩	莫中切	sp01	一	v1	慙也國語云君使臣懜	Zhou1938
129	w109b0403	𦫰	Middle_Chinese	méng	mĭuŋ˩	莫中切	sp01	一	v1	？？醜皃	Zhou1938
130	w109b0404	𧲎	Middle_Chinese	méng	mĭuŋ˩	莫中切	sp01	一	v1	獸似豕目在耳出崐崘	Zhou1938
131	w109b0501	穹	Middle_Chinese	qióng	kʰĭuŋ˥˩	去宫切	sp01	一	v1	髙也<fanqie>去宫切</fanqie>七	Zhou1938
132	w109b0502	𢞏	Middle_Chinese	qióng	kʰĭuŋ˥˩	去宫切	sp01	一	v1	憂也	Zhou1938
133	w109b0503	焪	Middle_Chinese	qióng	kʰĭuŋ˥˩	去宫切	sp01	一	v1	乾也	Zhou1938
134	w109b0504	芎	Middle_Chinese	qióng	kʰĭuŋ˥˩	去宫切	sp01	一	v1	芎藭香草根曰芎藭苗曰蘪蕪似蛇牀	Zhou1938
135	w109b0505	𦵡	Middle_Chinese	qióng	kʰĭuŋ˥˩	去宫切	sp01	一	v1	上同	Zhou1938
136	w109b0506	匑	Middle_Chinese	qióng	kʰĭuŋ˥˩	去宫切	sp01	一	v1	謹敬之皃	Zhou1938
137	w109b0601	𥳎	Middle_Chinese	qióng	kʰĭuŋ˥˩	去宫切	sp01	一	v1	𥳎籠也又去龍切	Zhou1938
138	w109b0602	窮	Middle_Chinese	qióng	gʰĭuŋ˩	渠弓切	sp01	一	v1	窮極也又窮奇獸名聞人鬬乃助不直者<fanqie>渠弓切</fanqie>三	Zhou1938
139	w109b0603	藭	Middle_Chinese	qióng	gʰĭuŋ˩	渠弓切	sp01	一	v1	芎藭	Zhou1938
140	w109b0604	𥨪	Middle_Chinese	qióng	gʰĭuŋ˩	渠弓切	sp01	一	v1	羿所封國	Zhou1938
141	w109b0605	馮	Middle_Chinese	féng	bʰĭuŋ˩	房戎切	sp01	一	v1	馮翊郡名又姓畢公髙之伸食采於馮城因而命氏出杜陵乃長樂<fanqie>房戎切</fanqie>七	Zhou1938
142	w109b0701	堸	Middle_Chinese	féng	bʰĭuŋ˩	房戎切	sp01	一	v1	蟲室	Zhou1938
143	w109b0702	汎	Middle_Chinese	féng	bʰĭuŋ˩	房戎切	sp01	一	v1	浮也又孚劔切	Zhou1938
144	w109b0703	芃	Middle_Chinese	féng	bʰĭuŋ˩	房戎切	sp01	一	v1	草盛也又音蓬	Zhou1938
145	w109b0704	𨝭	Middle_Chinese	féng	bʰĭuŋ˩	房戎切	sp01	一	v1	姬姓之國	Zhou1938
146	w109b0801	渢	Middle_Chinese	féng	bʰĭuŋ˩	房戎切	sp01	一	v1	𢎞大聲也	Zhou1938
147	w109b0802	梵	Middle_Chinese	féng	bʰĭuŋ˩	房戎切	sp01	一	v1	木得風皃又防泛切	Zhou1938
148	w109b0803	風	Middle_Chinese	fēng	pĭuŋ˥˩	方戎切	sp01	一	v1	敎也佚也告也聲也河圖曰風者天地之使元命包曰隂陽怒而爲風<fanqie>方戎切</fanqie>七	Zhou1938
149	w109b0901	飌	Middle_Chinese	fēng	pĭuŋ˥˩	方戎切	sp01	一	v1	古文	Zhou1938
150	w109b0902	楓	Middle_Chinese	fēng	pĭuŋ˥˩	方戎切	sp01	一	v1	木名子可爲式爾雅云楓有脂而香孫炎云欇欇生江上有奇生枝髙三四尺生毛一名楓子天旱以泥泥之即雨山海經曰黃帝殺蚩尤棄其桎梏變爲楓木脂入地千年化爲虎魄	Zhou1938
151	w109b1001	猦	Middle_Chinese	fēng	pĭuŋ˥˩	方戎切	sp01	一	v1	猦<original_text>母<rewrite_text>？</rewrite_text> </original_text>狀如猿逢人則叩頭小打便死得風還活出異物志	Zhou1938
152	w110a0101	偑	Middle_Chinese	fēng	pĭuŋ˥˩	方戎切	sp01	一	v1	地名	Zhou1938
153	w110a0102	檒	Middle_Chinese	fēng	pĭuŋ˥˩	方戎切	sp01	一	v1	檒梵聲也	Zhou1938
154	w110a0103	𧆉	Middle_Chinese	fēng	pĭuŋ˥˩	方戎切	sp01	一	v1	竹名出南海	Zhou1938
155	w110a0104	豐	Middle_Chinese	fēng	pʰĭuŋ˥˩	敷<original_text>牢<rewrite_text>隆</rewrite_text> </original_text>切	sp01	一	v1	大也多也茂也盛也又酒器豆屬又姓鄭公子豐之後<fanqie>敷<original_text>牢<rewrite_text>隆</rewrite_text> </original_text>切</fanqie>八	Zhou1938
156	w110a0201	酆	Middle_Chinese	fēng	pʰĭuŋ˥˩	敷<original_text>牢<rewrite_text>隆</rewrite_text> </original_text>切	sp01	一	v1	邑名亦姓左傳有狄相酆舒	Zhou1938
157	w110a0202	蘴	Middle_Chinese	fēng	pʰĭuŋ˥˩	敷<original_text>牢<rewrite_text>隆</rewrite_text> </original_text>切	sp01	一	v1	蕪菁苗也	Zhou1938
158	w110a0203	灃	Middle_Chinese	fēng	pʰĭuŋ˥˩	敷<original_text>牢<rewrite_text>隆</rewrite_text> </original_text>切	sp01	一	v1	水名在咸陽	Zhou1938
159	w110a0204	寷	Middle_Chinese	fēng	pʰĭuŋ˥˩	敷<original_text>牢<rewrite_text>隆</rewrite_text> </original_text>切	sp01	一	v1	大屋	Zhou1938
160	w110a0205	麷	Middle_Chinese	fēng	pʰĭuŋ˥˩	敷<original_text>牢<rewrite_text>隆</rewrite_text> </original_text>切	sp01	一	v1	煑麥	Zhou1938
161	w110a0206	㒥	Middle_Chinese	fēng	pʰĭuŋ˥˩	敷<original_text>牢<rewrite_text>隆</rewrite_text> </original_text>切	sp01	一	v1	偓㒥仙人	Zhou1938
162	w110a0301	㠦	Middle_Chinese	fēng	pʰĭuŋ˥˩	敷<original_text>牢<rewrite_text>隆</rewrite_text> </original_text>切	sp01	一	v1	山名	Zhou1938
163	w110a0302	充	Middle_Chinese	chōng	tɕʰĭuŋ˥˩	昌終切	sp01	一	v1	美也塞也行也滿也<fanqie>昌終切</fanqie>七	Zhou1938
164	w110a0303	珫	Middle_Chinese	chōng	tɕʰĭuŋ˥˩	昌終切	sp01	一	v1	珫耳玉名詩傳云充耳謂之瑱字俗從玉	Zhou1938
165	w110a0304	茺	Middle_Chinese	chōng	tɕʰĭuŋ˥˩	昌終切	sp01	一	v1	茺蔚草也	Zhou1938
166	w110a0305	㤝	Middle_Chinese	chōng	tɕʰĭuŋ˥˩	昌終切	sp01	一	v1	心動	Zhou1938
167	w110a0401	䘪	Middle_Chinese	chōng	tɕʰĭuŋ˥˩	昌終切	sp01	一	v1	䘪襌衣也	Zhou1938
168	w110a0402	𪎽	Middle_Chinese	chōng	tɕʰĭuŋ˥˩	昌終切	sp01	一	v1	黃色又音統	Zhou1938
169	w110a0403	㳘	Middle_Chinese	chōng	tɕʰĭuŋ˥˩	昌終切	sp01	一	v1	水聲	Zhou1938
170	w110a0404	隆	Middle_Chinese	lóng	lĭuŋ˩	力中切	sp01	一	v1	盛也豐也大也<fanqie>力中切</fanqie>六	Zhou1938
171	w110a0405	癃	Middle_Chinese	lóng	lĭuŋ˩	力中切	sp01	一	v1	病也亦作𤸇	Zhou1938
172	w110a0406	𪔳	Middle_Chinese	lóng	lĭuŋ˩	力中切	sp01	一	v1	鼓聲俗作𪔴	Zhou1938
173	w110a0501	窿	Middle_Chinese	lóng	lĭuŋ˩	力中切	sp01	一	v1	穹隆天勢俗加穴	Zhou1938
174	w110a0502	霳	Middle_Chinese	lóng	lĭuŋ˩	力中切	sp01	一	v1	豐隆雷師俗加雨	Zhou1938
175	w110a0503	㚅	Middle_Chinese	lóng	lĭuŋ˩	力中切	sp01	一	v1	多㚅礼天	Zhou1938
