ID	DOCULECT	CONCEPT	CONCEPTICON_ID	VALUE	SEGMENTS	STRUCTURE	COGIDS
3606	Yunlong	cow	1007	ŋɯ²¹	ŋ ɯ ²¹	i n t	657
3607	Xiangyun	cow	1007	ŋɯ²¹	ŋ ɯ ²¹	i n t	657
3608	Luobenzhuo	cow	1007	ŋɯ̃²¹	ŋ ɯ̃ ∼ ²¹	i n c t	657
3609	Zhoucheng	cow	1007	ŋɯ²¹	ŋ ɯ ²¹	i n t	657
4141	Jianchuan	crow	913	xɯ⁴⁴vɤ⁵⁵	x ɯ ⁴⁴ + v ɤ ⁵⁵	i n t + i n t	677 678
4142	Eryuan	crow	913	xu⁴⁴u⁵⁵	x u ⁴⁴ + u ⁵⁵	i n t + n t	677 678
4143	Heqing	crow	913	xɯ⁴⁴ɔ³⁵	x ɯ ⁴⁴ + ɔ ³⁵	i n t + n t	677 678
4144	Lanping	crow	913	xu³³u⁵⁵	x u ³³ + u ⁵⁵	i n t + n t	677 678
4145	Qiliqiao	crow	913	xɯ⁴⁴ŋɤ³⁵	x ɯ ⁴⁴ + ŋ ɤ ³⁵	i n t + i n t	677 679
4146	Yunlong	crow	913	wa⁴²	w a ⁴²	i n t	678
4147	Xiangyun	crow	913	xɯ⁴⁴ɛ³⁵	x ɯ ⁴⁴ + ɛ ³⁵	i n t + n t	677 678
4148	Luobenzhuo	crow	913	tɕa⁵⁵vɤ⁵⁵	tɕ a ⁵⁵ + v ɤ ⁵⁵	i n t + i n t	681 678
4149	Zhoucheng	crow	913	xɯ⁴⁴vɤ³⁵	x ɯ ⁴⁴ + v ɤ ³⁵	i n t + i n t	677 678
2836	Jianchuan	crow (noise of cock)	2074	mɛ²¹	m ɛ ²¹	i n t	68
2837	Eryuan	crow (noise of cock)	2074	mɛ²¹	m ɛ ²¹	i n t	68
2838	Heqing	crow (noise of cock)	2074	mɛ²¹	m ɛ ²¹	i n t	68
2839	Lanping	crow (noise of cock)	2074	mæ²¹	m æ ²¹	i n t	68
2840	Qiliqiao	crow (noise of cock)	2074	mɛ²¹	m ɛ ²¹	i n t	68
2841	Yunlong	crow (noise of cock)	2074	mɛ²¹	m ɛ ²¹	i n t	68
2842	Xiangyun	crow (noise of cock)	2074	kɯ³⁵	k ɯ ³⁵	i n t	69
2843	Luobenzhuo	crow (noise of cock)	2074	mã³¹	m ã ∼ ³¹	i n c t	68
2844	Zhoucheng	crow (noise of cock)	2074	mɛ²¹	m ɛ ²¹	i n t	68
2494	Jianchuan	cry	1839	kʰou⁴⁴	kʰ o u ⁴⁴	i n c t	94
2495	Eryuan	cry	1839	kʰɔ⁴⁴	kʰ ɔ ⁴⁴	i n t	94
2496	Heqing	cry	1839	xʰɛ⁵⁵kuɔ⁵⁵	xʰ ɛ ⁵⁵ + k u ɔ ⁵⁵	i n t + i m n t	95 96
2497	Lanping	cry	1839	kʰu³³	kʰ u ³³	i n t	94
2498	Qiliqiao	cry	1839	kʰo⁴⁴	kʰ o ⁴⁴	i n t	94
2499	Yunlong	cry	1839	kʰu⁴⁴	kʰ u ⁴⁴	i n t	94
2500	Xiangyun	cry	1839	kʰɔu⁴⁴	kʰ ɔ u ⁴⁴	i n c t	94
2501	Luobenzhuo	cry	1839	qʰo⁵⁵	qʰ o ⁵⁵	i n t	94
2502	Zhoucheng	cry	1839	kʰo⁴⁴	kʰ o ⁴⁴	i n t	94
55	Jianchuan	cucumber	496	pʰo⁴⁴	pʰ o ⁴⁴	i n t	781
56	Eryuan	cucumber	496	pʰɔ⁴⁴	pʰ ɔ ⁴⁴	i n t	781
57	Heqing	cucumber	496	pʰɔu⁴⁴	pʰ ɔ u ⁴⁴	i n c t	781
58	Lanping	cucumber	496	pʰao³³	pʰ a o ³³	i n c t	781
59	Qiliqiao	cucumber	496	pʰɔ⁴⁴	pʰ ɔ ⁴⁴	i n t	781
60	Yunlong	cucumber	496	pʰu⁴⁴	pʰ u ⁴⁴	i n t	781
61	Xiangyun	cucumber	496	pʰɔ⁴⁴	pʰ ɔ ⁴⁴	i n t	781
62	Luobenzhuo	cucumber	496	pʰao⁵⁵	pʰ a o ⁵⁵	i n c t	781
63	Zhoucheng	cucumber	496	pʰo⁴⁴	pʰ o ⁴⁴	i n t	781
2143	Jianchuan	cut (with knife)	2156	tsʰũã³³	tsʰ u ã ∼ ³³	i m n c t	98
2144	Eryuan	cut (with knife)	2156	tsʰua³³	tsʰ u a ³³	i m n t	98
2145	Heqing	cut (with knife)	2156	tsʰũã³³	tsʰ u ã ∼ ³³	i m n c t	98
2146	Lanping	cut (with knife)	2156	tɕʰũã⁴⁴	tɕʰ u ã ∼ ⁴⁴	i m n c t	98
2147	Qiliqiao	cut (with knife)	2156	ʧʰua³³	ʧʰ u a ³³	i m n t	98
2148	Yunlong	cut (with knife)	2156	tsʰua³³	tsʰ u a ³³	i m n t	98
2149	Xiangyun	cut (with knife)	2156	tsʰũã³³	tsʰ u ã ∼ ³³	i m n c t	98
2150	Luobenzhuo	cut (with knife)	2156	ɕo⁴⁴	ɕ o ⁴⁴	i n t	99
2151	Zhoucheng	cut (with knife)	2156	tsʰua³³	tsʰ u a ³³	i m n t	98
2161	Jianchuan	cut (with scissors)	2155	kɛ⁴²	k ɛ ⁴²	i n t	1177
2162	Eryuan	cut (with scissors)	2155	kʲɛ⁴²	kʲ ɛ ⁴²	i n t	1177
2163	Heqing	cut (with scissors)	2155	kɛ̃⁴²	k ɛ̃ ∼ ⁴²	i n c t	1177
2164	Lanping	cut (with scissors)	2155	kɛ⁴²	k ɛ ⁴²	i n t	1177
2165	Qiliqiao	cut (with scissors)	2155	kiɛ⁴²	k i ɛ ⁴²	i m n t	1177
2166	Yunlong	cut (with scissors)	2155	kɛ⁴²	k ɛ ⁴²	i n t	1177
2167	Xiangyun	cut (with scissors)	2155	kʲɛ⁴²	kʲ ɛ ⁴²	i n t	1177
2168	Luobenzhuo	cut (with scissors)	2155	qa⁴⁴	q a ⁴⁴	i n t	1177
2169	Zhoucheng	cut (with scissors)	2155	kʲɛ³²	kʲ ɛ ³²	i n t	1177
1945	Jianchuan	cut,reap	1432	sɛ⁴⁴	s ɛ ⁴⁴	i n t	97
1946	Eryuan	cut,reap	1432	ʂɛ⁴⁴	ʂ ɛ ⁴⁴	i n t	97
1947	Heqing	cut,reap	1432	sʰɛ⁴⁴	sʰ ɛ ⁴⁴	i n t	97
1948	Lanping	cut,reap	1432	sɛ⁴⁴	s ɛ ⁴⁴	i n t	97
1949	Qiliqiao	cut,reap	1432	sɛ⁴⁴	s ɛ ⁴⁴	i n t	97
1950	Yunlong	cut,reap	1432	sɛ⁴⁴	s ɛ ⁴⁴	i n t	97
1951	Xiangyun	cut,reap	1432	sɛ⁴⁴	s ɛ ⁴⁴	i n t	97
1952	Luobenzhuo	cut,reap	1432	ɕa⁵⁵	ɕ a ⁵⁵	i n t	97
1953	Zhoucheng	cut,reap	1432	sɛ⁴⁴	s ɛ ⁴⁴	i n t	97
1387	Jianchuan	dance	1879	ta⁴²ko³³	t a ⁴² + k o ³³	i n t + i n t	1084 1085
1388	Eryuan	dance	1879	tʰiɔ⁵⁵vɤ³¹	tʰ i ɔ ⁵⁵ + v ɤ ³¹	i m n t + i n t	1084 1086
1389	Heqing	dance	1879	ta⁴²kɔu³³	t a ⁴² + k ɔ u ³³	i n t + i n c t	1084 1085
1390	Lanping	dance	1879	ta⁴²ko⁴⁴	t a ⁴² + k o ⁴⁴	i n t + i n t	1084 1085
1391	Qiliqiao	dance	1879	tʰiɔ⁵⁵vɤ³¹	tʰ i ɔ ⁵⁵ + v ɤ ³¹	i m n t + i n t	1084 1086
1392	Yunlong	dance	1879	tʰiɔ⁵⁵vɤ³¹	tʰ i ɔ ⁵⁵ + v ɤ ³¹	i m n t + i n t	1084 1086
1393	Xiangyun	dance	1879	ta⁴²kɔu³³	t a ⁴² + k ɔ u ³³	i n t + i n c t	1084 1085
1394	Luobenzhuo	dance	1879	ta⁴⁴kɔ³³	t a ⁴⁴ + k ɔ ³³	i n t + i n t	1084 1085
1395	Zhoucheng	dance	1879	tɕʰɔ⁵⁵vɤ³¹	tɕʰ ɔ ⁵⁵ + v ɤ ³¹	i n t + i n t	1084 1086
3061	Jianchuan	dark	706	miɛ⁴²/ã⁴⁴	m i ɛ ⁴²	i m n t	100
3062	Eryuan	dark	706	miɛ⁴²/xɯ⁴⁴	m i ɛ ⁴²	i m n t	100
3063	Heqing	dark	706	miɛ⁴²	m i ɛ ⁴²	i m n t	100
3064	Lanping	dark	706	miɛ⁴²	m i ɛ ⁴²	i m n t	100
3065	Qiliqiao	dark	706	miɛ³²/xɯ⁴⁴	m i ɛ ³²	i m n t	100
3066	Yunlong	dark	706	xɯ⁴⁴	x ɯ ⁴⁴	i n t	101
3067	Xiangyun	dark	706	xou⁴⁴	x o u ⁴⁴	i n c t	101
3068	Luobenzhuo	dark	706	mɯ̃⁴⁴	m ɯ̃ ∼ ⁴⁴	i n c t	100
3069	Zhoucheng	dark	706	miɛ⁴²/xɯ⁴⁴	m i ɛ ⁴²	i m n t	100
4507	Jianchuan	dark	706	miɛ⁴²/ã⁴⁴	ã ∼ ⁴⁴	n c t	680
4508	Qiliqiao	dark	706	miɛ³²/xɯ⁴⁴	x ɯ ⁴⁴	i n t	101
4509	Zhoucheng	dark	706	miɛ⁴²/xɯ⁴⁴	x ɯ ⁴⁴	i n t	101
4510	Eryuan	dark	0	miɛ⁴²/xɯ⁴⁴	x ɯ ⁴⁴	i n t	101
667	Jianchuan	daughter	1357	jɤ̃³³	j ɤ̃ ∼ ³³	i n c t	102
668	Eryuan	daughter	1357	ɲɤ³³	ɲ ɤ ³³	i n t	102
669	Heqing	daughter	1357	jɔ̃³³	j ɔ̃ ∼ ³³	i n c t	102
670	Qiliqiao	daughter	1357	nɤ³³	n ɤ ³³	i n t	102
671	Yunlong	daughter	1357	ɲɤ³³	ɲ ɤ ³³	i n t	102
672	Xiangyun	daughter	1357	nɛ̃³³	n ɛ̃ ∼ ³³	i n c t	102
673	Luobenzhuo	daughter	1357	ɲʊ̃³³	ɲ ʊ̃ ∼ ³³	i n c t	102
675	Zhoucheng	daughter	1357	ɲɤ³³	ɲ ɤ ³³	i n t	102
2701	Jianchuan	day	1260	jĩ⁴⁴/ɕɛ⁴⁴	j ĩ ∼ ⁴⁴	i n c t	103
2702	Eryuan	day	1260	ɲi⁴⁴	ɲ i ⁴⁴	i n t	103
2703	Heqing	day	1260	jĩ⁴⁴	j ĩ ∼ ⁴⁴	i n c t	103
2704	Lanping	day	1260	jĩ⁴⁴	j ĩ ∼ ⁴⁴	i n c t	103
2705	Qiliqiao	day	1260	ɲi⁴⁴	ɲ i ⁴⁴	i n t	103
2706	Yunlong	day	1260	ɕɛ⁴⁴	ɕ ɛ ⁴⁴	i n t	104
2707	Xiangyun	day	1260	ni⁴⁴	n i ⁴⁴	i n t	103
2708	Luobenzhuo	day	1260	ɲi³³	ɲ i ³³	i n t	103
2709	Zhoucheng	day	1260	ɲi⁴⁴	ɲ i ⁴⁴	i n t	103
4511	Jianchuan	day	0	jĩ⁴⁴/ɕɛ⁴⁴	ɕ ɛ ⁴⁴	i n t	104
3205	Jianchuan	day after tomorrow	1179	tsɿ³³jĩ⁴⁴	ts ɿ ³³ + j ĩ ∼ ⁴⁴	i n t + i n c t	631 632
3206	Eryuan	day after tomorrow	1179	a³¹tsɿ³³ɲi⁴⁴	a ³¹ + ts ɿ ³³ + ɲ i ⁴⁴	n t + i n t + i n t	633 631 632
3207	Heqing	day after tomorrow	1179	tsɿ³³jĩ⁴⁴	ts ɿ ³³ + j ĩ ∼ ⁴⁴	i n t + i n c t	631 632
3208	Lanping	day after tomorrow	1179	(a³³)tsɯ̃³³jĩ⁴⁴	a ³³ + ts ɯ̃ ∼ ³³ + j ĩ ∼ ⁴⁴	n t + i n c t + i n c t	633 631 632
3209	Qiliqiao	day after tomorrow	1179	a³¹tsɿ⁴²ɲi⁴⁴	a ³¹ + ts ɿ ⁴² + ɲ i ⁴⁴	n t + i n t + i n t	633 631 632
3210	Yunlong	day after tomorrow	1179	a³¹tsɿ³³ɕɛ⁴⁴	a ³¹ + ts ɿ ³³ + ɕ ɛ ⁴⁴	n t + i n t + i n t	633 631 756
3211	Xiangyun	day after tomorrow	1179	tsɛ²¹ni⁴⁴	ts ɛ ²¹ + n i ⁴⁴	i n t + i n t	631 632
3212	Luobenzhuo	day after tomorrow	1179	a³³dʐʅ³³ɲi³³	a ³³ + dʐ ʅ ³³ + ɲ i ³³	n t + i n t + i n t	633 631 632
3213	Zhoucheng	day after tomorrow	1179	a³¹tsɿ³³ɲi⁴⁴	a ³¹ + ts ɿ ³³ + ɲ i ⁴⁴	n t + i n t + i n t	633 631 0
3007	Jianchuan	day before yesterday	1180	tsõ³³jĩ⁴⁴	ts õ ∼ ³³ + j ĩ ∼ ⁴⁴	i n c t + i n c t	623 624
3008	Eryuan	day before yesterday	1180	tsɔ³³ɲi⁴⁴	ts ɔ ³³ + ɲ i ⁴⁴	i n t + i n t	623 624
3009	Heqing	day before yesterday	1180	tsɔ³³jĩ⁴⁴	ts ɔ ³³ + j ĩ ∼ ⁴⁴	i n t + i n c t	623 624
3010	Lanping	day before yesterday	1180	tsõ³³jĩ⁴⁴	ts õ ∼ ³³ + j ĩ ∼ ⁴⁴	i n c t + i n c t	623 624
3011	Qiliqiao	day before yesterday	1180	tɯ²¹ɲi⁴⁴	t ɯ ²¹ + ɲ i ⁴⁴	i n t + i n t	623 624
3012	Yunlong	day before yesterday	1180	dzɔ³³ɕɛ⁴⁴	dz ɔ ³³ + ɕ ɛ ⁴⁴	i n t + i n t	623 625
3013	Xiangyun	day before yesterday	1180	zã³³pu²¹ni⁴⁴	z ã ∼ ³³ + p u ²¹ + n i ⁴⁴	i n c t + i n t + i n t	880 626 624
3014	Luobenzhuo	day before yesterday	1180	zɔ̃³³ɲi³³	z ɔ̃ ∼ ³³ + ɲ i ³³	i n c t + i n t	880 624
3015	Zhoucheng	day before yesterday	1180	tɔ³¹se⁴⁴ɲi⁴⁴	t ɔ ³¹ + s e ⁴⁴ + ɲ i ⁴⁴	i n t + i n t + i n t	623 625 624
2449	Jianchuan	deceive,cheat	1902	pʰĩ⁴⁴	pʰ ĩ ∼ ⁴⁴	i n c t	1245
2450	Eryuan	deceive,cheat	1902	tɕy³¹	tɕ y ³¹	i n t	1246
2451	Heqing	deceive,cheat	1902	tu⁵⁵	t u ⁵⁵	i n t	1246
2452	Lanping	deceive,cheat	1902	le⁵⁵	l e ⁵⁵	i n t	1247
2453	Qiliqiao	deceive,cheat	1902	pʰi⁵⁵	pʰ i ⁵⁵	i n t	1245
2454	Yunlong	deceive,cheat	1902	tɕo³¹	tɕ o ³¹	i n t	1246
2455	Xiangyun	deceive,cheat	1902	pĩ⁵⁵	p ĩ ∼ ⁵⁵	i n c t	1245
2456	Luobenzhuo	deceive,cheat	1902	lo⁵⁵	l o ⁵⁵	i n t	1247
2457	Zhoucheng	deceive,cheat	1902	sua⁴²	s u a ⁴²	i m n t	1576
1459	Jianchuan	deity,spirit	53	sɛ̃³¹	s ɛ̃ ∼ ³¹	i n c t	1107
1460	Eryuan	deity,spirit	53	zɿ²¹	z ɿ ²¹	i n t	1107
1461	Heqing	deity,spirit	53	zɛ̃²¹	z ɛ̃ ∼ ²¹	i n c t	1107
1462	Lanping	deity,spirit	53	ʐɛ̃³¹	ʐ ɛ̃ ∼ ³¹	i n c t	1107
1463	Qiliqiao	deity,spirit	53	sɿ²¹	s ɿ ²¹	i n t	1107
1464	Yunlong	deity,spirit	53	se³⁵	s e ³⁵	i n t	1107
1465	Xiangyun	deity,spirit	53	sɯ̃⁴²	s ɯ̃ ∼ ⁴²	i n c t	1107
1466	Luobenzhuo	deity,spirit	53	ʂæ̃⁵⁵ɲɛ³¹	ʂ æ̃ ∼ ⁵⁵ + ɲ ɛ ³¹	i n c t + i n t	1107 1108
1467	Zhoucheng	deity,spirit	53	zɿ³¹	z ɿ ³¹	i n t	1107
2818	Jianchuan	die	1494	ɕi³³	ɕ i ³³	i n t	105
2819	Eryuan	die	1494	ɕi³³	ɕ i ³³	i n t	105
2820	Heqing	die	1494	ɕi³³	ɕ i ³³	i n t	105
2821	Lanping	die	1494	ɕi⁴⁴	ɕ i ⁴⁴	i n t	105
2822	Qiliqiao	die	1494	ɕi³³	ɕ i ³³	i n t	105
2823	Yunlong	die	1494	ɕi³³	ɕ i ³³	i n t	105
2824	Xiangyun	die	1494	ɕi³³	ɕ i ³³	i n t	105
2825	Luobenzhuo	die	1494	si⁴⁴	s i ⁴⁴	i n t	105
2826	Zhoucheng	die	1494	ɕi³³	ɕ i ³³	i n t	105
3331	Jianchuan	difficult	584	na²¹	n a ²¹	i n t	1392
3332	Eryuan	difficult	584	na³¹	n a ³¹	i n t	1392
3333	Heqing	difficult	584	na²¹	n a ²¹	i n t	1392
3334	Lanping	difficult	584	na²¹	n a ²¹	i n t	1392
3335	Qiliqiao	difficult	584	na²¹	n a ²¹	i n t	1392
3336	Yunlong	difficult	584	na³¹	n a ³¹	i n t	1392
3337	Xiangyun	difficult	584	na³¹	n a ³¹	i n t	1392
3338	Luobenzhuo	difficult	584	ɲɛ³³	ɲ ɛ ³³	i n t	1392
3339	Zhoucheng	difficult	584	na³¹	n a ³¹	i n t	1392
3466	Jianchuan	diligent	2077	tɕʰɯ̃⁴²kʰuɛ⁵⁵/tɕy²¹	tɕʰ ɯ̃ ∼ ⁴² + kʰ u ɛ ⁵⁵	i n c t + i m n t	1402 1403
3467	Eryuan	diligent	2077	kʰu²¹tɕʰye³¹	kʰ u ²¹ + tɕʰ y e ³¹	i n t + i m n t	1403 1402
3468	Heqing	diligent	2077	tɕʰɯ̃⁵⁵li⁵⁵	tɕʰ ɯ̃ ∼ ⁵⁵ + l i ⁵⁵	i n c t + i n t	1402 1404
3469	Lanping	diligent	2077	la⁴⁴lɛ³¹	l a ⁴⁴ + l ɛ ³¹	i n t + i n t	1405 1406
3470	Qiliqiao	diligent	2077	vɤ³⁵li³¹/ʰɯ⁵⁵tɕɯ³¹	v ɤ ³⁵ + l i ³¹	i n t + i n t	1407 1404
3471	Yunlong	diligent	2077	tɕʰɯ³¹kʰuɛ⁵⁵	tɕʰ ɯ ³¹ + kʰ u ɛ ⁵⁵	i n t + i m n t	1402 1403
3472	Xiangyun	diligent	2077	pa⁴⁴tɕa⁴⁴	p a ⁴⁴ + tɕ a ⁴⁴	i n t + i n t	1408 1409
3473	Luobenzhuo	diligent	2077	ŋa⁴⁴	ŋ a ⁴⁴	i n t	1410
3474	Zhoucheng	diligent	2077	tɕʰɯ⁴²	tɕʰ ɯ ⁴²	i n t	1402
973	Jianchuan	dinner (evening meal)	1833	pẽ³³	p ẽ ∼ ³³	i n c t	985
974	Eryuan	dinner (evening meal)	1833	pe³³	p e ³³	i n t	985
975	Heqing	dinner (evening meal)	1833	pẽ³³	p ẽ ∼ ³³	i n c t	985
976	Lanping	dinner (evening meal)	1833	(jɯ⁴⁴)pẽ⁴²	j ɯ ⁴⁴ + p ẽ ∼ ⁴²	i n t + i n c t	986 985
977	Qiliqiao	dinner (evening meal)	1833	pe³³	p e ³³	i n t	985
978	Yunlong	dinner (evening meal)	1833	pe³³	p e ³³	i n t	985
979	Xiangyun	dinner (evening meal)	1833	pe³³	p e ³³	i n t	985
980	Luobenzhuo	dinner (evening meal)	1833	ɲi⁵⁵wu⁴²bɛ̃³³	ɲ i ⁵⁵ + w u ⁴² + b ɛ̃ ∼ ³³	i n t + i n t + i n c t	987 988 985
981	Zhoucheng	dinner (evening meal)	1833	pe³³	p e ³³	i n t	985
1909	Jianchuan	do (work)	813	tsu⁵⁵	ts u ⁵⁵	i n t	1154
1910	Eryuan	do (work)	813	tsɯ⁵⁵	ts ɯ ⁵⁵	i n t	1154
1911	Heqing	do (work)	813	tsɿ⁵⁵	ts ɿ ⁵⁵	i n t	1154
1912	Lanping	do (work)	813	tsu⁵⁵	ts u ⁵⁵	i n t	1154
1913	Qiliqiao	do (work)	813	tsɿ⁵⁵	ts ɿ ⁵⁵	i n t	1154
1914	Yunlong	do (work)	813	tsɿ⁵⁵	ts ɿ ⁵⁵	i n t	1154
1915	Xiangyun	do (work)	813	tsɿ⁵⁵	ts ɿ ⁵⁵	i n t	1154
1916	Luobenzhuo	do (work)	813	tsɤ³³ɕɔ³¹	ts ɤ ³³ + ɕ ɔ ³¹	i n t + i n t	1154 1155
1917	Zhoucheng	do (work)	813	tsɿ⁵⁵	ts ɿ ⁵⁵	i n t	1154
4006	Jianchuan	dog	2009	kʰũã³³	kʰ u ã ∼ ³³	i m n c t	106
4007	Eryuan	dog	2009	kʰɔ³³	kʰ ɔ ³³	i n t	106
4008	Heqing	dog	2009	kʰũã³³	kʰ u ã ∼ ³³	i m n c t	106
4009	Lanping	dog	2009	kʰũã⁴⁴	kʰ u ã ∼ ⁴⁴	i m n c t	106
4010	Qiliqiao	dog	2009	kʰua³³	kʰ u a ³³	i m n t	106
4011	Yunlong	dog	2009	kʰua³³	kʰ u a ³³	i m n t	106
4012	Xiangyun	dog	2009	kʰũã³³	kʰ u ã ∼ ³³	i m n c t	106
4013	Luobenzhuo	dog	2009	qʰõ³³	qʰ õ ∼ ³³	i n c t	106
4014	Zhoucheng	dog	2009	kʰua³³	kʰ u a ³³	i m n t	106
757	Jianchuan	door (cattle)	1567	me²¹	m e ²¹	i n t	107
758	Eryuan	door (cattle)	1567	me²¹	m e ²¹	i n t	107
759	Heqing	door (cattle)	1567	me²¹	m e ²¹	i n t	107
760	Lanping	door (cattle)	1567	mẽ²¹sẽ²¹	m ẽ ∼ ²¹ + s ẽ ∼ ²¹	i n c t + i n c t	107 108
761	Qiliqiao	door (cattle)	1567	me²¹	m e ²¹	i n t	107
762	Yunlong	door (cattle)	1567	mɛ²¹	m ɛ ²¹	i n t	107
763	Xiangyun	door (cattle)	1567	me²¹	m e ²¹	i n t	107
764	Luobenzhuo	door (cattle)	1567	mæ²¹	m æ ²¹	i n t	107
765	Zhoucheng	door (cattle)	1567	me²¹	m e ²¹	i n t	107
2683	Jianchuan	down (mountain)	2014	tʰɯ⁵⁵	tʰ ɯ ⁵⁵	i n t	1298
2684	Eryuan	down (mountain)	2014	tʰɯ⁵⁵	tʰ ɯ ⁵⁵	i n t	1298
2685	Heqing	down (mountain)	2014	tʰɯ⁵⁵	tʰ ɯ ⁵⁵	i n t	1298
2686	Lanping	down (mountain)	2014	tʰiɯ³³	tʰ i ɯ ³³	i m n t	1298
2687	Qiliqiao	down (mountain)	2014	ke³¹tʰɯ⁵⁵	k e ³¹ + tʰ ɯ ⁵⁵	i n t + i n t	1299 1298
2688	Yunlong	down (mountain)	2014	tʰɯ⁵⁵	tʰ ɯ ⁵⁵	i n t	1298
2689	Xiangyun	down (mountain)	2014	tʰɯ⁵⁵	tʰ ɯ ⁵⁵	i n t	1298
2690	Luobenzhuo	down (mountain)	2014	tʰɯ⁵⁵	tʰ ɯ ⁵⁵	i n t	1298
2691	Zhoucheng	down (mountain)	2014	pe⁴⁴tʰɯ⁵⁵	p e ⁴⁴ + tʰ ɯ ⁵⁵	i n t + i n t	1579 1298
4042	Jianchuan	dragon	2038	nɤ²¹	n ɤ ²¹	i n t	109
4043	Eryuan	dragon	2038	nɤ²¹	n ɤ ²¹	i n t	109
4044	Heqing	dragon	2038	nu²¹	n u ²¹	i n t	109
4045	Lanping	dragon	2038	nɔ²¹	n ɔ ²¹	i n t	109
4046	Qiliqiao	dragon	2038	nɤ²¹	n ɤ ²¹	i n t	109
4047	Yunlong	dragon	2038	nɤ²¹	n ɤ ²¹	i n t	109
4048	Xiangyun	dragon	2038	nɤ̃²¹	n ɤ̃ ∼ ²¹	i n c t	109
4049	Luobenzhuo	dragon	2038	lu³¹	l u ³¹	i n t	110
4050	Zhoucheng	dragon	2038	lɤ²¹	l ɤ ²¹	i n t	110
1621	Jianchuan	drink	1401	ɯ̃³³	ɯ̃ ∼ ³³	n c t	111
1622	Eryuan	drink	1401	ɯ³³	ɯ ³³	n t	111
1623	Heqing	drink	1401	ɯ³³	ɯ ³³	n t	111
1624	Lanping	drink	1401	ɯ̃⁴⁴	ɯ̃ ∼ ⁴⁴	n c t	111
1625	Qiliqiao	drink	1401	ɯ³³	ɯ ³³	n t	111
1626	Yunlong	drink	1401	ʔɯ³³	ʔ ɯ ³³	i n t	111
1627	Xiangyun	drink	1401	ẽ³³	ẽ ∼ ³³	n c t	111
1628	Luobenzhuo	drink	1401	ɯ̃³³	ɯ̃ ∼ ³³	n c t	111
1629	Zhoucheng	drink	1401	ɣɯ³³	ɣ ɯ ³³	i n t	111
2719	Jianchuan	drop,fall	750	tua⁴²	t u a ⁴²	i m n t	1309
2720	Eryuan	drop,fall	750	tua⁴²	t u a ⁴²	i m n t	1309
2721	Heqing	drop,fall	750	tua⁴²	t u a ⁴²	i m n t	1309
2722	Lanping	drop,fall	750	tua⁴²	t u a ⁴²	i m n t	1309
2723	Qiliqiao	drop,fall	750	lua⁴²	l u a ⁴²	i m n t	1310
2724	Yunlong	drop,fall	750	lua⁴²	l u a ⁴²	i m n t	1310
2725	Xiangyun	drop,fall	750	tua⁴²	t u a ⁴²	i m n t	1309
2726	Luobenzhuo	drop,fall	750	tua⁴²	t u a ⁴²	i m n t	1309
2727	Zhoucheng	drop,fall	750	tua⁴²	t u a ⁴²	i m n t	1309
3196	Jianchuan	dry	1398	kã⁵⁵	k ã ∼ ⁵⁵	i n c t	112
3197	Eryuan	dry	1398	ka³⁵	k a ³⁵	i n t	112
3198	Heqing	dry	1398	kã⁵⁵	k ã ∼ ⁵⁵	i n c t	112
3199	Lanping	dry	1398	kã⁵⁵	k ã ∼ ⁵⁵	i n c t	112
3200	Qiliqiao	dry	1398	ka³⁵	k a ³⁵	i n t	112
3201	Yunlong	dry	1398	ka³⁵	k a ³⁵	i n t	112
3202	Xiangyun	dry	1398	kã³⁵	k ã ∼ ³⁵	i n c t	112
3203	Luobenzhuo	dry	1398	qã⁵⁵	q ã ∼ ⁵⁵	i n c t	112
3204	Zhoucheng	dry	1398	ka³⁵	k a ³⁵	i n t	112
2197	Jianchuan	dry (sthg) in sun	1786	xou³¹	x o u ³¹	i n c t	1183
2198	Eryuan	dry (sthg) in sun	1786	xɔ³¹	x ɔ ³¹	i n t	1183
2199	Heqing	dry (sthg) in sun	1786	xʰɔu³¹	xʰ ɔ u ³¹	i n c t	1183
2200	Lanping	dry (sthg) in sun	1786	xɔ³¹	x ɔ ³¹	i n t	1183
2201	Qiliqiao	dry (sthg) in sun	1786	xɔ²¹	x ɔ ²¹	i n t	1183
2202	Yunlong	dry (sthg) in sun	1786	xɔ³¹	x ɔ ³¹	i n t	1183
2203	Xiangyun	dry (sthg) in sun	1786	xɔ⁴²	x ɔ ⁴²	i n t	1183
2204	Luobenzhuo	dry (sthg) in sun	1786	xao⁴²	x a o ⁴²	i n c t	1183
2205	Zhoucheng	dry (sthg) in sun	1786	xɔ³¹	x ɔ ³¹	i n t	1183
1144	Jianchuan	dustpan	2051	po³³po³³tɕi⁵⁵	p o ³³ + p o ³³ + tɕ i ⁵⁵	i n t + i n t + i n t	1004 1005 1006
1145	Eryuan	dustpan	2051	kʲi³⁵ʂe⁴²	kʲ i ³⁵ + ʂ e ⁴²	i n t + i n t	1007 1008
1146	Heqing	dustpan	2051	pɔu³³pɔu³³sẽ⁴²	p ɔ u ³³ + p ɔ u ³³ + s ẽ ∼ ⁴²	i n c t + i n c t + i n c t	1004 1005 1009
1147	Lanping	dustpan	2051	tɕi⁵⁵sɛ̃⁴²	tɕ i ⁵⁵ + s ɛ̃ ∼ ⁴²	i n t + i n c t	1007 1008
