ID	DOCULECT	CONCEPT	CONCEPTICON_ID	VALUE	SEGMENTS	STRUCTURE	COGIDS
1778	Qiliqiao	kick	1135	tɯ³⁵	t ɯ ³⁵	i n t	1138
1779	Yunlong	kick	1135	tsua³³	ts u a ³³	i m n t	1139
1780	Xiangyun	kick	1135	tʰiɛ⁴⁴	tʰ i ɛ ⁴⁴	i m n t	1140
1781	Luobenzhuo	kick	1135	tʰao⁴⁴	tʰ a o ⁴⁴	i n c t	1594
1782	Zhoucheng	kick	1135	tɕʰɛ⁴⁴	tɕʰ ɛ ⁴⁴	i n t	1137
469	Jianchuan	kidney	489	ja⁵⁵tsɿ³³	j a ⁵⁵ + ts ɿ ³³	i n t + i n t	865 866
470	Eryuan	kidney	489	kʰɯ³¹tsɿ³³	kʰ ɯ ³¹ + ts ɿ ³³	i n t + i n t	867 866
471	Heqing	kidney	489	jɔ³⁵tsɿ³³	j ɔ ³⁵ + ts ɿ ³³	i n t + i n t	865 866
472	Lanping	kidney	489	tsɯ̃³³(kʰu³³)	ts ɯ̃ ∼ ³³ + kʰ u ³³	i n c t + i n t	868 867
473	Qiliqiao	kidney	489	jɔ³⁵tsɿ³³	j ɔ ³⁵ + ts ɿ ³³	i n t + i n t	865 866
474	Yunlong	kidney	489	jao²¹tsɿ³³	j a o ²¹ + ts ɿ ³³	i n c t + i n t	865 866
475	Xiangyun	kidney	489	jɔ³⁵tsɿ³³	j ɔ ³⁵ + ts ɿ ³³	i n t + i n t	865 866
476	Luobenzhuo	kidney	489	dʐɯ̃³³	dʐ ɯ̃ ∼ ³³	i n c t	868
477	Zhoucheng	kidney	489	jɔ³⁵tsɿ³³	j ɔ ³⁵ + ts ɿ ³³	i n t + i n t	865 866
442	Jianchuan	knee	1371	kʰuɛ³¹tsɿ³¹te⁴⁴	kʰ u ɛ ³¹ + ts ɿ ³¹ + t e ⁴⁴	i m n t + i n t + i n t	859 860 861
443	Eryuan	knee	1371	kʰuɛ³¹tɯ²¹tse⁴⁴	kʰ u ɛ ³¹ + t ɯ ²¹ + ts e ⁴⁴	i m n t + i n t + i n t	859 861 860
444	Heqing	knee	1371	kʰuɛ³¹tɯ²¹tse⁴⁴	kʰ u ɛ ³¹ + t ɯ ²¹ + ts e ⁴⁴	i m n t + i n t + i n t	859 861 860
445	Lanping	knee	1371	kʰuɛ³¹tiɯ²¹ka⁴⁴	kʰ u ɛ ³¹ + t i ɯ ²¹ + k a ⁴⁴	i m n t + i m n t + i n t	859 861 862
446	Qiliqiao	knee	1371	kʰuɛ³¹tsɿ²¹te⁴⁴	kʰ u ɛ ³¹ + ts ɿ ²¹ + t e ⁴⁴	i m n t + i n t + i n t	859 860 861
447	Yunlong	knee	1371	ku³³tsɛ³³ŋɛ³³	k u ³³ + ts ɛ ³³ + ŋ ɛ ³³	i n t + i n t + i n t	863 860 864
448	Xiangyun	knee	1371	kʰuɛ³¹tɛ²¹te⁴⁴	kʰ u ɛ ³¹ + t ɛ ²¹ + t e ⁴⁴	i m n t + i n t + i n t	859 861 860
449	Luobenzhuo	knee	1371	qu⁵⁵tsɛ⁴⁴	q u ⁵⁵ + ts ɛ ⁴⁴	i n t + i n t	863 860
450	Zhoucheng	knee	1371	kʰua³¹tɯ²¹tse⁴⁴	kʰ u a ³¹ + t ɯ ²¹ + ts e ⁴⁴	i m n t + i n t + i n t	859 861 860
1783	Jianchuan	kneel	66	kɤ³¹	k ɤ ³¹	i n t	237
1784	Eryuan	kneel	66	kɤ²¹	k ɤ ²¹	i n t	237
1785	Heqing	kneel	66	kuɔ²¹	k u ɔ ²¹	i m n t	237
1786	Lanping	kneel	66	kuɛ³¹	k u ɛ ³¹	i m n t	237
1787	Qiliqiao	kneel	66	kɤ²¹	k ɤ ²¹	i n t	237
1788	Yunlong	kneel	66	kɤ²¹	k ɤ ²¹	i n t	237
1789	Xiangyun	kneel	66	kɯ²¹	k ɯ ²¹	i n t	237
1790	Luobenzhuo	kneel	66	tɕi³³	tɕ i ³³	i n t	238
1791	Zhoucheng	kneel	66	kɤ³³	k ɤ ³³	i n t	237
1081	Jianchuan	knife	1352	ji⁵⁵tã⁵⁵	j i ⁵⁵ + t ã ∼ ⁵⁵	i n t + i n c t	995 996
1082	Eryuan	knife	1352	ji⁵⁵ta⁵⁵	j i ⁵⁵ + t a ⁵⁵	i n t + i n t	995 996
1083	Heqing	knife	1352	ji⁵⁵tã⁵⁵	j i ⁵⁵ + t ã ∼ ⁵⁵	i n t + i n c t	995 996
1084	Lanping	knife	1352	ji⁵⁵tã⁵⁵	j i ⁵⁵ + t ã ∼ ⁵⁵	i n t + i n c t	995 996
1085	Qiliqiao	knife	1352	jo³⁵ta³⁵	j o ³⁵ + t a ³⁵	i n t + i n t	995 996
1086	Yunlong	knife	1352	ji⁵⁵ta⁵⁵	j i ⁵⁵ + t a ⁵⁵	i n t + i n t	995 996
1087	Xiangyun	knife	1352	ji³⁵tã³⁵	j i ³⁵ + t ã ∼ ³⁵	i n t + i n c t	995 996
1088	Luobenzhuo	knife	1352	ʔi⁵⁵ci⁵⁵	ʔ i ⁵⁵ + c i ⁵⁵	i n t + i n t	995 997
1089	Zhoucheng	knife	1352	ji³⁵ta³⁵	j i ³⁵ + t a ³⁵	i n t + i n t	995 996
2539	Jianchuan	know	1410	sẽ³³	s ẽ ∼ ³³	i n c t	1267
2540	Eryuan	know	1410	se³³	s e ³³	i n t	1267
2541	Heqing	know	1410	se³³	s e ³³	i n t	1267
2542	Lanping	know	1410	sũɛ̃⁵⁵	s u ɛ̃ ∼ ⁵⁵	i m n c t	1267
2543	Qiliqiao	know	1410	zɯ⁴⁴tɯ⁴⁴	z ɯ ⁴⁴ + t ɯ ⁴⁴	i n t + i n t	1268 1269
2544	Yunlong	know	1410	zɿ³³tɯ³³	z ɿ ³³ + t ɯ ³³	i n t + i n t	1268 1269
2545	Xiangyun	know	1410	zɛ̃²¹tou⁴⁴	z ɛ̃ ∼ ²¹ + t o u ⁴⁴	i n c t + i n c t	1268 1269
2546	Luobenzhuo	know	1410	ʈa⁵⁵tɯ⁵⁵	ʈ a ⁵⁵ + t ɯ ⁵⁵	i n t + i n t	1270 1269
2547	Zhoucheng	know	1410	se³³	s e ³³	i n t	1267
1918	Jianchuan	labour	984	tsu⁵⁵tsou⁴²sɯ³³	ts u ⁵⁵ + ts o u ⁴² + s ɯ ³³	i n t + i n c t + i n t	1156 1157 1158
1919	Eryuan	labour	984	tsɯ⁵⁵tsɔ⁴²ʂɯ³³	ts ɯ ⁵⁵ + ts ɔ ⁴² + ʂ ɯ ³³	i n t + i n t + i n t	1156 1157 1158
1920	Heqing	labour	984	tsɿ⁵⁵tsɔu⁴²sʰɯ³³	ts ɿ ⁵⁵ + ts ɔ u ⁴² + sʰ ɯ ³³	i n t + i n c t + i n t	1156 1157 1158
1921	Lanping	labour	984	tsu⁵⁵tsu³¹sɯ⁴⁴	ts u ⁵⁵ + ts u ³¹ + s ɯ ⁴⁴	i n t + i n t + i n t	1156 1157 1158
1922	Qiliqiao	labour	984	tsɿ⁵⁵tsɔ³²sɯ³³	ts ɿ ⁵⁵ + ts ɔ ³² + s ɯ ³³	i n t + i n t + i n t	1156 1157 1158
1923	Yunlong	labour	984	tsɿ⁵⁵tsɔ⁴²sɯ³³	ts ɿ ⁵⁵ + ts ɔ ⁴² + s ɯ ³³	i n t + i n t + i n t	1156 1157 1158
1924	Xiangyun	labour	984	kã⁵⁵tsɔ⁴²sou³³	k ã ∼ ⁵⁵ + ts ɔ ⁴² + s o u ³³	i n c t + i n t + i n c t	1159 1157 1158
1925	Luobenzhuo	labour	984	tsɤ³³tsɤ³³ɕi⁵⁵	ts ɤ ³³ + ts ɤ ³³ + ɕ i ⁵⁵	i n t + i n t + i n t	1156 1157 1158
1926	Zhoucheng	labour	984	tsɿ⁵⁵tsɔ⁴²sɯ³³	ts ɿ ⁵⁵ + ts ɔ ⁴² + s ɯ ³³	i n t + i n t + i n t	1156 1157 1158
1288	Jianchuan	ladder	1464	tsɛ²¹tʰi⁵⁵	ts ɛ ²¹ + tʰ i ⁵⁵	i n t + i n t	1056 1057
1289	Eryuan	ladder	1464	tsɿ²¹tʰi⁵⁵ka³⁵	ts ɿ ²¹ + tʰ i ⁵⁵ + k a ³⁵	i n t + i n t + i n t	1056 1057 1058
1290	Heqing	ladder	1464	tsɿ²¹tʰe³⁵	ts ɿ ²¹ + tʰ e ³⁵	i n t + i n t	1056 1057
1291	Lanping	ladder	1464	ke⁵⁵ku²¹pao³¹	k e ⁵⁵ + k u ²¹ + p a o ³¹	i n t + i n t + i n c t	1059 1060 1061
1292	Qiliqiao	ladder	1464	kua⁴²tsɿ²¹tʰi⁵⁵	k u a ⁴² + ts ɿ ²¹ + tʰ i ⁵⁵	i m n t + i n t + i n t	1062 1056 1057
1293	Yunlong	ladder	1464	dzɿ²¹kɛ³⁵tʰi⁵⁵	dz ɿ ²¹ + k ɛ ³⁵ + tʰ i ⁵⁵	i n t + i n t + i n t	1056 1063 1057
1294	Xiangyun	ladder	1464	ta⁴²tʰe⁵⁵	t a ⁴² + tʰ e ⁵⁵	i n t + i n t	1056 1057
1295	Luobenzhuo	ladder	1464	qẽ⁵⁵kɤ³¹	q ẽ ∼ ⁵⁵ + k ɤ ³¹	i n c t + i n t	1064 1058
1296	Zhoucheng	ladder	1464	tsɿ²¹tʰɯ⁵⁵ka³⁵	ts ɿ ²¹ + tʰ ɯ ⁵⁵ + k a ³⁵	i n t + i n t + i n t	1056 1057 1058
604	Jianchuan	lake	624	ko²¹	k o ²¹	i n t	239
605	Eryuan	lake	624	kɔ²¹	k ɔ ²¹	i n t	239
606	Heqing	lake	624	kɔ²¹	k ɔ ²¹	i n t	239
607	Lanping	lake	624	kɔ²¹	k ɔ ²¹	i n t	239
608	Qiliqiao	lake	624	kɔ²¹	k ɔ ²¹	i n t	239
609	Yunlong	lake	624	kao²¹kao²¹	k a o ²¹ + k a o ²¹	i n c t + i n c t	239 239
610	Xiangyun	lake	624	pɯ³³	p ɯ ³³	i n t	240
611	Luobenzhuo	lake	624	lu³¹bɯ³³	l u ³¹ + b ɯ ³³	i n t + i n t	241 240
612	Zhoucheng	lake	624	kɔ²¹	k ɔ ²¹	i n t	239
2305	Jianchuan	last year	514	na²¹tsɿ⁵⁵sua⁴⁴	n a ²¹ + ts ɿ ⁵⁵ + s u a ⁴⁴	i n t + i n t + i m n t	614 615 616
2306	Eryuan	last year	514	na²¹tsɿ⁵⁵	n a ²¹ + ts ɿ ⁵⁵	i n t + i n t	614 615
2307	Heqing	last year	514	na²¹tsɿ⁵⁵sʰua⁴⁴	n a ²¹ + ts ɿ ⁵⁵ + sʰ u a ⁴⁴	i n t + i n t + i m n t	614 615 616
2308	Lanping	last year	514	na³¹tsɿ⁴⁴	n a ³¹ + ts ɿ ⁴⁴	i n t + i n t	614 615
2309	Qiliqiao	last year	514	na²¹tsɿ⁵⁵ʃua⁴⁴	n a ²¹ + ts ɿ ⁵⁵ + ʃ u a ⁴⁴	i n t + i n t + i m n t	614 615 616
2310	Yunlong	last year	514	na²¹tsɿ⁵⁵sua⁴⁴	n a ²¹ + ts ɿ ⁵⁵ + s u a ⁴⁴	i n t + i n t + i m n t	614 615 616
2311	Xiangyun	last year	514	na²¹tsɿ⁵⁵	n a ²¹ + ts ɿ ⁵⁵	i n t + i n t	614 615
2312	Luobenzhuo	last year	514	ɲi³³tsɯ⁴⁴	ɲ i ³³ + ts ɯ ⁴⁴	i n t + i n t	614 615
2313	Zhoucheng	last year	514	na²¹tsɿ⁵⁵sua⁴⁴	n a ²¹ + ts ɿ ⁵⁵ + s u a ⁴⁴	i n t + i n t + i m n t	614 615 616
3286	Jianchuan	late	477	me³³	m e ³³	i n t	242
3287	Eryuan	late	477	me³³	m e ³³	i n t	242
3288	Heqing	late	477	me³³	m e ³³	i n t	242
3289	Lanping	late	477	me⁴⁴	m e ⁴⁴	i n t	242
3290	Qiliqiao	late	477	me³³	m e ³³	i n t	242
3291	Yunlong	late	477	me³³	m e ³³	i n t	242
3292	Xiangyun	late	477	me³³	m e ³³	i n t	242
3293	Luobenzhuo	late	477	mẽ³³	m ẽ ∼ ³³	i n c t	242
3294	Zhoucheng	late	477	me³³	m e ³³	i n t	242
2485	Jianchuan	laugh	1355	sou³¹	s o u ³¹	i n c t	243
2486	Eryuan	laugh	1355	sɔ³³	s ɔ ³³	i n t	243
2487	Heqing	laugh	1355	ɕʰi³¹	ɕʰ i ³¹	i n t	243
2488	Lanping	laugh	1355	su³¹	s u ³¹	i n t	243
2489	Qiliqiao	laugh	1355	sɔ³¹	s ɔ ³¹	i n t	243
2490	Yunlong	laugh	1355	sao³¹	s a o ³¹	i n c t	243
2491	Xiangyun	laugh	1355	sɔu²¹	s ɔ u ²¹	i n c t	243
2492	Luobenzhuo	laugh	1355	su⁴⁴	s u ⁴⁴	i n t	243
2493	Zhoucheng	laugh	1355	sɔ³¹	s ɔ ³¹	i n t	243
2260	Jianchuan	lay aside	2071	sɯ⁴⁴	s ɯ ⁴⁴	i n t	1187
2261	Eryuan	lay aside	2071	tɯ³¹	t ɯ ³¹	i n t	1188
2262	Heqing	lay aside	2071	sʰɯ⁴⁴	sʰ ɯ ⁴⁴	i n t	1187
2263	Lanping	lay aside	2071	sɯ⁴⁴	s ɯ ⁴⁴	i n t	1187
2264	Qiliqiao	lay aside	2071	zɯ⁴⁴	z ɯ ⁴⁴	i n t	1187
2265	Yunlong	lay aside	2071	tsɔ³³kʰɯ³¹	ts ɔ ³³ + kʰ ɯ ³¹	i n t + i n t	1595 1189
2266	Xiangyun	lay aside	2071	tsã³⁵	ts ã ∼ ³⁵	i n c t	1188
2267	Luobenzhuo	lay aside	2071	tɕã⁴²	tɕ ã ∼ ⁴²	i n c t	1188
2268	Zhoucheng	lay aside	2071	sɯ⁴⁴	s ɯ ⁴⁴	i n t	1187
3475	Jianchuan	lazy	1564	pɛ⁴²jo³³kɯ³³	p ɛ ⁴² + j o ³³ + k ɯ ³³	i n t + i n t + i n t	1411 1412 1413
3476	Eryuan	lazy	1564	pɛ⁴²jɔ³³kɯ³³	p ɛ ⁴² + j ɔ ³³ + k ɯ ³³	i n t + i n t + i n t	1411 1412 1413
3477	Heqing	lazy	1564	pɛ⁴²jɔ³³	p ɛ ⁴² + j ɔ ³³	i n t + i n t	1411 1412
3478	Lanping	lazy	1564	lã³¹	l ã ∼ ³¹	i n c t	1414
3479	Qiliqiao	lazy	1564	pɛ⁴²jɔ³³kɯ³³	p ɛ ⁴² + j ɔ ³³ + k ɯ ³³	i n t + i n t + i n t	1411 1412 1413
3480	Yunlong	lazy	1564	pɛ⁴²jɔ³³kɯ³³	p ɛ ⁴² + j ɔ ³³ + k ɯ ³³	i n t + i n t + i n t	1411 1412 1413
3481	Xiangyun	lazy	1564	pɛ⁴²jɔ³³kɯ³³	p ɛ ⁴² + j ɔ ³³ + k ɯ ³³	i n t + i n t + i n t	1411 1412 1413
3482	Luobenzhuo	lazy	1564	pa⁴²jao⁴²	p a ⁴² + j a o ⁴²	i n t + i n c t	1411 1412
3483	Zhoucheng	lazy	1564	la³¹	l a ³¹	i n t	1414
1990	Jianchuan	lead (cow)	43	kʰe⁵⁵	kʰ e ⁵⁵	i n t	244
1991	Eryuan	lead (cow)	43	kʲʰe⁵⁵	kʲʰ e ⁵⁵	i n t	244
1992	Heqing	lead (cow)	43	ke⁵⁵	k e ⁵⁵	i n t	244
1993	Lanping	lead (cow)	43	kʰẽ⁵⁵	kʰ ẽ ∼ ⁵⁵	i n c t	244
1994	Qiliqiao	lead (cow)	43	kʰe⁵⁵	kʰ e ⁵⁵	i n t	244
1995	Yunlong	lead (cow)	43	kʰe⁵⁵	kʰ e ⁵⁵	i n t	244
1996	Xiangyun	lead (cow)	43	kʰẽ⁵⁵	kʰ ẽ ∼ ⁵⁵	i n c t	244
1997	Luobenzhuo	lead (cow)	43	qʰẽ³³	qʰ ẽ ∼ ³³	i n c t	244
1998	Zhoucheng	lead (cow)	43	kʰe⁵⁵	kʰ e ⁵⁵	i n t	244
172	Jianchuan	leaf	628	se⁴⁴	s e ⁴⁴	i n t	245
173	Eryuan	leaf	628	ʂe⁴⁴	ʂ e ⁴⁴	i n t	245
174	Heqing	leaf	628	sʰe⁴⁴	sʰ e ⁴⁴	i n t	245
175	Lanping	leaf	628	se⁴⁴	s e ⁴⁴	i n t	245
176	Qiliqiao	leaf	628	se⁴⁴	s e ⁴⁴	i n t	245
177	Yunlong	leaf	628	sɛ⁴⁴	s ɛ ⁴⁴	i n t	245
178	Xiangyun	leaf	628	se⁴⁴	s e ⁴⁴	i n t	245
179	Luobenzhuo	leaf	628	ʂɛ⁴⁴	ʂ ɛ ⁴⁴	i n t	245
180	Zhoucheng	leaf	628	se⁴⁴	s e ⁴⁴	i n t	245
4330	Jianchuan	leech	2273	tɕi⁴⁴	tɕ i ⁴⁴	i n t	246
4331	Eryuan	leech	2273	tɕi⁴⁴	tɕ i ⁴⁴	i n t	246
4332	Heqing	leech	2273	tɕi⁴⁴	tɕ i ⁴⁴	i n t	246
4333	Lanping	leech	2273	kã⁵⁵tɕĩ³³	k ã ∼ ⁵⁵ + tɕ ĩ ∼ ³³	i n c t + i n c t	247 246
4334	Qiliqiao	leech	2273	tɕi⁴⁴	tɕ i ⁴⁴	i n t	246
4335	Yunlong	leech	2273	tɕi⁴⁴	tɕ i ⁴⁴	i n t	246
4336	Xiangyun	leech	2273	tɕi⁴²	tɕ i ⁴²	i n t	246
4337	Luobenzhuo	leech	2273	qa⁵⁵tɕi⁵⁵	q a ⁵⁵ + tɕ i ⁵⁵	i n t + i n t	247 246
4338	Zhoucheng	leech	2273	tɕi³²	tɕ i ³²	i n t	246
1702	Jianchuan	left (side)	244	pi⁵⁵fɤ³³	p i ⁵⁵ + f ɤ ³³	i n t + i n t	248 249
1703	Eryuan	left (side)	244	pi³⁵pɔ³¹	p i ³⁵ + p ɔ ³¹	i n t + i n t	248 249
1704	Heqing	left (side)	244	pi⁵⁵fɤ³³	p i ⁵⁵ + f ɤ ³³	i n t + i n t	248 249
1705	Lanping	left (side)	244	fɯ̃⁴⁴pĩɛ̃⁵⁵pʰao⁴⁴	f ɯ̃ ∼ ⁴⁴ + p i ɛ̃ ∼ ⁵⁵ + pʰ a o ⁴⁴	i n c t + i m n c t + i n c t	249 250 1596
1706	Qiliqiao	left (side)	244	pi³⁵pɔ²¹	p i ³⁵ + p ɔ ²¹	i n t + i n t	248 249
1707	Yunlong	left (side)	244	pi³⁵pɔ³¹	p i ³⁵ + p ɔ ³¹	i n t + i n t	248 249
1708	Xiangyun	left (side)	244	pi³⁵sɛ̃²¹	p i ³⁵ + s ɛ̃ ∼ ²¹	i n t + i n c t	248 251
1709	Luobenzhuo	left (side)	244	la⁴⁴tɕỹ⁵⁵	l a ⁴⁴ + tɕ ỹ ∼ ⁵⁵	i n t + i n c t	252 253
1710	Zhoucheng	left (side)	244	pi³⁵po³¹	p i ³⁵ + p o ³¹	i n t + i n t	248 249
2287	Jianchuan	light (lamp)	737	kẽ³¹	k ẽ ∼ ³¹	i n c t	1192
2288	Eryuan	light (lamp)	737	kʲe³¹	kʲ e ³¹	i n t	1192
2289	Heqing	light (lamp)	737	ke⁴²	k e ⁴²	i n t	1192
2290	Lanping	light (lamp)	737	ke³³	k e ³³	i n t	1192
2291	Qiliqiao	light (lamp)	737	ke³¹	k e ³¹	i n t	1192
2292	Yunlong	light (lamp)	737	ke³¹	k e ³¹	i n t	1192
2293	Xiangyun	light (lamp)	737	kʲẽ²¹	kʲ ẽ ∼ ²¹	i n c t	1192
2294	Luobenzhuo	light (lamp)	737	ɲĩ³³	ɲ ĩ ∼ ³³	i n c t	1193
2295	Zhoucheng	light (lamp)	737	ta²¹	t a ²¹	i n t	1597
3025	Jianchuan	light (not heavy)	1052	tsʰɛ̃⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	i n c t	254
3026	Eryuan	light (not heavy)	1052	tsʰɛ⁵⁵	tsʰ ɛ ⁵⁵	i n t	254
3027	Heqing	light (not heavy)	1052	tsʰɛ̃⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	i n c t	254
3028	Lanping	light (not heavy)	1052	tsʰɛ̃⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	i n c t	254
3029	Qiliqiao	light (not heavy)	1052	tsʰɛ⁵⁵	tsʰ ɛ ⁵⁵	i n t	254
3030	Yunlong	light (not heavy)	1052	tsʰɛ⁵⁵	tsʰ ɛ ⁵⁵	i n t	254
3031	Xiangyun	light (not heavy)	1052	tsʰɛ̃⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	i n c t	254
3032	Luobenzhuo	light (not heavy)	1052	ʈʰã⁵⁵	ʈʰ ã ∼ ⁵⁵	i n c t	254
3033	Zhoucheng	light (not heavy)	1052	tsʰɛ⁵⁵	tsʰ ɛ ⁵⁵	i n t	254
3052	Jianchuan	light,bright	679	mɛ²¹	m ɛ ²¹	i n t	1360
3053	Eryuan	light,bright	679	lia⁴⁴	l i a ⁴⁴	i m n t	1361
3054	Heqing	light,bright	679	mɛ²¹	m ɛ ²¹	i n t	1360
3055	Lanping	light,bright	679	mæ²¹	m æ ²¹	i n t	1360
3056	Qiliqiao	light,bright	679	mɛ²¹	m ɛ ²¹	i n t	1360
3057	Yunlong	light,bright	679	ɲa⁴⁴	ɲ a ⁴⁴	i n t	1360
3058	Xiangyun	light,bright	679	mɛ²¹	m ɛ ²¹	i n t	1360
3059	Luobenzhuo	light,bright	679	pa⁴⁴	p a ⁴⁴	i n t	1362
3060	Zhoucheng	light,bright	679	mɛ²¹	m ɛ ²¹	i n t	1360
4303	Jianchuan	lightning (vb)	2377	sɛ̃²¹tsɿ³³pʰiɯ⁴⁴	s ɛ̃ ∼ ²¹ + ts ɿ ³³ + pʰ i ɯ ⁴⁴	i n c t + i n t + i m n t	546 547 548
4304	Eryuan	lightning (vb)	2377	kʲi³¹ŋue³³zɛ³³	kʲ i ³¹ + ŋ u e ³³ + z ɛ ³³	i n t + i m n t + i n t	549 550 551
4305	Heqing	lightning (vb)	2377	tɕi³¹kɔu⁵⁵la⁴⁴	tɕ i ³¹ + k ɔ u ⁵⁵ + l a ⁴⁴	i n t + i n c t + i n t	549 553 554
4306	Lanping	lightning (vb)	2377	ʐɯ³³tsɿ³³pʰiɯ⁴⁴	ʐ ɯ ³³ + ts ɿ ³³ + pʰ i ɯ ⁴⁴	i n t + i n t + i m n t	546 547 548
4307	Qiliqiao	lightning (vb)	2377	tɕi³¹kɤ³⁵la⁴⁴	tɕ i ³¹ + k ɤ ³⁵ + l a ⁴⁴	i n t + i n t + i n t	549 553 554
4308	Yunlong	lightning (vb)	2377	ʥi³³mi³³jɛ³³	ʥ i ³³ + m i ³³ + j ɛ ³³	i n t + i n t + i n t	552 555 556
4309	Xiangyun	lightning (vb)	2377	jĩ²¹lũẽ³³jɛ̃³³	j ĩ ∼ ²¹ + l u ẽ ∼ ³³ + j ɛ̃ ∼ ³³	i n c t + i m n c t + i n c t	557 558 556
4310	Luobenzhuo	lightning (vb)	2377	xẽ⁵⁵tɕæ⁵⁵mi³¹	x ẽ ∼ ⁵⁵ + tɕ æ ⁵⁵ + m i ³¹	i n c t + i n t + i n t	559 560 555
4311	Zhoucheng	lightning (vb)	2377	kʲi³¹xue³³lɛ⁵⁵	kʲ i ³¹ + x u e ³³ + l ɛ ⁵⁵	i n t + i m n t + i n t	549 1598 554
2521	Jianchuan	like	1117	ɕi³¹xũã⁵⁵	ɕ i ³¹ + x u ã ∼ ⁵⁵	i n t + i m n c t	1260 1261
2522	Eryuan	like	1117	ɕi³¹xua³⁵	ɕ i ³¹ + x u a ³⁵	i n t + i m n t	1260 1261
2523	Heqing	like	1117	ɕʰi³¹xũã⁵⁵	ɕʰ i ³¹ + x u ã ∼ ⁵⁵	i n t + i m n c t	1260 1261
2524	Lanping	like	1117	ɕi³¹xũã⁵⁵	ɕ i ³¹ + x u ã ∼ ⁵⁵	i n t + i m n c t	1260 1261
2525	Qiliqiao	like	1117	ɕi³¹xua³⁵	ɕ i ³¹ + x u a ³⁵	i n t + i m n t	1260 1261
2526	Yunlong	like	1117	ɕi³¹xua³⁵	ɕ i ³¹ + x u a ³⁵	i n t + i m n t	1260 1261
2527	Xiangyun	like	1117	ɕi²¹xũã³⁵	ɕ i ²¹ + x u ã ∼ ³⁵	i n t + i m n c t	1260 1261
2528	Luobenzhuo	like	1117	ɲo⁵⁵si⁵⁵	ɲ o ⁵⁵ + s i ⁵⁵	i n t + i n t	1262 1263
2529	Zhoucheng	like	1117	ɕi³¹xua³⁵	ɕ i ³¹ + x u a ³⁵	i n t + i m n t	1260 1261
1585	Jianchuan	listen	1608	tɕʰɛ̃⁵⁵	tɕʰ ɛ̃ ∼ ⁵⁵	i n c t	255
1586	Eryuan	listen	1608	kʲɛ⁵⁵	kʲ ɛ ⁵⁵	i n t	255
1587	Heqing	listen	1608	tɕʰɛ̃⁵⁵	tɕʰ ɛ̃ ∼ ⁵⁵	i n c t	255
1588	Lanping	listen	1608	tɕʰɛ̃⁴⁴	tɕʰ ɛ̃ ∼ ⁴⁴	i n c t	255
1589	Qiliqiao	listen	1608	tɕʰɛ⁵⁵	tɕʰ ɛ ⁵⁵	i n t	255
1590	Yunlong	listen	1608	tɕʰɛ⁵⁵	tɕʰ ɛ ⁵⁵	i n t	255
1591	Xiangyun	listen	1608	tɕʰɛ̃⁵⁵	tɕʰ ɛ̃ ∼ ⁵⁵	i n c t	255
1592	Luobenzhuo	listen	1608	tɕʰɔ̃⁵⁵	tɕʰ ɔ̃ ∼ ⁵⁵	i n c t	255
1593	Zhoucheng	listen	1608	tɕʰɛ⁵⁵	tɕʰ ɛ ⁵⁵	i n t	255
514	Jianchuan	liver	1224	kã⁵⁵	k ã ∼ ⁵⁵	i n c t	256
515	Eryuan	liver	1224	ka³⁵	k a ³⁵	i n t	256
516	Heqing	liver	1224	kã⁵⁵	k ã ∼ ⁵⁵	i n c t	256
517	Lanping	liver	1224	kã⁵⁵	k ã ∼ ⁵⁵	i n c t	256
518	Qiliqiao	liver	1224	ka³⁵	k a ³⁵	i n t	256
519	Yunlong	liver	1224	ka³⁵	k a ³⁵	i n t	256
520	Xiangyun	liver	1224	kã⁵⁵	k ã ∼ ⁵⁵	i n c t	256
521	Luobenzhuo	liver	1224	qɔ̃⁵⁵	q ɔ̃ ∼ ⁵⁵	i n c t	256
522	Zhoucheng	liver	1224	ka³⁵	k a ³⁵	i n t	256
1297	Jianchuan	lock	1596	tsou⁴²	ts o u ⁴²	i n c t	257
1298	Eryuan	lock	1596	sɔ³³kɤ²¹	s ɔ ³³ + k ɤ ²¹	i n t + i n t	258 259
1299	Heqing	lock	1596	suɔ³³	s u ɔ ³³	i m n t	258
1300	Lanping	lock	1596	su⁴⁴pao³¹	s u ⁴⁴ + p a o ³¹	i n t + i n c t	258 260
1301	Qiliqiao	lock	1596	ʃuɔ²¹	ʃ u ɔ ²¹	i m n t	258
1302	Yunlong	lock	1596	suɔ³³	s u ɔ ³³	i m n t	258
1303	Xiangyun	lock	1596	tsou⁴²	ts o u ⁴²	i n c t	257
1304	Luobenzhuo	lock	1596	sɔ³³tʰu³³	s ɔ ³³ + tʰ u ³³	i n t + i n t	258 261
1305	Zhoucheng	lock	1596	sua³³kɤ²¹	s u a ³³ + k ɤ ²¹	i m n t + i n t	258 259
4240	Jianchuan	locust	810	sũã³¹ma³¹ke⁵⁵	s u ã ∼ ³¹ + m a ³¹ + k e ⁵⁵	i m n c t + i n t + i n t	712 713 714
