ID	CHARACTER	SIMPLIFIED_CHARACTER	PINYIN	DOCULECT	DOCULECT_IN_SOURCE	READING	SEGMENTS	CONTEXT	CONCEPT	COGNATE_CLASS
2284	隍	隍	huáng	Old_Chinese	OC	*ɢʷˁaŋ {*[ɢ]ʷˁaŋ}	ɢʷˤ a ŋ	i n c	moat	1142
2099	壑	壑	hè	Middle_Chinese	MC	xak	x a k /⁴	i n c t	moat; canal	1050
2100	壑	壑	hè	Old_Chinese	OC	*qʰˁak	qʰˤ a k	i n c	moat; canal	1050
4424	塹	堑	qiàn	Middle_Chinese	MC	tshjemH	tsʰ j e m /³	i m n c t	moat; dig out	2213
4425	塹	堑	qiàn	Old_Chinese	OC	*tsʰam-s {*[tsʰ]am-s}	tsʰ a m s	i n c S	moat; dig out	2213
4320	其	其	qí	Middle_Chinese	MC	gi	g i /¹	i n t	modal particle	2161
4321	其	其	qí	Old_Chinese	OC	*ɡə	g ə	i n	modal particle	2161
3908	模	模	mó	Middle_Chinese	MC	mu	m u /¹	i n t	model	1955
3909	模	模	mó	Old_Chinese	OC	*mˁa	mˤ a	i n	model	1955
6338	刑	刑	xíng	Middle_Chinese	MC	heng	ɣ e ŋ /¹	i n c t	model, form	3171
6339	刑	刑	xíng	Old_Chinese	OC	*ɢˁeŋ {*[ɢ]ˁeŋ}	ɢˤ e ŋ	i n c	model, form	3171
1303	法	法	fǎ	Middle_Chinese	MC	pjop	p j o p /⁴	i m n c t	model, law	652
1304	法	法	fǎ	Old_Chinese	OC	*p.kap {*[p.k]ap}	p k a p	P i n c	model, law	652
1305	灋	灋	fǎ	Middle_Chinese	MC	pjop	p j o p /⁴	i m n c t	model, law	653
1306	灋	灋	fǎ	Old_Chinese	OC	*pap {*p(r)ap}	p a p	i n c	model, law	653
4382	謙	谦	qiān	Middle_Chinese	MC	khem	kʰ e m /¹	i n c t	modest	2192
4383	謙	谦	qiān	Old_Chinese	OC	*k-r̥ˁem	k r̥ˤ e m	p i n c	modest	2192
6874	浥	浥	yì	Middle_Chinese	MC	ʔip	ʔ i p /⁴	i n c t	moist, moisten	3439
6875	浥	浥	yì	Old_Chinese	OC	*q‹r›ip	q r/‹r› i p	i m n c	moist, moisten	3439
2605	漸	渐	jiān	Middle_Chinese	MC	tsjem	ts j e m /¹	i m n c t	moisten	1303
2606	漸	渐	jiān	Old_Chinese	OC	*tsam {*[ts]am}	ts a m	i n c	moisten	1303
7532	沾	沾	zhān	Middle_Chinese	MC	trjem	ʈ j e m /¹	i m n c t	moisten	3768
7533	沾	沾	zhān	Old_Chinese	OC	*trem {*[t]rem}	t r e m	i m n c	moisten	3768
8026	淳	淳	zhūn	Middle_Chinese	MC	tsywin	tɕ w i n /¹	i m n c t	moisten	4015
8027	淳	淳	zhūn	Old_Chinese	OC	*tur	t u r	i n c	moisten	4015
2131	猴	猴	hóu	Middle_Chinese	MC	huw	ɣ u w /¹	i n c t	monkey	1066
2132	猴	猴	hóu	Old_Chinese	OC	*mə-ɡˁo {*mə-ɡˁ(r)o}	m ə gˤ o	P N i n	monkey	1066
7298	猨	猨	yuán	Middle_Chinese	MC	hjwon	ɣ ɥ o n /¹	i m n c t	monkey	3651
7299	猨	猨	yuán	Old_Chinese	OC	*ɢʷan {*[ɢ]ʷa[n]}	ɢʷ a n	i n c	monkey	3651
4816	擅	擅	shàn	Middle_Chinese	MC	dzyenH	dʑ e n /³	i n c t	monopolize (v.); without authority (adv.)	2409
4817	擅	擅	shàn	Old_Chinese	OC	*dan-s {*[d]a[n]-s}	d a n s	i n c S	monopolize (v.); without authority (adv.)	2409
7352	月	月	yuè	Middle_Chinese	MC	ngjwot	ŋ ɥ o t /⁴	i m n c t	moon, month	3678
7353	月	月	yuè	Old_Chinese	OC	*ŋʷat {*[ŋ]ʷat}	ŋʷ a t	i n c	moon, month	3678
4448	且	且	qiě	Middle_Chinese	MC	tshjæX	tsʰ j æ /²	i m n t	moreover	2225
4449	且	且	qiě	Old_Chinese	OC	*tsʰaʔ {*[tsʰ]Aʔ}	tsʰ a ʔ	i n c	moreover	2225
7590	朝	朝	zhāo	Middle_Chinese	MC	trjew	ʈ j e w /¹	i m n c t	morning	3797
7591	朝	朝	zhāo	Old_Chinese	OC	*t‹r›aw	t r/‹r› a w	i m n c	morning	3797
517	潮	潮	cháo	Middle_Chinese	MC	drjew	ɖ j e w /¹	i m n c t	morning tide	259
518	潮	潮	cháo	Old_Chinese	OC	*N-t‹r›aw {*[N]-t‹r›aw}	/N t r/‹r› a w	p i m n c	morning tide	259
2956	臼	臼	jiù	Middle_Chinese	MC	gjuwX	g j u w /²	i m n c t	mortar	1479
2957	臼	臼	jiù	Old_Chinese	OC	*C.ɡʷəʔ {*C.[ɡ]ʷ(r)əʔ}	/C gʷ ə ʔ	P i n C	mortar	1479
5852	蚉	蚉	wén	Middle_Chinese	MC	mjun	m j u n /¹	i m n c t	mosquito	2928
5853	蚉	蚉	wén	Old_Chinese	OC	*C.mən {*C.mə[n]}	/C m ə n	P i n c	mosquito	2928
5854	蚊	蚊	wén	Middle_Chinese	MC	mjun	m j u n /¹	i m n c t	mosquito	2929
5855	蚊	蚊	wén	Old_Chinese	OC	*C.mən {*C.mə[n]}	/C m ə n	P i n c	mosquito	2929
3940	母	母	mǔ	Middle_Chinese	MC	muwX	m u w /²	i n c t	mother	1971
3941	母	母	mǔ	Old_Chinese	OC	*məʔ (? or *mˁoʔ)	m ə ʔ	i n C	mother	1971
3214	魁	魁	kuí	Middle_Chinese	MC	khwoj	kʰ w o j /¹	i m n c t	mound	1608
3215	魁	魁	kuí	Old_Chinese	OC	*kʰˁuj {*[kʰ]ˁuj}	kʰˤ u j	i n c	mound	1608
3530	隴	陇	lǒng	Middle_Chinese	MC	ljowngX	l j o ŋʷ /²	i m n c t	mound	1766
3531	隴	陇	lǒng	Old_Chinese	OC	*roŋʔ {*[r]oŋʔ}	r o ŋ ʔ	i n c C	mound	1766
3494	夌	夌	líng	Middle_Chinese	MC	ling	l i ŋ /¹	i n c t	mound, hill	1748
3495	夌	夌	líng	Old_Chinese	OC	*rəŋ {*[r]əŋ}	r ə ŋ	i n c	mound, hill	1748
3496	陵	陵	líng	Middle_Chinese	MC	ling	l i ŋ /¹	i n c t	mound, hill	1749
3497	陵	陵	líng	Old_Chinese	OC	*rəŋ {*[r]əŋ}	r ə ŋ	i n c	mound, hill	1749
601	离	离	chī	Middle_Chinese	MC	trhje	ʈʰ j e /¹	i m n t	mountain demon	301
602	离	离	chī	Old_Chinese	OC	*C.r̥aj {*r̥aj}	/C r̥ a j	P i n c	mountain demon	301
4804	山	山	shān	Middle_Chinese	MC	srɛn	ʂ ɛ n /¹	i n c t	mountain, hill	2403
4805	山	山	shān	Old_Chinese	OC	*s-ŋrar	s ŋ r a r	p i m n c	mountain, hill	2403
7348	嶽	嶽	yuè	Middle_Chinese	MC	ngæwk	ŋ æ kʷ /⁴	i n c t	mountain, peak	3676
7349	嶽	嶽	yuè	Old_Chinese	OC	*ŋˁrok {*[ŋ]ˁrok}	ŋˤ r o k	i m n c	mountain, peak	3676
7350	岳	岳	yuè	Middle_Chinese	MC	ngæwk	ŋ æ kʷ /⁴	i n c t	mountain, peak	3677
7351	岳	岳	yuè	Old_Chinese	OC	*ŋˁrok {*[ŋ]ˁrok}	ŋˤ r o k	i m n c	mountain, peak	3677
855	縗	缞	cuī	Middle_Chinese	MC	tshwoj	tsʰ w o j /¹	i m n c t	mourning clothes	428
856	縗	缞	cuī	Old_Chinese	OC	*N-s.rˁuj {*[N]-s.rˁuj}	/N s rˤ u j	p P i n c	mourning clothes	428
857	衰	衰	cuī	Middle_Chinese	MC	tshwoj	tsʰ w o j /¹	i m n c t	mourning clothes	429
858	衰	衰	cuī	Old_Chinese	OC	*N-sˁruj	/N sˤ r u j	p i m n c	mourning clothes	429
4768	喪	丧	sāng	Middle_Chinese	MC	sang	s a ŋ /¹	i n c t	mourning, burial	2385
4769	喪	丧	sāng	Old_Chinese	OC	*s-mˁaŋ {*[s-m]ˁaŋ}	s mˤ a ŋ	p i n c	mourning, burial	2385
3150	口	口	kǒu	Middle_Chinese	MC	khuwX	kʰ u w /²	i n c t	mouth	1576
3151	口	口	kǒu	Old_Chinese	OC	*kʰˁoʔ {*kʰˁ(r)oʔ}	kʰˤ o ʔ	i n C	mouth	1576
1127	動	动	dòng	Middle_Chinese	MC	duwngX	d u ŋʷ /²	i n c t	move	564
1128	動	动	dòng	Old_Chinese	OC	*Cə-m-tˁoŋʔ {*[Cə-m-t]ˁoŋʔ}	/C ə m tˤ o ŋ ʔ	P N p i n c C	move	564
3374	䟏	䟏	lì	Middle_Chinese	MC	lek	l e k /⁴	i n c t	move	1688
3375	䟏	䟏	lì	Old_Chinese	OC	*rˁewk {*[r]ˁewk}	rˤ e kʷ	i n c	move	1688
1645	感	感	gǎn	Middle_Chinese	MC	komX	k o m /²	i n c t	move (emotionally) (v.t.)	823
1646	感	感	gǎn	Old_Chinese	OC	*kˁəmʔ {*kˁ[ə]mʔ}	kˤ ə m ʔ	i n c C	move (emotionally) (v.t.)	823
6012	徙	徙	xǐ	Middle_Chinese	MC	sjeX	s j e /²	i m n t	move (to)	3008
6013	徙	徙	xǐ	Old_Chinese	OC	*sajʔ {*[s]ajʔ}	s a j ʔ	i n c C	move (to)	3008
3406	䟏	䟏	lì	Middle_Chinese	MC	syak	ɕ a k /⁴	i n c t	move (v.)	1704
3407	䟏	䟏	lì	Old_Chinese	OC	*r̥ewk (dial. *r̥- › x-, palatalizing)	r̥ e kʷ	i n c	move (v.)	1704
4398	遷	迁	qiān	Middle_Chinese	MC	tshjen	tsʰ j e n /¹	i m n c t	move (v.)	2200
4399	遷	迁	qiān	Old_Chinese	OC	*tsʰar {*[tsʰ]ar}	tsʰ a r	i n c	move (v.)	2200
6810	移	移	yí	Middle_Chinese	MC	ye	j e /¹	i n t	move (v.)	3407
6811	移	移	yí	Old_Chinese	OC	*laj	l a j	i n c	move (v.)	3407
6814	迻	迻	yí	Middle_Chinese	MC	ye	j e /¹	i n t	move (v.)	3409
6815	迻	迻	yí	Old_Chinese	OC	*laj	l a j	i n c	move (v.)	3409
5312	俟	俟	sì	Middle_Chinese	MC	zriX	ʐ i /²	i n t	move on	2658
5313	俟	俟	sì	Old_Chinese	OC	*s.ɢrəʔ {*s.[ɢ]rəʔ}	s ɢ r ə ʔ	P i i n C	move on	2658
4828	愓	愓	shāng	Middle_Chinese	MC	syang	ɕ a ŋ /¹	i n c t	move straight and rapidly	2415
4829	愓	愓	shāng	Old_Chinese	OC	*l̥aŋ	l̥ a ŋ	i n c	move straight and rapidly	2415
1241	吪	吪	é	Middle_Chinese	MC	ngwa	ŋ w a /¹	i m n t	move; change	621
1242	吪	吪	é	Old_Chinese	OC	*m-qʷʰˁaj	m qʷʰˤ a j	p i n c	move; change	621
1245	訛	讹	é	Middle_Chinese	MC	ngwa	ŋ w a /¹	i m n t	move; change	623
1246	訛	讹	é	Old_Chinese	OC	*m-qʷʰˁaj	m qʷʰˤ a j	p i n c	move; change	623
6912	乂	乂	yì	Middle_Chinese	MC	ngjojH	ŋ j o j /³	i m n c t	mow, cut (v.)	3458
6913	乂	乂	yì	Old_Chinese	OC	*ŋat-s {*ŋa[t]-s}	ŋ a t s	i n c S	mow, cut (v.)	3458
6914	乂	乂	yì	Middle_Chinese	MC	ngjojH	ŋ j o j /³	i m n c t	mow; regulate	3459
6915	乂	乂	yì	Old_Chinese	OC	*ŋat-s {*ŋa[t]-s}	ŋ a t s	i n c S	mow; regulate	3459
5538	洟	洟	tì	Middle_Chinese	MC	thejH	tʰ e j /³	i n c t	mucus from the nose	2771
5539	洟	洟	tì	Old_Chinese	OC	*l̥ˁəj-s {*[l̥]ˁ[ə]j-s}	l̥ˤ ə j s	i n c S	mucus from the nose	2771
4014	泥	泥	ní	Middle_Chinese	MC	nej	n e j /¹	i n c t	mud	2008
4015	泥	泥	ní	Old_Chinese	OC	*C.nˁəj {*C.nˁ[əj]} (~ *nˁ[əj]ʔ)	/C nˤ ə j	P i n c	mud	2008
4016	泥	泥	ní	Middle_Chinese	MC	nej	n e j /¹	i n c t	mud	2009
4017	泥	泥	ní	Old_Chinese	OC	*nˁəj {*nˁ[ə]j}	nˤ ə j	i n c	mud	2009
8040	濁	浊	zhuó	Middle_Chinese	MC	dræwk	ɖ æ kʷ /⁴	i n c t	muddy	4022
8041	濁	浊	zhuó	Old_Chinese	OC	*N-tˁrok	/N tˤ r o k	p i m n c	muddy	4022
4943	葚	葚	shèn	Middle_Chinese	MC	zyimX	ʑ i m /²	i n c t	mulberry fruit	2473
4944	葚	葚	shèn	Old_Chinese	OC	*sə-dəmʔ {*sə-d[ə]mʔ}	s ə d ə m ʔ	P N i n c C	mulberry fruit	2473
4770	桑	桑	sāng	Middle_Chinese	MC	sang	s a ŋ /¹	i n c t	mulberry tree	2386
4771	桑	桑	sāng	Old_Chinese	OC	*sˁaŋ {*[s]ˁaŋ}	sˤ a ŋ	i n c	mulberry tree	2386
1807	菇	菇	gū	Middle_Chinese	MC	ku	k u /¹	i n t	mushroom	904
1808	菇	菇	gū	Old_Chinese	OC	*mə.kˁa	m ə kˤ a	P N i n	mushroom	904
3074	菌	菌	jùn	Middle_Chinese	MC	gwinX	g w i n /²	i m n c t	mushroom	1538
3075	菌	菌	jùn	Old_Chinese	OC	*ɡrunʔ {*[ɡ]runʔ}	g r u n ʔ	i m n c C	mushroom	1538
7346	樂	乐	yuè	Middle_Chinese	MC	ngæwk	ŋ æ kʷ /⁴	i n c t	music	3675
7347	樂	乐	yuè	Old_Chinese	OC	*ŋˁrawk {*[ŋ]ˁrawk}	ŋˤ r a kʷ	i m n c	music	3675
783	吹	吹	chuì	Middle_Chinese	MC	tsyhweH	tɕʰ ɥ e /³	i m n t	musical concert	392
784	吹	吹	chuì	Old_Chinese	OC	*tʰoj-s	tʰ o j s	i n c S	musical concert	392
4836	商	商	shāng	Middle_Chinese	MC	syang	ɕ a ŋ /¹	i n c t	musical note	2419
4837	商	商	shāng	Old_Chinese	OC	*s-taŋ	s t a ŋ	p i n c	musical note	2419
2796	芥	芥	jiè	Middle_Chinese	MC	kɛjH	k ɛ j /³	i n c t	mustard plant	1399
2797	芥	芥	jiè	Old_Chinese	OC	*kˁret-s {*kˁr[e][t]-s}	kˤ r e t s	i m n c S	mustard plant	1399
6552	啞	哑	yǎ	Middle_Chinese	MC	ʔæX	ʔ æ /²	i n t	mute	3278
6553	啞	哑	yǎ	Old_Chinese	OC	*ʔˁraʔ	ʔˤ r a ʔ	i m n c	mute	3278
6168	相	相	xiāng	Middle_Chinese	MC	sjang	s j a ŋ /¹	i m n c t	mutually	3086
6169	相	相	xiāng	Old_Chinese	OC	*saŋ {*[s]aŋ}	s a ŋ	i n c	mutually	3086
1115	丁	丁	dīng	Middle_Chinese	MC	teng	t e ŋ /¹	i n c t	nail (n.)	558
1116	丁	丁	dīng	Old_Chinese	OC	*tˁeŋ	tˤ e ŋ	i n c	nail (n.)	558
3896	名	名	míng	Middle_Chinese	MC	mjieng	m j/ji e ŋ /¹	i m n c t	name	1949
3897	名	名	míng	Old_Chinese	OC	*C.meŋ	/C m e ŋ	P i n c	name	1949
4706	洳	洳	rú	Middle_Chinese	MC	nyo	ɲ o /¹	i n t	name of a river	2354
4707	洳	洳	rú	Old_Chinese	OC	*na	n a	i n	name of a river	2354
5810	洧	洧	wěi	Middle_Chinese	MC	hwijX	ɣ w i j /²	i m n c t	name of a river	2907
5811	洧	洧	wěi	Old_Chinese	OC	*ɢʷrəʔ {*[ɢ]ʷrəʔ}	ɢʷ r ə ʔ	i m n C	name of a river	2907
721	楚	楚	chǔ	Middle_Chinese	MC	tsrhjoX	ʈʂʰ j o /²	i m n t	name of a state	361
722	楚	楚	chǔ	Old_Chinese	OC	*s.r̥aʔ	s r̥ a ʔ	P i n c	name of a state	361
5482	唐	唐	tāng	Middle_Chinese	MC	thang	tʰ a ŋ /¹	i n c t	name of first Shang ruler	2743
5483	唐	唐	tāng	Old_Chinese	OC	*r̥ˁaŋ {*(kə)-r̥ˁaŋ}	r̥ˤ a ŋ	i n c	name of first Shang ruler	2743
6066	狹	狭	xiá	Middle_Chinese	MC	hɛp	ɣ ɛ p /⁴	i n c t	narrow	3035
6067	狹	狭	xiá	Old_Chinese	OC	*N-kˁ‹r›ep	/N kˤ r/‹r› e p	p i m n c	narrow	3035
3542	陋	陋	lòu	Middle_Chinese	MC	luwH	l u w /³	i n c t	narrow; base (adj.)	1772
3543	陋	陋	lòu	Old_Chinese	OC	*rˁo-s {*[r]ˁo-s}	rˤ o s	i n S	narrow; base (adj.)	1772
6352	性	性	xìng	Middle_Chinese	MC	sjengH	s j e ŋ /³	i m n c t	nature	3178
6353	性	性	xìng	Old_Chinese	OC	*seŋ-s	s e ŋ s	i n c S	nature	3178
1827	轂	毂	gǔ	Middle_Chinese	MC	kuwk	k u kʷ /⁴	i n c t	nave of a wheel	914
1828	轂	毂	gǔ	Old_Chinese	OC	*kˁok {*[k]ˁok}	kˤ o k	i n c	nave of a wheel	914
2856	近	近	jìn	Middle_Chinese	MC	gjɨnX	g j ɨ n /²	i m n c t	near	1429
2857	近	近	jìn	Old_Chinese	OC	*ɡərʔ {*N-kərʔ}	g ə r ʔ	i n c C	near	1429
4022	尼	尼	ní	Middle_Chinese	MC	nrij	ɳ i j /¹	i n c t	near, close	2012
4023	尼	尼	ní	Old_Chinese	OC	*nrəj {*nr[əj]}	n r ə j	i m n c	near, close	2012
4046	暱	暱	nì	Middle_Chinese	MC	nrit	ɳ i t /⁴	i n c t	near, familiar	2024
4047	暱	暱	nì	Old_Chinese	OC	*n‹r›ik	n r/‹r› i k	i m n c	near, familiar	2024
4244	迫	迫	pò	Middle_Chinese	MC	pæk	p æ k /⁴	i n c t	near; press	2123
4245	迫	迫	pò	Old_Chinese	OC	*Cə.pˁrak	/C ə pˤ r a k	P N i m n c	near; press	2123
237	必	必	bì	Middle_Chinese	MC	pjit	p j i t /⁴	i m n c t	necessarily	119
238	必	必	bì	Old_Chinese	OC	*pit {*pi[t]}	p i t	i n c	necessarily	119
1139	脰	脰	dòu	Middle_Chinese	MC	duwH	d u w /³	i n c t	neck	570
1140	脰	脰	dòu	Old_Chinese	OC	*kə.dˁok-s	k ə dˤ o k s	P N i n c S	neck	570
2888	頸	颈	jǐng	Middle_Chinese	MC	gjieng	g j/ji e ŋ /¹	i m n c t	neck	1445
2889	頸	颈	jǐng	Old_Chinese	OC	*m-keŋ {*m-[k]eŋ} (no palatalization before *-eŋ?)	m k e ŋ	p i n c	neck	1445
2900	頸	颈	jǐng	Middle_Chinese	MC	kjiengX	k j/ji e ŋ /²	i m n c t	neck	1451
2901	頸	颈	jǐng	Old_Chinese	OC	*keŋʔ {*[k]eŋʔ} (no palatalization before *-eŋ?)	k e ŋ ʔ	i n c C	neck	1451
3502	領	领	lǐng	Middle_Chinese	MC	ljengX	l j e ŋ /²	i m n c t	neck	1752
3503	領	领	lǐng	Old_Chinese	OC	*reŋʔ {*[r]eŋʔ}	r e ŋ ʔ	i n c C	neck	1752
6214	項	项	xiàng	Middle_Chinese	MC	hæwngX	ɣ æ ŋʷ /²	i n c t	neck	3109
6215	項	项	xiàng	Old_Chinese	OC	*ɡˁroŋʔ {*[ɡ]ˁroŋʔ}	gˤ r o ŋ ʔ	i m n c C	neck	3109
7656	箴	箴	zhēn	Middle_Chinese	MC	tsyim	tɕ i m /¹	i n c t	needle	3830
7657	箴	箴	zhēn	Old_Chinese	OC	*t.kəm {*t.[k]əm}	t + k ə m	t + i n c	needle	3830
5220	鉥	鉥	shù	Middle_Chinese	MC	zywit	ʑ w i t /⁴	i m n c t	needle; lead	2612
5221	鉥	鉥	shù	Old_Chinese	OC	*Cə-lut	/C ə l u t	P N i n c	needle; lead	2612
521	巢	巢	cháo	Middle_Chinese	MC	dzræw	ɖʐ æ w /¹	i n c t	nest	261
522	巢	巢	cháo	Old_Chinese	OC	*dzˁraw {*[dz]ˁraw}	dzˤ r a w	i i n c	nest	261
1803	罛	罛	gū	Middle_Chinese	MC	ku	k u /¹	i n t	net	902
1804	罛	罛	gū	Old_Chinese	OC	*kʷˁa	kʷˤ a	i n	net	902
2005	罕	罕	hǎn	Middle_Chinese	MC	xanX	x a n /²	i n c t	net	1003
2006	罕	罕	hǎn	Old_Chinese	OC	*qʰˁarʔ {*qʰˁa[r]ʔ}	qʰˤ a r ʔ	i n c C	net	1003
5748	罔	罔	wǎng	Middle_Chinese	MC	mjangX	m j a ŋ /²	i m n c t	net	2876
5749	罔	罔	wǎng	Old_Chinese	OC	*C.maŋʔ	/C m a ŋ ʔ	P i n c C	net	2876
5752	網	网	wǎng	Middle_Chinese	MC	mjangX	m j a ŋ /²	i m n c t	net	2878
5753	網	网	wǎng	Old_Chinese	OC	*maŋʔ	m a ŋ ʔ	i n c C	net	2878
5754	网	网	wǎng	Middle_Chinese	MC	mjangX	m j a ŋ /²	i m n c t	net	2879
5755	网	网	wǎng	Old_Chinese	OC	*maŋʔ	m a ŋ ʔ	i n c C	net	2879
6306	新	新	xīn	Middle_Chinese	MC	sin	s i n /¹	i n c t	new	3155
6307	新	新	xīn	Old_Chinese	OC	*C.sin {*C.si[n]}	/C s i n	P i n c	new	3155
1391	朏	朏	fěi	Middle_Chinese	MC	phjɨjX	pʰ j ɨ j /²	i m n c t	new light of the moon	696
1392	朏	朏	fěi	Old_Chinese	OC	*pʰəjʔ {*pʰ[ə]jʔ}	pʰ ə j ʔ	i n c C	new light of the moon	696
4248	霸	霸	pò	Middle_Chinese	MC	phæk	pʰ æ k /⁴	i n c t	new moon	2125
4249	霸	霸	pò	Old_Chinese	OC	*pʰˁrak	pʰˤ r a k	i m n c	new moon	2125
7918	酎	酎	zhòu	Middle_Chinese	MC	drjuwX	ɖ j u w /²	i m n c t	new spirits made to ferment by addition of older spirits	3961
7919	酎	酎	zhòu	Old_Chinese	OC	*druʔ {*[d]ruʔ}	d r u ʔ	i m n C	new spirits made to ferment by addition of older spirits	3961
6934	翊	翊	yì	Middle_Chinese	MC	yik	j i k /⁴	i n c t	next day	3469
6935	翊	翊	yì	Old_Chinese	OC	*N.rək {*[N].rəp} (dial. › *-k)	/N r ə k	P i n c	next day	3469
6936	翌	翌	yì	Middle_Chinese	MC	yik	j i k /⁴	i n c t	next day	3470
6937	翌	翌	yì	Old_Chinese	OC	*N.rəp {*[N].rəp}	/N r ə p	P i n c	next day	3470
6782	夜	夜	yè	Middle_Chinese	MC	yæH	j æ /³	i n t	night	3393
6783	夜	夜	yè	Old_Chinese	OC	*N.rak-s {*N.rAk-s}	/N r a k s	P i n c S	night	3393
6236	宵	宵	xiāo	Middle_Chinese	MC	sjew	s j e w /¹	i m n c t	night, evening	3120
6237	宵	宵	xiāo	Old_Chinese	OC	*sew {*[s]ew}	s e w	i n c	night, evening	3120
6448	儇	儇	xuān	Middle_Chinese	MC	xjwien	x ɥ/jwi e n /¹	i m n c t	nimble, smart	3226
6449	儇	儇	xuān	Old_Chinese	OC	*qʷʰen	qʷʰ e n	i n c	nimble, smart	3226
2940	九	九	jiǔ	Middle_Chinese	MC	kjuwX	k j u w /²	i m n c t	nine	1471
2941	九	九	jiǔ	Old_Chinese	OC	*kuʔ {*[k]uʔ}	k u ʔ	i n C	nine	1471
3060	爵	爵	jué	Middle_Chinese	MC	tsjak	ts j a k /⁴	i m n c t	nobility, rank	1531
3061	爵	爵	jué	Old_Chinese	OC	*tsewk {*[ts]ewk}	ts e kʷ	i n c	nobility, rank	1531
6444	軒	轩	xuān	Middle_Chinese	MC	xjon	x j o n /¹	i m n c t	nobleman's carriage	3224
6445	軒	轩	xuān	Old_Chinese	OC	*qʰar {*qʰa[r]}	qʰ a r	i n c	nobleman's carriage	3224
2285	詤	詤	huǎng	Middle_Chinese	MC	xwang	x w a ŋ /¹	i m n c t	nonsense, lies	1143
2286	詤	詤	huǎng	Old_Chinese	OC	*m̥ˁaŋ	m̥ˤ a ŋ	i n c	nonsense, lies	1143
3656	率	率	lǜ	Middle_Chinese	MC	lwit	l w i t /⁴	i m n c t	norm, standard	1829
3657	率	率	lǜ	Old_Chinese	OC	*rut {*[r]ut}	r u t	i n c	norm, standard	1829
131	北	北	běi	Middle_Chinese	MC	pok	p o k /⁴	i n c t	north	66
132	北	北	běi	Old_Chinese	OC	*pˁək	pˤ ə k	i n c	north	66
165	鼻	鼻	bí	Middle_Chinese	MC	bjijH	b j i j /³	i m n c t	nose	83
166	鼻	鼻	bí	Old_Chinese	OC	*m-bit-s {*m-[b]i[t]-s}	m b i t s	p i n c S	nose	83
365	不	不	bù	Middle_Chinese	MC	pjuw	p j u w /¹	i m n c t	not	183
366	不	不	bù	Old_Chinese	OC	*pə	p ə	i n	not	183
1465	否	否	fǒu	Middle_Chinese	MC	pjuwX	p j u w /²	i m n c t	not	733
1466	否	否	fǒu	Old_Chinese	OC	*pəʔ	p ə ʔ	i n C	not	733
5922	勿	勿	wù	Middle_Chinese	MC	mjut	m j u t /⁴	i m n c t	not ... it	2963
5923	勿	勿	wù	Old_Chinese	OC	*mut	m u t	i n c	not ... it	2963
5888	无	无	wú	Middle_Chinese	MC	mju	m j u /¹	i m n t	not have	2946
5889	无	无	wú	Old_Chinese	OC	*ma	m a	i n	not have	2946
5890	無	无	wú	Middle_Chinese	MC	mju	m j u /¹	i m n t	not have	2947
5891	無	无	wú	Old_Chinese	OC	*ma	m a	i n	not have	2947
3816	靡	靡	mǐ	Middle_Chinese	MC	mjeX	m j e /²	i m n t	not have, not exist	1909
3817	靡	靡	mǐ	Old_Chinese	OC	*majʔ {*m(r)ajʔ}	m a j ʔ	i n c C	not have, not exist	1909
5840	未	未	wèi	Middle_Chinese	MC	mjɨjH	m j ɨ j /³	i m n c t	not yet	2922
5841	未	未	wèi	Old_Chinese	OC	*mət-s {*m[ə]t-s}	m ə t s	i n c S	not yet	2922
729	畜	畜	chù	Middle_Chinese	MC	trhjuwH	ʈʰ j u w /³	i m n c t	nourish	365
730	畜	畜	chù	Old_Chinese	OC	*qʰ‹r›uk-s	qʰ r/‹r› u k s	i m n c S	nourish	365
731	畜	畜	chù	Middle_Chinese	MC	trhjuwk	ʈʰ j u kʷ /⁴	i m n c t	nourish	366
732	畜	畜	chù	Old_Chinese	OC	*qʰ‹r›uk	qʰ r/‹r› u k	i m n c	nourish	366
6420	畜	畜	xù	Middle_Chinese	MC	xjuwH	x j u w /³	i m n c t	nourish	3212
6421	畜	畜	xù	Old_Chinese	OC	*qʰuk-s	qʰ u k s	i n c S	nourish	3212
6422	畜	畜	xù	Middle_Chinese	MC	xjuwk	x j u kʷ /⁴	i m n c t	nourish	3213
6423	畜	畜	xù	Old_Chinese	OC	*qʰuk	qʰ u k	i n c	nourish	3213
7266	鬻	鬻	yù	Middle_Chinese	MC	yuwk	j u kʷ /⁴	i n c t	nourish	3635
7267	鬻	鬻	yù	Old_Chinese	OC	*m-quk	m q u k	p i n c	nourish	3635
6720	養	养	yǎng	Middle_Chinese	MC	yangX	j a ŋ /²	i n c t	nourish, raise	3362
6721	養	养	yǎng	Old_Chinese	OC	*ɢaŋʔ {*[ɢ](r)aŋʔ}	ɢ a ŋ ʔ	i n c C	nourish, raise	3362
2812	今	今	jīn	Middle_Chinese	MC	kim	k i m /¹	i n c t	now	1407
2813	今	今	jīn	Old_Chinese	OC	*krəm {*[k]r[ə]m}	k r ə m	i m n c	now	1407
1397	蜚	蜚	fěi	Middle_Chinese	MC	pjɨjX	p j ɨ j /²	i m n c t	noxious insect	699
1398	蜚	蜚	fěi	Old_Chinese	OC	*pəjʔ	p ə j ʔ	i n c C	noxious insect	699
