ID	CHARACTER	SIMPLIFIED_CHARACTER	PINYIN	DOCULECT	DOCULECT_IN_SOURCE	READING	SEGMENTS	CONTEXT	CONCEPT	COGNATE_CLASS
3207	頄	頄	kuí	Old_Chinese	OC	*ɡʷru {*[ɡ]ʷru}	gʷ r u	i i n	cheek bone, bones of the face	1604
3208	頯	頯	kuí	Middle_Chinese	MC	gwij	g w i j /¹	i m n c t	cheek bone, bones of the face	1605
3209	頯	頯	kuí	Old_Chinese	OC	*ɡʷrə {*[ɡ]ʷrə}	gʷ r ə	i i n	cheek bone, bones of the face	1605
3174	快	快	kuài	Middle_Chinese	MC	khwæjH	kʰ w æ j /³	i m n c t	cheerful	1588
3175	快	快	kuài	Old_Chinese	OC	*kʷʰˁret-s {*[k]ʷʰˁret-s}	kʷʰˤ r e t s	i i n c S	cheerful	1588
6818	怡	怡	yí	Middle_Chinese	MC	yi	j i /¹	i n t	cheerful	3411
6819	怡	怡	yí	Old_Chinese	OC	*lə	l ə	i n	cheerful	3411
6426	慉	慉	xù	Middle_Chinese	MC	xjuwk	x j u kʷ /⁴	i m n c t	cherish	3215
6427	慉	慉	xù	Old_Chinese	OC	*qʰuk	qʰ u k	i n c	cherish	3215
4310	棋	棋	qí	Middle_Chinese	MC	gi	g i /¹	i n t	chess, board game	2156
4311	棋	棋	qí	Old_Chinese	OC	*Cə.ɡə {*Cə.[ɡ](r)ə}	/C ə g ə	P N i n	chess, board game	2156
3388	栗	栗	lì	Middle_Chinese	MC	lit	l i t /⁴	i n c t	chestnut tree	1695
3389	栗	栗	lì	Old_Chinese	OC	*rit {*[r]i[t]}	r i t	i n c	chestnut tree	1695
2719	噍	噍	jiào	Middle_Chinese	MC	dzjewH	dz j e w /³	i m n c t	chew	1360
2720	噍	噍	jiào	Old_Chinese	OC	*dzewk-s {*[dz]ewk-s}	dz e kʷ s	i n c S	chew	1360
3430	僆	僆	liàn	Middle_Chinese	MC	ljenH	l j e n /³	i m n c t	chick	1716
3431	僆	僆	liàn	Old_Chinese	OC	*k.ran-s {*k.r[a]n-s}	k r a n s	P i n c S	chick	1716
7944	瘃	瘃	zhú	Middle_Chinese	MC	trjowk	ʈ j o kʷ /⁴	i m n c t	chilblain	3974
7945	瘃	瘃	zhú	Old_Chinese	OC	*trok {*[t]rok}	t r o k	i m n c	chilblain	3974
1275	兒	儿	ér	Middle_Chinese	MC	nye	ɲ e /¹	i n t	child	638
1276	兒	儿	ér	Old_Chinese	OC	*ŋe	ŋ e	i n	child	638
1971	孩	孩	hái	Middle_Chinese	MC	hoj	ɣ o j /¹	i n c t	child	986
1972	孩	孩	hái	Old_Chinese	OC	*ɡˁə {*[ɡ]ˁə}	gˤ ə	i n	child	986
8084	子	子	zǐ	Middle_Chinese	MC	tsiX	ts i /²	i n t	child; gentleman, master	4044
8085	子	子	zǐ	Old_Chinese	OC	*tsəʔ	ts ə ʔ	i n C	child; gentleman, master	4044
6824	𦣞	𦣞	yí	Middle_Chinese	MC	yi	j i /¹	i n t	chin	3414
6825	𦣞	𦣞	yí	Old_Chinese	OC	*ɢə {*[ɢ](r)ə}	ɢ ə	i n	chin	3414
7454	鑿	凿	záo	Middle_Chinese	MC	dzak	dz a k /⁴	i n c t	chisel	3729
7455	鑿	凿	záo	Old_Chinese	OC	*dzˁawk {*[dz]ˁawk}	dzˤ a kʷ	i n c	chisel	3729
6764	噎	噎	yē	Middle_Chinese	MC	ʔet	ʔ e t /⁴	i n c t	choke	3384
6765	噎	噎	yē	Old_Chinese	OC	*qˁik	qˤ i k	i n c	choke	3384
6476	選	选	xuǎn	Middle_Chinese	MC	sjwenX	s ɥ e n /²	i m n c t	choose; count	3240
6477	選	选	xuǎn	Old_Chinese	OC	*sonʔ {*[s]o[n]ʔ}	s o n ʔ	i n c C	choose; count	3240
1515	刜	刜	fú	Middle_Chinese	MC	phjut	pʰ j u t /⁴	i m n c t	chop (v.)	758
1516	刜	刜	fú	Old_Chinese	OC	*pʰut	pʰ u t	i n c	chop (v.)	758
8050	斲	斲	zhuó	Middle_Chinese	MC	træwk	ʈ æ kʷ /⁴	i n c t	chop, cleave	4027
8051	斲	斲	zhuó	Old_Chinese	OC	*Cə.tˁrok	/C ə tˤ r o k	P N i m n c	chop, cleave	4027
7644	椹	椹	zhēn	Middle_Chinese	MC	trim	ʈ i m /¹	i n c t	chopping-block	3824
7645	椹	椹	zhēn	Old_Chinese	OC	*trəm {*tr[ə]m}	t r ə m	i m n c	chopping-block	3824
2547	梜	梜	jiā	Middle_Chinese	MC	kæp	k æ p /¹	i n c t	chopsticks	1274
2548	梜	梜	jiā	Old_Chinese	OC	*kˁ‹r›ep	kˤ r/‹r› e p	i m n c	chopsticks	1274
1835	錮	锢	gù	Middle_Chinese	MC	kuH	k u /³	i n t	chronic (of illness)	918
1836	錮	锢	gù	Old_Chinese	OC	*C.qˁaʔ-s	/C qˤ a ʔ s	P i n c S	chronic (of illness)	918
1843	痼	痼	gù	Middle_Chinese	MC	kuH	k u /³	i n t	chronic (of illness)	922
1844	痼	痼	gù	Old_Chinese	OC	*kˁa-s {*[k]ˁa-s}	kˤ a s	i n S	chronic (of illness)	922
479	蟬	蝉	chán	Middle_Chinese	MC	dzyen	dʑ e n /¹	i n c t	cicada	240
480	蟬	蝉	chán	Old_Chinese	OC	*dar {*[d]a[r]}	d a r	i n c	cicada	240
937	丹	丹	dān	Middle_Chinese	MC	tan	t a n /¹	i n c t	cinnabar	469
938	丹	丹	dān	Old_Chinese	OC	*tˁan	tˤ a n	i n c	cinnabar	469
7288	員	员	yuán	Middle_Chinese	MC	hjwen	ɣ ɥ e n /¹	i m n c t	circle; round	3646
7289	員	员	yuán	Old_Chinese	OC	*ɢʷren {*[ɢ]ʷre[n]}	ɢʷ r e n	i m n c	circle; round	3646
219	璧	璧	bì	Middle_Chinese	MC	pjiek	p j/ji e k /⁴	i m n c t	circular jade insignium	110
220	璧	璧	bì	Old_Chinese	OC	*pek	p e k	i n c	circular jade insignium	110
5066	勢	势	shì	Middle_Chinese	MC	syejH	ɕ e j /³	i n c t	circumstances, setting	2535
5067	勢	势	shì	Old_Chinese	OC	*ŋ̊et-s	ŋ̊ e t s	i n c S	circumstances, setting	2535
5064	埶	埶	shì	Middle_Chinese	MC	syejH	ɕ e j /³	i n c t	circumstances; setting	2534
5065	埶	埶	shì	Old_Chinese	OC	*ŋ̊et-s	ŋ̊ e t s	i n c S	circumstances; setting	2534
577	城	城	chéng	Middle_Chinese	MC	dzyeng	dʑ e ŋ /¹	i n c t	city wall	289
578	城	城	chéng	Old_Chinese	OC	*Cə.deŋ {*Cə.[d]eŋ}	/C ə d e ŋ	P N i n c	city wall	289
6876	邑	邑	yì	Middle_Chinese	MC	ʔip	ʔ i p /⁴	i n c t	city, town	3440
6877	邑	邑	yì	Old_Chinese	OC	*qəp {*q(r)[ə]p}	q ə p	i n c	city, town	3440
4939	蜃	蜃	shèn	Middle_Chinese	MC	dzyinX	dʑ i n /²	i n c t	clam, oyster	2471
4940	蜃	蜃	shèn	Old_Chinese	OC	*dərʔ {*[d]ərʔ}	d ə r ʔ	i n c C	clam, oyster	2471
5040	氏	氏	shì	Middle_Chinese	MC	dzyeX	dʑ e /²	i n t	clan	2522
5041	氏	氏	shì	Old_Chinese	OC	*k.deʔ	k d e ʔ	P i n C	clan	2522
8108	族	族	zú	Middle_Chinese	MC	dzuwk	dz u kʷ /⁴	i n c t	clan	4056
8109	族	族	zú	Old_Chinese	OC	*dzˁok {*[dz]ˁok}	dzˤ o k	i n c	clan	4056
7702	震	震	zhèn	Middle_Chinese	MC	tsyinH	tɕ i n /³	i n c t	clap of thunder	3853
7703	震	震	zhèn	Old_Chinese	OC	*tər-s	t ə r s	i n c S	clap of thunder	3853
7594	爪	爪	zhǎo	Middle_Chinese	MC	tsræwX	ʈʂ æ w /²	i n c t	claw	3799
7595	爪	爪	zhǎo	Old_Chinese	OC	*[ts]ˁruʔ	tsˤ r u ʔ	i m c C	claw	3799
4476	堇	堇	qín	Middle_Chinese	MC	gin	g i n /¹	i n c t	clay	2239
4477	堇	堇	qín	Old_Chinese	OC	*ɡrər {*[ɡ]rə[r]}	g r ə r	i m n c	clay	2239
7770	埴	埴	zhí	Middle_Chinese	MC	dzyik	dʑ i k /⁴	i n c t	clay	3887
7771	埴	埴	zhí	Old_Chinese	OC	*dək {*[d]ək}	d ə k	i n c	clay	3887
2906	淨	淨	jìng	Middle_Chinese	MC	dzjengH	dz j e ŋ /³	i m n c t	clean (adj.)	1454
2907	淨	淨	jìng	Old_Chinese	OC	*N-tseŋ-s	/N ts e ŋ s	p i n c S	clean (adj.)	1454
2908	淨	淨	jìng	Middle_Chinese	MC	dzjengH	dz j e ŋ /³	i m n c t	cleanse (v.t.)	1455
2909	淨	淨	jìng	Old_Chinese	OC	*m-tseŋ-s	m ts e ŋ s	p i n c S	cleanse (v.t.)	1455
823	泚	泚	cǐ	Middle_Chinese	MC	tshjeX	tsʰ j e /²	i m n t	clear (adj.)	412
824	泚	泚	cǐ	Old_Chinese	OC	*tsʰeʔ {*[tsʰ]e(j)ʔ}	tsʰ e ʔ	i n C	clear (adj.)	412
4498	清	清	qīng	Middle_Chinese	MC	tshjeng	tsʰ j e ŋ /¹	i m n c t	clear (adj.)	2250
4499	清	清	qīng	Old_Chinese	OC	*tsʰeŋ	tsʰ e ŋ	i n c	clear (adj.)	2250
4500	晴	晴	qíng	Middle_Chinese	MC	dzjeng	dz j e ŋ /¹	i m n c t	clear (weather)	2251
4501	晴	晴	qíng	Old_Chinese	OC	*N-tsʰeŋ	/N tsʰ e ŋ	p i n c	clear (weather)	2251
2039	薅	薅	hāo	Middle_Chinese	MC	xaw	x a w /¹	i n c t	clear away, weed (v.)	1020
2040	薅	薅	hāo	Old_Chinese	OC	*qʰˁu	qʰˤ u	i n	clear away, weed (v.)	1020
5536	薙	薙	tì	Middle_Chinese	MC	thejH	tʰ e j /³	i n c t	clear weeds	2770
5537	薙	薙	tì	Old_Chinese	OC	*l̥ˁij-s	l̥ˤ i j s	i n c S	clear weeds	2770
2027	厂	厂	hàn	Middle_Chinese	MC	xanH	x a n /³	i n c t	cliff	1014
2028	厂	厂	hàn	Old_Chinese	OC	*ŋ̊ˁar-s {*ŋ̊ˁar(ʔ)-s}	ŋ̊ˤ a r s	i n c S	cliff	1014
2031	厂	厂	hàn	Middle_Chinese	MC	xanX	x a n /²	i n c t	cliff	1016
2032	厂	厂	hàn	Old_Chinese	OC	*ŋ̊ˁarʔ	ŋ̊ˤ a r ʔ	i n c C	cliff	1016
5770	崴	崴	wēi	Middle_Chinese	MC	ʔwɛj	ʔ w ɛ j /¹	i m n c t	cliffy, high	2887
5771	崴	崴	wēi	Old_Chinese	OC	*qˁruj	qˤ r u j	i m n c	cliffy, high	2887
4192	被	被	pì	Middle_Chinese	MC	phjeH	pʰ j e /³	i m n t	cloak	2097
4193	被	被	pì	Old_Chinese	OC	*pʰaj-s {*pʰ(r)aj-s}	pʰ a j s	i n c S	cloak	2097
3176	塊	块	kuài	Middle_Chinese	MC	khwɛjH	kʰ w ɛ j /³	i m n c t	clod, lump	1589
3177	塊	块	kuài	Old_Chinese	OC	*kʰˁ‹r›uj-s {*[kʰ]ˁ‹r›uj-s}	kʰˤ r/‹r› u j s	i m n c S	clod, lump	1589
3178	塊	块	kuài	Middle_Chinese	MC	khwojH	kʰ w o j /³	i m n c t	clod; lump	1590
3179	塊	块	kuài	Old_Chinese	OC	*kʰˁuj-s {*[kʰ]ˁuj-s}	kʰˤ u j s	i n c S	clod; lump	1590
203	閉	闭	bì	Middle_Chinese	MC	pejH	p e j /³	i n c t	close (v.); obstruct	102
204	閉	闭	bì	Old_Chinese	OC	*pˁit-s {*pˁi[t]-s}	pˤ i t s	i n c S	close (v.); obstruct	102
4048	昵	昵	nì	Middle_Chinese	MC	nrit	ɳ i t /⁴	i n c t	close, intimate	2025
4049	昵	昵	nì	Old_Chinese	OC	*nrit {*nri[t]}	n r i t	i m n c	close, intimate	2025
4462	親	亲	qīn	Middle_Chinese	MC	tshin	tsʰ i n /¹	i n c t	close; parents	2232
4463	親	亲	qīn	Old_Chinese	OC	*tsʰin {*[tsʰ]i[n]}	tsʰ i n	i n c	close; parents	2232
367	布	布	bù	Middle_Chinese	MC	puH	p u /³	i n t	cloth	184
368	布	布	bù	Old_Chinese	OC	*pˁa-s	pˤ a s	i n S	cloth	184
369	布	布	bù	Middle_Chinese	MC	puH	p u /³	i n t	cloth	185
370	布	布	bù	Old_Chinese	OC	*pˁa-s	pˤ a s	i n S	cloth	185
6792	衣	衣	yī	Middle_Chinese	MC	ʔjɨj	ʔ j ɨ j /¹	i m n c t	clothes	3398
6793	衣	衣	yī	Old_Chinese	OC	*ʔəj {*ʔ(r)əj}	ʔ ə j	i n c	clothes	3398
2301	楎	楎	huī	Middle_Chinese	MC	xjwɨj	x ɥ ɨ j /¹	i m n c t	clothes-peg	1151
2302	楎	楎	huī	Old_Chinese	OC	*qʷʰər	qʷʰ ə r	i n c	clothes-peg	1151
7378	雲	云	yún	Middle_Chinese	MC	hjun	ɣ j u n /¹	i m n c t	cloud	3691
7379	雲	云	yún	Old_Chinese	OC	*ɢʷən {*[ɢ]ʷə[n]}	ɢʷ ə n	i n c	cloud	3691
4370	氣	气	qì	Middle_Chinese	MC	khjɨjH	kʰ j ɨ j /³	i m n c t	cloudy vapors	2186
4371	氣	气	qì	Old_Chinese	OC	*kʰəp-s {*[k]ʰəp-s}	kʰ ə p s	i n c S	cloudy vapors	2186
2089	褐	褐	hè	Middle_Chinese	MC	hat	ɣ a t /⁴	i n c t	coarse cloth	1045
2090	褐	褐	hè	Old_Chinese	OC	*ɢˁat {*[ɢ]ˁat}	ɢˤ a t	i n c	coarse cloth	1045
845	粗	粗	cū	Middle_Chinese	MC	tshu	tsʰ u /¹	i n t	coarse, thick (as hair)	423
846	粗	粗	cū	Old_Chinese	OC	*N-sˁra	/N sˤ r a	p i m n	coarse, thick (as hair)	423
3080	鎧	铠	kǎi	Middle_Chinese	MC	khojH	kʰ o j /³	i n c t	coat of mail	1541
3081	鎧	铠	kǎi	Old_Chinese	OC	*C.qʰˁəjʔ-s	/C qʰˤ ə j ʔ s	P i n c C S	coat of mail	1541
3086	鎧	铠	kǎi	Middle_Chinese	MC	khojX	kʰ o j /²	i n c t	coat of mail	1544
3087	鎧	铠	kǎi	Old_Chinese	OC	*C.qʰˁəjʔ	/C qʰˤ ə j ʔ	P i n c C	coat of mail	1544
2954	柩	柩	jiù	Middle_Chinese	MC	gjuwH	g j u w /³	i m n c t	coffin (with corpse)	1478
2955	柩	柩	jiù	Old_Chinese	OC	*ɡʷə-s {*[ɡ]ʷə-s}	gʷ ə s	i n S	coffin (with corpse)	1478
411	凔	凔	cāng	Middle_Chinese	MC	tshang	tsʰ a ŋ /¹	i n c t	cold	206
412	凔	凔	cāng	Old_Chinese	OC	*tsʰˁaŋ {*[tsʰ]ˁaŋ}	tsʰˤ a ŋ	i n c	cold	206
1985	寒	寒	hán	Middle_Chinese	MC	han	ɣ a n /¹	i n c t	cold	993
1986	寒	寒	hán	Old_Chinese	OC	*Cə.ɡˁan {*Cə.[ɡ]ˁa[n]}	/C ə gˤ a n	P N i n c	cold	993
2737	喈	喈	jiē	Middle_Chinese	MC	kɛj	k ɛ j /¹	i n c t	cold	1369
2738	喈	喈	jiē	Old_Chinese	OC	*kˁrəj	kˤ r ə j	i m n c	cold	1369
3436	涼	凉	liáng	Middle_Chinese	MC	ljang	l j a ŋ /¹	i m n c t	cold	1719
3437	涼	凉	liáng	Old_Chinese	OC	*C.raŋ	/C r a ŋ	P i n c	cold	1719
3484	凜	凛	lǐn	Middle_Chinese	MC	limX	l i m /²	i n c t	cold	1743
3485	凜	凛	lǐn	Old_Chinese	OC	*rəmʔ {*[r][ə]mʔ}	r ə m ʔ	i n c C	cold	1743
155	崩	崩	bēng	Middle_Chinese	MC	pong	p o ŋ /¹	i n c t	collapse (v., of a mountain)	78
156	崩	崩	bēng	Old_Chinese	OC	*Cə.pˁəŋ	/C ə pˤ ə ŋ	P N i n c	collapse (v., of a mountain)	78
2810	䘳	䘳	jīn	Middle_Chinese	MC	kim	k i m /¹	i n c t	collar or lapel	1406
2811	䘳	䘳	jīn	Old_Chinese	OC	*k‹r›əm {*k‹r›[ə]m}	k r/‹r› ə m	i m n c	collar or lapel	1406
8102	綜	综	zòng	Middle_Chinese	MC	tsowngH	ts o ŋʷ /³	i n c t	collect (v.)	4053
8103	綜	综	zòng	Old_Chinese	OC	*s-tˁuŋ-s	s tˤ u ŋ s	p i n c S	collect (v.)	4053
4550	遒	遒	qiú	Middle_Chinese	MC	tsjuw	ts j u w /¹	i m n c t	collect, bring together	2276
4551	遒	遒	qiú	Old_Chinese	OC	*tsu	ts u	i n	collect, bring together	2276
861	萃	萃	cuì	Middle_Chinese	MC	dzwijH	dz w i j /³	i m n c t	collect, crowd	431
862	萃	萃	cuì	Old_Chinese	OC	*dzəp-s {*[dz][ə]p-s}	dz ə p s	i n c S	collect, crowd	431
6416	蓄	蓄	xù	Middle_Chinese	MC	trhjuwk	ʈʰ j u kʷ /⁴	i m n c t	collect, store	3210
6417	蓄	蓄	xù	Old_Chinese	OC	*qʰ‹r›uk	qʰ r/‹r› u k	i m n c	collect, store	3210
5110	收	收	shōu	Middle_Chinese	MC	syuw	ɕ u w /¹	i n c t	collect; harvest	2557
5111	收	收	shōu	Old_Chinese	OC	*s-kiw	s k i w	p i n c	collect; harvest	2557
8130	最	最	zuì	Middle_Chinese	MC	tswajH	ts w a j /³	i m n c t	collect; most	4067
8131	最	最	zuì	Old_Chinese	OC	*tsˁot-s {*[ts]ˁot-s}	tsˤ o t s	i n c S	collect; most	4067
5804	委	委	wěi	Middle_Chinese	MC	ʔjweX	ʔ ɥ e /²	i m n t	collect; store	2904
5805	委	委	wěi	Old_Chinese	OC	*qojʔ {*q(r)ojʔ}	q o j ʔ	i n c C	collect; store	2904
4788	色	色	sè	Middle_Chinese	MC	srik	ʂ i k /⁴	i n c t	color; countenance	2395
4789	色	色	sè	Old_Chinese	OC	*srək	s r ə k	i m n c	color; countenance	2395
379	采	采	cǎi	Middle_Chinese	MC	tshojX	tsʰ o j /²	i n c t	colorful	190
380	采	采	cǎi	Old_Chinese	OC	*N-sˁrəʔ	/N sˤ r ə ʔ	p i m n C	colorful	190
381	彩	彩	cǎi	Middle_Chinese	MC	tshojX	tsʰ o j /²	i n c t	colorful	191
382	彩	彩	cǎi	Old_Chinese	OC	*N-sˁrəʔ	/N sˤ r ə ʔ	p i m n C	colorful	191
5150	梳	梳	shū	Middle_Chinese	MC	srjo	ʂ j o /¹	i m n t	comb	2577
5151	梳	梳	shū	Old_Chinese	OC	*sra	s r a	i m n	comb	2577
299	并	并	bīng	Middle_Chinese	MC	pjieng	p j/ji e ŋ /¹	i m n c t	combine two things	150
300	并	并	bīng	Old_Chinese	OC	*peŋ	p e ŋ	i n c	combine two things	150
325	并	并	bìng	Middle_Chinese	MC	pjiengH	p j/ji e ŋ /³	i m n c t	combine two things	163
326	并	并	bìng	Old_Chinese	OC	*peŋ-s	p e ŋ s	i n c S	combine two things	163
223	比	比	bì	Middle_Chinese	MC	pjijH	p j i j /³	i m n c t	combine; all	112
224	比	比	bì	Old_Chinese	OC	*pij-s	p i j s	i n c S	combine; all	112
2593	兼	兼	jiān	Middle_Chinese	MC	kem	k e m /¹	i n c t	combine; at the same time	1297
2594	兼	兼	jiān	Old_Chinese	OC	*kˁem {*[k]ˁem}	kˤ e m	i n c	combine; at the same time	1297
3252	來	来	lái	Middle_Chinese	MC	loj	l o j /¹	i n c t	come	1627
3253	來	来	lái	Old_Chinese	OC	*rˁək (› *rˁə)	rˤ ə k	i n c	come	1627
1789	覯	觏	gòu	Middle_Chinese	MC	kuwH	k u w /³	i n c t	come across, meet with	895
1790	覯	觏	gòu	Old_Chinese	OC	*kˁo-s {*kˁ(r)o-s}	kˤ o s	i n S	come across, meet with	895
923	迨	迨	dài	Middle_Chinese	MC	dojX	d o j /²	i n c t	come to	462
924	迨	迨	dài	Old_Chinese	OC	*lˁəʔ	lˤ ə ʔ	i n C	come to	462
2329	會	会	huì	Middle_Chinese	MC	hwajH	ɣ w a j /³	i m n c t	come together	1165
2330	會	会	huì	Old_Chinese	OC	*m-kˁop-s	m kˤ o p s	p i n c S	come together	1165
4546	逑	逑	qiú	Middle_Chinese	MC	gjuw	g j u w /¹	i m n c t	come together; mate (n.)	2274
4547	逑	逑	qiú	Old_Chinese	OC	*ɡu {*ɡ(r)u}	g u	i n	come together; mate (n.)	2274
421	曹	曹	cáo	Middle_Chinese	MC	dzaw	dz a w /¹	i n c t	come together; pair	211
422	曹	曹	cáo	Old_Chinese	OC	*N-tsˁu	/N tsˤ u	p i n	come together; pair	211
137	孛	孛	bèi	Middle_Chinese	MC	bwojH	b w o j /³	i m n c t	comet	69
138	孛	孛	bèi	Old_Chinese	OC	*bˁut-s {*[b]ˁ[u]t-s}	bˤ u t s	i n c S	comet	69
5370	綏	绥	suí	Middle_Chinese	MC	swij	s w i j /¹	i m n c t	comfort (v.)	2687
5371	綏	绥	suí	Old_Chinese	OC	*s.nuj	s n u j	P i n c	comfort (v.)	2687
273	便	便	biàn	Middle_Chinese	MC	bjienH	b j/ji e n /³	i m n c t	comfortable; advantageous	137
274	便	便	biàn	Old_Chinese	OC	*ben-s {*[b]e[n]-s}	b e n s	i n c S	comfortable; advantageous	137
3898	命	命	mìng	Middle_Chinese	MC	mjængH	m j æ ŋ /³	i m n c t	command	1950
3899	命	命	mìng	Old_Chinese	OC	*mə-riŋ-s (dial. › *mreŋ-s)	m ə r i ŋ s	P N m n c S	command	1950
2047	號	号	háo	Middle_Chinese	MC	hawH	ɣ a w /³	i n c t	command, call (n.)	1024
2048	號	号	háo	Old_Chinese	OC	*Cə.ɡaw-s {*Cə.[ɡ]ˁaw-s}	/C ə g a w s	P N i n c S	command, call (n.)	1024
739	俶	俶	chù	Middle_Chinese	MC	tsyhuwk	tɕʰ u kʷ /⁴	i n c t	commence	370
740	俶	俶	chù	Old_Chinese	OC	*tʰuk	tʰ u k	i n c	commence	370
173	比	比	bǐ	Middle_Chinese	MC	pjijX	p j i j /²	i m n c t	compare	87
174	比	比	bǐ	Old_Chinese	OC	*C.pijʔ	/C p i j ʔ	P i n c C	compare	87
1919	規	规	guī	Middle_Chinese	MC	kjwie	k ɥ/jwi e /¹	i m n t	compass, circle	960
1920	規	规	guī	Old_Chinese	OC	*kʷe	kʷ e	i n	compass, circle	960
6472	㘣	㘣	xuán	Middle_Chinese	MC	zjwen	z ɥ e n /¹	i m n c t	compasses	3238
6473	㘣	㘣	xuán	Old_Chinese	OC	*s-ɢʷen {*s-[ɢ]ʷe[n]}	s ɢʷ e n	p i n c	compasses	3238
5344	愬	愬	sù	Middle_Chinese	MC	suH	s u /³	i n t	complain, accuse	2674
5345	愬	愬	sù	Old_Chinese	OC	*s-ŋˁak-s	s ŋˤ a k s	p i n c S	complain, accuse	2674
133	備	备	bèi	Middle_Chinese	MC	bijH	b i j /³	i n c t	complete (adj.)	67
134	備	备	bèi	Old_Chinese	OC	*brək-s {*[b]rək-s}	br ə k s	i n c S	complete (adj.)	67
4584	全	全	quán	Middle_Chinese	MC	dzjwen	dz ɥ e n /¹	i m n c t	complete (adj.)	2293
4585	全	全	quán	Old_Chinese	OC	*dzon {*[dz]o[n]}	dz o n	i n c	complete (adj.)	2293
2507	既	既	jì	Middle_Chinese	MC	kjɨjH	k j ɨ j /³	i m n c t	complete (v.)	1254
2508	既	既	jì	Old_Chinese	OC	*kət-s {*[k]ə[t]-s}	k ə t s	i n c S	complete (v.)	1254
5968	悉	悉	xī	Middle_Chinese	MC	sit	s i t /⁴	i n c t	completely	2986
5969	悉	悉	xī	Old_Chinese	OC	*sit {*[s]i[t]}	s i t	i n c	completely	2986
81	伴	伴	bàn	Middle_Chinese	MC	banX	b a n /²	i n c t	comrade	41
82	伴	伴	bàn	Old_Chinese	OC	*C.bˁanʔ {*C.[b]ˁanʔ}	/C bˤ a n ʔ	P i n c C	comrade	41
4040	匿	匿	nì	Middle_Chinese	MC	nrik	ɳ i k /⁴	i n c t	conceal	2021
4041	匿	匿	nì	Old_Chinese	OC	*nrək	n r ə k	i m n c	conceal	2021
7000	隱	隐	yǐn	Middle_Chinese	MC	ʔjɨnX	ʔ j ɨ n /²	i m n c t	conceal	3502
7001	隱	隐	yǐn	Old_Chinese	OC	*ʔənʔ {*[ʔ](r)ə[n]ʔ}	ʔ ə n ʔ	i n c i	conceal	3502
3948	睦	睦	mù	Middle_Chinese	MC	mjuwk	m j u kʷ /⁴	i m n c t	concord	1975
3949	睦	睦	mù	Old_Chinese	OC	*mruk	m r u k	i m n c	concord	1975
4456	妾	妾	qiè	Middle_Chinese	MC	tshjep	tsʰ j e p /⁴	i m n c t	concubine	2229
4457	妾	妾	qiè	Old_Chinese	OC	*tsʰap {*[tsʰ]ap}	tsʰ a p	i n c	concubine	2229
139	悖	悖	bèi	Middle_Chinese	MC	bwojH	b w o j /³	i m n c t	confused	70
140	悖	悖	bèi	Old_Chinese	OC	*bˁut-s {*[b]ˁut-s}	bˤ u t s	i n c S	confused	70
2287	慌	慌	huǎng	Middle_Chinese	MC	xwangX	x w a ŋ /²	i m n c t	confused	1144
2288	慌	慌	huǎng	Old_Chinese	OC	*m̥ˁaŋʔ	m̥ˤ a ŋ ʔ	i n c C	confused	1144
2751	接	接	jiē	Middle_Chinese	MC	tsjep	ts j e p /⁴	i m n c t	connect with	1376
2752	接	接	jiē	Old_Chinese	OC	*tsap {*[ts]ap}	ts a p	i n c	connect with	1376
2525	際	际	jì	Middle_Chinese	MC	tsjejH	ts j e j /³	i m n c t	connection	1263
2526	際	际	jì	Old_Chinese	OC	*tsap-s {*[ts]ap-s}	ts a p s	i n c S	connection	1263
5622	圖	图	tú	Middle_Chinese	MC	du	d u /¹	i n t	consider	2813
5623	圖	图	tú	Old_Chinese	OC	*dˁa {*[d]ˁa}	dˤ a	i n	consider	2813
4288	妻	妻	qī	Middle_Chinese	MC	tshej	tsʰ e j /¹	i n c t	consort, wife	2145
4289	妻	妻	qī	Old_Chinese	OC	*tsʰˁəj {*[tsʰ]ˁəj}	tsʰˤ ə j	i n c	consort, wife	2145
1381	妃	妃	fēi	Middle_Chinese	MC	phjɨj	pʰ j ɨ j /¹	i m n c t	consort; match	691
1382	妃	妃	fēi	Old_Chinese	OC	*pʰəj	pʰ ə j	i n c	consort; match	691
499	常	常	cháng	Middle_Chinese	MC	dzyang	dʑ a ŋ /¹	i n c t	constant	250
500	常	常	cháng	Old_Chinese	OC	*daŋ {*[d]aŋ}	d a ŋ	i n c	constant	250
2111	恆	恒	héng	Middle_Chinese	MC	hong	ɣ o ŋ /¹	i n c t	constant	1056
2112	恆	恒	héng	Old_Chinese	OC	*ɡˁəŋ {*[ɡ]ˁəŋ}	gˤ ə ŋ	i n c	constant	1056
8074	諮	谘	zī	Middle_Chinese	MC	tsij	ts i j /¹	i n c t	consult, plan	4039
8075	諮	谘	zī	Old_Chinese	OC	*tsij {*[ts]ij}	ts i j	i n c	consult, plan	4039
8068	咨	咨	zī	Middle_Chinese	MC	tsij	ts i j /¹	i n c t	consult; plan (v.)	4036
8069	咨	咨	zī	Old_Chinese	OC	*tsij {*[ts]ij}	ts i j	i n c	consult; plan (v.)	4036
1991	圅	圅	hán	Middle_Chinese	MC	hom	ɣ o m /¹	i n c t	contain	996
1992	圅	圅	hán	Old_Chinese	OC	*Cə-m-kˁəm {*Cə-m-kˁ[ə]m}	/C ə m kˤ ə m	P N p i n c	contain	996
