ID	LID	DOCULECT	CONCEPT	CONCEPT_ID	CHINESE	CONCEPTICON_ID	VALUE	CROSSREF	PARTIAL_IDS	TOKENS
4074	Allen2007-4074	Yunlong	monkey	56	猴子	1350	wu²¹sua³⁵/sɿ⁵⁵	1992	272 273	w u ²¹ s u a ³⁵ /s ɿ ⁵⁵
4075	Allen2007-4075	Xiangyun	monkey	56	猴子	1350	a⁵⁵sũã³⁵	1993	272 273	a ⁵⁵ s ũ ã ³⁵
4076	Allen2007-4076	Luobenzhuo	monkey	56	猴子	1350	õ³¹sõ⁵⁵	1994	272 273	õ ³¹ s õ ⁵⁵
4077	Allen2007-4077	Zhoucheng	monkey	56	猴子	1350	ɔ²¹sa³⁵	0	272 273	ɔ ²¹ s a ³⁵
2404	Allen2007-2404	Jianchuan	month	34	月(月份）	1370	wã⁴⁴	2004	274	w ã ⁴⁴
2405	Allen2007-2405	Eryuan	month	34	月(月份）	1370	ŋua⁴⁴	2005	274	ŋ u a ⁴⁴
2406	Allen2007-2406	Heqing	month	34	月(月份）	1370	wã⁴⁴	2006	274	w ã ⁴⁴
2407	Allen2007-2407	Lanping	month	34	月(月份）	1370	wã⁴⁴	2007	274	w ã ⁴⁴
2408	Allen2007-2408	Qiliqiao	month	34	月(月份）	1370	wa⁴⁴	2008	274	w a ⁴⁴
2409	Allen2007-2409	Yunlong	month	34	月(月份）	1370	ŋua⁴⁴	2009	274	ŋ u a ⁴⁴
2410	Allen2007-2410	Xiangyun	month	34	月(月份）	1370	wã⁴⁴	2010	274	w ã ⁴⁴
2411	Allen2007-2411	Luobenzhuo	month	34	月(月份）	1370	ŋua⁴⁴	2011	274	ŋ u a ⁴⁴
2412	Allen2007-2412	Zhoucheng	month	34	月(月份）	1370	wa⁴⁴	0	274	w a ⁴⁴
1999	Allen2007-1999	Jianchuan	moon	3	月亮	1313	mi⁵⁵wã⁴⁴	2021	275 276	m i ⁵⁵ w ã ⁴⁴
2000	Allen2007-2000	Eryuan	moon	3	月亮	1313	mi⁵⁵ŋua⁴⁴	2022	275 276	m i ⁵⁵ ŋ u a ⁴⁴
2001	Allen2007-2001	Heqing	moon	3	月亮	1313	mi³⁵wã⁴⁴	2023	275 276	m i ³⁵ w ã ⁴⁴
2002	Allen2007-2002	Lanping	moon	3	月亮	1313	mĩ⁵⁵wã⁴⁴pʰĩ³¹	2024	275 276 277	m ĩ ⁵⁵ w ã ⁴⁴ pʰ ĩ ³¹
2003	Allen2007-2003	Qiliqiao	moon	3	月亮	1313	mi⁵⁵wa⁴⁴	2025	275 276	m i ⁵⁵ w a ⁴⁴
2004	Allen2007-2004	Yunlong	moon	3	月亮	1313	mi⁵⁵ŋua⁴⁴	2026	275 276	m i ⁵⁵ ŋ u a ⁴⁴
2005	Allen2007-2005	Xiangyun	moon	3	月亮	1313	mi³⁵wã⁴⁴	2027	275 276	m i ³⁵ w ã ⁴⁴
2006	Allen2007-2006	Luobenzhuo	moon	3	月亮	1313	ɲo³³ɴɔ³¹	2028	276 278	ɲ o ³³ ɴ ɔ ³¹
2007	Allen2007-2007	Zhoucheng	moon	3	月亮	1313	mi³⁵wa⁴⁴	0	275 276	m i ³⁵ w a ⁴⁴
3304	Allen2007-3304	Jianchuan	morning	43	早晨	1339	kʰɛ⁵⁵tɛ²¹	5899	634 635	kʰ ɛ ⁵⁵ t ɛ ²¹
3305	Allen2007-3305	Eryuan	morning	43	早晨	1339	kʲʰɛ⁵⁵tɯ²¹	5900	634 635	kʲʰ ɛ ⁵⁵ t ɯ ²¹
3306	Allen2007-3306	Heqing	morning	43	早晨	1339	kʰɛ⁵⁵tsɿ⁵⁵tɯ²¹	5901	634 636 635	kʰ ɛ ⁵⁵ ts ɿ ⁵⁵ t ɯ ²¹
3307	Allen2007-3307	Lanping	morning	43	早晨	1339	kʰɯ⁵⁵(tsɿ⁴⁴)tiɯ³¹	5902	634 636 635	kʰ ɯ ⁵⁵ ts ɿ ⁴⁴ t i ɯ ³¹
3308	Allen2007-3308	Qiliqiao	morning	43	早晨	1339	tsʰɛ³³kʰɯ³³	5903	637 634	tsʰ ɛ ³³ kʰ ɯ ³³
3309	Allen2007-3309	Yunlong	morning	43	早晨	1339	kʰɛ⁵⁵tsɿ³³tɯ²¹	5904	634 636 635	kʰ ɛ ⁵⁵ ts ɿ ³³ t ɯ ²¹
3310	Allen2007-3310	Xiangyun	morning	43	早晨	1339	zu³³kʰɯ³³	5905	638 634	z u ³³ kʰ ɯ ³³
3311	Allen2007-3311	Luobenzhuo	morning	43	早晨	1339	mu³¹pa⁴²tsɯ³¹tsɯ³¹	5906	639 640 636 636	m u ³¹ p a ⁴² ts ɯ ³¹ ts ɯ ³¹
3312	Allen2007-3312	Zhoucheng	morning	43	早晨	1339	tsʰɛ³³kʰɯ⁵⁵	0	1327 634	tsʰ ɛ ³³ kʰ ɯ ⁵⁵
4312	Allen2007-4312	Jianchuan	mosquito	80	蚊子	1509	mo⁴⁴tsɿ³³	2037	279 280	m o ⁴⁴ ts ɿ ³³
4313	Allen2007-4313	Eryuan	mosquito	80	蚊子	1509	mɔ⁴⁴tsɿ³³	2038	279 280	m ɔ ⁴⁴ ts ɿ ³³
4314	Allen2007-4314	Heqing	mosquito	80	蚊子	1509	mɔu⁴⁴tsɿ³³	2039	279 280	m ɔ u ⁴⁴ ts ɿ ³³
4315	Allen2007-4315	Lanping	mosquito	80	蚊子	1509	mɯ̃⁵⁵tsɿ⁴⁴	2040	279 280	m ɯ̃ ⁵⁵ ts ɿ ⁴⁴
4316	Allen2007-4316	Qiliqiao	mosquito	80	蚊子	1509	mɯ⁴⁴tsɿ³³	2041	279 280	m ɯ ⁴⁴ ts ɿ ³³
4317	Allen2007-4317	Yunlong	mosquito	80	蚊子	1509	mɯ⁴⁴tsɿ³³	2042	279 280	m ɯ ⁴⁴ ts ɿ ³³
4318	Allen2007-4318	Xiangyun	mosquito	80	蚊子	1509	mɔ⁴⁴tsɿ³³	2043	279 280	m ɔ ⁴⁴ ts ɿ ³³
4319	Allen2007-4319	Luobenzhuo	mosquito	80	蚊子	1509	mo⁵⁵tɕi⁴⁴	2044	279 280	m o ⁵⁵ tɕ i ⁴⁴
4320	Allen2007-4320	Zhoucheng	mosquito	80	蚊子	1509	mɯ⁴⁴tsɿ³³	0	279 280	m ɯ ⁴⁴ ts ɿ ³³
640	Allen2007-640	Jianchuan	mother	163	母亲	1216	a³¹mo³³	2054	281 282	a ³¹ m o ³³
641	Allen2007-641	Eryuan	mother	163	母亲	1216	a⁵⁵mɔ³³	2055	281 282	a ⁵⁵ m ɔ ³³
642	Allen2007-642	Heqing	mother	163	母亲	1216	mɔu³³	2056	282	m ɔ u ³³
643	Allen2007-643	Lanping	mother	163	母亲	1216	a⁴⁴mɔ̃³³	2057	281 282	a ⁴⁴ m ɔ̃ ³³
644	Allen2007-644	Qiliqiao	mother	163	母亲	1216	a³¹mɔ³³	2058	281 282	a ³¹ m ɔ ³³
645	Allen2007-645	Yunlong	mother	163	母亲	1216	a⁵⁵mɔ³³	2059	281 282	a ⁵⁵ m ɔ ³³
646	Allen2007-646	Xiangyun	mother	163	母亲	1216	a³¹mɔ³³	2060	281 282	a ³¹ m ɔ ³³
647	Allen2007-647	Luobenzhuo	mother	163	母亲	1216	a⁵⁵mɔ³³	2061	281 282	a ⁵⁵ m ɔ ³³
648	Allen2007-648	Zhoucheng	mother	163	母亲	1216	a³³mɔ³³	0	281 282	a ³³ m ɔ ³³
1207	Allen2007-1207	Jianchuan	mountain	22	山	639	sɤ⁴²	2070	283	s ɤ ⁴²
1208	Allen2007-1208	Eryuan	mountain	22	山	639	ʂɤ⁴²	2071	283	ʂ ɤ ⁴²
1209	Allen2007-1209	Heqing	mountain	22	山	639	suɔ⁴²	2072	283	s u ɔ ⁴²
1210	Allen2007-1210	Lanping	mountain	22	山	639	su³¹	2073	283	s u ³¹
1211	Allen2007-1211	Qiliqiao	mountain	22	山	639	sɤ³²	2074	283	s ɤ ³²
1212	Allen2007-1212	Yunlong	mountain	22	山	639	ʃɤ⁴²	2075	283	ʃ ɤ ⁴²
1213	Allen2007-1213	Xiangyun	mountain	22	山	639	ɕɛ̃⁴²	2076	283	ɕ ɛ̃ ⁴²
1214	Allen2007-1214	Luobenzhuo	mountain	22	山	639	ʂɛ̃⁵⁵	2077	283	ʂ ɛ̃ ⁵⁵
1215	Allen2007-1215	Zhoucheng	mountain	22	山	639	sɤ³²	0	283	s ɤ ³²
4087	Allen2007-4087	Jianchuan	mouse	58	老鼠	1491	sɤ³³	2087	284	s ɤ ³³
4088	Allen2007-4088	Eryuan	mouse	58	老鼠	1491	ʂɤ³³	2088	284	ʂ ɤ ³³
4089	Allen2007-4089	Heqing	mouse	58	老鼠	1491	suɔ³³	2089	284	s u ɔ ³³
4090	Allen2007-4090	Lanping	mouse	58	老鼠	1491	su³³	2090	284	s u ³³
4091	Allen2007-4091	Qiliqiao	mouse	58	老鼠	1491	sɤ³³	2091	284	s ɤ ³³
4092	Allen2007-4092	Yunlong	mouse	58	老鼠	1491	ʃɤ³³	2092	284	ʃ ɤ ³³
4093	Allen2007-4093	Xiangyun	mouse	58	老鼠	1491	ɕɛ⁴⁴	2093	284	ɕ ɛ ⁴⁴
4094	Allen2007-4094	Luobenzhuo	mouse	58	老鼠	1491	wu⁴⁴ʂu³³	2094	285 284	w u ⁴⁴ ʂ u ³³
4095	Allen2007-4095	Zhoucheng	mouse	58	老鼠	1491	sɤ³²	0	284	s ɤ ³²
316	Allen2007-316	Jianchuan	mouth	130	嘴	674	tɕy³³kɛ⁵⁵	6259	824 825	tɕ y ³³ k ɛ ⁵⁵
317	Allen2007-317	Eryuan	mouth	130	嘴	674	tɕy³³ka³⁵tɯ²¹	6260	824 825 826	tɕ y ³³ k a ³⁵ t ɯ ²¹
318	Allen2007-318	Heqing	mouth	130	嘴	674	tsʰue³³kʰɔ̃⁴⁴	6261	827 828	tsʰ u e ³³ kʰ ɔ̃ ⁴⁴
319	Allen2007-319	Lanping	mouth	130	嘴	674	tɕy³³kuɛ⁵⁵kʰu³¹	6262	824 825 829	tɕ y ³³ k u ɛ ⁵⁵ kʰ u ³¹
320	Allen2007-320	Qiliqiao	mouth	130	嘴	674	tɕy³³	6263	824	tɕ y ³³
321	Allen2007-321	Yunlong	mouth	130	嘴	674	ʥy³³kɛ³³	6264	824 825	ʥ y ³³ k ɛ ³³
322	Allen2007-322	Xiangyun	mouth	130	嘴	674	y³³	6265	830	y ³³
323	Allen2007-323	Luobenzhuo	mouth	130	嘴	674	tɕo⁴⁴qo⁴⁴	6266	824 825	tɕ o ⁴⁴ q o ⁴⁴
324	Allen2007-324	Zhoucheng	mouth	130	嘴	674	tɕy³³kua³⁵	0	824 825	tɕ y ³³ k u a ³⁵
2980	Allen2007-2980	Jianchuan	much,many	398	多	1198	tɕi⁵⁵	1937	269	tɕ i ⁵⁵
2981	Allen2007-2981	Eryuan	much,many	398	多	1198	tɕi³⁵	1938	269	tɕ i ³⁵
2982	Allen2007-2982	Heqing	much,many	398	多	1198	tɕi⁵⁵	1939	269	tɕ i ⁵⁵
2983	Allen2007-2983	Lanping	much,many	398	多	1198	tɕi⁵⁵	1940	269	tɕ i ⁵⁵
2984	Allen2007-2984	Qiliqiao	much,many	398	多	1198	tɕi³⁵	1941	269	tɕ i ³⁵
2985	Allen2007-2985	Yunlong	much,many	398	多	1198	tɕi³⁵	1942	269	tɕ i ³⁵
2986	Allen2007-2986	Xiangyun	much,many	398	多	1198	tɕi³⁵	1943	269	tɕ i ³⁵
2987	Allen2007-2987	Luobenzhuo	much,many	398	多	1198	ti⁵⁵	1944	269	t i ⁵⁵
2988	Allen2007-2988	Zhoucheng	much,many	398	多	1198	mɛ³⁵/tɕi⁵⁵	0	1600	m ɛ ³⁵
4528	0	Zhoucheng	much,many	0		0			269	tɕ i ⁵⁵
145	Allen2007-145	Jianchuan	mushroom	113	菌子	641	sɛ̃³³	2104	286	s ɛ̃ ³³
146	Allen2007-146	Eryuan	mushroom	113	菌子	641	ʂɛ³³	2105	286	ʂ ɛ ³³
147	Allen2007-147	Heqing	mushroom	113	菌子	641	sʰɿ³³	2106	286	sʰ ɿ ³³
148	Allen2007-148	Lanping	mushroom	113	菌子	641	sɛ̃³³	2107	286	s ɛ̃ ³³
149	Allen2007-149	Qiliqiao	mushroom	113	菌子	641	sɛ³³	2108	286	s ɛ ³³
150	Allen2007-150	Yunlong	mushroom	113	菌子	641	sɛ³³	2109	286	s ɛ ³³
151	Allen2007-151	Xiangyun	mushroom	113	菌子	641	sɛ̃³³	2110	286	s ɛ̃ ³³
152	Allen2007-152	Luobenzhuo	mushroom	113	菌子	641	ʂɛ̃³³	2111	286	ʂ ɛ̃ ³³
153	Allen2007-153	Zhoucheng	mushroom	113	菌子	641	sɛ²¹	0	286	s ɛ ²¹
2593	Allen2007-2593	Jianchuan	must	359	得	971	tɯ⁴⁴	7235	1278	t ɯ ⁴⁴
2594	Allen2007-2594	Eryuan	must	359	得	971	tɯ⁴⁴	7236	1278	t ɯ ⁴⁴
2595	Allen2007-2595	Heqing	must	359	得	971	tɯ⁴⁴	7237	1278	t ɯ ⁴⁴
2596	Allen2007-2596	Lanping	must	359	得	971	tɯ⁴⁴	7238	1278	t ɯ ⁴⁴
2597	Allen2007-2597	Qiliqiao	must	359	得	971	tɯ⁴⁴	7239	1278	t ɯ ⁴⁴
2598	Allen2007-2598	Yunlong	must	359	得	971	tɯ⁴⁴	7240	1278	t ɯ ⁴⁴
2599	Allen2007-2599	Xiangyun	must	359	得	971	tou⁴⁴	7241	1278	t o u ⁴⁴
2600	Allen2007-2600	Luobenzhuo	must	359	得	971	tɯ⁵⁵	7242	1278	t ɯ ⁵⁵
2601	Allen2007-2601	Zhoucheng	must	359	得	971	tɯ⁴⁴	0	1278	t ɯ ⁴⁴
3817	Allen2007-3817	Jianchuan	my	481	我（的）	2090	ɣõ⁵⁵	7723	1451	ɣ õ ⁵⁵
3818	Allen2007-3818	Eryuan	my	481	我（的）	2090	ŋɯ⁵⁵	7724	1451	ŋ ɯ ⁵⁵
3819	Allen2007-3819	Heqing	my	481	我（的）	2090	ŋɯ⁵⁵	7725	1451	ŋ ɯ ⁵⁵
3820	Allen2007-3820	Lanping	my	481	我（的）	2090	ŋɯ⁵⁵xao³¹	7726	1451 1452	ŋ ɯ ⁵⁵ x a o ³¹
3821	Allen2007-3821	Qiliqiao	my	481	我（的）	2090	ŋɯ⁵⁵	7727	1451	ŋ ɯ ⁵⁵
3822	Allen2007-3822	Yunlong	my	481	我（的）	2090	ŋɯ⁵⁵	7728	1451	ŋ ɯ ⁵⁵
3823	Allen2007-3823	Xiangyun	my	481	我（的）	2090	ŋɯ⁵⁵	7729	1451	ŋ ɯ ⁵⁵
3824	Allen2007-3824	Luobenzhuo	my	481	我（的）	2090	ɴɔ⁵⁵mɤ⁵⁵	7730	1451 1453	ɴ ɔ ⁵⁵ m ɤ ⁵⁵
3825	Allen2007-3825	Zhoucheng	my	481	我（的）	2090	ŋɯ⁵⁵	0	1451	ŋ ɯ ⁵⁵
1432	Allen2007-1432	Jianchuan	name	242	名字	1405	miɛ⁵⁵	2121	287	m i ɛ ⁵⁵
1433	Allen2007-1433	Eryuan	name	242	名字	1405	miɛ³⁵	2122	287	m i ɛ ³⁵
1434	Allen2007-1434	Heqing	name	242	名字	1405	miɛ³⁵	2123	287	m i ɛ ³⁵
1435	Allen2007-1435	Lanping	name	242	名字	1405	miɛ⁵⁵	2124	287	m i ɛ ⁵⁵
1436	Allen2007-1436	Qiliqiao	name	242	名字	1405	miɛ³⁵	2125	287	m i ɛ ³⁵
1437	Allen2007-1437	Yunlong	name	242	名字	1405	miɛ³⁵	2126	287	m i ɛ ³⁵
1438	Allen2007-1438	Xiangyun	name	242	名字	1405	miɛ³⁵	2127	287	m i ɛ ³⁵
1439	Allen2007-1439	Luobenzhuo	name	242	名字	1405	ɲõ⁵⁵	2128	287	ɲ õ ⁵⁵
1440	Allen2007-1440	Zhoucheng	name	242	名字	1405	miɛ³⁵	0	287	m i ɛ ³⁵
415	Allen2007-415	Jianchuan	navel	140	肚脐	1838	jõ²¹fɤ⁴⁴te⁴⁴	6291	847 848 849	j õ ²¹ f ɤ ⁴⁴ t e ⁴⁴
416	Allen2007-416	Eryuan	navel	140	肚脐	1838	zɿ⁴²ŋɤ³³te⁴⁴	6292	851 850 849	z ɿ ⁴² ŋ ɤ ³³ t e ⁴⁴
417	Allen2007-417	Heqing	navel	140	肚脐	1838	jɔ̃²¹fɤ⁴⁴te⁴⁴	6293	847 848 849	j ɔ̃ ²¹ f ɤ ⁴⁴ t e ⁴⁴
418	Allen2007-418	Lanping	navel	140	肚脐	1838	ʐɛ³¹fo⁴²te⁴⁴	6294	851 848 849	ʐ ɛ ³¹ f o ⁴² t e ⁴⁴
419	Allen2007-419	Qiliqiao	navel	140	肚脐	1838	sɿ³¹fɤ⁴⁴te⁴⁴	6295	851 848 849	s ɿ ³¹ f ɤ ⁴⁴ t e ⁴⁴
420	Allen2007-420	Yunlong	navel	140	肚脐	1838	tu⁴⁴tɕʰi⁴²ŋue³³	6296	852 853 850	t u ⁴⁴ tɕʰ i ⁴² ŋ u e ³³
421	Allen2007-421	Xiangyun	navel	140	肚脐	1838	jã²¹fɤ⁴⁴te⁴⁴	6297	847 848 849	j ã ²¹ f ɤ ⁴⁴ t e ⁴⁴
422	Allen2007-422	Luobenzhuo	navel	140	肚脐	1838	ʐa⁴²fʊ⁵⁵tɛʔ⁵⁵	6298	851 848 849	ʐ a ⁴² f ʊ ⁵⁵ t ɛ ʔ ⁵⁵
423	Allen2007-423	Zhoucheng	navel	140	肚脐	1838	jo³¹fɤ⁴⁴te⁴⁴	0	847 848 849	j o ³¹ f ɤ ⁴⁴ t e ⁴⁴
2971	Allen2007-2971	Jianchuan	near	397	近	1942	tɕĩ³³	2138	288	tɕ ĩ ³³
2972	Allen2007-2972	Eryuan	near	397	近	1942	tɕi³³	2139	288	tɕ i ³³
2973	Allen2007-2973	Heqing	near	397	近	1942	tɕĩ³³	2140	288	tɕ ĩ ³³
2974	Allen2007-2974	Lanping	near	397	近	1942	tɕĩ⁴⁴	2141	288	tɕ ĩ ⁴⁴
2975	Allen2007-2975	Qiliqiao	near	397	近	1942	tɕiɛ³³	2142	288	tɕ i ɛ ³³
2976	Allen2007-2976	Yunlong	near	397	近	1942	tɕi³³	2143	288	tɕ i ³³
2977	Allen2007-2977	Xiangyun	near	397	近	1942	jĩ³³	2144	289	j ĩ ³³
2978	Allen2007-2978	Luobenzhuo	near	397	近	1942	tsʰuɔ⁵⁵	2145	288	tsʰ u ɔ ⁵⁵
2979	Allen2007-2979	Zhoucheng	near	397	近	1942	tɕiɛ³³	0	288	tɕ i ɛ ³³
352	Allen2007-352	Jianchuan	neck	134	脖子	1333	kɤ⁴²mi⁴²tsɤ⁴⁴	6283	834 835 836	k ɤ ⁴² m i ⁴² ts ɤ ⁴⁴
353	Allen2007-353	Eryuan	neck	134	脖子	1333	ɕɛ³³kʲɛ³⁵	6284	837 838	ɕ ɛ ³³ kʲ ɛ ³⁵
354	Allen2007-354	Heqing	neck	134	脖子	1333	miɛ⁴²tʰɔ̃⁵⁵tsuɔ⁴⁴	6285	839 840 841	m i ɛ ⁴² tʰ ɔ̃ ⁵⁵ ts u ɔ ⁴⁴
355	Allen2007-355	Lanping	neck	134	脖子	1333	kɔ³³mi³³tsa⁴⁴	6286	834 835 836	k ɔ ³³ m i ³³ ts a ⁴⁴
356	Allen2007-356	Qiliqiao	neck	134	脖子	1333	pɔ³⁵tsɿ³³ku⁴⁴	6287	842 843 834	p ɔ ³⁵ ts ɿ ³³ k u ⁴⁴
357	Allen2007-357	Yunlong	neck	134	脖子	1333	kao⁴²te³³	6288	834 844	k a o ⁴² t e ³³
358	Allen2007-358	Xiangyun	neck	134	脖子	1333	ku²¹lu⁵⁵mi⁴²tɕɿ³³	6289	834 845 835 846	k u ²¹ l u ⁵⁵ m i ⁴² tɕ ɿ ³³
359	Allen2007-359	Luobenzhuo	neck	134	脖子	1333	qo⁴⁴ʈɛ⁵⁵	6290	834 844	q o ⁴⁴ ʈ ɛ ⁵⁵
360	Allen2007-360	Zhoucheng	neck	134	脖子	1333	pɔ³⁵tsɿ³³ku³⁵	0	842 843 834	p ɔ ³⁵ ts ɿ ³³ k u ³⁵
3223	Allen2007-3223	Jianchuan	new	421	新	1231	ɕĩ⁵⁵	2155	290	ɕ ĩ ⁵⁵
3224	Allen2007-3224	Eryuan	new	421	新	1231	ɕi⁵⁵	2156	290	ɕ i ⁵⁵
3225	Allen2007-3225	Heqing	new	421	新	1231	ɕʰĩ⁵⁵	2157	290	ɕʰ ĩ ⁵⁵
3226	Allen2007-3226	Lanping	new	421	新	1231	ɕĩ⁵⁵	2158	290	ɕ ĩ ⁵⁵
3227	Allen2007-3227	Qiliqiao	new	421	新	1231	ɕi³⁵	2159	290	ɕ i ³⁵
3228	Allen2007-3228	Yunlong	new	421	新	1231	se⁵⁵	2160	290	s e ⁵⁵
3229	Allen2007-3229	Xiangyun	new	421	新	1231	ɕĩ⁵⁵	2161	290	ɕ ĩ ⁵⁵
3230	Allen2007-3230	Luobenzhuo	new	421	新	1231	sẽ⁵⁵	2162	290	s ẽ ⁵⁵
3231	Allen2007-3231	Zhoucheng	new	421	新	1231	ɕi³⁵	0	290	ɕ i ³⁵
3583	Allen2007-3583	Jianchuan	nine	458	九	1483	tɕɯ³³	2172	291	tɕ ɯ ³³
3584	Allen2007-3584	Eryuan	nine	458	九	1483	tɕɯ³³	2173	291	tɕ ɯ ³³
3585	Allen2007-3585	Heqing	nine	458	九	1483	tɕɯ³³	2174	291	tɕ ɯ ³³
3586	Allen2007-3586	Lanping	nine	458	九	1483	tɕɯ⁴⁴	2175	291	tɕ ɯ ⁴⁴
3587	Allen2007-3587	Qiliqiao	nine	458	九	1483	tɕɯ³³	2176	291	tɕ ɯ ³³
3588	Allen2007-3588	Yunlong	nine	458	九	1483	tɕɯ³³	2177	291	tɕ ɯ ³³
3589	Allen2007-3589	Xiangyun	nine	458	九	1483	tɕou³³	2178	291	tɕ o u ³³
3590	Allen2007-3590	Luobenzhuo	nine	458	九	1483	tɕi³³	2179	291	tɕ i ³³
3591	Allen2007-3591	Zhoucheng	nine	458	九	1483	tɕɯ³³	0	291	tɕ ɯ ³³
3403	Allen2007-3403	Jianchuan	noon	44	中午	12	jɯ̃³³tɯ̃³¹pɛ²¹kɛ⁴⁴	5907	641 642 643 644	j ɯ̃ ³³ t ɯ̃ ³¹ p ɛ ²¹ k ɛ ⁴⁴
3404	Allen2007-3404	Eryuan	noon	44	中午	12	ɲi⁴⁴tɯ²¹	5908	641 642	ɲ i ⁴⁴ t ɯ ²¹
3405	Allen2007-3405	Heqing	noon	44	中午	12	jĩ⁴⁴tɯ̃³¹tɯ⁵⁵	5909	641 642 645	j ĩ ⁴⁴ t ɯ̃ ³¹ t ɯ ⁵⁵
3406	Allen2007-3406	Lanping	noon	44	中午	12	jɯ⁴⁴tɯ³¹tsɛ³¹kɛ³³	5910	641 642 646 644	j ɯ ⁴⁴ t ɯ ³¹ ts ɛ ³¹ k ɛ ³³
3407	Allen2007-3407	Qiliqiao	noon	44	中午	12	ɲi⁴⁴tɯ²¹	5911	641 647	ɲ i ⁴⁴ t ɯ ²¹
3408	Allen2007-3408	Yunlong	noon	44	中午	12	ɲi⁴⁴xɯ³¹	5912	641 1601	ɲ i ⁴⁴ x ɯ ³¹
3409	Allen2007-3409	Xiangyun	noon	44	中午	12	ni⁴⁴tou²¹	5913	641 647	n i ⁴⁴ t o u ²¹
3410	Allen2007-3410	Luobenzhuo	noon	44	中午	12	ɲi³³xɯ̃³³	5914	641 1601	ɲ i ³³ x ɯ̃ ³³
3411	Allen2007-3411	Zhoucheng	noon	44	中午	12	ɲɯ⁴⁴tɯ²¹tsɿ³¹tɕa⁴⁴	0	641 642 646	ɲ ɯ ⁴⁴ t ɯ ²¹ ts ɿ ³¹ tɕ a ⁴⁴
289	Allen2007-289	Jianchuan	nose	128	鼻子	1221	ɤ̃³¹kʰɤ⁴⁴tɯ⁴²	6243	812 813 814	ɤ̃ ³¹ kʰ ɤ ⁴⁴ t ɯ ⁴²
290	Allen2007-290	Eryuan	nose	128	鼻子	1221	pi²¹tse⁴⁴	6244	815 816	p i ²¹ ts e ⁴⁴
291	Allen2007-291	Heqing	nose	128	鼻子	1221	vɤ³¹tɯ²¹	6245	812 814	v ɤ ³¹ t ɯ ²¹
292	Allen2007-292	Lanping	nose	128	鼻子	1221	ɤ³³tiɯ³¹	6246	812 814	ɤ ³³ t i ɯ ³¹
293	Allen2007-293	Qiliqiao	nose	128	鼻子	1221	pi²¹fɤ⁴⁴tɯ²¹	6247	815 817 814	p i ²¹ f ɤ ⁴⁴ t ɯ ²¹
294	Allen2007-294	Yunlong	nose	128	鼻子	1221	pi²¹kʰao³³	6248	815 813	p i ²¹ kʰ a o ³³
295	Allen2007-295	Xiangyun	nose	128	鼻子	1221	pi³³tou³¹	6249	815 814	p i ³³ t o u ³¹
296	Allen2007-296	Luobenzhuo	nose	128	鼻子	1221	qʰuɛ⁵⁵ʈɯ²¹	6250	813 814	qʰ u ɛ ⁵⁵ ʈ ɯ ²¹
297	Allen2007-297	Zhoucheng	nose	128	鼻子	1221	pi²¹fɤ⁴⁴tsɿ³³	0	815 817 1602	p i ²¹ f ɤ ⁴⁴ ts ɿ ³³
3502	Allen2007-3502	Jianchuan	now	45	现在	1376	lɛ²¹kɛ⁴⁴	5915	648 649	l ɛ ²¹ k ɛ ⁴⁴
3503	Allen2007-3503	Eryuan	now	45	现在	1376	nɯ³¹tɕʰi⁵⁵	5916	650 651	n ɯ ³¹ tɕʰ i ⁵⁵
3504	Allen2007-3504	Heqing	now	45	现在	1376	lɯ²¹tɕʰi³³	5917	648 651	l ɯ ²¹ tɕʰ i ³³
3505	Allen2007-3505	Lanping	now	45	现在	1376	nu⁴⁴pɛ³¹	5918	650 652	n u ⁴⁴ p ɛ ³¹
3506	Allen2007-3506	Qiliqiao	now	45	现在	1376	lɯ³¹tʰa⁵⁵	5919	648 653	l ɯ ³¹ tʰ a ⁵⁵
3507	Allen2007-3507	Yunlong	now	45	现在	1376	nɯ³¹gɛ⁵⁵	5920	650 654	n ɯ ³¹ g ɛ ⁵⁵
3508	Allen2007-3508	Xiangyun	now	45	现在	1376	tou³¹tɕĩ³⁵	5921	655 656	t o u ³¹ tɕ ĩ ³⁵
3509	Allen2007-3509	Luobenzhuo	now	45	现在	1376	nɔ³¹pã³¹	5922	650 652	n ɔ ³¹ p ã ³¹
3510	Allen2007-3510	Zhoucheng	now	45	现在	1376	nɯ³¹tʰa⁵⁵tsɿ³³	0	650 653 1603	n ɯ ³¹ tʰ a ⁵⁵ ts ɿ ³³
3160	Allen2007-3160	Jianchuan	old	415	老	2112	ku³³	2189	292	k u ³³
3161	Allen2007-3161	Eryuan	old	415	老	2112	ku³³	2190	292	k u ³³
3162	Allen2007-3162	Heqing	old	415	老	2112	ku³³	2191	292	k u ³³
3163	Allen2007-3163	Lanping	old	415	老	2112	ku³³	2192	292	k u ³³
3164	Allen2007-3164	Qiliqiao	old	415	老	2112	ku³³	2193	292	k u ³³
3165	Allen2007-3165	Yunlong	old	415	老	2112	ku³³	2194	292	k u ³³
3166	Allen2007-3166	Xiangyun	old	415	老	2112	ku³³	2195	292	k u ³³
3167	Allen2007-3167	Luobenzhuo	old	415	老	2112	kɤ³³	2196	292	k ɤ ³³
3168	Allen2007-3168	Zhoucheng	old	415	老	2112	ku³³	0	292	k u ³³
