ID	LID	DOCULECT	CONCEPT	CONCEPT_ID	CHINESE	CONCEPTICON_ID	VALUE	CROSSREF	PARTIAL_IDS	TOKENS
1182	Allen2007-1182	Heqing	chopstick	217	筷子	1987	tsuɔ³¹	488	73	ts u ɔ ³¹
1183	Allen2007-1183	Lanping	chopstick	217	筷子	1987	tsu³¹(sɔ̃⁵⁵)	489	73 74	ts u ³¹ s ɔ̃ ⁵⁵
1184	Allen2007-1184	Qiliqiao	chopstick	217	筷子	1987	tsɤ³¹	490	73	ts ɤ ³¹
1185	Allen2007-1185	Yunlong	chopstick	217	筷子	1987	dzɤ³¹	491	73	dz ɤ ³¹
1186	Allen2007-1186	Xiangyun	chopstick	217	筷子	1987	jɛ̃³¹	492	75	j ɛ̃ ³¹
1187	Allen2007-1187	Luobenzhuo	chopstick	217	筷子	1987	ʥy⁴⁴	493	73	ʥ y ⁴⁴
1188	Allen2007-1188	Zhoucheng	chopstick	217	筷子	1987	tsɤ³¹	0	73	ts ɤ ³¹
1189	Allen2007-1189	Jianchuan	clay pot	218	土罐	2055	sɛ̃²¹	6595	1020	s ɛ̃ ²¹
1190	Allen2007-1190	Eryuan	clay pot	218	土罐	2055	zɿ²¹	6596	1020	z ɿ ²¹
1191	Allen2007-1191	Heqing	clay pot	218	土罐	2055	zɛ²¹	6597	1020	z ɛ ²¹
1192	Allen2007-1192	Lanping	clay pot	218	土罐	2055	ʐe²¹pe³³	6598	1020 1021	ʐ e ²¹ p e ³³
1193	Allen2007-1193	Qiliqiao	clay pot	218	土罐	2055	sɿ²¹	6599	1020	s ɿ ²¹
1194	Allen2007-1194	Yunlong	clay pot	218	土罐	2055	zɛ²¹	6600	1020	z ɛ ²¹
1195	Allen2007-1195	Xiangyun	clay pot	218	土罐	2055	zɛ̃²¹	6601	1020	z ɛ̃ ²¹
1196	Allen2007-1196	Luobenzhuo	clay pot	218	土罐	2055	ɲæ²¹	6602	1022	ɲ æ ²¹
1197	Allen2007-1197	Zhoucheng	clay pot	218	土罐	2055	zɿ³¹	0	1020	z ɿ ³¹
3151	Allen2007-3151	Jianchuan	clean	414	干净	704	kã⁵⁵tɕɯ̃⁴²	7491	1371 1372	k ã ⁵⁵ tɕ ɯ̃ ⁴²
3152	Allen2007-3152	Eryuan	clean	414	干净	704	ka³⁵tɕɯ⁴²	7492	1371 1372	k a ³⁵ tɕ ɯ ⁴²
3153	Allen2007-3153	Heqing	clean	414	干净	704	kã⁵⁵tɕɯ⁴²	7493	1371 1372	k ã ⁵⁵ tɕ ɯ ⁴²
3154	Allen2007-3154	Lanping	clean	414	干净	704	kã⁵⁵tɕɯ̃³¹	7494	1371 1372	k ã ⁵⁵ tɕ ɯ̃ ³¹
3155	Allen2007-3155	Qiliqiao	clean	414	干净	704	ka³⁵tɕɯ⁴⁴	7495	1371 1372	k a ³⁵ tɕ ɯ ⁴⁴
3156	Allen2007-3156	Yunlong	clean	414	干净	704	ka³⁵tɕɯ⁴²	7496	1371 1372	k a ³⁵ tɕ ɯ ⁴²
3157	Allen2007-3157	Xiangyun	clean	414	干净	704	kã⁵⁵tɕɯ̃⁴²	7497	1371 1372	k ã ⁵⁵ tɕ ɯ̃ ⁴²
3158	Allen2007-3158	Luobenzhuo	clean	414	干净	704	ka⁵⁵tɕi⁴⁴	7498	1371 1372	k a ⁵⁵ tɕ i ⁴⁴
3159	Allen2007-3159	Zhoucheng	clean	414	干净	704	ka³⁵tɕɯ⁴²	0	1371 1372	k a ³⁵ tɕ ɯ ⁴²
1864	Allen2007-1864	Jianchuan	climb	286	爬	1102	mɛ⁴⁴	6851	1143	m ɛ ⁴⁴
1865	Allen2007-1865	Eryuan	climb	286	爬	1102	mɛ⁴⁴	6852	1143	m ɛ ⁴⁴
1866	Allen2007-1866	Heqing	climb	286	爬	1102	mɛ⁴⁴	6853	1143	m ɛ ⁴⁴
1867	Allen2007-1867	Lanping	climb	286	爬	1102	mæ⁴⁴	6854	1143	m æ ⁴⁴
1868	Allen2007-1868	Qiliqiao	climb	286	爬	1102	mɛ⁴⁴	6855	1143	m ɛ ⁴⁴
1869	Allen2007-1869	Yunlong	climb	286	爬	1102	mɛ⁴⁴	6856	1143	m ɛ ⁴⁴
1870	Allen2007-1870	Xiangyun	climb	286	爬	1102	mɛ⁴⁴	6857	1143	m ɛ ⁴⁴
1871	Allen2007-1871	Luobenzhuo	climb	286	爬	1102	ma⁵⁵	6858	1143	m a ⁵⁵
1872	Allen2007-1872	Zhoucheng	climb	286	爬	1102	mɛ⁴⁴	0	1143	m ɛ ⁴⁴
1576	Allen2007-1576	Jianchuan	close (eyes)	257	闭（眼）	2063	me⁵⁵	550	82	m e ⁵⁵
1577	Allen2007-1577	Eryuan	close (eyes)	257	闭（眼）	2063	mi³⁵	551	82	m i ³⁵
1578	Allen2007-1578	Heqing	close (eyes)	257	闭（眼）	2063	me³⁵	552	82	m e ³⁵
1579	Allen2007-1579	Lanping	close (eyes)	257	闭（眼）	2063	mĩ⁵⁵(kʰɯ³³)	553	82 83	m ĩ ⁵⁵ kʰ ɯ ³³
1580	Allen2007-1580	Qiliqiao	close (eyes)	257	闭（眼）	2063	me³⁵	554	82	m e ³⁵
1581	Allen2007-1581	Yunlong	close (eyes)	257	闭（眼）	2063	mi³⁵	555	82	m i ³⁵
1582	Allen2007-1582	Xiangyun	close (eyes)	257	闭（眼）	2063	mi³⁵	556	82	m i ³⁵
1583	Allen2007-1583	Luobenzhuo	close (eyes)	257	闭（眼）	2063	tɕɛ⁴²	557	84	tɕ ɛ ⁴²
1584	Allen2007-1584	Zhoucheng	close (eyes)	257	闭（眼）	2063	me³⁵	0	82	m e ³⁵
910	Allen2007-910	Jianchuan	cloth	190	布	1616	se⁴⁴	567	85	s e ⁴⁴
911	Allen2007-911	Eryuan	cloth	190	布	1616	pʰiɔ³¹	568	86	pʰ i ɔ ³¹
912	Allen2007-912	Heqing	cloth	190	布	1616	sʰe⁴⁴	569	85	sʰ e ⁴⁴
913	Allen2007-913	Lanping	cloth	190	布	1616	se⁴⁴	570	85	s e ⁴⁴
914	Allen2007-914	Qiliqiao	cloth	190	布	1616	pʰiɔ³¹	571	86	pʰ i ɔ ³¹
915	Allen2007-915	Yunlong	cloth	190	布	1616	pʰiɔ³¹	572	86	pʰ i ɔ ³¹
916	Allen2007-916	Xiangyun	cloth	190	布	1616	pʰiɔ³¹	573	86	pʰ i ɔ ³¹
917	Allen2007-917	Luobenzhuo	cloth	190	布	1616	sæ⁵⁵	574	85	s æ ⁵⁵
918	Allen2007-918	Zhoucheng	cloth	190	布	1616	pʰiɔ³¹	0	86	pʰ i ɔ ³¹
775	Allen2007-775	Jianchuan	clothing	177	衣服	1895	ji⁵⁵kũã⁵⁵pe⁴²	6411	915 916 917	j i ⁵⁵ k ũ ã ⁵⁵ p e ⁴²
776	Allen2007-776	Eryuan	clothing	177	衣服	1895	ji³⁵pe⁴²	6412	915 917	j i ³⁵ p e ⁴²
777	Allen2007-777	Heqing	clothing	177	衣服	1895	ji³⁵kũã³⁵	6413	915 916	j i ³⁵ k ũ ã ³⁵
778	Allen2007-778	Lanping	clothing	177	衣服	1895	ji⁵⁵pe³³	6414	915 917	j i ⁵⁵ p e ³³
779	Allen2007-779	Qiliqiao	clothing	177	衣服	1895	ji³⁵pe³²	6415	915 917	j i ³⁵ p e ³²
780	Allen2007-780	Yunlong	clothing	177	衣服	1895	ji³⁵kʰao⁵⁵	6416	915 916	j i ³⁵ kʰ a o ⁵⁵
781	Allen2007-781	Xiangyun	clothing	177	衣服	1895	ji³⁵kũã³⁵	6417	915 916	j i ³⁵ k ũ ã ³⁵
782	Allen2007-782	Luobenzhuo	clothing	177	衣服	1895	ʔẽʔ⁵⁵	6418	918	ʔ ẽ ʔ ⁵⁵
783	Allen2007-783	Zhoucheng	clothing	177	衣服	1895	ji³⁵pe⁴²	0	915 917	j i ³⁵ p e ⁴²
3997	Allen2007-3997	Jianchuan	cloud	5	云	1489	vɤ̃²¹	5747	538	v ɤ̃ ²¹
3998	Allen2007-3998	Eryuan	cloud	5	云	1489	vɤ²¹	5748	538	v ɤ ²¹
3999	Allen2007-3999	Heqing	cloud	5	云	1489	vɤ²¹	5749	538	v ɤ ²¹
4000	Allen2007-4000	Lanping	cloud	5	云	1489	vã²¹	5750	538	v ã ²¹
4001	Allen2007-4001	Qiliqiao	cloud	5	云	1489	vɤ²¹	5751	538	v ɤ ²¹
4002	Allen2007-4002	Yunlong	cloud	5	云	1489	ɥɛ⁴⁴	5752	538	ɥ ɛ ⁴⁴
4003	Allen2007-4003	Xiangyun	cloud	5	云	1489	jɛ̃²¹	5753	538	j ɛ̃ ²¹
4004	Allen2007-4004	Luobenzhuo	cloud	5	云	1489	mɯ̃³¹kao⁴²	5754	539 540	m ɯ̃ ³¹ k a o ⁴²
4005	Allen2007-4005	Zhoucheng	cloud	5	云	1489	vɤ²¹	0	538	v ɤ ²¹
3349	Allen2007-3349	Jianchuan	cold	434	冷	1287	kɯ⁵⁵	583	87	k ɯ ⁵⁵
3350	Allen2007-3350	Eryuan	cold	434	冷	1287	kɯ³⁵	584	87	k ɯ ³⁵
3351	Allen2007-3351	Heqing	cold	434	冷	1287	kɯ⁵⁵	585	87	k ɯ ⁵⁵
3352	Allen2007-3352	Lanping	cold	434	冷	1287	kɯ⁴⁴	586	87	k ɯ ⁴⁴
3353	Allen2007-3353	Qiliqiao	cold	434	冷	1287	kɯ³⁵	587	87	k ɯ ³⁵
3354	Allen2007-3354	Yunlong	cold	434	冷	1287	kɯ³⁵	588	87	k ɯ ³⁵
3355	Allen2007-3355	Xiangyun	cold	434	冷	1287	kɯ³⁵	589	87	k ɯ ³⁵
3356	Allen2007-3356	Luobenzhuo	cold	434	冷	1287	kɯ⁵⁵	590	87	k ɯ ⁵⁵
3357	Allen2007-3357	Zhoucheng	cold	434	冷	1287	kɯ³⁵	0	87	k ɯ ³⁵
1333	Allen2007-1333	Jianchuan	comb	232	梳子	1475	sɤ⁵⁵	600	88	s ɤ ⁵⁵
1334	Allen2007-1334	Eryuan	comb	232	梳子	1475	ʂv³⁵pe²¹	601	88 89	ʂ v ³⁵ p e ²¹
1335	Allen2007-1335	Heqing	comb	232	梳子	1475	su⁵⁵tsɿ³³	602	88 90	s u ⁵⁵ ts ɿ ³³
1336	Allen2007-1336	Lanping	comb	232	梳子	1475	su⁵⁵(pʰi³¹)	603	88 89	s u ⁵⁵ ( pʰ i ³¹ )
1337	Allen2007-1337	Qiliqiao	comb	232	梳子	1475	kʰɔ⁵⁵sɤ³⁵pʰi²¹	604	91 88 89	kʰ ɔ ⁵⁵ s ɤ ³⁵ pʰ i ²¹
1338	Allen2007-1338	Yunlong	comb	232	梳子	1475	ʃɤ³⁵pe²¹	605	88 89	ʃ ɤ ³⁵ p e ²¹
1339	Allen2007-1339	Xiangyun	comb	232	梳子	1475	ɕɛ³⁵tsɿ³³	606	88 90	ɕ ɛ ³⁵ ts ɿ ³³
1340	Allen2007-1340	Luobenzhuo	comb	232	梳子	1475	ɕu³³tɯ³¹	607	88 92	ɕ u ³³ t ɯ ³¹
1341	Allen2007-1341	Zhoucheng	comb	232	梳子	1475	kʰɔ⁵⁵sɤ³⁵	0	91 88	kʰ ɔ ⁵⁵ s ɤ ³⁵
2233	Allen2007-2233	Jianchuan	comb (hair)	322	梳（头）	2070	sɤ̃³¹	608	93	s ɤ̃ ³¹
2234	Allen2007-2234	Eryuan	comb (hair)	322	梳（头）	2070	sɤ³¹	609	93	s ɤ ³¹
2235	Allen2007-2235	Heqing	comb (hair)	322	梳（头）	2070	suɔ³¹	610	93	s u ɔ ³¹
2236	Allen2007-2236	Lanping	comb (hair)	322	梳（头）	2070	su³¹	611	93	s u ³¹
2237	Allen2007-2237	Qiliqiao	comb (hair)	322	梳（头）	2070	sɤ³¹	612	93	s ɤ ³¹
2238	Allen2007-2238	Yunlong	comb (hair)	322	梳（头）	2070	ʃɤ³¹	613	93	ʃ ɤ ³¹
2239	Allen2007-2239	Xiangyun	comb (hair)	322	梳（头）	2070	ɕɛ²¹	614	93	ɕ ɛ ²¹
2240	Allen2007-2240	Luobenzhuo	comb (hair)	322	梳（头）	2070	ɕu³³	615	93	ɕ u ³³
2241	Allen2007-2241	Zhoucheng	comb (hair)	322	梳（头）	2070	sɤ³¹	0	93	s ɤ ³¹
2638	Allen2007-2638	Jianchuan	come	363	来	1446	ɣɯ³⁵	7267	1288	ɣ ɯ ³⁵
2639	Allen2007-2639	Eryuan	come	363	来	1446	pe⁴⁴jɯ³⁵	7268	1289 1290	p e ⁴⁴ j ɯ ³⁵
2640	Allen2007-2640	Heqing	come	363	来	1446	ɣɯ³⁵	7269	1288	ɣ ɯ ³⁵
2641	Allen2007-2641	Lanping	come	363	来	1446	ɣɯ³⁵	7270	1288	ɣ ɯ ³⁵
2642	Allen2007-2642	Qiliqiao	come	363	来	1446	pe⁴⁴tsɯ³⁵	7271	1289 876	p e ⁴⁴ ts ɯ ³⁵
2643	Allen2007-2643	Yunlong	come	363	来	1446	pe⁴⁴jɯ³⁵	7272	1289 1290	p e ⁴⁴ j ɯ ³⁵
2644	Allen2007-2644	Xiangyun	come	363	来	1446	ɣɯ³⁵	7273	1288	ɣ ɯ ³⁵
2645	Allen2007-2645	Luobenzhuo	come	363	来	1446	ʧʰua⁵⁵	7274	1291	ʧʰ u a ⁵⁵
2646	Allen2007-2646	Zhoucheng	come	363	来	1446	pe⁴⁴jɯ³⁵	0	1289 1290	p e ⁴⁴ j ɯ ³⁵
946	Allen2007-946	Jianchuan	congee	194	稀饭	2049	pʰɛ⁵⁵vɤ⁴²	6491	970 971	pʰ ɛ ⁵⁵ v ɤ ⁴²
947	Allen2007-947	Eryuan	congee	194	稀饭	2049	pʰɛ⁵⁵ʐɤ⁴²	6492	970 972	pʰ ɛ ⁵⁵ ʐ ɤ ⁴²
948	Allen2007-948	Heqing	congee	194	稀饭	2049	pʰɛ⁵⁵vɤ⁴²	6493	970 971	pʰ ɛ ⁵⁵ v ɤ ⁴²
949	Allen2007-949	Lanping	congee	194	稀饭	2049	pʰɛ⁵⁵wu³¹	6494	970 971	pʰ ɛ ⁵⁵ w u ³¹
950	Allen2007-950	Qiliqiao	congee	194	稀饭	2049	pʰɛ⁵⁵sɤ⁴²	6495	970 972	pʰ ɛ ⁵⁵ s ɤ ⁴²
951	Allen2007-951	Yunlong	congee	194	稀饭	2049	pʰɛ⁵⁵zɤ⁴²	6496	970 972	pʰ ɛ ⁵⁵ z ɤ ⁴²
952	Allen2007-952	Xiangyun	congee	194	稀饭	2049	pʰɛ⁵⁵ɤ⁴²tsɿ⁴⁴	6497	970 971 973	pʰ ɛ ⁵⁵ ɤ ⁴² ts ɿ ⁴⁴
953	Allen2007-953	Luobenzhuo	congee	194	稀饭	2049	pʰao⁵⁵jao⁴²bẽ³³	6498	970 974 975	pʰ a o ⁵⁵ j a o ⁴² b ẽ ³³
954	Allen2007-954	Zhoucheng	congee	194	稀饭	2049	pʰɛ⁵⁵zɤ⁴²	0	970 972	pʰ ɛ ⁵⁵ z ɤ ⁴²
3250	Allen2007-3250	Jianchuan	cooked	424	熟	269	xɯ̃³³	7523	1381	x ɯ̃ ³³
3251	Allen2007-3251	Eryuan	cooked	424	熟	269	tʂɤ⁴²	7524	1382	tʂ ɤ ⁴²
3252	Allen2007-3252	Heqing	cooked	424	熟	269	tsũɔ̃⁴²	7525	1382	ts ũ ɔ̃ ⁴²
3253	Allen2007-3253	Lanping	cooked	424	熟	269	tsao⁴²	7526	1382	ts a o ⁴²
3254	Allen2007-3254	Qiliqiao	cooked	424	熟	269	tsɤ⁴²	7527	1382	ts ɤ ⁴²
3255	Allen2007-3255	Yunlong	cooked	424	熟	269	xɯ³³	7528	1381	x ɯ ³³
3256	Allen2007-3256	Xiangyun	cooked	424	熟	269	tɕɛ⁴²	7529	1382	tɕ ɛ ⁴²
3257	Allen2007-3257	Luobenzhuo	cooked	424	熟	269	pʰã⁵⁵	7530	1383	pʰ ã ⁵⁵
3258	Allen2007-3258	Zhoucheng	cooked	424	熟	269	xɯ³⁵	0	1381	x ɯ ³⁵
1036	Allen2007-1036	Jianchuan	cooked food	202	菜（熟菜）	256	tsʰɯ³¹	6523	989	tsʰ ɯ ³¹
1037	Allen2007-1037	Eryuan	cooked food	202	菜（熟菜）	256	tsʰɯ³¹	6524	989	tsʰ ɯ ³¹
1038	Allen2007-1038	Heqing	cooked food	202	菜（熟菜）	256	tsʰɯ³¹	6525	989	tsʰ ɯ ³¹
1039	Allen2007-1039	Lanping	cooked food	202	菜（熟菜）	256	tsʰɯ³¹	6526	989	tsʰ ɯ ³¹
1040	Allen2007-1040	Qiliqiao	cooked food	202	菜（熟菜）	256	xɛ⁵⁵pʰa⁴⁴	6527	990 991	x ɛ ⁵⁵ pʰ a ⁴⁴
1041	Allen2007-1041	Yunlong	cooked food	202	菜（熟菜）	256	tsʰɯ³¹	6528	989	tsʰ ɯ ³¹
1042	Allen2007-1042	Xiangyun	cooked food	202	菜（熟菜）	256	tsʰou³¹	6529	989	tsʰ o u ³¹
1043	Allen2007-1043	Luobenzhuo	cooked food	202	菜（熟菜）	256	tsʰɯ³¹	6530	989	tsʰ ɯ ³¹
1044	Allen2007-1044	Zhoucheng	cooked food	202	菜（熟菜）	256	xɛ⁵⁵pʰa⁴⁴	0	990 991	x ɛ ⁵⁵ pʰ a ⁴⁴
937	Allen2007-937	Jianchuan	cooked rice	193	饭	1191	xɛ⁵⁵sɿ³¹	1236	185 186	x ɛ ⁵⁵ s ɿ ³¹
938	Allen2007-938	Eryuan	cooked rice	193	饭	1191	xɛ⁵⁵zɿ³¹	1237	185 186	x ɛ ⁵⁵ z ɿ ³¹
939	Allen2007-939	Heqing	cooked rice	193	饭	1191	xʰɛ⁵⁵zɿ³¹	1238	185 186	xʰ ɛ ⁵⁵ z ɿ ³¹
940	Allen2007-940	Lanping	cooked rice	193	饭	1191	xɛ⁵⁵ʐɯ³³	1239	185 186	x ɛ ⁵⁵ ʐ ɯ ³³
941	Allen2007-941	Qiliqiao	cooked rice	193	饭	1191	xɛ⁵⁵sɿ³¹	1240	185 186	x ɛ ⁵⁵ s ɿ ³¹
942	Allen2007-942	Yunlong	cooked rice	193	饭	1191	xɛ⁵⁵zɿ³¹	1241	185 186	x ɛ ⁵⁵ z ɿ ³¹
943	Allen2007-943	Xiangyun	cooked rice	193	饭	1191	xɛ⁵⁵	1242	187	x ɛ ⁵⁵
944	Allen2007-944	Luobenzhuo	cooked rice	193	饭	1191	bẽ³³	1243	187	b ẽ ³³
945	Allen2007-945	Zhoucheng	cooked rice	193	饭	1191	xɛ⁵⁵zɿ³¹	0	185 186	x ɛ ⁵⁵ z ɿ ³¹
4447	Allen2007-4447	Jianchuan	corn,maize	94	玉米	506	jɯ̃⁵⁵mɯ⁵⁵	6091	754 755	j ɯ̃ ⁵⁵ m ɯ ⁵⁵
4448	Allen2007-4448	Eryuan	corn,maize	94	玉米	506	y⁵⁵mɯ⁵⁵	6092	754 755	y ⁵⁵ m ɯ ⁵⁵
4449	Allen2007-4449	Heqing	corn,maize	94	玉米	506	jɛ̃³⁵mɯ³⁵	6093	754 755	j ɛ̃ ³⁵ m ɯ ³⁵
4450	Allen2007-4450	Lanping	corn,maize	94	玉米	506	xã³³mɯ̃³³	6094	757 755	x ã ³³ m ɯ̃ ³³
4451	Allen2007-4451	Qiliqiao	corn,maize	94	玉米	506	lu³⁵ku³⁵	6095	758 759	l u ³⁵ k u ³⁵
4452	Allen2007-4452	Yunlong	corn,maize	94	玉米	506	y⁵⁵mɛ⁵⁵	6096	754 755	y ⁵⁵ m ɛ ⁵⁵
4453	Allen2007-4453	Xiangyun	corn,maize	94	玉米	506	ɔ⁴⁴me³⁵	6097	754 755	ɔ ⁴⁴ m e ³⁵
4454	Allen2007-4454	Luobenzhuo	corn,maize	94	玉米	506	xa⁴²mɯ̃ʔ⁵⁵	6098	757 755	x a ⁴² m ɯ̃ ʔ ⁵⁵
4455	Allen2007-4455	Zhoucheng	corn,maize	94	玉米	506	ji⁵⁵mɛ⁵⁵	0	754 755	j i ⁵⁵ m ɛ ⁵⁵
4483	Allen2007-4483	Jianchuan	cotton	98	棉花	1850	mi⁵⁵xua⁵⁵	6107	763 764	m i ⁵⁵ x u a ⁵⁵
4484	Allen2007-4484	Eryuan	cotton	98	棉花	1850	xɔ³⁵ɕi⁵⁵	6108	764 765	x ɔ ³⁵ ɕ i ⁵⁵
4485	Allen2007-4485	Heqing	cotton	98	棉花	1850	mi⁵⁵xua⁵⁵	6109	763 764	m i ⁵⁵ x u a ⁵⁵
4486	Allen2007-4486	Lanping	cotton	98	棉花	1850	mi⁵⁵xua⁵⁵	6110	763 764	m i ⁵⁵ x u a ⁵⁵
4487	Allen2007-4487	Qiliqiao	cotton	98	棉花	1850	xɔ³⁵mi³¹	6111	764 763	x ɔ ³⁵ m i ³¹
4488	Allen2007-4488	Yunlong	cotton	98	棉花	1850	xɔ³⁵se⁵⁵	6112	764 765	x ɔ ³⁵ s e ⁵⁵
4489	Allen2007-4489	Xiangyun	cotton	98	棉花	1850	xɔ³⁵mi³¹	6113	764 763	x ɔ ³⁵ m i ³¹
4490	Allen2007-4490	Luobenzhuo	cotton	98	棉花	1850	xɔ⁵⁵	6114	764	x ɔ ⁵⁵
4491	Allen2007-4491	Zhoucheng	cotton	98	棉花	1850	xɔ³⁵ɕi³⁵	0	764 765	x ɔ ³⁵ ɕ i ³⁵
3601	Allen2007-3601	Jianchuan	cow	46	牛	1007	ŋɯ²¹	5923	657	ŋ ɯ ²¹
3602	Allen2007-3602	Eryuan	cow	46	牛	1007	ŋɯ²¹	5924	657	ŋ ɯ ²¹
3603	Allen2007-3603	Heqing	cow	46	牛	1007	ŋɯ²¹	5925	657	ŋ ɯ ²¹
3604	Allen2007-3604	Lanping	cow	46	牛	1007	ŋɯ²¹	5926	657	ŋ ɯ ²¹
3605	Allen2007-3605	Qiliqiao	cow	46	牛	1007	ŋɯ²¹	5927	657	ŋ ɯ ²¹
3606	Allen2007-3606	Yunlong	cow	46	牛	1007	ŋɯ²¹	5928	657	ŋ ɯ ²¹
3607	Allen2007-3607	Xiangyun	cow	46	牛	1007	ŋɯ²¹	5929	657	ŋ ɯ ²¹
3608	Allen2007-3608	Luobenzhuo	cow	46	牛	1007	ŋɯ̃²¹	5930	657	ŋ ɯ̃ ²¹
3609	Allen2007-3609	Zhoucheng	cow	46	牛	1007	ŋɯ²¹	0	657	ŋ ɯ ²¹
4141	Allen2007-4141	Jianchuan	crow	63	乌鸦	913	xɯ⁴⁴vɤ⁵⁵	5971	677 678	x ɯ ⁴⁴ v ɤ ⁵⁵
4142	Allen2007-4142	Eryuan	crow	63	乌鸦	913	xu⁴⁴u⁵⁵	5972	677 678	x u ⁴⁴ u ⁵⁵
4143	Allen2007-4143	Heqing	crow	63	乌鸦	913	xɯ⁴⁴ɔ³⁵	5973	677 678	x ɯ ⁴⁴ ɔ ³⁵
4144	Allen2007-4144	Lanping	crow	63	乌鸦	913	xu³³u⁵⁵	5974	677 678	x u ³³ u ⁵⁵
4145	Allen2007-4145	Qiliqiao	crow	63	乌鸦	913	xɯ⁴⁴ŋɤ³⁵	5975	677 679	x ɯ ⁴⁴ ŋ ɤ ³⁵
4146	Allen2007-4146	Yunlong	crow	63	乌鸦	913	wa⁴²	5976	678	w a ⁴²
4147	Allen2007-4147	Xiangyun	crow	63	乌鸦	913	xɯ⁴⁴ɛ³⁵	5977	677 678	x ɯ ⁴⁴ ɛ ³⁵
4148	Allen2007-4148	Luobenzhuo	crow	63	乌鸦	913	tɕa⁵⁵vɤ⁵⁵	5978	681 678	tɕ a ⁵⁵ v ɤ ⁵⁵
4149	Allen2007-4149	Zhoucheng	crow	63	乌鸦	913	xɯ⁴⁴vɤ³⁵	0	677 678	x ɯ ⁴⁴ v ɤ ³⁵
2836	Allen2007-2836	Jianchuan	crow (noise of cock)	383	啼(鸡鸣)	2074	mɛ²¹	452	68	m ɛ ²¹
2837	Allen2007-2837	Eryuan	crow (noise of cock)	383	啼(鸡鸣)	2074	mɛ²¹	453	68	m ɛ ²¹
2838	Allen2007-2838	Heqing	crow (noise of cock)	383	啼(鸡鸣)	2074	mɛ²¹	454	68	m ɛ ²¹
2839	Allen2007-2839	Lanping	crow (noise of cock)	383	啼(鸡鸣)	2074	mæ²¹	455	68	m æ ²¹
2840	Allen2007-2840	Qiliqiao	crow (noise of cock)	383	啼(鸡鸣)	2074	mɛ²¹	456	68	m ɛ ²¹
2841	Allen2007-2841	Yunlong	crow (noise of cock)	383	啼(鸡鸣)	2074	mɛ²¹	457	68	m ɛ ²¹
2842	Allen2007-2842	Xiangyun	crow (noise of cock)	383	啼(鸡鸣)	2074	kɯ³⁵	458	69	k ɯ ³⁵
2843	Allen2007-2843	Luobenzhuo	crow (noise of cock)	383	啼(鸡鸣)	2074	mã³¹	459	68	m ã ³¹
2844	Allen2007-2844	Zhoucheng	crow (noise of cock)	383	啼(鸡鸣)	2074	mɛ²¹	0	68	m ɛ ²¹
2494	Allen2007-2494	Jianchuan	cry	349	哭	1839	kʰou⁴⁴	625	94	kʰ o u ⁴⁴
2495	Allen2007-2495	Eryuan	cry	349	哭	1839	kʰɔ⁴⁴	626	94	kʰ ɔ ⁴⁴
2496	Allen2007-2496	Heqing	cry	349	哭	1839	xʰɛ⁵⁵kuɔ⁵⁵	627	95 96	xʰ ɛ ⁵⁵ k u ɔ ⁵⁵
2497	Allen2007-2497	Lanping	cry	349	哭	1839	kʰu³³	628	94	kʰ u ³³
2498	Allen2007-2498	Qiliqiao	cry	349	哭	1839	kʰo⁴⁴	629	94	kʰ o ⁴⁴
2499	Allen2007-2499	Yunlong	cry	349	哭	1839	kʰu⁴⁴	630	94	kʰ u ⁴⁴
2500	Allen2007-2500	Xiangyun	cry	349	哭	1839	kʰɔu⁴⁴	631	94	kʰ ɔ u ⁴⁴
2501	Allen2007-2501	Luobenzhuo	cry	349	哭	1839	qʰo⁵⁵	632	94	qʰ o ⁵⁵
2502	Allen2007-2502	Zhoucheng	cry	349	哭	1839	kʰo⁴⁴	0	94	kʰ o ⁴⁴
55	Allen2007-55	Jianchuan	cucumber	104	黄瓜	496	pʰo⁴⁴	6139	781	pʰ o ⁴⁴
56	Allen2007-56	Eryuan	cucumber	104	黄瓜	496	pʰɔ⁴⁴	6140	781	pʰ ɔ ⁴⁴
57	Allen2007-57	Heqing	cucumber	104	黄瓜	496	pʰɔu⁴⁴	6141	781	pʰ ɔ u ⁴⁴
58	Allen2007-58	Lanping	cucumber	104	黄瓜	496	pʰao³³	6142	781	pʰ a o ³³
59	Allen2007-59	Qiliqiao	cucumber	104	黄瓜	496	pʰɔ⁴⁴	6143	781	pʰ ɔ ⁴⁴
60	Allen2007-60	Yunlong	cucumber	104	黄瓜	496	pʰu⁴⁴	6144	781	pʰ u ⁴⁴
61	Allen2007-61	Xiangyun	cucumber	104	黄瓜	496	pʰɔ⁴⁴	6145	781	pʰ ɔ ⁴⁴
62	Allen2007-62	Luobenzhuo	cucumber	104	黄瓜	496	pʰao⁵⁵	6146	781	pʰ a o ⁵⁵
63	Allen2007-63	Zhoucheng	cucumber	104	黄瓜	496	pʰo⁴⁴	0	781	pʰ o ⁴⁴
2143	Allen2007-2143	Jianchuan	cut (with knife)	313	切	2156	tsʰũã³³	659	98	tsʰ ũ ã ³³
2144	Allen2007-2144	Eryuan	cut (with knife)	313	切	2156	tsʰua³³	660	98	tsʰ u a ³³
2145	Allen2007-2145	Heqing	cut (with knife)	313	切	2156	tsʰũã³³	661	98	tsʰ ũ ã ³³
