ID	TAXA	TAXA_WITH_TONES	CHINESE_TAXA	GLOSS	PINYIN	NUMBER	READING	IPA	TOKENS	ALIGNMENT	PROTO	PROTO_TOKENS	BAXTER	ZGYY	COGID
8029	Wuhan	Wǔhàn	武汉	木	mù	244	mu²¹³moŋ²¹³	mu²¹³	m u ²¹³	m - u - ²¹³	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8030	Shantou	Shàntóu	汕头	木	mù	244	bak⁵	bak⁵	b a k ⁵	b - a k ⁵	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8031	Jinan	Jìnán	济南	木	mù	244	mu²¹	mu²¹	m u ²¹	m - u - ²¹	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8032	Haikou	Hǎikǒu	海口	木	mù	244	mok³vak³	mok³	m o k ³	m - o k ³	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8033	Wenzhou	Wēnzhōu	温州	木	mù	244	mu²¹³	mu²¹³	m u ²¹³	m - u - ²¹³	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8034	Xiangtan	Xiāngtán	湘潭	木	mù	244	mo²⁴	mo²⁴	m o ²⁴	m - o - ²⁴	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8035	Fuzhou	Fúzhōu	福州	木	mù	244	mu？⁵	muʔ⁵	m u ʔ ⁵	m - u ʔ ⁵	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8036	Suzhou	Sūzhōu	苏州	木	mù	244	mo？³	moʔ³	m o ʔ ³	m - o ʔ ³	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8037	Xian	Xīān	西安	木	mù	244	mu²¹	mu²¹	m u ²¹	m - u - ²¹	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8038	Guiyang	Guìyáng	贵阳	木	mù	244	mu²¹	mu²¹	m u ²¹	m - u - ²¹	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8039	Zhengzhou	Zhèngzhōu	郑州	木	mù	244	mu²⁴	mu²⁴	m u ²⁴	m - u - ²⁴	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8040	Yinchuan	Yínchuān	银川	木	mù	244	mu¹³	mu¹³	m u ¹³	m - u - ¹³	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8041	Changsha	Chángshā	长沙	木	mù	244	mo²⁴	mo²⁴	m o ²⁴	m - o - ²⁴	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8042	Qingdao	Qīngdǎo	青岛	木	mù	244	mu⁴²	mu⁴²	m u ⁴²	m - u - ⁴²	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8043	Xianggang	Xiānggǎng	香港	木	mù	244	muk²	muk²	m u k ²	m - u k ²	buwk⁴	b - uw k ⁴	buwk	通合一入屋明	244
8044	Shanghai	Shànghǎi	上海	目	mù	245	mo？¹	moʔ¹	m o ʔ ¹	m - o ʔ ¹	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8045	Wulumuqi	Wūlǔmùqí	乌鲁木齐	目	mù	245	mu²¹³	mu²¹³	m u ²¹³	m - u - ²¹³	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8046	Lanzhou	Lánzhōu	兰州	目	mù	245	mu¹³	mu¹³	m u ¹³	m - u - ¹³	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8047	Beijing	Běijīng	北京	目	mù	245	mu⁵¹	mu⁵¹	m u ⁵¹	m - u - ⁵¹	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8048	Nanjing	Nánjīng	南京	目	mù	245	mu?⁵	muʔ⁵	m u ʔ ⁵	m - u ʔ ⁵	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8049	Nanning	Nánníng	南宁	目	mù	245	muk²²	muk²²	m u k ²²	m - u k ²²	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8050	Nanchang	Nánchāng	南昌	目	mù	245	mu？⁵	muʔ⁵	m u ʔ ⁵	m - u ʔ ⁵	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8051	Xiamen	Xiàmén	厦门	目	mù	245	bɔk⁵bak⁵	bɔk⁵	b ɔ k ⁵	b - ɔ k ⁵	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8052	Taibei	Táiběi	台北	目	mù	245	bak⁴⁴bɔk⁴⁴	bak⁴⁴	b a k ⁴⁴	b - a k ⁴⁴	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8053	Hefei	Héféi	合肥	目	mù	245	mə?⁵	məʔ⁵	m ə ʔ ⁵	m - ə ʔ ⁵	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8054	Huhehaote	Hūhèhàotè	呼和浩特	目	mù	245	mə?⁴³〜的mu⁵⁵眼〜	məʔ⁴³	m ə ʔ ⁴³	m - ə ʔ ⁴³	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8055	Haerbin	Hāěrbīn	哈尔滨	目	mù	245	mu⁵³	mu⁵³	m u ⁵³	m - u - ⁵³	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8056	Tianjin	Tiānjīn	天津	目	mù	245	mu⁵³	mu⁵³	m u ⁵³	m - u - ⁵³	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8057	Taiyuan	Tàiyuán	太原	目	mù	245	mə?²	məʔ²	m ə ʔ ²	m - ə ʔ ²	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8058	Tunxi	Tūnxī	屯溪	目	mù	245	mo¹¹	mo¹¹	m o ¹¹	m - o - ¹¹	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8059	Pingyao	Píngyáo	平遥	目	mù	245	mʌ?⁵³	mʌʔ⁵³	m ʌ ʔ ⁵³	m - ʌ ʔ ⁵³	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8060	Guangzhou	Guǎngzhōu	广州	目	mù	245	mok²	mok²	m o k ²	m - o k ²	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8061	Jianou	Jiànōu	建瓯	目	mù	245	mu⁴²	mu⁴²	m u ⁴²	m - u - ⁴²	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8062	Chengdu	Chéngdū	成都	目	mù	245	mu³¹	mu³¹	m u ³¹	m - u - ³¹	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8063	Kunming	Kūnmíng	昆明	目	mù	245	mu³¹	mu³¹	m u ³¹	m - u - ³¹	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8064	Hangzhou	Hángzhōu	杭州	目	mù	245	mo？²	moʔ²	m o ʔ ²	m - o ʔ ²	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8065	Taoyuan	Táoyuán	桃园	目	mù	245	muk²²	muk²²	m u k ²²	m - u k ²²	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8066	Meixian	Méixiàn	梅县	目	mù	245	muk¹	muk¹	m u k ¹	m - u k ¹	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8067	Shexian	Shèxiàn	歙县	目	mù	245	mɔ²²	mɔ²²	m ɔ ²²	m - ɔ - ²²	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8068	Wuhan	Wǔhàn	武汉	目	mù	245	mu³⁵moŋ³⁵	mu³⁵	m u ³⁵	m - u - ³⁵	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8069	Shantou	Shàntóu	汕头	目	mù	245	mak⁵	mak⁵	m a k ⁵	m - a k ⁵	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8070	Jinan	Jìnán	济南	目	mù	245	mu²¹	mu²¹	m u ²¹	m - u - ²¹	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8071	Haikou	Hǎikǒu	海口	目	mù	245	mok³mak³	mok³	m o k ³	m - o k ³	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8072	Wenzhou	Wēnzhōu	温州	目	mù	245	mu²¹³	mu²¹³	m u ²¹³	m - u - ²¹³	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8073	Xiangtan	Xiāngtán	湘潭	目	mù	245	mo²⁴	mo²⁴	m o ²⁴	m - o - ²⁴	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8074	Fuzhou	Fúzhōu	福州	目	mù	245	møy？⁵	møyʔ⁵	m ø y ʔ ⁵	m ø y ʔ ⁵	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8075	Suzhou	Sūzhōu	苏州	目	mù	245	mo？³	moʔ³	m o ʔ ³	m - o ʔ ³	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8076	Xian	Xīān	西安	目	mù	245	mu²¹	mu²¹	m u ²¹	m - u - ²¹	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8077	Guiyang	Guìyáng	贵阳	目	mù	245	mu²¹	mu²¹	m u ²¹	m - u - ²¹	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8078	Zhengzhou	Zhèngzhōu	郑州	目	mù	245	mu²⁴	mu²⁴	m u ²⁴	m - u - ²⁴	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8079	Yinchuan	Yínchuān	银川	目	mù	245	mu¹³	mu¹³	m u ¹³	m - u - ¹³	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8080	Changsha	Chángshā	长沙	目	mù	245	mo²⁴	mo²⁴	m o ²⁴	m - o - ²⁴	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8081	Qingdao	Qīngdǎo	青岛	目	mù	245	mu⁴²	mu⁴²	m u ⁴²	m - u - ⁴²	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8082	Xianggang	Xiānggǎng	香港	目	mù	245	muk²	muk²	m u k ²	m - u k ²	mjuwk⁴	m j uw k ⁴	mjuwk	通合三入屋明	245
8083	Shanghai	Shànghǎi	上海	服	fú	246	vo？¹	voʔ¹	v o ʔ ¹	v - o ʔ ¹	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8084	Wulumuqi	Wūlǔmùqí	乌鲁木齐	服	fú	246	fu⁵¹	fu⁵¹	f u ⁵¹	f - u - ⁵¹	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8085	Lanzhou	Lánzhōu	兰州	服	fú	246	fu⁵³	fu⁵³	f u ⁵³	f - u - ⁵³	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8086	Beijing	Běijīng	北京	服	fú	246	fu³⁵	fu³⁵	f u ³⁵	f - u - ³⁵	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8087	Nanjing	Nánjīng	南京	服	fú	246	fu?⁵	fuʔ⁵	f u ʔ ⁵	f - u ʔ ⁵	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8088	Nanning	Nánníng	南宁	服	fú	246	fuk²²	fuk²²	f u k ²²	f - u k ²²	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8089	Nanchang	Nánchāng	南昌	服	fú	246	fu？²	fuʔ²	f u ʔ ²	f - u ʔ ²	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8090	Xiamen	Xiàmén	厦门	服	fú	246	hɔk⁵	hɔk⁵	h ɔ k ⁵	h - ɔ k ⁵	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8091	Taibei	Táiběi	台北	服	fú	246	hok⁴⁴	hok⁴⁴	h o k ⁴⁴	h - o k ⁴⁴	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8092	Hefei	Héféi	合肥	服	fú	246	fə?⁵	fəʔ⁵	f ə ʔ ⁵	f - ə ʔ ⁵	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8093	Huhehaote	Hūhèhàotè	呼和浩特	服	fú	246	fə?⁴³	fəʔ⁴³	f ə ʔ ⁴³	f - ə ʔ ⁴³	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8094	Haerbin	Hāěrbīn	哈尔滨	服	fú	246	fu²⁴	fu²⁴	f u ²⁴	f - u - ²⁴	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8095	Tianjin	Tiānjīn	天津	服	fú	246	fu⁴⁵	fu⁴⁵	f u ⁴⁵	f - u - ⁴⁵	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8096	Taiyuan	Tàiyuán	太原	服	fú	246	fə?⁵⁴	fəʔ⁵⁴	f ə ʔ ⁵⁴	f - ə ʔ ⁵⁴	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8097	Tunxi	Tūnxī	屯溪	服	fú	246	fu¹¹	fu¹¹	f u ¹¹	f - u - ¹¹	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8098	Pingyao	Píngyáo	平遥	服	fú	246	xuʌ?⁵³	xuʌʔ⁵³	x u ʌ ʔ ⁵³	x u ʌ ʔ ⁵³	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8099	Guangzhou	Guǎngzhōu	广州	服	fú	246	fok²	fok²	f o k ²	f - o k ²	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8100	Jianou	Jiànōu	建瓯	服	fú	246	xu⁴⁴舒〜xu²⁴〜从	xu⁴⁴	x u ⁴⁴	x - u - ⁴⁴	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8101	Chengdu	Chéngdū	成都	服	fú	246	fu³¹	fu³¹	f u ³¹	f - u - ³¹	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8102	Kunming	Kūnmíng	昆明	服	fú	246	fu³¹	fu³¹	f u ³¹	f - u - ³¹	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8103	Hangzhou	Hángzhōu	杭州	服	fú	246	vo？²	voʔ²	v o ʔ ²	v - o ʔ ²	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8104	Taoyuan	Táoyuán	桃园	服	fú	246	fuk⁵⁵	fuk⁵⁵	f u k ⁵⁵	f - u k ⁵⁵	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8105	Meixian	Méixiàn	梅县	服	fú	246	fuk⁵	fuk⁵	f u k ⁵	f - u k ⁵	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8106	Shexian	Shèxiàn	歙县	服	fú	246	fu²²	fu²²	f u ²²	f - u - ²²	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8107	Wuhan	Wǔhàn	武汉	服	fú	246	fu²¹³	fu²¹³	f u ²¹³	f - u - ²¹³	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8108	Shantou	Shàntóu	汕头	服	fú	246	hok⁵	hok⁵	h o k ⁵	h - o k ⁵	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8109	Jinan	Jìnán	济南	服	fú	246	fu⁴²	fu⁴²	f u ⁴²	f - u - ⁴²	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8110	Haikou	Hǎikǒu	海口	服	fú	246	fok³	fok³	f o k ³	f - o k ³	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8111	Wenzhou	Wēnzhōu	温州	服	fú	246	fu²¹³	fu²¹³	f u ²¹³	f - u - ²¹³	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8112	Xiangtan	Xiāngtán	湘潭	服	fú	246	ɸu²⁴	ɸu²⁴	ɸ u ²⁴	ɸ - u - ²⁴	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8113	Fuzhou	Fúzhōu	福州	服	fú	246	hu？⁵	huʔ⁵	h u ʔ ⁵	h - u ʔ ⁵	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8114	Suzhou	Sūzhōu	苏州	服	fú	246	vo？³	voʔ³	v o ʔ ³	v - o ʔ ³	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8115	Xian	Xīān	西安	服	fú	246	fu²⁴	fu²⁴	f u ²⁴	f - u - ²⁴	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8116	Guiyang	Guìyáng	贵阳	服	fú	246	fu²¹	fu²¹	f u ²¹	f - u - ²¹	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8117	Zhengzhou	Zhèngzhōu	郑州	服	fú	246	fu²⁴	fu²⁴	f u ²⁴	f - u - ²⁴	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8118	Yinchuan	Yínchuān	银川	服	fú	246	fu¹³	fu¹³	f u ¹³	f - u - ¹³	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8119	Changsha	Chángshā	长沙	服	fú	246	fu²⁴	fu²⁴	f u ²⁴	f - u - ²⁴	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8120	Qingdao	Qīngdǎo	青岛	服	fú	246	fu⁴²	fu⁴²	f u ⁴²	f - u - ⁴²	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8121	Xianggang	Xiānggǎng	香港	服	fú	246	fuk²	fuk²	f u k ²	f - u k ²	bjuwk⁴	b j uw k ⁴	bjuwk	通合三入屋奉	246
8122	Shanghai	Shànghǎi	上海	附	fù	249	vu¹³	vu¹³	v u ¹³	v - u - ¹³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8123	Wulumuqi	Wūlǔmùqí	乌鲁木齐	附	fù	249	fu²¹³	fu²¹³	f u ²¹³	f - u - ²¹³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8124	Lanzhou	Lánzhōu	兰州	附	fù	249	fu¹³	fu¹³	f u ¹³	f - u - ¹³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8125	Beijing	Běijīng	北京	附	fù	249	fu⁵¹	fu⁵¹	f u ⁵¹	f - u - ⁵¹	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8126	Nanjing	Nánjīng	南京	附	fù	249	fu⁴⁴	fu⁴⁴	f u ⁴⁴	f - u - ⁴⁴	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8127	Nanning	Nánníng	南宁	附	fù	249	fu²²	fu²²	f u ²²	f - u - ²²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8128	Nanchang	Nánchāng	南昌	附	fù	249	fu²¹	fu²¹	f u ²¹	f - u - ²¹	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8129	Xiamen	Xiàmén	厦门	附	fù	249	hu²²	hu²²	h u ²²	h - u - ²²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8130	Taibei	Táiběi	台北	附	fù	249	hu¹¹	hu¹¹	h u ¹¹	h - u - ¹¹	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8131	Hefei	Héféi	合肥	附	fù	249	fu⁵³	fu⁵³	f u ⁵³	f - u - ⁵³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8132	Huhehaote	Hūhèhàotè	呼和浩特	附	fù	249	fu⁵⁵	fu⁵⁵	f u ⁵⁵	f - u - ⁵⁵	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8133	Haerbin	Hāěrbīn	哈尔滨	附	fù	249	fu²⁴〜属fu²¹³〜近	fu²⁴	f u ²⁴	f - u - ²⁴	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8134	Tianjin	Tiānjīn	天津	附	fù	249	fu⁵³	fu⁵³	f u ⁵³	f - u - ⁵³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8135	Taiyuan	Tàiyuán	太原	附	fù	249	fu⁴⁵	fu⁴⁵	f u ⁴⁵	f - u - ⁴⁵	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8136	Tunxi	Tūnxī	屯溪	附	fù	249	fu⁴²	fu⁴²	f u ⁴²	f - u - ⁴²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8137	Pingyao	Píngyáo	平遥	附	fù	249	xu³⁵	xu³⁵	x u ³⁵	x - u - ³⁵	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8138	Guangzhou	Guǎngzhōu	广州	附	fù	249	fu²²	fu²²	f u ²²	f - u - ²²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8139	Jianou	Jiànōu	建瓯	附	fù	249	xu⁴⁴	xu⁴⁴	x u ⁴⁴	x - u - ⁴⁴	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8140	Chengdu	Chéngdū	成都	附	fù	249	fu¹³	fu¹³	f u ¹³	f - u - ¹³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8141	Kunming	Kūnmíng	昆明	附	fù	249	fu²¹²	fu²¹²	f u ²¹²	f - u - ²¹²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8142	Hangzhou	Hángzhōu	杭州	附	fù	249	vu¹³	vu¹³	v u ¹³	v - u - ¹³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8143	Taoyuan	Táoyuán	桃园	附	fù	249	fu⁵⁵	fu⁵⁵	f u ⁵⁵	f - u - ⁵⁵	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8144	Meixian	Méixiàn	梅县	附	fù	249	fu⁵³	fu⁵³	f u ⁵³	f - u - ⁵³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8145	Shexian	Shèxiàn	歙县	附	fù	249	fu³²⁴	fu³²⁴	f u ³²⁴	f - u - ³²⁴	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8146	Wuhan	Wǔhàn	武汉	附	fù	249	fu³⁵	fu³⁵	f u ³⁵	f - u - ³⁵	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8147	Shantou	Shàntóu	汕头	附	fù	249	hu²¹³	hu²¹³	h u ²¹³	h - u - ²¹³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8148	Jinan	Jìnán	济南	附	fù	249	fu⁴²	fu⁴²	f u ⁴²	f - u - ⁴²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8149	Haikou	Hǎikǒu	海口	附	fù	249	fu³³	fu³³	f u ³³	f - u - ³³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8150	Wenzhou	Wēnzhōu	温州	附	fù	249	vøy²²	vøy²²	v ø y ²²	v - ø y ²²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8151	Xiangtan	Xiāngtán	湘潭	附	fù	249	ɸu⁵⁵	ɸu⁵⁵	ɸ u ⁵⁵	ɸ - u - ⁵⁵	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8152	Fuzhou	Fúzhōu	福州	附	fù	249	hou²¹²	hou²¹²	h o u ²¹²	h - o u ²¹²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8153	Suzhou	Sūzhōu	苏州	附	fù	249	vu³¹	vu³¹	v u ³¹	v - u - ³¹	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8154	Xian	Xīān	西安	附	fù	249	fu⁴⁴	fu⁴⁴	f u ⁴⁴	f - u - ⁴⁴	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8155	Guiyang	Guìyáng	贵阳	附	fù	249	fu²¹³	fu²¹³	f u ²¹³	f - u - ²¹³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8156	Zhengzhou	Zhèngzhōu	郑州	附	fù	249	fu⁴²	fu⁴²	f u ⁴²	f - u - ⁴²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8157	Yinchuan	Yínchuān	银川	附	fù	249	fu¹³	fu¹³	f u ¹³	f - u - ¹³	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8158	Changsha	Chángshā	长沙	附	fù	249	fu⁵⁵fu¹¹	fu⁵⁵	f u ⁵⁵	f - u - ⁵⁵	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8159	Qingdao	Qīngdǎo	青岛	附	fù	249	fu⁴²	fu⁴²	f u ⁴²	f - u - ⁴²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8160	Xianggang	Xiānggǎng	香港	附	fù	249	fu²²	fu²²	f u ²²	f - u - ²²	bju³	b j u - ³	bjuH	遇合三去遇奉	249
8161	Shanghai	Shànghǎi	上海	缚	fù	250	bo？¹vo？¹	boʔ¹	b o ʔ ¹	b - o ʔ ¹	ba³	b - a - ³	baH	宕合三入药奉	250
8162	Wulumuqi	Wūlǔmùqí	乌鲁木齐	缚	fù	250	fu²¹³	fu²¹³	f u ²¹³	f - u - ²¹³	ba³	b - a - ³	baH	宕合三入药奉	250
8163	Lanzhou	Lánzhōu	兰州	缚	fù	250	fə⁵³	fə⁵³	f ə ⁵³	f - ə - ⁵³	ba³	b - a - ³	baH	宕合三入药奉	250
8164	Beijing	Běijīng	北京	缚	fù	250	fu⁵¹	fu⁵¹	f u ⁵¹	f - u - ⁵¹	ba³	b - a - ³	baH	宕合三入药奉	250
8165	Nanjing	Nánjīng	南京	缚	fù	250	fu⁴⁴	fu⁴⁴	f u ⁴⁴	f - u - ⁴⁴	ba³	b - a - ³	baH	宕合三入药奉	250
8166	Nanning	Nánníng	南宁	缚	fù	250	pɔk³³	pɔk³³	p ɔ k ³³	p - ɔ k ³³	ba³	b - a - ³	baH	宕合三入药奉	250
8167	Xiamen	Xiàmén	厦门	缚	fù	250	hɔk⁵pak⁵	hɔk⁵	h ɔ k ⁵	h - ɔ k ⁵	ba³	b - a - ³	baH	宕合三入药奉	250
8168	Taibei	Táiběi	台北	缚	fù	250	pak⁴⁴hok⁴⁴	pak⁴⁴	p a k ⁴⁴	p - a k ⁴⁴	ba³	b - a - ³	baH	宕合三入药奉	250
8169	Hefei	Héféi	合肥	缚	fù	250	fə?⁵pɐ?⁵	fəʔ⁵	f ə ʔ ⁵	f - ə ʔ ⁵	ba³	b - a - ³	baH	宕合三入药奉	250
8170	Huhehaote	Hūhèhàotè	呼和浩特	缚	fù	250	fə?⁴³	fəʔ⁴³	f ə ʔ ⁴³	f - ə ʔ ⁴³	ba³	b - a - ³	baH	宕合三入药奉	250
8171	Haerbin	Hāěrbīn	哈尔滨	缚	fù	250	fu²⁴	fu²⁴	f u ²⁴	f - u - ²⁴	ba³	b - a - ³	baH	宕合三入药奉	250
8172	Tianjin	Tiānjīn	天津	缚	fù	250	fu⁵³	fu⁵³	f u ⁵³	f - u - ⁵³	ba³	b - a - ³	baH	宕合三入药奉	250
8173	Taiyuan	Tàiyuán	太原	缚	fù	250	fə?⁵⁴	fəʔ⁵⁴	f ə ʔ ⁵⁴	f - ə ʔ ⁵⁴	ba³	b - a - ³	baH	宕合三入药奉	250
8174	Pingyao	Píngyáo	平遥	缚	fù	250	xuʌ?⁵³	xuʌʔ⁵³	x u ʌ ʔ ⁵³	x u ʌ ʔ ⁵³	ba³	b - a - ³	baH	宕合三入药奉	250
8175	Guangzhou	Guǎngzhōu	广州	缚	fù	250	pɔk³	pɔk³	p ɔ k ³	p - ɔ k ³	ba³	b - a - ³	baH	宕合三入药奉	250
8176	Jianou	Jiànōu	建瓯	缚	fù	250	pɔ²⁴pu⁴⁴	pɔ²⁴	p ɔ ²⁴	p - ɔ - ²⁴	ba³	b - a - ³	baH	宕合三入药奉	250
