# EDICTOR
@modified: 2015-11-25 16:1
@source: Hamed and Wang (2006)
#
ID	DOCULECT	CONCEPT	IPA	WANGID	PARTIAL
1313	Yuci	louse	虱子	0b	虱子
1314	Changsha	louse	虱婆子	0ab	虱婆子
1315	Shuangfeng	louse	虱婆子	0ab	虱婆子
#
1316	Guangzhou	man	男人	1	男人
1317	Guangzhou	man	佬	13	佬
1318	Suzhou	man	男	0	男
1319	Suzhou	man	男子客	0cd	男子客
1320	Meixian	man	男子人	4	男子人
1321	Nanchang	man	男个	0b	男个
1322	Fuzhou	man	唐*夫农	11	唐夫农
1323	Fuzhou	man	男界*	0b	男个
1324	Ningxia	man	男人	1	男人
1325	Lianchang	man	男子	0c	男子
1326	Ningbo	man	男	0	男
1327	Yingshan	man	男的	0a	男的
1328	Yingshan	man	男将	3	男将
1329	Chengdu	man	男	0	男
1330	Zhanping	man	丈夫侬：读tiongɫ puɨ langø	11	丈夫侬
1331	Shanghai	man	男人	1	男人
1332	Shanghai_B	man	男人	1	男人
1333	Xiamen	man	ta55 夫	12	T夫
1334	Xiamen	man	taɫɫ 夫侬	11	T夫侬
1335	Anyi	man	男个	0b	男个
1336	Anyi	man	男人	1	男人
1337	Beijing	man	男的	0a	男的
1338	Beijing	man	爷们儿	4	爷们儿
1339	Wenzhou	man	男个	0b	男个
1340	Wenzhou	man	男子客	0ac	男子客
1341	Taibei	man	taɾɾ pooɾɾ ʔ夫	11	TP夫
1342	Wuhan	man	男的	2a	男的
1343	Wuhan	man	男将	3	男将
1344	Taiyuan	man	男人	1	男人
1345	Taiyuan	man	男的	2a	男的
1346	Yuci	man	男人	1	男人
1347	Yuci	man	男的	2a	男的
1348	Changsha	man	男的	1	男的
1349	Changsha	man	男人家	2a	男人家
1350	Shuangfeng	man	男人家	1a	男人家
#
1351	Guangzhou	many	多	0	多
1352	Suzhou	many	多	0	多
1353	Suzhou	many	交关	2	交关
1354	Meixian	many	多	0	多
1355	Nanchang	many	多	0	多
1356	Fuzhou	many	禾-齐	1	侪
1357	Ningxia	many	多	0	多
1358	Lianchang	many	多	0	多
1359	Ningbo	many	多	0	多
1360	Yingshan	many	多	0	多
1361	Chengdu	many	多	0	多
1362	Zhanping	many	侪	1	侪
1363	Shanghai	many	多	0	多
1364	Shanghai_B	many	多	0	多
1365	Xiamen	many	禾-齐	1	侪
1366	Anyi	many	多	0	多
1367	Beijing	many	多	0	多
1368	Wenzhou	many	多	0	多
1369	Taibei	many	tsue33穧?	1	侪
1370	Wuhan	many	多	0	多
1371	Taiyuan	many	多	0	多
1372	Yuci	many	多	0	多
1373	Changsha	many	多	0	多
1374	Shuangfeng	many	多	0	多
#
1375	Guangzhou	moon	月光	0a	月光
1376	Suzhou	moon	月亮	0b	月亮
1377	Meixian	moon	月光	0a	月光
1378	Nanchang	moon	月光	0a	月光
1379	Nanchang	moon	月亮	0b	月亮
1380	Fuzhou	moon	月	0	月
1381	Ningxia	moon	月亮	0b	月亮
1382	Lianchang	moon	月光	0a	月光
1383	Lianchang	moon	热光	1a	热光
1384	Ningbo	moon	月亮	0b	月亮
1385	Yingshan	moon	月亮	0b	月亮
1386	Chengdu	moon	月亮	0b	月亮
1387	Zhanping	moon	月	0	月
1388	Shanghai	moon	月亮	0b	月亮
1389	Shanghai_B	moon	月亮	0b	月亮
1390	Xiamen	moon	月，月娘	0	月
1391	Anyi	moon	月光	0a	月光
1392	Beijing	moon	月亮	0b	月亮
1393	Wenzhou	moon	月光	0a	月光
1394	Wenzhou	moon	月光佛	0ad	月光佛
1395	Taibei	moon	gueh33 liuN13月娘	0c	月娘
1396	Wuhan	moon	月亮	0b	月亮
1397	Taiyuan	moon	月明[爷]	0e	月明爷
1398	Taiyuan	moon	月明[爷]	0ef	月明
1399	Yuci	moon	月（儿）	0	月
1400	Yuci	moon	月（儿）	0a	月儿
1401	Changsha	moon	月亮	0b	月亮
1402	Shuangfeng	moon	月光	0a	月光
5351	Xiamen	moon	月，月娘	0	月娘
#
3888	Guangzhou	mother	老母	a2	老母
3889	Guangzhou	mother	阿妈	b3	阿妈
3890	Guangzhou	mother	妈妈	3b	妈阿
3891	Suzhou	mother	娘	1	娘
3892	Suzhou	mother	姆妈	{23}	姆妈
3893	Meixian	mother	女-哀子	6	女哀子
3894	Nanchang	mother	姆妈	{23}	姆妈
3895	Nanchang	mother	娘（背称）	1	娘
3896	Fuzhou	mother	娘奶	{14}	娘奶
3897	Fuzhou	mother	依*妈	c3	依妈
3898	Fuzhou	mother	依*奶	c4	依奶
3899	Ningxia	mother	妈	3	妈
3900	Lianchang	mother	*弥+女[背称]	5	弥女
3901	Ningbo	mother	姆妈	{23}	姆妈
3902	Ningbo	mother	阿妈	b3	阿妈
3903	Yingshan	mother	妈	3	妈
3904	Chengdu	mother	妈[妈]	3	妈
3905	Chengdu	mother	妈[妈]	3b	妈阿
3906	Zhanping	mother	娘li3	1	娘
3907	Zhanping	mother	姆妈	{23}	姆妈
3908	Shanghai	mother	娘	1	娘
3909	Shanghai_B	mother	m ma	{23}	A
3910	Xiamen	mother	老母	a2	老母
3911	Xiamen	mother	阿母	b2	阿母
3912	Anyi	mother	娘(背稱),姆媽(面稱)	1	娘
3913	Beijing	mother	妈[妈]	3	妈
3914	Beijing	mother	妈[妈]	3b	妈阿
3915	Beijing	mother	娘	1	娘
3916	Wenzhou	mother	阿Ú奶	b4	阿奶
3917	Wenzhou	mother	Ú奶、	4	奶
3918	Taibei	mother	lau33 bu53老母	a2	老母
3919	Wuhan	mother	姆妈	{23}	姆妈
3920	Wuhan	mother	妈妈	3b	妈阿
3921	Taiyuan	mother	妈妈	3b	妈阿
3922	Taiyuan	mother	妈	3	妈
3923	Yuci	mother	妈来	3d	妈来
3924	Changsha	mother	娘[老子]	1b	娘阿
3925	Changsha	mother	妈妈	3a	妈妈
3926	Changsha	mother	姆妈	{23}	姆妈
3927	Shuangfeng	mother	娘	1	娘
3928	Shuangfeng	mother	姆[]ma$~33	2	姆妈
#
1403	Guangzhou	mountain	山	0	山
1404	Suzhou	mountain	山	0	山
1405	Meixian	mountain	山	0	山
1406	Nanchang	mountain	山	0	山
1407	Fuzhou	mountain	山	0	山
1408	Ningxia	mountain	山	0	山
1409	Lianchang	mountain	山	0	山
1410	Ningbo	mountain	山	0	山
1411	Yingshan	mountain	山	0	山
1412	Chengdu	mountain	山	0	山
1413	Zhanping	mountain	山	0	山
1414	Shanghai	mountain	山	0	山
1415	Shanghai_B	mountain	山	0	山
1416	Xiamen	mountain	山	0	山
1417	Anyi	mountain	岭	1	岭
1418	Anyi	mountain	山	0	山
1419	Beijing	mountain	山	0	山
1420	Wenzhou	mountain	山	0	山
1421	Taibei	mountain	suaN44山	0	山
1422	Wuhan	mountain	山	0	山
1423	Taiyuan	mountain	山	0	山
1424	Yuci	mountain	山	0	山
1425	Changsha	mountain	山	0	山
1426	Shuangfeng	mountain	山	0	山
#
1427	Guangzhou	mouth	嘴	1	嘴
1428	Guangzhou	mouth	口	0	口
1429	Suzhou	mouth	嘴巴	1a	嘴巴
1430	Meixian	mouth	啜	4	啜
1431	Nanchang	mouth	嘴巴	1a	嘴巴
1432	Fuzhou	mouth	喙	2	喙
1433	Ningxia	mouth	嘴	0	嘴
1434	Lianchang	mouth	喙	2	喙
1435	Ningbo	mouth	嘴巴	1a	嘴巴
1436	Yingshan	mouth	叽巴	3	叽巴
1437	Chengdu	mouth	嘴	0	嘴
1438	Zhanping	mouth	喙（佬）	2	喙佬
1439	Zhanping	mouth	喙（佬）	2d	喙佬
1440	Shanghai	mouth	嘴巴	1a	嘴巴
1441	Shanghai_B	mouth	嘴巴	1a	嘴巴
1442	Xiamen	mouth	喙	2	喙
1443	Anyi	mouth	嘴咙	1f	嘴咙
1444	Beijing	mouth	嘴	1	嘴
1445	Wenzhou	mouth	嘴[嘴]	1c	嘴
1446	Taibei	mouth	tshui31喙	2	喙
1447	Wuhan	mouth	嘴[巴[子]]	1(ab)	嘴巴
1448	Wuhan	mouth	嘴[巴[子]]	1ab	嘴
1449	Taiyuan	mouth	嘴	1	嘴
1450	Yuci	mouth	嘴	1	嘴
1451	Changsha	mouth	嘴巴	1a	嘴巴
1452	Shuangfeng	mouth	嘴巴	1a	嘴巴
#
1453	Guangzhou	name	名	0	名
1454	Suzhou	name	名字	{01}	名字
1455	Meixian	name	名	0	名
1456	Nanchang	name	名字	{01}	名字
1457	Fuzhou	name	名字	{01}	名字
1458	Ningxia	name	名字	{01}	名字
1459	Lianchang	name	名字	{01}	名字
1460	Ningbo	name	名字	{01}	名字
1461	Yingshan	name	名字	{01}	名字
1462	Chengdu	name	名字	{01}	名字
1463	Zhanping	name	名（字）	{0(1)}	名字
1464	Zhanping	name	名（字）	{01}	名
1465	Shanghai	name	名子	{01}	名字
1466	Shanghai_B	name	名子	{01}	名字
1467	Xiamen	name	名	0	名
1468	Anyi	name	名字	{01}	名字
1469	Beijing	name	名字	{01}	名字
1470	Beijing	name	名儿	0a	名儿
1471	Wenzhou	name	名字	{01}	名字
1472	Taibei	name	biaN13名	0	名
1473	Wuhan	name	名字	{01}	名字
1474	Taiyuan	name	名字	{01}	名字
1475	Yuci	name	名字	{01}	名字
1476	Changsha	name	名字	{01}	名字
1477	Shuangfeng	name	名字	{01}	名字
#
3929	Guangzhou	narrow	窄	1	窄
3930	Suzhou	narrow	狭	0	狭
3931	Meixian	narrow	狭	0	狭
3932	Nanchang	narrow	狭	0	狭
3933	Fuzhou	narrow	窄	1	窄
3934	Fuzhou	narrow	狭	0	狭
3935	Ningxia	narrow	窄	1	窄
3936	Lianchang	narrow	狭	0	狭
3937	Ningbo	narrow	狭	0	狭
3938	Yingshan	narrow	窄	1	窄
3939	Chengdu	narrow	窄	1	窄
3940	Zhanping	narrow	狭	0	狭
3941	Shanghai	narrow	狭	0	狭
3942	Shanghai_B	narrow	狭	0	狭
3943	Xiamen	narrow	狭	0	狭
3944	Anyi	narrow	狭	0	狭
3945	Beijing	narrow	窄	1	窄
3946	Beijing	narrow	细溜	2	细溜
3947	Wenzhou	narrow	狭	0	狭
3948	Taibei	narrow	eh33狹	0	狭
3949	Wuhan	narrow	窄	1	窄
3950	Taiyuan	narrow	窄	1	窄
3951	Yuci	narrow	窄	1	窄
3952	Changsha	narrow	窄	1	窄
3953	Shuangfeng	narrow	狭	0	狭
#
3954	Guangzhou	near	近	0	近
3955	Suzhou	near	近	0	近
3956	Meixian	near	近	0	近
3957	Nanchang	near	近	0	近
3958	Fuzhou	near	近	0	近
3959	Ningxia	near	近	0	近
3960	Lianchang	near	近	0	近
3961	Ningbo	near	近	0	近
3962	Yingshan	near	近	0	近
3963	Chengdu	near	近	0	近
3964	Zhanping	near	近	0	近
3965	Shanghai	near	近	0	近
3966	Shanghai_B	near	近	0	近
3967	Xiamen	near	近	0	近
3968	Anyi	near	近	0	近
3969	Beijing	near	近	0	近
3970	Wenzhou	near	近	0	近
3971	Taibei	near	kin33近	0	近
3972	Wuhan	near	近	0	近
3973	Taiyuan	near	近	0	近
3974	Yuci	near	近	0	近
3975	Changsha	near	近	0	近
3976	Shuangfeng	near	近	0	近
#
1478	Guangzhou	neck	颈	0	颈
1479	Suzhou	neck	头颈	a0	头颈
1480	Suzhou	neck	头根	ab	头根
1481	Meixian	neck	颈筋	0h	颈筋
1482	Nanchang	neck	颈	0	颈
1483	Fuzhou	neck	脰骨	4g	脰骨
1484	Ningxia	neck	脖子	1d	脖子
1485	Lianchang	neck	颈骨	0g	颈骨
1486	Ningbo	neck	头颈	a0	头颈
1487	Yingshan	neck	颈瑯*骨	0fg	颈瑯骨
1488	Chengdu	neck	颈项	{03}	颈项
1489	Zhanping	neck	颔颈：读am5 kin3	{20}	颔颈
1490	Shanghai	neck	头颈	a0	头颈
1491	Shanghai_B	neck	头颈	a0	头颈
1492	Xiamen	neck	颔管	2e	颔管
1493	Anyi	neck	颈	0	颈
1494	Beijing	neck	脖子	1d	脖子
1495	Wenzhou	neck	头颈	a0	头颈
1496	Taibei	neck	am33 kun53頷?	2	颔颈
1497	Wuhan	neck	颈子	0d	颈子
1498	Taiyuan	neck	脖子	1d	脖子
1499	Yuci	neck	脖	1	脖
1500	Changsha	neck	颈根	0b	颈根
1501	Changsha	neck	颈箍	0c	颈箍
1502	Shuangfeng	neck	颈壳	0a	颈壳
#
1503	Guangzhou	new	新	0	新
1504	Suzhou	new	新	0	新
1505	Meixian	new	新	0	新
1506	Nanchang	new	新	0	新
1507	Fuzhou	new	新	0	新
1508	Ningxia	new	新	0	新
1509	Lianchang	new	新	0	新
1510	Ningbo	new	新	0	新
1511	Yingshan	new	新	0	新
1512	Chengdu	new	新	0	新
1513	Zhanping	new	新	0	新
1514	Shanghai	new	新	0	新
1515	Shanghai_B	new	新	0	新
1516	Xiamen	new	新	0	新
1517	Anyi	new	新	0	新
1518	Beijing	new	新	0	新
1519	Wenzhou	new	新	0	新
1520	Taibei	new	sin44新	0	新
1521	Wuhan	new	新	0	新
1522	Taiyuan	new	新	0	新
1523	Yuci	new	新	0	新
1524	Changsha	new	新	0	新
1525	Shuangfeng	new	新	0	新
#
1526	Guangzhou	night	夜晚	{02}	夜晚
1527	Guangzhou	night	（夜）晚黑	{(0)2b}	夜晚黑
1528	Guangzhou	night	（夜）晚黑	{02b}	晚黑
1529	Suzhou	night	夜	0	夜
1530	Meixian	night	夜晡头	0fg	夜晡头
1531	Nanchang	night	夜里	0a	夜里
1532	Fuzhou	night	暝晡mang31muo+44	11	暝晡
1533	Ningxia	night	夜里、黑夜	0a	夜里
1534	Lianchang	night	夜晡	0f	夜晡
1535	Ningbo	night	夜	0	夜
1536	Yingshan	night	黒了	9	黒了
1537	Chengdu	night	夜	0	夜
1538	Zhanping	night	冥时	4	冥时
1539	Zhanping	night	暗（昏）时	5	暗昏时
1540	Zhanping	night	暗昏仔	6	暗昏仔
1541	Zhanping	night	透暗	7	透暗
1542	Shanghai	night	夜里(乡)	0a	夜里
1543	Shanghai	night	夜里(乡)	0ad	夜里乡
1544	Shanghai_B	night	夜里(乡)	0a	夜里
1545	Shanghai_B	night	夜里(乡)	0ad	夜里乡
1546	Xiamen	night	下昏时	8	下昏时
1547	Xiamen	night	冥时	4	冥时
1548	Xiamen	night	暗时	5	暗时
1549	Anyi	night	夜里	0a	夜里
1550	Anyi	night	夜头	0c	夜头
1551	Beijing	night	夜里(le)	0a	夜里
1552	Beijing	night	黑下（xia）	3b	黑下
1553	Wenzhou	night	夜里	0a	夜里
1554	Taibei	night	am31 si13暗时	3	暗时
1555	Wuhan	night	夜里	0a	夜里
1556	Wuhan	night	夜晚	{02}	夜晚
1557	Taiyuan	night	黑夜	b0	黑夜
1558	Yuci	night	黑夜	b0	黑夜
1559	Changsha	night	夜里	0a	夜里
1560	Shuangfeng	night	夜里	0a	夜里
5352	Ningxia	night	夜里、黑夜	0	黑夜
#
1561	Guangzhou	nose	鼻哥	0f	鼻哥
1562	Suzhou	nose	鼻头	0c	鼻头
1563	Meixian	nose	鼻公	0a	鼻公
1564	Nanchang	nose	鼻公	0a	鼻公
1565	Fuzhou	nose	鼻	0	鼻
1566	Ningxia	nose	鼻子	0b	鼻子
1567	Lianchang	nose	鼻公	0a	鼻公
1568	Ningbo	nose	鼻头骨	0ce	鼻头骨
1569	Yingshan	nose	鼻公	0a	鼻公
1570	Chengdu	nose	鼻	0	鼻
1571	Zhanping	nose	鼻管：后字读kong3	0a	鼻公
1572	Shanghai	nose	鼻头	0c	鼻头
1573	Shanghai_B	nose	鼻头	0c	鼻头
1574	Xiamen	nose	鼻 a51	0d	鼻A
1575	Anyi	nose	鼻公	0a	鼻公
1576	Beijing	nose	鼻子	0b	鼻子
1577	Wenzhou	nose	鼻头	0c	鼻头
1578	Taibei	nose	phiN33	0	鼻
1579	Wuhan	nose	鼻子	0b	鼻子
1580	Taiyuan	nose	鼻子	0b	鼻子
1581	Yuci	nose	鼻头	0c	鼻头
1582	Changsha	nose	鼻子	0b	鼻子
1583	Shuangfeng	nose	鼻公	0a	鼻公
#
1584	Guangzhou	not	唔[副词]	7	唔
1585	Guangzhou	not	冇[动词]	8	冇
1586	Suzhou	not	勿	2	勿
1587	Meixian	not	唔	7	唔
1588	Nanchang	not	不	0	不
1589	Fuzhou	not	伓	5	伓
1590	Ningxia	not	不	0	不
1591	Lianchang	not	无	3	无
1592	Lianchang	not	懒[表意愿]	6	懒
1593	Ningbo	not	勿	2	勿
1594	Yingshan	not	不	0	不
1595	Chengdu	not	不	0	不
1596	Zhanping	not	伓	5	伓
1597	Zhanping	not	无：也有“勿会bi6”，这是“伓m1会i6”的合音	3	无
1598	Shanghai	not	勿	2	勿
1599	Shanghai_B	not	勿	2	勿
1600	Xiamen	not	勿会	5	伓
1601	Xiamen	not	无	3	无
1602	Xiamen	not	*呣m33	4	A
1603	Anyi	not	不	0	不
1604	Beijing	not	不	0	不
1605	Wenzhou	not	不	0	不
1606	Taibei	not	m33 ?	4	A
1607	Wuhan	not	不	0	不
1608	Taiyuan	not	不	0	不
1609	Yuci	not	不	0	不
1610	Changsha	not	不	0	不
1611	Shuangfeng	not	不	0	不
#
3977	Guangzhou	old	老	0	老
3978	Suzhou	old	老	0	老
3979	Meixian	old	老	0	老
3980	Nanchang	old	老	0	老
3981	Fuzhou	old	老	0	老
3982	Ningxia	old	老的	0a	老的
3983	Lianchang	old	老	0	老
3984	Ningbo	old	老的	0a	老的
3985	Yingshan	old	老	0	老
3986	Chengdu	old	老的（不年轻）	0a	老的
3987	Zhanping	old	老	0	老
3988	Shanghai	old	老	0	老
3989	Shanghai_B	old	老ge	0	老
3990	Xiamen	old	老	0	老
3991	Anyi	old	老（不年轻）	0	老
3992	Beijing	old	老	0	老
3993	Wenzhou	old	老	0	老
3994	Taibei	old	lau33老	0	老
3995	Wuhan	old	老	0	老
3996	Taiyuan	old	老	0	老
3997	Yuci	old	老	0	老
3998	Changsha	old	老	0	老
3999	Shuangfeng	old	老	0	老
#
1612	Guangzhou	one	一	0	一
1613	Suzhou	one	一	0	一
1614	Meixian	one	一	0	一
1615	Nanchang	one	一	0	一
1616	Fuzhou	one	一蜀	0	一
1617	Ningxia	one	一	0	一
1618	Lianchang	one	一	0	一
1619	Ningbo	one	一	0	一
1620	Yingshan	one	一	0	一
1621	Chengdu	one	一	0	一
1622	Zhanping	one	tsie6	0	一
1623	Zhanping	one	一	2	一
1624	Shanghai	one	一	0	一
1625	Shanghai_B	one	一	0	一
1626	Xiamen	one	一	0	一
1627	Anyi	one	一	0	一
1628	Beijing	one	一	0	一
1629	Wenzhou	one	一	0	一
1630	Taibei	one	tsit33蜀	1	蜀
1631	Wuhan	one	一	0	一
1632	Taiyuan	one	一	0	一
1633	Yuci	one	一	0	一
1634	Changsha	one	一	0	一
1635	Shuangfeng	one	一	0	一
5353	Fuzhou	one	蜀	0	蜀
#
1636	Guangzhou	path	路	0	路
1637	Suzhou	path	马路	a0	马路
1638	Meixian	path	路	0	路
1639	Nanchang	path	路	0	路
1640	Fuzhou	path	墿	2	墿
1641	Ningxia	path	路	0	路
1642	Lianchang	path	路	0	路
1643	Ningbo	path	路	0	路
1644	Yingshan	path	路	0	路
1645	Chengdu	path	路	0	路
1646	Zhanping	path	路	0	路
1647	Shanghai	path	路	0	路
1648	Shanghai_B	path	路	0	路
1649	Xiamen	path	路	0	路
1650	Anyi	path	路	0	路
1651	Beijing	path	道儿	3a	道儿
1652	Beijing	path	路	0	路
1653	Wenzhou	path	路	0	路
1654	Taibei	path	loo33路	0	路
1655	Wuhan	path	路	0	路
1656	Taiyuan	path	道儿	3a	道儿
1657	Taiyuan	path	路	0	路
1658	Yuci	path	道儿	3a	道儿
1659	Yuci	path	路	0	路
1660	Changsha	path	路	0	路
1661	Shuangfeng	path	路	0	路
#
1662	Guangzhou	person	人	0	人
1663	Suzhou	person	人	0	人
1664	Meixian	person	人	0	人
1665	Nanchang	person	人	0	人
1666	Fuzhou	person	农	1	侬
1667	Ningxia	person	人	0	人
1668	Lianchang	person	人	0	人
1669	Ningbo	person	人	0	人
1670	Yingshan	person	人	0	人
1671	Chengdu	person	人	0	人
1672	Zhanping	person	侬	1	侬
1673	Shanghai	person	人	0	人
1674	Shanghai_B	person	人	0	人
1675	Xiamen	person	人（侬）	0(1)	人
1677	Anyi	person	人	0	人
1678	Beijing	person	人	0	人
1679	Wenzhou	person	人（侬）	0(1)	人
1681	Taibei	person	lang13儂	0	人
1682	Wuhan	person	人	0	人
1683	Taiyuan	person	人	0	人
1684	Yuci	person	人	0	人
1685	Changsha	person	人	0	人
1686	Shuangfeng	person	人	0	人
5354	Xiamen	person		0	侬
5355	Wenzhou	person		0	侬
#
4000	Guangzhou	play	玩	2	玩
4001	Suzhou	play	白相	3	白相
4002	Meixian	play	撩*	4	嫽
4003	Meixian	play	搅	5	搅
4004	Nanchang	play	暱*	6	暱
4005	Nanchang	play	玩	2	玩
4006	Fuzhou	play	[][]kha44 lieu53	7	CD
4007	Ningxia	play	耍	1	耍
4008	Lianchang	play	嫽	4	嫽
4009	Ningbo	play	nau213	8	E
4010	Yingshan	play	玩	2	玩
4011	Chengdu	play	耍	1	耍
4012	Zhanping	play	tie?8 thiuu2	9	F
4013	Zhanping	play	suu2	10	G
4014	Shanghai	play	白相	3	白相
4015	Shanghai_B	play	白相	3	白相
4016	Xiamen	play	七*桃*	11	C
4017	Anyi	play	九-言	12	B
4018	Beijing	play	玩儿	2a	玩儿
4019	Wenzhou	play	嬉	13	嬉
4020	Wenzhou	play	狡调	14	狡调
4021	Taibei	play	sng53?	15	A
4022	Wuhan	play	玩	2	玩
4023	Taiyuan	play	耍	1	耍
4024	Yuci	play	耍	1	耍
4025	Changsha	play	玩	2	玩
4026	Shuangfeng	play	耍	1	耍
#
4027	Guangzhou	pull	掹	6	掹
4028	Guangzhou	pull	扯	7	扯
4029	Guangzhou	pull	拉	2	拉
4030	Suzhou	pull	拉	2	拉
4031	Suzhou	pull	拖	1	拖
4032	Meixian	pull	拖	1	拖
4033	Meixian	pull	繃	8	繃
4034	Nanchang	pull	拉	2	拉
4035	Fuzhou	pull	拔	5	拔
4036	Ningxia	pull	拉	2	拉
4037	Lianchang	pull	拖	1	拖
4038	Ningbo	pull	拉	2	拉
4039	Yingshan	pull	絡*	9	络
4040	Yingshan	pull	拖	1	拖
4041	Chengdu	pull	拉	2	拉
4042	Zhanping	pull	khiu3	10	F
4043	Zhanping	pull	牵	3	牵
4044	Zhanping	pull	拖	1	拖
4045	Shanghai	pull	拉	2	拉
4046	Shanghai_B	pull	拉	2	拉
4047	Xiamen	pull	拖	1	拖
4048	Xiamen	pull	牵	4	牵
4049	Xiamen	pull	拉	2	拉
4050	Anyi	pull	拉	2	拉
4051	Beijing	pull	拉	2	拉
4052	Beijing	pull	扌屯（den4）	11	C
4053	Wenzhou	pull	拔	5	拔
4054	Wenzhou	pull	擢[do8]	12	E
4055	Wenzhou	pull	頧（右页改为力傍）[tai3]	13	B
4056	Taibei	pull	giu53	14	A
4057	Taibei	pull	khiu53 ?	15	D
4058	Wuhan	pull	拉	2	拉
4059	Wuhan	pull	拖	1	拖
4060	Wuhan	pull	扯	7	扯
4061	Taiyuan	pull	拉	2	拉
4062	Yuci	pull	拉	2	拉
4063	Changsha	pull	拉	2	拉
4064	Changsha	pull	拖	1	拖
4065	Shuangfeng	pull	拖	1	拖
#
4066	Guangzhou	push	巩-手	13	巩手
4067	Suzhou	push	推	0	推
4068	Meixian	push	搡	1	搡
4069	Nanchang	push	推	0	推
4070	Nanchang	push	手-宣	3	手宣
4071	Nanchang	push	搡	1	搡
4072	Fuzhou	push	手-典	4	手典
4073	Fuzhou	push	搡	1	搡
4074	Ningxia	push	推	0	推
4075	Lianchang	push	搡	1	搡
4076	Ningbo	push	推	0	推
4077	Yingshan	push	推	0	推
4078	Yingshan	push	手-双	2	手双
4079	Yingshan	push	手-宣	3	手宣
4080	Chengdu	push	tshe=u55	5	A
4081	Zhanping	push	i1	9	B
4082	Zhanping	push	tu1	10	推
4083	Zhanping	push	搡：读sang3	1	搡
4084	Shanghai	push	推	0	推
4085	Shanghai_B	push	推	0	推
4086	Xiamen	push	[]tu55	11	推
4087	Xiamen	push	速*	12	速
4088	Anyi	push	手－送	2	手送
4089	Beijing	push	推	0	推
4090	Wenzhou	push	逃*	6	逃
4091	Wenzhou	push	推	0	推
4092	Taibei	push	sak32 搡?	1	搡
4093	Wuhan	push	推	0	推
4094	Taiyuan	push	推	0	推
4095	Yuci	push	推	0	推
4096	Changsha	push	宠*	7	宠
4097	Changsha	push	推	0	推
4098	Shuangfeng	push	攮	8	攮
4099	Shuangfeng	push	搡	1	搡
#
1687	Guangzhou	rain	雨	0	雨
1688	Suzhou	rain	雨	0	雨
1689	Meixian	rain	雨	0	雨
1690	Nanchang	rain	雨	0	雨
1691	Fuzhou	rain	雨	0	雨
1692	Ningxia	rain	雨	0	雨
1693	Lianchang	rain	雨	0	雨
1694	Ningbo	rain	雨	0	雨
1695	Yingshan	rain	雨	0	雨
1696	Chengdu	rain	雨	0	雨
1697	Zhanping	rain	雨	0	雨
1698	Shanghai	rain	雨	0	雨
1699	Shanghai_B	rain	雨	0	雨
1700	Xiamen	rain	雨	0	雨
1701	Anyi	rain	雨	0	雨
1702	Beijing	rain	雨	0	雨
1703	Wenzhou	rain	雨	0	雨
1704	Taibei	rain	hoo33雨	0	雨
1705	Wuhan	rain	雨	0	雨
1706	Taiyuan	rain	雨	0	雨
1707	Yuci	rain	雨	0	雨
1708	Changsha	rain	雨	0	雨
1709	Shuangfeng	rain	雨	0	雨
#
1710	Guangzhou	red	红	1	红
1711	Suzhou	red	红	1	红
1712	Meixian	red	红	1	红
1713	Meixian	red	赤	0	赤
1714	Nanchang	red	红	1	红
1715	Fuzhou	red	红	1	红
1716	Ningxia	red	红	1	红
1717	Lianchang	red	红	1	红
1718	Ningbo	red	红	1	红
1719	Yingshan	red	红	1	红
1720	Chengdu	red	红	1	红
1721	Zhanping	red	红	1	红
1722	Shanghai	red	红	1	红
1723	Shanghai_B	red	红	1	红
1724	Xiamen	red	红	1	红
1725	Anyi	red	红	1	红
1726	Beijing	red	红	1	红
1727	Wenzhou	red	红	1	红
1728	Taibei	red	ang13紅	1	红
1729	Wuhan	red	红	1	红
1730	Taiyuan	red	红	1	红
1731	Yuci	red	红	1	红
1732	Changsha	red	红	1	红
1733	Shuangfeng	red	红	1	红
#
4100	Guangzhou	rightside	右[手]便*	0a	右边
4101	Guangzhou	rightside	右[手]便*	0ea	右手边
4102	Suzhou	rightside	右面	0b	右面
4103	Meixian	rightside	右片	0c	右片
4104	Nanchang	rightside	右边	0a	右边
4105	Fuzhou	rightside	大边	3a	顺边
4106	Ningxia	rightside	右面子	0bf	右面子
4107	Lianchang	rightside	右	0	右
4108	Ningbo	rightside	右边	0a	右边
4109	Yingshan	rightside	正手边	1ea	正手边
4110	Chengdu	rightside	右边	0a	右边
4111	Zhanping	rightside	正手	1e	正手
4112	Shanghai	rightside	右	0	右
4113	Shanghai_B	rightside	右面	0b	右面
4114	Xiamen	rightside	正手爿	1ea	正手边
4115	Xiamen	rightside	正边	1a	正边
4116	Anyi	rightside	右边／右手	0a	右边
4117	Beijing	rightside	右边儿	0ad	右边儿
4118	Wenzhou	rightside	右面	0b	右面
4119	Wenzhou	rightside	顺手面	2eb	顺手面
4120	Taibei	rightside	tsiaN31 ping13正[片分]	2c	顺边
4121	Wuhan	rightside	右边	0a	右边
4122	Wuhan	rightside	右手	0e	右手
4123	Wuhan	rightside	顺手	3e	顺手
4124	Taiyuan	rightside	右半切	0g	右半切
4125	Yuci	rightside	右边边	0aa	右边边
4126	Changsha	rightside	右边	0a	右边
4127	Shuangfeng	rightside	右边	0a	右边
#
