ID	CHARACTER	PINYIN	WORDS_COGIDS	WORDS_ID	CONCEPT	DOCULECT	POSITION
5324	繩	shéng	783	4207	rope	Changsha	0
5325	子	zi	30	4207	rope	Changsha	1
5326	索	suǒ	784	4208	rope	Changsha	0
5327	子	zi	30	4208	rope	Changsha	1
5328	繩	shéng	783	4209	rope	Shuangfeng	0
5329	子	zi	30	4209	rope	Shuangfeng	1
5330	索	suǒ	784	4210	rope	Shuangfeng	0
5331	子	zi	30	4210	rope	Shuangfeng	1
5332	黴	méi	788	4211	rotten	Guangzhou	0
5333	爛	làn	789	4212	rotten	Guangzhou	0
5334	爛	làn	789	4213	rotten	Suzhou	0
5335	歿	mò	790	4214	rotten	Meixian	0
5336	腌	yān	789	4215	rotten	Nanchang	0
5337	腐	fǔ	791	4216	rotten	Fuzhou	0
5338	爛	làn	789	4218	rotten	Ningxia	0
5339	爛	làn	789	4219	rotten	Lianchang	0
5340	腐	fǔ	791	4220	rotten	Ningbo	0
5341	爛	làn	789	4220	rotten	Ningbo	1
5342	爛	làn	789	4221	rotten	Yingshan	0
5343	爛	làn	789	4222	rotten	Chengdu	0
5344	爛	làn	789	4223	rotten	Zhanping	0
5345	爛	làn	789	4224	rotten	Shanghai	0
5346	爛	làn	789	4225	rotten	Shanghai_B	0
5347	爛	làn	789	4226	rotten	Xiamen	0
5348	爛	làn	789	4227	rotten	Anyi	0
5349	爛	làn	789	4228	rotten	Beijing	0
5350	爛	làn	789	4229	rotten	Wenzhou	0
5351	爛	làn	789	4231	rotten	Wuhan	0
5352	爛	làn	789	4232	rotten	Taiyuan	0
5353	爛	làn	789	4233	rotten	Yuci	0
5354	腐	fǔ	791	4234	rotten	Changsha	0
5355	爛	làn	789	4234	rotten	Changsha	1
5356	爛	làn	789	4235	rotten	Shuangfeng	0
5357	果	guǒ	622	4235	rotten	Shuangfeng	1
5358	咧	liě	793	4235	rotten	Shuangfeng	2
5359	擦	cā	794	4236	rub	Guangzhou	0
5360	抹	mǒ	351	4237	rub	Guangzhou	0
5361	捽	zuó	795	4238	rub	Guangzhou	0
5362	揩	kāi	796	4239	rub	Suzhou	0
5363	揩	kāi	796	4241	rub	Nanchang	0
5364	抹	mǒ	351	4242	rub	Nanchang	0
5365	擦	cā	794	4243	rub	Nanchang	0
5366	拭	shì	799	4244	rub	Fuzhou	0
5367	擦	cā	794	4246	rub	Ningxia	0
5368	捽	zuó	795	4247	rub	Lianchang	0
5369	拭	shì	799	4248	rub	Lianchang	0
5370	揩	kāi	796	4249	rub	Ningbo	0
5371	之	zhī	460	4250	rub	Yingshan	0
5372	揩	kāi	796	4251	rub	Yingshan	0
5373	抹	mǒ	351	4252	rub	Yingshan	0
5374	搌	zhǎn	802	4253	rub	Yingshan	0
5375	揩	kāi	796	4254	rub	Chengdu	0
5376	抹	mǒ	351	4255	rub	Chengdu	0
5377	擦	cā	794	4257	rub	Shanghai	0
5378	擦	cā	794	4258	rub	Shanghai_B	0
5379	拭	shì	799	4259	rub	Xiamen	0
5380	擦	cā	794	4260	rub	Xiamen	0
5381	抹	mǒ	351	4261	rub	Anyi	0
5382	擦	cā	794	4262	rub	Beijing	0
5383	抹	mǒ	351	4263	rub	Beijing	0
5384	擦	cā	794	4264	rub	Wenzhou	0
5385	繳	jiǎo	804	4265	rub	Wenzhou	0
5386	之	zhī	460	4267	rub	Wuhan	0
5387	揩	kāi	796	4268	rub	Wuhan	0
5388	抹	mǒ	351	4269	rub	Wuhan	0
5389	搌	zhǎn	802	4270	rub	Wuhan	0
5390	揩	kāi	796	4271	rub	Taiyuan	0
5391	擦	cā	794	4272	rub	Taiyuan	0
5392	抹	mǒ	351	4273	rub	Yuci	0
5393	湊	còu	805	4274	rub	Changsha	0
5394	抹	mǒ	351	4275	rub	Changsha	0
5395	揩	kāi	796	4276	rub	Changsha	0
5396	揩	kāi	796	4277	rub	Shuangfeng	0
5397	抹	mǒ	351	4278	rub	Shuangfeng	0
5398	鹽	yán	806	4279	salt	Guangzhou	0
5399	鹽	yán	806	4280	salt	Suzhou	0
5400	鹽	yán	806	4281	salt	Meixian	0
5401	鹽	yán	806	4282	salt	Nanchang	0
5402	鹽	yán	806	4283	salt	Fuzhou	0
5403	鹽	yán	806	4284	salt	Ningxia	0
5404	鹽	yán	806	4285	salt	Lianchang	0
5405	鹽	yán	806	4286	salt	Ningbo	0
5406	鹽	yán	806	4287	salt	Yingshan	0
5407	鹽	yán	806	4288	salt	Chengdu	0
5408	鹽	yán	806	4289	salt	Zhanping	0
5409	鹽	yán	806	4290	salt	Shanghai	0
5410	鹽	yán	806	4291	salt	Shanghai_B	0
5411	鹽	yán	806	4292	salt	Xiamen	0
5412	鹽	yán	806	4293	salt	Anyi	0
5413	鹽	yán	806	4294	salt	Beijing	0
5414	鹽	yán	806	4295	salt	Wenzhou	0
5415	鹽	yán	806	4297	salt	Wuhan	0
5416	鹹	xián	806	4299	salt	Taiyuan	1
5417	鹹	xián	806	4301	salt	Yuci	1
5418	鹽	yán	806	4302	salt	Changsha	0
5419	鹽	yán	806	4303	salt	Shuangfeng	0
5420	抓	zhuā	807	4304	scratch	Guangzhou	0
5421	揦	lá	808	4305	scratch	Guangzhou	0
5422	抓	zhuā	807	4306	scratch	Suzhou	0
5423	抓	zhuā	807	4310	scratch	Fuzhou	0
5424	抓	zhuā	807	4311	scratch	Ningxia	0
5425	資	zī	812	4312	scratch	Lianchang	0
5426	抓	zhuā	807	4314	scratch	Yingshan	0
5427	抓	zhuā	807	4315	scratch	Chengdu	0
5428	掠	lüè	814	4316	scratch	Zhanping	0
5429	掠	lüè	814	4319	scratch	Xiamen	0
5430	搲	wā	816	4320	scratch	Anyi	0
5431	抓	zhuā	807	4321	scratch	Beijing	0
5432	爬	pá	817	4322	scratch	Wenzhou	0
5433	摳	kōu	819	4325	scratch	Wuhan	0
5434	抓	zhuā	807	4326	scratch	Taiyuan	0
5435	撓	náo	820	4327	scratch	Taiyuan	0
5436	抓	zhuā	807	4328	scratch	Yuci	0
5437	扣	kòu	819	4329	scratch	Yuci	0
5438	抓	zhuā	807	4330	scratch	Changsha	0
5439	卓	zhuō	821	4331	scratch	Shuangfeng	0
5440	海	hǎi	707	4332	sea	Guangzhou	0
5441	海	hǎi	707	4333	sea	Suzhou	0
5442	海	hǎi	707	4334	sea	Meixian	0
5443	海	hǎi	707	4335	sea	Nanchang	0
5444	海	hǎi	707	4336	sea	Fuzhou	0
5445	海	hǎi	707	4337	sea	Ningxia	0
5446	海	hǎi	707	4338	sea	Lianchang	0
5447	海	hǎi	707	4339	sea	Ningbo	0
5448	海	hǎi	707	4340	sea	Yingshan	0
5449	海	hǎi	707	4341	sea	Chengdu	0
5450	海	hǎi	707	4342	sea	Zhanping	0
5451	海	hǎi	707	4343	sea	Shanghai	0
5452	海	hǎi	707	4344	sea	Shanghai_B	0
5453	海	hǎi	707	4345	sea	Xiamen	0
5454	海	hǎi	707	4346	sea	Anyi	0
5455	海	hǎi	707	4347	sea	Beijing	0
5456	海	hǎi	707	4348	sea	Wenzhou	0
5457	海	hǎi	707	4350	sea	Wuhan	0
5458	海	hǎi	707	4351	sea	Taiyuan	0
5459	海	hǎi	707	4352	sea	Yuci	0
5460	海	hǎi	707	4353	sea	Changsha	0
5461	海	hǎi	707	4354	sea	Shuangfeng	0
5462	聯	lián	454	4355	sew	Guangzhou	0
5463	縫	fèng	822	4356	sew	Guangzhou	0
5464	縫	fèng	822	4358	sew	Meixian	0
5465	連	lián	454	4359	sew	Nanchang	0
5466	綻	zhàn	824	4360	sew	Fuzhou	0
5467	縫	fèng	822	4361	sew	Ningxia	0
5468	連	lián	454	4362	sew	Lianchang	0
5469	繞	rào	825	4363	sew	Ningbo	0
5470	連	lián	454	4364	sew	Yingshan	0
5471	縫	fèng	822	4365	sew	Chengdu	0
5472	縫	fèng	822	4367	sew	Shanghai	0
5473	縫	fèng	822	4368	sew	Shanghai_B	0
5474	繵	dàn	826	4369	sew	Xiamen	0
5475	紡	fǎng	827	4370	sew	Xiamen	0
5476	聯	lián	454	4371	sew	Anyi	0
5477	縫	fèng	822	4372	sew	Beijing	0
5478	兒	ér	17	4372	sew	Beijing	1
5479	縫	fèng	822	4373	sew	Wenzhou	0
5480	縫	fèng	822	4375	sew	Wuhan	0
5481	縫	fèng	822	4376	sew	Taiyuan	0
5482	縫	fèng	822	4377	sew	Yuci	0
5483	縫	fèng	822	4378	sew	Changsha	0
5484	贊	zàn	146	4379	sew	Shuangfeng	0
5485	起	qǐ	74	4379	sew	Shuangfeng	2
5486	尖	jiān	828	4380	sharp	Guangzhou	0
5487	利	lì	829	4381	sharp	Guangzhou	0
5488	尖	jiān	828	4382	sharp	Suzhou	0
5489	利	lì	829	4383	sharp	Meixian	0
5490	尖	jiān	828	4384	sharp	Nanchang	0
5491	尖	jiān	828	4385	sharp	Fuzhou	0
5492	尖	jiān	828	4386	sharp	Ningxia	0
5493	尖	jiān	828	4387	sharp	Lianchang	0
5494	尖	jiān	828	4388	sharp	Ningbo	0
5495	尖	jiān	828	4389	sharp	Yingshan	0
5496	尖	jiān	828	4390	sharp	Chengdu	0
5497	尖	jiān	828	4391	sharp	Zhanping	0
5498	尖	jiān	828	4392	sharp	Shanghai	0
5499	尖	jiān	828	4393	sharp	Shanghai_B	0
5500	尖	jiān	828	4394	sharp	Xiamen	0
5501	尖	jiān	828	4395	sharp	Anyi	0
5502	尖	jiān	828	4396	sharp	Beijing	0
5503	兒	ér	17	4396	sharp	Beijing	1
5504	尖	jiān	828	4397	sharp	Wenzhou	0
5505	尖	jiān	828	4399	sharp	Wuhan	0
5506	尖	jiān	828	4400	sharp	Taiyuan	0
5507	尖	jiān	828	4401	sharp	Yuci	0
5508	尖	jiān	828	4402	sharp	Changsha	0
5509	尖	jiān	828	4403	sharp	Shuangfeng	0
5510	短	duǎn	830	4404	short	Guangzhou	0
5511	短	duǎn	830	4405	short	Suzhou	0
5512	短	duǎn	830	4406	short	Meixian	0
5513	短	duǎn	830	4407	short	Nanchang	0
5514	短	duǎn	830	4408	short	Fuzhou	0
5515	短	duǎn	830	4409	short	Ningxia	0
5516	短	duǎn	830	4410	short	Lianchang	0
5517	短	duǎn	830	4411	short	Ningbo	0
5518	短	duǎn	830	4412	short	Yingshan	0
5519	短	duǎn	830	4413	short	Chengdu	0
5520	短	duǎn	830	4414	short	Zhanping	0
5521	短	duǎn	830	4415	short	Shanghai	0
5522	短	duǎn	830	4416	short	Shanghai_B	0
5523	短	duǎn	830	4417	short	Xiamen	0
5524	儜	níng	831	4418	short	Anyi	0
5525	短	duǎn	830	4419	short	Beijing	0
5526	短	duǎn	830	4420	short	Wenzhou	0
5527	短	duǎn	830	4422	short	Wuhan	0
5528	短	duǎn	830	4423	short	Taiyuan	0
5529	短	duǎn	830	4424	short	Yuci	0
5530	短	duǎn	830	4425	short	Changsha	0
5531	短	duǎn	830	4426	short	Shuangfeng	0
5532	唱	chàng	832	4427	sing	Guangzhou	0
5533	唱	chàng	832	4428	sing	Suzhou	0
5534	唱	chàng	832	4429	sing	Meixian	0
5535	唱	chàng	832	4430	sing	Nanchang	0
5536	唱	chàng	832	4431	sing	Fuzhou	0
5537	唱	chàng	832	4432	sing	Ningxia	0
5538	唱	chàng	832	4433	sing	Lianchang	0
5539	唱	chàng	832	4434	sing	Ningbo	0
5540	唱	chàng	832	4435	sing	Yingshan	0
5541	唱	chàng	832	4436	sing	Chengdu	0
5542	唱	chàng	832	4437	sing	Zhanping	0
5543	唱	chàng	832	4438	sing	Shanghai	0
5544	唱	chàng	832	4439	sing	Shanghai_B	0
5545	唱	chàng	832	4440	sing	Xiamen	0
5546	唱	chàng	832	4441	sing	Anyi	0
5547	唱	chàng	832	4442	sing	Beijing	0
5548	唱	chàng	832	4443	sing	Wenzhou	0
5549	唱	chàng	832	4445	sing	Wuhan	0
5550	唱	chàng	832	4446	sing	Taiyuan	0
5551	唱	chàng	832	4447	sing	Yuci	0
5552	唱	chàng	832	4448	sing	Changsha	0
5553	唱	chàng	832	4449	sing	Shuangfeng	0
5554	天	tiān	336	4450	sky	Guangzhou	0
5555	天	tiān	336	4451	sky	Suzhou	0
5556	天	tiān	336	4452	sky	Meixian	0
5557	天	tiān	336	4453	sky	Nanchang	0
5558	天	tiān	336	4454	sky	Fuzhou	0
5559	天	tiān	336	4455	sky	Ningxia	0
5560	天	tiān	336	4456	sky	Lianchang	0
5561	天	tiān	336	4457	sky	Ningbo	0
5562	空	kōng	833	4457	sky	Ningbo	1
5563	天	tiān	336	4458	sky	Yingshan	0
5564	天	tiān	336	4459	sky	Chengdu	0
5565	天	tiān	336	4460	sky	Zhanping	0
5566	天	tiān	336	4461	sky	Shanghai	0
5567	天	tiān	336	4462	sky	Shanghai_B	0
5568	天	tiān	336	4463	sky	Xiamen	0
5569	天	tiān	336	4464	sky	Anyi	0
5570	天	tiān	336	4465	sky	Beijing	0
5571	兒	ér	17	4465	sky	Beijing	1
5572	天	tiān	336	4466	sky	Wenzhou	0
5573	天	tiān	336	4468	sky	Wuhan	0
5574	天	tiān	336	4469	sky	Taiyuan	0
5575	天	tiān	336	4470	sky	Yuci	0
5576	天	tiān	336	4471	sky	Changsha	0
5577	空	kōng	833	4471	sky	Changsha	1
5578	天	tiān	336	4472	sky	Shuangfeng	0
5579	高	gāo	834	4472	sky	Shuangfeng	1
5580	聞	wén	835	4473	smell	Guangzhou	0
5581	聞	wén	835	4474	smell	Suzhou	0
5582	鼻	bí	278	4475	smell	Meixian	0
5583	嗅	xiù	836	4476	smell	Nanchang	0
5584	鼻	bí	278	4477	smell	Fuzhou	0
5585	聞	wén	835	4478	smell	Ningxia	0
5586	鼻	bí	278	4479	smell	Lianchang	0
5587	嗅	xiù	836	4480	smell	Ningbo	0
5588	聞	wén	835	4481	smell	Yingshan	0
5589	聞	wén	835	4482	smell	Chengdu	0
5590	鼻	bí	278	4483	smell	Zhanping	0
5591	聞	wén	835	4484	smell	Shanghai	0
5592	聞	wén	835	4485	smell	Shanghai_B	0
5593	鼻	bí	278	4486	smell	Xiamen	0
5594	嗅	xiù	836	4487	smell	Anyi	0
5595	聞	wén	835	4488	smell	Beijing	0
5596	嗅	xiù	836	4489	smell	Wenzhou	0
5597	聽	tīng	164	4490	smell	Wenzhou	0
5598	聞	wén	835	4492	smell	Wuhan	0
5599	聞	wén	835	4493	smell	Taiyuan	0
5600	聞	wén	835	4494	smell	Yuci	0
5601	聞	wén	835	4495	smell	Changsha	0
5602	嗅	xiù	836	4496	smell	Shuangfeng	0
5603	平	píng	837	4497	smooth	Guangzhou	0
5604	平	píng	837	4498	smooth	Suzhou	0
5605	平	píng	837	4499	smooth	Meixian	0
5606	平	píng	837	4500	smooth	Nanchang	0
5607	平	píng	837	4501	smooth	Fuzhou	0
5608	平	píng	837	4502	smooth	Ningxia	0
5609	平	píng	837	4503	smooth	Lianchang	0
5610	平	píng	837	4504	smooth	Ningbo	0
5611	平	píng	837	4505	smooth	Yingshan	0
5612	平	píng	837	4506	smooth	Chengdu	0
5613	平	píng	837	4507	smooth	Zhanping	0
5614	平	píng	837	4508	smooth	Shanghai	0
5615	平	píng	837	4509	smooth	Shanghai_B	0
5616	平	píng	837	4510	smooth	Xiamen	0
5617	平	píng	837	4511	smooth	Anyi	0
5618	平	píng	837	4512	smooth	Beijing	0
5619	平	píng	837	4513	smooth	Wenzhou	0
5620	平	píng	837	4515	smooth	Wuhan	0
5621	平	píng	837	4516	smooth	Taiyuan	0
5622	平	píng	837	4517	smooth	Yuci	0
5623	平	píng	837	4518	smooth	Changsha	0
5624	平	píng	837	4519	smooth	Shuangfeng	0
5625	蛇	shé	838	4520	snake	Guangzhou	0
5626	蛇	shé	838	4521	snake	Suzhou	0
5627	蛇	shé	838	4522	snake	Meixian	0
5628	哥	gē	279	4522	snake	Meixian	1
5629	蛇	shé	838	4523	snake	Nanchang	0
5630	老	lǎo	32	4524	snake	Fuzhou	0
5631	蛇	shé	838	4524	snake	Fuzhou	1
5632	蛇	shé	838	4525	snake	Ningxia	0
5633	蛇	shé	838	4526	snake	Lianchang	0
5634	蛇	shé	838	4527	snake	Ningbo	0
5635	長	zhǎng	217	4528	snake	Yingshan	0
5636	蟲	chóng	839	4528	snake	Yingshan	1
5637	蛇	shé	838	4529	snake	Chengdu	0
5638	蛇	shé	838	4530	snake	Zhanping	0
5639	蛇	shé	838	4531	snake	Shanghai	0
5640	蛇	shé	838	4532	snake	Shanghai_B	0
5641	蛇	shé	838	4533	snake	Xiamen	0
5642	蛇	shé	838	4534	snake	Anyi	0
5643	長	zhǎng	217	4535	snake	Beijing	0
5644	蟲	chóng	839	4535	snake	Beijing	1
5645	蛇	shé	838	4536	snake	Wenzhou	0
5646	蛇	shé	838	4538	snake	Wuhan	0
5647	蛇	shé	838	4539	snake	Taiyuan	0
5648	蛇	shé	838	4540	snake	Yuci	0
5649	蛇	shé	838	4541	snake	Changsha	0
5650	溜	liū	359	4542	snake	Changsha	0
5651	子	zi	30	4542	snake	Changsha	1
5652	蛇	shé	838	4543	snake	Shuangfeng	0
5653	溜	liū	359	4544	snake	Shuangfeng	0
5654	子	zi	30	4544	snake	Shuangfeng	1
5655	雪	xuě	690	4545	snow	Guangzhou	0
5656	雪	xuě	690	4546	snow	Suzhou	0
5657	雪	xuě	690	4547	snow	Meixian	0
5658	雪	xuě	690	4548	snow	Nanchang	0
5659	雪	xuě	690	4549	snow	Fuzhou	0
5660	雪	xuě	690	4550	snow	Ningxia	0
5661	雪	xuě	690	4551	snow	Lianchang	0
5662	雪	xuě	690	4552	snow	Ningbo	0
5663	雪	xuě	690	4553	snow	Yingshan	0
5664	雪	xuě	690	4554	snow	Chengdu	0
5665	雪	xuě	690	4555	snow	Zhanping	0
5666	雪	xuě	690	4556	snow	Shanghai	0
5667	雪	xuě	690	4557	snow	Shanghai_B	0
5668	雪	xuě	690	4558	snow	Xiamen	0
5669	雪	xuě	690	4559	snow	Anyi	0
5670	雪	xuě	690	4560	snow	Beijing	0
5671	雪	xuě	690	4561	snow	Wenzhou	0
5672	雪	xuě	690	4563	snow	Wuhan	0
5673	雪	xuě	690	4564	snow	Taiyuan	0
5674	雪	xuě	690	4565	snow	Yuci	0
5675	雪	xuě	690	4566	snow	Changsha	0
5676	雪	xuě	690	4567	snow	Shuangfeng	0
5677	吐	tǔ	840	4568	spit	Guangzhou	0
5678	舌	huà	179	4569	spit	Guangzhou	0
5679	吐	tǔ	840	4570	spit	Suzhou	0
5680	吐	tǔ	840	4572	spit	Nanchang	0
5681	啡	fēi	842	4573	spit	Fuzhou	0
5682	吐	tǔ	840	4574	spit	Ningxia	0
5683	吐	tǔ	840	4576	spit	Ningbo	0
5684	吐	tǔ	840	4577	spit	Yingshan	0
5685	吐	tǔ	840	4578	spit	Chengdu	0
5686	啡	fēi	842	4579	spit	Zhanping	0
5687	吐	tǔ	840	4580	spit	Shanghai	0
5688	吐	tǔ	840	4581	spit	Shanghai_B	0
5689	啡	fēi	842	4582	spit	Xiamen	0
5690	吐	tǔ	840	4583	spit	Anyi	0
5691	吐	tǔ	840	4584	spit	Beijing	0
5692	吐	tǔ	840	4585	spit	Wenzhou	0
5693	吐	tǔ	840	4587	spit	Wuhan	0
5694	吐	tǔ	840	4588	spit	Taiyuan	0
5695	吐	tǔ	840	4589	spit	Yuci	0
5696	吐	tǔ	840	4590	spit	Changsha	0
5697	吐	tǔ	840	4591	spit	Shuangfeng	0
5698	搣	miè	844	4592	split	Guangzhou	0
5699	擘	bāi	845	4593	split	Guangzhou	0
5700	扯	chě	748	4595	split	Suzhou	0
5701	掰	bāi	845	4596	split	Meixian	0
5702	扯	chě	748	4598	split	Nanchang	0
5703	扯	chě	748	4599	split	Fuzhou	0
5704	擘	bāi	845	4600	split	Fuzhou	0
5705	扯	chě	748	4601	split	Ningxia	0
5706	開	kāi	848	4601	split	Ningxia	1
5707	撕	sī	849	4602	split	Lianchang	0
5708	扯	chě	748	4603	split	Ningbo	0
5709	撕	sī	849	4604	split	Yingshan	0
5710	撕	sī	849	4605	split	Chengdu	0
5711	裂	liè	850	4605	split	Chengdu	1
5712	拆	chāi	852	4607	split	Zhanping	0
5713	手	shǒu	158	4610	split	Xiamen	0
5714	撕	sī	849	4611	split	Anyi	0
5715	撕	sī	849	4612	split	Beijing	0
5716	扯	chě	748	4613	split	Beijing	0
5717	擢	zhuó	854	4614	split	Wenzhou	0
5718	撕	sī	849	4617	split	Wuhan	0
5719	扯	chě	748	4618	split	Wuhan	0
5720	扯	chě	748	4619	split	Taiyuan	0
5721	撕	sī	849	4620	split	Taiyuan	0
5722	扯	chě	748	4621	split	Yuci	0
5723	撕	sī	849	4622	split	Yuci	0
5724	撕	sī	849	4623	split	Changsha	0
5725	扯	chě	748	4624	split	Changsha	0
5726	撕	sī	849	4625	split	Shuangfeng	0
5727	扯	chě	748	4626	split	Shuangfeng	0
5728	矺	zhé	857	4627	squeeze	Guangzhou	0
5729	壓	yā	858	4628	squeeze	Suzhou	0
5730	壓	yā	858	4631	squeeze	Fuzhou	0
5731	壓	yā	858	4632	squeeze	Ningxia	0
5732	壓	yā	858	4634	squeeze	Ningbo	0
5733	壓	yā	858	4635	squeeze	Yingshan	0
5734	壓	yā	858	4636	squeeze	Chengdu	0
5735	壓	yā	858	4637	squeeze	Zhanping	0
5736	壓	yā	858	4638	squeeze	Shanghai	0
5737	壓	yā	858	4639	squeeze	Shanghai_B	0
5738	壓	yā	858	4640	squeeze	Xiamen	0
5739	矺	zhé	857	4642	squeeze	Anyi	0
5740	壓	yā	858	4643	squeeze	Beijing	0
5741	榨	zhà	862	4644	squeeze	Wenzhou	0
5742	土	tǔ	25	4645	squeeze	Wenzhou	0
5743	壓	yā	858	4646	squeeze	Wenzhou	0
5744	壓	yā	858	4648	squeeze	Wuhan	0
5745	壓	yā	858	4649	squeeze	Taiyuan	0
5746	壓	yā	858	4650	squeeze	Yuci	0
5747	壓	yā	858	4651	squeeze	Changsha	0
5748	榨	zhà	862	4652	squeeze	Shuangfeng	0
5749	吉	jí	865	4653	stab	Guangzhou	0
5750	戳	chuō	334	4655	stab	Meixian	0
5751	戟	jǐ	868	4657	stab	Fuzhou	0
5752	攮	nǎng	771	4658	stab	Ningxia	0
5753	戳	chuō	334	4660	stab	Ningbo	0
5754	拄	zhǔ	870	4661	stab	Yingshan	0
5755	戳	chuō	334	4665	stab	Shanghai	0
5756	戳	chuō	334	4666	stab	Shanghai_B	0
5757	刺	cì	865	4667	stab	Xiamen	0
5758	劖	chán	873	4668	stab	Anyi	0
5759	刺	cì	865	4670	stab	Beijing	0
5760	兒	ér	17	4670	stab	Beijing	1
5761	戳	chuō	334	4671	stab	Wenzhou	0
5762	刺	cì	865	4673	stab	Wuhan	0
5763	紮	zā	876	4674	stab	Wuhan	0
5764	刺	cì	865	4675	stab	Taiyuan	0
5765	刺	cì	865	4676	stab	Taiyuan	0
5766	刺	cì	865	4677	stab	Yuci	0
5767	刺	cì	865	4678	stab	Yuci	0
5768	刺	cì	865	4679	stab	Changsha	0
5769	刺	cì	865	4680	stab	Shuangfeng	0
5770	棍	gùn	877	4681	stick	Guangzhou	0
5771	棒	bàng	878	4682	stick	Suzhou	0
5772	梗	gěng	879	4682	stick	Suzhou	1
5773	頭	tóu	51	4682	stick	Suzhou	2
5774	棍	gùn	877	4683	stick	Meixian	0
5775	子	zi	30	4683	stick	Meixian	1
5776	棍	gùn	877	4684	stick	Nanchang	0
5777	棍	gùn	877	4685	stick	Fuzhou	0
5778	棍	gùn	877	4685	stick	Fuzhou	1
5779	棒	bàng	878	4686	stick	Ningxia	0
5780	棍	gùn	877	4687	stick	Lianchang	0
5781	棒	bàng	878	4688	stick	Ningbo	0
5782	頭	tóu	51	4688	stick	Ningbo	1
5783	棍	gùn	877	4689	stick	Yingshan	0
5784	子	zi	30	4689	stick	Yingshan	1
5785	棍	gùn	877	4690	stick	Chengdu	0
5786	子	zi	30	4690	stick	Chengdu	1
5787	棒	bàng	878	4692	stick	Shanghai	0
5788	頭	tóu	51	4692	stick	Shanghai	1
5789	棒	bàng	878	4693	stick	Shanghai_B	0
5790	頭	tóu	51	4693	stick	Shanghai_B	1
5791	棍	gùn	877	4694	stick	Xiamen	0
5792	棍	gùn	877	4695	stick	Anyi	0
5793	哩	lǐ	33	4695	stick	Anyi	1
5794	棍	gùn	877	4696	stick	Beijing	0
5795	子	zi	30	4696	stick	Beijing	1
5796	棍	gùn	877	4697	stick	Beijing	0
5797	兒	ér	17	4697	stick	Beijing	1
5798	棒	bàng	878	4698	stick	Wenzhou	0
5799	棍	gùn	877	4700	stick	Wuhan	0
5800	子	zi	30	4700	stick	Wuhan	1
5801	棍	gùn	877	4701	stick	Taiyuan	0
5802	子	zi	30	4701	stick	Taiyuan	1
5803	棍	gùn	877	4702	stick	Yuci	0
5804	棍	gùn	877	4702	stick	Yuci	1
5805	棍	gùn	877	4703	stick	Changsha	0
5806	子	zi	30	4703	stick	Changsha	1
5807	棍	gùn	877	4704	stick	Shuangfeng	0
5808	子	zi	30	4704	stick	Shuangfeng	1
5809	直	zhí	880	4705	straight	Guangzhou	0
5810	直	zhí	880	4706	straight	Suzhou	0
5811	直	zhí	880	4707	straight	Meixian	0
5812	直	zhí	880	4708	straight	Nanchang	0
5813	直	zhí	880	4709	straight	Fuzhou	0
5814	直	zhí	880	4710	straight	Ningxia	0
5815	直	zhí	880	4711	straight	Lianchang	0
5816	直	zhí	880	4712	straight	Ningbo	0
5817	直	zhí	880	4713	straight	Yingshan	0
5818	直	zhí	880	4714	straight	Chengdu	0
5819	直	zhí	880	4715	straight	Zhanping	0
5820	直	zhí	880	4716	straight	Shanghai	0
5821	直	zhí	880	4717	straight	Shanghai_B	0
5822	直	zhí	880	4718	straight	Xiamen	0
5823	直	zhí	880	4719	straight	Anyi	0
5824	直	zhí	880	4720	straight	Beijing	0
5825	直	zhí	880	4721	straight	Wenzhou	0
5826	直	zhí	880	4723	straight	Wuhan	0
5827	直	zhí	880	4724	straight	Taiyuan	0
5828	直	zhí	880	4725	straight	Yuci	0
5829	直	zhí	880	4726	straight	Changsha	0
5830	直	zhí	880	4727	straight	Shuangfeng	0
5831	吮	shǔn	881	4728	suck	Guangzhou	0
5832	呼	hū	493	4729	suck	Suzhou	0
5833	吸	xī	492	4730	suck	Suzhou	0
5834	吮	shǔn	881	4731	suck	Meixian	0
5835	吸	xī	492	4732	suck	Nanchang	0
5836	吮	shǔn	881	4733	suck	Fuzhou	0
5837	吸	xī	492	4734	suck	Ningxia	0
5838	口	kǒu	491	4736	suck	Ningbo	0
5839	嗍	suō	490	4737	suck	Yingshan	0
5840	吸	xī	492	4738	suck	Chengdu	0
5841	嗍	suō	490	4740	suck	Zhanping	0
5842	嗍	suō	490	4743	suck	Xiamen	0
5843	卒	zú	883	4744	suck	Anyi	0
5844	欠	qiàn	884	4744	suck	Anyi	1
5845	嘬	chuài	491	4745	suck	Beijing	0
5846	吮	shǔn	881	4746	suck	Wenzhou	0
5847	卒	zú	885	4747	suck	Wenzhou	0
5848	吃	chī	83	4749	suck	Wuhan	0
5849	吸	xī	492	4750	suck	Wuhan	0
5850	吸	xī	492	4751	suck	Taiyuan	0
5851	吸	xī	492	4752	suck	Yuci	0
5852	吮	shǔn	881	4753	suck	Changsha	0
5853	津	jīn	887	4754	suck	Shuangfeng	0
5854	腫	zhǒng	888	4755	swell	Guangzhou	0
5855	腫	zhǒng	888	4757	swell	Meixian	0
5856	腫	zhǒng	888	4758	swell	Nanchang	0
5857	腫	zhǒng	888	4759	swell	Fuzhou	0
5858	腫	zhǒng	888	4760	swell	Ningxia	0
5859	腫	zhǒng	888	4761	swell	Lianchang	0
