ID	CHARACTER	PINYIN	WORDS_COGIDS	WORDS_ID	CONCEPT	DOCULECT	POSITION
1	鹹	xián	1	1	all	Guangzhou	0
2	巴	bā	2	1	all	Guangzhou	1
3	郎	láng	3	1	all	Guangzhou	2
4	通	tōng	4	2	all	Suzhou	0
5	通	tōng	4	2	all	Suzhou	1
6	完	wán	5	3	all	Meixian	0
7	兜	dōu	6	3	all	Meixian	1
8	都	dōu	7	4	all	Nanchang	0
9	全	quán	8	5	all	Fuzhou	0
10	部	bù	9	5	all	Fuzhou	1
11	全	quán	8	6	all	Ningxia	0
12	一	yī	10	7	all	Lianchang	0
13	下	xià	11	7	all	Lianchang	1
14	全	quán	8	8	all	Lianchang	0
15	部	bù	9	8	all	Lianchang	1
16	全	quán	8	9	all	Ningbo	0
17	部	bù	9	9	all	Ningbo	1
18	合	hé	12	10	all	Ningbo	0
19	共	gòng	13	10	all	Ningbo	1
20	下	xià	11	11	all	Yingshan	0
21	全	quán	8	12	all	Chengdu	0
22	部	bù	9	12	all	Chengdu	1
23	全	quán	8	13	all	Zhanping	0
24	部	bù	9	13	all	Zhanping	1
25	全	quán	8	14	all	Shanghai	0
26	部	bù	9	14	all	Shanghai	1
27	全	quán	8	16	all	Shanghai_B	0
28	部	bù	9	16	all	Shanghai_B	1
29	全	quán	8	18	all	Xiamen	0
30	部	bù	9	18	all	Xiamen	1
31	一	yī	10	19	all	Anyi	0
32	下	xià	11	19	all	Anyi	1
33	全	quán	8	20	all	Anyi	0
34	部	bù	9	20	all	Anyi	1
35	整	zhěng	15	21	all	Beijing	0
36	個	gè	16	21	all	Beijing	1
37	兒	ér	17	21	all	Beijing	2
38	統	tǒng	18	22	all	Wenzhou	0
39	統	tǒng	18	22	all	Wenzhou	1
40	全	quán	8	24	all	Wuhan	0
41	全	quán	8	25	all	Taiyuan	0
42	部	bù	9	25	all	Taiyuan	1
43	都	dōu	7	26	all	Yuci	0
44	是	shì	19	26	all	Yuci	1
45	下	xià	11	27	all	Changsha	0
46	下	xià	11	28	all	Shuangfeng	0
47	灰	huī	20	29	ash	Guangzhou	0
48	灰	huī	20	30	ash	Suzhou	0
49	灰	huī	20	31	ash	Meixian	0
50	灰	huī	20	32	ash	Nanchang	0
51	塕	wěng	21	33	ash	Fuzhou	0
52	塵	chén	22	33	ash	Fuzhou	1
53	灰	huī	20	34	ash	Ningxia	0
54	灰	huī	20	35	ash	Lianchang	0
55	灰	huī	20	36	ash	Ningbo	0
56	灰	huī	20	37	ash	Yingshan	0
57	灰	huī	20	38	ash	Chengdu	0
58	燼	jìn	23	38	ash	Chengdu	1
59	灰	huī	20	39	ash	Zhanping	0
60	灰	huī	20	40	ash	Shanghai	0
61	灰	huī	20	41	ash	Shanghai_B	0
62	灰	huī	20	42	ash	Xiamen	0
63	灰	huī	20	43	ash	Anyi	0
64	灰	huī	20	44	ash	Beijing	0
65	灰	huī	20	45	ash	Wenzhou	0
66	柴	chái	24	46	ash	Wenzhou	0
67	灰	huī	20	48	ash	Wuhan	0
68	土	tǔ	25	49	ash	Taiyuan	0
69	灰	huī	20	50	ash	Yuci	0
70	灰	huī	20	51	ash	Changsha	0
71	灰	huī	20	52	ash	Shuangfeng	0
72	樹	shù	26	53	bark	Guangzhou	0
73	皮	pí	27	53	bark	Guangzhou	1
74	樹	shù	26	54	bark	Suzhou	0
75	皮	pí	27	54	bark	Suzhou	1
76	樹	shù	26	55	bark	Meixian	0
77	皮	pí	27	55	bark	Meixian	1
78	樹	shù	26	56	bark	Nanchang	0
79	皮	pí	27	56	bark	Nanchang	1
80	樹	shù	26	57	bark	Fuzhou	0
81	皮	pí	27	57	bark	Fuzhou	1
82	樹	shù	26	58	bark	Ningxia	0
83	皮	pí	27	58	bark	Ningxia	1
84	樹	shù	26	59	bark	Lianchang	0
85	皮	pí	27	59	bark	Lianchang	1
86	樹	shù	26	60	bark	Ningbo	0
87	皮	pí	27	60	bark	Ningbo	1
88	樹	shù	26	61	bark	Yingshan	0
89	皮	pí	27	61	bark	Yingshan	1
90	樹	shù	26	62	bark	Chengdu	0
91	皮	pí	27	62	bark	Chengdu	1
92	樹	shù	26	63	bark	Zhanping	0
93	皮	pí	27	63	bark	Zhanping	1
94	樹	shù	26	64	bark	Shanghai	0
95	皮	pí	27	64	bark	Shanghai	1
96	樹	shù	26	65	bark	Shanghai_B	0
97	皮	pí	27	65	bark	Shanghai_B	1
98	樹	shù	26	66	bark	Xiamen	0
99	皮	pí	27	66	bark	Xiamen	1
100	樹	shù	26	67	bark	Anyi	0
101	皮	pí	27	67	bark	Anyi	1
102	樹	shù	26	68	bark	Beijing	0
103	皮	pí	27	68	bark	Beijing	1
104	樹	shù	26	69	bark	Wenzhou	0
105	皮	pí	27	69	bark	Wenzhou	1
106	樹	shù	26	71	bark	Wuhan	0
107	皮	pí	27	71	bark	Wuhan	1
108	樹	shù	26	72	bark	Taiyuan	0
109	皮	pí	27	72	bark	Taiyuan	1
110	樹	shù	26	73	bark	Yuci	0
111	皮	pí	27	73	bark	Yuci	1
112	樹	shù	26	74	bark	Changsha	0
113	皮	pí	27	74	bark	Changsha	1
114	樹	shù	26	75	bark	Shuangfeng	0
115	皮	pí	27	75	bark	Shuangfeng	1
116	肚	dù	28	76	belly	Guangzhou	0
117	肚	dù	28	77	belly	Suzhou	0
118	皮	pí	27	77	belly	Suzhou	1
119	肚	dù	28	78	belly	Meixian	0
120	屎	shǐ	29	78	belly	Meixian	1
121	肚	dù	28	79	belly	Nanchang	0
122	子	zi	30	79	belly	Nanchang	1
123	腹	fù	31	80	belly	Fuzhou	0
124	老	lǎo	32	80	belly	Fuzhou	1
125	肚	dù	28	81	belly	Ningxia	0
126	子	zi	30	81	belly	Ningxia	1
127	腹	fù	31	82	belly	Lianchang	0
128	屎	shǐ	27	82	belly	Lianchang	1
129	肚	dù	28	83	belly	Ningbo	0
130	皮	pí	27	83	belly	Ningbo	1
131	肚	dù	28	84	belly	Yingshan	0
132	子	zi	30	84	belly	Yingshan	1
133	肚	dù	28	85	belly	Chengdu	0
134	子	zi	30	85	belly	Chengdu	1
135	腹	fù	31	86	belly	Zhanping	0
136	肚	dù	28	86	belly	Zhanping	1
137	肚	dù	28	87	belly	Shanghai	0
138	皮	pí	27	87	belly	Shanghai	1
139	肚	dù	28	88	belly	Shanghai_B	0
140	皮	pí	27	88	belly	Shanghai_B	1
141	腹	fù	31	89	belly	Xiamen	0
142	肚	dù	28	89	belly	Xiamen	1
143	肚	dù	28	90	belly	Anyi	0
144	哩	lǐ	33	90	belly	Anyi	1
145	肚	dù	28	91	belly	Anyi	0
146	子	zi	30	91	belly	Anyi	1
147	肚	dù	28	92	belly	Beijing	0
148	子	zi	30	92	belly	Beijing	1
149	肚	dù	28	93	belly	Wenzhou	0
150	肚	dù	28	95	belly	Wuhan	0
151	子	zi	30	95	belly	Wuhan	1
152	肚	dù	28	96	belly	Taiyuan	0
153	子	zi	30	96	belly	Taiyuan	1
154	肚	dù	28	97	belly	Yuci	0
155	肚	dù	28	98	belly	Changsha	0
156	子	zi	30	98	belly	Changsha	1
157	肚	dù	28	99	belly	Shuangfeng	0
158	子	zi	30	99	belly	Shuangfeng	1
159	大	dà	34	100	big	Guangzhou	0
160	大	dà	34	101	big	Suzhou	0
161	大	dà	34	102	big	Meixian	0
162	大	dà	34	103	big	Nanchang	0
163	大	dà	34	104	big	Fuzhou	0
164	大	dà	34	105	big	Ningxia	0
165	大	dà	34	106	big	Lianchang	0
166	簍	lǒu	35	107	big	Lianchang	0
167	大	dà	34	108	big	Ningbo	0
168	大	dà	34	109	big	Yingshan	0
169	大	dà	34	110	big	Chengdu	0
170	大	dà	34	111	big	Zhanping	0
171	大	dà	34	114	big	Xiamen	0
172	大	dà	34	115	big	Anyi	0
173	大	dà	34	116	big	Beijing	0
174	大	dà	34	117	big	Wenzhou	0
175	大	dà	34	119	big	Wuhan	0
176	大	dà	34	120	big	Taiyuan	0
177	大	dà	34	121	big	Yuci	0
178	大	dà	34	122	big	Changsha	0
179	大	dà	34	123	big	Shuangfeng	0
180	雀	què	37	124	bird	Guangzhou	0
181	雀	què	37	125	bird	Guangzhou	0
182	鳥	niǎo}	38	126	bird	Guangzhou	0
183	鳥	niǎo}	38	127	bird	Suzhou	0
184	鳥	niǎo}	38	128	bird	Meixian	0
185	子	zi	30	128	bird	Meixian	1
186	鳥	niǎo}	38	129	bird	Nanchang	0
187	鳥	niǎo}	38	130	bird	Fuzhou	0
188	鳥	niǎo}	38	131	bird	Ningxia	0
189	鳥	niǎo}	38	132	bird	Lianchang	0
190	鳥	niǎo}	38	133	bird	Ningbo	0
191	雀	què	37	134	bird	Yingshan	0
192	雀	què	37	135	bird	Chengdu	0
193	隻	zhī	39	136	bird	Zhanping	0
194	仔	zǐ	30	136	bird	Zhanping	1
195	鳥	niǎo}	38	137	bird	Shanghai	0
196	鳥	niǎo}	38	138	bird	Shanghai_B	0
197	雀	què	37	140	bird	Anyi	0
198	哩	lǐ	33	140	bird	Anyi	1
199	鳥	niǎo}	38	141	bird	Beijing	0
200	兒	ér	17	141	bird	Beijing	1
201	鳥	niǎo}	38	142	bird	Wenzhou	0
202	兒	ér	17	142	bird	Wenzhou	1
203	鳥	niǎo}	38	144	bird	Wuhan	0
204	鳥	niǎo}	38	145	bird	Taiyuan	0
205	鳥	niǎo}	38	146	bird	Yuci	0
206	鳥	niǎo}	38	147	bird	Changsha	0
207	鳥	niǎo}	38	148	bird	Shuangfeng	0
208	即	jí	41	148	bird	Shuangfeng	1
209	咬	yǎo	42	149	bite	Guangzhou	0
210	咬	yǎo	42	150	bite	Suzhou	0
211	咬	yǎo	42	151	bite	Meixian	0
212	嚙	niè	43	152	bite	Meixian	0
213	咬	yǎo	42	153	bite	Nanchang	0
214	咬	yǎo	42	154	bite	Fuzhou	0
215	咬	yǎo	42	155	bite	Ningxia	0
216	咬	yǎo	42	156	bite	Lianchang	0
217	咬	yǎo	42	157	bite	Ningbo	0
218	咬	yǎo	42	158	bite	Yingshan	0
219	咬	yǎo	42	159	bite	Chengdu	0
220	咬	yǎo	42	160	bite	Zhanping	0
221	咬	yǎo	42	161	bite	Shanghai	0
222	咬	yǎo	42	162	bite	Shanghai_B	0
223	咬	yǎo	42	163	bite	Xiamen	0
224	嚙	niè	43	164	bite	Anyi	0
225	咬	yǎo	42	165	bite	Beijing	0
226	咬	yǎo	42	166	bite	Wenzhou	0
227	咬	yǎo	42	167	bite	Wuhan	0
228	咬	yǎo	42	168	bite	Taiyuan	0
229	咬	yǎo	42	169	bite	Yuci	0
230	黑	hēi	44	172	black	Guangzhou	0
231	黑	hēi	44	173	black	Suzhou	0
232	烏	wū	45	174	black	Meixian	0
233	烏	wū	44	175	black	Nanchang	0
234	烏	wū	45	176	black	Fuzhou	0
235	青	qīng	46	177	black	Fuzhou	0
236	黑	hēi	44	178	black	Ningxia	0
237	烏	wū	45	179	black	Lianchang	0
238	黑	hēi	44	180	black	Ningbo	0
239	黑	hēi	44	181	black	Yingshan	0
240	黑	hēi	44	182	black	Chengdu	0
241	烏	wū	45	183	black	Zhanping	0
242	黑	hēi	44	184	black	Shanghai	0
243	黑	hēi	44	185	black	Shanghai_B	0
244	烏	wū	45	186	black	Xiamen	0
245	黑	hēi	46	187	black	Anyi	0
246	黑	hēi	46	188	black	Beijing	0
247	黑	hēi	44	189	black	Wenzhou	0
248	烏	wū	45	190	black	Wenzhou	0
249	青	qīng	46	191	black	Wenzhou	0
250	黑	hēi	44	193	black	Wuhan	0
251	烏	wū	45	194	black	Wuhan	0
252	青	qīng	46	195	black	Wuhan	0
253	黑	hēi	44	196	black	Taiyuan	0
254	黑	hēi	44	197	black	Yuci	0
255	黑	hēi	44	198	black	Changsha	0
256	青	qīng	46	199	black	Changsha	0
257	黑	hēi	44	200	black	Shuangfeng	0
258	青	qīng	46	201	black	Shuangfeng	0
259	血	xuè	47	202	blood	Guangzhou	0
260	豬	zhū	48	203	blood	Guangzhou	0
261	紅	hóng	49	203	blood	Guangzhou	1
262	血	xuè	47	204	blood	Suzhou	0
263	血	xuè	47	205	blood	Meixian	0
264	血	xuè	47	206	blood	Nanchang	0
265	血	xuè	47	207	blood	Fuzhou	0
266	血	xuè	47	208	blood	Ningxia	0
267	血	xuè	47	209	blood	Lianchang	0
268	血	xuè	47	210	blood	Ningbo	0
269	血	xuè	47	211	blood	Yingshan	0
270	血	xuè	47	212	blood	Chengdu	0
271	血	xuè	47	213	blood	Zhanping	0
272	血	xuè	47	214	blood	Shanghai	0
273	血	xuè	47	215	blood	Shanghai_B	0
274	血	xuè	47	216	blood	Xiamen	0
275	血	xuè	47	217	blood	Anyi	0
276	血	xuè	47	218	blood	Beijing	0
277	血	xuè	47	219	blood	Wenzhou	0
278	血	xuè	47	221	blood	Wuhan	0
279	血	xuè	47	222	blood	Taiyuan	0
280	血	xuè	47	223	blood	Yuci	0
281	血	xuè	47	224	blood	Changsha	0
282	血	xuè	47	225	blood	Shuangfeng	0
283	骨	gǔ	50	226	bone	Guangzhou	0
284	骨	gǔ	50	227	bone	Suzhou	0
285	頭	tóu	51	227	bone	Suzhou	1
286	骨	gǔ	50	228	bone	Meixian	0
287	頭	tóu	51	228	bone	Meixian	1
288	骨	gǔ	50	229	bone	Nanchang	0
289	頭	tóu	51	229	bone	Nanchang	1
290	骨	gǔ	50	230	bone	Fuzhou	0
291	骨	gǔ	50	231	bone	Ningxia	0
292	頭	tóu	51	231	bone	Ningxia	1
293	骨	gǔ	50	232	bone	Lianchang	0
294	頭	tóu	51	232	bone	Lianchang	1
295	骨	gǔ	50	233	bone	Ningbo	0
296	骨	gǔ	50	234	bone	Yingshan	0
297	頭	tóu	51	234	bone	Yingshan	1
298	骨	gǔ	50	235	bone	Chengdu	0
299	骨	gǔ	50	236	bone	Zhanping	0
300	骨	gǔ	50	237	bone	Shanghai	0
301	骨	gǔ	50	238	bone	Shanghai_B	0
302	骨	gǔ	50	239	bone	Xiamen	0
303	骨	gǔ	50	240	bone	Anyi	0
304	頭	tóu	51	240	bone	Anyi	1
305	骨	gǔ	50	241	bone	Beijing	0
306	頭	tóu	51	241	bone	Beijing	1
307	骨	gǔ	50	242	bone	Wenzhou	0
308	骨	gǔ	50	243	bone	Wenzhou	0
309	頭	tóu	51	243	bone	Wenzhou	1
310	骨	gǔ	50	245	bone	Wuhan	0
311	頭	tóu	51	245	bone	Wuhan	1
312	骨	gǔ	50	246	bone	Taiyuan	0
313	頭	tóu	51	246	bone	Taiyuan	1
314	骨	gǔ	50	247	bone	Yuci	0
315	頭	tóu	51	247	bone	Yuci	1
316	骨	gǔ	50	248	bone	Changsha	0
317	頭	tóu	51	248	bone	Changsha	1
318	骨	gǔ	50	249	bone	Shuangfeng	0
319	頭	tóu	51	249	bone	Shuangfeng	1
320	奶	nǎi	53	251	breasts	Suzhou	0
321	奶	nǎi	53	251	breasts	Suzhou	1
322	奶	nǎi	53	252	breasts	Meixian	0
323	姑	gū	54	252	breasts	Meixian	1
324	奶	nǎi	53	253	breasts	Nanchang	0
325	奶	nǎi	53	255	breasts	Fuzhou	1
326	奶	nǎi	53	256	breasts	Fuzhou	0
327	奶	nǎi	53	257	breasts	Ningxia	0
328	子	zi	30	257	breasts	Ningxia	1
329	奶	nǎi	53	259	breasts	Ningbo	0
330	頭	tóu	51	259	breasts	Ningbo	1
331	媽	mā	55	260	breasts	Yingshan	0
332	兒	ér	17	260	breasts	Yingshan	1
333	奶	nǎi	53	261	breasts	Chengdu	0
334	奶	nǎi	53	261	breasts	Chengdu	1
335	奶	nǎi	53	262	breasts	Zhanping	0
336	仔	zǐ	30	262	breasts	Zhanping	1
337	奶	nǎi	53	263	breasts	Shanghai	0
338	奶	nǎi	53	264	breasts	Shanghai_B	0
339	奶	nǎi	53	264	breasts	Shanghai_B	1
340	奶	nǎi	53	265	breasts	Xiamen	0
341	奶	nǎi	53	266	breasts	Anyi	0
342	奶	nǎi	53	267	breasts	Anyi	0
343	嘴	zuǐ	56	267	breasts	Anyi	1
344	咂	zā	57	268	breasts	Beijing	0
345	兒	ér	17	268	breasts	Beijing	1
346	奶	nǎi	53	269	breasts	Wenzhou	1
347	媽	mā	55	271	breasts	Wuhan	0
348	媽	mā	55	272	breasts	Wuhan	0
349	奶	nǎi	53	273	breasts	Taiyuan	0
350	奶	nǎi	53	274	breasts	Taiyuan	0
351	奶	nǎi	53	275	breasts	Yuci	0
352	頭	tóu	51	275	breasts	Yuci	1
353	奶	nǎi	53	276	breasts	Changsha	0
354	子	zi	30	276	breasts	Changsha	1
355	奶	nǎi	53	277	breasts	Shuangfeng	0
356	婆	pó	59	277	breasts	Shuangfeng	1
357	燒	shāo	60	278	burn	Guangzhou	0
358	燒	shāo	60	279	burn	Suzhou	0
359	燒	shāo	60	280	burn	Meixian	0
360	燒	shāo	60	281	burn	Nanchang	0
361	燒	shāo	60	282	burn	Fuzhou	0
362	燒	shāo	60	283	burn	Ningxia	0
363	燒	shāo	60	284	burn	Lianchang	0
364	燒	shāo	60	285	burn	Ningbo	0
365	燒	shāo	60	286	burn	Yingshan	0
366	燒	shāo	60	287	burn	Chengdu	0
367	燒	shāo	60	288	burn	Zhanping	0
368	燒	shāo	60	289	burn	Shanghai	0
369	燒	shāo	60	290	burn	Shanghai_B	0
370	燒	shāo	60	291	burn	Xiamen	0
371	熱	rè	61	292	burn	Xiamen	0
372	燒	shāo	60	293	burn	Anyi	0
373	燒	shāo	60	294	burn	Beijing	0
374	著	zhe	62	295	burn	Beijing	0
375	燒	shāo	60	296	burn	Wenzhou	0
376	燒	shāo	60	298	burn	Wuhan	0
377	燒	shāo	60	299	burn	Taiyuan	0
378	燒	shāo	60	300	burn	Yuci	0
379	燒	shāo	60	301	burn	Changsha	0
380	燒	shāo	60	302	burn	Shuangfeng	0
381	爪	zhǎo	63	303	claw	Guangzhou	0
382	腳	jiǎo	64	304	claw	Suzhou	0
383	爪	zhǎo	63	304	claw	Suzhou	1
384	腳	jiǎo	64	305	claw	Meixian	0
385	爪	zhǎo	63	305	claw	Meixian	1
386	爪	zhǎo	63	306	claw	Nanchang	0
387	子	zi	30	306	claw	Nanchang	1
388	腳	jiǎo	64	307	claw	Nanchang	0
389	爪	zhǎo	63	307	claw	Nanchang	1
390	子	zi	30	307	claw	Nanchang	2
391	骹	qiāo	65	308	claw	Fuzhou	0
392	爪	zhǎo	63	309	claw	Ningxia	0
393	子	zi	30	309	claw	Ningxia	1
394	腳	jiǎo	64	310	claw	Lianchang	0
395	指	zhǐ	66	310	claw	Lianchang	1
396	爪	zhǎo	63	310	claw	Lianchang	2
397	爪	zhǎo	63	311	claw	Ningbo	0
398	爪	zhǎo	63	312	claw	Yingshan	0
399	子	zi	30	312	claw	Yingshan	1
400	爪	zhǎo	63	313	claw	Chengdu	0
401	腳	jiǎo	64	315	claw	Shanghai	0
402	爪	zhǎo	63	315	claw	Shanghai	1
403	腳	jiǎo	64	316	claw	Shanghai_B	0
404	爪	zhǎo	63	316	claw	Shanghai_B	1
405	爪	zhǎo	63	317	claw	Xiamen	0
406	仔	zǐ	30	317	claw	Xiamen	1
407	腳	jiǎo	64	318	claw	Anyi	0
408	爪	zhǎo	63	318	claw	Anyi	1
409	爪	zhǎo	63	319	claw	Beijing	0
410	子	zi	30	319	claw	Beijing	1
411	爪	zhǎo	63	320	claw	Beijing	0
412	兒	ér	17	320	claw	Beijing	1
413	腳	jiǎo	63	321	claw	Wenzhou	1
414	爪	zhǎo	63	324	claw	Wuhan	0
415	子	zi	30	324	claw	Wuhan	1
416	爪	zhǎo	63	325	claw	Taiyuan	0
417	子	zi	30	325	claw	Taiyuan	1
418	爪	zhǎo	63	326	claw	Taiyuan	0
419	爪	zhǎo	63	326	claw	Taiyuan	1
420	爪	zhǎo	63	327	claw	Yuci	0
421	子	zi	30	327	claw	Yuci	1
422	爪	zhǎo	63	328	claw	Yuci	0
423	爪	zhǎo	63	328	claw	Yuci	1
424	爪	zhǎo	63	329	claw	Changsha	0
425	子	zi	30	329	claw	Changsha	1
426	爪	zhǎo	63	330	claw	Shuangfeng	0
427	子	zi	30	330	claw	Shuangfeng	1
428	雲	yún	68	331	cloud	Guangzhou	0
429	雲	yún	68	332	cloud	Suzhou	0
430	雲	yún	68	333	cloud	Meixian	0
431	雲	yún	68	334	cloud	Nanchang	0
432	雲	yún	68	335	cloud	Fuzhou	0
433	雲	yún	68	336	cloud	Ningxia	0
434	雲	yún	68	337	cloud	Lianchang	0
435	雲	yún	68	338	cloud	Ningbo	0
436	彩	cǎi	69	338	cloud	Ningbo	1
437	雲	yún	68	339	cloud	Yingshan	0
438	彩	cǎi	69	339	cloud	Yingshan	1
439	雲	yún	68	340	cloud	Chengdu	0
440	彩	cǎi	69	340	cloud	Chengdu	1
441	雲	yún	68	341	cloud	Zhanping	0
442	雲	yún	68	342	cloud	Shanghai	0
443	雲	yún	68	343	cloud	Shanghai_B	0
444	雲	yún	68	344	cloud	Xiamen	0
445	雲	yún	68	345	cloud	Anyi	0
446	雲	yún	68	346	cloud	Beijing	0
447	彩	cǎi	69	346	cloud	Beijing	1
448	雲	yún	68	347	cloud	Wenzhou	0
449	雲	yún	68	349	cloud	Wuhan	0
450	雲	yún	68	350	cloud	Taiyuan	0
451	雲	yún	68	351	cloud	Yuci	0
452	彩	cǎi	69	351	cloud	Yuci	1
453	雲	yún	68	352	cloud	Changsha	0
454	雲	yún	68	353	cloud	Shuangfeng	0
455	凍	dòng	70	354	cold	Guangzhou	0
456	冷	lěng	71	355	cold	Guangzhou	0
457	冷	lěng	71	356	cold	Suzhou	0
458	冷	lěng	71	357	cold	Meixian	0
459	冷	lěng	71	358	cold	Nanchang	0
460	清	qīng	72	359	cold	Fuzhou	0
461	凍	dòng	70	360	cold	Fuzhou	0
462	凍	dòng	70	361	cold	Ningxia	0
463	冷	lěng	71	362	cold	Lianchang	0
464	冷	lěng	71	363	cold	Ningbo	0
465	冷	lěng	71	364	cold	Yingshan	0
466	冷	lěng	71	365	cold	Chengdu	0
467	冷	lěng	71	366	cold	Zhanping	0
468	寒	hán	73	367	cold	Zhanping	0
469	冷	lěng	71	368	cold	Shanghai	0
470	冷	lěng	71	369	cold	Shanghai_B	0
471	冷	lěng	71	370	cold	Xiamen	0
472	寒	hán	73	371	cold	Xiamen	0
473	冷	lěng	71	372	cold	Anyi	0
474	寒	hán	73	373	cold	Anyi	0
475	冷	lěng	71	374	cold	Beijing	0
476	冷	lěng	71	375	cold	Wenzhou	0
477	冷	lěng	71	377	cold	Wuhan	0
478	冷	lěng	71	378	cold	Taiyuan	0
479	冷	lěng	71	379	cold	Yuci	0
480	冷	lěng	71	380	cold	Changsha	0
481	清	qīng	72	381	cold	Changsha	0
482	冷	lěng	71	382	cold	Shuangfeng	0
483	清	qīng	72	383	cold	Shuangfeng	0
484	來	lái	74	384	come	Guangzhou	0
485	嚟	lí	75	385	come	Guangzhou	0
486	來	lái	74	386	come	Suzhou	0
487	來	lái	74	387	come	Meixian	0
488	來	lái	74	388	come	Nanchang	0
489	來	lái	74	389	come	Fuzhou	0
490	來	lái	74	390	come	Ningxia	0
491	來	lái	74	391	come	Lianchang	0
492	來	lái	74	392	come	Ningbo	0
493	來	lái	74	393	come	Yingshan	0
494	來	lái	74	394	come	Chengdu	0
495	來	lái	74	395	come	Zhanping	0
496	來	lái	74	396	come	Shanghai	0
497	來	lái	74	397	come	Shanghai_B	0
498	來	lái	74	398	come	Xiamen	0
499	來	lái	74	399	come	Anyi	0
500	來	lái	74	400	come	Beijing	0
501	來	lái	74	401	come	Wenzhou	0
502	來	lái	74	403	come	Wuhan	0
503	來	lái	74	404	come	Taiyuan	0
504	來	lái	74	405	come	Yuci	0
505	來	lái	74	406	come	Changsha	0
506	來	lái	74	407	come	Shuangfeng	0
507	死	sǐ	76	408	die	Guangzhou	0
508	死	sǐ	76	409	die	Suzhou	0
509	死	sǐ	76	410	die	Meixian	0
510	死	sǐ	76	411	die	Nanchang	0
511	死	sǐ	76	412	die	Fuzhou	0
512	死	sǐ	76	413	die	Ningxia	0
513	死	sǐ	76	414	die	Lianchang	0
514	死	sǐ	76	415	die	Ningbo	0
515	死	sǐ	76	416	die	Yingshan	0
516	死	sǐ	76	417	die	Chengdu	0
517	死	sǐ	76	418	die	Zhanping	0
518	死	sǐ	76	419	die	Shanghai	0
519	死	sǐ	76	420	die	Shanghai_B	0
520	死	sǐ	76	421	die	Xiamen	0
521	死	sǐ	76	422	die	Anyi	0
522	死	sǐ	76	423	die	Beijing	0
523	死	sǐ	76	424	die	Wenzhou	0
524	死	sǐ	76	426	die	Wuhan	0
525	死	sǐ	76	427	die	Taiyuan	0
526	死	sǐ	76	428	die	Yuci	0
527	死	sǐ	76	429	die	Changsha	0
528	死	sǐ	76	430	die	Shuangfeng	0
529	狗	gǒu	77	431	dog	Guangzhou	0
530	狗	gǒu	77	432	dog	Suzhou	0
531	狗	gǒu	77	433	dog	Meixian	0
532	狗	gǒu	77	434	dog	Nanchang	0
533	犬	quǎn	78	435	dog	Fuzhou	0
534	狗	gǒu	77	436	dog	Ningxia	0
535	狗	gǒu	77	437	dog	Lianchang	0
536	狗	gǒu	77	438	dog	Ningbo	0
537	狗	gǒu	77	439	dog	Yingshan	0
538	子	zi	30	439	dog	Yingshan	1
539	狗	gǒu	77	440	dog	Yingshan	0
540	娃	wá	79	440	dog	Yingshan	1
541	兒	ér	17	440	dog	Yingshan	2
542	狗	gǒu	77	441	dog	Chengdu	0
543	狗	gǒu	77	442	dog	Zhanping	0
544	狗	gǒu	77	443	dog	Shanghai	0
545	狗	gǒu	77	444	dog	Shanghai_B	0
546	狗	gǒu	77	445	dog	Xiamen	0
547	狗	gǒu	77	446	dog	Anyi	0
548	狗	gǒu	77	447	dog	Beijing	0
549	狗	gǒu	77	448	dog	Wenzhou	0
550	狗	gǒu	77	450	dog	Wuhan	0
551	子	zi	30	450	dog	Wuhan	1
552	來	lái	80	451	dog	Wuhan	0
553	狗	gǒu	77	452	dog	Taiyuan	0
554	狗	gǒu	77	453	dog	Taiyuan	0
555	狗	gǒu	77	454	dog	Yuci	0
556	狗	gǒu	77	455	dog	Yuci	0
557	狗	gǒu	77	456	dog	Changsha	0
558	狗	gǒu	77	457	dog	Shuangfeng	0
559	飲	yǐn	82	458	drink	Guangzhou	0
560	吃	chī	83	459	drink	Suzhou	0
561	食	shí	84	460	drink	Meixian	0
562	吃	chī	83	461	drink	Nanchang	0
563	啜	chuài	85	462	drink	Fuzhou	0
564	喝	hē	86	463	drink	Ningxia	0
565	食	shí	84	464	drink	Lianchang	0
566	喝	hē	86	465	drink	Ningbo	0
567	喝	hē	86	466	drink	Yingshan	0
568	喝	hē	86	467	drink	Chengdu	0
569	啉	lín	87	468	drink	Zhanping	0
570	啜	chuài	85	469	drink	Zhanping	0
571	食	shí	84	470	drink	Zhanping	0
572	吃	chī	83	471	drink	Shanghai	0
573	吃	chī	83	472	drink	Shanghai_B	0
574	啉	lín	87	473	drink	Xiamen	0
575	啜	chuài	85	474	drink	Xiamen	0
576	喫	chī	83	475	drink	Anyi	0
577	喝	hē	86	476	drink	Beijing	0
578	呷	gā	88	477	drink	Wenzhou	0
579	吃	chī	83	478	drink	Wenzhou	0
580	喝	hē	86	480	drink	Wuhan	0
581	呵	ā	89	481	drink	Wuhan	0
582	喝	hē	86	482	drink	Taiyuan	0
583	喝	hē	86	483	drink	Yuci	0
584	吃	chī	83	484	drink	Changsha	0
585	吃	chī	83	485	drink	Shuangfeng	0
586	呵	ā	89	486	drink	Shuangfeng	0
587	幹	gàn	90	487	dry	Guangzhou	0
588	幹	gàn	90	488	dry	Suzhou	0
589	燥	zào	91	489	dry	Suzhou	0
