ID	DOCULECT	DOCULECT_IN_SOURCE	CONCEPT	CONCEPTICON_ID	VALUE	CHARACTERS	COGIDS
3843	Ningbo	Ningbo	leg	1297	腿	腿	725
3844	Yingshan	Yingshan	leg	1297	胯子	胯子	726 30
3845	Chengdu	Chengdu	leg	1297	腿	腿	725
3846	Zhanping	Zhanping	leg	1297	骹(腿)	骹腿	65 725
3847	Zhanping	Zhanping	leg	1297	骹(腿)	骹	65
3848	Shanghai	Shanghai	leg	1297	腿	腿	725
3849	Shanghai_B	Shanghai_B	leg	1297	大脚胖	大脚胖	34 64 727
3850	Xiamen	Xiamen	leg	1297	骹腿	骹腿	65 725
3851	Anyi	Anyi	leg	1297	腳[牯哩]	腳牯哩	64 186 33
3852	Anyi	Anyi	leg	1297	腳[牯哩]	脚骨哩	64 50 33
3853	Beijing	Beijing	leg	1297	腿	腿	725
3854	Wenzhou	Wenzhou	leg	1297	脚腿	脚腿	64 725
3855	Taibei	Taibei	leg	1297	kha44 thui53[骨交]腿	骹腿	65 725
3856	Taibei	Taibei	leg	1297	kha44 thui53[骨交]腿	骹	65
3857	Wuhan	Wuhan	leg	1297	胯子	胯子	726 30
3858	Taiyuan	Taiyuan	leg	1297	腿	腿	725
3859	Yuci	Yuci	leg	1297	腿	腿	725
3860	Changsha	Changsha	leg	1297	腿把子	腿把子	725 124 30
3861	Shuangfeng	Shuangfeng	leg	1297	腿把子	腿把子	725 124 30
3862	Shuangfeng	Shuangfeng	leg	1297	脚把子	脚把子	64 124 30
5525	Old_Chinese	Old_Chinese	leg	1297	脚	脚	64
1218	Guangzhou	Guangzhou	lie	1411	睏	睏	208
1219	Suzhou	Suzhou	lie	1411	睏，[]	睏	208
1220	Meixian	Meixian	lie	1411	眠	眠	209
1221	Nanchang	Nanchang	lie	1411	睏	睏	208
1222	Fuzhou	Fuzhou	lie	1411	倒	倒	210
1223	Ningxia	Ningxia	lie	1411	躺	躺	211
1224	Lianchang	Lianchang	lie	1411	睡	睡	212
1225	Ningbo	Ningbo	lie	1411	lai35	A	213
1226	Yingshan	Yingshan	lie	1411	睡	睡	212
1227	Chengdu	Chengdu	lie	1411	睡	睡	212
1228	Zhanping	Zhanping	lie	1411	倒	倒	210
1229	Shanghai	Shanghai	lie	1411	睏	睏	208
1230	Shanghai_B	Shanghai_B	lie	1411	睏	睏	208
1231	Xiamen	Xiamen	lie	1411	倒	倒	210
1232	Anyi	Anyi	lie	1411	睏	睏	208
1233	Beijing	Beijing	lie	1411	躺	躺	211
1234	Wenzhou	Wenzhou	lie	1411	翻	翻	214
1235	Wenzhou	Wenzhou	lie	1411	倒	倒	210
1236	Taibei	Taibei	lie	1411	to53倒	倒	210
1237	Taibei	Taibei	lie	1411	the44?	B	215
1238	Wuhan	Wuhan	lie	1411	睡	睡	212
1239	Taiyuan	Taiyuan	lie	1411	躺	躺	211
1240	Taiyuan	Taiyuan	lie	1411	睡	睡	212
1241	Yuci	Yuci	lie	1411	躺	躺	211
1242	Yuci	Yuci	lie	1411	睡	睡	212
1243	Changsha	Changsha	lie	1411	困	睏	208
1244	Shuangfeng	Shuangfeng	lie	1411	睏	睏	208
5413	Old_Chinese	Old_Chinese	lie	1411	卧	卧	1026
3863	Guangzhou	Guangzhou	live(alive)	1422	生	生	465
3864	Suzhou	Suzhou	live(alive)	1422	活	活	728
3865	Meixian	Meixian	live(alive)	1422	生	生	465
3866	Nanchang	Nanchang	live(alive)	1422	活	活	728
3867	Fuzhou	Fuzhou	live(alive)	1422	活	活	728
3868	Ningxia	Ningxia	live(alive)	1422	活的	活的	728 229
3869	Lianchang	Lianchang	live(alive)	1422	好	好	144
3870	Ningbo	Ningbo	live(alive)	1422	活的	活的	728 229
3871	Yingshan	Yingshan	live(alive)	1422	活	活	728
3872	Chengdu	Chengdu	live(alive)	1422	活的	活的	728 229
3873	Zhanping	Zhanping	live(alive)	1422	活(活)	活	728
3874	Zhanping	Zhanping	live(alive)	1422	活(活)	活	728
3875	Shanghai	Shanghai	live(alive)	1422	活的	活的	728 229
3876	Shanghai_B	Shanghai_B	live(alive)	1422	活的	活的	728 229
3877	Xiamen	Xiamen	live(alive)	1422	活	活	728
3878	Anyi	Anyi	live(alive)	1422	活個	活個	728 16
3879	Beijing	Beijing	live(alive)	1422	活	活	728
3880	Wenzhou	Wenzhou	live(alive)	1422	活	活	728
3881	Wenzhou	Wenzhou	live(alive)	1422	健	健	467
3882	Taibei	Taibei	live(alive)	1422	uah33活	活	728
3883	Wuhan	Wuhan	live(alive)	1422	活	活	728
3884	Taiyuan	Taiyuan	live(alive)	1422	活	活	728
3885	Yuci	Yuci	live(alive)	1422	活	活	728
3886	Changsha	Changsha	live(alive)	1422	活	活	728
3887	Shuangfeng	Shuangfeng	live(alive)	1422	活	活	728
5526	Old_Chinese	Old_Chinese	live(alive)	1422	生	生	465
1245	Guangzhou	Guangzhou	liver	1224	肝	肝	166
1246	Guangzhou	Guangzhou	liver	1224	月-闰[指动物的肝]	A	216
1247	Suzhou	Suzhou	liver	1224	肝	肝	166
1248	Meixian	Meixian	liver	1224	肝	肝	166
1249	Nanchang	Nanchang	liver	1224	肝	肝	166
1250	Fuzhou	Fuzhou	liver	1224	肝	肝	166
1251	Ningxia	Ningxia	liver	1224	肝	肝	166
1252	Lianchang	Lianchang	liver	1224	肝	肝	166
1253	Ningbo	Ningbo	liver	1224	肝	肝	166
1254	Yingshan	Yingshan	liver	1224	肝	肝	166
1255	Chengdu	Chengdu	liver	1224	肝	肝	166
1256	Zhanping	Zhanping	liver	1224	肝	肝	166
1257	Shanghai	Shanghai	liver	1224	肝	肝	166
1258	Shanghai_B	Shanghai_B	liver	1224	肝	肝	166
1259	Xiamen	Xiamen	liver	1224	肝	肝	166
1260	Anyi	Anyi	liver	1224	肝	肝	166
1261	Beijing	Beijing	liver	1224	肝儿	肝儿	166 17
1262	Wenzhou	Wenzhou	liver	1224	肝	肝	166
1263	Taibei	Taibei	liver	1224	kuaN44肝	肝	166
1264	Wuhan	Wuhan	liver	1224	肝	肝	166
1265	Taiyuan	Taiyuan	liver	1224	肝	肝	166
1266	Yuci	Yuci	liver	1224	肝	肝	166
1267	Changsha	Changsha	liver	1224	肝	肝	166
1268	Shuangfeng	Shuangfeng	liver	1224	肝	肝	166
5414	Old_Chinese	Old_Chinese	liver	1224	肝	肝	166
1269	Guangzhou	Guangzhou	long	1203	长	长	217
1270	Suzhou	Suzhou	long	1203	长	长	217
1271	Meixian	Meixian	long	1203	长	长	217
1272	Nanchang	Nanchang	long	1203	长	长	217
1273	Fuzhou	Fuzhou	long	1203	长	长	217
1274	Ningxia	Ningxia	long	1203	长	长	217
1275	Lianchang	Lianchang	long	1203	长	长	217
1276	Ningbo	Ningbo	long	1203	长	长	217
1277	Yingshan	Yingshan	long	1203	长	长	217
1278	Chengdu	Chengdu	long	1203	长	长	217
1279	Zhanping	Zhanping	long	1203	长	长	217
1280	Shanghai	Shanghai	long	1203	长	长	217
1281	Shanghai_B	Shanghai_B	long	1203	长	长	217
1282	Xiamen	Xiamen	long	1203	长	长	217
1283	Anyi	Anyi	long	1203	猛[mang3]	猛	218
1284	Anyi	Anyi	long	1203	長	长	217
1285	Beijing	Beijing	long	1203	长	长	217
1286	Wenzhou	Wenzhou	long	1203	长	长	217
1287	Taibei	Taibei	long	1203	tng13長	长	217
1288	Wuhan	Wuhan	long	1203	长	长	217
1289	Taiyuan	Taiyuan	long	1203	长	长	217
1290	Yuci	Yuci	long	1203	长	长	217
1291	Changsha	Changsha	long	1203	长	长	217
1292	Shuangfeng	Shuangfeng	long	1203	长	长	217
5415	Old_Chinese	Old_Chinese	long	1203	长	长	217
1293	Guangzhou	Guangzhou	louse	1392	虱乸	虱母	219 220
1294	Suzhou	Suzhou	louse	1392	老白虱	老白虱	32 221 219
1295	Meixian	Meixian	louse	1392	虱ma	虱妈	219 55
1296	Nanchang	Nanchang	louse	1392	虱	虱	219
1297	Fuzhou	Fuzhou	louse	1392	虱母	虱母	219 220
1298	Ningxia	Ningxia	louse	1392	虱子	虱子	219 30
1299	Lianchang	Lianchang	louse	1392	虱妈	虱妈	219 55
1300	Ningbo	Ningbo	louse	1392	虱	虱	219
1301	Yingshan	Yingshan	louse	1392	虱子	虱子	219 30
1302	Chengdu	Chengdu	louse	1392	虱	虱	219
1303	Zhanping	Zhanping	louse	1392	虱母	虱母	219 220
1304	Shanghai	Shanghai	louse	1392	老白虱	老白虱	32 221 219
1305	Shanghai_B	Shanghai_B	louse	1392	老白虱	老白虱	32 221 219
1306	Xiamen	Xiamen	louse	1392	虱母	虱母	219 220
1307	Anyi	Anyi	louse	1392	虱	虱	219
1308	Beijing	Beijing	louse	1392	虱子	虱子	219 30
1309	Wenzhou	Wenzhou	louse	1392	虱	虱	219
1310	Taibei	Taibei	louse	1392	sat32 bu53虱母	虱母	219 220
1311	Wuhan	Wuhan	louse	1392	虱子	虱子	219 30
1312	Taiyuan	Taiyuan	louse	1392	虱子	虱子	219 30
1313	Yuci	Yuci	louse	1392	虱子	虱子	219 30
1314	Changsha	Changsha	louse	1392	虱婆子	虱婆子	219 59 30
1315	Shuangfeng	Shuangfeng	louse	1392	虱婆子	虱婆子	219 59 30
5416	Old_Chinese	Old_Chinese	louse	1392	虱	虱	219
1316	Guangzhou	Guangzhou	man	1554	男人	男人	222 223
1317	Guangzhou	Guangzhou	man	1554	佬	佬	224
1318	Suzhou	Suzhou	man	1554	男	男	222
1319	Suzhou	Suzhou	man	1554	男子客	男子客	222 30 225
1320	Meixian	Meixian	man	1554	男子人	男子人	222 30 223
1321	Nanchang	Nanchang	man	1554	男个	男个	222 16
1322	Fuzhou	Fuzhou	man	1554	唐*夫农	唐夫农	226 227 228
1323	Fuzhou	Fuzhou	man	1554	男界*	男个	222 16
1324	Ningxia	Ningxia	man	1554	男人	男人	222 223
1325	Lianchang	Lianchang	man	1554	男子	男子	222 30
1326	Ningbo	Ningbo	man	1554	男	男	222
1327	Yingshan	Yingshan	man	1554	男的	男的	222 229
1328	Yingshan	Yingshan	man	1554	男将	男将	222 230
1329	Chengdu	Chengdu	man	1554	男	男	222
1330	Zhanping	Zhanping	man	1554	丈夫侬：读tiongɫ puɨ langø	丈夫侬	231 227 232
1331	Shanghai	Shanghai	man	1554	男人	男人	222 223
1332	Shanghai_B	Shanghai_B	man	1554	男人	男人	222 223
1333	Xiamen	Xiamen	man	1554	ta55 夫	T夫	233 227
1334	Xiamen	Xiamen	man	1554	taɫɫ 夫侬	T夫侬	233 227 232
1335	Anyi	Anyi	man	1554	男个	男个	222 16
1336	Anyi	Anyi	man	1554	男人	男人	222 223
1337	Beijing	Beijing	man	1554	男的	男的	222 229
1338	Beijing	Beijing	man	1554	爷们儿	爷们儿	234 235 17
1339	Wenzhou	Wenzhou	man	1554	男个	男个	222 16
1340	Wenzhou	Wenzhou	man	1554	男子客	男子客	222 30 225
1341	Taibei	Taibei	man	1554	taɾɾ pooɾɾ ʔ夫	TP夫	233 236 227
1342	Wuhan	Wuhan	man	1554	男的	男的	222 229
1343	Wuhan	Wuhan	man	1554	男将	男将	222 230
1344	Taiyuan	Taiyuan	man	1554	男人	男人	222 223
1345	Taiyuan	Taiyuan	man	1554	男的	男的	222 229
1346	Yuci	Yuci	man	1554	男人	男人	222 223
1347	Yuci	Yuci	man	1554	男的	男的	222 229
1348	Changsha	Changsha	man	1554	男的	男的	222 229
1349	Changsha	Changsha	man	1554	男人家	男人家	222 223 237
1350	Shuangfeng	Shuangfeng	man	1554	男人家	男人家	222 223 237
5417	Old_Chinese	Old_Chinese	man	1554	男	男	222
1351	Guangzhou	Guangzhou	many	1198	多	多	238
1352	Suzhou	Suzhou	many	1198	多	多	238
1353	Suzhou	Suzhou	many	1198	交关	交关	239 240
1354	Meixian	Meixian	many	1198	多	多	238
1355	Nanchang	Nanchang	many	1198	多	多	238
1356	Fuzhou	Fuzhou	many	1198	禾-齐	侪	241
1357	Ningxia	Ningxia	many	1198	多	多	238
1358	Lianchang	Lianchang	many	1198	多	多	238
1359	Ningbo	Ningbo	many	1198	多	多	238
1360	Yingshan	Yingshan	many	1198	多	多	238
1361	Chengdu	Chengdu	many	1198	多	多	238
1362	Zhanping	Zhanping	many	1198	侪	侪	241
1363	Shanghai	Shanghai	many	1198	多	多	238
1364	Shanghai_B	Shanghai_B	many	1198	多	多	238
1365	Xiamen	Xiamen	many	1198	禾-齐	侪	241
1366	Anyi	Anyi	many	1198	多	多	238
1367	Beijing	Beijing	many	1198	多	多	238
1368	Wenzhou	Wenzhou	many	1198	多	多	238
1369	Taibei	Taibei	many	1198	tsue33穧?	侪	241
1370	Wuhan	Wuhan	many	1198	多	多	238
1371	Taiyuan	Taiyuan	many	1198	多	多	238
1372	Yuci	Yuci	many	1198	多	多	238
1373	Changsha	Changsha	many	1198	多	多	238
1374	Shuangfeng	Shuangfeng	many	1198	多	多	238
5418	Old_Chinese	Old_Chinese	many	1198	多	多	238
1375	Guangzhou	Guangzhou	moon	1313	月光	月光	192 147
1376	Suzhou	Suzhou	moon	1313	月亮	月亮	192 242
1377	Meixian	Meixian	moon	1313	月光	月光	192 147
1378	Nanchang	Nanchang	moon	1313	月光	月光	192 147
1379	Nanchang	Nanchang	moon	1313	月亮	月亮	192 242
1380	Fuzhou	Fuzhou	moon	1313	月	月	192
1381	Ningxia	Ningxia	moon	1313	月亮	月亮	192 242
1382	Lianchang	Lianchang	moon	1313	月光	月光	192 147
1383	Lianchang	Lianchang	moon	1313	热光	热光	61 147
1384	Ningbo	Ningbo	moon	1313	月亮	月亮	192 242
1385	Yingshan	Yingshan	moon	1313	月亮	月亮	192 242
1386	Chengdu	Chengdu	moon	1313	月亮	月亮	192 242
1387	Zhanping	Zhanping	moon	1313	月	月	192
1388	Shanghai	Shanghai	moon	1313	月亮	月亮	192 242
1389	Shanghai_B	Shanghai_B	moon	1313	月亮	月亮	192 242
1390	Xiamen	Xiamen	moon	1313	月，月娘	月	192
1391	Anyi	Anyi	moon	1313	月光	月光	192 147
1392	Beijing	Beijing	moon	1313	月亮	月亮	192 242
1393	Wenzhou	Wenzhou	moon	1313	月光	月光	192 147
1394	Wenzhou	Wenzhou	moon	1313	月光佛	月光佛	192 147 243
1395	Taibei	Taibei	moon	1313	gueh33 liuN13月娘	月娘	192 244
1396	Wuhan	Wuhan	moon	1313	月亮	月亮	192 242
1397	Taiyuan	Taiyuan	moon	1313	月明[爷]	月明爷	192 245 234
1398	Taiyuan	Taiyuan	moon	1313	月明[爷]	月明	192 245
1399	Yuci	Yuci	moon	1313	月（儿）	月	192
1400	Yuci	Yuci	moon	1313	月（儿）	月儿	192 17
1401	Changsha	Changsha	moon	1313	月亮	月亮	192 242
1402	Shuangfeng	Shuangfeng	moon	1313	月光	月光	192 147
5351	Xiamen	Xiamen	moon	1313	月，月娘	月娘	192 244
5419	Old_Chinese	Old_Chinese	moon	1313	月	月	192
3888	Guangzhou	Guangzhou	mother	1216	老母	老母	32 220
3889	Guangzhou	Guangzhou	mother	1216	阿妈	阿妈	407 55
3890	Guangzhou	Guangzhou	mother	1216	妈妈	妈阿	55 407
3891	Suzhou	Suzhou	mother	1216	娘	娘	244
3892	Suzhou	Suzhou	mother	1216	姆妈	姆妈	729 55
3893	Meixian	Meixian	mother	1216	女-哀子	女哀子	145 380 30
3894	Nanchang	Nanchang	mother	1216	姆妈	姆妈	729 55
3895	Nanchang	Nanchang	mother	1216	娘（背称）	娘	244
3896	Fuzhou	Fuzhou	mother	1216	娘奶	娘奶	244 53
3897	Fuzhou	Fuzhou	mother	1216	依*妈	依妈	575 55
3898	Fuzhou	Fuzhou	mother	1216	依*奶	依奶	575 53
3899	Ningxia	Ningxia	mother	1216	妈	妈	55
3900	Lianchang	Lianchang	mother	1216	*弥+女[背称]	弥女	730 145
3901	Ningbo	Ningbo	mother	1216	姆妈	姆妈	729 55
3902	Ningbo	Ningbo	mother	1216	阿妈	阿妈	407 55
3903	Yingshan	Yingshan	mother	1216	妈	妈	55
3904	Chengdu	Chengdu	mother	1216	妈[妈]	妈	55
3905	Chengdu	Chengdu	mother	1216	妈[妈]	妈阿	55 407
3906	Zhanping	Zhanping	mother	1216	娘li3	娘	244
3907	Zhanping	Zhanping	mother	1216	姆妈	姆妈	729 55
3908	Shanghai	Shanghai	mother	1216	娘	娘	244
3909	Shanghai_B	Shanghai_B	mother	1216	m ma	A	731
3910	Xiamen	Xiamen	mother	1216	老母	老母	32 220
3911	Xiamen	Xiamen	mother	1216	阿母	阿母	407 220
3912	Anyi	Anyi	mother	1216	娘(背稱),姆媽(面稱)	娘	244
3913	Beijing	Beijing	mother	1216	妈[妈]	妈	55
3914	Beijing	Beijing	mother	1216	妈[妈]	妈阿	55 407
3915	Beijing	Beijing	mother	1216	娘	娘	244
3916	Wenzhou	Wenzhou	mother	1216	阿Ú奶	阿奶	407 53
3917	Wenzhou	Wenzhou	mother	1216	Ú奶、	奶	53
3918	Taibei	Taibei	mother	1216	lau33 bu53老母	老母	32 220
3919	Wuhan	Wuhan	mother	1216	姆妈	姆妈	729 55
3920	Wuhan	Wuhan	mother	1216	妈妈	妈阿	55 407
3921	Taiyuan	Taiyuan	mother	1216	妈妈	妈阿	55 407
3922	Taiyuan	Taiyuan	mother	1216	妈	妈	55
3923	Yuci	Yuci	mother	1216	妈来	妈来	55 74
3924	Changsha	Changsha	mother	1216	娘[老子]	娘阿	244 407
3925	Changsha	Changsha	mother	1216	妈妈	妈妈	55 55
3926	Changsha	Changsha	mother	1216	姆妈	姆妈	729 55
3927	Shuangfeng	Shuangfeng	mother	1216	娘	娘	244
3928	Shuangfeng	Shuangfeng	mother	1216	姆[]ma$~33	姆妈	729 55
5527	Old_Chinese	Old_Chinese	mother	1216	母	母	220
1403	Guangzhou	Guangzhou	mountain	639	山	山	246
1404	Suzhou	Suzhou	mountain	639	山	山	246
1405	Meixian	Meixian	mountain	639	山	山	246
1406	Nanchang	Nanchang	mountain	639	山	山	246
1407	Fuzhou	Fuzhou	mountain	639	山	山	246
1408	Ningxia	Ningxia	mountain	639	山	山	246
1409	Lianchang	Lianchang	mountain	639	山	山	246
1410	Ningbo	Ningbo	mountain	639	山	山	246
1411	Yingshan	Yingshan	mountain	639	山	山	246
1412	Chengdu	Chengdu	mountain	639	山	山	246
1413	Zhanping	Zhanping	mountain	639	山	山	246
1414	Shanghai	Shanghai	mountain	639	山	山	246
1415	Shanghai_B	Shanghai_B	mountain	639	山	山	246
1416	Xiamen	Xiamen	mountain	639	山	山	246
1417	Anyi	Anyi	mountain	639	岭	岭	247
1418	Anyi	Anyi	mountain	639	山	山	246
1419	Beijing	Beijing	mountain	639	山	山	246
1420	Wenzhou	Wenzhou	mountain	639	山	山	246
1421	Taibei	Taibei	mountain	639	suaN44山	山	246
1422	Wuhan	Wuhan	mountain	639	山	山	246
1423	Taiyuan	Taiyuan	mountain	639	山	山	246
1424	Yuci	Yuci	mountain	639	山	山	246
1425	Changsha	Changsha	mountain	639	山	山	246
1426	Shuangfeng	Shuangfeng	mountain	639	山	山	246
5420	Old_Chinese	Old_Chinese	mountain	639	山	山	246
1427	Guangzhou	Guangzhou	mouth	674	嘴	嘴	56
1428	Guangzhou	Guangzhou	mouth	674	口	口	248
1429	Suzhou	Suzhou	mouth	674	嘴巴	嘴巴	56 2
1430	Meixian	Meixian	mouth	674	啜	啜	85
1431	Nanchang	Nanchang	mouth	674	嘴巴	嘴巴	56 2
1432	Fuzhou	Fuzhou	mouth	674	喙	喙	249
1433	Ningxia	Ningxia	mouth	674	嘴	嘴	56
1434	Lianchang	Lianchang	mouth	674	喙	喙	249
1435	Ningbo	Ningbo	mouth	674	嘴巴	嘴巴	56 2
1436	Yingshan	Yingshan	mouth	674	叽巴	叽巴	250 2
1437	Chengdu	Chengdu	mouth	674	嘴	嘴	56
1438	Zhanping	Zhanping	mouth	674	喙（佬）	喙佬	249 224
1439	Zhanping	Zhanping	mouth	674	喙（佬）	喙佬	249 224
1440	Shanghai	Shanghai	mouth	674	嘴巴	嘴巴	56 2
1441	Shanghai_B	Shanghai_B	mouth	674	嘴巴	嘴巴	56 2
1442	Xiamen	Xiamen	mouth	674	喙	喙	249
1443	Anyi	Anyi	mouth	674	嘴咙	嘴咙	56 251
1444	Beijing	Beijing	mouth	674	嘴	嘴	56
1445	Wenzhou	Wenzhou	mouth	674	嘴[嘴]	嘴	56
1446	Taibei	Taibei	mouth	674	tshui31喙	喙	249
1447	Wuhan	Wuhan	mouth	674	嘴[巴[子]]	嘴巴	56 2
1448	Wuhan	Wuhan	mouth	674	嘴[巴[子]]	嘴	56
1449	Taiyuan	Taiyuan	mouth	674	嘴	嘴	56
1450	Yuci	Yuci	mouth	674	嘴	嘴	56
1451	Changsha	Changsha	mouth	674	嘴巴	嘴巴	56 2
1452	Shuangfeng	Shuangfeng	mouth	674	嘴巴	嘴巴	56 2
5421	Old_Chinese	Old_Chinese	mouth	674	口	口	248
1453	Guangzhou	Guangzhou	name	1405	名	名	252
1454	Suzhou	Suzhou	name	1405	名字	名字	252 253
1455	Meixian	Meixian	name	1405	名	名	252
1456	Nanchang	Nanchang	name	1405	名字	名字	252 253
1457	Fuzhou	Fuzhou	name	1405	名字	名字	252 253
1458	Ningxia	Ningxia	name	1405	名字	名字	252 253
1459	Lianchang	Lianchang	name	1405	名字	名字	252 253
1460	Ningbo	Ningbo	name	1405	名字	名字	252 253
1461	Yingshan	Yingshan	name	1405	名字	名字	252 253
1462	Chengdu	Chengdu	name	1405	名字	名字	252 253
1463	Zhanping	Zhanping	name	1405	名（字）	名字	252 253
1464	Zhanping	Zhanping	name	1405	名（字）	名	252
1465	Shanghai	Shanghai	name	1405	名子	名字	252 253
1466	Shanghai_B	Shanghai_B	name	1405	名子	名字	252 253
1467	Xiamen	Xiamen	name	1405	名	名	252
1468	Anyi	Anyi	name	1405	名字	名字	252 253
1469	Beijing	Beijing	name	1405	名字	名字	252 253
1470	Beijing	Beijing	name	1405	名儿	名儿	252 17
1471	Wenzhou	Wenzhou	name	1405	名字	名字	252 253
1472	Taibei	Taibei	name	1405	biaN13名	名	252
1473	Wuhan	Wuhan	name	1405	名字	名字	252 253
1474	Taiyuan	Taiyuan	name	1405	名字	名字	252 253
1475	Yuci	Yuci	name	1405	名字	名字	252 253
1476	Changsha	Changsha	name	1405	名字	名字	252 253
1477	Shuangfeng	Shuangfeng	name	1405	名字	名字	252 253
5422	Old_Chinese	Old_Chinese	name	1405	名	名	252
3929	Guangzhou	Guangzhou	narrow	1267	窄	窄	732
3930	Suzhou	Suzhou	narrow	1267	狭	狭	672
3931	Meixian	Meixian	narrow	1267	狭	狭	672
3932	Nanchang	Nanchang	narrow	1267	狭	狭	672
3933	Fuzhou	Fuzhou	narrow	1267	窄	窄	732
3934	Fuzhou	Fuzhou	narrow	1267	狭	狭	672
3935	Ningxia	Ningxia	narrow	1267	窄	窄	732
3936	Lianchang	Lianchang	narrow	1267	狭	狭	672
3937	Ningbo	Ningbo	narrow	1267	狭	狭	672
3938	Yingshan	Yingshan	narrow	1267	窄	窄	732
3939	Chengdu	Chengdu	narrow	1267	窄	窄	732
3940	Zhanping	Zhanping	narrow	1267	狭	狭	672
3941	Shanghai	Shanghai	narrow	1267	狭	狭	672
3942	Shanghai_B	Shanghai_B	narrow	1267	狭	狭	672
3943	Xiamen	Xiamen	narrow	1267	狭	狭	672
3944	Anyi	Anyi	narrow	1267	狭	狭	672
3945	Beijing	Beijing	narrow	1267	窄	窄	732
3946	Beijing	Beijing	narrow	1267	细溜	细溜	324 359
3947	Wenzhou	Wenzhou	narrow	1267	狭	狭	672
3948	Taibei	Taibei	narrow	1267	eh33狹	狭	672
3949	Wuhan	Wuhan	narrow	1267	窄	窄	732
3950	Taiyuan	Taiyuan	narrow	1267	窄	窄	732
3951	Yuci	Yuci	narrow	1267	窄	窄	732
3952	Changsha	Changsha	narrow	1267	窄	窄	732
3953	Shuangfeng	Shuangfeng	narrow	1267	狭	狭	672
5528	Old_Chinese	Old_Chinese	narrow	1267	狭	狭	672
3954	Guangzhou	Guangzhou	near	1942	近	近	733
3955	Suzhou	Suzhou	near	1942	近	近	733
3956	Meixian	Meixian	near	1942	近	近	733
3957	Nanchang	Nanchang	near	1942	近	近	733
3958	Fuzhou	Fuzhou	near	1942	近	近	733
3959	Ningxia	Ningxia	near	1942	近	近	733
3960	Lianchang	Lianchang	near	1942	近	近	733
3961	Ningbo	Ningbo	near	1942	近	近	733
3962	Yingshan	Yingshan	near	1942	近	近	733
3963	Chengdu	Chengdu	near	1942	近	近	733
3964	Zhanping	Zhanping	near	1942	近	近	733
3965	Shanghai	Shanghai	near	1942	近	近	733
3966	Shanghai_B	Shanghai_B	near	1942	近	近	733
3967	Xiamen	Xiamen	near	1942	近	近	733
3968	Anyi	Anyi	near	1942	近	近	733
3969	Beijing	Beijing	near	1942	近	近	733
3970	Wenzhou	Wenzhou	near	1942	近	近	733
3971	Taibei	Taibei	near	1942	kin33近	近	733
3972	Wuhan	Wuhan	near	1942	近	近	733
3973	Taiyuan	Taiyuan	near	1942	近	近	733
3974	Yuci	Yuci	near	1942	近	近	733
3975	Changsha	Changsha	near	1942	近	近	733
3976	Shuangfeng	Shuangfeng	near	1942	近	近	733
5529	Old_Chinese	Old_Chinese	near	1942	近	近	733
1478	Guangzhou	Guangzhou	neck	1333	颈	颈	254
1479	Suzhou	Suzhou	neck	1333	头颈	头颈	51 254
1480	Suzhou	Suzhou	neck	1333	头根	头根	51 255
1481	Meixian	Meixian	neck	1333	颈筋	颈筋	254 256
1482	Nanchang	Nanchang	neck	1333	颈	颈	254
1483	Fuzhou	Fuzhou	neck	1333	脰骨	脰骨	257 50
1484	Ningxia	Ningxia	neck	1333	脖子	脖子	258 30
1485	Lianchang	Lianchang	neck	1333	颈骨	颈骨	254 50
1486	Ningbo	Ningbo	neck	1333	头颈	头颈	51 254
1487	Yingshan	Yingshan	neck	1333	颈瑯*骨	颈瑯骨	254 259 50
1488	Chengdu	Chengdu	neck	1333	颈项	颈项	254 260
1489	Zhanping	Zhanping	neck	1333	颔颈：读am5 kin3	颔颈	261 254
1490	Shanghai	Shanghai	neck	1333	头颈	头颈	51 254
1491	Shanghai_B	Shanghai_B	neck	1333	头颈	头颈	51 254
1492	Xiamen	Xiamen	neck	1333	颔管	颔管	261 262
1493	Anyi	Anyi	neck	1333	颈	颈	254
1494	Beijing	Beijing	neck	1333	脖子	脖子	258 30
1495	Wenzhou	Wenzhou	neck	1333	头颈	头颈	51 254
1496	Taibei	Taibei	neck	1333	am33 kun53頷?	颔颈	261 254
1497	Wuhan	Wuhan	neck	1333	颈子	颈子	254 30
1498	Taiyuan	Taiyuan	neck	1333	脖子	脖子	258 30
1499	Yuci	Yuci	neck	1333	脖	脖	258
1500	Changsha	Changsha	neck	1333	颈根	颈根	254 255
1501	Changsha	Changsha	neck	1333	颈箍	颈箍	254 263
1502	Shuangfeng	Shuangfeng	neck	1333	颈壳	颈壳	254 159
5423	Old_Chinese	Old_Chinese	neck	1333	颈	颈	254
1503	Guangzhou	Guangzhou	new	1231	新	新	264
1504	Suzhou	Suzhou	new	1231	新	新	264
1505	Meixian	Meixian	new	1231	新	新	264
1506	Nanchang	Nanchang	new	1231	新	新	264
1507	Fuzhou	Fuzhou	new	1231	新	新	264
1508	Ningxia	Ningxia	new	1231	新	新	264
1509	Lianchang	Lianchang	new	1231	新	新	264
1510	Ningbo	Ningbo	new	1231	新	新	264
1511	Yingshan	Yingshan	new	1231	新	新	264
1512	Chengdu	Chengdu	new	1231	新	新	264
1513	Zhanping	Zhanping	new	1231	新	新	264
1514	Shanghai	Shanghai	new	1231	新	新	264
1515	Shanghai_B	Shanghai_B	new	1231	新	新	264
