ID	DOCULECT	DOCULECT_IN_SOURCE	CONCEPT	CONCEPTICON_ID	VALUE	CHARACTERS	COGIDS
625	Zhanping	Zhanping	eye	1248	目（tsiu1）	目瞅	114 115
626	Shanghai	Shanghai	eye	1248	眼睛	眼睛	111 112
627	Shanghai_B	Shanghai_B	eye	1248	眼睛	眼睛	111 112
628	Xiamen	Xiamen	eye	1248	目瞅	目瞅	114 115
629	Anyi	Anyi	eye	1248	眼睛	眼睛	111 112
630	Beijing	Beijing	eye	1248	眼睛	眼睛	111 112
631	Wenzhou	Wenzhou	eye	1248	眼乌珠	眼乌珠	111 45 113
632	Wenzhou	Wenzhou	eye	1248	眼[灵*珠]	眼	111
633	Wenzhou	Wenzhou	eye	1248	眼[灵*珠]	眼灵珠	111 116 113
634	Taibei	Taibei	eye	1248	bak33 tsiu44目珠	目珠	114 113
635	Wuhan	Wuhan	eye	1248	眼睛	眼睛	111 112
636	Taiyuan	Taiyuan	eye	1248	眼[睛]	眼	111
637	Taiyuan	Taiyuan	eye	1248	眼[睛]	眼睛	111 112
638	Yuci	Yuci	eye	1248	眼[睛]	眼	111
639	Yuci	Yuci	eye	1248	眼[睛]	眼睛	111 112
640	Changsha	Changsha	eye	1248	眼睛	眼睛	111 112
641	Shuangfeng	Shuangfeng	eye	1248	眼珠	眼珠	111 113
5384	Old_Chinese	Old_Chinese	eye	1248	目	目	114
3029	Guangzhou	Guangzhou	fall	1280	跌	跌	562
3030	Guangzhou	Guangzhou	fall	1280	手-耷	耷	563
3031	Suzhou	Suzhou	fall	1280	夺*	夺	564
3032	Meixian	Meixian	fall	1280	跌	跌	562
3033	Nanchang	Nanchang	fall	1280	跌	跌	562
3034	Fuzhou	Fuzhou	fall	1280	逿	逿	565
3035	Ningxia	Ningxia	fall	1280	掉	掉	566
3036	Lianchang	Lianchang	fall	1280	跌	跌	562
3037	Ningbo	Ningbo	fall	1280	掉落	掉落	566 567
3038	Yingshan	Yingshan	fall	1280	掉	掉	566
3039	Chengdu	Chengdu	fall	1280	掉	掉	566
3040	Zhanping	Zhanping	fall	1280	ko2	A	568
3041	Shanghai	Shanghai	fall	1280	落	落	567
3042	Shanghai_B	Shanghai_B	fall	1280	落	落	567
3043	Xiamen	Xiamen	fall	1280	落	落	567
3044	Xiamen	Xiamen	fall	1280	[交*]落	落	567
3045	Xiamen	Xiamen	fall	1280	[交*]落	落	567
3046	Anyi	Anyi	fall	1280	跌	跌	562
3047	Anyi	Anyi	fall	1280	落	落	567
3048	Beijing	Beijing	fall	1280	掉	掉	566
3049	Wenzhou	Wenzhou	fall	1280	遁*	遁	569
3050	Taibei	Taibei	fall	1280	lak33落	落	567
3051	Wuhan	Wuhan	fall	1280	掉	掉	566
3052	Taiyuan	Taiyuan	fall	1280	跌	跌	562
3053	Yuci	Yuci	fall	1280	跌	跌	562
3054	Changsha	Changsha	fall	1280	跌	跌	562
3055	Changsha	Changsha	fall	1280	落	落	567
3056	Shuangfeng	Shuangfeng	fall	1280	绊	绊	570
5489	Old_Chinese	Old_Chinese	fall	1280	坠	坠	1049
5490	Old_Chinese	Old_Chinese	fall	1280	 落	 落	1050 567
3057	Guangzhou	Guangzhou	far	1406	远	远	571
3058	Suzhou	Suzhou	far	1406	远	远	571
3059	Meixian	Meixian	far	1406	远	远	571
3060	Nanchang	Nanchang	far	1406	远	远	571
3061	Fuzhou	Fuzhou	far	1406	远	远	571
3062	Ningxia	Ningxia	far	1406	远	远	571
3063	Lianchang	Lianchang	far	1406	远	远	571
3064	Ningbo	Ningbo	far	1406	远	远	571
3065	Yingshan	Yingshan	far	1406	远	远	571
3066	Chengdu	Chengdu	far	1406	远	远	571
3067	Zhanping	Zhanping	far	1406	远	远	571
3068	Shanghai	Shanghai	far	1406	远	远	571
3069	Shanghai_B	Shanghai_B	far	1406	远	远	571
3070	Xiamen	Xiamen	far	1406	远	远	571
3071	Anyi	Anyi	far	1406	远	远	571
3072	Beijing	Beijing	far	1406	远	远	571
3073	Wenzhou	Wenzhou	far	1406	远	远	571
3074	Taibei	Taibei	far	1406	hng33遠	远	571
3075	Wuhan	Wuhan	far	1406	远	远	571
3076	Taiyuan	Taiyuan	far	1406	远	远	571
3077	Yuci	Yuci	far	1406	远	远	571
3078	Changsha	Changsha	far	1406	远	远	571
3079	Shuangfeng	Shuangfeng	far	1406	远	远	571
5491	Old_Chinese	Old_Chinese	far	1406	远	远	571
5492	Old_Chinese	Old_Chinese	far	1406	 遥	 遥	1051 1052
3080	Guangzhou	Guangzhou	father	1217	老豆*	老豆	32 572
3081	Guangzhou	Guangzhou	father	1217	阿爸	阿爸	407 573
3082	Guangzhou	Guangzhou	father	1217	爸爸	爸爸	573 573
3083	Suzhou	Suzhou	father	1217	爷	爷	234
3084	Suzhou	Suzhou	father	1217	爹爹	爹阿	574 407
3085	Meixian	Meixian	father	1217	爷子	爷子	234 30
3086	Meixian	Meixian	father	1217	阿爸	阿爸	407 573
3087	Nanchang	Nanchang	father	1217	爸爸	爸爸	573 573
3088	Nanchang	Nanchang	father	1217	爷（背称）	爷	234
3089	Fuzhou	Fuzhou	father	1217	郎爸	爹爸	574 573
3090	Fuzhou	Fuzhou	father	1217	依*爹	依爹	575 574
3091	Fuzhou	Fuzhou	father	1217	依*爷	依爷	575 234
3092	Ningxia	Ningxia	father	1217	爹	爹	574
3093	Lianchang	Lianchang	father	1217	爷[背称]	爷	234
3094	Ningbo	Ningbo	father	1217	阿爸	阿爸	407 573
3095	Yingshan	Yingshan	father	1217	伯伯	伯	576
3096	Chengdu	Chengdu	father	1217	爸[爸]	爸	573
3097	Chengdu	Chengdu	father	1217	爸[爸]	爸爸	573 573
3098	Zhanping	Zhanping	father	1217	老siaɫ	老A	32 577
3099	Zhanping	Zhanping	father	1217	阿父	阿父	407 578
3100	Zhanping	Zhanping	father	1217	阿爹	阿爹	407 574
3101	Zhanping	Zhanping	father	1217	阿爸	阿爸	407 573
3102	Shanghai	Shanghai	father	1217	爷	爷	234
3103	Shanghai_B	Shanghai_B	father	1217	爷	爷	234
3104	Xiamen	Xiamen	father	1217	老父	老父	32 578
3105	Xiamen	Xiamen	father	1217	阿爸	阿爸	407 573
3106	Anyi	Anyi	father	1217	爷(背稱)	爷	234
3107	Anyi	Anyi	father	1217	爹嘚(面稱)	爹嘚	574 187
3108	Anyi	Anyi	father	1217	爸爸(面稱)	爸爸	573 573
3109	Beijing	Beijing	father	1217	爸[爸]	爸爸	573 573
3110	Beijing	Beijing	father	1217	爹	爹	574
3111	Wenzhou	Wenzhou	father	1217	阿伯	阿伯	407 576
3112	Wenzhou	Wenzhou	father	1217	阿爸	阿爸	407 573
3113	Wenzhou	Wenzhou	father	1217	阿大	阿大	407 34
3114	Taibei	Taibei	father	1217	lan33 pe33老父	老父	32 578
3115	Wuhan	Wuhan	father	1217	爸爸	爸爸	573 573
3116	Taiyuan	Taiyuan	father	1217	爸爸	爸爸	573 573
3117	Yuci	Yuci	father	1217	大大	大大	34 34
3118	Changsha	Changsha	father	1217	爷老倌	爷老倌	234 32 579
3119	Changsha	Changsha	father	1217	爹爹	爹爹	574 574
3120	Shuangfeng	Shuangfeng	father	1217	爹爹	爹爹	574 574
3121	Shuangfeng	Shuangfeng	father	1217	爷	爷	234
5493	Old_Chinese	Old_Chinese	father	1217	父	父	578
3122	Guangzhou	Guangzhou	fear	1419	怕	怕	580
3123	Guangzhou	Guangzhou	fear	1419	惊	惊	581
3124	Guangzhou	Guangzhou	fear	1419	慌	慌	582
3125	Suzhou	Suzhou	fear	1419	怕	怕	580
3126	Meixian	Meixian	fear	1419	畏	畏	583
3127	Meixian	Meixian	fear	1419	惊	惊	581
3128	Meixian	Meixian	fear	1419	怕	怕	580
3129	Nanchang	Nanchang	fear	1419	怕	怕	580
3130	Fuzhou	Fuzhou	fear	1419	惊	惊	581
3131	Ningxia	Ningxia	fear	1419	怕	怕	580
3132	Lianchang	Lianchang	fear	1419	吓	吓	584
3133	Ningbo	Ningbo	fear	1419	怕	怕	580
3134	Yingshan	Yingshan	fear	1419	怕	怕	580
3135	Chengdu	Chengdu	fear	1419	怕	怕	580
3136	Zhanping	Zhanping	fear	1419	惊	惊	581
3137	Shanghai	Shanghai	fear	1419	吓	吓	584
3138	Shanghai_B	Shanghai_B	fear	1419	怕[吓指使人怕]	怕	580
3139	Xiamen	Xiamen	fear	1419	惊	惊	581
3140	Xiamen	Xiamen	fear	1419	慑	慑	585
3141	Anyi	Anyi	fear	1419	怕	怕	580
3142	Anyi	Anyi	fear	1419	着吓	着吓	62 584
3143	Beijing	Beijing	fear	1419	怕	怕	580
3144	Beijing	Beijing	fear	1419	怵	怵	586
3145	Wenzhou	Wenzhou	fear	1419	怕	怕	580
3146	Wenzhou	Wenzhou	fear	1419	惊	惊	581
3147	Taibei	Taibei	fear	1419	kiaN44驚	惊	581
3148	Wuhan	Wuhan	fear	1419	怕	怕	580
3149	Taiyuan	Taiyuan	fear	1419	[害]怕	怕	580
3150	Taiyuan	Taiyuan	fear	1419	[害]怕	害怕	587 580
3151	Yuci	Yuci	fear	1419	[害]怕	怕	580
3152	Yuci	Yuci	fear	1419	[害]怕	害怕	587 580
3153	Changsha	Changsha	fear	1419	怕	怕	580
3154	Shuangfeng	Shuangfeng	fear	1419	怕	怕	580
5494	Old_Chinese	Old_Chinese	fear	1419	畏	畏	583
5495	Old_Chinese	Old_Chinese	fear	1419	 惧	 惧	1053 1054
5496	Old_Chinese	Old_Chinese	fear	1419	 恐	 恐	1053 1055
642	Guangzhou	Guangzhou	feather	1201	毛	毛	117
643	Suzhou	Suzhou	feather	1201	羽毛	羽毛	118 117
644	Meixian	Meixian	feather	1201	毛	毛	117
645	Nanchang	Nanchang	feather	1201	毛	毛	117
646	Fuzhou	Fuzhou	feather	1201	[毛]毛	毛	117
647	Fuzhou	Fuzhou	feather	1201	[毛]毛	毛毛	117 117
648	Ningxia	Ningxia	feather	1201	毛	毛	117
649	Lianchang	Lianchang	feather	1201	毛	毛	117
650	Ningbo	Ningbo	feather	1201	羽毛	羽毛	118 117
651	Yingshan	Yingshan	feather	1201	毛	毛	117
652	Chengdu	Chengdu	feather	1201	毛	毛	117
653	Zhanping	Zhanping	feather	1201	毛	毛	117
654	Shanghai	Shanghai	feather	1201	毛	毛	117
655	Shanghai_B	Shanghai_B	feather	1201	毛	毛	117
656	Xiamen	Xiamen	feather	1201	毛	毛	117
657	Anyi	Anyi	feather	1201	毛	毛	117
658	Beijing	Beijing	feather	1201	毛儿	毛儿	117 17
659	Wenzhou	Wenzhou	feather	1201	毛羽	毛羽	117 118
660	Taibei	Taibei	feather	1201	boN44毛，mng13毛?	毛	117
661	Wuhan	Wuhan	feather	1201	毛	毛	117
662	Taiyuan	Taiyuan	feather	1201	羽毛	羽毛	118 117
663	Yuci	Yuci	feather	1201	羽毛	羽毛	118 117
664	Changsha	Changsha	feather	1201	毛	毛	117
665	Shuangfeng	Shuangfeng	feather	1201	毛	毛	117
5385	Old_Chinese	Old_Chinese	feather	1201	羽	羽	118
3155	Guangzhou	Guangzhou	few	1242	少	少	588
3156	Suzhou	Suzhou	few	1242	少	少	588
3157	Meixian	Meixian	few	1242	少	少	588
3158	Nanchang	Nanchang	few	1242	少	少	588
3159	Fuzhou	Fuzhou	few	1242	少	少	588
3160	Ningxia	Ningxia	few	1242	少	少	588
3161	Lianchang	Lianchang	few	1242	少	少	588
3162	Ningbo	Ningbo	few	1242	缺	缺	589
3163	Yingshan	Yingshan	few	1242	少	少	588
3164	Chengdu	Chengdu	few	1242	少	少	588
3165	Zhanping	Zhanping	few	1242	少	少	588
3166	Shanghai	Shanghai	few	1242	少	少	588
3167	Shanghai_B	Shanghai_B	few	1242	少	少	588
3168	Xiamen	Xiamen	few	1242	少	少	588
3169	Anyi	Anyi	few	1242	少	少	588
3170	Beijing	Beijing	few	1242	少	少	588
3171	Wenzhou	Wenzhou	few	1242	少	少	588
3172	Taibei	Taibei	few	1242	tsio53少	少	588
3173	Wuhan	Wuhan	few	1242	少	少	588
3174	Taiyuan	Taiyuan	few	1242	少	少	588
3175	Yuci	Yuci	few	1242	少	少	588
3176	Changsha	Changsha	few	1242	少	少	588
3177	Shuangfeng	Shuangfeng	few	1242	少	少	588
5497	Old_Chinese	Old_Chinese	few	1242	少	少	588
3178	Guangzhou	Guangzhou	fight	1423	打交	打交	590 239
3179	Suzhou	Suzhou	fight	1423	相打	相打	317 590
3180	Suzhou	Suzhou	fight	1423	打相打	打相打	590 317 590
3181	Meixian	Meixian	fight	1423	相打	相打	317 590
3182	Meixian	Meixian	fight	1423	打交子	打交子	590 239 30
3183	Nanchang	Nanchang	fight	1423	打架	打架	590 591
3184	Fuzhou	Fuzhou	fight	1423	相拍	相拍	317 592
3185	Ningxia	Ningxia	fight	1423	打锤	打锤	590 593
3186	Lianchang	Lianchang	fight	1423	打tuɫɨ	打	590
3187	Ningbo	Ningbo	fight	1423	打相打	打相打	590 317 590
3188	Yingshan	Yingshan	fight	1423	打架	打架	590 591
3189	Chengdu	Chengdu	fight	1423	打架	打架	590 591
3190	Zhanping	Zhanping	fight	1423	相拍	相拍	317 592
3191	Shanghai	Shanghai	fight	1423	打相打	打相打	590 317 590
3192	Shanghai_B	Shanghai_B	fight	1423	打相打	打相打	590 317 590
3193	Xiamen	Xiamen	fight	1423	相拍	相拍	317 592
3194	Anyi	Anyi	fight	1423	打架	打架	590 591
3195	Beijing	Beijing	fight	1423	打架	打架	590 591
3196	Beijing	Beijing	fight	1423	掐架	掐架	594 591
3197	Beijing	Beijing	fight	1423	茬*架	茬架	595 591
3198	Wenzhou	Wenzhou	fight	1423	相打	相打	317 590
3199	Wenzhou	Wenzhou	fight	1423	打起	打起	590 596
3200	Taibei	Taibei	fight	1423	phah32拍	拍	592
3201	Wuhan	Wuhan	fight	1423	打架	打架	590 591
3202	Taiyuan	Taiyuan	fight	1423	打架	打架	590 591
3203	Yuci	Yuci	fight	1423	打架	打架	590 591
3204	Changsha	Changsha	fight	1423	打架	打架	590 591
3205	Shuangfeng	Shuangfeng	fight	1423	打架	打架	590 591
3206	Shuangfeng	Shuangfeng	fight	1423	斗打	斗打	337 590
5498	Old_Chinese	Old_Chinese	fight	1423	鬬	鬬	1056
666	Guangzhou	Guangzhou	fire	221	火	火	92
667	Suzhou	Suzhou	fire	221	火	火	92
668	Meixian	Meixian	fire	221	火	火	92
669	Nanchang	Nanchang	fire	221	火	火	92
670	Fuzhou	Fuzhou	fire	221	火	火	92
671	Ningxia	Ningxia	fire	221	火	火	92
672	Lianchang	Lianchang	fire	221	火	火	92
