9f	tone	45	yinping	55
9f	tone	21	yangping
9f	tone	53	shang
9f	tone	213	qu
9f	final	i_z
9f	final	i
9f	final	u
9f	final	y
9f	final	@r
9f	final	a
9f	final	ia
9f	final	ua
9f	final	o
9f	final	yo
9f	final	e
9f	final	ie
9f	final	ue
9f	final	ye
9f	final	iEi
9f	final	ai
9f	final	uai
9f	final	ei
9f	final	uei
9f	final	au
9f	final	iau
9f	final	@u
9f	final	i@u
9f	final	an
9f	final	iEn
9f	final	uan
9f	final	yan
9f	final	@n
9f	final	in
9f	final	u@n
9f	final	yn
9f	final	aN
9f	final	iaN
9f	final	uaN
9f	final	oN
9f	final	yoN
9f	initial	p
9f	initial	p_h
9f	initial	m
9f	initial	f
9f	initial	t
9f	initial	t_h
9f	initial	n
9f	initial	l	n
9f	initial	ts
9f	initial	ts_h
9f	initial	s
9f	initial	z
9f	initial	tc\
9f	initial	tc\_h
9f	initial	n\
9f	initial	c\
9f	initial	k
9f	initial	k_h
9f	initial	N
9f	initial	x
9f	initial	Ø
