6f	tone	21	ping
6f	tone	53	shang
6f	tone	45	qu
6f	tone	2	yinru
6f	tone	54_	yangru
6f	final	i_z
6f	final	i
6f	final	u
6f	final	y
6f	final	@r
6f	final	a
6f	final	ia
6f	final	ua
6f	final	7
6f	final	u7
6f	final	ie
6f	final	ye
6f	final	ai
6f	final	uai
6f	final	ei
6f	final	uei
6f	final	au
6f	final	iau
6f	final	@u
6f	final	i@u
6f	final	{~	E~
6f	final	u{~	uE~
6f	final	Q~
6f	final	iQ~
6f	final	uQ~
6f	final	@N
6f	final	iN
6f	final	uN
6f	final	yN
6f	final	a?	@?
6f	final	ia?
6f	final	ua?	u@?
6f	final	@?
6f	final	i@?
6f	final	u@?
6f	final	y@?
6f	initial	p
6f	initial	p_h
6f	initial	m
6f	initial	f
6f	initial	v
6f	initial	t
6f	initial	t_h
6f	initial	n
6f	initial	l
6f	initial	ts
6f	initial	ts_h
6f	initial	s
6f	initial	z
6f	initial	s`
6f	initial	tc\
6f	initial	tc\_h
6f	initial	n\
6f	initial	c\
6f	initial	k
6f	initial	k_h
6f	initial	x
6f	initial	G
6f	initial	Ø
