29-31	tone	55	yinping
29-31	tone	24	yangping
29-31	tone	53	yangshang
29-31	tone	21	yinqu
29-31	tone	22	yangqu
29-31	tone	32_	yinru
29-31	tone	5	yangru
29-31	final	i
29-31	final	u
29-31	final	a
29-31	final	ia
29-31	final	ua
29-31	final	o
29-31	final	io
29-31	final	e
29-31	final	ue
29-31	final	O
29-31	final	O~
29-31	final	iu
29-31	final	ui
29-31	final	ai
29-31	final	uai
29-31	final	a~i
29-31	final	ua~i
29-31	final	au
29-31	final	iau
29-31	final	a~u
29-31	final	ia~u
29-31	final	am
29-31	final	iam
29-31	final	an
29-31	final	ian
29-31	final	uan
29-31	final	a~
29-31	final	ia~
29-31	final	ua~
29-31	final	aN
29-31	final	iaN
29-31	final	ON
29-31	final	iON
29-31	final	im
29-31	final	in
29-31	final	un
29-31	final	iN
29-31	final	i~
29-31	final	ui~
29-31	final	e~
29-31	final	iu~
29-31	final	ip
29-31	final	ap
29-31	final	iap
29-31	final	at
29-31	final	iat
29-31	final	uat
29-31	final	ak
29-31	final	iak
29-31	final	Ok
29-31	final	iOk
29-31	final	it
29-31	final	ut
29-31	final	ik
29-31	final	a?
29-31	final	ia?
29-31	final	ua?
29-31	final	O?
29-31	final	o?
29-31	final	io?
29-31	final	e?
29-31	final	ue?
29-31	final	a~?
29-31	final	e~?
29-31	final	ue~?
29-31	final	O?
29-31	final	uai?
29-31	final	ua~i?
29-31	final	a~u?
29-31	final	ia~u?
29-31	final	au?
29-31	final	iau?
29-31	final	m=?
29-31	final	n=?
29-31	final	i?
29-31	final	u?
29-31	final	i~?
29-31	final	ui?
29-31	final	iu?
29-31	final	m=
29-31	final	N=
29-31	initial	p
29-31	initial	p_h
29-31	initial	m
29-31	initial	b
29-31	initial	t
29-31	initial	t_h
29-31	initial	n
29-31	initial	l
29-31	initial	ts
29-31	initial	ts_h
29-31	initial	s
29-31	initial	k
29-31	initial	k+h
29-31	initial	N
29-31	initial	h
29-31	initial	g
29-31	initial	Ø
